番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
21,2019年09月29日,愛知,ＨＰ,トヨタ,プリウス,2019年09月,800 Km,DAA-ZVW51,2ZR-1NM,制動装置,２０１９年９月２９日,高速道路を走行中、渋滞箇所にさしかかったので、後続車に減速の注意喚起をするために、軽くブレーキペダルを４～５回踏み、ブレーキランプを点滅させてから、ゆっくりペダルを踏みこんで減速しようとしたところ、ブレーキがほとんど効かなかった。パニックになってあわててペダルを強く踏みこんだところ、急に制動力が回復。ＡＢＳによるガガガっという振動とタイヤのスリップ音ともに停止した。
22,2019年09月29日,愛媛,ＨＰ,スズキ,ワゴンＲスティングレー,2014年06月,"61,400 Km",DBA-MH34S,R06A,エンジン,最近、不定期的に,バック中、アクセルペダルを踏んでないのにエンジン回転が上がる。
23,2019年09月28日,北海道,ＨＰ,日野,プロフィア,2012年10月,"499,589 Km",QGK-SH1EDAG,E13C,エンジン,２０１９年４月１０日,走行中にエンジン本体の破損により、漏れ出たエンジンオイルに引火し、車両が全焼した。
24,2019年09月28日,岩手,24時間電話,トヨタ,ヴォクシー,2015年12月,不明,DBA-ZRR85W,3ZR,車枠・車体,不明,左右後輪上部（ピラー付近）の車体に凹みが有る。運転席スライドドア上部あたりから軋み音が出る。助手席後部スライドドア開閉時には凄い音がする。
25,2019年09月28日,富山,ＨＰ,ニッサン,サファリ,2007年03月,"81,500 Km",TA-WFGY61,TB48,その他,２０１９年８月頃から,燃料計が実際の残量よりも多く表示される。走行中に指針が全体の１／４ほどの幅でゆっくり上下することがあり、正確な残量がわからない。
26,2019年09月28日,東京,ＨＰ,メルセデス・ベンツ,Ｅ２００ワゴン,2019年09月,8 Km,4AA-213277C,264,かじ取り,２０１９年９月２８日　納車当日２時間以内,一般道走行中に、ステアリング故障が発生し、ハンドル操作がほとんど出来なくなった。
27,2019年09月28日,埼玉,ＨＰ,フォード,フィエスタ,2014年07月,"83,833 Km",ABA-WF0SFJ,SFJ,乗車装置,２０１９年９月,右後ろドアが閉まらなくなり、ロックされないため、走行不能になった。
28,2019年09月28日,埼玉,ＨＰ,フォルクスワーゲン,ゴルフ　ＧＴＩ,2016年08月,"15,000 Km",ABA-AUCHH,CHH,エンジン,２０１９年９月２６日,サーモスタッドとウォターポンプのつなぎ目に歪みがあり、冷却水が漏れたため、運転中に冷却水異常が発生し、冷却水が漏れてオーバーヒートを起こした。
29,2019年09月28日,三重,ＨＰ,メルセデス・ベンツ,ＧＬＡ１８０,2019年01月,不明,DBA-156942,270,制動装置,２０１９年９月,５０ｋｍ／ｈ程度で走行中、前後左右に車両がいない状況で突然アラーム音が鳴って自動ブレーキが作動し、急ブレーキがかかった状態になった。
30,2019年09月28日,福岡,ＨＰ,ダイハツ,アトレーワゴン,2019年01月,"7,800 Km",ABA-S321G,KF,エンジン,不明,ウォーターポンプから異音（鳴き）が発生する。
31,2019年09月27日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,エブリイ,2012年09月,"109,600 Km",EBD-DA64V,K6A,エンジン,去年から,突然エンジン警告灯が点灯した。
32,2019年09月27日,宮城,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナ,2011年09月,"137,000 Km",DBA-FC26,MR20,エンジン,不明,走行中にタイミングチェーンが切れ、突然エンスト状態になり、走行不能になった。
33,2019年09月27日,東京,ＨＰ,トヨタ,プリウス,2010年03月,"425,500 Km",DAA-NHW20,1NZ-3CM,エンジン,２０１９年９月,ウォータポンプのリコール作業を済ませた車で、ウォーターポンプが故障したため、交差点停車時にいきなり停止し、動かなくなった。
34,2019年09月27日,埼玉,ＨＰ,フォルクスワーゲン,ポロ,2019年04月,"4,000 Km",ABA-AWCHZ,CHZ,その他,納入後すぐ発生,エアコンが効かない。
35,2019年09月27日,埼玉,ＨＰ,フォルクスワーゲン,ポロ,2019年04月,"4,000 Km",ABA-AWCHZ,CHZ,エンジン,納入後すぐ発生,ダウンサイジングターボの取付部が真っ赤に錆びた状態で納車された。
36,2019年09月27日,埼玉,ＨＰ,トヨタ,ノアｓｉ,2014年09月,"41,000 Km",DBA-ZRR80W,3ZR,エンジン,２０１９年９月１日,停止中からブレーキペダルを離して走行しようとした時に、車全体がガタガタと振動し、アイドリングが不調になり、止まりそうになった。
37,2019年09月27日,埼玉,ＨＰ,フォルクスワーゲン,ポロ,2019年04月,"4,000 Km",ABA-AWCHZ,CHZ,エンジン,納入後すぐ発生,エンジンヘッド部分のドレーン脇の溝にオイルが溜まる。
38,2019年09月27日,埼玉,ＨＰ,フォルクスワーゲン,ポロ,2019年04月,"4,000 Km",ABA-AWCHZ,CHZ,車枠・車体,納入後すぐ発生,車両がまっすぐ走らないため、ディーラーに持ち込みアライメントを確認したところ、キャスター角が１度以上狂っていた。
39,2019年09月27日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,ニッサンＭＴ,マーチ,2012年07月,"88,000 Km",DBA-K13,HR12,動力伝達,不明,ＣＶＴ（無段変速機）の不良により、発進時にギアが抜けたようなもたつき症状が発生するとともに、メーターパネル上に黄色のチェックランプが点灯した。
40,2019年09月27日,茨城,ＨＰ,トヨタ,イスト,2008年07月,"100,000 Km",DBA-NCP110,1NZ,車枠・車体,２０１９年３月,ホワイトパール色の車で、塗装が剥がれた。
41,2019年09月27日,茨城,ＨＰ,ホンダ,ＣＢ２５０Ｆ,不明,不明,JBK-MC43,MC41E,燃料装置,２０１９年９月１５日１１時頃,燃料ポンプの不良により、道路上で信号待ちをしていたとき、突然エンジンが停止した。再始動を試みるが、何度やっても再始動が出来なかった。
42,2019年09月27日,三重,ＨＰ,トヨタ,アルファードハイブリッド,2015年12月,"49,900 Km",DAA-AYH30W,2AR-2JM-2FM,車枠・車体,２０１９年８月以前,ダッシュボード上に溶けて浮き上がった様な凸線が複数発生した。（長さ約５ｃｍ～２０ｃｍ　太さ約７ｍｍ、高さ約１ｍｍ）
43,2019年09月27日,大阪,ＨＰ,スバル,レガシィツーリングワゴン,2010年03月,"80,000 Km",DBA-BR9,EJ25,車枠・車体,２０１６年,走行中、停車時供にハンドルを回すと前方足回り付近からコツコツと言った音が聞こえる。
44,2019年09月27日,岡山,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2013年11月,"130,000 Km",TKG-FEA50,4P10,エンジン,２０１９年５月１８日,ロッカーアームのリコールについて対象範囲外の型式の車で、ロッカーアームが破損して走行不能になった。
45,2019年09月26日,埼玉,ＨＰ,マツダ,ＣＸ－５,不明,不明,DBA-KF5P,不明,車枠・車体,２０１９年９月,どこかに強くぶつけたりしていないが、塗装が粘土が削られたように欠ける。
46,2019年09月26日,埼玉,ＨＰ,ニッサン,ルークス,2012年08月,"27,600 Km",DBA-ML21S,K6A,エンジン,２０１９年９月２５日,エンジンがかからない。
47,2019年09月26日,大阪,ＨＰ,メルセデス・ベンツ,Ｂ１８０,2016年02月,"20,000 Km",DBA-246242,270,動力伝達,不定期,低速で走行中に、アクセルペダルを踏み込んだわけでもないのに、奥まで踏み込んだかのような急加速するをことがある。メーターパネルには警告表示はされておらず、発生頻度は数日に一度程度。ブレーキペダルを踏むことで現象は収まる。
48,2019年09月26日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ティーダ,2009年09月,"48,807 Km",DBA-C11,HR15,エンジン,不明,スロットルの不良により、走行中に突然アクセルペダルを踏み込んでも走らなくなった。
49,2019年09月26日,京都,ＨＰ,スズキ,ラパン,2018年04月,不明,DBA-HE33S,R06A,乗車装置,不明,サンバイザーを利用しようと思い、目いっぱい押し上げたところ、自然と直ぐに垂れ下がるため、利用したい位置で使用できない。
50,2019年09月26日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,スカイライン,2014年06月,"47,500 Km",DBA-ZV37,274930,エンジン,２０１９年９月２０日頃,エンジンの始動性が悪くなり、クランキング時間が長くなるとともに、ガラガラと異音が出るようになり、エンジンチェックランプが点灯した。
51,2019年09月26日,滋賀,ＨＰ,フォルクスワーゲン,ゴルフ,2012年04月,"71,298 Km",DBA-1KCAX,CAX,動力伝達,２０１８年１２月,国道を走行中、信号で一旦停止した後、ＤＳＧのメカトロニクスの不良により、青信号でスタートできず、走行不能になった。ギアポジション表示部にスパナマークが出ており、ギヤボックス（左寄り）辺りから相当量のオイル漏れがあった。
52,2019年09月26日,山口,ＨＰ,ニッサン,セレナＳハイブリッド,2013年02月,"64,674 Km",DAA-HFC26,MR20-SM23,その他,２０１６年７月と２０１９年８月,アイドリング時にエアコンの効きが悪いと思ったら、ファンモーターが不具合であった。新車で購入し、６年半の間に同じ部品が２度も故障した。
53,2019年09月26日,山口,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ジューク,2013年08月,"50,000 Km",DBA-YF15,HR15,動力伝達,２０１９年,ＣＶＴの不良により、発進時にガクガクと異常な振動が出るとともに、チェックランプが点灯した。
54,2019年09月26日,佐賀,ＨＰ,ルノー,ルーテシア,2013年11月,"160,000 Km",ABA-RH5F,H5F,動力伝達,２０１９年８月１９日,一般道路を走行中、ＣｈｅｃｋＡｕｔｏＧｅａｒｂｏｘが表示され１、３、５速にギアが入らなくなった。
55,2019年09月26日,鹿児島,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,オデッセイ,2019年03月,不明,DBA-RC1,K24W,かじ取り,２０１９年９月２５日,走行中に突然ハンドルがロックされ、操作不能になった。
56,2019年09月25日,宮城,ＨＰ,ニッサン,エルグランド,2010年11月,"91,000 Km",DBA-PNE52,VQ35,走行装置,２０１９年９月,時速５０ｋｍ以上になると左前輪付近から異音が発生し、速度の上昇とともに音も上昇する。
57,2019年09月25日,新潟,ＨＰ,ポルシェ,マカン,2014年12月,"97,700 Km",ABA-95BCNC,CNC,動力伝達,２０１９年８月,トランスファー不良により変速ショックが発生する。
58,2019年09月25日,東京,ＨＰ,ＢＭＷ,Ｋ１３００Ｒ,2013年12月,"35,000 Km",EBL-K13AA,134EA,電気装置,２０１９年９月２０日,バッテリー劣化のためエンジンが始動しなかったため、他のバッテリーでジャンピングしたところ、メインハーネスが加熱して焼損、ショートし、車両火災になりかけた。
59,2019年09月25日,東京,ＨＰ,ホンダ,ＮＭ４－０２,2016年11月,"13,000 Km",2BL-RC82,RC70E,動力伝達,２０１９年９月,ＤＣＴ変速機装着車において、アイドル回転が下がらず、ギヤが入らなくなり、走行不能となった。
60,2019年09月25日,東京,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,サイ,2010年09月,"50,000 Km",DAA-AZK10,2AZ,燃料装置,２０１９年９月,燃料ポンプの不良により、走行中に突然エンジンが停止し、走行不能になった。
61,2019年09月25日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,アウディ,Ｑ７,2008年09月,"82,100 Km",ABA-4LBHKA,BHK,電気装置,２０１９年９月９日,運転席シートヒーターの配線と思われる場所が焼損、発煙した。
62,2019年09月25日,栃木,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,Ｅ２５０ＣＧＩ,2012年11月,"60,000 Km",DBA-212047C,271,エンジン,２０１９年９月,油圧カムシャフトアジャスタのリコールについて、対象範囲でありながら、固有の車台番号で対象範囲外とされた車両で、カムシャフトアジャスタの不良が発生し、エンジン警告灯が点灯した。
63,2019年09月25日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,アウディ,ＴＴ,2007年12月,"98,000 Km",ABA-8JBWA,BWA,動力伝達,不明,ＤＳＧの不具合により、大きな変速ショックが出るようになった。
64,2019年09月25日,山口,ＨＰ,ニッサン,ルークス,2013年03月,"39,000 Km",DBA-ML21S,K6A,エンジン,２０１９年９月１６日,ステアリングロックの不具合でエンジンがかからなくなった。
65,2019年09月25日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,ヤマハ,アクシスＺ１２５,2019年06月,不明,2BJ-SED7J,不明,エンジン,購入直後から,朝一番の発進時に、高いギア段で無理矢理発進したかのようなガガガガッという異音が発生する。
66,2019年09月25日,宮崎,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ソリオバンディット,2018年12月,不明,DAA-MA36S,K12C-WA05A,エンジン,不明,クルーズコントロールの警告灯が点灯する。販売店で何度も修理を受けているが、再発する。
67,2019年09月24日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ステップワゴン,2012年06月,"28,000 Km",DBA-RK5,R20A,走行装置,２０１９年,右前輪のハブベアリングの不良により、走行中に異音が出るようになった。
68,2019年09月24日,埼玉,ＨＰ,ＢＭＷ,Ｒ１２００ＳＴ,2006年05月,"33,000 Km",R1200ST,122EF,動力伝達,２０１９年９月１日,ファイナルギアケースよりデフオイルが多量に漏れ、タイヤにかかっていた。
69,2019年09月24日,群馬,ＨＰ,三菱,デリカＤ５,2011年02月,"117,000 Km",DBA-CV5W,4B12,動力伝達,２０１９年９月２２日,システム警告が出てアクセルペダルを踏んでもスピードがあがらない。またエンジンを切っても警告が消えず、警告したままの状態になった。
70,2019年09月24日,愛知,ＨＰ,ニッサン,デイズルークス,2015年03月,"53,209 Km",DBA-B21A,3B20,保安灯火,２０１９年９月２１日,駐車場から走り始めて右側ドアミラーが途中位置で展開が止まっていることに気付き、開閉操作を繰り返してみるが全く反応なし。途中位置から手で動かしてみると多少前後に動くものの、格納位置や展開位置までは硬くて動かない。
71,2019年09月24日,静岡,電話,三菱,ふそうスーパーグレート,2014年09月,"500,000 Km",QKG-FS54VZ,6R10,エンジン,２０１９年７月３１日,信号で発進時、４速の前にクラッチを抜いたところでエンジン回転の上昇が止まらなくなり、鍵でエンジンを切った。その後は再始動できなかった。
72,2019年09月24日,大阪,ＨＰ,ダイハツ,タントスローパー,2015年02月,"27,636 Km",DBA-LA600S,KF,乗車装置,２０１９年９月２０日,運転席のドアが内側から開かなくなった。
73,2019年09月24日,島根,ＨＰ,レクサス,ＧＳ２５０,2012年07月,"69,446 Km",DBA-GRL11,4GR,制動装置,２０１８年２月～３月発見　同年７月の１２,１２か月点検時、凍結防止剤の影響によるリアブレーキディスクの著しい錆が指摘された。
74,2019年09月23日,北海道,ＨＰ,スバル,インプレッサＧ４,2017年10月,不明,DBA-GK3,FB16,動力伝達,購入後から,２０ｋｍ／ｈ～４０ｋｍ／ｈの低速走行時、加速のもたつき、低速走行時のアクセルオン、オフ時にギクシャクする。
75,2019年09月23日,新潟,ＨＰ,ルノー,ルーテシア,2014年06月,"47,000 Km",ABA-RH5F,H5F,動力伝達,２０１９年７月３１日および２０１９年８月,走行中にアクセルペダルを踏んでもギアがシフトアップせず、動力が伝達せずに停止した。路肩になんとか停止できた。修理（リセット）後、再発した。
76,2019年09月23日,埼玉,ＨＰ,フォルクスワーゲン,ゴルフ　ハイライン,2013年09月,"44,000 Km",DBA-AUCPT,CPT,動力伝達,２０１９年９月２２日,ＤＳＧ（自動変速機）のリコール対応後、初めての高速走行中にトランスミッション異常警告とともに衝撃が発生し、変速不能・走行不可になった。
77,2019年09月22日,北海道,ＨＰ,ニッサン,セレナ,2012年09月,"48,500 Km",DAA-HFC26,MR20-SM23,エンジン,２０１８年９月頃から,アイドリングストップが、Ｄレンジでブレーキペダルを踏み続け、かつ、ほかの解除条件には当てはまらないのに、毎回、数秒から１０秒程度で解除される。
78,2019年09月22日,岩手,ＨＰ,ニッサン,エクストレイル,2013年12月,"59,000 Km",DBA-NT32,MR20,動力伝達,２０１９年９月,ＣＶＴの不良により、高速道路を８０～９０ｋｍ／ｈで走行中にエンジン回転数のみ上昇し、車速が乗らないことが頻発し、のちにチェックランプが点灯した。
79,2019年09月22日,三重,ＨＰ,フォルクスワーゲン,ゴルフバリアント,2010年01月,"93,700 Km",ABA-1KCAV,CAV,電気装置,２０１９年９月１１日,走行中にＡＢＳ・ＥＳＰ警告灯が点灯した。
80,2019年09月22日,京都,ＨＰ,マツダ,アクセラ,2016年07月,"37,300 Km",LDA-BMLFS,S5,車枠・車体,２０１９年８月６日,高速道路を走行中、燃料計が通常よりも低下し始め、ＳＡに停車しようとしたところエンジンルームから発火し、全焼した。
81,2019年09月22日,広島,ＨＰ,アウディ,Ａ１,2012年08月,"55,000 Km",DBA-8XCAX,CAX,動力伝達,２０１８年４月,ＤＳＧ（自動変速機）の不良により、警告表示が出てメカトロニクスから酷くオイル漏れし、走行不能になった。
82,2019年09月22日,佐賀,ＨＰ,ホンダ,ＶＥＺＥＬハイブリッド,2015年06月,"63,000 Km",DAA-RU3,LEB-H1,エンジン,２０１９年１月、３月、８月,運転中、交差点にて警告が出て、エンジンが停止した。
83,2019年09月22日,大分,ＨＰ,ハーレーダビッドソン,ロードグライドスペシャル,2016年10月,"5,000 Km",EBL-FLC,C,動力伝達,オイル交換時,ギヤオイルが、プライマリーケースに流れ込む。
84,2019年09月21日,北海道,ＨＰ,ホンダ,Ｎ－ＢＯＸ,2018年06月,"8,875 Km",DBA-JF4,S07B,エンジン,２０１９年９月１６日,登り坂を走行中、突然失速してエンジンの警告灯が点灯した。
85,2019年09月21日,東京,ＨＰ,ニッサン,ルークス,2012年07月,"38,200 Km",DBA-ML21S,K6A,エンジン,２０１９年９月２０日,エンジンがかからない。
86,2019年09月21日,神奈川,ＨＰ,メルセデス・ベンツ,Ｖ３５Ｏ,2012年08月,"58,000 Km",ABA-63935C,272,燃料装置,２年ほど前から燃料臭,ガソリンポンプの不具合でそこからガソリンが漏れていた。
87,2019年09月21日,埼玉,ＨＰ,ニッサン,ティアナ,2007年09月,"80,400 Km",CBA-J31,VQ23,乗車装置,２０１９年７月５日,エアバックの警告ランプ点灯した。
88,2019年09月21日,福岡,ＨＰ,ダイハツ,ムーヴ,2017年03月,"13,197 Km",DBA-LA150S,KF,動力伝達,２０１９年８月３０日　１３：００位,ショッピングセンターの駐車場で発進時ＰからＤにシフトチェンジし、Ｄ表示を確認して発進しようとしたらバックした。
89,2019年09月20日,富山,ＨＰ,フォルクスワーゲン,ゴルフＴＳＩコンフォートライン,2009年09月,"139,496 Km",ABA-1KCAX,CAX,制動装置,２０１９年９月,ＡＢＳ及びＥＳＰチェックランプが点灯し、ブレーキ警告灯が点灯した。
90,2019年09月20日,石川,ＨＰ,フォルクスワーゲン,ゴルフ　トレンドライン,2011年06月,"76,000 Km",DBA-1KCBZ,CBZ,動力伝達,２０１９年８月２１日１３時５０分ごろ,交差点の一番前で赤信号のため停車し、青になり発進しようとしたところ、前進も後退もできなくなっていた。エンジンをかけなおしても変わらず、ギヤの段数表示は消えており「Ｄ」だけが表示あり。しばらくするとＤ表示が消え、点検を要するスパナマークが点灯してＤとスパナマーク点灯の繰り返しになった。
91,2019年09月20日,東京,ＨＰ,メルセデス・ベンツ,Ｖ３５０,2013年03月,"63,000 Km",ABA-639350C,272,乗車装置,２０１８年１０月,運転席シートベルトバックル不良により、ＳＲＳとシートベルトの警告表示点灯と消灯を繰り返す。
92,2019年09月20日,東京,ＨＰ,ボルボ,ＸＣ７０,2010年09月,"104,100 Km",CBA-BB6304TXC,B6304T,車枠・車体,２０１９年８月１２日,高速道路を走行中にエンジン警告灯が点灯するとともに振動が発生し、近くのパーキングエリアに停止後すぐに出火した。
93,2019年09月20日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,ミニクーパーＳクラブマン,2017年08月,"9,000 Km",DBA-LN20,B48A20A,エンジン,２０１９年９月１９日,交差点の右折発進時、ブレーキペダルから足を離したところで、エンジンが停まった。
94,2019年09月20日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,いすゞ,フォワード,2010年10月,"470,000 Km",PKG-FRR90S2,4HK1,燃料装置,不明,インジェクターが３年ほどで壊れてしまう。
95,2019年09月20日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,いすゞ,フォワード,2010年10月,"470,000 Km",PKG-FRR90S2,4HK1,車枠・車体,不明,後輪のタイヤハウスの前後、荷台を支える横根太が５本脱落した。
96,2019年09月20日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,アウディ,Ａ４オールロード,2011年10月,"66,000 Km",ABA-8KCDNA,CDN,動力伝達,不明,Ｓトロニック（自動変速機）の不良により、トランスミッションのマークが表示されるとともに、１速しか使えない状態になった。
97,2019年09月20日,栃木,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,ゴルフトゥーラン,2011年06月,"50,000 Km",DBA-1TCAV,CAV,動力伝達,２０１９年９月１８日,朝一番で、車を使おうとしたところ、何の前触れも無く突然ギアが入らなくなり、動けなくなった。
98,2019年09月20日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,プリウス,2009年11月,"67,000 Km",DAA-ZVW30,2ZR-3JM,動力伝達,２０１９年４月,走行中に前の床下からカタカタ異音がする。ハンドルと車輪の接点が鳴っているようで、小さい段差で特に感じられる。
99,2019年09月20日,福井,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ＮＶ３５０キャラバン,2017年06月,"26,000 Km",LDF-VW6E26,YD25,エンジン,購入当初から,冷却水の減りが早い。１年で１Ｌくらい減る。
100,2019年09月20日,福井,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ＮＶ３５０キャラバン,2017年06月,"26,000 Km",LDF-VW6E26,YD25,動力伝達,不明,デフオイルがフタや付け根からにじみ出ている。
101,2019年09月20日,京都,ﾌﾘｰﾀﾞｲｱﾙ,スバル,ＷＲＸ　ＳＴＩ　Ｓ２０８,2018年04月,不明,CBA-VAB,EJ20,車枠・車体,２０１９年８月２３日発見,限定車専用のカーボンファイバールーフの装着不良により、Ａピラー近辺で雨漏りが発生した。
102,2019年09月20日,兵庫,ＨＰ,フォルクスワーゲン,パサートバリアント,2006年07月,"110,000 Km",GH-3CAXX,BWA,動力伝達,２０１９年９月１日,走行中に走行不能となり、車体下より白煙が発生した。エンジンはかかっているが前進、バックはできない。
103,2019年09月20日,島根,ＨＰ,ニッサン,デイズ,2015年07月,"50,000 Km",DBA-B21W,3B20,車枠・車体,２０１９年５月,側面及び天井等の塗装の表面にクモの巣状の模様が数十か所発生した。
104,2019年09月20日,岡山,ＨＰ,トヨタ,ヴォクシーハイブリッド,2017年12月,"25,000 Km",DBA-ZWR80W,2ZR-5JM,乗車装置,２０１８年３月,スライドドアが開きにくい。
105,2019年09月20日,沖縄,ＨＰ,トヨタ,ヴォクシー,2016年05月,"35,000 Km",DAA-ZWR80W,2ZR-5JM,乗車装置,２０１９年８月,スライドドアを開閉する際にモーターもしくはローラー部と思われる部品からゴロゴロと言う感じの異音が出る。
