番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
11,2019年12月29日,三重,ＨＰ,ニッサンＭＴ,マーチ　ニスモＳ,2014年06月,"102,700 Km",DBA-K13改,HR15,車枠・車体,２０１９年１２月,Ａピラーのフロントガラスのゴムの当たり面に錆が発生した。
12,2019年12月28日,長野,ＨＰ,ＢＭＷ,ミニクラブマン,2009年09月,"183,700 Km",ABA-ML16,N12B16A,燃料装置,２０１９年１２月,プラスチック製燃料タンクの上下の合わせ目から燃料が漏れ、走行中にガソリン臭くなった。
13,2019年12月28日,東京,ＨＰ,三菱,ギャランＶＲ－４,1996年09月,"478,140 Km",E-EC5A,6A13,動力伝達,２０１９年１２月２５日,クラッチペダルが根元から折れた。
14,2019年12月28日,神奈川,ＨＰ,スバル,レヴォーグ,2016年01月,"27,500 Km",DBA-VM4,FB16,車枠・車体,２０１９年１２月２８日,強風の中、時速７０ｋｍで走行中、ボン！という音と共にボンネットが開いた。ストライカーに引っかかったため、全開にならずに済んだ。
15,2019年12月28日,愛知,ＨＰ,スバル,レガシィツーリングワゴン,1994年10月,"66,900 Km",E-BG3,EJ18,エンジン,２０１９年１２月１５日,クランクプーリーが脱落し、パワーステアリングベルトが外れたため、車庫から５メートルぐらい移動した際に突然パワーステアリングが効かなくなった。
16,2019年12月28日,山口,ＨＰ,スズキ,スイフトスポーツ,2018年11月,"30,000 Km",CBA-ZC33S,K14C,車枠・車体,２０１９年１２月,シャーベット状の雪道を走行中に、助手席アンダーフロアカバーに雪が入り、重さに耐えきれず、車体に取り付けてあるプラスチッック製のピンが外れ脱落した。
17,2019年12月28日,沖縄,ＨＰ,ホンダ,フリード,2010年01月,"61,900 Km",DBA-GB3,L15A,かじ取り,２０１９年梅雨時期,雨降りの日に急にハンドルが重たくなる。
18,2019年12月27日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,スバル,インプレッサ,2016年03月,770 Km,DBA-GT2,FB16,走行装置,不明,ホイールナットが走行中にゆるみ、ホイールが脱輪寸前になった。
19,2019年12月27日,愛知,ＨＰ,ニッサン,フェアレディＺ,2009年05月,"123,000 Km",CBA-Z34,VQ37,エンジン,２０１９年１２月,ステアリングロック機構の故障により、エンジンがかからなくなった。
20,2019年12月27日,愛知,ＨＰ,トヨタ,ノア,2015年03月,"92,280 Km",DAA-ZWR80G,2ZR-5JM,動力伝達,２０１９年７月,ジョイスティックタイプのシフトをＢにしたあと戻りが悪い。
21,2019年12月27日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,モコ,2012年05月,"61,000 Km",DBA-MG33S,K6A,車枠・車体,不明,車室内に雨漏りし、運転席の足元周りがビシャビシャになるほど水が溜まっていた。整備工場で調査を進めてもらったところ、助手席側あたりも雨漏りしており、漏れ箇所は１か所ではない様子だった。
22,2019年12月27日,滋賀,24時間電話,スズキ,エブリイ,2019年12月,不明,EBD-DA17V,R06A,動力伝達,２０１９年１２月２７日,自動変速機の変速が２速以上に上がらなくなり、３０００ｒｐｍで４０ｋｍ／ｈしか出なくなった。
23,2019年12月27日,広島,ＨＰ,スバル,フォレスター,2010年11月,"82,000 Km",CBA-SH9,EJ25,制動装置,２０１９年１１月,プッシュスタート時、ブレーキペダルがカチカチに固くなっていて、エンジンが始動出来ない時がある。
24,2019年12月26日,福島,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナｅ－ＰＯＷＥＲ,2019年09月,不明,DAA-HFC27,HR12-EM57,エンジン,２０１９年１０月１７日,自宅の駐車場にバックで停めるため、向かいの家の方向へ車の頭を向け、ブレーキペダルを踏み込んだところ、エンジンがブオンと噴け上がるとともに、車が急発進をしたため、向かいの家の壁に衝突してしまった。車両前方が損傷し、修理額は１００万円規模になる破損であるにも関わらず、自動ブレーキはかからず、エアバッグも作動しなかった。
25,2019年12月26日,東京,ＨＰ,スバル,フォレスター,2013年04月,"78,000 Km",DBA-SJG,FA20,緩衝装置,２０１９年１１月,高速道路で左前輪がガタガタガタと振動し、ステアリングハンドルも振動するようになった。
26,2019年12月26日,埼玉,ＨＰ,フォルクスワーゲン,ゴルフ,2013年07月,"66,000 Km",DBA-AUCPT,CPT,動力伝達,２０１９年１２月２３日,国道を走行中にギアが外れたような音がしてから、アクセルペダルを踏んでも動かなくなった。メーターパネルにトランスミッションエラーが表示された。
27,2019年12月26日,群馬,ＨＰ,ニッサン,セレナ,2014年01月,"64,101 Km",DAA-HFC26,MR20-SM23,保安灯火,２０１８年１２月,ハイマウントストップランプが自然に真っ二つに割れていた。
28,2019年12月26日,群馬,ＨＰ,ニッサン,セレナ,2014年01月,"64,101 Km",DAA-HFC26,MR20-SM23,電気装置,２０１９年９月,オルタネーターの不良により、アイドリング時、発進時、低速走行時にエンジンルームから異音が出るようになった。
29,2019年12月26日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＣＸ－５,2013年07月,"73,000 Km",LDA-KE2FW,SH,エンジン,２０１９年１２月,エンジンオイルをガソリンスタンドで定期的に交換していた車であるにも関わらず、オイルポンプに詰まりが発生し、オイル供給不足になったことから、エンジンが損傷した。
30,2019年12月26日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,５２３ｉ,不明,不明,DBA-XG20,不明,保安灯火,不明,ヘッドライトのレンズ内側に水滴がつき、基盤が錆びて、不点灯になる。
31,2019年12月26日,福井,ＨＰ,ホンダ,ＦＲＥＥＤ,2019年11月,"1,400 Km",6BA-GB5,L15B,保安灯火,購入当初から,オートライト装着車で、車の周囲の照度が８０００ｌｘ以上の日中において、５分以上たってもライトが消えない。
32,2019年12月26日,兵庫,電話,三菱,ふそうスーパーグレート,2015年10月,"138,900 Km",QKG-FV60VX,6R10,かじ取り,新車で購入した際から,ハンドルが真っ直ぐな状態で左に寄っていく。
33,2019年12月26日,広島,ＨＰ,マツダ,デミオ,2014年12月,"24,000 Km",DBA-DJ3FS,P3,車枠・車体,２０１９年１１月,走行中にアンダーカバーのオイル交換用サービスホールのカバーが外れて滑落した。
34,2019年12月25日,宮城,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,スペーシアギア,2019年01月,不明,DAA-MK53S,R06A-WA05A,エンジン,購入直後から,エンジンスタートボタンを押してから数秒間セルが回り続けて始動するほど、始動性が悪いことが有る。ディーラーでエンジンの交換をしたが、その後も再発し、さらにエンジンのバルブ交換も行ったが、解消しない。
35,2019年12月25日,神奈川,ＨＰ,フォルクスワーゲン,アルテオン,2019年01月,不明,ABA-3HDJHF,DJH,保安灯火,２０１９年８月,運転席、助手席のサイドウインドウにダッシュボードの加飾が映り込み、サイドミラーの視界が遮られる。
36,2019年12月25日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ルーミー,2019年12月,不明,DBA-M900A,1KR,乗車装置,不明,カタログ上で、ＩＳＯＦＩＸチャイルドシート対応と記載されているが、実際の車は、シート側の固定バーにチャイルドシートの固定器具が入れられず、取り付けができない。
37,2019年12月25日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,いすゞ,ガーラ,2015年04月,"260,461 Km",QTG-RU1ASCJ,A09C,その他,購入２年目ごろから,エアコンプレッサーのオイル上がりにより、エアモジュレーターからエア漏れが発生し、長時間停車していると、エアがゼロになってしまう。
38,2019年12月25日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,いすゞ,ガーラ,2013年04月,"413,633 Km",QRG-RU1ASCJ,A09C,動力伝達,２０１９年１２月,コンプレッサーのオイル上がりにより、エアモジュレータが故障してエア漏れを起こすと共にエア圧力が上がらず、クラッチが踏めなくなってしまった。
39,2019年12月25日,大阪,ＨＰ,スズキ,エブリイ,2018年02月,不明,HBD-DA17V,R06A,動力伝達,納車後すぐ,手動変速機搭載車で、ギアをチェンジする際や、１速に入れる時にかなり入りにくく、中途半端に入りクラッチ板が空滑りする。
40,2019年12月25日,京都,ＨＰ,いすゞ,バンテック　ベガ,2004年03月,"84,000 Km",KR-NPS72LAV改,4HJ1,燃料装置,２０１９年９月,燃料タンク下部の溶接の継ぎ目らしきところから燃料が漏れるようになった。
41,2019年12月25日,京都,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ルークス,2009年12月,"45,000 Km",DBA-ML21S,K6A,その他,数年前から,エバポレーターからのガス漏れにより、エアコンが効かなくなった。
42,2019年12月25日,福岡,ＨＰ,ニッサンＭＴ,マーチ,2011年07月,"60,000 Km",DBA-K13,HR12,動力伝達,２０１９年１２月,ＣＶＴから異音が出るようになった。
43,2019年12月24日,東京,電話,ニッサン,セレナ,2019年08月,"4,000 Km",DAA-HC27,HR12-EM57,制動装置,不明,何もない道路を走行中、勝手にエマージェンシブレーキが作動する。
44,2019年12月24日,東京,ﾌﾘｰﾀﾞｲｱﾙ,日野,プロフィア,2017年02月,"155,100 Km",QPG-SH1EDDJ,E13C,排ｶﾞｽ･騒音,不明,ＤＰＲ（粒子状物質除去装置）が頻繁に詰まる。
45,2019年12月24日,神奈川,ＨＰ,ニッサン,フェアレディＺ,2008年12月,"100,797 Km",CBA-Z34,VQ37,かじ取り,２０１９年１２月２３日,ステアリングロックの不良により、走行後、店舗駐車場に３０分程駐車した後、エンジンを再始動しようとしたが、始動出来なくなった。メーターパネルには警告表示は無く警告音も無かった。
46,2019年12月24日,千葉,ＨＰ,スズキ,ソリオ,2012年09月,"93,000 Km",DBA-MA15S,K12B,かじ取り,２０１９年１２月,ステアリングロックユニットの不具合により、鍵を開けエンジンをかけようとブレーキペダルを踏みプッシュスタートボタンを押したがセルが回らずエンジンがかからなくなった。メーター内スマートキー警告灯が点灯していた。
47,2019年12月24日,栃木,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,スペーシア,不明,不明,DAA-MK42S,不明,エンジン,不明,警告灯が多数点灯した後、交差点で停止した。
48,2019年12月24日,岐阜,ﾌﾘｰﾀﾞｲｱﾙ,アウディ,Ａ４,2009年12月,"25,000 Km",ABA-8KCDH,CDH,動力伝達,２０１８年２月１４日,自宅駐車場で、エンジンを始動し、ギアはＰのままで、ブレーキペダルを踏んだままであるにもかかわらず、車が前に進み、前方の家の塀に衝突した。
49,2019年12月24日,愛媛,ＨＰ,スバル,エクシーガ,2008年09月,"100,000 Km",CBA-YA5,EJ20,動力伝達,２０１９年１２月２３日から,ＡＴのＤモードでの加速時に、２→３速に変速するタイミングで（約３０ｋｍ／ｈ）、空ぶかしの状態になり、加速せず、エンジン回転数だけが上がった後、ドン！という音と強い衝撃を伴って３速に繋がる。警告表示は点灯しない。
50,2019年12月24日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,プリウス,2009年12月,"200,000 Km",DAA-ZVW30,2ZR-3JM,制動装置,不明,ブレーキブースター、ブースターポンプの故障により、突然ブレーキ関係の警告灯が一斉に点灯し、ブレーキの倍力作用が全くない板踏み状態になった。
51,2019年12月24日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,スバル,インプレッサ,2013年10月,"100,000 Km",DBA-GP7,FB20,エンジン,不明,エンジンのオイルコントロールバルブのソレノイド部からオイル漏れが発生し、ハーネスを伝ってコンピューターまで故障した。
52,2019年12月24日,不明,電話,スバル,インプレッサ,2016年12月,"20,000 Km",DBA-GT7,FB20,動力伝達,不明,新車購入時からフロントデフ部分より異音および振動がする。
53,2019年12月23日,東京,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,Ｂ１８０,2014年05月,"13,100 Km",DBA-246242,270,動力伝達,２０１９年１２月１９日,高速道路を走行中に突然変速しなくなった。
54,2019年12月23日,神奈川,ＨＰ,スマート,フォーフォー,2015年03月,"31,965 Km",DBA-453042,281,エンジン,２０１９年１１月７日　１２月１８日,一般道を走行中、突然駆動力が弱くなり、スピードが減速し停止。同時にメーターパネルに故障とパーキングブレーキの誤認識表示（パーキングブレキーオンなのにＯＦＦと警告）及び駐車のためシフトレバーをＰに入れたところ、その後フットブレーキを踏んでもシフトレバーはＰの位置から動かず、しかもメーター表示ではシフトレバー表示がＥになった。
55,2019年12月23日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ヴォクシー,不明,不明,DBA-ZRR85W,3ZR,保安灯火,不明,降雪時に走行中、前照灯に雪が張り付いて覆ってしまう状態になり、前方を照らすことができなくなったため、街灯のない場所を走行した際に視界が真っ暗になった。
56,2019年12月23日,愛知,24時間電話,マツダ,アクセラ,2018年09月,"2,477 Km",LDA-BMLFP,S5,エンジン,２０１９年１２月２１日,アイドリングストップを表示するランプが走行及び停車中に点灯せず、信号待ちの停車際に本来アイドリングストップ機能が作動すべきところが、作動していなかった。
57,2019年12月23日,三重,ＨＰ,マツダ,ＣＸ－５,2012年10月,"52,000 Km",LDA-KE2FW,SH,電気装置,不明,走行中にオルタネータのプーリーが外れたため、バッテリー充電の警告灯が点いた。
58,2019年12月23日,大阪,ＨＰ,トヨタ,カローラツーリング,2019年09月,不明,6AA-ZWE211W,2ZR-1NM,その他,２０１９年１０月,車のディスプレイオーディオとスマホをＳｍａｒｔｄｅｖｉｃｅｌｉｎｋで接続した状態で、スマホのＴＣスマホナビ（ナビソフト）が起動しない場合が多い。
59,2019年12月23日,大阪,ＨＰ,ジープ,ラングラー　ルビコン,2019年06月,"5,300 Km",ABA-JL36L,G,制動装置,２０１９年１２月２１日,立体駐車場を走行中、前方に危険がないところで警告音および警告表示があり、急ブレーキがかかった。
60,2019年12月23日,滋賀,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,プリウス,2012年08月,"30,000 Km",DAA-ZVW30,2ZR-3JM,電動機(モーター),不明,インバーター本体に亀裂が出来ているのを発見した。
61,2019年12月23日,広島,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＣＸ－５,不明,"130,000 Km",LDA-KE2AW,SH,エンジン,不明,何の警告灯も出ないまま、エンジンがオーバーヒートし、エンジンが損傷した。
62,2019年12月22日,東京,24時間電話,ニッサン,ＧＴ－Ｒ,2008年03月,"5,400 Km",CBA-R35,VR38,動力伝達,不明,変速機が故障した。
63,2019年12月22日,神奈川,ＨＰ,シトロエン,Ｃ６,2007年03月,"120,000 Km",ABA-X6XFV,XFV,車枠・車体,２０１９年１２月,ナンバープレートの台座がリベットでトランクに止まっている構造であるが、このリベットが外れたため、トランクを閉めた際にナンバープレートが落ちた。
64,2019年12月22日,静岡,ＨＰ,ニッサン,ＮＶ３５０キャラバン,2018年11月,不明,CBF-CS4E26改,QR25,その他,２０１９年１２月,２席ある車椅子席の前側のすぐ右横のリアヒーター温風吹き出し口から吹き出す温風が、車椅子席ご利用者の足に直接あたり、低温やけどに近い状態になってしまった。吹き出し口には「注意！長時間直接温風にあたると低温ヤケドをするおそれがあります。直接温風が当たらない位置に足を置いて下さい。」というシールが貼られているが、車いす利用者の足の位置は変えられない。
65,2019年12月22日,三重,ＨＰ,ホンダ,ＳＨＵＴＴＬＥハイブリッド,2015年05月,"34,000 Km",DAA-GP7,LEB-H1,乗車装置,２０１９年１２月,エンジン始動時にスマートキー点検の警告灯が毎回点灯する。走行時にも点灯したままで非常に不安になる。
66,2019年12月21日,北海道,ＨＰ,ニッサン,セレナ,2003年10月,"51,000 Km",UA-TNC24,QR20,動力伝達,２０１９年１月,２０００回転以上でロックアップ走行時に加速しなくなり、その後ギクシャクし、更にアイドリング不安定になる。
67,2019年12月21日,北海道,ＨＰ,フォルクスワーゲン,ゴルフ,2012年09月,"100,100 Km",DBA-1KCBZ,CBZ,動力伝達,２０１７年頃より頻繁に,信号待ち等で停車後、発進時、エンストしたり、ギアがニュートラルに入った様な状態になり、アクセルペダルを踏んでも発進できなくなる。
68,2019年12月21日,埼玉,ＨＰ,三菱,ふそうスーパーグレート,2015年05月,"424,207 Km",QPG-FS64VZ,6R10,エンジン,２０１９年１１月から,ラジエーター本体が収縮により破損した。
69,2019年12月21日,埼玉,ＨＰ,トヨタ,ハイエースワゴン　ＧＬ,2014年02月,"67,000 Km",CBA-TRH214W,2TR,車枠・車体,２０１８年１２月,雨天時に右後部座席開閉小窓枠のレールより雨水のオーバーフローによる雨漏れあり後日確認すると床面まで濡れていた。また別の日の雨天時、左後部座席小窓からも雨漏りを確認した。
70,2019年12月21日,愛知,ＨＰ,スバル,フォレスター,2013年04月,"110,000 Km",DBA-SJ5,FB20,エンジン,２０１９年１２月２日,アイドリングストップして、始動する時にエンジンが止まる事が数回ある。
71,2019年12月21日,静岡,ＨＰ,トライアンフ,ストリートスクランブラー,2019年09月,不明,2BL-DGJ900,G,エンジン,２０１９年１２月２１日　１３：３０頃,走行中に突然、エンジンが止まりメーターのデジタル表示部も表示されなくなった。歩道に一時停車をしエンジンを始動してみたが出来なかった。ヘッドライトから出ているメインハーネスの一部の被覆がむけて配線が剥き出しになっており、ハンドルを右にきると配線が当たる箇所があった。
72,2019年12月20日,茨城,電話,ニッサン,ノート,2018年07月,不明,DBA-E12,HR12,その他,不明,インテリジェントエマジェンシー踏み間違いアシスト警告灯が点灯した。しばらくした後、警告灯が消えてしまい、ディーラーでコンピューターの診断を受けても、点灯した履歴が残っていなかった。
73,2019年12月20日,静岡,ＨＰ,ニッサン,スカイライン,2014年06月,"97,800 Km",DBA-ZV37,274930,車枠・車体,２０１９年２月頃,寒い季節になると、エンジン始動後（エアコンオフ状態）しばらくすると室内がガソリン臭くなる。走行すると消えていく。特に朝は臭う。
74,2019年12月20日,三重,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ダイナ,2013年04月,"90,000 Km",QDF-KDY231,1KD,燃料装置,数年前,インジェクターの不良により、高速走行中にエンジン警告灯が点灯して、４０ｋｍ／ｈしか出なくなった。
75,2019年12月20日,三重,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ダイナ,2013年04月,"145,000 Km",QDF-KDY231,1KD,動力伝達,不明,クラッチマスターシリンダー内部のパッキン不良により、クラッチペダルを踏み込んだあと、ペダルが奥に入ったまま戻らなくなるとともに、クラッチは切れずにギアはつながったままの状態になり、ブレーキで強制的にエンジンを止めないと、車が止まらない状態になった。
76,2019年12月20日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,フィアット,５００,2010年09月,"60,000 Km",ABA-31212,169A4,動力伝達,２０１９年１２月１８日,デュアロジック（自動変速機）の不良により、突然に赤い警告が出ると共にギアが「Ｎ」に入り、走行不能になった。ディーラーに搬送された際にはオイルも漏れていた。
77,2019年12月20日,山口,ＨＰ,スズキ,キャリイ,2004年01月,"72,000 Km",LE-DA63T,K6A,その他,２０１９年１０月中,燃料計、走行距離積算計の液晶パネルが表示せず、且つ速度メーターの指針が作動しない。
78,2019年12月20日,高知,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＣＸ－５,2012年09月,"94,000 Km",LDA-KE2FW,SH,排ｶﾞｽ･騒音,不明,ススの堆積により、不完全燃焼のようなにおいがする。
79,2019年12月20日,福岡,ＨＰ,ボルボ,Ｖ４０,2014年06月,"48,200 Km",DBA-MB4164T,B4164T,動力伝達,２０１９年１１月,ミッション性能低下の表示が出て、アクセルペダルを踏んでいるのに加速しない。
80,2019年12月20日,鹿児島,ＨＰ,スバル,レガシィツーリングワゴン,2011年01月,"65,579 Km",DBA-BR9,EJ25,制動装置,２０１９年１１月,ＡＢＳ警告灯の点灯、消灯を繰り返す。点灯中は、ハンドルが軽い、重いを一定期間で繰り返す。
81,2019年12月19日,岩手,電話,マツダ,タイタン,1992年06月,"100,000 Km",U-WGLAT,SL,電気装置,不明,エアーヒーターコントロールユニットからカチカチ音が鳴り、配線が焼ける臭いがした。
82,2019年12月19日,長野,文書,ニッサン,セレナ,2018年02月,"2,949 Km",DAA-GFNC27,MR20-SM24,車枠・車体,不明,バックドアの緩衝材クッションゴム（部品）が左右ともに外れて落下した。何度部品交換をしても再び落下する。
83,2019年12月19日,長野,文書,ニッサン,セレナ,2018年02月,"2,949 Km",DAA-GFNC27,MR20-SM24,保安灯火,不明,ウインドウォッシャー液の噴射が運転席側は全くでない。助手席側は噴射が短い。
84,2019年12月19日,長野,文書,ニッサン,セレナ,2018年02月,"2,949 Km",DAA-GFNC27,MR20-SM24,制動装置,不明,雨天走行中、ブレーキペダルを踏み込むと、何か固い板を踏んでいるかのような感覚で、スムーズにブレーキが効かない。何度踏み込んでも同じ状況である。しばらくそのまま運転を続けると、自然に正常なブレーキに戻ってくる。これの繰り返しである。
85,2019年12月19日,長野,文書,ニッサン,セレナ,2018年02月,"2,949 Km",DAA-GFNC27,MR20-SM24,エンジン,不明,エンジンをエコモードに切り替えて走行した場合、信号などの一次停止から再発進の時、スムーズに発進しないことがある。
86,2019年12月19日,長野,文書,ニッサン,セレナ,2018年02月,"2,949 Km",DAA-GFNC27,MR20-SM24,乗車装置,不明,ハンズフリーオートスライドドア（左右両側）の作動がスムーズに動かない。
87,2019年12月19日,東京,ＨＰ,ニッサン,フェアレディＺ,2012年08月,"101,400 Km",CBA-Z34,VQ37,かじ取り,２０１９年１２月,ステアリングロックの不具合で、エンジンがかからなくなった。
88,2019年12月19日,神奈川,ＨＰ,ヤマハ,ＸＶＳ９５０ＣＵ　ＢＯＬＴ　Ｃ,2019年09月,"1,000 Km",EBL-VN04J,N605E,かじ取り,２０１９年１２月,５０ｋｍ／ｈ程度でハンドルが徐々に振れだし、激しいシミー現象となり命の危険を感じる。
89,2019年12月19日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ピクシスバン,2012年07月,"72,000 Km",EBD-S321M,KF,エンジン,不明,エンジンオイルの消費が激しく、２０００ｋｍ～３０００ｋｍの走行でオイルが大幅に減る。
90,2019年12月19日,愛知,ＨＰ,トヨタ,ｉＱ,2009年01月,"42,800 Km",DBA-KGJ10,1KR,車枠・車体,気づいたのは１年前,エアコンドレンホースからの排水が逆流し、助手席の足元が水浸しになった。
91,2019年12月19日,静岡,ＨＰ,ニッサン,フェアレディＺ,2011年09月,"49,300 Km",CBA-Z34,VQ37,エンジン,２０１９年１２月１２日,ステアリングロックの故障により、エンジンがかからなくなった。（ＡＣＣにもならない）
92,2019年12月19日,徳島,ﾌﾘｰﾀﾞｲｱﾙ,三菱,デリカＤ５,不明,"100,000 Km",DBA-CV5W,4B12,エンジン,不明,コンピューターの不良により、２０ｋｍ／ｈ以上の速度が出なくなり、警告灯がすべて点灯した。
93,2019年12月19日,福岡,ＨＰ,ＢＭＷ,Ｋ１６００Ｂ,2017年10月,"6,200 Km",2BL-K16AA,166EA,動力伝達,２０１８年９月,高速走行時、シフトアシストにて５速から６速のギア変更時にギアが抜ける。
94,2019年12月18日,北海道,来訪,ホンダ,ＶＥＺＥＬ,2017年06月,"18,829 Km",DBA-RU1,L15B,車枠・車体,２０１９年１１月３日,何らかの原因で車両火災が発生し、全焼した。発火の原因は車両によるものと思われる。
95,2019年12月18日,北海道,ＨＰ,トヨタ,アルファード,2014年07月,"120,000 Km",DBA-ANH25W,2AZ,かじ取り,２０１９年１２月,ハンドルからコトコト音がする。
96,2019年12月18日,宮城,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナ,2014年03月,"41,500 Km",DAA-HC26,MR20-SM23,動力伝達,不明,ＣＶＴ（無段変速機）の不良により、低速走行時にドドドドッと強烈な振動が出る。
97,2019年12月18日,山形,ﾌﾘｰﾀﾞｲｱﾙ,昭信,スピードスプレーヤＶＴ１０５０,2006年04月,不明,VT1050,不明,動力伝達,２０１９年１２月,消毒作業中、クラッチのピンが折損し、踏み込んでも車両が止まらなくなったため、樹木に衝突をして負傷した。
98,2019年12月18日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ノート,2010年10月,"88,000 Km",DBA-E11,HR15,乗車装置,不明,ハンドル内部部品の劣化により、エアバッグ警告灯が点滅するようになった。
99,2019年12月18日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2013年07月,"366,200 Km",TKG-FEB50,4P10,排ｶﾞｽ･騒音,不明,ＮＯｘセンサーが立て続けに故障した。
100,2019年12月18日,奈良,24時間電話,ホンダ,フィット,2014年09月,"65,900 Km",DBA-GK3,L13B,エンジン,不明,最後にプログラムを書き換えた直後から、エンジンをかけると１～２秒でエンジンが止まる。信号停止時にエンジンが停止し、再始動不能になる。走行中にエンジンが自動停止する。
101,2019年12月18日,岡山,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ハイゼット,2012年05月,"64,000 Km",EBD-S211P,KF,エンジン,８ヶ月前から今日まで継続中,エンジンオイルを定期交換（３０００ｋｍ毎）しても、２か月くらいでオイルがゼロになり、毎度警告灯が点灯する。
102,2019年12月18日,岡山,ﾌﾘｰﾀﾞｲｱﾙ,マセラテイ,レヴァンテ,不明,"37,000 Km",ABA-MLE30D,不明,排ｶﾞｽ･騒音,不明,ブローバイパイプから、オイルが漏れる。
103,2019年12月17日,北海道,ＨＰ,プジョー,５００８ＧＴ,2018年07月,"12,800 Km",LDA-P87AH01,AH01,その他,２０１９年１２月１７日,運転中（エンジン始動中）、センターモニター及びナビの再起動が頻発し、操作を一切受け付けなくなる。
