番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
59,2019年01月25日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,フーガ,2012年06月,"55,600 Km",DAA-HGY51,VQ35-HM34,エンジン,２０１９年１月１０日,リチウムイオンバッテリーコントローラーの内部不良により、信号停止と同時にエンジンが停止し、再始動不能になった。
60,2019年01月25日,群馬,ﾌﾘｰﾀﾞｲｱﾙ,スバル,ステラ,2006年07月,"19,900 Km",DBA-RN1,EN07,動力伝達,不明,トランスミッションの不良により、伝達不良が発生し、前後進共に動かなくなった。
61,2019年01月25日,栃木,電話,レクサス,ＬＳ６００,不明,不明,DAA-UVF46,不明,その他,不明,走行中に足回りからカチカチ音がする。
62,2019年01月25日,静岡,ＨＰ,ニッサン,セレナ,2009年11月,"80,000 Km",C25,不明,動力伝達,不明,ＣＶＴ（無段変速機）の不良により、駆動力が滑り、５０ｋｍ／ｈくらいの減速時に唸り音がする。高速走行中はスピードが出ない。
63,2019年01月25日,福井,ＨＰ,スズキ,ジムニーシエラ,2014年05月,"9,500 Km",ABA-JB43W,M13A,エンジン,２０１８年、夏頃から,Ｄレンジでの発進時、エンジン息つき及び、エンストが発生した。２０１９年明けには、Ｐレンジでの空ぶかしでもエンストを頻発した。
64,2019年01月25日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ＦＲＥＥＤハイブリッド,2017年08月,不明,DAA-GB7,LEB-H1,制動装置,不明,後進時に、軽くブレーキペダルを踏むと、後輪からクゥックゥッと異音が出る。
65,2019年01月25日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ミライース,2018年07月,不明,DBA-LA350S,KF,エンジン,２０１９年１月６日,駐車場にバックで停めようとしたところ、スマートアシストが作動しないまま、後方のフェンスに衝突した。その後、衝突の衝撃からか、車は前進方向へ暴走し、向かいの住宅のポストに右ミラーを衝突、さらに道路を直進し、その先の倉庫に衝突して停止した。この前方への暴走時もスマートアシストは作動せず、衝突で車両右前方を大きく破損したが、エアバッグは開かなかった。
66,2019年01月25日,京都,ＨＰ,マツダ,ＣＸ－５,2012年09月,"97,600 Km",LDA-KE2FW,SH,エンジン,２０１８年４月および２０１９年１月,高速道路走行中、エンジン警告灯の点灯およびエンジン油圧異常が表示され、エンジン出力が低下した。
67,2019年01月25日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2018年07月,不明,2PG-FED90,4P10,走行装置,３週間前,左前輪のセンターキャップから油がにじんでいる。
68,2019年01月25日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2018年07月,不明,2PG-FED90,4P10,燃料装置,１週間くらい前から,満タン時に燃料タンクから燃料が漏れる。
69,2019年01月25日,島根,ＨＰ,三菱,ふそうスーパーグレート,2015年07月,"450,000 Km",QPG-FU64VZ,6R10,エンジン,２０１８年１月２４日２０：００,駐車中にラジエーターからの液漏れを発見した。
70,2019年01月25日,島根,ＨＰ,三菱,ふそうスーパーグレート,2014年10月,"450,000 Km",QKG-FU54VZ,6R10,エンジン,２０１８年１月７日１６：００,駐車中にラジエーターからの液漏れを発見した。
71,2019年01月25日,岡山,ﾌﾘｰﾀﾞｲｱﾙ,ランドローバー,レンジローバー,2017年08月,不明,ABA-LG3SB,306PS,動力伝達,２０１７年８月,変速機の不良により、走行中にゴンと言う異音と共にローギアのままでロック状態になった。
72,2019年01月25日,大分,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,ジェッタ,2008年11月,"74,200 Km",ABA-1KAXX,BWA,乗車装置,２０１８年３月の車検時,車検時の点検で、助手席シートベルトと後席中央のシートベルトがロックしない事が発見された。
73,2019年01月24日,神奈川,ＨＰ,フォルクスワーゲン,ゴルフＧＴＩ,2014年02月,"41,100 Km",ABA-AUCHH,CHH,エンジン,２０１８年１１月,サーモハウジングより冷却水が漏れた。
74,2019年01月24日,埼玉,24時間電話,ＢＭＷ,３２０ｉ　Ｍ　ＳＰＯＲＴ,2012年10月,"24,898 Km",DBA-3B20,N20B20B,保安灯火,２０１５年１０月２６日、２０１６年２月６,クラクションが鳴らなくなった。
75,2019年01月24日,愛知,ＨＰ,トヨタ,カムリ,2018年01月,"8,000 Km",DAA-AXVH70,A25A-3NM,車枠・車体,２０１８年５月,ルーフパネルに複数のゴルフボール大の凹みが出来た。一度修理したが約半年で再発した。
76,2019年01月24日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,タクト,2017年07月,不明,JBH-AF79,AF79E,排ｶﾞｽ･騒音,不明,マフラーを固定しているボルトが緩み、マフラーが脱落した。
77,2019年01月24日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ジョルノ,2017年06月,不明,JBH-AF77,AF74E,排ｶﾞｽ･騒音,不明,マフラーを固定しているボルトが緩み、マフラーが脱落した。
78,2019年01月24日,岡山,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,タントカスタム,2017年04月,不明,DBA-LA600S,KF,保安灯火,去年秋ごろから,前照灯レンズカバーの内側が白濁した。
79,2019年01月24日,徳島,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸ　カスタム,2018年03月,"3,000 Km",DBA-JF3,S07B,制動装置,不明,ブレーキをかけると、キーキーと異音が出る。
80,2019年01月24日,沖縄,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＡＺ－ワゴン,2008年02月,"90,000 Km",CBA-MJ22S,K6A,動力伝達,不明,自動変速機の内部不良により、シフトをＤレンジに入れても動力が滑って動かなくなった。
81,2019年01月23日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ヴィッツ,不明,不明,DBA-NSP135,1NR,保安灯火,不明,ドアミラーの排水性が悪いため、冬季にドアミラーを閉じて駐車後、可動部の水分が凍結し、次の運転開始時にドアミラーが開かなくなる。
82,2019年01月23日,宮城,ﾌﾘｰﾀﾞｲｱﾙ,日野,レンジャー,2018年11月,"6,000 Km",2KG-FD2ABG,A05C,その他,不明,エアドライヤーからオイルが噴き出す。
83,2019年01月23日,岩手,ＨＰ,スバル,エクシーガ,2008年08月,"120,400 Km",CBA-YA5,EJ20,動力伝達,２０１９年１月３日,緩い上り坂を走行中、ニュートラルのような状態になり、停止した。ＡＴＦ警告灯が点滅しているのを確認した。
84,2019年01月23日,東京,ＨＰ,日野,デュトロ,2017年04月,"72,836 Km",TKG-XZC605M,N04C,制動装置,２０１８年１１月２６日,会社敷地内を低速で移動中にブレーキペダルが奥まで入る感覚があった。その後異音が発生し、左後輪のブレーキパッドが脱落した。
85,2019年01月23日,東京,ＨＰ,日野,デュトロ,2017年06月,"58,159 Km",TPG-XZC655M,N04C,制動装置,２０１８年６月２５日,一般道路を走行中、ブレーキをかけるとキーキーと異音が発生した。
86,2019年01月23日,東京,ＨＰ,日野,デュトロ,2017年05月,"44,924 Km",TKG-XZC655M,N04C,制動装置,２０１８年６月２５日,一般道路を走行中、ブレーキからガガガという音がしてその後ブレーキが効かなくなった。工場に入庫したところリアブレーキパッドの残厚が０ｍｍになっていた。
87,2019年01月23日,埼玉,ＨＰ,ホンダ,Ｎ－ＢＯＸ,2011年05月,"58,000 Km",DBA-JF2,S07A,車枠・車体,高速走行時,１００ｋｍ／ｈ位からフロントガラス付近で風切り音が発生する。
88,2019年01月23日,埼玉,ＨＰ,ホンダ,Ｎ－ＢＯＸ,2011年05月,"58,000 Km",DBA-JF2,S07A,車枠・車体,２０１７年１２月,プロペラシャフトの共振により、エンジン回転が１２００～１５００ｒｐｍで４０ｋｍ／ｈと、２０００ｒｐｍ付近で８０～１００ｋｍ／ｈ付近の時にこもり音が発生する。
89,2019年01月23日,静岡,ＨＰ,ルノー,キャプチャー,2014年08月,"34,600 Km",ABA-2RH5F,H5F,エンジン,２０１９年１月２日,エンジンの排気バルブ（２ヶ）が破損し、走行不可能となった。
90,2019年01月23日,奈良,ＨＰ,フォルクスワーゲン,ゴルフＧＴＩ,2014年07月,"25,800 Km",ABA-AUCHH,CHH,エンジン,２０１６年及び２０１８年１１月,４年間で２度、冷却水の異常を知らせる警告灯が点灯した。
91,2019年01月23日,愛媛,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,アップ,2012年10月,"32,600 Km",DBA-AACHY,CHY,エンジン,不明,走行中にエンストする。ディーラーで診断を受けているが、原因不明と言われている。
92,2019年01月22日,長野,ＨＰ,いすゞ,エルフ,2015年10月,"46,500 Km",TPG-NKS85AN,4JJ1,燃料装置,２０１９年１月２１日,インジェクションパイプにクラックが入り、燃料が漏れた。
93,2019年01月22日,千葉,ＨＰ,ホンダ,ＣＲ－Ｚ,2010年03月,"130,000 Km",DAA-ZF1,LEA-MF6,乗車装置,２０１６年１月頃から,ドアを開けようとアウターハンドルを引いても開かない症状が多くなり、最終的にアウターハンドル内部が折れ、外からでは開けられなくなった。
94,2019年01月22日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,アルトワークス,2018年01月,不明,DBA-HA36S,R06A,車枠・車体,不明,ダッシュボードが薄く作られているため、気温が高いと変形し、ピラーとの隙間が大きくなったり、エンジン振動等が伝わりやすいためにガタガタと異音が出る。
95,2019年01月22日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ノート,2015年11月,"16,868 Km",DBA-E12,HR12,エンジン,２０１８年１１月９日,ＥＧＲコントロールバルブに煤が溜まったため、走行中にエンストした。
96,2019年01月21日,東京,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,カムリハイブリッド,2017年10月,不明,DAA-AXVH70,A25A-3NM,車枠・車体,２０１９年１月１８日,立体駐車場でエンジンを始動し、バックをしようとしたところ、知らぬ間にトランクリッドが開いていたため、駐車場のシャッターにトランクリッドが衝突した。
97,2019年01月21日,神奈川,ＨＰ,アウディ,Ａ８,2017年08月,"12,000 Km",ABA-4HCTGF,CTG,動力伝達,２０１８年６月頃,アイドルストップ機能から復帰時、衝撃音とともに車が前方に飛び出す。
98,2019年01月21日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,レクサス,ＬＳ４６０,2007年08月,"56,000 Km",DBA-USF40,1UR,かじ取り,２０１９年１月１６日,車庫入れ時にハンドルを操作したところ、ギヤ比可変ステアリングシステム（ＶＧＲＳ）の警報が点灯した。
99,2019年01月21日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ＦＲＥＥＤ,2017年12月,不明,DBA-GB5,L15B,制動装置,不明,車両前方に特に異常がないのにも関わらず、ホンダセンシングの警報が出て、突然減速をした。
100,2019年01月21日,群馬,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ＧＳＸ－Ｓ１０００,2015年11月,"9,300 Km",EBL-GT79A,T719,エンジン,不明,キーシリンダーの形状、位置関係が悪いため、前輪が巻き上げた砂塵がキーシリンダーにかかり、シリンダーが回らなくなる。
101,2019年01月21日,山梨,24時間電話,ハーレーダビッドソン,ＦＬＦＢファットボーイ,2017年12月,"8,300 Km",2BL-STJ,J,制動装置,不明,リヤブレーキが上下左右にがたつきがある。
102,2019年01月21日,三重,ＨＰ,ニッサン,ＮＶ３５０キャラバン,不明,不明,LDF-VW2E26,不明,エンジン,最近,クーラント液が異常に減り、サブタンクが空になる。
103,2019年01月21日,大阪,ＨＰ,三菱,ふそうキャンター,2011年09月,"112,000 Km",SKG-FEA50,4P10,排ｶﾞｽ･騒音,頻繁に発生,約１００ｋｍ前後を走行後、必ずアドブルー警告、エンジンチェック、アドブルー品質異常が点灯する。その都度ディーラーにて点検し、不良個所は無いと診断されるが、使用を再開すると、再び約１００ｋｍ前後で警告が点灯する。
104,2019年01月21日,奈良,ＨＰ,ニッサン,ルークス,2013年02月,"46,000 Km",DBA-ML21S,K6A,かじ取り,２０１８年１２月,ステアリングロックの不良により、エンジンが始動しなくなった。
105,2019年01月20日,神奈川,ＨＰ,トヨタ,アルファード,2006年05月,"70,000 Km",TA-MNH15W,1MZ,乗車装置,購入当初から現在まで,パワースライドドアが開かない。
