番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
11,2019年08月30日,長野,ＨＰ,フィアット,パンダ,2016年06月,"44,000 Km",ABA-13909,312A2,エンジン,２０１９年８月２０日,フライホイールの軸ずれにより、走行中にトランスミッションエラーの警告が出てギアがＮになって走行不能になった。
12,2019年08月30日,東京,ﾌﾘｰﾀﾞｲｱﾙ,日野,プロフィア,2013年03月,"300,000 Km",QKG-SH1EDAG,E13C,排ｶﾞｽ･騒音,不明,ＤＰＲ（粒子状物質除去装置）が頻繁に詰まる。
13,2019年08月30日,茨城,電話,三菱,ふそうキャンター,2016年12月,不明,TPG-FEB90,4P10,動力伝達,２０１９年５月２２日,全くギヤが入らなくなって、走行不能になった。
14,2019年08月30日,茨城,電話,三菱,ふそうキャンター,2013年09月,不明,TKG-FEA50,4P10,排ｶﾞｽ･騒音,２０１９年８月２７日,警告灯が点灯した。ＤＰＦに黒煙が溜まっていたため、フィルター清掃をしてもらったが、その後も警告灯が点灯する。
15,2019年08月30日,茨城,電話,三菱,ふそうキャンター,2012年09月,不明,TKG-FEB90,4P10,エンジン,２０１９年８月２９日,エンジン警告灯が点灯、尿素残量計の警告灯が点滅し、エンジンの始動性が悪くなった。
16,2019年08月30日,岐阜,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,アクア,不明,不明,DAA-NHP10,1NZ-1LM,燃料装置,不明,フューエルタンクと給油口に接続されている蛇腹ホースに亀裂が入っていたため、給油時にガソリンが漏れた。
17,2019年08月30日,岐阜,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうローザ,2013年03月,"242,000 Km",TPG-BE640G,4P10,動力伝達,２０１９年８月２８日,自動変速機搭載車で、変速時間が長いというエラーが検知されたため、２速で固定されて警告灯が点灯した。
18,2019年08月30日,広島,ＨＰ,ニッサン,デイズ,2013年07月,"24,027 Km",DBA-B21W,3B20,保安灯火,２０１９年８月２５日,ドアミラーがモーター音のみで開閉しなくなった。
19,2019年08月30日,不明,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ＶＥＺＥＬハイブリッド,不明,不明,DAA-RU3,LEB-H1,その他,不明,エンジンを始動後、一定の時間及び距離の間、外気温センサーの数値が正常な数値にならないため、エアコンの不要作動等を引き起こし、燃費も悪くなる。
20,2019年08月29日,山形,ＨＰ,スバル,レガシィツーリングワゴン,2009年06月,"51,000 Km",DBA-BR9,EJ25,動力伝達,２０１９年８月２２日,信号で停止後、発進して加速してＡＴミッションが変速するあたりで、一瞬ガクッと減速する。その後警告灯が点灯したため、レッカーでディーラーへ移送した。
21,2019年08月29日,山形,ＨＰ,スズキ,ワゴンＲ,2008年06月,"61,800 Km",DBA-MH22S,K6A,緩衝装置,２０１９年８月上旬頃から,常時、走行している時に前輪足周りあたりから、（特にゆっくり走行した時）カタッカタッと異音がするようになった。
22,2019年08月29日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,プリウスα,2011年09月,"50,000 Km",DAA-ZVW40W,2ZR-5JM,電動機(モーター),２０１９年８月１９日１２：３０,インバーターとリレーの不良により、走行中に突然エンジンが停止し、走行不能になった。
23,2019年08月29日,群馬,ＨＰ,マツダ,ＣＸー５,2013年06月,"64,000 Km",LDA-KE2FW,SH,保安灯火,２０１９年８月,ドアミラーのモーターが回りっぱなしになった。
24,2019年08月29日,栃木,ＨＰ,トヨタ,アルファードハイブリッド,2003年12月,"200,000 Km",ZA-ATH10W,2AZ-1EM-1FM,その他,２０１９年４月７日,２０１９年４月７日に発生したＧＰＳのロールオーバーにより、トヨタのＭＯＰカーナビが正常に動かなくなった。
25,2019年08月29日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,カワサキ,Ｎｉｎｊａ　Ｈ２,2018年09月,"2,000 Km",ZXT00X,ZXT00NE,動力伝達,不明,クラッチが切れなくなり、変速できなくなる。販売店ではグリスアップなどの対応をされるが、改善しない。
26,2019年08月29日,岐阜,ＨＰ,スバル,インプレッサスポーツ,2017年09月,"10,743 Km",DBA-GT6,FB20,制動装置,２０１９年８月１６日,一般道路を走行中にメーターパネルに運転支援装置アイサイトの警告が表示され、走行中にアクセルペダルを踏むも加速せず低速走行する。（１時間に５回発生した。）
27,2019年08月29日,三重,ＨＰ,スズキ,ワゴンＲスティングレー,2012年06月,"100,000 Km",DBA-MH23S,K6A,動力伝達,２０１９年２月,ＣＶＴ（無段変速機）の不良により、Ｄレンジに入れた時すぐに繋がらない症状がひどくなり、最終的に３０ｋｍ／ｈあたりから滑った様な感じで加速しなくなった。
28,2019年08月29日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,ＵＤトラックス,クオン,2017年11月,"136,200 Km",2PG-CG5CA,GH11,制動装置,不明,ＡＢＳのセンサーが溶損し、ＡＢＳやリターダーが作動しなくなった。
29,2019年08月29日,兵庫,ＨＰ,ボルボ,ＸＣ６０,2012年08月,"12,500 Km",CBA-DB4204TXC,B4204T,保安灯火,２０１９年８月,ハイマウントストップランプの一部が不点灯になり、一部の照度が低下した。
30,2019年08月29日,山口,ＨＰ,ホンダ,Ｎ－ＢＯＸ,2018年10月,"10,000 Km",DBA-JF3,S07B,エンジン,購入直後,３０ｋｍ／ｈ～４０ｋｍ／ｈで走行中にアクセルオフでエンジンブレーキを使用すると回転数が１０００回転前後上下動を繰り返す。エンジンブレーキの効きが一定ではないので速度調整がしづらい。
31,2019年08月29日,長崎,電話,ホンダ,ライフ,2003年12月,不明,UA-JB5,P07A,制動装置,２０１８年１２月４日,ブレーキが効かないことが２回あり、２回目に衝突事故を起こした。また、衝突時にエアバッグが開かず、怪我をした。
32,2019年08月29日,熊本,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,Ｅ２２０ＢｌｕｅＴＥＣ,2016年03月,不明,LDA-212001C,651,動力伝達,２０１９年８月４日　１４時前くらい,ガソリンスタンドで、エンジンをかけた状態で降車し、給油機の操作をしていたところ、車が勝手に動きだし、前方にあった洗車機の土台に衝突した。
33,2019年08月28日,東京,ＨＰ,フォルクスワーゲン,ゴルフ　ヴァリアント,2012年11月,"70,000 Km",DBA-1KCAV,CAV,制動装置,２０１９年７月頃,発進、停止時に左後輪ブレーキが解除されず＂ガガッ＂と大きな音が鳴る。その間ブレーキを引きずっている。
34,2019年08月28日,埼玉,ＨＰ,ニッサン,ルークス,2013年03月,"37,300 Km",DBA-ML21S,K6A,かじ取り,２０１９年８月２５日,ステアリングロックユニットの不良により、エンジン始動時に警告灯が点灯し、エンジンが始動しなくなった。
35,2019年08月28日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,セルシオ,1998年06月,"40,000 Km",E-UCF21,1UZ,その他,不明,エンジン始動後、スピードメーターが動かなくなくなる。運転をしてみると、途中で動き出すことが多く、メーター近辺を叩いたら復旧することもある。
36,2019年08月28日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,シルフィ,2013年05月,"29,300 Km",DBA-TB17,MRA8,燃料装置,不明,燃料タンク上部（燃料ポンプ）付近で燃料が漏れた。
37,2019年08月28日,岐阜,ＨＰ,マツダ,ＣＸ－５　ＸＤ,2013年06月,"165,000 Km",LDA-KE2AW,SH,エンジン,２０１９年７月位,エンジンのリコール作業を済ませた車で、エンジンのバイブレーションが出て減速が発生し、しばらくするとエンジンのチェックランプと、油圧異常が点灯してパワー無くなってしまったため、停車させた。
38,2019年08月28日,大阪,ＨＰ,ホンダ,Ｎ－ＢＯＸ,不明,不明,不明,不明,車枠・車体,２０１９年８月１０日ＡＭ８：４５頃,ＨＯＮＤＡの車の後ろのドアの持つところが反射し、後ろを走っていた自分たち目が見えなくなった。
39,2019年08月28日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナ,2009年10月,"52,400 Km",DBA-C25,MR20,動力伝達,２０１８年,バックをしている際に突然シフトレバーが勝手にＤレンジになり、車が意図せず前進したため、前方の建物のシャッターに衝突してしまった。
40,2019年08月28日,広島,ＨＰ,マツダ,マツダスピード　アクセラ,2011年06月,"66,700 Km",DBA-BL3FW,L3,燃料装置,初回は２０１４年７月　２０１９年８月２４,燃料タンク内のバッフルプレートの固定が外れ、ガソリンの揺動に合わせタンク内で暴れ、大きな異音を発する。当不具合は２回目の発生。
41,2019年08月28日,熊本,ＨＰ,フォルクスワーゲン,ゴルフ,2014年09月,"12,000 Km",DBA-AUCJZ,CJZ,保安灯火,購入後３年くらい,ヘッドライトのカバー内側に無数の細かい、ひび割れ状の傷が発生している。
42,2019年08月27日,宮城,ＨＰ,フォルクスワーゲン,ゴルフＴＳＩ,2009年01月,"97,000 Km",ABA-1KCAV,CAV,動力伝達,２０１９年８月３日午後４時,７速ＤＳＧ（自動変速機）搭載車で、メカトロニクスの不良により、「Ｄ」レンジで走行中にアクセルペダルを踏んでも加速できなくなった。警告音は鳴らず、メーターパネルのギア表示灯が点滅した。
43,2019年08月27日,東京,ﾌﾘｰﾀﾞｲｱﾙ,レクサス,ＩＳ３００　ターボ,2018年10月,"10,000 Km",DBA-ASE30,8AR,燃料装置,２０１９年８月２６日,燃料ポンプの不良により、走行中に突然パワーダウンし、そのまま路上で止まってしまった。
44,2019年08月27日,神奈川,ＨＰ,ＢＭＷ,ＡｃｔｉｖｅＨｙｂｒｉｄ３,2015年11月,"33,000 Km",DAA-3F30,N55B30A-M230,電気装置,２０１９年７月１４日、８月１５日、８月１,左前タイヤの回転センサーの不良により、高速道路を走行中、衝突安全性異常、歩行者警告異常など、７か所の警告表示とアラームが鳴った。
45,2019年08月27日,神奈川,ＨＰ,フォルクスワーゲン,パサートヴァリアント,2011年12月,"12,000 Km",DBA-3CCAX,CAX,動力伝達,２０１９年５月,スピードセンサーの故障で修理工場にアラーム消去の依頼をお願いしていたところ、工場内で変速機（ＤＳＧ）が故障し、前進後退が出来なくなった。
46,2019年08月27日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2013年02月,不明,TKG-FEB80,4P10,排ｶﾞｽ･騒音,不明,排気系のセンサーの不良により、エンジン警告灯が点灯するとともにエンジン出力が低下し、高速道路上でも３０ｋｍ／ｈしか出なくなる。
47,2019年08月27日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸ,2019年04月,不明,DBA-JF3,S07B,エンジン,不明,エアコンを使っていると、坂道などでのエンジンブレーキ時に減速感が発生せず、むしろ加速感が出る。
48,2019年08月27日,栃木,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナ,2013年02月,"60,000 Km",DAA-HFC26,MR20-SM23,電気装置,不明,警告灯点灯、オルタネーターの不具合
49,2019年08月27日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,ヤマハ,ビーノ,不明,不明,SA37J,不明,保安灯火,不明,テールレンズが色あせし、透明に近くなっている。
50,2019年08月27日,静岡,ＨＰ,スバル,レガシィツーリングワゴン,不明,不明,CBA-BP5,不明,動力伝達,対策部品交換後１年程経過後,５ＡＴの２速→３速に変速時にエンジン回転数だけ上がり、その後ドンと強い衝撃と共に３速に繋がる。
51,2019年08月27日,岐阜,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ウェイク,2014年11月,"15,400 Km",DBA-LA700S,KF,排ｶﾞｽ･騒音,不明,排気管が激しく振れて、著しい異音と振動を出す。
52,2019年08月27日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,エスティマ,2006年09月,"70,400 Km",DBA-ACR50W,2AZ,保安灯火,不明,ヘッドライト内部に水が浸入し、ロービームが点かなくなった。
53,2019年08月27日,広島,ﾌﾘｰﾀﾞｲｱﾙ,ジープ,ラングラー　アンリミテッド,2018年12月,不明,ABA-JK36LR,G,かじ取り,不明,走行中に足回りのパーツ（ロッド）の溶接が外れ、走行不能になった。
54,2019年08月27日,山口,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,ゴルフ,2012年03月,"65,000 Km",DBA-6RCBZ,CBZ,動力伝達,２０１９年８月２１日,ＤＳＧ（自動変速機）の不良により、走行中にメーターパネル上にスパナマークが表示され、シフト表示と交互に点滅するようになった。
55,2019年08月27日,高知,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ミラトコット,不明,不明,DBA-LA550S,KF,動力伝達,購入直後から,アクセルペダルから足を離して減速するとＣＶＴからキューンという音が出る。
56,2019年08月26日,秋田,ＨＰ,スバル,フォレスター,2013年03月,"96,600 Km",DBA-SJ5,FB20,制動装置,２０１９年８月,ブレーキブースターの負圧漏れにより、エンジン始動時、ブレーキペダルが固くなり、踏み込めなくなった。
57,2019年08月26日,新潟,24時間電話,ニッサン,セレナ,不明,"130,000 Km",不明,不明,動力伝達,２０１９年８月２５日,運転手側のドライブシャフトが走行中に脱落し、操舵不能になった。
58,2019年08月26日,東京,ＨＰ,スバル,レガシィ,2007年12月,"70,000 Km",CBA-BP5,EJ20,動力伝達,２０１９年８月２０日,ＡＴのソレノイドバルブ不良により、ミッションが１速から変速しなくなった。
59,2019年08月26日,群馬,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,エスティマ,2007年03月,"114,000 Km",DBA-ACR55W,2AZ,エンジン,先週金曜,オイル交換時、エンジンオイルが著しく減っているのが判った。
60,2019年08月26日,栃木,ＨＰ,ニッサン,ノート,2014年11月,"18,000 Km",DBA-E12,HR12,緩衝装置,２０１９年８月,フロントサスペンションスプリング交換のリコール作業を行った車で、サスペンションから異音が出るようになった。車両を確認してみると、フロントサスペンション上部固定ラバープレートに異常な隙間が有るのを確認した。
61,2019年08月26日,愛知,ＨＰ,ニッサン,アトラス,2011年11月,"52,000 Km",CBF-SQ2F24,QR20,排ｶﾞｽ･騒音,２０１９年８月,株式会社エートゥゼット社製キャンピング車で、マフラーの延長方法の不良により、元のマフラーと延長パイプの隙間に水等が入り込み、元のマフラーエンド部分が錆びて朽ち果ててしまい延長パイプが落ちた。
62,2019年08月26日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,ゴルフ,2008年12月,"140,000 Km",ABA-1KCAX,CAX,動力伝達,２０１８年１月５日発生,メカトロニクスの不良により、オイルが漏れた。
63,2019年08月26日,大阪,ＨＰ,ニッサン,ウイングロード,2006年02月,"86,000 Km",DBA-Y12,HR15,その他,２０１９年８月,エアコンのスイッチを入れたところ、ブロアが作動しない。
64,2019年08月26日,京都,来訪,いすゞ,エルガ,2017年02月,"160,945 Km",QDG-LV290N1,4HK1,制動装置,不明,リレーバルブの損傷により、バス停から発進する際、前輪にブレーキが掛かったような状態で発進ができず、運行を中断した。
65,2019年08月26日,岡山,ＨＰ,フォルクスワーゲン,ゴルフトゥーラン,2011年08月,"60,000 Km",DBA-1TCAV,CAV,動力伝達,２０１８年１０月１日,ＤＳＧ（自動変速機）のメカトロニクスの破損により油漏れし、走行不能になった。
66,2019年08月26日,長崎,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナ,2005年09月,"61,000 Km",CBA-C25,MR20,緩衝装置,不明,駐車場にバックで車庫入れをしていたところ、左前輪のボールジョイントが外れて車軸も外れた。
67,2019年08月26日,沖縄,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナ,2013年09月,"50,000 Km",DAA-HFC26,MR20-SM23,電気装置,２０１９年８月,オルタネーターから発煙し、焦げ臭いにおいが発生した。
68,2019年08月25日,東京,ＨＰ,ＢＭＷ,Ｘ３　ｍ４０ｄ,2018年12月,"1,800 Km",LDA-TX30,B57D30B,動力伝達,２０１９年８月２４日,納車後、１８００ｋｍほどで「ドライブトレーン警告」「エンジン警告」が頻発している。
69,2019年08月25日,東京,ＨＰ,マツダ,アクセラスポーツ,2014年10月,"91,100 Km",DBA-BMEFS,PE,制動装置,２０１６年７月,ＳＢＣ（ＳＢＳ／ＳＣＢＳスマートブレーキサポート／スマートシティブレーキサポート）＆ＤＲＳＳ（車間認知支援システム）警告灯が点灯した。
70,2019年08月25日,千葉,ＨＰ,トヨタ,アルファード,2012年05月,"37,000 Km",DAA-ATH20W,2AZ-2JM-2FM,車枠・車体,不明,パールホワイト塗装の車で、ボンネット、ルーフの塗装が剥がれた。
71,2019年08月25日,千葉,ＨＰ,トヨタ,アルファード,2012年05月,"37,000 Km",DAA-ATH20W,2AZ-2JM-2FM,車枠・車体,不明,パールホワイト塗装の車で、ボンネット、ルーフの塗装が剥がれた。
72,2019年08月25日,栃木,ＨＰ,フォルクスワーゲン,パサートヴァリアント,2012年07月,"46,700 Km",DBA-3CCAX,CAX,動力伝達,２０１９年６月,駐車後、バックしようとしたところゆっくりしか動かなくなり、その後、前進しようとしてもゆっくりしか進まなくなったり、動かなくなる事象が発生。
73,2019年08月25日,愛知,ＨＰ,キャデラック,ＳＲＸ,2015年09月,"35,600 Km",ABA-T166C,2H,動力伝達,２０１９年の８月初旬ごろ,トランスミッションオイルに冷却水が混ざったため、トランスミッションが故障し、一般道を走行中に、高温トランスミッション注意という警告が表示された。
74,2019年08月24日,宮城,24時間電話,トヨタ,ヴォクシー,2006年01月,"105,000 Km",DBA-AZR60,1AZ,その他,２０１９年８月,エアコンが効かなくなった。
75,2019年08月24日,宮城,24時間電話,トヨタ,ヴォクシー,2006年01月,"10,500 Km",DBA-AZR60G,1AZ,乗車装置,不明,電動ドアのモーターが壊れて動かなくなった。
76,2019年08月24日,福島,ＨＰ,マツダ,デミオ,2015年04月,"54,000 Km",LDA-DJ5FS,S5,排ｶﾞｽ･騒音,２０１９年５月,一般道を走行中にエンジン警告灯とＤＰＦ警告灯が点灯するとともに、アクセルペダルを目一杯踏んでも加速しなくなった。
77,2019年08月24日,福島,ＨＰ,トヨタ,ランドクルーザープラド,2008年09月,"90,000 Km",CBA-TRJ120W,2TR,車枠・車体,２０１９年７月,カラーコード０７０の車両で、ルーフ、ボンネット部の塗装に割れ、剥がれが発生した。
78,2019年08月24日,石川,ＨＰ,ボルボ,Ｓ６０　Ｔ４　　ＳＥ,2014年07月,"107,000 Km",DBA-FB4164T,B4164T,動力伝達,２０１９年８月１３日１６：００,モニターに「トランスミッション　性能が低下しています」の表示がでて、トランスミッションが空回りするようになった。
79,2019年08月24日,神奈川,ＨＰ,ニッサン,サファリ,2006年01月,"118,000 Km",TA-WFGY61,TB48,その他,２０１９年５月,燃料計の残量表示が実際よりも多く表示される。
80,2019年08月24日,神奈川,ＨＰ,マツダ,ロードスター,2015年07月,"20,000 Km",DBA-ND5RC,P5,車枠・車体,２年ほど前から,幌を開けて走行する際、幌骨と幌骨に挟まれた幌生地が摩擦によりほつれ、穴が開く。
81,2019年08月24日,愛知,ＨＰ,マツダ,アクセラスポーツ,2017年09月,"30,000 Km",LDA-BMLFS,S5,排ｶﾞｽ･騒音,２０１９年８月１日,走行中にＤＰＦ警告灯が点滅し、エンジンが吹き上がらなくなった。
82,2019年08月24日,愛知,ＨＰ,ボルボ,Ｖ４０,2014年09月,"27,800 Km",DBA-MB4164T,B4164T,動力伝達,車検前点検にて発見,トランスミッションからオイルが漏れた。
83,2019年08月24日,大阪,ＨＰ,三菱,ふそうスーパーグレート,2015年08月,"193,400 Km",QKG-FV60VX,6R10,排ｶﾞｽ･騒音,２０１７年６月１２日,ＤＰＦ堆積ランプが点灯した。ＤＰＦの堆積量がいっぱいで、自動再生が入らない。止まって手動再生するしかなかった。
84,2019年08月24日,大阪,ＨＰ,三菱,ふそうスーパーグレート,2015年08月,"193,400 Km",QKG-FV60VX,6R10,動力伝達,２０１６年８月３０日,クラッチが繋がりにくく、切れにくい。
85,2019年08月24日,大阪,ＨＰ,三菱,ふそうスーパーグレート,2015年08月,"193,400 Km",QKG-FV60VX,6R10,電気装置,２０１６年８月３０日,配線のショートにより、エンジンチェックランプが点灯した。
86,2019年08月24日,大阪,ＨＰ,三菱,ふそうスーパーグレート,2015年08月,"259,482 Km",QKG-FV60VX,6R10,エンジン,２０１９年７月８日,エンジンオイルの消費量が多く、５千ｋｍ以内に７Ｌのエンジンオイル追加指示が表示された。
87,2019年08月24日,大阪,ＨＰ,三菱,ふそうスーパーグレート,2015年08月,"193,400 Km",QKG-FV60VX,6R10,エンジン,２０１８年４月２８日,警告音と共に警告灯が点灯。ＭＣＭ制御と燃料フィルター警告灯が表示された。アイドリング回転数が２００～８００回転で上がったり下がったりの繰り返し、一度エンジンを切り、掛け直すとアイドリングは安定したが、ファンはずっと全開で周り、エンジンのふけも悪かった。
88,2019年08月24日,大阪,ＨＰ,三菱,ふそうスーパーグレート,2015年08月,"266,236 Km",QKG-FV60VX,6R10,エンジン,２０１９年８月２４日,ラジエーターの不良により、走行中に車体左側より煙が発生し、クーラントが焼けたような臭いがした。少し後にメーターに警告表示が出た。
89,2019年08月24日,大阪,ＨＰ,三菱,ふそうスーパーグレート,2015年08月,"256,924 Km",QKG-FV60VX,6R10,エンジン,２０１９年６月２１日,エンジンオイルパンが割れていた。
90,2019年08月24日,大阪,ＨＰ,三菱,ふそうスーパーグレート,2015年08月,"256,924 Km",QKG-FV60VX,6R10,エンジン,２０１９年６月２１日,クーラントサブタンクから水漏れした。
91,2019年08月24日,大阪,ＨＰ,ホンダオブザユーケー,シビックタイプＲ,2019年02月,"3,500 Km",DBA-FK8,K20C,エンジン,２０１９年８月,エンジンを始動しようとスターターボタンを押すが、エンジンがかからずエンジン警告灯が点灯した。
92,2019年08月24日,大阪,ＨＰ,三菱,ふそうスーパーグレート,2015年08月,"193,400 Km",QKG-FV60VX,6R10,動力伝達,２０１６年８月３０日,クラッチが繋がりにくく、切れにくい。
93,2019年08月24日,大阪,ＨＰ,三菱,ふそうスーパーグレート,2015年08月,"193,400 Km",QKG-FV60VX,6R10,排ｶﾞｽ･騒音,２０１６年８月３０日,アドブルーの詰まりにより、エンジンチェックランプが点灯した。
94,2019年08月24日,滋賀,ＨＰ,三菱,ｅＫカスタム,2013年05月,"99,500 Km",DBA-B11W,3B20,保安灯火,２０１７年７月,左ドアミラーが自動格納が出来なくなった。
95,2019年08月23日,福島,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,フィット,不明,不明,不明,不明,その他,不明,ホンダ純正のカーナビゲーションにおいて、特定の地域でルートの検索が出来なくなる。
96,2019年08月23日,石川,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ヴォクシー,2011年03月,"75,000 Km",DBA-ZRR70W,3ZR,エンジン,２０１９年８月１３日,コンティニュアスバリアブルバルブリフトコントローラーの不良により、エンジン警告灯が点灯した。
97,2019年08月23日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,ゴルフ,2013年07月,不明,DBA-AUCPT,CPT,動力伝達,不明,一般道を走行中に突然動力が伝わらなくなり、走行不能になった。
98,2019年08月23日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,レクサス,ＧＳ３５０,2006年07月,"190,000 Km",DBA-UZS190,3UZ,制動装置,２０１９年８月,ブレーキアクチュエーターの不良により、ブレーキ警告灯が点灯して警告音が鳴り、ブレーキが全く効かなくなったため、ギアをニュートラルにし、駐車ブレーキを併用して停車した。
99,2019年08月23日,静岡,ＨＰ,フォルクスワーゲン,パサートヴァリアント　ＴＳＩ,2011年09月,"79,000 Km",DBA-3CCAX,CAX,動力伝達,２０１９年６月,発進時にジャダー音が発生し、車体に大きな振動が伝わる。
100,2019年08月23日,京都,電話,三菱,ふそうキャンター,2003年08月,"180,000 Km",KG-FB70AB,4M40,動力伝達,不明,自動変速機搭載車で、Ｒレンジに入れてもバックしなくなった。
101,2019年08月23日,広島,ＨＰ,マツダ,アクセラ,2011年06月,"66,700 Km",DBA-BL3FW,L3,車枠・車体,２０１９年８月２３日,燃費計等のインフォメーションディスプレイ付近のインストルメントパネル上部が盛り上がり、ディスプレイの枠に７ｍｍの隙間が出来た。
102,2019年08月23日,広島,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,パレット,2009年03月,"80,000 Km",DBA-MK21S,K6A,その他,不明,エアコンのエバポレーターからガス漏れし、冷房が効かなくなった。
103,2019年08月23日,岡山,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,モコ,不明,不明,CBA-MG21S,K6A,エンジン,不明,ファンベルトプーリーの不良により、ベルトが鳴く。
104,2019年08月22日,福島,ＨＰ,トヨタ,アルファード,2009年10月,"80,369 Km",DBA-ANH25W,2AZ,動力伝達,２０１９年８月１７日,エレクトロマグネチックＣＴＬカップリングの損傷により、車をバックさせて駐車しようとしたときにタイヤの切り返しがスムーズ行かず、ゴトゴトと音がして車がバックできなかった。
105,2019年08月22日,岩手,24時間電話,アウディ,ＴＴ,2004年09月,"102,300 Km",GH-8NBHEF,BHE,動力伝達,不明,Ｓトロニック（自動変速機）の不良により、発進時に後部から異常な振動が出てエンジンが停まったり、高速走行時に突然ギアが入らなくなる。エンジンが暖まらない時は、アクセルを一定にしても空ぶかしが起きるなど、御動作がおこる。
