番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
32,"2023年12月26日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2015/01","DAA-ZWR80G","ノア","150,400 Km","2ZR-5JM","動力伝達","２０２３年１２月","シフトレバーの不良により、Ｄレンジに入れたいのに、勝手にＮになり、走行できなくなった。"
33,"2023年12月26日","大分県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2018/08","DAA-MH55S","ワゴンＲ","73,600 Km","R06A-WA05A","乗車装置","２０２３年２月","掃除のため後席シートカバーを外して清掃をしたところ、座席フレームが酷く錆びていて、ウレタンに錆びが移っているような状態だった。"
34,"2023年12月26日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","ヤマハ","","2BH-UA08J","ギア　ＢＸ５０","","A331E","乗車装置","","座席の右横部分が焼損し、発煙した。"
35,"2023年12月26日","京都府","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2010/08","EBD-HA9","アクティ","65,500 Km","E07Z","エンジン","","エンジンチェックランプが点灯し、エンジン回転が不安定になっている。"
36,"2023年12月26日","茨城県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2015/06","QPG-FS64VZ","ふそうスーパーグレート","666,500 Km","6R10","制動装置","２０２３年１１月１０日","ブレーキチャンバーの不良により、左前後輪が過熱して破損し、ハブからブレーキドラムごと外れ、発火した。"
37,"2023年12月26日","茨城県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2015/06","QPG-FS64VZ","ふそう","666,500 Km","6R10","動力伝達","２０２３年１２月２２日","一般道でギアが入らなくなり、エア警報も出た。ディーラーにてギアのセレクトバルブからのエア漏れという診断で修理した。"
38,"2023年12月26日","鹿児島県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","","-","ピクシスバン","","","非装置","２０２２年７月２０日","アクセルペダルを踏んでいないのに、エンジンがうなり、車が急発進して事故になった。"
39,"2023年12月26日","東京都","ＨＰ","マツダ","2012/04","DBA-HB25S","キャロル","108,700 Km","K6A","その他","２０２３年５月頃","エアコンコンプレッサーの故障でエアコンが効かない。"
40,"2023年12月26日","大阪府","ＨＰ","フォルクスワーゲン","2018/07","DBA-1TCZD","ゴルフトゥーラン","51,100 Km","CZD","動力伝達","２０２３年１２月４日","トランスミッションエラーの警告灯が点灯した。経年劣化でメカトロニクス取替が必要と言われた。"
41,"2023年12月26日","埼玉県","ＨＰ","シトロエン","2013/01","ABA-X75F02","Ｃ５","146,000 Km","5F02","エンジン","２０１９年８月、２０２１年３月、２０２４","一般道走行中に、エンジン不調の警告灯が点灯し、エンジンが吹けなくなりスピードが出なくなった。ディーラーに見てもらったところ、燃料の高圧ポンプの不具合で燃料の圧力が上がらないと診断された。"
42,"2023年12月25日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2007/03","DBA-L175S","ムーヴ","114,700 Km","KF","乗車装置","２０１９年１０月３０日","赤信号停止時、よそ見の車両に追突される事故に遭い、運転者はムチウチになったほどであったが、この事故時にエアバッグが開かなかった。"
43,"2023年12月25日","岡山県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2013/05","DBA-MH34S","ワゴンＲ","","R06A","保安灯火","２か月前くらいから","リヤガラスと車体の接着が剥がれ、外れかかっているため、走行中にガタガタと異音がする。"
44,"2023年12月25日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","メルセデス・ベンツ","2015/02","DBA-176042","Ａ１８０","8,700 Km","270","かじ取り","２０２３年１２月２３日","一般道の交差点で右折をしようとした際に突然ステアリングが動かせなくなった。メーターを見ると、パワーステアリング故障の表示が出ていた。ハンドル操作が困難な状態ではあったが、なんとか道路わきに止めてレッカー搬送し、ディーラーで確認を受けたところ、コンピューターの故障と診断された。"
45,"2023年12月25日","京都府","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2014/09","DBA-JF2","Ｎ　ＢＯＸ","127,200 Km","S07A","動力伝達","","ＣＶＴの不良により、車を走らせるとガーッと異音が出る。"
46,"2023年12月25日","愛知県","電話","スズキ","2019/01","EBD-DA16T","キャリイ","30,000 Km","R06A","動力伝達","２０２３年春頃から","バックギアに入れブレーキを離すと急にギアがつながったような衝撃があり、アクセルペダルを踏んでいないにもかかわらず後ろに持って行かれるような形で走り出す。リコール国５２９８作業の時にも申告し、その後もディーラーで修理したが全く解消されない。"
47,"2023年12月25日","宮城県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","","-","ＣＸ－３","","","乗車装置","","左後席のシートベルトが巻き戻らなくなった。"
48,"2023年12月25日","徳島県","ＨＰ","スバル","2013/06","DBA-LA100F","ステラ","273,200 Km","KF","エンジン","２０１８年８月","高速道路を走行中にエンジン警告灯が点灯するとともにエンジンが停止し、惰性で路肩に流れ着いた。"
49,"2023年12月25日","愛知県","ＨＰ","ニッサン","2017/01","DAA-GFC27","セレナ","36,000 Km","MR20-SM24","エンジン","２０２３年１２月","故障警告灯が点灯した。ディーラーで診断を受けたが不具合が見当たらず、一度警告灯を消去したが、すぐ再点灯した。"
50,"2023年12月25日","大阪府","ＨＰ","ＢＭＷ","2015/05","LDA-FW20","ＢＭＷ　５２３ｄ","190,000 Km","N47D20C","電気装置","２０２３年１２月１７日","液晶メーターパネルが突然ブラックアウトし、速度計、回転計、燃料計の表示など全ての情報が表示されなくなり、方向指示器の音も鳴らなくなった。ディーラーで液晶メーターパネルの故障と診断され交換になった。"
51,"2023年12月25日","静岡県","ＨＰ","カワサキ","2016/09","EBL-EJ800A","Ｗ８００","16,800 Km","EJ800AE","エンジン","２０１９年８月","ＦＩアラームが数回出てアイドリングが上がったり下がったりした。サブスロットルにグリスアップしたところＦＩアラームは出なくなったが２５００ｒｐｍから２８００ｒｐｍ（５速６０ｋｍ／ｈ前後）で走行中に２０００ｒｐｍくらいに回転が下がり失速し、その後急激に３０００ｒｐｍ付近まで加速する症状が出たため、同乗者が振り落とされそうになった。現在も症状は改善していない。"
52,"2023年12月25日","愛知県","ＨＰ","ニッサン","2018/09","DAA-HFC27","セレナ","60,300 Km","HR12-EM57","制動装置","２０２３年１２月","一度電動パーキングブレーキをかけてしまうと開放出来なくなる。ディーラーで確認したところ、右ブレーキワイヤー固着で交換が必要と診断された。"
53,"2023年12月25日","広島県","ＨＰ","ＢＭＷ","2013/10","DBA-ZG16","ＭＩＮＩ　ＣｏｏｐｅｒＳ　Ｃｌｕｂｍａｎ","110,000 Km","N18B16A","緩衝装置","２０２３年１１月","３メートル幅の道路を２０ｋｍ／ｈくらいで走行中、ゴトンという音とともに車が左へ振って走行出来なくなった。整備工場で左後輪のアームが折れていると診断された。"
54,"2023年12月25日","埼玉県","ＨＰ","トヨタ","2016/06","DBA-AGH30W","ヴェルファイア","91,000 Km","2AR","動力伝達","２０２３年７月","アクセルペダルを踏み込んだ際にモーター音のような唸る音と変速ショックが発生した。ディーラーでＣＶＴの交換が必要と診断された。"
55,"2023年12月25日","愛知県","ＨＰ","マツダ","2018/01","6BA-DKEFW","ＣＸ－３","64,138 Km","PE","エンジン","２０２３年９月","アイドリング時、エンジンルームからコトコト音がする。ディーラーでウォーターポンプ本体からの異音と診断されて交換を行った。"
56,"2023年12月25日","千葉県","ＨＰ","マツダ","2023/12","5BA-KG5P","ＣＸ－８","30 Km","PY","電気装置","納車後３日目","朝、問題なく車を使用して駐車後、電源は切ったはずであるのに夜にバッテリーが上がっていた。"
57,"2023年12月25日","兵庫県","ＨＰ","トヨタ","2015/07","LDA-GDJ151W","ランドクルーザープラド","102,600 Km","1GD","制動装置","２０２３年１月２２日","ブレーキ等の警告表示が出た。"
58,"2023年12月24日","新潟県","ＨＰ","スバル","2017/03","DBA-GT7","インプレッサ","83,000 Km","FB20","制動装置","２０２３年１１月頃～","朝一など、前回の運転終了から駐車をしてしばらく経つと車のエンジンを始動する際にブレーキペダルが固くなり、エンジンがかけられなくなる。"
59,"2023年12月24日","群馬県","ＨＰ","スバル","2020/02","DBA-VM4","レヴォーグ","117,000 Km","FB16","その他","２０２３年８月２７日","一般道路を走行中に警告灯が表示され徐々に警告灯表示が増えていった。ディーラーで車の情報を処理する装置との通信ができていないと診断された。"
60,"2023年12月24日","群馬県","ＨＰ","スバル","2020/02","DBA-VM4","レヴォーグ","117,000 Km","FB16","かじ取り","２０２３年８月２７日、２０２３年１２月１","一般道路を走行中、警告灯が表示されハンドルが切れなくなった。ディーラーでステアリングギアボックスが壊れていて交換が必要と言われた。"
61,"2023年12月24日","福岡県","ＨＰ","ニッサン","2023/09","6AA-E13","ノート","200 Km","HR12-EM47","動力伝達","２０２３年９月２０日","コンビニの駐車場で一旦停止して、アクセルペダルを離して徐行し、前進駐車中に突然モーターの回転数が上がって急加速したため壁に衝突した。"
62,"2023年12月24日","広島県","ＨＰ","スズキ","2013/02","DBA-ZC72S","スイフト","37,600 Km","K12B","エンジン","２０２３年に複数回","アクセルペダルを戻してもエンジンブレーキの効果が現れず速度が減速しない。"
63,"2023年12月24日","愛知県","ＨＰ","ＭＶ ＡＧＵＳＴＡ（生産国：イタリア）","2015/09","ZCGT310","ツーリズモベローチェ８００","27,000 Km","B31C","制動装置","２０２３年１２月３日","走行モードをツーリングからスポーツに変更して走行後、最初のカーブでリアブレーキが効かず、慌ててフロントブレーキをかけて転倒した。"
64,"2023年12月24日","宮城県","ＨＰ","スズキ","2018/05","DAA-MK53S","スペーシア","52,400 Km","R06A-WA05A","制動装置","２０２３年１月","信号待ちで停止中、ブレーキを離してしまいクリープ状態で前進し前車に追突した。信号が青になりゆっくり前進したところ前車が停止し追突した。いずれの事故時とも衝突被害軽減装置は作動しなかった。"
65,"2023年12月23日","鹿児島県","ＨＰ","ニッサン","2020/09","5AA-B44A","ＲＯＯＸ","13,350 Km","BR06-SM21","エンジン","２０２３年８月","エンジンがかかりにくい。"
66,"2023年12月23日","愛知県","ＨＰ","ニッサン","2023/01","5BA-FC28","セレナ","5,900 Km","MR20","排ｶﾞｽ･騒音","２０２３年６月８月１０月","走行中「エンジン出力低下」の警告表示が点灯するとともに、アクセルペダルを踏んでも空ぶかしのような症状が出た。"
67,"2023年12月23日","神奈川県","ＨＰ","トヨタ","2014/08","DAA-NHP10","アクア","26,984 Km","1NZ-1LM","燃料装置","２０２３年１２月１１日","ガソリンスタンドで満タンにして帰ろうとしたら店員にガソリンが漏れていると指摘された。"
68,"2023年12月23日","埼玉県","ＨＰ","ホンダ","2019/11","2BH-AF79","タクト","6,900 Km","AF74E","エンジン","２０２３年１２月１５日","走行中にエンジンが停止した。"
69,"2023年12月23日","埼玉県","ＨＰ","スズキ","2019/01","DAA-MN71S","クロスビー","17,000 Km","K10C-WA05A","エンジン","","エンジンルームから異音が発生することがある。"
70,"2023年12月22日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2019/10","6BA-LA650S","タント","9,500 Km","KF","車枠・車体","","助手席ドアストッパーの車体側ヒンジ部の鉄板がドア開閉時に動く。降雨時、スライドドア下部のところに水が入る。"
71,"2023年12月22日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2014/12","DBA-DJ3FS","デミオ","73,400 Km","P3","乗車装置","２０２３年１１月","後席左右シートベルトが引き出した後、戻らなくなった。"
72,"2023年12月22日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2014/09","DBA-VM4","レヴォーグ","46,200 Km","FB16","燃料装置","","走行中にエンストした。再始動はできても加速できない症状だったため、ディーラーで確認したところ、燃料ポンプ不良と診断された。"
73,"2023年12月22日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2017/03","DAA-AWS210","クラウン","218,000 Km","2AR-1KM","制動装置","２０２３年１１月２９日","車を使用中、突然ブレーキが効かなくなった。ディーラーでブレーキアクチュエーターの修理が必要と診断された。"
74,"2023年12月22日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","2013/06","DBA-3B20","ＢＭＷ　３２０ｉ","36,600 Km","N20B20B","燃料装置","２０２２年８月","外２３２１について、車台番号が対象範囲外の車で、燃料漏れが発生した。専業工場で確認したところ、リコール部品と同じ燃料高圧レールからの漏れと判り部品交換を行ったが、１年経過して再発した。"
75,"2023年12月22日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","","-","ＧＲＡＣＥ","9,000 Km","","車枠・車体","","トランクリッドが勝手に開くことがある。"
76,"2023年12月22日","福島県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2019/04","5BA-LA360S","ミラ　イース","28,000 Km","KF","乗車装置","２か月前","一人乗車での走行中、メーターにドアが開いている警告が出た。ドアを確認したところ、バックドアが半ドア状態に開いていた。"
77,"2023年12月22日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2017/11","EBD-S500P","ハイゼット　トラック","29,500 Km","KF","乗車装置","２０２３年８月","前方を横切る車に自車が正面から衝突する事故となり、胸を強く打って一時呼吸困難になって救急搬送されるほどの事態になったが、車両のエアバッグが開かなかった。"
78,"2023年12月22日","宮城県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサンＭＴ","2010/08","DBA-NK13","マーチ","31,600 Km","HR12","エンジン","","エンジンをかけようとしたところ、黄色い鍵のマークが出てセルモーターが回らず、エンジンがかからなくなった。"
79,"2023年12月22日","富山県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","","DAA-MR41S","ハスラー","30,000 Km","R06A-WA04A","エンジン","２０２３年１２月２１日","雪道を走行中にエンジンが止まった。ロードサービスで販売店へ搬送し、調査を受けたところ燃料噴射装置関係の異常ということで交換を勧められた。"
80,"2023年12月22日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2018/02","DBA-JH1","Ｎ－ＷＧＮ","37,400 Km","S07A","燃料装置","２０２３年１０月","過去に燃料ポンプのリコールを済ませている車で、走行中にエンジン警告灯が点灯して止まってしまった。ディーラーで確認したところ、燃料ポンプのコネクター接続に不具合があったと診断され、修理された。"
81,"2023年12月22日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2014/09","DBA-GK5","フィット","111,300 Km","L15B","制動装置","２０２３年秋","サイドブレーキレバーの握り部分が、芯の金属部からはがれて抜ける方向へズレたため、解除ボタンが埋まったような状態になり押せなくなった。"
82,"2023年12月22日","埼玉県","ＨＰ","ホンダ","2020/06","6BA-GR5","フィット","24,000 Km","L13B","燃料装置","通年、特にエアコンＯＮ時","停止しようと思いブレーキペダルを踏むと、１０ｋｍ／ｈ未満の時に再加速し、止まろうと思っている位置より少し前に出る。"
83,"2023年12月22日","青森県","ＨＰ","スズキ","2023/10","4AA-MK53S","スペーシア","31 Km","R06A-WA05A","エンジン","２０２３年１２月２２日","冷間時、プッシュスタートボタンを押し、セルモーターが回っている時間が長く、エンジンが掛かるまでに５秒位掛かる。"
84,"2023年12月22日","福岡県","ＨＰ","メルセデス・ベンツ","2014/03","DBA-222182","Ｓ５５０","33,000 Km","278","乗車装置","２０２３年月","外部からのドアハンドル操作でロックがかかっているのにドアが開いてしまう。"
85,"2023年12月22日","神奈川県","ＨＰ","トヨタ","2016/12","DBA-M900A","ルーミー","54,000 Km","1KR","エンジン","２０２３年１１月","自宅駐車場に多量のオイル垂れ跡を発見したので自動車販売店へ車を持込み点検を依頼した。排気管に飛散したオイルが付着し焼ける匂いが確認できた。アンダーカバーにも多量のオイルが溜まっていた。クランクシャフトシール部からの漏れが原因でエンジンを降ろし、オイルシール類の交換が必要と説明を受けた。"
86,"2023年12月22日","新潟県","電話","ダイハツ","2019/09","5BA-LA660S","タント","","KF","乗車装置","","車両左後方を他車に追突され、運転席側を下に横転する事故があった。横転の際、運転者席側のエアバッグは展開したが、助手席側は展開しなかった。車両左側（助手席側）が実際に衝突した箇所だが、助手席側が展開しなかった。また、運転者は右腕を道路に擦り負傷しており、運転席側もエアバッグの展開タイミングが正常でないのではないかと思った。"
87,"2023年12月22日","富山県","電話","ダイハツ","","5BA-A201S","ロッキー","","","エンジン","","運転中にセンターディスプレイにキーフリーシステムの表示がされた。購入店にて確認したところ、キーフリーシステムの作動不良と診断された。"
88,"2023年12月21日","滋賀県","電話","ダイハツ","2019/06","EBD-S510P","ハイゼット　トラック","","KF","車枠・車体","新車購入時から","８０ｋｍ／ｈ走行で車体が振動する。"
89,"2023年12月21日","沖縄県","電話","スズキ","2021/04","5AA-MK53S","スペーシア","40,000 Km","R06A-WA05A","制動装置","購入時より","衝突被害軽減ブレーキが、動いている車に対しては作動するが、止まっている車に対しては作動しない。"
90,"2023年12月21日","新潟県","電話","三菱","2015/09","TKG-FEB90","ふそうキャンター","","4P10","エンジン","２０２３年１１月１７日","リコール国４３０９対象の車で、リコール措置１年後に走行中にエンジンが停止した。ディーラーに持って行ったところタイミングチェーンが切断していると言われ、リコール作業ではタイミングチェーンの交換は行っていないと言われた。"
91,"2023年12月21日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","2020/08","CBA-2U30","ＢＭＷ　Ｍ２　Ｃｏｍｐｅｔｉｔｉｏｎ","21,700 Km","S55B30A","保安灯火","","フロントガラスの中間フィルムが変質か何かでツブツブが出ていて西日に当たるなどするとひどく目立ち、視界の妨げになっている。"
92,"2023年12月21日","神奈川県","電話","フォルクスワーゲン","2021/08","3AA-CDDFY","ゴルフ　１．５／１１０ｋＷ","8,500 Km","DFY-4450","エンジン","２０２３年１２月８日","左折時に減速、１０ｋｍ／ｈくらいでブレーキからアクセルに踏み替えようとしたとき急に３０００回転以上あがってもどった。そのため対向車線の方へ大きくふくらんでしまった。一度ではなくそこの交差点で何度か発生した。"
93,"2023年12月21日","富山県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2023/11","ZAA-B6AW","サクラ","","MM48","電動機(モーター)","２０２３年１２月６日","メーターパネル上に故障表示が出て車が動かなくなった。販売店で漏電と推測するが、コンピューターを初期化したところ、症状が消え、原因究明できなくなったと言われている。"
94,"2023年12月21日","佐賀県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2023/04","NMZN-Z73DS","不明","","","その他","","ダイハツの純正ナビ（１０インチ　スタイリッシュ　メモリーナビ：ＮＭＺＮ－Ｚ７３ＤＳ）において、フリーズする、音声が出なくなることがある、キャッチフォン対応をしていない。"
95,"2023年12月21日","茨城県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2019/11","2PG-FS74HZ","ふそうスーパーグレート","305,400 Km","6R20","エンジン","２０２３年１１月２０日","積み込み待ちでエンジンを止めて、その後再始動しようとしたら動かなくなった。ディーラーで確認したところ、燃料フィルターに鉄粉が溜まっており、燃料経路全体にも鉄粉が回っていると診断された。"
96,"2023年12月21日","高知県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2013/11","DBA-JG1","Ｎ　ＯＮＥ","76,100 Km","S07A","動力伝達","２０２３年１１月中旬","ＣＶＴからガラガラと異音が出ることに気が付いた。"
97,"2023年12月21日","愛媛県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2013/03","DBA-LA100S","ムーヴ","30,700 Km","KF","乗車装置","２０２２年５月末","トラックに追突し、運転者が胸部打撲をしたが、この事故時にエアバッグが開かず、衝突後に車から脱出しようとしたときにゆっくり開いていた。"
98,"2023年12月21日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2023/05","5BA-LA650S","タント","","KF","燃料装置","","エアコン使用時、異音がすることに気が付いた。ディーラーで確認したところ、エンジンルーム内の燃料パイプがエアコン使用時にエンジンルームの壁面に触れている音。と診断された。"
99,"2023年12月21日","滋賀県","ﾌﾘｰﾀﾞｲｱﾙ","メルセデス・ベンツ","","DBA-117342","ＣＬＡ１８０","","270","電気装置","","車輪速センサーの故障により、トランスミッションがバックに入らない、ＡＢＳ・ＴＲＣが効かない、パワーステアリングが効かないなどの症状が出た。"
