番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
27,2020年01月28日,島根,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,モコ,2013年01月,"63,000 Km",DBA-MG33S,R06A,動力伝達,不明,ＣＶＴの不良により、走行中にガタガタ・ガクガクと異常な挙動が発生するとともに、アクセルペダルを踏んでもすぐに加速しない症状が出た。
28,2020年01月28日,島根,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,モコ,2013年01月,"63,000 Km",DBA-MG33S,R06A,その他,２０１８年夏,エアコンのモーター不良により、エアコンが作動しなくなった。
29,2020年01月28日,高知,ＨＰ,トヨタ,ＭＲ－Ｓ,2001年12月,"100,000 Km",TA-ZZW30,1ZZ,動力伝達,２０１９年９月,シーケンシャルポンプの不具合で走行中に急にギアが入らなくなった。高額な部品を一度交換したが直ぐに同じ症状がでた。
30,2020年01月27日,宮城,ＨＰ,ボルボ,Ｖ４０　Ｔ４,2013年03月,"105,000 Km",DBA-MB4164T,B4164T,エンジン,２０１９年８月,低速時にハンチング症状が現れ、エンジンの異常振動と共にエンストしてしまうようになる。メーターパネルには、油圧に異常ありと表示されたこともあった。
31,2020年01月27日,神奈川,ＨＰ,スバル,インプレッサＳＰＯＲＴ,2014年12月,"26,000 Km",DBA-GP2,FB16,エンジン,２０１８年７月,エンジンを止めてキーを抜こうとしても、キーが抜けない。
32,2020年01月27日,神奈川,ＨＰ,スバル,レガシィ,2010年03月,"47,919 Km",DBA-BM9,EJ25,動力伝達,２０１９年９月と２０２０年１月,信号待ちからの発進時に１→２速、２→３速変速時に、突然ギアがかんでいない状態になり、１～２秒後にボンという衝撃と共に変速される。
33,2020年01月27日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ジョルノ,2018年09月,不明,JBH-AF77,AF74E,保安灯火,購入時から,方向指示器を使用した際に作動音がしないため、消し忘れていることを音で認識することが出来ない。また、メーター上の方向指示器作動ランプが、左右の識別が出来ない一灯式であるため、左右どちらのランプを作動させたか容易に確認することが出来ない。
34,2020年01月27日,千葉,ＨＰ,ボルボ,Ｖ７０,2013年08月,"77,000 Km",DBA-BB4164TW,B4164T,動力伝達,半年前,デュアルクラッチトランスミッション不具合により、出だしに滑りやジャダーが発生した。リビルトのトランスミッションに交換をしたが、その後、トランスミッション性能低下の警告が表示され、バックできなくなる症状が発生した。
35,2020年01月27日,千葉,ＨＰ,トヨタ,プリウス,2010年07月,"193,000 Km",DAA-ZVW30,2ZR-3JM,かじ取り,不明,ステアリングインタミシャフトの不具合により、ハンドル操作時および道路の段差を通過した際、ハンドルの奥（足元）から大きな異音がする。
36,2020年01月27日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ハイエース,2015年03月,"44,000 Km",QDF-KDH201V,1KD,車枠・車体,不明,スライドドアの小窓から雨漏りし、車内がびしょびしょになる。
37,2020年01月27日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ハイエース,2015年03月,"44,000 Km",QDF-KDH201V,1KD,その他,不明,オドメーターの上にある外気温や平均燃費が表示される部分の照明が点かなくなった。
38,2020年01月27日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ハイエース,2015年03月,"44,000 Km",QDF-KDH201V,1KD,動力伝達,不明,ＡＴオイルパンのガスケット不良により、ＡＴＦが漏れた。
39,2020年01月27日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ハイエース,2015年03月,"44,000 Km",QDF-KDH201V,1KD,エンジン,不明,燃料噴射ポンプの不良により、エンジンチェックランプが点灯し、アイドリングが不安定になった。ディーラーで修理を受けたが、その後にチェックランプが点かないまま、エンジン不調が発生した。
40,2020年01月27日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ハイエース,2015年03月,"44,000 Km",QDF-KDH201V,1KD,制動装置,購入初年度から,橋の継ぎ目やマンホールなどを通過する際、ＡＢＳが過剰反応をしている様子があり、電気部品の音と振動が発生する。
41,2020年01月27日,岡山,ﾌﾘｰﾀﾞｲｱﾙ,フィアット,５００,2014年05月,不明,ABA-31209,312A2,車枠・車体,２０１９年夏頃あたりから,ダッシュボードの助手席エアバッグの格納部分が割れて盛り上がってきている。
42,2020年01月26日,北海道,ＨＰ,ホンダ,オデッセイ,2012年01月,"27,000 Km",DBA-RB4,K24A,動力伝達,２０１９年１２月ごろ,冷間時のエンジン始動時にギギと異音がする。
43,2020年01月26日,北海道,ＨＰ,シトロエン,Ｃ３,2019年11月,"1,800 Km",ABA-B6HN01,HN01,走行装置,２０２０年１月６日,後ろ左側タイヤが回らなくなった。整備工場からは、何かが原因でタイヤに氷がついただけと言われた。
44,2020年01月26日,群馬,ＨＰ,ＢＭＷ,１１８ｉ,2015年10月,"59,900 Km",DBA-1R15,B38B15A,燃料装置,２０１８年１２月,タンクベントバルブの故障により、アイドリング異常で回転数が上がってしまう。ギクシャクした変速になる。
45,2020年01月26日,群馬,ＨＰ,ＢＭＷ,１１８ｉ,2015年10月,"59,900 Km",DBA-1R15,B38B15A,エンジン,２０１８年６月,冷却水の減りが早い。
46,2020年01月26日,栃木,ＨＰ,マツダ,ロードスター,2015年10月,"26,100 Km",DBA-ND5RC,P5,その他,２０２０年１月２０日,手を触れていないのにも関わらず、純正ナビゲーション画面の内側にひびがはいり、時間の経過毎にひびが広がった。
47,2020年01月26日,愛知,ＨＰ,ホンダ,ＶＥＺＥＬハイブリッド,2014年07月,"47,600 Km",DAA-RU3,LEB-H1,エンジン,２０１９年１１月下旬,走行中「Ｈｏｎｄａスマートキーシステム点検」の警告表示が常時点灯するようになった。
48,2020年01月26日,岐阜,ＨＰ,ジープ,ラングラー,2015年09月,"72,443 Km",ABA-JK36L,G,エンジン,２０１９年１１月,エンジン内部のロッカーアーム、ラッシュアジャスターの不良のため異音が発生した。
49,2020年01月26日,滋賀,ＨＰ,ホンダ,フィット,2013年03月,"73,434 Km",DBA-GE8,L15A,制動装置,２０２０年１月１１日,左リヤブレーキが固着し、ブレーキが引きずりを起こしたため、ホイール周辺が触れないほど過熱した。
50,2020年01月26日,福岡,ＨＰ,マツダ,ＣＸ－５,2012年07月,"160,000 Km",LDA-KE2AW,SH,エンジン,２０２０年１月,走行中にオルタネーターのプーリー、ベアリング破損し、エンジンルーム内に脱落した。
51,2020年01月26日,鹿児島,ＨＰ,メルセデス・ベンツ,Ｂ１８０,2013年03月,"76,100 Km",DBA-246242,270,エンジン,２０２０年１月２日,サーモスタットの不良により、エンジン警告灯が点灯した。
52,2020年01月25日,青森,ＨＰ,ホンダ,Ｎ－ＷＧＮ,2015年11月,"39,000 Km",DBA-JH2,S07A,かじ取り,２０２０年１月２５日,早朝、エンジン始動、オフ時のボタンプッシュ時に「キュー」「ギュー」のような音が発生する。
53,2020年01月25日,東京,ＨＰ,マツダ,ＣＸ－５,2018年03月,不明,3DA-KF2P,SH,動力伝達,２０２０年１月１７日,図書館の駐車場に前進で止めようとした際、突然急加速し、図書館の壁に衝突してエアバッグが開いた。ＡＴ誤発進抑制制御機能搭載車であるが、作動しなかった。
54,2020年01月25日,愛知,24時間電話,マツダ,アクセラ,2018年09月,不明,LDA-BMLFP,S5,その他,不明,マツダ純正ドライブレコーダー装着車で、専用のアプリをスマートフォンにインストールし、説明書通りに操作したが、録画がされる映像の再生ページに変わらず、ドライブレコーダーの映像を確認することが出来なかった。
55,2020年01月25日,愛知,ＨＰ,スズキ,スイフトスポーツ,2018年06月,"44,000 Km",CBA-ZC33S,K14C,車枠・車体,購入時から,フロントドアガラスの外側が濡れた状態で窓ガラスを開け閉めすると、ガラスの車内側が濡れる。
56,2020年01月25日,京都,ＨＰ,アウディ,Ａ１,2011年11月,"148,000 Km",DBA-8XCAX,CAX,動力伝達,２０２０年１月１７日,リコール届出番号　外２９１７と同じＳトロニック型自動変速機の不具合により走行不能になった。
57,2020年01月25日,兵庫,ＨＰ,ニッサン,デイズ,2013年12月,"40,200 Km",DBA-B21W,3B20,保安灯火,２０１９年１２月,キーを開ける際に助手席側のミラーが開かなくなった。
58,2020年01月25日,兵庫,ＨＰ,トヨタ,ノア,2013年04月,"52,000 Km",DBA-ZRR70G,3ZR,かじ取り,２０１９年１２月,車庫にいれるためにバックしていたところ、ハンドルを回すとキリキリと言う異音がする。
59,2020年01月24日,静岡,ＨＰ,トヨタ,ヴェルファイア,2013年11月,"65,000 Km",DBA-ANH20W,2AZ,エンジン,不明,オイル漏れはないのにも関わらず、前回オイル交換後、約７０００ｋｍ走行でオイル警告灯が点灯する。
60,2020年01月24日,福井,ＨＰ,スズキ,アルトラパン,2015年11月,"45,000 Km",DBA-HE33S,R06A,エンジン,購入当初から継続,クリープ速度が安定しない。信号待ち等で止まっている時に、エンジン回転が突然あがりブレーキ解除され、前に進もうとする。速い時は突然２０ｋｍ／ｈぐらいになる。バック時に最初はゆっくり進んでいるのに突然速度があがる。
61,2020年01月24日,京都,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,タウンエース,2013年01月,"22,500 Km",ABF-S402M,3SZ,車枠・車体,不明,走行中に車両後方からキーキーと異音が発生する。
62,2020年01月24日,兵庫,ＨＰ,ホンダ,スーパーカブ１１０,不明,不明,2BJ-JA44,不明,動力伝達,２０１９年３月,チェーンの張り具合にムラがあり、最もチェーンが張る部位と最もチェーンが緩む部位が４０ｍｍ程度差がある状態になっていた。リアホイールのスポーク、ドラムハブを交換したところ改善した。
63,2020年01月24日,広島,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸ,2018年05月,不明,DBA-JF3,S07B,エンジン,不明,低速走行中に突然エンストをした。販売店で修理を受けたが、度々再発し、エンジン交換まで行われたが、その後もエンストをし、交差点で再始動不能になった。
64,2020年01月24日,山口,ＨＰ,ホンダ,フィットハイブリッド,2014年06月,"45,000 Km",DAA-GP5,LEB-H1,電気装置,２０２０年１月１５日,高速道路走行中にエンジンチェックランプが点灯し、５０ｋｍ／ｈ程度しかスピードがでなくなった。
65,2020年01月24日,山口,ＨＰ,スバル,サンバー,2008年07月,"78,000 Km",EBD-TT2,EN07,エンジン,２０１９年９月頃から,エンジン始動の時、ギイギイという金属音が出てエンジンがかかるが、最近ではセルが空回りしてエンジンがかからない。
66,2020年01月24日,山口,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ランドクルーザープラド,2015年11月,"22,900 Km",LDA-GDJ150W,1GD,排ｶﾞｽ･騒音,２０２０年,アドブルーの噴射装置の不良により、モニターパネルにエンジンマークやＡＢＳ等の警告灯が表示された。
67,2020年01月24日,佐賀,電話,日野,セレガ,2007年06月,"831,500 Km",PKG-RU1ESAA,E13C,車枠・車体,２００７年以降,運転席窓側上部の、金属のボディとプラスチックのカバーのつなぎ目のコーキング部からの雨水が浸入する。
68,2020年01月24日,熊本,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,エブリイ,2012年10月,"82,000 Km",EBD-DA64V,K6A,動力伝達,不明,停止状態で、ローギアが入りにくい。
69,2020年01月23日,新潟,ＨＰ,モト・グッツィ,モトグッツィＶ９ボバー,2018年05月,"13,000 Km",ZGULH,AS,動力伝達,２０１９年１１月,一般道を走行後、リヤタイヤにデフギアのオイルが散乱していた。
70,2020年01月23日,長野,ＨＰ,ＢＭＷ,３２０ｄ,2015年06月,"26,400 Km",LDA-3D20,N47D20C,その他,２０２０年１月,ＢＭＷ　ｃｏｎｎｅｃｔｅｄ　ｄｒｉｖｅのサービスについて、対応するスマートフォンのアプリがｉＯＳ版のみでリリースされており、アンドロイドのスマートフォンでは、簡易的な施錠アプリしかない。
71,2020年01月23日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ノート,2019年01月,不明,DBA-E12,HR12,制動装置,不明,駐車作業中、壁際に車両をしっかり寄せて止めたいのにも関わらず、被害軽減ブレーキと思われるブレーキがかかり車がとまってしまう。一般道路上の走行においても、周囲に危険がないのにも関わらず、頻繁に警報が鳴る。
72,2020年01月23日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＡＺ－ワゴン,2005年12月,"102,900 Km",CBA-MJ21S,K6A,その他,不明,エアコンのコンプレッサーが故障した。
73,2020年01月23日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ハリアー,2015年03月,不明,DAA-AVU65W,2AR-2JM-2FM,エンジン,２０２０年１月８日,駐車場から発進時、アクセルを踏み込んだ覚えがないのにも関わらず車が意図せず急発進をした。慌てて操作をしなおしたが、今度はバックで急発進してしまい、その後さらに前進でも急発進をしてしまったため、車を止めるために右前方のフェンスに衝突させて停車した。
74,2020年01月23日,岐阜,ＨＰ,ニッサン,キューブ,2011年09月,"32,400 Km",DBA-Z12,HR15,エンジン,２０２０年１月１５日,ステアリングロック機構が動作せず、エンジンがかからない。メーターパネル内に鍵マークが点灯した。
75,2020年01月23日,大阪,ＨＰ,三菱,ｅＫワゴン,2019年05月,"3,231 Km",DBA-B11W,3B20,エンジン,不明,燃費が余りにも悪すぎる。
76,2020年01月23日,兵庫,ＨＰ,日野,デュトロ,2014年05月,"182,000 Km",TKG-XZU720M,N04C,エンジン,２０１９年１２月,コンロッドメタル損傷により、エンジンが全損になった。
77,2020年01月23日,滋賀,電話,三菱,ふそうエアロエース,2013年06月,"345,800 Km",QRG-MS96VP,6R10,エンジン,不明,ラジエターのアッパータンクの取り付けホースが損傷した。吸気ダクトと干渉し破損したと思われる。
78,2020年01月23日,広島,ＨＰ,三菱,ふそうキャンター,2011年02月,"94,260 Km",SKG-FBA60,4P10,動力伝達,２０１９年７月１７日,ＤＵＯＮＩＣ搭載車で、走行中にクラッチすべりで走行不能になった。
79,2020年01月23日,山口,ＨＰ,スバル,レガシィツーリングワゴン,2007年03月,"67,000 Km",DBA-BPE,EZ30,動力伝達,２０２０年１月３日,２～３速への変速時に突然追突されたような大きな衝撃があり、その後変速しなくなる。
80,2020年01月22日,東京,ＨＰ,ポルシェ,パナメーラ,2010年08月,"73,700 Km",ABA-970M46,M46,乗車装置,２０１８年１１月（左前）、２０１９年１０,ドアロックアクチュエータの不良により、ドアロックが解除不能になった。
81,2020年01月22日,埼玉,ＨＰ,スバル,エクシーガ,2009年02月,"79,000 Km",CBA-YA5,EJ20,動力伝達,２０１９年９月,変速する際、ギヤアップしないでエンジン回転だけ上がり、その後突然ギアが繋がる。
82,2020年01月22日,山口,ＨＰ,ホンダ,Ｎ－ＷＧＮ,2017年11月,"10,000 Km",DBA-JH1,S07A,エンジン,２０１９年１１月末ごろ,信号待ちで停車していてアイドリングストップし、青信号でブレーキから足をはずしてもエンジンが止まったまま再始動しなかった。
83,2020年01月22日,福岡,ＨＰ,ホンダ,フィット,2014年09月,"60,000 Km",DBA-GK3,L13B,エンジン,２０１９年１２月２５日,ホンダスマートキーシステムの不具合により、警告が表示された。
84,2020年01月21日,北海道,ＨＰ,三菱,ふそうスーパーグレート,2014年06月,"350,000 Km",QKG-FV50VZ,6R10,エンジン,２０２０年１月１４日,ラジエーター本体のつなぎ目から冷却水が漏れた。
85,2020年01月21日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,シエンタ,2018年10月,不明,DBA-NCP175G,1NZ,車枠・車体,不明,カウルルーバーの防水不良により、エンジンルームに雨水が浸入し、オルタネーターや補機ベルトに滴下するため、各部のさびや、ベルト鳴きが発生している。またバッテリーにも雨水が降りかかっている。
86,2020年01月21日,東京,ＨＰ,ＢＭＷ,ミニクーパーＳ,2016年06月,"69,200 Km",DBA-XM20,B48A20A,乗車装置,２０１９年８月,シート移動のためレバーを持ち上げたところ、レバーの付け根が破損してレールとの固定が不完全になり、シート全体がぐらついた。
87,2020年01月21日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,ミニクロスオーバー,2015年03月,"70,000 Km",不明,不明,エンジン,２０１９年１２月１日,高速道路を走行中に突然タイミングチェーンが切れてエンジンが停止したため、惰性で路肩に停車した。
88,2020年01月21日,栃木,ﾌﾘｰﾀﾞｲｱﾙ,ハーレーダビッドソン,ロードキング,2016年09月,不明,EBL-FLC,C,エンジン,不明,オイルクーラーホースの固定クランプ部分からオイルが漏れた。
89,2020年01月21日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ハスラー,2014年07月,"121,300 Km",DBA-MR31S,R06A,制動装置,不明,ブレーキシステムのコンピューター不良により、ブレーキサポートの警告灯が点灯した。
90,2020年01月21日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ティーダ,2007年07月,"125,668 Km",DBA-C11,HR15,その他,去年の夏,エアコン装置の何らかの故障により、突然エアコンが効かなくなる。ディーラーに相談をしているが、原因の特定に至らず、様子見状態が続いている。
91,2020年01月21日,滋賀,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,アルト,2019年12月,不明,DBA-HA36S,R06A,制動装置,２０２０年１月１８日,住宅街の左折路において、直進し続けて住宅に衝突をする事故が起きたが、この際にデュアルセンサーブレーキサポートが作動しなかった。
92,2020年01月21日,島根,ＨＰ,トヨタ,アクア,2017年11月,"10,000 Km",DAA-NHP10,1NZ-1LM,保安灯火,２０２０年１月,テールランプの縦方向の黒い線状のシール面が細く、レンズとの間に隙間が空き、雨水が入る。
93,2020年01月21日,山口,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ルーミー,2019年12月,不明,DBA-M900A,1KR,その他,購入時から,速度計がアナログメーター仕様の車において、昼間でライトをつけていない状態だと、速度計の照明が点かない構造であるため、山の切通しのような暗さの道路を通ると、メーターが真っ暗状態で視認不良に陥る。
94,2020年01月21日,沖縄,24時間電話,ホンダ,Ｎ－ＢＯＸ,2018年05月,"29,812 Km",DBA-JF1,S07A,エンジン,２０２０年１月２１日０：３０,オレンジ色のアイドリングストップシステム警告灯が点滅した。
95,2020年01月20日,埼玉,ＨＰ,ニッサン,セレナｅ－ＰＯＷＥＲ,2018年08月,"9,500 Km",DAA-HFC27,HR12-EM57,電動機(モーター),発売時から,下り坂を「ＥＣＯモード」「Ｓモード」「Ｂドライブ」のいずれかのギアにて走行中にｅ－ＰＯＷＥＲ用電池が満充電になると、エンジンブレーキ（回生ブレーキ）がほぼなくなる。　そのため、アクセルオフでもどんどん加速していく状態となり、ブレーキペダルでの　ブレーキ操作を余儀なくされる。
96,2020年01月20日,愛知,ＨＰ,アウディ,Ａ６アバント,2013年12月,"42,000 Km",DBA-4GCHVS,CHV,動力伝達,２０１９年１０月,減速時２速⇒１速へのシフトダウン時にシフトショックが発生する。
97,2020年01月20日,岐阜,ＨＰ,スズキ,ソリオ,不明,"10,000 Km",DAA-MA36S,K12C-WA05A,エンジン,５０００ｋｍ程走行後より,アイドリング時のエンジン音の増加がやたらと耳につく。
98,2020年01月20日,滋賀,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ＦＲＥＥＤ,2019年04月,不明,DBA-GB5,L15B,動力伝達,不明,エンジンブレーキのためのギアが「Ｓ」レンジしかなく、強いエンジンブレーキがかからない。
99,2020年01月19日,宮城,ＨＰ,三菱,ｉ－ＭｉＥＶ,2011年01月,"20,000 Km",ZAA-HA3W,Y4F1,電気装置,２０１７年頃から,充電できない。電気系統異常の警告ランプが点灯する。走行中にバッテリーの表示が消える。亀マークが出て加速ができずノロノロとしか走れなくなる。
100,2020年01月19日,富山,ＨＰ,ホンダ,フィットハイブリッド,2014年03月,"133,000 Km",DAA-GP6,LEB-H1,動力伝達,２０２０年１月１５日,一般道を走行中，ミッション（ＤＣＴ）高温の警告表示後、自走不能状態に陥り、惰性で路肩に流れ着いた。
101,2020年01月19日,神奈川,ＨＰ,トヨタ,ヴィッツ,2011年11月,"47,300 Km",DBA-NSP130,1NR,動力伝達,１カ月前,エンジン始動時に異音がする。上り坂をバックで登れない。加速が鈍い。燃費が落ちた。加速時にうなる。
102,2020年01月19日,神奈川,ＨＰ,トヨタ,ヴィッツ,2011年11月,"47,300 Km",DBA-NSP130,1NR,車枠・車体,１カ月前,車内にガソリン臭がする。
103,2020年01月19日,埼玉,ＨＰ,フィアット,パンダ,2014年09月,"46,000 Km",ABA-13909,312A2,動力伝達,２０２０年１月１５日,駐車場から出ようとギアをバック（Ｒ）に入れ、アクセルを踏んだら前進した。驚いて一度ドライブ（Ｄ）にしてから再びバック（Ｒ）にすると、ニュートラル（Ｎ）から変わらず、警告音と警告ランプが点灯し不動となった。数分後、エンジンをＯＮ／ＯＦＦすると復帰した。
104,2020年01月19日,埼玉,ＨＰ,アウディ,Ａ５,2010年12月,"115,301 Km",ABA-8TCDNF,CDN,保安灯火,２０２０年１月１０日,ドアミラーの鏡面を接着しているテープの粘着力低下により、走行中に鏡面が突然落下し、路上に脱落した。落下した際、ボディに接触して傷が付いた。
105,2020年01月19日,埼玉,ＨＰ,フィアット,パンダ,2014年09月,"46,000 Km",ABA-13909,312A2,制動装置,２０１９年１２月１７日,バキュームポンプの故障により、エンジン始動後、突然ブレーキが効かない、若しくはブレーキペダルが硬くなっており、通常の力ではブレーキが掛からない症状が発生した。
