番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
32,2020年03月25日,東京,ＨＰ,フォルクスワーゲン,ゴルフカブリオレ,2011年09月,"42,639 Km",DBA-1KCAVK,CAV,動力伝達,２０２０年３月２４日,ＤＳＧ（自動変速機）の不良により、走行中に突然ギアが抜けてニュートラル状態になり走行不能になった。メーター内のギアポジション表示がスパナマークと交互に点滅していた。
33,2020年03月25日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ティーダ,2009年03月,"52,300 Km",DBA-C11,HR15,エンジン,不明,信号待ちで待機中に突然エンストをした。
34,2020年03月25日,埼玉,ＨＰ,ニッサン,ノート,2014年10月,"47,239 Km",DBA-E12,HR12,エンジン,２０２０年３月,エンジンをかけると、ファンベルトからキュルキュル音が出る。
35,2020年03月25日,山梨,ＨＰ,ニッサン,エルグランド,2014年02月,"200,000 Km",DBA-TE52,QR25,エンジン,半年前,Ｄレンジでのアイドリング中、回転数が５００くらい落ち、振動がすごい。場合によってはそのままエンストする。いろいろ改善策を試みたが改善されない。
36,2020年03月25日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,オッティ,2008年09月,"109,400 Km",DBA-H92W,3G83,動力伝達,不明,ＡＴの不具合により、２速から３速の変速時に滑るような症状が発生するとともに、３速に入った際に大きな変速ショックが発生するようになった。
37,2020年03月25日,静岡,24時間電話,ダイハツ,タント,2009年07月,"65,700 Km",DBA-L375S,KF,電気装置,２０２０年３月２５日２０：００頃,車に乗ろうとしたら、バッテリーが上がっていた。
38,2020年03月25日,岡山,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ＲＡＶ４,2020年03月,不明,6BA-MXAA54,M20A,かじ取り,２０２０年３月２４日,レーントレーシングアシスト（ＬＴＡ）を使用中、トンネルを出たところで突然ハンドルが左にきれ、側壁に激突したため、左前輪がパンクしてホイールも削れた。
39,2020年03月24日,北海道,ＨＰ,メルセデス・ベンツ,Ｅ３５０Ｄ,2012年09月,"96,400 Km",LDA-212224C,642,排ｶﾞｽ･騒音,２０１９年１０月,ＮＯｘセンサーの不良により、エンジンチェックランプが点灯した。
40,2020年03月24日,東京,ＨＰ,メルセデス・ベンツ,Ｃ４３クーペ,2016年09月,"8,500 Km",CBA-205364,276M30,かじ取り,購入時からずっと、冬などの気温が低い時,ステアリングを目一杯切って走行すると、前輪から振動と異音がする。また、曲がらずスリップする。
41,2020年03月24日,東京,ＨＰ,トヨタ,ＪＰＮ　ＴＡＸＩ,不明,不明,6AA-NTP10,不明,乗車装置,２０２０年３月２３日,タクシーで利用し、降車する際、スライドドアが完全に開ききっていない時に、足を外に出そうとしたところ、スライド金具と車体との隙間（その隙間は後ろ側に移動する）に、足先が入りそうになった。
42,2020年03月24日,愛知,ＨＰ,レクサス,ＬＳ５００ｈ,2019年12月,不明,6AA-GVF50,8GR-2NM,制動装置,２０２０年１月下旬,ブレーキを踏んだ際に、「ガッタン」・「ガッツン」というような異音がする。
43,2020年03月24日,岐阜,ＨＰ,ニッサン,デイズ,2019年08月,"3,200 Km",5AA-B44W,BR06-SM21,制動装置,２０２０年２月１４日,停車のためブレーキペダルを踏んだがペダルがとても固く固定されていて踏み込めず、減速もしなかった、停車したい位置を過ぎそうなので強めに踏み続けると、数秒後に突然ペダルが下がり、急制動状態になった。この時以外にも複数回発生したが警告表示や警告音は何もなかった。
44,2020年03月24日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,ＳＬ５５０,2013年03月,"100,000 Km",CBA-231473,278,かじ取り,２０２０年２月１４日、２０２０年３月５日,ステアリング下部にあるブランドロゴの「Ｍ」と「Ｎ」のメッキが剥がれ、ステアリング操作をしている最中に手に刺さった。
45,2020年03月24日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,日野,レンジャー,2015年01月,"167,000 Km",QKG-FJ7JLAA,J07E,エンジン,２０２０年３月２０日,高速道路を走行中に突然エンジンから異音がし、出力が低下した。
46,2020年03月24日,岡山,ＨＰ,トヨタ,ヴィッツ,2009年08月,"85,800 Km",DBA-SCP90,2SZ,車枠・車体,２０１８年より,ホワイトパール色塗装の車で、リアハッチの角の塗装に浮きを生じ鋼板の上に塗っているグレーの電着塗装が現れました。次第にはがれていく面積が増え　天井、ドア、ボンネットと剥離が広がっていっている。
47,2020年03月24日,香川,電話,トヨタ,プリウス,2012年12月,"128,800 Km",DAA-ZVW30,2ZR-3JM,電動機(モーター),２０２０年３月２３日,走行中、速度が落ちるとともにモニタに「システムトラブル発生。停車してください。」と表示が出た。
48,2020年03月24日,不明,ＨＰ,トヨタ,プリウスα,2014年02月,"83,379 Km",DAA-ZVW40W,不明,制動装置,２０２０年３月６日,ＯＢＤエラーコードＣ　１３９１（ブレーキアキュームレーターのリーク）が検出された。
49,2020年03月23日,北海道,ＨＰ,スズキ,ワゴンＲ,2013年11月,"15,800 Km",DBA-MH34S,R06A,エンジン,２０１９年１１月１８日,エンジンのコンピュータのアップデート後、暖機運転を３０分から１時間しなければ、スピードが上がらない。
50,2020年03月23日,長野,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,５２８ｉ,2011年06月,"102,700 Km",DBA-MU30,N52B30A,保安灯火,２０１８年５月,ヘッドライト内部に水が浸入した。
51,2020年03月23日,東京,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,Ａ２５０　４ＭＡＴＩＣ,2020年03月,不明,5BA-177147M,不明,乗車装置,不明,シートベルト受けの位置が低すぎて、シートの座面から下がって背もたれのあたりに隠れてしまい、探るような状態になってしまう。
52,2020年03月23日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＡＺ－ワゴン,2007年05月,"93,000 Km",DBA-MJ22S,K6A,エンジン,２０２０年３月,クランクプーリーの固定ボルトが緩んで空回りし、回転センサーの検知がずれたため、エンジンのかかりが悪くなり、始動できなくなった。
53,2020年03月23日,兵庫,ＨＰ,スバル,ＷＲＸ　ＳＴＩ,2018年03月,"9,327 Km",CBA-VAB,EJ20,かじ取り,２０２０年３月,ステアリングギヤボックスからオイルが漏れていた。
54,2020年03月23日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ＮＶ２００バネット,2009年05月,"106,400 Km",DBF-VM20,HR16,保安灯火,２０２０年３月,助手席のドアミラーを畳もうとしたところ、内部のねじの腐食により、根元から折れた。
55,2020年03月23日,長崎,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうローザ,2014年10月,"96,600 Km",TPG-BE640G,4P10,エンジン,不明,ロッカーアームが破損し、異音が発生するとともにエンジン始動が困難になった。
56,2020年03月23日,長崎,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうローザ,2014年11月,"203,700 Km",TPG-BE640G,4P10,エンジン,不明,ロッカーアームが破損し、異音が発生するとともにエンジン始動が困難になった。
57,2020年03月23日,長崎,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうローザ,2014年10月,"157,600 Km",TPG-BE640G,4P10,エンジン,不明,ロッカーアームが破損し、異音が発生するとともにエンジン始動が困難になった。
58,2020年03月23日,不明,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,エスクァイア,不明,不明,DAA-ZWR80G,2ZR-5JM,保安灯火,不明,助手席ミラーの下方３分の１くらいが、湾曲形状になっており、景色が曲がって映るため、正確な距離感が掴めない。
59,2020年03月22日,北海道,ＨＰ,ニッサン,セレナ,2013年09月,"76,000 Km",DBA-FNC26,MR20,電気装置,２０２０年２月２１日,オルタネーターの不良により、アイドリング中に、突然エンジンルームから「ガラガラ」という異音が発生した。
60,2020年03月22日,新潟,ＨＰ,トヨタ,アクア,2013年03月,"42,304 Km",DAA-NHP10,1NZ-1LM,保安灯火,２０２０年３月,右側テールランプに水が入る。
61,2020年03月22日,滋賀,ＨＰ,スズキ,ワゴンＲスティングレー,2013年06月,"109,521 Km",DBA-MH34S,R06A,走行装置,２０１９年１１月１９日、２０２０年３月２,タイヤ交換時、ハブボルトが折れていることに気が付いた。
62,2020年03月22日,福岡,ＨＰ,ダイハツ,ムーヴ,2008年03月,"69,400 Km",DBA-L175S,KF,エンジン,１年くらい前から,エンジンがガタガタと音がする。１年前は小さな異音がしていたが、今ではガラガラ音が出ている。
63,2020年03月21日,千葉,ＨＰ,ホンダ,Ｎ－ＢＯＸスラッシュ,2015年01月,"24,100 Km",DBA-JF1,S07A,エンジン,２０２０年３月,アイドリングストップ機能搭載車で、アイドリングストップ後、ブレーキペダルを離してもエンジンがかからない。
64,2020年03月20日,北海道,ＨＰ,スバル,フォレスター,2014年06月,"44,247 Km",DBA-SJG,FA20,かじ取り,２０２０年１月,エンジン始動時、警告表示と共にパワーステアリングが効かなくなった。
65,2020年03月20日,宮城,ＨＰ,トヨタ,ランドクルーザープラド,2006年06月,"66,914 Km",CBA-TRJ120W,2TR,車枠・車体,４年前あたりから発生,パールホワイト色塗装の車で、塗装が浮いて大きく剥がれた。
66,2020年03月20日,東京,ＨＰ,ニッサン,キューブ,2010年03月,"38,638 Km",DBA-Z12,HR15,エンジン,不明,走行中に警告表示が出てエンジンが停止し、自動でエンジンがかかる。
67,2020年03月20日,埼玉,ＨＰ,メルセデス・ベンツ,Ｃ２００,2015年06月,"20,000 Km",RBA-205242,274,排ｶﾞｽ･騒音,２０１９年１２月,ＮＯＸセンサーの異常により、走行中に突然警告ランプが点灯した。
68,2020年03月20日,愛知,ＨＰ,フォルクスワーゲン,ゴルフ,2014年01月,"46,800 Km",DBA-AUCPT,CPT,保安灯火,２０１８年１月,ヘッドライトレンズ表面が傷だらけになり照度が著しく低下した。
69,2020年03月20日,静岡,ＨＰ,ホンダ,オデッセイ　アブソルート,2013年03月,"102,500 Km",DBA-RB3,K24A,かじ取り,２０２０年３月１８日,走行中、突然パワーステアリングの警告灯が点滅してハンドルが重たくなった。次の日の朝は問題なかったが夕方仕事から帰宅する時に同じ症状が出た。
70,2020年03月20日,滋賀,ＨＰ,三菱,ふそうスーパーグレート,2014年03月,"370,000 Km",QKG-FV50VX,6R10,燃料装置,２０２０年３月,サプライポンプのフューエルメータリングポンプの不良によりアイドリングが不安定になり、エンジンが噴かない。
71,2020年03月20日,沖縄,24時間電話,ＢＭＷ,１１６ｉスポーツ,2012年06月,"70,000 Km",DBA-1A16,N13B16A,エンジン,２０１９年１２月あたりから,走行中にエンジンがかぶりだし、止まったり再始動できなくなる。
72,2020年03月19日,石川,ＨＰ,三菱,ふそうキャンター,2013年07月,"117,900 Km",TKG-FBA20,4P10,エンジン,２０２０年１月,エンジン内のクランク焼き付きにより、エンジンから異音がして、警告ランプが点灯した。
73,2020年03月19日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,フリード,不明,不明,DBA-GB3,L15A,乗車装置,不明,スマートキーの車両で、ドアロックを開け、助手席に荷物とともにキーを置いてドアを閉めると、２～３分後にドアロックが勝手にしまり、キーを閉じ込めてしまうことがある。
74,2020年03月19日,静岡,ＨＰ,メルセデス・ベンツ,Ｅ４００アバンギャルド,2015年06月,"45,600 Km",MBA-212061C,276,かじ取り,２０２０年２月２７日,メーターパネルにパワステ故障のメッセージが表示されるとともにハンドルが急に重くなり、走行不能に陥った。
75,2020年03月19日,奈良,ＨＰ,プジョー,５０８,2017年03月,"53,000 Km",LDA-W2AH02,AH02,保安灯火,２０２０年３月,右リアウインドの窓ガラスが落ちる。
76,2020年03月19日,島根,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ヴォクシー,不明,不明,80,不明,制動装置,購入して４～５か月くらいから,左前輪のブレーキから異音が発生する。
77,2020年03月19日,佐賀,ＨＰ,ニッサン,デイズ,2016年01月,"34,100 Km",DBA-B21W,3B20,保安灯火,２０２０年１月,左のドアミラーが開閉しなくなった。
78,2020年03月19日,佐賀,ＨＰ,ニッサン,デイズ,2016年01月,"34,100 Km",DBA-B21W,3B20,エンジン,２０２０年１月,エンジンスタートスイッチが効きにくくなった。
79,2020年03月19日,熊本,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ワゴンＲ,2015年12月,"36,200 Km",DAA-MH44S,R06A-WA04A,制動装置,２０２０年２月１３日,泥と草路面の駐車場において、３０ｋｍ／ｈくらいから減速をしようとしてブレーキをかけたところ、ペダルを踏んでもブレーキが効かず、その後ガガガッとロックしたような音がして車が止まらず、他車にぶつかってしまった。
80,2020年03月18日,北海道,ＨＰ,ニッサン,デュアリス,2012年09月,"57,000 Km",DBA-KNJ10,MR20,動力伝達,２０２０年２月３日,ＣＶＴの不具合により高周波音がする。
81,2020年03月18日,青森,ＨＰ,三菱,ふそうキャンター,2016年05月,"241,593 Km",TKG-FEA50,4P10,エンジン,２０１９年１２月２０日,エンジン音が高くなり、その後停止し、再始動できなくなった。
82,2020年03月18日,東京,ＨＰ,メルセデス・ベンツ,Ａ２００ｄ,2019年09月,"1,830 Km",3DA-177012,654,燃料装置,２０２０年２月,一般道を走行中に突然エンジンが激しい振動と共に停止し、その後も走行不能になった。
83,2020年03月18日,東京,ＨＰ,メルセデス・ベンツ,Ａ２００ｄ,2019年09月,40 Km,3DA-177012,654,燃料装置,２０１９年１０月新車納車の当日,ガソリンスタンドで納車後の最初の燃料給油を行った際、給油中に燃料タンクから１５Ｌほどの大量の燃料漏れが発生した。
84,2020年03月18日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,リーフ,2019年10月,"1,068 Km",ZAA-ZE1,EM57,電動機(モーター),２０２０年３月１６日,Ｅペダルモード（ワンペダル走行）で駐車場にバックで車を止めるため、ハンドルを右に切って駐車位置に向かって後進し、左右の間隔調整のための切り返しをすべく、アクセルペダルを離して車両が停止したかどうかというところで、突然車が急発進し、後方の木に衝突した。
85,2020年03月18日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ヴォクシー,2019年07月,"8,000 Km",DBA-ZRR80W,3ZR,かじ取り,不明,鈑金入庫した車両において、右前輪のラックエンドの固定部ナットが締まっておらず、容易に外れてしまった。
86,2020年03月18日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,シーマ,2012年09月,"80,000 Km",DAA-HGY51,VQ35-HM34,制動装置,２０２０年３月,ブレーキマスターシリンダーの不具合により、ブレーキ系統にエアが入ったようにペダルが深く踏み抜ける様になったり、少し踏むだけでもタイヤがロックするほどの制動力が出たりと、毎回バラバラのブレーキ作動をするようになった。
87,2020年03月18日,千葉,ＨＰ,ニッサン,エクストレイル,2009年12月,"146,269 Km",LDA-DNT31,M9R,エンジン,２０２０年３月,クランクシャフトプーリーのガタつきにより、エンジンから異音がする。
88,2020年03月18日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,３３０ｉＭスポーツ,不明,"3,000 Km",3BA-5F20,不明,電気装置,購入当初から,ラジオの音が出ない。ナビがついたり消えたりする。ウインカーの音が出ない。
89,2020年03月18日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ＮＶ３５０キャラバン,2013年06月,"120,000 Km",LDF-VW2E26,YD25,動力伝達,２０２０年２月末,走行中に自動変速機が故障し、アクセルペダルを踏み込んでもエンジン回転が上がるだけで、走行できなくなった。
90,2020年03月18日,大阪,ＨＰ,ニッサン,セレナ,2010年09月,"124,500 Km",DBA-CC25,MR20,動力伝達,２０１９年１２月,ＣＶＴ不良ショックが大きく変速しなくなり、最後には動かなくなった。
91,2020年03月18日,山口,ＨＰ,ニッサン,デイズルークス,2014年11月,"55,400 Km",DBA-B21A,3B20,保安灯火,２０１９年１０月２９日,左電動ドアミラーが格納できなくなった。
92,2020年03月18日,熊本,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,マークＸ,2005年09月,"65,800 Km",DBA-GRX120,4GR,エンジン,１年前から３回発生。,特に操作をしていないのにも関わらず、突然エンジン回転が上昇した。一度エンジンを切って再始動をしたところ、症状が消えたが、その後にも同じことが再発した。
93,2020年03月17日,東京,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,クラウンハイブリッド,2016年06月,"153,400 Km",DAA-AWS210,2AR-1KM,乗車装置,２０１９年１１月,トーシンテック製の自動ドア搭載車で、自動ドアの開閉装置の耐久性が低く、直ぐに故障して自動で開かなくなる。
94,2020年03月17日,神奈川,ＨＰ,ホンダ,ＣＢＲ１０００ＲＲ,2005年07月,"52,445 Km",BC-SC57,SC57E,動力伝達,２０２０年３月１３日１５時頃,走行中の変速操作にて、シフトペダルの操作感覚が突然無くなり、変速操作が不可能になった。停車し車体を確認するとシフトリンクが破断していた。
95,2020年03月17日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,Ｃ２００,2013年03月,"47,000 Km",DBA-204048,271,エンジン,不明,外２８７２（カムシャフトアジャスタ）のリコールについて対象範囲より後の年式の車で、同じカムシャフトアジャスタの故障が疑われる異音と警告灯の点灯が発生した。
96,2020年03月17日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,ボルボ,Ｖ６０　Ｔ５,2019年06月,不明,DBA-ZB420,B420,緩衝装置,購入２日目,レーンキープアシストを使用して高速道路を走行していたところ、ほぼ直線路であるのにも関わらず、車体が左右に大きく振られた。後日にディーラーで車両を確認させたところ、左後輪のラテラルリンクの固定ナットが無くなってリンクが外れていた。
97,2020年03月17日,茨城,ＨＰ,フォルクスワーゲン,アルテオン,2018年06月,"4,580 Km",ABA-3HDJHF,DJH,その他,２０２０年３月１７日１６時２０分,残燃料の警告灯が点灯し、残り４５ｋｍ走行可能という表示が出ていたにも関わらず、１～２ｋｍの走行で燃料切れを起こしてエンジンが停止したため、ステアリングが重く操作不能になり、民家の塀に激突寸前になった。
98,2020年03月17日,愛知,ＨＰ,ＵＤトラックス,クオン,2018年08月,"66,122 Km",QPG-GK5XAB,GH11,非装置,２０１９年９月１３日,高速道路走行中、１５㎞走行したところで、エアコン吹き出し口より煙が出たため、降車したところ、車両左前方、エンジンルーム内より出火し、車両が全焼した。
99,2020年03月17日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ランドクルーザープラド,2010年06月,"66,700 Km",CBA-TRJ150W,2TR,車枠・車体,不明,後輪のジャッキポイントについて、説明書でリヤアクスルホーシングにかけることとされているが、円筒形のアクスルで、明確に固定できる接点がないため、ジャッキアップをした後、作業で車体が揺れた場合に、容易にジャッキが外れる可能性がある。
100,2020年03月17日,静岡,ＨＰ,ボルボ,Ｖ６０クロスカントリー,2016年06月,"10,500 Km",LDA-FD4204T,D4204T,かじ取り,２０２０年３月２８日,高速走行中にパワーステアリングが故障し、操舵困難になった。
101,2020年03月17日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,スバル,レガシィ,2011年11月,"160,000 Km",DBA-BR9,EJ25,動力伝達,半年くらい前から,発進後、１速から２速に変速する際に、一度ギアがニュートラル状態になり、エンジンがふけ上がってからドーンと大きな衝撃を伴って変速する。
