番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
11,2020年09月30日,埼玉,ＨＰ,スバル,レヴォーグ,2015年01月,"100,000 Km",DBA-VM4,FB16,制動装置,２０２０年９月,ブレーキ倍力装置の故障により、エンジン始動時にブレーキペダルが著しく重くなり、エンジンスタートに難が生じている。
12,2020年09月30日,群馬,ＨＰ,ルノー,アルピーヌ　Ａ１１０,2019年05月,不明,ABA-DFM5P,M5P,エンジン,２０２０年９月７日１５時頃,一般道路を走行中に何の前触れもなくエンジンが停止した。
13,2020年09月30日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ＣＢ６５０Ｆ,2018年10月,不明,2BL-RC83,RC83E,エンジン,不明,オイルポンプからオイルがにじみ出て、下部にあるボルトに雫状に溜まっている。
14,2020年09月30日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,スペーシア,2017年10月,"3,000 Km",DAA-MK42S,R06A-WA04A,エンジン,不明,前進後進を切り替えたとき、エンジンが２３００ｒｐｍくらいまでふける。
15,2020年09月30日,滋賀,ＨＰ,トヨタ,プリウス,2009年08月,"90,700 Km",DAA-ZVW30,2ZR-3JM,車枠・車体,３～４年前から,塗装の捲れ、剥がれが発生した。
16,2020年09月30日,奈良,ＨＰ,三菱,ｅＫクロス,2019年03月,不明,4AA-B38W,BR06-SM21,制動装置,不明,出先で突然オートパーキングブレーキが解除できなくなった。
17,2020年09月30日,広島,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＣＸ－５,2016年09月,不明,不明,不明,その他,不明,純正ナビ（マツダコネクト）において、タッチパネルの効きが悪くなることがあり、ひどいときには５回タッチして１回しか反応しないほどに反応が悪くなる。
18,2020年09月30日,福岡,24時間電話,スズキ,ワゴンＲ,2018年05月,不明,DAA-MH55S,R06A-WA05A,その他,２０２０年９月２８日２２時,エンジンをつけて走り始めたら、レーザーレーダーと単独カメラの一時停止故障の表示が出て、システムがすべて一時停止した。
19,2020年09月30日,鹿児島,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸ,2020年06月,不明,6BA-JF3,S07B,エンジン,不明,エンジン始動後、駐車ブレーキを解除しているのにブレーキがかかったままのような状態で車が動かなくなる。
20,2020年09月29日,宮城,ＨＰ,ＢＭＷ,３２０ｄ,2016年06月,"45,200 Km",LDA-8C29,B47D20A,動力伝達,２０２０年９月,ナビ上にドライブトレーン異常の警告が出た。
21,2020年09月29日,宮城,ＨＰ,スバル,レヴォーグ,2014年09月,"116,000 Km",DBA-VM4,FB16,制動装置,２０２０年９月,ブレーキマスターバッグの不具合により、エンジン始動時及び走行中、複数回ブレーキ操作するとブレーキペダルが重くなる。
22,2020年09月29日,長野,ﾌﾘｰﾀﾞｲｱﾙ,日野,日野プロフィア,2016年01月,"600,000 Km",QPG-FW1EXEJ,E13C,排ｶﾞｽ･騒音,不明,尿素センサーが壊れて走行不能になった。
23,2020年09月29日,長野,ﾌﾘｰﾀﾞｲｱﾙ,日野,日野プロフィア,2018年02月,"350,000 Km",2RG-FW1AHJ,A09C,動力伝達,不明,ＡＴのスイッチが壊れ、ギアがどこにも入らなくなった。
24,2020年09月29日,東京,ＨＰ,プジョー,３０８ＳＷ,不明,不明,LDA-T9WBH01,不明,排ｶﾞｽ･騒音,２０２０年８月,１２ヶ月点検の翌日にアラートランプが点灯し、窒素酸化物処理システムを総取り替えになった。
25,2020年09月29日,東京,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,ポロ,2015年02月,"12,000 Km",DBA-6RCJZ,CJZ,動力伝達,不明,駐車時、ハンドルを切りつつ後退していたところ急発進し、ハンドルがとられたようになった。左ドアミラーが折れて壁にぶつかったがそれでも止まらず後退し続けた。
26,2020年09月29日,東京,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,Ｖ３５０,2007年06月,"115,000 Km",ABA-639811,112M37,乗車装置,新車購入当初から,後部スライドドアが走行中に開く。
27,2020年09月29日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,スバル,フォレスター,2014年02月,"30,000 Km",DBA-SJG,FA20,制動装置,２０２０年７月,倍力装置の不具合でブレーキペダルが固くなり、エンジンがかけにくい。
28,2020年09月29日,茨城,ＨＰ,三菱,ふそうキャンター,2016年12月,"388,000 Km",TPG-FEB50,4P10,エンジン,２０２０年９月２１日,高速道路走行中エンストする。一旦キーＯＦＦ後、再始動すると走行できるが、その後、一般道でもエンストするようになった。
29,2020年09月29日,愛知,ＨＰ,ルノー,アルピーヌＡ１１０,2020年03月,不明,ABA-DFM5P,M5P,エンジン,２０２０年９月２７日１７時頃,信号手前だったためブレーキを踏もうとした瞬間にエンジンストールしそのまま停止してしまった。以後、エンジンがかからず、メーターパネルには「エンジン不具合危険」の警告と共に全アラートランプが点灯した。
30,2020年09月29日,愛知,ＨＰ,カワサキ,Ｎｉｎｊａ１０００,2017年09月,"13,700 Km",2BL-ZXT00W,ZRT00DE,保安灯火,２０２０年９月,テールレンズがひび割れた。
31,2020年09月29日,愛知,ＨＰ,ルノー,アルピーヌＡ１１０,2020年03月,不明,ABA-DFM5P,M5P,エンジン,２０２０年９月２７日１７時頃,信号手前だったためブレーキを踏もうとした瞬間にエンジンストールしそのまま停止してしまった。以後、エンジンがかからず、メーターパネルには「エンジン不具合危険」の警告と共に全アラートランプが点灯した。
32,2020年09月29日,静岡,ＨＰ,ニッサン,デイズ　ハイウェイスターＧ,2016年10月,"32,853 Km",DBA-B21W,3B20,保安灯火,２０２０年９月２６日,助手席側電動ドアミラーが開かなくなった。
33,2020年09月29日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＭＡＺＤＡ３,不明,不明,不明,不明,車枠・車体,不明,前方駐車時、車止めで下カバーが擦れてしまう。
34,2020年09月29日,京都,ＨＰ,ニッサン,ルークス,2012年01月,"75,689 Km",DBA-ML21S,K6A,動力伝達,２０２０年９月１日,ＣＶＴの不良により、ノッキング症状と、減速時と加速時にかなりの振動が発生した。
35,2020年09月29日,鳥取,ＨＰ,ＢＭＷ,Ｚ４,2010年11月,"60,000 Km",ABA-LM25,N52B25A,かじ取り,走行中,ステアリング警告灯が点灯し、パワーステアリングが効かなくなった。
36,2020年09月29日,島根,ＨＰ,スバル,レガシィ,2007年12月,"110,240 Km",CBA-BP5,EJ20,動力伝達,２０２０年９月２９日,停止状態から加速する際、トランスミッション付近から強い衝撃を受けた。
37,2020年09月29日,愛媛,ＨＰ,ニッサン,セレナ,2013年05月,"55,000 Km",HC26,MR20-SM23,電気装置,２０２０年８月,オルタネーターのサブスタータージェネレーターの不具合により、エンジン作動時の異音が次第に大きくなり、一度作動したがエンストした。
38,2020年09月29日,熊本,ＨＰ,ＢＭＷ,１１６ｉ　Ｍスポーツ,2013年03月,"62,000 Km",DBA-1A16,N13B16A,保安灯火,納車日の９月１７日から現在に至る,ヘッドライト内に水滴や曇りが生じる。
39,2020年09月29日,熊本,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ムーヴ,2006年03月,"110,000 Km",CBA-L152S,JB,エンジン,２０２０年９月２２日,タペットカバーパッキン・ヘッドパッキンが弱く、オイル漏れが発生し、ジェネレーターにオイルがかかって発煙した。
40,2020年09月28日,福島,ＨＰ,ホンダ,フィット,2014年09月,"36,363 Km",DBA-GK4,L13B,エンジン,２０２０年７月,エンジンスタートスイッチが不良で反応せず、運転中にスマートキーシステム警告灯が点灯する。
41,2020年09月28日,神奈川,ＨＰ,ＢＭＷ,２１８ｄアクティブツアラー,2015年08月,"39,900 Km",LDA-2C20,B47C20A,動力伝達,２０１９年３月、２０２０年９月,８速ＡＴ搭載車で、ギアが変速しない。停止時から再始動するときにクリープしない。３速から２速のシフトダウン時にショックがある。
42,2020年09月28日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,シーマ,2016年07月,"18,600 Km",DAA-HGY51,VQ35-HM34,かじ取り,不明,高速道路を走行していて、橋のつなぎ目を通る際にハンドルがぶれる。
43,2020年09月28日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ワゴンＲ,2018年03月,不明,DAA-MH55S,R06A-WA05A,制動装置,不明,信号発進時、前方に歩行者等がいないのにも関わらず、ヒトがいると検知し、自動ブレーキが作動した。
44,2020年09月28日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＶＡＮ,不明,不明,HBD-JJ2,不明,動力伝達,不明,セレクターレバーに照明が無く、夜間にセレクターレバーの場所が確認できない。
45,2020年09月28日,栃木,ＨＰ,三菱,タウンボックス,2019年02月,"35,000 Km",ABA-DS17,R06A,制動装置,新車納車時点から,ブレーキペダルの踏み込み初期でブレーキが効かない。急ブレーキに近い踏み方をすると、ペダルが非常に重い。倍力装置のバキュームが掛かっていないかのような重さである。
46,2020年09月28日,山梨,ＨＰ,スバル,フォレスター,2014年11月,"72,000 Km",DBA-SJ5,FB20,制動装置,２０２０年９月,長時間エンジン停止後、エンジン再始動時にブレーキペダルが重くなる。ペダルが踏み込めないため、エンジンがかからないこともある。また、走行中にブレーキが一瞬重たくなることが数回あった。
47,2020年09月28日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,ティグアン,2019年06月,不明,ABA-5NCZD,CZD,エンジン,不明,エンジンの４気筒中３気筒に不具合が発生したため、渋滞走行中に突然警告灯が点灯し、ガタガタと異常な挙動をした。
48,2020年09月28日,大阪,ＨＰ,ホンダ,Ｎ－ＢＯＸカスタム,2019年06月,不明,DBA-JF3,S07B,エンジン,納車から２ヵ月頃２０１９年８月,信号待ちや渋滞時にブレーキペダルを踏んで止まっていると、かなり大きなカタカタ音発生し、ブレーキペダルを踏んでいる時間が長くなると完全にエンジンが停止してしまう。
49,2020年09月28日,大阪,ＨＰ,ニッサン,ＲＯＯＸ,2020年08月,820 Km,4AA-B45A,BR06-SM21,車枠・車体,２０２０年９月２１日,高速道路で時速約１００ｋｍにて走行したところ、助手席側のダッシュボード上部付近から、キーキー音が断続的になり、それが約２時間ほど続いた。
50,2020年09月28日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ＲＯＯＸ,2020年09月,不明,5AA-B44A,BR06-SM21,その他,不明,エアコンの冷えが弱く、夏場の暑い時期になると車内が冷えない。また、吹き出し口から突然温風が出てくることがある。
51,2020年09月28日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ＲＯＯＸ,2020年09月,不明,5AA-B44A,BR06-SM21,その他,不明,エアコンの冷えが弱く、夏場の暑い時期になると車内が冷えない。また、吹き出し口から突然温風が出てくることがある。
52,2020年09月28日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,日野,デュトロ,2011年06月,"130,000 Km",BDG-XZU414M,N04C,排ｶﾞｽ･騒音,不明,ＤＰＦが警告も出ないままで詰まり、エンジンが吹けなくなった。
53,2020年09月28日,鹿児島,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＷＧＮ,2020年05月,不明,6BA-JH3,S07B,車枠・車体,２０２０年８月,当該車両を２０００ｋｍほど使用したところ、右足の内側じん帯が鵞足炎を起こした。
54,2020年09月27日,東京,ＨＰ,アルファロメオ,ジュリア　クワドリフォリオ,2018年05月,"16,000 Km",ABA-95229,670050436,エンジン,２０２０年４月１９日,エンジンをかけたらチェックランプが点灯し、２０ｋｍ／ｈ以上出なくなった。
55,2020年09月27日,神奈川,ＨＰ,ニッサン,デイズルークス,2017年01月,"12,080 Km",DBA-B21A,3B20,保安灯火,２０２０年９月２６日,助手席側のドアミラーが突然開かなくなった。動作音は鳴っていた。
56,2020年09月27日,埼玉,ＨＰ,ニッサン,デイズルークス,2014年06月,"36,742 Km",DBA-B21A,3B20,保安灯火,２０２０年９月２６日,左ドアミラーが閉じなくなった。
57,2020年09月27日,栃木,ＨＰ,スバル,レガシィツーリングワゴン,2003年08月,"158,535 Km",TA-BP5,EJ20,動力伝達,２０２０年９月２４日,ＡＴにて通常走行時に変速せずアクセル空ぶかしの状態となり、その後警告ランプが表示されて３速固定の走行しか出来なくなってしまった。
58,2020年09月27日,兵庫,ＨＰ,ＢＭＷ,Ｍ６クーペ,2013年03月,"84,400 Km",ABA-LZ44M,S63B44B,エンジン,２０１５年１０月に初回の不具合発生,ラジエタークーラントパイプがエンジンの熱により穴があき、冷却水が漏れる。リコールにより当該部分の修理を行っているが、その後も同じ症状が再発している。
59,2020年09月26日,宮城,ＨＰ,トヨタ,ノア,2009年09月,"100,000 Km",DBA-ZRR70W,3ZR,車枠・車体,２０２０年９月,突然ルーフの塗装がボロボロ剥がれた。
60,2020年09月26日,千葉,ＨＰ,ホンダ,Ｎ－ＢＯＸ,2013年01月,"70,500 Km",DBA-JF1,S07A,動力伝達,２０２０年８月,走行中にＣＶＴより異音が鳴るようになった。
61,2020年09月26日,埼玉,ＨＰ,アウディ,Ａ４アバント,2012年02月,"67,000 Km",DBA-8KCDNF,不明,動力伝達,２０２０年９月２０日,発進時、ＭＴ車でいうところのクラッチペダルをいきなり離してエンストしたようなショックを感じた。
62,2020年09月26日,茨城,ＨＰ,三菱,ランサーエボリューションＸ,2008年03月,"120,000 Km",CBA-CZ4A,4B11,動力伝達,２０２０年９月,ツインクラッチＳＳＴ搭載車で、ギヤが１段しか入らず、後にマニュアル操作で奇数段ギヤのみ入る状態になった。
63,2020年09月26日,愛知,ＨＰ,ダイハツ,タフト,2020年07月,995 Km,5BA-LA900S,KF,車枠・車体,１ヶ月点検終了後,車両後部タイヤ付近よりガタガタ、ギシギシと異音が発生する。
64,2020年09月26日,三重,ＨＰ,フォルクスワーゲン,パサート,2014年03月,"145,000 Km",DBA-3CCAX,CAX,制動装置,２０２０年９月２３日,マスターバッグの故障により、一般国道を約４０ｋｍ／ｈで走行中にブレーキペダルを踏んだところ、突然踏み代がガクッと浅くなり、ブレーキがほとんど効かなくなった。
65,2020年09月26日,広島,ＨＰ,ニッサン,セレナ　ライダー,2012年08月,"98,000 Km",DAA-HC26,MR20-SM23,動力伝達,２０２０年９月,ＣＶＴの不具合により、発進から３０ｋｍ／ｈ～４０ｋｍ／ｈの間にガタガタと激しく車体が揺れるほどの振動が発生した。
66,2020年09月26日,岡山,ＨＰ,ニッサン,デイズルークス,2014年02月,"40,950 Km",DBA-B21A,3B20,保安灯火,２０２０年,助手席側電動格納ミラーから異音がし、動作しない。
67,2020年09月25日,北海道,ＨＰ,マツダ,ＣＸ－５,2015年06月,"80,000 Km",LDA-KE2AW,SH-VPTS,動力伝達,２０１９年後半,変速時に車体全体に音が響く変速ショックが発生する。
68,2020年09月25日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナｅ－ＰＯＷＥＲ,2020年05月,"2,000 Km",DAA-HFC27,HR12-EM57,制動装置,２０２０年９月１２日,ポールが並ぶ狭いコインパーキングで後退して駐車しようとしたところ、車止めまであと８０ｃｍくらいのところで「ピー」という警告音がして、何度アクセルペダルを踏んでも進まなくなった。あきらめて、アクセルからブレーキに踏み換えたところ、モーターが大きな作動音をたて後退ギアのまま急発進し、看板のポールに激突して止まった。
69,2020年09月25日,神奈川,ＨＰ,スバル,アウトバック,2011年09月,"46,500 Km",DBA-BR9,EJ25,制動装置,２０２０年９月,９月車検後に一晩程度でブレーキペダルが非常に硬くなり、エンジンスタートが困難になった。
70,2020年09月25日,神奈川,ＨＰ,フォルクスワーゲン,ゴルフヴァリアント,2014年01月,"39,354 Km",DBA-AUCHP,CHP,走行装置,２０２０年９月１３日,スピードセンサーの故障により、タイヤ空気圧異常を知らせる警告ほか、５カ所のエラー表示が出た。
71,2020年09月25日,千葉,ＨＰ,ＢＭＷ,３２０ｄ,2014年12月,"39,000 Km",LDA-3D20,N47D20C,制動装置,２０１８年５月～２０２０年９月,スタートボタンをＯＮにした時にＡＢＳ、空気圧、歩行者検知が不能になる警告が出た。
72,2020年09月25日,千葉,ＨＰ,ボルボ,Ｖ６０,2012年09月,"28,200 Km",DBA-FB4164T,B4164T,乗車装置,２０２０年９月,ドアロックができない。
73,2020年09月25日,埼玉,ＨＰ,メルセデス・ベンツ,Ｅ４００,2017年01月,"22,000 Km",RBA-213071,276,排ｶﾞｽ･騒音,２０２０年７月及び９月,ＮＯｘセンサーの不具合により、エンジンチェックランプが点灯した。
74,2020年09月25日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2013年12月,"380,000 Km",TKG-FEB90,4P10,排ｶﾞｽ･騒音,不明,アドブルーが噴射されておらず、マフラーの弁が詰まる。
75,2020年09月25日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2013年12月,"380,000 Km",TKG-FEB90,4P10,エンジン,２０２０年９月頭,エンジンのロッカーアームが破損したため、一般道走行中にエンジンから異音がしたのち、エンジンが停止し、再始動不能になった。
76,2020年09月25日,愛知,電話,ダイハツ,ムーヴ,2012年03月,"52,088 Km",DBA-LA100S,KF,かじ取り,不明,ステアリングコラムチューブが破損して、ハンドルがきれなくなった。
77,2020年09月25日,愛知,ＨＰ,スバル,インプレッサスポーツ,2014年12月,"35,000 Km",DBA-GP6,FB20,制動装置,約２週間前,ブレーキ倍力装置の不具合により、エンジン始動時にブレーキペダルを踏むと固くなっている。
78,2020年09月25日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,Ｃ－ＨＲ,2017年10月,"30,000 Km",DAA-ZYX10,2ZR-1NM,車枠・車体,不明,高速道路を走行中にボンネットが開いて事故になった。
79,2020年09月25日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,いすゞ,ギガ,2019年12月,"30,000 Km",2KG-CYZ77C,6UZ1,エンジン,不明,定量８ｔを載せると坂道で発進ができない。
80,2020年09月25日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,いすゞ,ギガ,2013年06月,"208,800 Km",QDG-CYZ77AV,6UZ1,動力伝達,不明,ミッションがすぐ壊れる。７速で異音がする。
81,2020年09月25日,岐阜,ﾌﾘｰﾀﾞｲｱﾙ,いすゞ,フォワード,2014年10月,"200,000 Km",TKG-FRR90T2,4HK1,エンジン,２０２０年９月１０日,走行中にエンストし、再始動出来なくなった。。
82,2020年09月25日,京都,電話,ボルボ,Ｖ６０,2014年06月,不明,DBA-FB4164T,B4164T,動力伝達,不明,走行中、パネル内にミッション機能低下と表示され、ギアが抜けて走行が困難になる。
83,2020年09月25日,兵庫,電話,スズキ,ハスラー,2016年06月,"75,000 Km",DAA-MR41S,R06A-WA04A,エンジン,２０２０年９月２４日,ファンベルトテンショナーが折損したため、走行中に突然エンジンが停止した。
84,2020年09月25日,兵庫,ＨＰ,トヨタ,ＭＲ－Ｓ,2001年06月,"111,600 Km",TA-ZZW30,1ZZ,動力伝達,２０２０年９月１９日,走行中、ミッション警告等が突然点灯し、シーケンシャルマニュアルミッションの変速ができなくなり、何度もエンストした。
85,2020年09月25日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうスーパーグレート,2012年08月,"1,100,000 Km",QKG-FU54VZ,6R10,燃料装置,不明,オイルポンプのリコール措置を済ませた車で、オイルポンプが詰まった。
86,2020年09月25日,広島,ＨＰ,ニッサン,セレナ,2012年07月,"38,645 Km",DAA-HFC26,MR20-SM23,動力伝達,２０１９年１月,ＣＶＴの不具合により、高速道路を走行中、突然ガタガタとするとともにエンジンが停止しそうになった。
87,2020年09月25日,徳島,ＨＰ,トヨタ,ランドクルーザープラド,2015年06月,"32,000 Km",LDA-GDJ150W,1GD,排ｶﾞｽ･騒音,２０２０年８月頃,アドブルーの残量を警告する頻度が高過ぎる。
88,2020年09月24日,北海道,電話,フォルクスワーゲン,イオス,2008年01月,"100,000 Km",GH-1FBUB,BUB,燃料装置,１年半前及び３日前,リレーの接触不良で燃料ポンプが動かなくなる
89,2020年09月24日,岩手,ＨＰ,アウディ,Ａ３,2013年12月,"92,250 Km",DBA-8VCXS,CXS,動力伝達,不明,Ｓトロニック（自動変速機）の不良により、「ギアボックスに異常。走行はできます。」という警告メッセージが表示された。
90,2020年09月24日,東京,ＨＰ,スバル,レガシィツーリングワゴン,2012年11月,"63,800 Km",DBA-BRG,FA20,制動装置,不明,ブレーキブースターの不良により、エンジン始動時にブレーキペダルが重くなる。
91,2020年09月24日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ジープ,ラングラー,2019年09月,不明,ABA-JL36L,G,エンジン,２０２０年９月２２日,走行中にピピピーという警報音の後、メーター周りが一斉に機能を停止した。一度停車をして再始動をしようとしてみたが、停車後再始動不能になり、レッカー搬送になった。
92,2020年09月24日,東京,ﾌﾘｰﾀﾞｲｱﾙ,スバル,レヴォーグ,不明,"14,000 Km",DBA-VM4,FB16,制動装置,不明,右後輪のセンサー不良により、ＡＢＳの警告ランプが点灯した。
93,2020年09月24日,神奈川,ＨＰ,ニッサン,サファリ,2002年11月,"31,000 Km",TA-WFGY61,TB48,その他,２０２０年７月頃,燃料計が満タン表示から最大でも１／４ほどしか動かなくなった。燃料の残量が正確でない。
94,2020年09月24日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ＰＣＸ１２５,不明,"3,000 Km",2BJ-JF81,不明,かじ取り,不明,５０ｋｍ／ｈくらいで走行すると、ハンドルが激しく振れる。
95,2020年09月24日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2019年08月,不明,2PG-FEB90,4P10,エンジン,不明,新車納車から３～４回程度のオイル交換しかしていないのに、エンジンのオイルキャップが破損した。
96,2020年09月24日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ワゴンＲ,2014年03月,"150,000 Km",DBA-MH34S,R06A,エンジン,不明,エアコンのコンプレッサー不良により、エンストをした。コンプレッサーの交換でエンストはしなくなったが、その後もエアコンの効きは良くなっていない。
97,2020年09月24日,三重,ＨＰ,メルセデス・ベンツ,Ｅ３５０ｅ,2017年12月,"19,642 Km",DLA-213050C,274-EM0009,電気装置,２０２０年６月５日,バックアップバッテリーが故障し、ディスタンスパイロットが作動しなくなる。
98,2020年09月24日,大阪,ＨＰ,スバル,インプレッサＳＰＯＲＴ,2013年10月,"44,860 Km",DBA-GP7,FB20,制動装置,２０２０年７月,エンジン始動時にブレーキペダルの踏み応えが重たい。エンジンがかかると軽くなる。
99,2020年09月24日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,スバル,ＸＶ,2018年05月,不明,DBA-GT3,FB16,動力伝達,不明,低速走行や、高速走行をしている際に、突然後方から押されるような振動が出る。
100,2020年09月24日,京都,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,パサート,不明,不明,不明,不明,エンジン,２０２０年８月末,信号待ちで突電エンジンが止まっていたことがある。
101,2020年09月24日,滋賀,ＨＰ,アウディ,Ｓ３スポーツバック,2014年08月,"43,000 Km",ABA-8VCJXF,CJX,制動装置,２０２０年９月３日,ブレーキセンサーの不良により、高速道路走行中に警報音と共にメーターパネルのＡＢＳ警告灯や他の警告灯が次々に点灯した。
102,2020年09月23日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,ハーレーダビッドソン,ストリートグライド　スペシャル,2017年09月,"20,300 Km",EBL-FLC,C,制動装置,２０２０年９月２２日,車検とリコール措置後、ブレーキの戻りが悪くなり、引きずるようになった。
103,2020年09月23日,富山,来訪,トヨタ,ハイエース,2001年07月,"213,100 Km",KG-LH178V,5L,エンジン,不明,継続検査で持ち込んだ際、エンジンのコンロッドが折損し、エンジンオイルが漏れてしまった。
104,2020年09月23日,東京,ＨＰ,ホンダ,Ｎ－ＢＯＸ,2018年03月,"8,240 Km",DBA-JF3,S07B,制動装置,２０２０年８月１日,後輪ブレーキからキーという鳴き（異音）が出る。
105,2020年09月23日,東京,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,パサート,2011年08月,"190,000 Km",DBA-3CCAX,CAX,動力伝達,不明,変速機のリコール修理後、１速から加速しなくなった。後退して駐車しようとしたら後退も出来なくなっていた。
106,2020年09月23日,東京,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,エスクード,2007年07月,"104,500 Km",DBA-YE21S,J20A,動力伝達,２０２０年８月９日から,四駆の警告灯が３つ同時に点滅する。
107,2020年09月23日,神奈川,ＨＰ,スバル,インプレッサスポーツ,2013年03月,"87,132 Km",DBA-GP7,FB20,制動装置,２０１９年３月頃,マスターバックの気密不良により、朝一のエンジン始動時にブレーキペダルの踏み応えが重い。
108,2020年09月23日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ウェイク,2015年03月,"70,000 Km",DBA-LA700S,KF,保安灯火,不明,走行中にウインカーをつけたところ、点滅しなかった。その後、エンジンを停止しても消灯しなかったため、バッテリーを外した。
109,2020年09月23日,福井,ＨＰ,ホンダ,フィットシャトルハイブリッド,2012年07月,"107,900 Km",DAA-GP2,LDA-MF6,乗車装置,２０２０年９月２３日,外部のドアロックボタンが硬く、なかなかロックができない。
