番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
35,2020年07月29日,広島,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,スペーシア,2020年02月,不明,DAA-MK53S,R06A-WA05A,制動装置,不明,ブレーキ関連の電気系統の不良により、車を使用中にブレーキランプが常時点灯し、ＡＢＳ・ブレーキアシストの警告灯が点いて、各機能が作動しなくなった。
36,2020年07月29日,香川,電話,日野,レンジャー,2016年09月,"84,700 Km",QKG-FE7JLAA,J07E,保安灯火,新車登録より３年１０ヶ月後,高速道路を運行中に直左確認鏡の取付が破損した。
37,2020年07月28日,山形,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ハイゼットトラック,2018年07月,"17,000 Km",EBD-S510P,KF,動力伝達,２０２０年２月,クラッチを踏むと空回りするような音がした。
38,2020年07月28日,神奈川,24時間電話,ニッサン,リーフ,2017年11月,不明,ZAA-ZE1,EM57,その他,不明,ナビの操作や、オーディオの操作ボタンが受け付けられなくなる。アラウンドビューモニターのカメラボタンを押すと復旧する。
39,2020年07月28日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,１１８ｉ,2006年02月,"92,200 Km",GH-UF18,N46B20B,エンジン,不明,カムシャフトの根元が折損した。
40,2020年07月28日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2013年11月,"210,000 Km",TKG-FEB50,4P10,エンジン,不明,タイミングチェーンのリコール作業を受けた車で、処置から１年半後に高速走行中にエンストをし、再始動不能になった。
41,2020年07月28日,茨城,ＨＰ,ホンダ,Ｎ－ＢＯＸ,2013年05月,"102,111 Km",DBA-JF1,S07A,エンジン,不明,エンジンとタイミングチェーンケースとの接合面の液体ガスケットの組み付け不良により、エンジンオイルが漏れた。
42,2020年07月28日,茨城,ＨＰ,ＢＭＷ,Ｍ４,2014年12月,不明,CBA-3C30,S55B40A,エンジン,１ヶ月程前,クランクハブに共締めされているカムチェーンスプロケットが滑り、タイミングがずれてバルブクラッシュしたため、走行中にガラガラ音と共にエンジンが停止し、エンジンブローとなった。
43,2020年07月28日,愛知,ＨＰ,ホンダ,Ｎ－ＢＯＸ,2015年07月,"45,815 Km",DBA-JF1,S07A,エンジン,２０２０年７月２８日,一般の認証工場に車検で持ち込んだらエンジンのオイル漏れを指摘された。
44,2020年07月28日,愛知,ＨＰ,ニッサン,セレナ,2012年12月,"90,000 Km",DAA-HC26,MR20-SM23,動力伝達,２０２０年７月１８日,ＣＶＴの不具合により、アクセルペダルを踏んでもスピードが上がらず、信号で停止後にはアクセルペダルを踏んでも進まなくなった。
45,2020年07月28日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ハスラー,2020年04月,不明,5AA-MR92S,R06D-WA04C,制動装置,不明,雨天などで頻繁に自動ブレーキのエラー表示が出る。
46,2020年07月27日,東京,文書,マツダ,ＣＸ－５,2018年11月,不明,6BA-KF5P,PY,その他,不明,自動ブレーキ、およびＡＴ誤発進抑制制御機能が作動不良もしくはカタログおよびガイドブック記載の性能を満たさない可能性がある。
47,2020年07月27日,東京,ＨＰ,ニッサン,リーフ,2020年02月,256 Km,ZAA-ZE1,EM57,制動装置,２０２０年７月１９日　日曜日　１３時３０,ブレーキペダルを踏んでスタートボタンを押したところ、インジケーターが全て点灯し「システム故障　取り扱い説明書を見てください」と警告メッセージがでて、ブレーキを踏んでるのにもかかわらず車が前進してしまい、思いっきりブレーキペダルを踏むとガッガッガッと車が揺れ、前進と停止と両方をやってるような感じでやっと停止した。
48,2020年07月27日,東京,ﾌﾘｰﾀﾞｲｱﾙ,スバル,レヴォーグ,2014年09月,"31,000 Km",DBA-VM4,K6A,制動装置,２０２０年７月,ブレーキ倍力装置の不具合により、エンジン始動時にブレーキペダルが重くなる。
49,2020年07月27日,千葉,ＨＰ,ＢＭＷ,Ｘ１　ｘｄｒｉｖｅ２０ｉ,2012年06月,"66,300 Km",DBA-VM20,N20B20A,燃料装置,２０２０年７月２６日,走行中に突然燃料ポンプ異常のメッセージが出て、約１０秒後にガス欠のような症状でエンジンが停止した。
50,2020年07月27日,茨城,ＨＰ,三菱,ふそうキャンター,2016年10月,"257,000 Km",TKG-FEB50,4P10,動力伝達,２０２０年７月２５日,１年前からＡＴの変速ショックが大きくなっていたが、最終的に発進不能になった。
51,2020年07月27日,茨城,ＨＰ,三菱,ふそうキャンター,2016年12月,"320,000 Km",TKG-FEB50,4P10,動力伝達,２０２０年６月３０日,走行中、信号などで減速すると、追突されたようなショックがある。
52,2020年07月27日,愛知,ＨＰ,ニッサン,セレナ,2014年07月,"46,000 Km",DAA-HC26,MR20-SM23,エンジン,２０１９年７月～２０２０年７月の暑い時期,ラジエーターファンモータの不良により、エンジンをかけて停車中にエアコンが効かなくなり、高水温警告灯が赤く点灯する。
53,2020年07月27日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2014年01月,"109,000 Km",TPG-FBA00,4P10,動力伝達,不明,デュオニック（自動変速機）搭載車で、内部の不良により、２速から３速に上がらなくなり、警告灯が点灯するようになった。
54,2020年07月27日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸ,不明,不明,不明,不明,制動装置,不明,一般道を走行中に突然ブレーキが効かなくなったため、駐車ブレーキとギアをＰレンジに入れて惰性で停車させたが、その後に再始動をしようとしたところ、メーターパネルの表示がバチバチと点滅するような状態でエンジンが始動できなくなった。
55,2020年07月27日,岐阜,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,アクティ,2010年03月,"71,200 Km",EBD-HA9,E07Z,その他,不明,エアコンを使用すると異音がする。
56,2020年07月27日,大阪,ＨＰ,スズキ,スイフトスポーツ,2020年06月,48 Km,4BA-ZC33S,K14C,車枠・車体,２０２０年７月２３日,ホイールの取り付け位置が左右対称になっておらず、左前輪タイヤのみ左に２０ｍｍ以上出ている。
57,2020年07月27日,大阪,ＨＰ,ニッサン,セレナ,2011年03月,"148,600 Km",DBA-C26,MR20,動力伝達,２０１８年９月,ＣＶＴのチェーンが切れたため、パネルに警告表示が出た上で、アクセルペダルを踏んでも前に進まず、エンジンが空回りするだけになった。時間が経ったあと、アクセルペダルを踏むとエンジンがストップし、全ての電源が落ちた。
58,2020年07月27日,大阪,ＨＰ,マツダ,デミオ,2004年09月,"154,000 Km",DBA-DY3W,ZJ,走行装置,不明,リアのドラム一体型ハブのドラムとハブが走行中に剥離損壊し、ドラム部分と車輪が外れ走行不能になった。
59,2020年07月27日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,カムリハイブリッド,2011年11月,"81,100 Km",DAA-AVV50,2AR-2JM,制動装置,不明,高速道路で追い越しのため、ハンドルを右に切り込んだところ、ＡＢＳ・トラクションコントロールが働いて、ブレーキがかかったようになった。
60,2020年07月27日,愛媛,ＨＰ,ホンダ,Ｎ－ＢＯＸ,2015年08月,"38,000 Km",DBA-JF1,S07A,エンジン,車検の事前見積もりで発見,タイミングチェーンのカバーよりオイル漏れが発見された。
61,2020年07月27日,高知,ﾌﾘｰﾀﾞｲｱﾙ,三菱,パジェロ,2009年06月,"170,000 Km",ADC-V98W,4M41,エンジン,不明,国３４４１で、エンジンのタイミングチェーンのリコール作業を受けた車両であるにも関わらず、走行中にタイミングチェーンが切れて、エンジンがとまった。
62,2020年07月27日,大分,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ワゴンＲ,2010年12月,"88,300 Km",DBA-MH23S,K6A,かじ取り,不明,ステアリングロックの不良により、エンジンが始動できなくなった。
63,2020年07月26日,宮城,ＨＰ,マツダ,ＣＸ－５,2012年08月,"82,000 Km",LDA-KE2AW,SH,保安灯火,２０２０年７月,右ドアミラーを開こうとすると、途中で止まり、開き切らない。
64,2020年07月26日,宮城,ＨＰ,マツダ,ＣＸ－５,2012年08月,"82,000 Km",LDA-KE2AW,SH,エンジン,２０２０年４月,ラジエータの冷却水が漏れた。
65,2020年07月26日,神奈川,ＨＰ,スバル,レガシィ,2007年06月,"81,000 Km",ABA-BP5,EJ20,動力伝達,２０２０年５月１９日,クラッチペダルを踏み込んでニュートラルにした後にペダルを戻そうしたが、床からペダルが戻らなくなった。整備の結果レリーズフォークが破断していた。
66,2020年07月26日,千葉,ＨＰ,ニッサン,ティーダ,2012年02月,"35,200 Km",DBA-C11,HR15,その他,２０２０年７月,エアコンコンプレッサーの不良により、エアコンが効かない。
67,2020年07月26日,千葉,ＨＰ,トヨタ,ハリアー,2017年06月,"16,000 Km",DBA-ASU60W,8AR,保安灯火,中古車購入直後,ヘッドライトコーナリングランプがちらつく。
68,2020年07月26日,栃木,ＨＰ,シトロエン,Ｃ４　ピカソ,2014年12月,"65,000 Km",ABA-B7875G01,5G01,排ｶﾞｽ･騒音,２０１９年２月以降断続的に,カーブの多い道を走行中、エンジンのパワーがなくなり、走行時に大きな振動がして加速できなくなる。
69,2020年07月26日,福井,ＨＰ,ダイハツ,ソニカ,2006年10月,"94,991 Km",CBA-L405S,KF,エンジン,購入後,エンジンオイル消費が著しい。
70,2020年07月26日,大阪,ＨＰ,ニッサン,セレナ,2009年11月,"145,600 Km",DBA-C25,MR20,保安灯火,２０２０年７月,ステアリング部分のエアバッグスパイラルケーブルの断線により、クラクションが鳴らなくなった。
71,2020年07月26日,兵庫,ＨＰ,フォルクスワーゲン,ゴルフヴァリアント,2011年11月,"39,983 Km",DBA-1KCAV,CAV,制動装置,２０２０年７月２５日,ＡＢＳユニットの不具合により、警告灯と警告音が鳴る。
72,2020年07月26日,兵庫,ＨＰ,スバル,インプレッサスポーツ,2013年05月,"112,500 Km",DBA-GP7,FB20,制動装置,２０２０年７月,エンジン始動時、ブレーキペダルが相当な強い力をかけないと踏み込めなくなった。
73,2020年07月25日,東京,ＨＰ,ニッサン,セレナ,2017年08月,"47,805 Km",DAA-GFC27,MR20-SM24,制動装置,２０２０年７月,パーキングブレーキ故障ランプが点灯し、パーキングブレーキが作動しなくなった。
74,2020年07月25日,神奈川,ＨＰ,ニッサン,エクストレイルハイブリッド,2016年03月,"50,100 Km",DAA-HNT32,MR20-RM31,エンジン,半年位前から、時々,アクセルペダルを踏んでもスムーズに発進しない事があった。その後、赤信号で停止後、エンストした。また、異音もするようになった。
75,2020年07月25日,大阪,ＨＰ,三菱,ＭＩＮＩＣＡＢ－ＭｉＥＶ,2014年06月,"59,700 Km",ZAB-U68T,Y51,電動機(モーター),２０２０年,充電ケーブルのコントロールボックスの表示がＦＡＵＬＴになり、充電ができなくなったため、充電ケーブルのコントロールボックスを分解してみたところ、内部が発熱・発火している状態を確認した。
76,2020年07月25日,京都,ＨＰ,スバル,レガシィ,2013年07月,"48,060 Km",DBA-BMM,FB25,制動装置,２０１９年１１月,エンジン再始動の際、前回のエンジン停止から３０分経過するとブレーキペダルの踏み込みが硬くなる。
77,2020年07月25日,兵庫,ＨＰ,ポルシェ,ケイマンＳ,2007年08月,"68,000 Km",ABA-98721,21,エンジン,２０２０年７月,４番シリンダーの内部に傷が出来、オイル上がりを起こしたため、白煙を排気するようになった。
78,2020年07月25日,福岡,ＨＰ,スバル,ＢＲＺ,2014年12月,"62,984 Km",DBA-ZC6,FA20,エンジン,２０１９年１２月に１回目、２０２０年７月,一般道を走行中に、警告もなくいきなりエンジンが停止した。
79,2020年07月24日,北海道,ＨＰ,ニッサン,スカイライン３５０ＧＴＦＯＵＲ,2017年11月,"52,000 Km",DAA-HNV37,VQ35-HM34,動力伝達,２０２０年５月頃,ＥＶ低速走行時からエンジン出力になった時にエンジンルームからキュ、キュルと異音あり。クラッチの滑りがありディーラーでクラッチ交換をした。
80,2020年07月24日,北海道,ＨＰ,ニッサン,スカイライン３５０ＧＴＦＯＵＲ,2017年11月,"52,000 Km",DAA-HNV37,VQ35-HM34,制動装置,２０１９年１２月頃,見通しの良い直線道路をオートクルーズ運転中に障害物センサーが突然作動し、急ブレーキがかかった状態になった。
81,2020年07月24日,福井,ＨＰ,ダイハツ,ロッキー,2020年01月,"3,741 Km",5BA-A210S,1KR,制動装置,２０２０年４月ころから,バックの後、ギアをドライブに入れると前輪ブレーキ部品からギューという音を発する。
82,2020年07月23日,北海道,ＨＰ,トヨタ,プリウス,2010年05月,不明,DAA-ZVW30,2ZR-3JM,車枠・車体,２０２０年７月２３日,カラーナンバー０７０のホワイトパール色塗装の車で、塗装がポロポロと剥がれる。
83,2020年07月23日,東京,ＨＰ,ニッサン,ルークス　ハイウェイスター,2013年02月,"30,600 Km",DBA-ML21S,K6A,かじ取り,２０２０年７月２１日,プッシュスタート方式の車で、突然エンジンがかからなくなった。
84,2020年07月23日,神奈川,ＨＰ,ニッサン,ジューク,2011年08月,"65,000 Km",DBA-YF15,HR15,動力伝達,２０２０年６月２６日,中央道の上り坂走行時、ＣＶＴの不具合で走行できなくなったため、惰性で路肩に流れ着いた。
85,2020年07月23日,千葉,ＨＰ,ニッサン,デイズ,2014年01月,"34,000 Km",DBA-B21W,3B20,保安灯火,２０２０年７月１７日,助手席側ドアミラーが、モーター音はするが格納しなくなった。
86,2020年07月23日,埼玉,ＨＰ,マツダ,アクセラスポーツ,2017年02月,"27,200 Km",DBA-BM5FS,P5,保安灯火,３年５ヶ月,左側サイドミラーが格納時に途中で停止する。
87,2020年07月23日,埼玉,ＨＰ,マツダ,デミオ,2017年02月,"41,000 Km",DBA-DJ3FS,P3,保安灯火,２０２０年５月中旬,自動開閉ドアミラーの片側が、ドアロックを解除しても半分ぐらいしか開かない。
88,2020年07月23日,山梨,ＨＰ,トヨタ,ハイエース,2019年07月,"8,642 Km",QDF-GDH206V,1GD,車枠・車体,今年７月,ルーフの左側の１番固い部分１列において、傷がないのにも関わらず数ヶ所のヘコミが確認された。
89,2020年07月23日,静岡,ＨＰ,マツダ,アクセラハイブリッド,2013年11月,"53,500 Km",DAA-BYEFP,PE-MG,エンジン,２０２０年７月２２日,ナビゲーションのモニターにハイブリッドシステムが異常と出た後、エンジンが停止し、まったく起動しなくなった。
90,2020年07月23日,三重,ＨＰ,メルセデス・ベンツ,ＡＭＧ　Ｃ４３,2019年03月,"7,000 Km",CBA-205064,276M30,その他,購入後,コックピットディスプレーをＳｕｐｅｒ　Ｓｐｏｒｔモードにしている際、特定の操作順序でエンジンをかけると、左側のディスプレイがオーナーが前回の運転時に設定していた画面にならず、デフォルト状態（日付・曜日の画面）になる。
91,2020年07月22日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ノート,不明,"10,000 Km",DBA-E12,HR12,エンジン,不明,走行中に減速してエンジンストールしたため、ハンドルが重くなり、ブレーキがきかなくなった。何度か始動してようやく交差点を脱してレッカーされた。
92,2020年07月22日,神奈川,電話,ニッサンMI(生産国：スペイン),ｅ－ＮＶ２００,2015年11月,不明,ZAB-VME0,EM57,電気装置,不明,バッテリー残量表示と実際の走行距離が異なる。
93,2020年07月22日,神奈川,ＨＰ,ニッサン,ノート,2014年06月,不明,DBA-E12,HR12,その他,常時,速度計が実際の速度より高く表示される。
94,2020年07月22日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,デイズ,2014年03月,"47,000 Km",DBA-B21W,3B20,乗車装置,２０２０年６月,ドアロックアクチュエーターの不良で、ドアの外側からボタンで押すとロックしない不具合が立て続けに３カ所発生した。
95,2020年07月22日,千葉,ＨＰ,ダイハツ,ハイゼットトラック,1996年07月,不明,V-S100P,EF,エンジン,２０１８年,走行中クランクプーリーの一部が脱落した。
96,2020年07月22日,千葉,ＨＰ,ダイハツ,ハイゼットトラック,2001年04月,不明,GD-S200P,EF,エンジン,２０１９年９月,クランクプーリーの一部が脱落した。
97,2020年07月22日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,日野,日野レンジャー,2009年06月,"635,300 Km",BKG-FC7JJYA,J07E,制動装置,不明,ブレーキ鳴きがどうしても直らない。
98,2020年07月22日,兵庫,電話,スズキ,レッツ４,2014年07月,"10,000 Km",CA45A,不明,かじ取り,先月,バイクを押して移動しているときに左側のグリップが抜けて、ふらついて転倒しそうになった。
99,2020年07月22日,広島,ＨＰ,トヨタ,ランドクルーザープラド,2007年05月,"130,000 Km",CBA-TRJ120W,2TR,車枠・車体,４～５年前,パールホワイト色塗装の車で、ボンネット、天井、ドア等の塗装が剥がれた。
100,2020年07月22日,不明,24時間電話,三菱,ふそうスーパーグレート,不明,"700,000 Km",不明,不明,動力伝達,２０２０年７月２０日,クラッチのレリーズベアリングが外れて突然車が動かなくなった。
101,2020年07月21日,福島,ﾌﾘｰﾀﾞｲｱﾙ,スバル,ＸＶ,2019年09月,不明,DBA-GT7,FB20,電気装置,２０２０年７月,コンピューターの不良により、走行中に突然多数の警告灯が点灯するとともに「直ちに運転を中止し、販売店へ連絡せよ」というエラーメッセージが表示された。退避場所が無く、ひとまず自宅まで走行したところ、徐々にハンドルが重くなり、自宅に着いたときには、ギアがＲや、Ｐに動かせない状態になった。
102,2020年07月21日,長野,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,デイズ,2014年09月,"58,000 Km",DBA-B21W,3B20,保安灯火,２０２０年,助手席側のドアミラーが、モーターの音はするが、開かなくなった。
103,2020年07月21日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナ,2012年02月,"95,000 Km",DBA-FC26,MR20,電気装置,２０２０年７月,オルタネーターの不良により、エンジンをかけた際に、カタカタと異音がするようになった。
104,2020年07月21日,神奈川,ＨＰ,マツダ,デミオ,2015年10月,"30,000 Km",DBA-DJ3FS,P3,その他,２０２０年５月,エバポレーターの不良により、エアコンの冷房が運転し始めは冷たい風が出るが、徐々に風が弱くなり、止まる。
105,2020年07月21日,千葉,電話,アウディ,Ｓ７　ＳＰＯＲＴＢＡＣＫ　Ｒ,2014年03月,"34,160 Km",ABA-4GCEUL,CEU,エンジン,不明,高速道路走行中に突然エンジンが不調になり、エンジンが停止した。
