番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
11,2020年11月29日,茨城,ＨＰ,トヨタ,クラウンアスリートハイブリッド,2015年11月,不明,DDA-AWS210,2AR-1KM,かじ取り,２０１８年１２月,ハンドルが取られる、左に寄っていく。
12,2020年11月29日,栃木,ＨＰ,トヨタ,アクア,2012年07月,"16,500 Km",DAA-NHP10,1NZ-1LM,保安灯火,不明,左テールレンズ内部に水が溜まる。以前に右のテールにも溜まっていた。
13,2020年11月29日,愛知,ＨＰ,アウディ,Ａ３スポーツバック,2018年06月,不明,DBA-8VCXS,CXS,動力伝達,購入以来　断続的に,駐車場などで低速で後退中に、突然ガガガと音がして急に止まってしまう。
14,2020年11月29日,三重,ＨＰ,ホンダ,Ｎ－ＢＯＸｃｕｓｔｏｍ,2015年09月,"48,100 Km",DBA-JF1,S07A,エンジン,今年の９月頃から,エコモード中の信号待ちで発進しようとブレーキを離すとエンストする。
15,2020年11月29日,大阪,ＨＰ,トヨタ,エスティマハイブリッド,2013年06月,"128,600 Km",DAA-AHR20W,2AZ-2JM-2FM,制動装置,２０２０年１１月１５日（日曜）,メーターパネルに警告表示と警告音がして、ブレーキペダルを踏んでも効いている手応えが無くなった。
16,2020年11月28日,北海道,ＨＰ,トヨタ,エスクァイア,2018年01月,"30,011 Km",DBA-ZRR85G,3ZR,制動装置,不明,長時間駐車後　走り出す時にブレーキを引きずっている感じの異音が出る。
17,2020年11月28日,秋田,ＨＰ,スズキ,ハスラー,2016年02月,"99,477 Km",DAA-MR41S,R06A-WA04A,エンジン,２０２０年１１月２７日,ベルトテンショナーを固定するボルトが折損した。
18,2020年11月28日,新潟,ＨＰ,ホンダ,ＳＨＵＴＴＬＥ,2017年03月,"38,367 Km",DAA-GP7,LEB-H1,その他,２０２０年９月１９日,コンデンサーからの冷媒漏れによりエアコンが効かなくなった。
19,2020年11月28日,東京,ＨＰ,ニッサン,エクストレイル,2017年07月,"33,700 Km",DBA-NT32,MR20,制動装置,２０２０年１１月２８日,２車線道路を走行中、何もない所で警告音なく突然自動ブレーキがかかり停車した。
20,2020年11月28日,神奈川,ＨＰ,ニッサン,セレナ,2012年12月,"60,000 Km",DAA-HFC26,MR20-SM23,電気装置,２０２０年１１月３日,オルタネーターの故障により、エンジンルーム内からカラカラと音がし、１１月２７日にはアイドリングストップしなくなり、ＡＵＴＯ部分が常時点滅するようになった。
21,2020年11月28日,山梨,ＨＰ,三菱,デリカＤ５,2016年10月,"70,100 Km",LDA-CV1W,4N14,排ｶﾞｽ･騒音,２０２０年１１月,エキゾーストマニホールドからの排気ガス漏れにより、走行中にエンジンルームから白煙上がる。
22,2020年11月28日,愛知,ＨＰ,スバル,レヴォーグ,2014年11月,"34,760 Km",DBA-VM4,FB16,制動装置,２０２０年５月　スバルディーラー点検後,ブレーキブースター部品欠陥により、ブレーキペダルの踏み代が固くなる。
23,2020年11月28日,愛知,ＨＰ,クライスラー,ジープチェロキー,2015年02月,"58,800 Km",ABA-KL32L,S,エンジン,２０２０年１０月,エンジンヘッド内のロッカーアーム・ラッシュアジャスターなどから異音がする。
24,2020年11月28日,大阪,ＨＰ,ダイハツ,タント　カスタムＸ,2019年09月,"1,960 Km",6BA-LA650S,KF,電気装置,２０１９年１０月～,走行中に「コーナーセンサー機能低下、スマートアシスト故障、ブレーキ液量低下、オートハイビーム故障」の表示が出る。また、１週間に１回程度の買い物などで利用しているが、新車で購入して１年間にバッテリーが４回上がっている。
25,2020年11月28日,大阪,ＨＰ,ＢＭＷ,Ｘ５,2015年04月,"55,100 Km",LDA-KS30,N57D30A,車枠・車体,不明,機械式立体駐車場内でリアゲートが勝手に開いたため、リアゲートが破損した。以前リアゲートが低速走行中および駐車中に合計２回開いたことがある。
26,2020年11月28日,兵庫,ＨＰ,スズキ,ワゴンＲ,2013年02月,"72,000 Km",DBA-MH34S,R06A,エンジン,２０２０年７月,エンジンからディーゼル車のような、カラカラ音がする。
27,2020年11月27日,北海道,ＨＰ,テスラ,Ｔｅｓｌａ　ｍｏｄｅｌＸ,2020年08月,"20,000 Km",不明,L2S-L2S,電気装置,２０２０年１１月２６日,充電アダプターを入れてるフロントトランクが、突然、タッチスクリーンでもキーフォブでも開かなくなった。電気がゼロになったため、充電を行おうとしたが、コンセントに繋ぐも、５分後には充電が「停止中」と表示され、繰り返してみたが、そのうち放電して動かなくなり、ドアも全て開かなくなった。
28,2020年11月27日,宮城,ＨＰ,トヨタ,アクア,2012年04月,"40,400 Km",DAA-NHP10,1NZ-1LM,保安灯火,２０１４年３月１３日,テールレンズの接合部分の接着不良により、レンズ内が結露した。
29,2020年11月27日,石川,ＨＰ,ＢＭＷ,ＭＩＮＩクロスオーバー,2020年08月,"4,000 Km",LDA-YT20,B47C20A,車枠・車体,２０２０年９月から１１月,ロック後、テールゲートが勝手に全開になっていたことがある。
30,2020年11月27日,神奈川,ＨＰ,フォルクスワーゲン,ポロ１．２ＴＳＩ,2011年07月,"77,500 Km",DBA-6RCBZ,CBZ,エンジン,２０２０年１０月１７日,タイミングチェーンの伸びにより、冷間始動時にガラガラと異音が出る。エンジンオイル漏れ、ウォーターポンプからの水漏れも発生している。
31,2020年11月27日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,オデッセイ,2012年07月,"30,200 Km",DBA-RB3,K24A,かじ取り,不明,一般道の交差点で右折待ちをしていたところ、突然パワーステアリングの警告灯が点滅してハンドルが重たくなった。なんとか退避をしてエンジンを再始動したところ症状が消えたが、数日後に再発した。
32,2020年11月27日,栃木,ＨＰ,ダイハツ,ムーヴコンテ,2014年07月,"60,000 Km",DBA-L575S,KF,エンジン,２０２０年１０月ごろ,ウォーターポンプの不良により、エンジンルーム内から異音がするようになった。
33,2020年11月27日,愛知,ＨＰ,三菱,ミラージュ,2020年04月,不明,5BA-A03A,3A92,動力伝達,終日　特に気温２５℃以上,アイドリングストップ作動時、ブレーキペダルの踏力が緩むと急発進する。
34,2020年11月27日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ランドクルーザープラド,2015年09月,"56,309 Km",LDA-GDJ150W,1GD,排ｶﾞｽ･騒音,不明,アドブルーの消費量が著しく多くなった。
35,2020年11月27日,大阪,ＨＰ,スズキ,バレーノ,2016年07月,"31,700 Km",CBA-WB42S,K10C,保安灯火,２０２０年１０月中ごろ,洗車時に左右ヘッドライト内側の液ダレ痕を確認した。
36,2020年11月27日,大阪,ＨＰ,ホンダ,リード,2019年09月,不明,2BJ-JF45,不明,保安灯火,購入時から,ウインカースイッチを操作しても作動しない。もしくは消えないことがある。
37,2020年11月27日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,スペーシア,2018年09月,不明,DAA-MK53S,R06A-WA05A,エンジン,不明,エンジン始動後、Ｄレンジに入れてアクセルペダルを踏んでもスムーズに走り出さず、ブレーキもペダルを強く踏まないと効かない症状が出た。
38,2020年11月27日,広島,ＨＰ,トヨタ,ヤリスクロス,2020年09月,不明,6AA-MXPJ15,M15A-1NM-1MM,電動機(モーター),２０２０年１１月２０日,高速道路の登り坂で少しアクセルペダルを踏んだら「ハイブリッドシステム故障」が警報とともに表示が出た。そのまま走行できたのでパーキングエリアに入った。
39,2020年11月27日,岡山,ＨＰ,スズキ,エブリイバン,2018年04月,"25,100 Km",HBD-DA17V,R06A,保安灯火,２０２０年１１月１６日,車幅灯がつかなくなり、尾灯、スピードメーターのランプも消えた。
40,2020年11月27日,山口,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ソリオバンディット,2018年03月,不明,DAA-MA36S,K12C-WA05A,エンジン,不明,走行中に突然車がガタガタと振動し、ブレーキをかけるとガクガクと引っ掛かるような症状が出るようになった。
41,2020年11月27日,長崎,ＨＰ,ホンダ,オデッセイ,2010年11月,"106,000 Km",DBA-RB3,K24A,エンジン,２０２０年１０月,冷間始動時、約２秒程「ガリガリ」と何かが擦れている音がする。
42,2020年11月27日,宮崎,ＨＰ,フィアット,パンダ　イージー,2013年08月,"94,000 Km",ABA-13909,312A2,動力伝達,２０２０年１１月１５日,駐車場から道路に出たところで、ギアがニュートラルから操作できなくなり立ち往生（走行不能）となった。
43,2020年11月26日,福島,ＨＰ,マツダ,ＣＸ－５,2013年06月,"150,000 Km",LDA-KE2FW,SH,エンジン,２０２０年１０月,国道走行中、クランクシャフトが折れ、走行不能になった。
44,2020年11月26日,長野,ＨＰ,スバル,インプレッサ,2013年02月,"55,000 Km",DBA-GP3,FB16,動力伝達,不明,シフトレバーをＰポジションに入れた後、キーを抜ことしてもキーが抜けない。
45,2020年11月26日,東京,ＨＰ,フォルクスワーゲン,ゴルフＲ,2014年08月,"29,996 Km",ABA-AUCJXF,CJX,エンジン,２０１８年７月２８日,サーモスタットハウジングから冷却水が漏れた。
46,2020年11月26日,東京,ＨＰ,三菱,ふそうキャンターＥＸ,2016年05月,"200,605 Km",TKG-FED90改,4P10,エンジン,２０２０年１１月１３日,高速道路を走行中に渋滞で停車し、発進しようとアクセルペダルを踏んだ時にエンジン部分から異音が発生して走行不能になった。
47,2020年11月26日,東京,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ミラージュ,2020年07月,"1,400 Km",5BA-A03A,3A92,エンジン,不明,上り坂でアイドリングストップが不要作動した。
48,2020年11月26日,埼玉,ＨＰ,ニッサン,セレナｅ－ＰＯＷＥＲ,2019年11月,"4,429 Km",DAA-HFC27,HR12-EM57,保安灯火,最近,アダプティブＬＥＤヘッドライト作動中に前車追随走行時に正面ハイビームが不時かつ瞬時点灯し、前車にハイビームが繰り返しパッシングのように当たる。対向車側（右側）のハイビームが下がるのが遅すぎて、対向車とすれ違い時に対向車の運転席にハイビームを浴びせてから下がる。
49,2020年11月26日,山梨,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナ,2017年01月,"43,500 Km",DAA-GC27,MR20-SM24,制動装置,２０２０年１１月２４日　１１：３５ＡＭ,国道２５号を５５ｋｍ／ｈ～６５ｋｍ／ｈで走行中、前方に何もないにもかかわらずピピピと警告音がし、自動ブレーキが急制動をかけて停止したため、むちうちになった。
50,2020年11月26日,静岡,ＨＰ,トヨタ,ラクティス,2006年03月,"84,800 Km",DBA-NCP100,1NZ,保安灯火,２０２０年１１月２２日,雨天走行中にワイパーが停止し、ブーンというモーター音のみ発生する状態になった。
51,2020年11月26日,静岡,ＨＰ,ダイハツ,ウェイク,2015年03月,"76,711 Km",DBA-LA700S,KF,排ｶﾞｽ･騒音,２０１９年６月,信号待ちなどの停車中、Ｄレンジで発進時などの低速域でマフラーハンガーより異音が出る。
52,2020年11月26日,三重,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ハイゼットカーゴ,2013年06月,"21,100 Km",EBD-S331V,KF,制動装置,不明,１ｍほど動かした時、左前輪ブレーキがキキッと鳴く。
53,2020年11月26日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,キャラバン,2015年04月,"91,300 Km",LDF-VW2E26,YD25,車枠・車体,不明,天井の四隅の塗装が剥げてきた。
54,2020年11月26日,沖縄,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ムーヴキャンパス,2017年09月,"26,150 Km",DBA-LA800S,KF,燃料装置,２０２０年１１月１４日,燃料ポンプの不具合により、スーパーの駐車場で、後退しつつ停車しようとしたがエンジンが制御できない状態になり、下り坂を滑って駐車スペースの車止めに当たって停まった。エンジンは停止していた。
55,2020年11月25日,東京,ＨＰ,スバル,ＸＶ,2013年03月,"46,000 Km",DBA-GP7,FB20,エンジン,オイル交換時,排気側のオイルコントロールバルブからオイルが漏れ、オイルコントロールバルブ、エンジンハーネス、バルクヘッド・ハーネスまでオイルが浸透している。
56,2020年11月25日,東京,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,ＭＬ３５０ブルーテック,2013年12月,"59,400 Km",LDA-166024,642,排ｶﾞｽ･騒音,不明,排気ガス浄化装置の尿素タンクのヒーターが故障し、エンジンチェックランプが点灯した。
57,2020年11月25日,埼玉,ＨＰ,ニッサン,セレナ,2013年03月,"48,000 Km",DAA-HFC26,MR20-SM23,電気装置,２０２０年１１月,オルタネーターの不具合により、エンジンルームから異音がしていて、信号待ちなどでエンジンが止まったり、止まりそうなった。異変に気づいた時には異常ランプ等の点灯はなかったが、しばらくして、異音が大きくなってきたときに、アイドリングストップ表示灯がずっと点滅するようになった。
58,2020年11月25日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,日野,レンジャー,2020年05月,不明,2KG-FC2ABA,A05C,制動装置,不明,補助ブレーキを操作し、作動音が鳴ったにも関わらず、ブレーキが効いておらず、車が動き出すことがある。
59,2020年11月25日,愛知,ＨＰ,ＢＭＷ,３２０ｉ,2015年10月,"22,914 Km",DBA-3B20,N20B20B,電気装置,２０２０年１１月１５日,本年９月に左前輪の車輪速センサが故障し、センサの交換を行ったが、１１月に右前輪の車輪速センサが故障した。
60,2020年11月25日,愛知,ＨＰ,三菱,アウトランダーＰＨＥＶ,2018年08月,"17,000 Km",DLA-GG2W,4B11-S61-Y61,制動装置,２０２０年１１月,一般道を４０ｋｍ／ｈで走行時に警告音と同時に衝突防止ブレーキが作動して停車した。
61,2020年11月25日,岐阜,ＨＰ,トヨタ,ヴェルファイア,2010年02月,"103,800 Km",DBA-ANH20W,2AZ,エンジン,２０１９年,走行距離５０００ｋｍ程度で　オイルが２リットルから３リットル減る。
62,2020年11月25日,福岡,ＨＰ,ニッサン,セレナ,2010年06月,"89,000 Km",DBA-CC25,MR20,動力伝達,２０２０年１０月,ＣＶＴの不具合により、交差点内での右折中、車の急な減速により、アクセルペダルを踏んでも速度が上がらなくなった。
63,2020年11月24日,宮城,ＨＰ,三菱,デリカＤ２,2011年03月,"43,800 Km",DBA-MB15S,K12B,動力伝達,２ヶ月に１度くらい,登坂でアクセルペダルをいくら踏んでもウインウインと安定しない走りになり、いつの間にかトランスミッション警告灯が点灯が点灯する。
64,2020年11月24日,東京,ＨＰ,その他,ＢＬＡＺＥ　ＥＶＳｃｏｏｔｅｒ,2020年05月,270 Km,EVScooterG136,不明,電動機(モーター),２０２０年５月,バッテリーの持ちが悪く、仕様として公示されている走行距離を全く走らない。
65,2020年11月24日,東京,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ルーミー,2018年03月,"30,000 Km",DBA-M910A,1KR,車枠・車体,購入当初から,車体パネルが擦れて異音がする。
66,2020年11月24日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,アウディ,Ａ３,2017年09月,"18,692 Km",DBA-8VCXS,CXS,保安灯火,不明,前照灯内側に線のような傷が多数見つかった。
67,2020年11月24日,三重,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ＣＢＲ２５０ＲＲ,不明,170 Km,2BK-MC51,MC51E,エンジン,購入当初から,燃料装置警告灯が点灯した。この不具合が起きている時に、「オプションでつけたクイックシフターを使うな。あるいは取り外せ」とディーラーに言われた。
68,2020年11月24日,奈良,ＨＰ,スズキ,スペーシア,2016年01月,"30,000 Km",DAA-MK42S,P06A-WA04A,保安灯火,２０２０年１１月,助手席側のドアミラーが格納しなくなり、走行中ドアミラー本体のモーターが作動し続け異音がする。
69,2020年11月24日,岡山,ＨＰ,ダイハツ,ミラカスタム,2012年02月,"112,000 Km",DBA-L275S,KF,燃料装置,２０２０年１０月１２日,車体下部の燃料チューブがスッポ抜けたため、信号待ちでエンジンが止まり再始動不能になった。
70,2020年11月24日,岡山,ﾌﾘｰﾀﾞｲｱﾙ,アウディ,Ａ７スポーツバック,2020年05月,"11,000 Km",3AA-F2DKNS,DKN-4413,その他,不明,ＡＣＣ（アダプティブクルーズコントロール）による自動運転が強制終了し、故障したという警告灯が点灯する。
71,2020年11月24日,熊本,ＨＰ,トヨタ,ヤリスクロス,2020年09月,"2,000 Km",6AA-MXPJ10,M15A-1NM,電動機(モーター),２０２０年１０月,オートクルーズシステム使用中　高速道路で１２０ｋｍ／ｈ設定で走行中、右側から進入した軽自動車に対して、車間保持のため自動ブレーキがかかり、８０ｋｍ／ｈ付近まで減速し、加速出来なくなった。操作パネルには「パーキングサポートブレーキ異常」「ハイブリッドシステム故障」「クルーズコントロール異常」の３つ表示が現れた。サポートに指示を仰ぎ、パーキングエリアまで走行後に再始動をしたところ、パネルにハイブリッドシステム異常の警告は出ていたが、ハイブリッドシステムもエンジン・モーターも異常がなさそうなので、そのまま走行して帰った。
72,2020年11月23日,宮城,ＨＰ,ニッサン,セレナ,2014年01月,"66,000 Km",DAA-HC26,MR20-SM23,電気装置,２０２０年１１月,エンジン始動時や運転時にエンジンルームから異音（ガラガラ）がする。
73,2020年11月23日,岩手,ＨＰ,三菱,デリカスペースギア,2002年11月,"206,150 Km",GH-PD6W,6G72,車枠・車体,２０２０年６月頃,以前に左フロントサイドメンバの２か所に亀裂が発生して修理をしたが、前回の修理部位の近傍２カ所に新たに亀裂が生じ、ハンドル操作時や走行中の振動時に「カキン」「カラカラ」と異音がするようになった。
74,2020年11月23日,東京,ＨＰ,ニッサン,エルグランド,2011年06月,"108,900 Km",DBA-PNE52,VQ35,かじ取り,２０２０年７月,一般道の交差点で曲がろうとブレーキを踏みながらハンドルを回そうとしたがハンドルロックされて曲がらなかった。ディーラーで確認したところ、パワーステアリングポンプ本体のオイルタンクとポンプの繋ぎ目からオイルが漏れていた。
75,2020年11月23日,神奈川,ＨＰ,スズキ,ソリオハイブリッド,2019年07月,不明,DAA-MA46S,K12C-PB05A,動力伝達,２０２０年１１月２１日,緩い上り坂の渋滞で少しずつ進むとＡＧＳの警告灯がつき、ボンネットから煙が出た。車内にも臭いがした。止まりながらの繰り返しで警告灯もついたり消えたりし、１～２分で５ｍ進む状態を繰り返した。
76,2020年11月23日,愛知,ＨＰ,スズキ,クロスビー　ＭＺ,2018年01月,"1,000 Km",DAA-MN71S,K10C-WA05A,動力伝達,３５０Ｋｍで購入してからずっと,Ｄレンジで発進時ブレーキを緩やかに緩めていくと急に加速（飛び出し）する。
77,2020年11月23日,福井,ＨＰ,ボルボ,Ｖ７０,2014年03月,"83,000 Km",DBA-BB4164TW,B4164T,動力伝達,２０２０年１１月,走行中、トランスミッション性能低下メッセージが点灯し、車両が停止する。
78,2020年11月23日,鹿児島,ＨＰ,ニッサン,デイズ,2014年01月,"28,653 Km",DBA-B21W,3B20,保安灯火,２０２０年１１月２３日,左側ドアミラーがモーター音はするが、開閉しない。
79,2020年11月22日,新潟,ＨＰ,マツダ,ＣＸ－３,2017年07月,"47,000 Km",6BA-DKEAW,PE,その他,２０２０年９月,マツダコネクトのディスプレイ内部が割れた状態になり画面が見づらくなった。
80,2020年11月22日,茨城,ＨＰ,スバル,レガシィ,2013年11月,"48,800 Km",DBA-BMM,FB25,制動装置,２０１９年頃から時々,朝の始動時にブレーキペタルの踏み応えが固くなる。
81,2020年11月21日,秋田,ＨＰ,ニッサン,デイズ,2016年09月,"43,000 Km",DBA-B21W,3B20,保安灯火,２０２０年１１月１９日,左側のドアミラーが開閉しなくなった。モーターの回転音はする。
82,2020年11月21日,東京,ＨＰ,スズキ,アルト　エコＳ,2016年03月,"6,400 Km",DBA-HA35S,R06A,エンジン,２０２０年９月１日,低・中速走行時（発進時・減速～再加速時）にもたつく。ひどいと息つきのような状態になる。
83,2020年11月21日,東京,ＨＰ,マツダ,ＭＡＺＤＡ３セダン,2019年12月,"5,000 Km",3DA-BP8P,S8,制動装置,不明,低速走行中に何の障害物もないのに自動ブレーキが作動して急停車した。
84,2020年11月21日,千葉,24時間電話,ニッサン,セレナ,2017年01月,"25,019 Km",DAA-GC27,MR20-SM24,その他,２０２０年１１月２１日,衝突防止装置用のカメラが故障したため、「システム故障のため使用できない」表示が出て、機能が使えなくなった。
85,2020年11月21日,埼玉,ＨＰ,トヨタ,ノア,2010年10月,"78,500 Km",DBA-ZRR70G,3ZR,車枠・車体,２０２０年１１月,車両本体の塗装が自然に剥がれているのを発見した。
86,2020年11月21日,大阪,ＨＰ,ニッサン,セレナ,2012年03月,"104,793 Km",DBA-FC26,MR20,電気装置,２０２０年１１月１９日,オルタネーターの不良により、走行中、特に低速での加速中にウィーンという異音がするようになった。
87,2020年11月21日,和歌山,ＨＰ,ホンダ,ステップワゴン,2010年08月,"183,000 Km",DBA-RK2,R20A,エンジン,２０２０年９月,突然エンジンが始動しにくくなくなった。日に日にひどくなっていった。
88,2020年11月21日,山口,ＨＰ,ホンダ,ＶＥＺＥＬ,2014年07月,"540,000 Km",DAA-RU3,LEB-H1,エンジン,２０２０年１０月頃,エンジンスマートキー警告灯が表示され、エンジンスタートボタンを押してもエンジンがかかりづらくなった。
89,2020年11月21日,山口,ＨＰ,ホンダ,ＶＥＺＥＬ,2014年07月,"54,000 Km",DAA-RU3,LEB-H1,制動装置,２０２０年１１月２１日,パーキングブレーキ警告灯が表示され、一切サイドブレーキが効かなくなった。
90,2020年11月21日,福岡,ＨＰ,メルセデス・ベンツ,Ｅ２５０ワゴン,2014年01月,"40,000 Km",RBA-212236C,274,エンジン,２０２０年１０月,カムシャフトアジャスタの不良により、エンジン始動時に異音が発生し、エンジン警告灯が点灯した。
91,2020年11月20日,長野,ＨＰ,マツダ,ロードスター,2015年05月,"57,000 Km",DBA-ND5RC,P5,その他,２０２０年９月,マツダコネクトのタッチパネルが反応しない、ゴーストタッチが発生する。
92,2020年11月20日,富山,ＨＰ,プジョー,５０８,2012年12月,"125,000 Km",ABA-W2W5F02,5F02,保安灯火,２０２０年１１月ほか全４度,窓ガラスのレギュレーターの劣化により窓ガラスが落ちたり、窓付近からギュルギュルと異音が出るようになった。
93,2020年11月20日,東京,ＨＰ,メルセデス・ベンツ,Ａ２５０,2019年12月,"10,788 Km",5BA-177147M,260,動力伝達,２０２０年１月１５日より現在まで５０回以,走行中に突然ギアがニュートラルになる。
94,2020年11月20日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,スペーシアカスタムＨＶ,2018年12月,不明,DAA-MK53S,R06A-WA05A,エンジン,不明,エンジンが始動しなくなる不具合が３回発生している。
95,2020年11月20日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうエアロクィーン,2016年02月,"229,700 Km",QTG-MS96VP,6R10,保安灯火,不明,左ドアミラーのモーターが故障し、開かなくなった。
96,2020年11月20日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうエアロクィーン,2016年01月,"237,100 Km",QTG-MS96VP,6R10,保安灯火,２０２０年１１月１９日,左ドアミラーのモーターが故障し、一度閉じた後、開こうとしたら正規の位置で固定されなくなり、ブラブラ状態になった。
97,2020年11月20日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうローザ,2014年10月,"354,100 Km",TPG-BE640J,4P10,走行装置,不明,左後輪のハブボルトが規定トルクで締め付けていても緩んでくる。
98,2020年11月20日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうローザ,2016年10月,"198,300 Km",TPG-BE640J,4P10,走行装置,不明,左後輪のハブボルトが規定トルクで締め付けていても緩んでくる。
99,2020年11月20日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうローザ,2014年10月,"336,800 Km",TPG-BE640J,4P10,走行装置,不明,後輪のハブボルトが規定トルクで締め付けていても緩み、その後外れた。
100,2020年11月20日,三重,ＨＰ,ダイハツ,ムーヴカスタム,2012年09月,"120,000 Km",DBA-LA100S,KF,電気装置,２０１８年９月、２０１９年４月、２０２０,高速道路を走行中にエンジン警告灯とバッテリーランプが点滅してハンドルが固定され、突然止まった。３回ともオルタネータとバッテリーが機能しなくなっていた
101,2020年11月20日,京都,ＨＰ,ホンダ,ＶＥＺＥＬ,2016年06月,"21,800 Km",DAA-RU3,LEB-H1,制動装置,２０１９年８月,パーキングブレーキを作動するとき及び解除するときに相当大きなギュウーという異音がする。
102,2020年11月20日,島根,ＨＰ,トヨタ,ヴォクシー,2014年10月,"70,000 Km",DBA-ZRR80G,3ZR,動力伝達,不明,３０ｋｍ／ｈ位から、ＣＶＴからうなるような音が発生する。速度を上げると音も大きくなる。
103,2020年11月19日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,スペーシア,2014年06月,"29,000 Km",DBA-MK32S,R06A,緩衝装置,不明,走行中にフロントコイルスプリング折損し、タイヤに接触して焦げ臭い匂いがした。
104,2020年11月19日,宮城,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,スペーシア,2020年05月,不明,DAA-MK53S,R06A-WA05A,その他,購入当初から,ドライブレコーダーのリアカメラがＧＰＳが測位するまで動かないため、起動が２０～３０分かかる。
105,2020年11月19日,福島,ＨＰ,ダイハツ,ムーヴカスタム,2017年12月,"103,000 Km",DBA-LA150S,KF,制動装置,不明,ハンドルを右・左に切ると（少しだけ）何かが擦れる音がするため、確認をしたところ、ブレーキパッドが片効きし、内側のパッドが三角形になるほど削れていた。
