番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
11,2021年11月30日,徳島,ＨＰ,ニッサン,セレナ,2013年09月,"83,500 Km",DAA-HFC26,MR20-SM23,電気装置,８３０００ｋｍを過ぎた辺り,８３０００ｋｍを過ぎた辺りから始動時、走行中に異音がするようになった。整備工場で確認したところ、オルタネーターの交換になった。
12,2021年11月30日,福岡,来訪,ニッサン,フーガ　ハイブリッド,2017年12月,不明,DAA-HY51,VQ35-HM34,制動装置,１０月２３日か３０日,車庫内の奥から車を動かしたところ、ブレーキが全く効かなかった。車は、周りにいた人でどうにか止めることが出来、事故などは、発生せずに停止させることが出来た。その後、ＪＡＦを呼び車を見てもらったところ、ブレーキがスカスカの状態で、その状態のままレッカーしてもらった。
13,2021年11月30日,長崎,ＨＰ,ダイハツ,タント,2020年08月,"5,000 Km",6BA-LA650S,KF,乗車装置,購入後１年以内,左後方スライドドアからの明らかな異音が発生し、ディーラーに相談したところ、ボルトが閉まっていなかったかそもそも付いていなかったと診断された。
14,2021年11月30日,長崎,ＨＰ,ダイハツ,タント,2020年08月,"5,000 Km",6BA-LA650S,KF,電気装置,購入後１年以内で,バッテリーが上がった。ルームランプを点灯していたなど、使用者の問題と考えられる事項は何もしていなかった。
15,2021年11月30日,大分,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＣＸ－３,2015年09月,"46,800 Km",LDA-DK5AW,S5,その他,不明,エアコンのコンデンサーの不良によりエアコンが効かなくなった。
16,2021年11月30日,大分,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＣＸ－３,2015年09月,"46,800 Km",LDA-DK5AW,S5,保安灯火,不明,ウォッシャータンクからウォッシャー液が漏れるようになった。
17,2021年11月30日,大分,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＣＸ－３,2015年09月,"46,800 Km",LDA-DK5AW,S5,保安灯火,２０２１年１１月,高架なども一切なく、他車両も走行していない舗装路を走行していた際に突然ガラスに亀裂が入った。
18,2021年11月29日,長野,ＨＰ,ホンダ,ＣＢ６５０Ｒ,2019年03月,"5,600 Km",2BL-RH03,RH03E,エンジン,２０２１年１０月,ブリードホールより、クーラントがスプレー状に噴きだした。ディーラーの診断ではウォータポンプではないかと言われている。
19,2021年11月29日,東京,ＨＰ,フィアット,パンダ,2021年07月,不明,7BA-13909,312A2,動力伝達,新車購入後２週間ほど,信号待ち時、クラッチペダルを踏みこんだまま戻らなくなり、突如ガタガタとエンジンが揺れて回転数が下がりエンストした。その後、手でペダルを戻し再始動した。その後もエンストはしないものの、クラッチペダルを踏みこんだまま戻らない事象は複数回発生した。
20,2021年11月29日,千葉,ＨＰ,スバル,フォレスター,2018年06月,"21,000 Km",DBA-SJ5,FB20,制動装置,２０２１年６月,停車し、翌日にエンジンを始動しようとブレーキペダルを踏むと、やたら重い。ディーラーに確認したところ、ブレーキマスターバックの負圧が十分でなく、時間が経つとブレーキが重くなってしまう、エンジンがかかると解消する、安全性に特に問題ないと説明された。
21,2021年11月29日,埼玉,ＨＰ,スバル,シフォン,2021年05月,"4,905 Km",5BA-LA660F,KF,エンジン,２０２１年９月２０日　合計３回,９月２０日に自宅駐車場から発進しようと、フットブレーキを踏んだままＰレンジからＤに変えた際にナビ画面にＤＳＣドライブスタートコントロール機能故障と表示が出た。１０月６日　信号待ちの車列後ろのため、ＤからＳレンジに変えてエンジンブレーキをかけながら、フットブレーキを踏んだ際に車両メーターパネルにＤＳＣ故障表示が出て、数秒程度で消灯した。１０月２０日、二回目と同じ場所、同じ条件でＤＳＣ故障表示が出た。
22,2021年11月29日,茨城,ＨＰ,三菱,ふそうキャンター,2015年11月,"380,278 Km",TKG-FEB50,4P10,エンジン,２０２１年１１月２６日,高速道路走行中にオーバーヒートランプ点灯し、ブザーが鳴った。
23,2021年11月29日,茨城,ＨＰ,三菱,ふそうキャンター,2016年12月,"380,560 Km",TPG-FEB50,4P10,排ｶﾞｽ･騒音,２０１１年１１月１日,走行中にＥＮＧ－ＳＹＳのオレンジ色の警告が点灯し、その後赤色の点灯になった。ディーラーでＥＧＲの交換修理を行ったが、同様の不具合が発生した。
24,2021年11月29日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ノートｅ－ＰＯＷＥＲ,2021年04月,不明,6AA-E13,HR12-EM47,電動機(モーター),２０２１年９月２５日,駐車するため、ゆっくりとバックして車止めまで到達後、Ｐレンジに入れてエンジンを切ろうとした際に一気にバックし、軽度ではあるが車両後部が物に接触してしまった。
25,2021年11月29日,岐阜,ＨＰ,スバル,エクシーガ,2008年10月,"172,000 Km",CBA-YA5,EJ20,動力伝達,２０２１年１１月,低速からの加速中、ギアが２速から３速にシフトアップ時に、突然エンジンが空転して空吹かしの状態となり、直後にものすごい衝撃と共にギアが繋がり、急加速した。ＡＴ　ＯＩＬ　ＴＥＭＰの警告表示が点灯し、ドライブモードのＤ表示が消え、「―」表示となった。走行時、何度も同様の症状が発生した。ディーラーに入庫したところ、コントロールバルブの交換となった。
26,2021年11月29日,兵庫,ＨＰ,ポルシェ,９１１　Ｃａｒｒｅｒａ,2020年12月,"3,006 Km",3BA-992L30,DKC,電気装置,２０２１年１０月１０日,インパネ上にフロントリフターの異常警告表示が３回点いたのでコントローラを交換後、ＰＣＭのコーディングが行われたが、ナビゲーションが一部の機能として内蔵されているＰＣＭのコーディングが上手くゆかず、その後ナビゲーション機能の一部である音声コントロールが全く機能していないことが判明した。
27,2021年11月29日,兵庫,ＨＰ,スバル,レヴォーグ,2021年01月,不明,4BA-VN5,CB18,電気装置,１１月１８日,バックのソナーが反応せず警告しなかった。
28,2021年11月29日,山口,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ノート,2013年02月,"58,000 Km",DBA-E12,HR12,動力伝達,２０２１年,ＣＶＴの不良により、故障ランプが点灯して、動力の伝達が滑ってエンジン回転が異常な上下をするようになった。
29,2021年11月29日,高知,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸ,2018年04月,"15,000 Km",DBA-JF3,S07B,エンジン,２０２１年,高速道路へ進入加速時にエンジン警告灯が点灯するとともにストールし、エンジン回転数が上がらなくなり減速した。
30,2021年11月29日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,アウディ,アウディ　Ａ１,2016年01月,"67,400 Km",DBA-8XCZE,CZE,保安灯火,不明,走行中に前照灯が突然消えてしまう。ディーラーで修理をしているが、同じ症状で６回故障している。
31,2021年11月29日,宮崎,ＨＰ,ニッサン,ＮＶ２００　バネット,2014年09月,"126,000 Km",DBF-VM20,HR16,乗車装置,１週間くらい前,スパイラルケーブルの不具合により、エアバックランプが点滅しだした。
32,2021年11月29日,鹿児島,ﾌﾘｰﾀﾞｲｱﾙ,ルノー,カングー,2016年09月,"29,700 Km",ABA-KWH5F1,H5F,保安灯火,不明,ドアミラーが開閉できなくなる。ディーラーで交換修理を行うが、左右合計で６回故障している。
33,2021年11月28日,東京,ＨＰ,フォルクスワーゲン,ゴルフ　１．０／８１ｋＷ,2021年08月,不明,3AA-CDDLA,DLA-4450,電気装置,２０２１年９月５日,バックモニターが１週間に１回は表示されていない現象が続いた。ディーラーでバックモニターを交換したが、その後もバック（Ｒ）にいれて２～３秒間モニター黒く見えない状態となる。
34,2021年11月28日,千葉,ＨＰ,トヨタ,ハリアー,2017年09月,"15,800 Km",DBA-ASU60W,8AR,車枠・車体,２０２１年１１月,フロントバンパー取り付け部にひび割れを発見した。
35,2021年11月28日,群馬,ＨＰ,フォルクスワーゲン,ザ・ビートル,2016年06月,"64,400 Km",DBA-16CBZ,CBZ,車枠・車体,２０２１年１１月１８日より以前から,リアトランク開閉操作を行うためのエンブレムのＶ文字のクロムメッキの角が剥離し、角が鋭利になって指が怪我をする恐れが発生したので交換を依頼した。
36,2021年11月28日,群馬,ＨＰ,フォルクスワーゲン,ザ・ビートル,2016年06月,"64,400 Km",DBA-16CBZ,CBZ,エンジン,２０２１年１１月１９日,エンジンスタートストップボタンを数回押す操作しないとエンジンスタート停止が出来なくなる。
37,2021年11月28日,静岡,ＨＰ,ホンダ,Ｒｅｂｅｌ１１００,2021年07月,"6,100 Km",8BL-SC83,SC83E,エンジン,２０２１年１１月,走行後、アイドリング中にエンストして再始動不能になった。数分後、再始動は出来たため、走行したらエンジンが吹け上らなくなりエンジンチェックランプが点灯した。
38,2021年11月28日,静岡,ＨＰ,ホンダ,Ｒｅｂｅｌ　１１００,2021年07月,"6,100 Km",8BL-SC83,SC83E,エンジン,２０２１年９月,エンジンオイルが激減していたため、走行中、バンクした際オイルランプが点灯した。
39,2021年11月28日,京都,ＨＰ,その他,ＡＳＩＡＷＩＮＧ,2021年08月,"1,745 Km",NC250E,ZS177MM,エンジン,２０２１年８月～,アイドリング回転数が通常１５００～２０００回転のところ、急に３０００～３２００回転まで偶発的に上昇した。さらにアイドリング中や走行中のギアチェンジの際にエンジンが急に停止するような現象も度々発生した。
40,2021年11月28日,京都,ＨＰ,その他,ＡＳＩＡＷＩＮＧ,2021年08月,"1,745 Km",NC250E,ZS177MM,電気装置,２０２１年８月～,ブレーキやウインカーの灯火類の電線と電線をつなぐギボシ端子においてカシメが不十分で手で少し引っ張ると端子から電線が抜けるものがあった。
41,2021年11月28日,京都,ＨＰ,その他,ＡＳＩＡＷＩＮＧ　ＮＣ２５０Ｅ,2021年08月,"1,745 Km",NC250E,ZS177MM,エンジン,２０２１年８月～,購入から約一ヶ月で１０００ｋｍに到達して、各部の緩みを確認したところ、リアアクスルシャフトを止めるナットが手で回せる状態に緩んでいた。
42,2021年11月28日,島根,ＨＰ,ニッサン,ノートｅ－ＰＯＷＥＲ,2021年01月,"13,994 Km",6AA-E13,HR12-EM47,電気装置,２０２１年２月,ＢＳＷ（後側方車両検知警報）が作動後、後ろに車がいなくなっても警告灯が点滅し続ける。停止してもエンジンを切るまではずっと点灯している。
43,2021年11月27日,福島,ＨＰ,シトロエン,Ｃ４,2018年03月,"36,000 Km",LDA-B7BH01,BH01,排ｶﾞｽ･騒音,２０２１年１１月２５日,アドブルータンクの故障により、ＵＲＥＡランプ、エンジンチェックランプが点灯い、残り走行１１００ｋｍの表示が出た。
44,2021年11月27日,東京,ＨＰ,ニッサン,セレナ,2014年01月,"58,000 Km",DAA-HFC26,MR20-SM23,電気装置,２０２１年１０月２０日,エンジン音のほかにムーンと言う音とカサカサと言う音がする。
45,2021年11月27日,愛知,ＨＰ,ボルボ,ボルボ　ＸＣ６０,2021年10月,"4,200 Km",5LA-UB420XCP,B420-T39-AD2,電気装置,２０２１年１０月２２日から,Ｇｏｏｇｌｅシステムに不具合があり、ユーザーの緊急事態に対応するＳＯＳやオンコールの通信も全く機能しない状態になった。以後、上記の症状が継続し、加えて、カメラ機能、ステアリングスイッチで操作する運転支援・安全装備、オーディオ等様々な機能が使えなくなった。ディーラーで基本となる、車制御のプログラムを再インストールしたり、テスト走行したりしたが、状況は全く改善しなかった。１１月２２日にメーターを取り替えるよう輸入商社から指示があり、取り替え作業後、ディーラーでテスト走行を行い、状況を確認している。
46,2021年11月27日,大阪,ＨＰ,ボルボ,ボルボ　Ｖ４０,2015年06月,"57,000 Km",DBA-MB4164T,B4164T,動力伝達,エンジン始動時,トランスミッションの性能低下のエラーメッセージが出て、シフトアップせずに速度が出ない。
47,2021年11月27日,兵庫,ＨＰ,フォルクスワーゲン,ゴルフ　ＧＴＥ,2016年05月,"14,200 Km",DLA-AUCUK,CUK-EAH,制動装置,不明,以前に自宅から出かけようとした時にブレーキが効かずエラーも出たが、しばらく様子を見て再度エンジンをかけるとエラーが消えた。ディーラーに点検に出したが異常なしと言われた。その後、同じように高速道路走行中に突然ブレーキが効かなくなったため、ディーラーに持ち込んだところ、今度はブレーキシステムをアッセンブリーごと交換になった。
48,2021年11月27日,福岡,ＨＰ,ホンダ,Ｓ６６０,2017年09月,"60,000 Km",DBA-JW5,S07A,電気装置,２０２１年１０月,エアミックスモーターＡＳＳＹ（７９１６０ＴＤＪＪ４１）の故障により、暖房が効かなくなった。
49,2021年11月26日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,エクストレイル　Ｘｉ,2019年07月,不明,DBA-NT32,MR20,制動装置,２０２１年,前の車が急ブレーキをかけたことに対して自車両の衝突被害軽減ブレーキが作動した際に、運転者がフットブレーキを踏むとブレーキペダルが固くなっていて踏み込めず、強いブレーキが掛けられない。また、この現象が出ている際に車両からはギャンギャンギャンと機械音が鳴り続ける。
50,2021年11月26日,宮城,ＨＰ,ホンダ,フリード,2010年08月,"183,200 Km",DBA-GB3,L15A,動力伝達,２０２１年,ＣＶＴにエア噛みが発生し、発進時やブレーキをかけたときに異音がするようになった。
51,2021年11月26日,新潟,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,プリウスα,2018年11月,不明,DAA-ZVW40W,2ZR-5JM,車枠・車体,２０２１年,天井の塗装に３００μｍくらいの半球状の出っ張りが３つほど出来た。
52,2021年11月26日,東京,24時間電話,スズキ,ソリオ,2012年05月,"72,100 Km",DBA-MA15S,K12B,動力伝達,２０２１年１１月１９日,高速道路を８０ｋｍ／ｈで走行中にトランスミッション警告灯が点灯した。販売店に調べてもらった結果、ＡＴギアオイルが不足していたため、補充したところ治ったという報告があった。
53,2021年11月26日,東京,ＨＰ,ホンダ,Ｎ－ＢＯＸ,2015年02月,"132,000 Km",DBA-JF1,S07A,動力伝達,３年前頃（７万ｋｍくらい）から,低速走行時に前輪かエンジンルームから小さな異音がしており、年々音が大きくなりゴリゴリ音になったため、販売店に確認してもらった結果、ＣＶＴの故障と判明した。
54,2021年11月26日,大阪,ＨＰ,トヨタ,アルファード,2009年03月,"58,000 Km",DBA-ANH20W,2AZ,車枠・車体,２０２１年１０月頃,エアバッグのリコールで交換措置直後からダッシュボードがベタベタになり、運転中フロントガラスに反射して視界がギラギラするようになった。
55,2021年11月26日,大阪,ＨＰ,ニッサン,セレナ,2016年10月,"29,900 Km",DAA-GFC27,MR20-SM24,制動装置,２０２１年１１月２５日,電動パーキングブレーキのアクチュエーターの不良により、駐車場から移動する際に突然、電動パーキングブレーキランプが点滅して消えなくなり、電動パーキングブレーキが作動しなくなった。販売店でエラー履歴を消去することで改善はしているが再発する可能性があると言われている。
56,2021年11月26日,滋賀,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,デイズルークス,2015年09月,"77,300 Km",DBA-B21A,3B20,エンジン,購入当初から,エンジンのかかりが悪いことがあり、セルを長く回さなければならないことがある。
57,2021年11月26日,滋賀,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ルークス,2012年08月,"46,700 Km",DBA-ML21S,K6A,エンジン,車検などの点検の都度,３年目、５年目の車検などでディーラーで点検を受けると、その都度に「冷却水が減っている」という指摘をされる。じわーっと減っているらしく、大きな修理を必要としてはいないが、都度に指摘される。
58,2021年11月25日,富山,ＨＰ,ニッサン,キューブ,2009年06月,"71,060 Km",DBR-Z12,HR15,かじ取り,２０２１年１１月５日,ステアリングロックの不良により、エンジンがかからず、セキュリティインジケーター赤色点滅、ＫＥＹ警告灯点滅、ハンドルロックがかからない症状が出た。
59,2021年11月25日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ハイゼット,2016年08月,"90,000 Km",EBD-S500P,KF,エンジン,不明,エンジンのクランクリヤシールが破損して、エンジンオイルが漏れる。
60,2021年11月25日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ハイゼット,2018年07月,"38,200 Km",EBD-S500P,KF,エンジン,不明,エンジンのクランクリヤシールが破損して、エンジンオイルが漏れる。
61,2021年11月25日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ハイゼット,2017年08月,"93,400 Km",EBS-S500P,KF,エンジン,不明,エンジンのクランクリヤシールが破損して、エンジンオイルが漏れる。
62,2021年11月25日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ハイゼット,2018年12月,"50,100 Km",EBD-S500P,KF,エンジン,２０２１年,エンジンのクランクリヤシールが破損して、エンジンオイルが漏れる。
63,2021年11月25日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ハイゼット,2016年08月,"90,000 Km",EBD-S500P,KF,エンジン,不明,エンジンのクランクリヤシールが破損して、エンジンオイルが漏れる。
64,2021年11月25日,神奈川,ＨＰ,ニッサン,セレナ,2013年03月,"130,000 Km",DAA-HFC26,MR20-MS23,電気装置,エンジン始動後常に,オルタネーターからガラガラとウォーンといった異音が発生し、アイドリングストップ機能が使えなくなった。
65,2021年11月25日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ノート,2012年12月,"66,000 Km",DBA-E12,HR12,動力伝達,２年前から,ＣＶＴの不良により、高速道路を走行中にアクセル一定なのに、エンジン回転が上下する症状が出はじめ、その後、ＣＶＴが滑って走行できない状態に悪化した。
66,2021年11月25日,静岡,ＨＰ,トヨタ,ＪＰＮ　ＴＡＸＩ,2020年03月,"64,800 Km",6AA-NTP10,1NZ-2LM,乗車装置,２０２１年１１月２５日,ドアロック装置の内部不良により、走行中に運転席のドアが突然開きドアが閉められなくなった。
67,2021年11月25日,静岡,ＨＰ,三菱,デリカ,2018年08月,"60,800 Km",LDA-CV1W,4N14,エンジン,２０２０年３月,国４６３５のリコールにおいてＥＣＵの更新後、燃費が２０％前後低下した。
68,2021年11月25日,大阪,電話,ホンダ,ＰＣＸ１６０,不明,"3,000 Km",2BK-KF47,不明,かじ取り,不明,ハンドルがガタつく。フォーク部のクッションラバーの強度不足で、ラバーがずれるのが原因のようだ。
69,2021年11月25日,大阪,ＨＰ,その他,ＸＥＡＭ　ｎｏｔｔｅ　Ｖ２,2019年10月,"1,300 Km",不明,不明,電気装置,２０２１年８月１４日含め３度,走行中に突然停止した。１度目はコントロールユニット交換、２度目はブレーカー交換を行っているが、また再発した。
70,2021年11月25日,山口,ＨＰ,ニッサン,スカイライン,2014年09月,"16,000 Km",DAA-HV37,VQ35-HM34,その他,２０２１年の夏,エアコンのアクチュエーターの不良により、助手席側のエアコン吹き出し口から夏は熱風、冬は冷気が出て調整ができない。
71,2021年11月24日,青森,ＨＰ,トヨタ,アルファード,2011年11月,"78,000 Km",DBA-ANH25W,2AZ,車枠・車体,２０２１年１１月１４日,ディーラーの洗車機で洗車したら、天井屋根の塗装が浮き、剥がれた。
72,2021年11月24日,富山,ＨＰ,ホンダ,Ｎ－ＢＯＸ　Ｃｕｓｔｏｍ,2017年11月,"70,000 Km",DBA-JF3,S07B,保安灯火,２０２１年,左リヤスライドドアガラスを作動させると「ガタガタ」異音が出て、複数回動かした後、ウインドウガラスが落ちた。ディーラーで確認したところ、レギュレータとドアガラスの付け根が折れていた。
73,2021年11月24日,東京,ＨＰ,ボルボ,ボルボ　Ｖ４０,2019年05月,"34,500 Km",LDA-MD4204T,D4204T,電気装置,２０２１年１１月,バッテリー不良により、停車してアイドリングストップした際、そのまま突然すべての電源が落ちブラックアウト状態になった。再始動せず移動不能になり、ハザードランプを含むすべてのランプも点灯不能で、運転席以外のドアロックも解除されない状況に陥った。
74,2021年11月24日,千葉,ＨＰ,シトロエン,ＤＳ４,2016年09月,"28,000 Km",LDA-B7CAH02,AH02,排ｶﾞｽ･騒音,２０２１年１１月,一般道走行中にｅｍｉｓｓｉｏｎ　ｆａｕｌｔが表示され、エンジンとＵＲＥＡの警告が点灯した。ディーラーでアドブルー圧の低下でタンク交換が必要と診断されたが、エンジンＥＣＵアップデートし初期化したところ、警告灯が消え、様子を見ることになった。
75,2021年11月24日,千葉,ＨＰ,スバル,レガシィ,2009年09月,"64,800 Km",DBA-BR9,EJ25,制動装置,２０２０年,ＡＢＳ及びＶＤＣ警告灯が点灯、消灯を繰り返す。
76,2021年11月24日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ワゴンＲ,2013年11月,"55,600 Km",DBA-MH34S,R06A,制動装置,２０２１年,１２ヶ月点検を行ったところ、右後輪ブレーキのスプリングをひっかける部品が欠品している事が判明した。
77,2021年11月24日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,デミオ,2016年06月,"17,000 Km",DBA-DJ3FS,P3,その他,２０２１年１０月くらいから,メーターパネルの不良により、速度表示、走行可能距離表示等が正しく表示されなくなった。
78,2021年11月24日,三重,ＨＰ,メルセデス・ベンツ,Ｃ２００ステーションワゴン,2016年12月,"46,592 Km",RBA-205242C,274,燃料装置,２０２１年１１月,車のアイドリング中にガソリン臭がした。ディーラーで確認したところ、燃料ホースからガソリンが漏れていた。
79,2021年11月24日,福井,ＨＰ,スバル,レガシィ,2010年03月,"134,300 Km",DBA-BR9,EJ25,動力伝達,２０２１年１０月ごろ,トルクコンバーターの故障により、４０ｋｍ／ｈ以上で急ブレーキを踏むとエンストする。
80,2021年11月24日,大阪,ＨＰ,いすゞ,ギガ,2015年03月,"449,500 Km",QKG-CYL77A,6UZ1,エンジン,２０２０年,ターボチャージャーが故障した。
81,2021年11月24日,岡山,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,シエンタ,2013年04月,"10,000 Km",DBA-NCP81G,1NZ,保安灯火,不明,右ヘッドライトユニットの内部が白く曇っており、水も溜まっている。この影響なのか運転をしていると感電するような感覚になったことがある。
82,2021年11月24日,岡山,ﾌﾘｰﾀﾞｲｱﾙ,三菱,デリカＤ５,2013年08月,不明,DBA-CV2W,4J11,エンジン,不明,オートテンショナーが歪み、ベルトが外れる方向に張力をかけるような状態になったため、走行中にベルトが外れ、パワーステアリングが効かなくなり、操作困難になった。
83,2021年11月24日,高知,ＨＰ,ジープ,コンパス,2020年11月,"6,712 Km",ABA-M624,B,エンジン,納車直後から,エンジンのかかりが悪く時によっては５秒程度セルがまわりっぱなしでその後かかる。１０ヶ月頃よりアイドリングストップ機能が作動しなくなった。
84,2021年11月23日,神奈川,ＨＰ,フォルクスワーゲン,パサートヴァリアント１．４／１１０ｋＷ,2015年09月,"40,000 Km",DBA-3CCZE,CZE,乗車装置,３万ｋｍ後半,バックモードにするもバックカメラのオープナーが開かないのでカメラ映像が映らない。また、リアゲートも開かない。
85,2021年11月23日,埼玉,ＨＰ,ＢＭＷ,ＭＩＮＩ　クーパーＤ　クロスオーバー,2016年05月,"62,000 Km",LDA-XD20F,N47C20A,排ｶﾞｽ･騒音,２０２０年２月,エンジンチェックランプが時々点灯する。ディーラーにてＥＧＲの詰まりに関する異常履歴を確認し、ＥＧＲを交換した。
86,2021年11月23日,埼玉,ＨＰ,ＢＭＷ,ＭＩＮＩ　クーパーＤ　クロスオーバー,2016年05月,"62,000 Km",LDA-XD20F,N47C20A,車枠・車体,２０２０年７月,エアコン吹き出し口から不完全燃焼ガスのような臭い、または何かが燃焼しているような臭いが流入することがある。
87,2021年11月23日,埼玉,ＨＰ,ＢＭＷ,ＭＩＮＩ　クーパーＤ　クロスオーバー,2016年05月,"62,000 Km",LDA-XD20F,N47C20A,燃料装置,２０２１年７月,信号停車したところエンストした。再始動を試みるもののシフトレバーをＤレンジに入れるとエンストするため、レッカーでディーラーへ搬送し、点検により燃料ポンプの不良と診断された。
88,2021年11月23日,埼玉,ＨＰ,ＢＭＷ,ＭＩＮＩ　クーパーＤ　クロスオーバー,2016年05月,"62,000 Km",LDA-XD20F,N47C20A,エンジン,２０２１年８月,路上でエンストした。数分後の再始動にて走行できたが、パワーがでずノロノロ動く程度になった。ディーラーにレッカー搬送したが、入庫時の点検では症状が出ず、そのまま出庫になった。
89,2021年11月23日,埼玉,ＨＰ,ＢＭＷ,ＭＩＮＩ　クーパーＤ　クロスオーバー,2016年05月,"62,000 Km",LDA-XD20F,N47C20A,エンジン,２０２０年１月,エンジンオイルが５０００ｋｍ走行で５リットル消費していた。
90,2021年11月22日,青森,ＨＰ,トヨタ,プリウス,2016年04月,"36,000 Km",DAA-ZVW55,2ZR-1NM-1MM,保安灯火,最近,左右のテールランプカバーの内側（ちょうどブレーキランプのあたり）に白ペンキのようなシミが出てきた。
91,2021年11月22日,東京,ＨＰ,ＢＭＷ,ＢＭＷ　Ｘ３　ｘＤｒｉｖｅ　２０ｉ,2019年03月,"25,700 Km",DBA-TR20,B48B20A,乗車装置,２０２１年１１月,車のキーの操作なくタワーパーキング内で突然テールゲートが開き、他のパレットに当たり、テールゲートとリアガラスが大破した。
