番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
32,2021年12月22日,新潟,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナ,不明,"91,000 Km",C26,不明,エンジン,２０２１年１２月２２日,エンジンのかかりが悪く、始動するまでしばらくかかった。
33,2021年12月22日,東京,ＨＰ,トヨタ,ノア,2017年07月,"12,600 Km",DBA-ZRR80W,3ZR,保安灯火,不明,電球の投影範囲では無いが、ヘッドライトの表面のクリア層が剥離してきている。また剥離の前に白濁している。
34,2021年12月22日,東京,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,Ｃ３５０ｅ,2016年03月,"25,600 Km",DLA-205047,274-EM0011,エンジン,不明,エアコンの故障による影響でエンジンが止まってしまった。
35,2021年12月22日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ウェイク,2015年06月,"74,833 Km",DBA-LA710S,KF,乗車装置,２０２１年１２月,運転席のドアワイヤーが切れたため、車室内側からドアが開けられなくなった。
36,2021年12月22日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ノート,2011年01月,"19,500 Km",CBA-ZE11,CR16,動力伝達,不明,クラッチペダルが戻らなくなることがある。ディーラーで修理を受けているが、６年間症状が解消しない。
37,2021年12月22日,滋賀,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ライフ,不明,不明,DAB-JB5,不明,車枠・車体,不明,ホンダのロゴマークが脱落した。
38,2021年12月21日,宮城,電話,ニッサン,リーフ　Ｘ,2018年09月,"54,000 Km",ZAA-ZE1,EM57,制動装置,２０２１年１０月、１１月、１２月,走行中１０ｋｍ／ｈから１５ｋｍ／ｈで突然注意警告のあらゆるインジケーターが点灯し、即座に点検を受けてくださいの表示が出た。症状としてはブレーキが効かず、ブレーキペタルの油圧が抜けた感じで、アンチロックの状況であった。その後、ＡＢＳブレーキが効いてやっと停止した。
39,2021年12月21日,石川,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ワゴンＲ,2009年09月,"26,500 Km",DBA-MH23S,K6A,その他,不明,エアコンのコンプレッサーの不良により、ＡＣボタンを押すとエンストしてしまう症状が出るようになり、信号待ちで再始動できなくなり、レッカー搬送が必要になった。
40,2021年12月21日,東京,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,ポロＧＴＩ,2021年02月,不明,3BA-AWCZP,CZP,その他,購入直後から,Ｄｉｓｃｏｖｅｒ　Ｍｅｄｉａ　の通信モジュールの不良により、そもそも通信をしない事が多く使い物にならない。
41,2021年12月21日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンタ―,2014年05月,"170,000 Km",TPG-FBA00,4P10,エンジン,２０２１年,走行中にガチャガチャと異音がして加速しなくなったため、販売店で確認をしたところ、エンジンが損傷していると診断された。
42,2021年12月21日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,フィット,2013年12月,"27,300 Km",DAA-GP5,LEB-H1,エンジン,２０２１年１２月５日,県道の急こう配を走行して交差点で左折をした際、エンジンオイルランプが点灯した。１ｋｍほど走行をして車を止めれるところに寄せるために減速をしたところ、バッテリーマークがつくとともにエンジンが止まり、警告灯が全点灯状態で再始動出来なくなった。
43,2021年12月21日,千葉,ＨＰ,ホンダ,ＣＲＦ２５０Ｌ,不明,"1,401 Km",2BK-MD47,MD47E,エンジン,購入以来ずっと,交差点進入時、交差点右折発進時にエンジンが止まった。ディーラーでＥＣＵのリセット、スロットルポジションセンサーの調整を受けた。
44,2021年12月21日,群馬,ＨＰ,スズキ,ジムニー,2020年02月,不明,3BA-JB74W,K15B,車枠・車体,２０２０年５月,強めの１速発進時に異音（グワンｏｒグーｏｒブオン）が鳴る。
45,2021年12月21日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,スバル,フォレスター,2015年01月,"60,000 Km",DBA-SJ5,FB20,エンジン,中古車購入直後から,発進時にエンストする。ディーラーで確認したところ、エンジンに使っているセンサーにエラー履歴が確認された。
46,2021年12月21日,岡山,ＨＰ,マツダ,ＣＸ－５,2013年10月,"82,400 Km",LDA-KE2AW,SH,エンジン,２０２１年１１月下旬,赤信号での停車に備えて１０ｋｍ／ｈ程度の速度で前進中、エンジンがストップ（イグニッションオフ）となった。整備工場で診断機を接続したが異常所見無く、バッテリーを交換した。
47,2021年12月20日,宮城,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,アトレー,2017年05月,"20,000 Km",ABA-S331G,KF,動力伝達,不明,ビスカスカップリング不良により、ハンドルを切って曲がろうとした際にデフロックしているかのような旋回不良やバキンという異音が発生する。
48,2021年12月20日,東京,ＨＰ,スバル,インプレッサ,2013年09月,"59,255 Km",DAA-GPE,FB20-MA1,電動機(モーター),２０２１年１２月,ハイブリッドシステムが作動せず常にエンジンで走行になった。警告が表示された。ディーラーでドライブモーターＯリング交換になった。
49,2021年12月20日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,エスクァイア,2021年04月,不明,6AA-ZWR80G,2ZR-5JM,乗車装置,購入直後,両側のスライドドアのローラーアッパーの摺動不良により、ウォーウォーと異音が出た。
50,2021年12月20日,千葉,ＨＰ,三菱,ふそうキャンター,2013年12月,"166,900 Km",TKG-FEB80,4P10,エンジン,２０２１年１２月２０日,クランクプーリーにブレ又はふらつきがあり、クランクプーリーが脱落しそうになっている。
51,2021年12月20日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,ＭＩＮＩ,ＭＩＮＩ　ＪＣＷ　Ｃｌｕｂｍａｎ,2020年09月,不明,3BA-JZJCWM,B48A20E,エンジン,２０２０年１０月３１日、２０２１年８月１,高速道路を８０ｋｍ／ｈ～１００ｋｍ／ｈで走行中に突然警告音と共にエンジン警告灯が点灯し、エンジンが異常振動するようになった。ディスプレイには「ドライブトレーン異常、点検を受けてください。慎重に走行。最大駆動力が出ません」という表示が出て、４０ｋｍ／ｈまで失速し、それ以上に加速が出来なくなった。ディーラーでインジェクター不良ということで交換修理が行われて帰ってきたが、２０２１年８月に高速道路走行時に同じ症状が再発し、今度はプログラムの書き換えという対応が行われた。
52,2021年12月20日,愛知,ＨＰ,スバル,フォレスター,2021年01月,"6,500 Km",4BA-SK5,CB18,エンジン,購入当時からまれに,水温、油温が十分に温まった後にエンジンを停止。そこから１～２日ほど開けて、エンジン始動をすると、エンジン回転がふけ上がった後に、一瞬ジャラジャラ音（チェーンが暴れるような音）がする。その後、すぐに再始動しても音は鳴らない。
53,2021年12月20日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ワゴンＲ,2018年01月,"18,300 Km",DAA-MH55S,R06A-WA05A,エンジン,２０２１年１２月５日,踏切を通過しようとした際に突然エンジンが止まり、再始動できなくなったため、ギアをＮにして押し出す事態となった。
54,2021年12月20日,静岡,ＨＰ,トヨタ,シエンタ,2004年10月,"70,600 Km",CBA-NCP81G,1NZ,エンジン,数年前から,２時間半走って小休憩後、再度エンジンかけようとすると、かかりにくい。温まっていて再度エンジンかけるとかかりにくい。アクセルペダルを踏まなければかからない。
55,2021年12月20日,静岡,ＨＰ,ジャガー,ＸＦ　Ｐｒｅｍ．Ｌｕｘ．４．２　Ｖ８,2008年09月,"95,000 Km",CBA-J05HA,HB,電気装置,２０２０年１２月,ショートによりポジション球が切れた。ヘッドライトユニット内部配線のビニール被覆が劣化して銅線が剥き出し状態になっていた。
56,2021年12月20日,三重,ＨＰ,ニッサン,セレナ,2014年08月,"49,000 Km",DAA-HC26,MR20-SM23,電気装置,２０２１年１２月,オルタネーターの不良により、異音が出るようになった。
57,2021年12月20日,京都,ＨＰ,マツダ,デミオ,2014年10月,"127,800 Km",DBA-DJ3FS,P3,保安灯火,２０２１年３月頃から,ウォッシャー液がタンクとチューブの継ぎ目あたりから漏れる。
58,2021年12月20日,福岡,ＨＰ,ニッサン,セレナ,2019年06月,"25,000 Km",DAA-GFC27,MR20-SM24,制動装置,２０２１年１２月２０日,パーキングブレーキアクチュエーターの不良により、電動パーキングブレーキの不具合でサイドブレーキがかけれない。警告灯及びパーキングブレーキのスイッチが常に点滅状態になった。
59,2021年12月19日,埼玉,ＨＰ,ホンダ,ＦＲＥＥＤ,2021年05月,"5,000 Km",6BA-GB5,L15B,かじ取り,２０２１年５月　購入してから,市内地、郊外を走行していると頻繁に衝突防止回避表示と同時にハンドルがロックされる。
60,2021年12月19日,山梨,ＨＰ,スズキ,ジムニー,2021年11月,"1,800 Km",3BA-JB74W,K15B,動力伝達,納車直後より,納車直後より一速ギアで坂道発進や、強く加速するなど負荷が大きい状況で発進時、１５００～２０００回転の間でトランスファーより「ブー」と大きな異音がする。
61,2021年12月19日,大阪,ＨＰ,フォルクスワーゲン,ＶＷゴルフヴァリアント１．４／１０３ｋＷ,2015年06月,"69,600 Km",DBA-AUCHP,CHP,動力伝達,２０２１年１２月１９日,センターコンソールシフトゲート前方の小物入れの物の出し入れに際し、シフトゲートパネルの外周部のアルミ加飾パネルが浮き上がり、かつ折り返し部の長さが短く、折り返し部からアルミパネルが剥離して、パネルエッジ部が鋭利なため手を触れた際に切傷を負った。
62,2021年12月19日,大阪,ＨＰ,スズキ,ジムニー,2020年12月,"6,000 Km",3BA-JB74W,K15B,動力伝達,新車時からずっと,加速時エンジン回転１７５０ｒｐｍ付近でトランスファーから音がなる。坂道発進をした際に特に顕著で急勾配では鳴り続ける。
63,2021年12月19日,滋賀,ＨＰ,マツダ,デミオ,2011年09月,"129,900 Km",DBA-DEJFS,P3,かじ取り,２０２１年１０月２２日,車を運転していたら運転席の前方、下の部分から何かが落ちた。運転中だったので後で確認することとし、そのまま走行していたら１０～１５分後にハンドルが全く効かなくなった。ディーラーで確認したところ、インターミディエイトシャフトボルトが外れ落ちたものと判った。
64,2021年12月18日,茨城,ＨＰ,スバル,フォレスター,2016年05月,"42,000 Km",DBA-SJ5,FB20,制動装置,２０２０年１０月,マスターバッグの気密不良により、エンジン始動時にブレーキペダルが固くなり、ブレーキペダルを強く踏み込まないとエンジンが始動しない。
65,2021年12月18日,群馬,ＨＰ,ニッサン,セレナ,2017年01月,"37,434 Km",DAA-GFC27,MR20-SM24,制動装置,２０２１年１２月,サイドブレーキのランプが点滅し、サイドブレーキがかけられなくなった。
66,2021年12月18日,大阪,ＨＰ,ホンダ,ＰＣＸ１６０,不明,"2,000 Km",2BK-KF47,KF47E,燃料装置,不明,給油口が開かなくなった。
67,2021年12月18日,大阪,ＨＰ,ホンダ,ＰＣＸ１６０,不明,"2,000 Km",2BK-KF47,KF47E,かじ取り,不明,ハンドルが固定されず、前後にグラグラするようになった。
68,2021年12月18日,大阪,ＨＰ,ＢＭＷ,ＢＭＷ　２１８ｄ　Ｇｒａｎ　Ｔｏｕｒｅｒ,2015年06月,"60,000 Km",LDA-2E20,B47C20A,動力伝達,２０２１年１１月,走行中ドライブトレーンの画面が出てエンジンの警告灯が点き、アクセルペダルを踏んでも１０ｋｍ／ｈ位しか出なくなった。ディーラーでの確認でトランスミッションオイルが出たり出なかったりしているため、変速機全部の載せ替えが必要と診断された。
69,2021年12月18日,滋賀,ＨＰ,スズキ,ワゴンＲ,2016年01月,"77,000 Km",DAA-MH44S,R06A-WA04A,燃料装置,２０２１年１１月２５日　午前１０時,燃料ポンプの不良により、高速道路を走行中にアクセルペダルを踏んでもスピードが落ち、エンジンが停止し再始動不可能になった。
70,2021年12月18日,福岡,ＨＰ,ニッサン,キューブキュービック,不明,"145,000 Km",UA-BGZ11,CR14DE,電気装置,２０２１年１０月,エアコンのエアミックスドアの軸が折れたため、暖房が効かなくなった。送風口の切り替えもできない。
71,2021年12月17日,福島,ＨＰ,アウディ,アウディ　Ａ６　４５Ｔｑ,2021年06月,"1,000 Km",3AA-F2DKNF,DKN-4413,電気装置,２０２１年７月１８日,テレビに切り替えると、「画面にＴＶを起動中お待ちください」というメッセージが出て延々とＴＶに切り替わらない。
72,2021年12月17日,埼玉,ＨＰ,メルセデス・ベンツ,Ｅ２５０,2013年05月,"52,000 Km",RBA-212036C,274,排ｶﾞｽ･騒音,２０２１年３月１３日,ＮＯｘセンサーの誤作動により、エンジンチェックランプが点灯した。
73,2021年12月17日,栃木,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,デイズルークス,不明,不明,DBA-B21A,3B20,エンジン,２０２１年１２月１４日,ターボチャージャーのウェストゲートバルブが故障し、ターボチャージャーとエンジンが焼けてしまった。
74,2021年12月17日,愛知,ＨＰ,トヨタ,ｉＱ,2009年01月,"85,900 Km",DBA-KGJ10,1KR,車枠・車体,不明,塗装が剥がれ、再塗装を行ったが、１年経過したところ、右フェンダーの塗装が剥がれた。
75,2021年12月17日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＯＮＥ,2021年04月,不明,6BA-JG3,S07B,制動装置,不明,ブレーキペダルを強めに踏み込み、パッと放した際にガガガ・・と異音が発生する。ブレーキペダルを放したのに、ブレーキが一瞬かかったままになる症状を体験したこともある。
76,2021年12月17日,岐阜,ＨＰ,ボルボ,ボルボ　Ｖ４０,2014年03月,"177,149 Km",DBA-MB4164T,B4164T,制動装置,２０２１年１２月と２０２０年１月,ブレーキペダルを踏んだ後、ペダルを戻す時に、ブレーキペダル付近からピー音の笛吹音が発生した。ペダルを戻すのを止めてそのまま保持すると、笛吹音はなり続き、だんだんブレーキペダルが重くなって、ペダルを押し返された。その状態が寒い時期を中心に散発し、時々インパネに「ブレーキシステムサービスが必要です」の表示が出た。本件で２０２０年１月にブレーキシブースタを交換するも、２０２１年１２月に再発した。
77,2021年12月17日,京都,ＨＰ,トヨタ,パッソ,2017年02月,"13,700 Km",DBA-M700A,1KR,エンジン,２０２１年１１月下旬,アクセルの応答が悪いことがある。
78,2021年12月16日,北海道,電話,三菱,ｅＫスポーツ,2004年06月,"140,400 Km",CBA-H81W,3G83,動力伝達,不明,変速機の改善対策（４５０）の措置を済ませた車で、改善対策の不具合情報と同じ４速に入らない症状が発生した。
79,2021年12月16日,長野,ＨＰ,テスラ,モデル３　ＡＷＤ,2021年03月,"4,902 Km",ZAA-3L23,3D3-3D5,電気装置,２０２１年１１月２４日,高速道路を８０ｋｍ／ｈ走行中、追い越しのため車線変更から加速のためアクセルペダルを踏んだところ軽い衝撃と同時に各種エラーが発生した。「低バッテリー」「５５ｋｍ／ｈに制限」等各種エラー表示が出た。この時バッテリーは５８％で、実際には加速・回生ブレーキは効かず惰性のみでの走行となった。その後、サブバッテリーを含む全電源の喪失のため、けん引・ドアの開閉等に支障が生じた。ディーラーではＨＶバッテリーのコンタクターのショートと診断された。
80,2021年12月16日,長野,ＨＰ,マツダ,ＣＸ－３,2020年01月,"49,000 Km",6BA-DKEAW,PE,かじ取り,４４０００ｋｍ走行後くらいから,時速５０ｋｍ以上などで走行中、緩いカーブがあるとき、ハンドルが固まって微細な調整がしづらくなる。一定の角度以上動かすと、カクッという振動があってからスムーズに動く。
81,2021年12月16日,千葉,ＨＰ,ＵＤトラックス,クオン,2018年07月,"268,400 Km",2PG-CG5CA,GH11,エンジン,不明,冷却水サブタンクの樹脂合わせ目の圧着不良により、冷却水漏れが発生して、サブタンク及左フェンダー付近に冷却水漏れ痕が出来ている。
82,2021年12月16日,千葉,ＨＰ,ＵＤトラックス,クオン,2018年05月,"321,000 Km",2PG-CG5CA,GH11,エンジン,２０２１年６月,冷却水サブタンクの樹脂合わせ目の圧着不良により、冷却水漏れが発生して、サブタンク及左フェンダー付近に冷却水漏れ痕が出来ている。
83,2021年12月16日,千葉,ＨＰ,ＵＤトラックス,クオン,2018年06月,"290,700 Km",2PG-CG5CA,GH11,エンジン,不明,冷却水サブタンクの樹脂合わせ目の圧着不良により、冷却水漏れが発生して、サブタンク及左フェンダー付近に冷却水漏れ痕が出来ている。
84,2021年12月16日,千葉,ＨＰ,ＵＤトラックス,クオン,2018年12月,"152,000 Km",2PG-CD5BA,GH11,エンジン,不明,冷却水サブタンクの樹脂合わせ目の圧着不良により、冷却水漏れが発生して、サブタンク及左フェンダー付近に冷却水漏れ痕が出来ている。
85,2021年12月16日,千葉,ＨＰ,三菱,ふそうスーパーグレート,2016年06月,"440,000 Km",QPG-FS64VZ,6R10,エンジン,２０２１年１１月,駐車中にオイルパン前付近にオイル漏れ痕を確認した。ディーラーの確認で、樹脂製オイルパンが劣化による亀裂が生じたものと診断された。
86,2021年12月16日,埼玉,ＨＰ,ＢＭＷ,ＢＭＷ　１１６ｉ,2012年08月,"36,000 Km",DBA-1A16,N13B16A,燃料装置,２０２１年１０月ころから頻発,起動の直後からエンジンの回転が不安定になり、そのままエンストする。画面に「ドライブトレーンに異常」が表示され、そのままエンジンがストップした。
87,2021年12月16日,埼玉,ＨＰ,ホンダ,オデッセイ,2014年01月,"71,000 Km",DBA-RC1,K24,制動装置,２０２１年１１月,ＣＴＢＡシステム点検の警告灯のランプが点灯したままになった。ディーラーでリセット作業を行ったが警告が再点灯し、バックアップカメラ交換が必要と診断された。
88,2021年12月16日,兵庫,ＨＰ,スバル,インプレッサ,2015年10月,"29,500 Km",DBA-GP7,FB20,走行装置,２０２１年１１月,左後方ハブベアリングより音がする。
