番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
47,2021年10月27日,大阪,来訪,メルセデス・ベンツ,Ｃ２００,2016年09月,"46,053 Km",RBA-205042C,274,燃料装置,２０２１年９月１８日,使用者がエンジンの始動をしようとしたが始動できなかった。また、ガソリンの臭いがしたため地面を見るとガソリンが大量に漏れていた。
48,2021年10月27日,滋賀,ﾌﾘｰﾀﾞｲｱﾙ,ヤマハ,ＪＯＧデラックス,2018年01月,"10,000 Km",2BH-AY01,AF74E,エンジン,不明,新車購入して１年ぐらいでエンストし、修理してもエンストした。
49,2021年10月27日,岡山,ﾌﾘｰﾀﾞｲｱﾙ,カワサキ,Ｎｉｎｊａ　ＺＸ－１４Ｒ,2018年10月,"6,000 Km",ZXT40J,ZXT40EE,車枠・車体,不明,クラッチ付近から異音がする。
50,2021年10月26日,福島,ＨＰ,ホンダ,ステップワゴン,2016年03月,"73,500 Km",DBA-RP4,L15B,乗車装置,２０２１年８月ころ,バックドア（ワクワクゲート）が開かない。２０２１年夏に交換したが、１０月現在また開かなくなっている。
51,2021年10月26日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,スバル,レヴォーグ,2014年07月,"52,300 Km",DBA-VM4,FB16,制動装置,２０２１年,ブレーキマスターバッグの空気漏れにより、エンジンを始動する際に、ブレーキペダルがロックされたような状態で踏み込めず、始動困難な状態になっていた。
52,2021年10月26日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ハリアー,2015年03月,"49,900 Km",DAA-AVU65W,2AR-2JM-2FM,電気装置,２０２１年,公営の駐車場に止めた際、突然電源が入らなくなり始動できなくなった。ロードサービスなどを手配しようとしている間に自然に復旧した。
53,2021年10月26日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,Ｅ３５０,2006年09月,"110,500 Km",DBA-211256C,272,エンジン,不明,エンジンのバランスシャフトスプロケットが破損し、エンジンチェックランプが点灯した。
54,2021年10月26日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,パサートヴァリアント,2017年11月,"17,900 Km",DBA-3CCZE,CZE,その他,２０２１年７月,エンジン始動と同時にエアコンの送風口より白い粉が噴出される。まるでチョークの粉のように出る。
55,2021年10月26日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,スカイライン,2015年09月,"22,200 Km",DAA-HV37,VQ35-HM34,その他,不明,ソナーの軸ずれによる反応不良。ナビ画面が真っ黒になる。動力切り替え時に異音と出力不良。ブルートゥース機能不良。エアコンコンプレッサーの不良が発生した。
56,2021年10月26日,山口,ＨＰ,マツダ,ＲＸ－８,2004年06月,"96,000 Km",LA-SE3P,13B,かじ取り,２０２１年１月～,エンジン始動直後の冷間時にステアリングがガクガクする。また、ハンドルを切ると強いキックバックが出る。
57,2021年10月25日,長野,ＨＰ,マツダ,ＣＸ－５,2013年12月,"90,000 Km",LDA-KE2AW,SH,排ｶﾞｽ･騒音,２０２１年１０月,エンジン内の煤つまりにより、高速道路走行中、システム異常が発生した。その後２０ｋｍ程度走行後にエンジン油圧が低下した。
58,2021年10月25日,長野,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナ,2015年09月,"70,000 Km",DBA-FNC26,MR20,電気装置,不明,オルタネーターの不具合により、走行中に道路の真ん中でエンストした。
59,2021年10月25日,東京,ＨＰ,ニッサン,エクストレイル,2013年12月,"55,000 Km",DBA-NT32,MR20,動力伝達,不明,ＣＶＴの不具合により２０００回転～３０００回転でＣＶＴでのギアが変わるときに、大きな振動がする。振動直後にアクセルペダルを離すと振動は収まる。一度振動がすると、継続的に発生する。
60,2021年10月25日,東京,ＨＰ,ニッサン,セレナ,2017年06月,"21,700 Km",DAA-GFC27,MR20-SM24,制動装置,２０２０年１２月,プロパイロット（自動運転技術）で走行中に前方の車に接近しても自動ブレーキが作動せずに危険を感じ手動ブレーキ操作を行った。ディーラーにてＡＢＳアクチュエータのエア抜きを実施したところ自動ブレーキがかかるようになった。
61,2021年10月25日,東京,ＨＰ,ニッサン,エクストレイル,2013年12月,"55,000 Km",DBA-NT32,MR20,動力伝達,不明,ＣＶＴの不具合により２０００回転～３０００回転でＣＶＴでのギアが変わるときに、大きな振動がする。振動直後にアクセルペダルを離すと振動は収まる。一度振動がすると、継続的に発生する。
62,2021年10月25日,神奈川,ＨＰ,プジョー,３００８,2019年11月,"15,800 Km",LDA-P84AH01,AH01,排ｶﾞｽ･騒音,２０２１年１０月７日,アドブルー残量センサーのエラーにより、エンジン始動後、エンジン故障表示とアドブルー残量警告灯の表示、エンジン始動不可まで残り１１００ｋｍと表示された。
63,2021年10月25日,神奈川,ＨＰ,スバル,ＷＲＸ　Ｓ４,2016年02月,"21,978 Km",DBA-VAG,FA20,制動装置,２０２１年７月,ブレーキマスターバックの不良により、エンジン始動の際にブレーキペダルが硬くなり、強く踏み込まないとエンジンが始動出来ない。
64,2021年10月25日,神奈川,ＨＰ,トヨタ,カローラフィールダー,2010年11月,"72,300 Km",DBA-NZE141G,1NZ,乗車装置,不明,エンジンキースイッチを切り、ドアーロックをせずに外に出て数十分すると、時たま独りでにドアーロックが掛かります。
65,2021年10月25日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,リーフ,2012年09月,"56,400 Km",ZAA-ZE0,EM61,緩衝装置,不明,サスペンションアッパーマウントが錆びにより脱落した。
66,2021年10月25日,岐阜,ＨＰ,マツダ,ＭＡＺＤＡ３,2019年12月,"5,500 Km",3AA-BPEP,HF-MK,制動装置,２０２１年７月,エンジンを掛けるとガガガガと言うＡＢＳの作動音の様な異音と共にブレーキペダルが一番奥まで引き込まれてしまい、それ以上踏み込めなくなる症状が頻繁に発生する。また、この状態でポジションをＤに入れサイドブレーキを解除すると平坦な駐車場でブレーキペダルを踏んでいても車が動き出してしまう。
67,2021年10月25日,岡山,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ビアンテ,不明,"145,000 Km",DBA-CC3FW,不明,電気装置,不明,オルタネーターの不具合により、交差点でパワーステアリングが効かず、なんとか曲げて道路脇に停めた。
68,2021年10月25日,香川,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナ,2015年02月,"95,000 Km",DAA-HFC26,MR20-SM23,動力伝達,不明,ＣＶＴの不具合により、アクセルペダルを踏んでも前進しなくなった。
69,2021年10月25日,長崎,ＨＰ,ニッサン,シルフィ,2013年01月,"92,300 Km",DBA-TB17,MRA8,動力伝達,２０２１年７月,ＣＶＴセンサーのエラーにより、エンジンチェックランプが点灯した。
70,2021年10月25日,熊本,ＨＰ,スバル,エクシーガ　２．０ＧＴ,2011年01月,"95,000 Km",DBA-YA5,EJ20,動力伝達,２０２１年９月,走行中（主に低速）にいきなりギアが抜けた感じになり、いきなりドンと衝撃と共にギアが繋がる感じになった。
71,2021年10月25日,宮崎,ﾌﾘｰﾀﾞｲｱﾙ,スバル,レガシィ,2010年03月,"84,300 Km",DBA-BR9,EJ25,動力伝達,不明,トルクコンバーターの不具合により、ロックアップが解除されずに急ブレーキの時だけエンストする。
72,2021年10月24日,東京,ＨＰ,スバル,インプレッサスポーツ,2013年06月,"62,800 Km",DBA-GP7,FB20,エンジン,２０２１年１０月２３日,ソレノイドバルブ付近からオイルが漏れ、エンジンハーネスに付着したため、走行中に突然、警告音と共に「エンジン警告灯灯」「ＶＤＣ警告灯」「ヒルスタートアシスト警告灯」等、複数の警告灯が点灯した。
73,2021年10月24日,愛知,ＨＰ,ホンダ,ステップワゴン,2017年06月,"72,173 Km",DBA-RP3,L15B,エンジン,２０２１年１０月２３日,アイドリングストップでエンジンが停止後、再始動しなくなった。チェンジレバーをパーキングに入れ、エンジンの再始動をしようとしたが、セルモーターが回らず立ち往生した。
74,2021年10月24日,静岡,ＨＰ,ニッサン,セレナ,2014年05月,"41,558 Km",DAA-HFC26,MR20-SM23,動力伝達,３年ほど前から,ＣＶＴの不良により、ギアが正常に切り替わらない。ずっとエンジンブレーキが掛かっているような感覚になる。。
75,2021年10月24日,大阪,ＨＰ,ＢＭＷ,Ｒ１２００ＲＳ,2017年09月,"17,000 Km",2BL-R12NB,122EN,保安灯火,購入後半年頃,カウルに固定されているミラーの根元部分が、使用しているうちに緩くなって固定されなくなった。ミラーが折りたたみ位置と使用時位置間の奥手前でしか保持できず、中間で止められない。
76,2021年10月24日,岡山,ＨＰ,スズキ,ＧＳＸ１３００Ｒ,2017年03月,"32,900 Km",EBL-GX72B,X704,エンジン,２０２１年１０月８日,走行時、白煙が上がり危険を感じたためエンジンを停止した。整備工場に見せたところ、ジェネレーターからメインハーネスへつながる配線の被膜が繊維状となっており、その被膜をオイルが伝わり、カプラー部でスパークが発生し発熱熔解したものと思われる。と診断された。
77,2021年10月23日,北海道,ＨＰ,ホンダ,Ｎ－ＢＯＸ　Ｃｕｓｔｏｍ,2018年03月,"48,828 Km",DBA-JF4,S07B,制動装置,２０２１年１０月１５日,運転中に体調不良のため操作が遅れ、通常の回避動作ができず前方車両に追突する事故となったが、この際にホンダセンシングの衝突回避機能が作動せず、修理不能の全損規模の事故となり、双方の乗員も負傷した。
78,2021年10月23日,岐阜,ＨＰ,ダイハツ,ソニカ,2006年09月,"119,000 Km",CBA-L405S,KF,エンジン,２０２１年７月,アクセルを開けるとエンジン回転が２５００回転あたりでカタカタ音がする。（特に冷間時）アクセルを抜いても少し聞こえる。
79,2021年10月22日,埼玉,ＨＰ,その他,ジーム　スーパーソコ　ＴＣ,2020年10月,"5,000 Km",LYSTC114L,2020,その他,２０２０年１０月５日,走行中、実際のスピードよりスピードメーターが速くも遅くも表示される。停止しても２０ｋｍ／ｈのところで表示が停止したりする。
80,2021年10月22日,兵庫,ＨＰ,スズキ,スイフトスポーツ,2018年01月,"15,000 Km",CBA-ZC33S,K14C,エンジン,２０２１年１０月１０日,エンジンマウントの不具合により、エンジンからの振動が伝わるようになった。この影響で、ハンドルが重くなり、エンジンの回転がスムーズに回らない、ギアの入りが悪い。
81,2021年10月22日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,スバル,サンバー,2006年07月,"100,000 Km",LE-TT2,EN07,乗車装置,２～３日前,運転席のドアロックが動かなくなり、ドアを開閉できなくなった。
82,2021年10月22日,福岡,ＨＰ,ＢＭＷ,ミニクロスオーバー,2015年07月,"60,000 Km",LDA-XD20F,N47C20A,エンジン,２０２１年１０月２１日午後,走行中、ハンドルが重くなったため、停車してエンジンルームを見たところ、クランクプーリーバイブレーションダンパーが破損し、ファンベルト切断していた。
83,2021年10月21日,宮城,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2013年01月,"55,000 Km",TKG-FBA30,4P10,燃料装置,不明,走行中にエンストをした。ディーラーで確認したところ燃料ポンプに繋がるカプラーの端子が焦げていた。
84,2021年10月21日,宮城,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2013年01月,"66,000 Km",TKG-FBA30,4P10,燃料装置,不明,走行中にエンストをした。ディーラーで確認したところ燃料ポンプに繋がるカプラーの端子が焦げていた。
85,2021年10月21日,宮城,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2013年01月,"75,100 Km",TKG-FBA30,4P10,燃料装置,不明,走行中にエンストをした。ディーラーで確認したところ燃料ポンプに繋がるカプラーの端子が焦げていた。
86,2021年10月21日,宮城,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2013年01月,"47,200 Km",TKG-FBA30,4P10,燃料装置,不明,走行中にエンストをした。ディーラーで確認したところ燃料ポンプに繋がるカプラーの端子が焦げていた。
87,2021年10月21日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ハイゼット,2018年12月,"20,000 Km",EBD-S331V,KF,動力伝達,不明,リアデフのベアリングから異音が出る。
88,2021年10月21日,栃木,ＨＰ,ホンダ,オデッセイ,不明,"90,000 Km",DBA-RC1,K24W,エンジン,２０２０年７月,エンジンオイルが３０００ｋｍで２Ｌくらい減る。
89,2021年10月21日,三重,ＨＰ,スズキ,エブリイ,2017年11月,"34,000 Km",EBD-DA17V,R06A,エンジン,２０２１年７月,エアコンを入れ、コンプレッサーが入るとエンジンストールする。
90,2021年10月21日,京都,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸ,不明,不明,DBA-JF3,S07B,エンジン,不明,発進時エンストするようになった。
91,2021年10月21日,広島,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ｅＫワゴン,2021年01月,"5,000 Km",5BA-B33W,BR06,エンジン,２０２１年２月２８日,加速中２０００回転くらいからエンジンのばたつき音が出始める。エンジンを２回載せ替えたが再発している。
92,2021年10月21日,山口,ＨＰ,スズキ,ワゴンＲ,2013年05月,"83,000 Km",DBA-MH34S,R06A,エンジン,１回目２０２１年８月３日、２回目８月９日,１回目、信号待ち（アイドリングストップ停止中）をしている時にエンジンが停止し、５分ぐらいエンジンがかからない状態が続いた。２回目、緩い下り坂のカーブを走行中にエンジンが停止しブレーキが効かない状態になり路肩に乗り入れギアをパーキングに入れて停止した。どちらもメーターパネルはエンジンが停止の状態になった。警告音等はなかった。
93,2021年10月20日,千葉,ＨＰ,ホンダ,ステップワゴンスパーダ,2000年04月,"104,000 Km",DBA-RK5,R20A,エンジン,２０２１年９月,ピストンリングの不具合による、オイル上がりで、走行中にオイル警告灯が点滅した。エンジンオイルを補充し警告灯は消えたが、その後数ｋｍ走ったところで急にエンジンが停止した。
94,2021年10月20日,栃木,ＨＰ,ダイハツ,ハイゼットトラック,2020年03月,"20,000 Km",EBD-S510P,KF,エンジン,２０２１年１０月２９日,舗装路を走行中、いきなり異音がでてエンストし、エンジンがかからなくなった。調べてもらったところ、バルブが折れてピストンを破損させたらしいと診断された。
95,2021年10月20日,大阪,ＨＰ,フォルクスワーゲン,ゴルフトゥーラン,2013年09月,"47,000 Km",DBA-1TCTH,CTH,エンジン,２０１８年と２０２１年の２回,ウォーターポンプの不良により、エンジンルームからガラガラ異音が発生した。
96,2021年10月20日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＣＸ－３,2016年02月,"39,700 Km",LDA-DK5FW,S5,保安灯火,不明,ウォッシャーポンプが送り出した液を車両の前後に切り替える部品とポンプの接続部から液漏れした。
