番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
13,2021年06月29日,東京,ＨＰ,スバル,レガシィ,2014年09月,"93,000 Km",DBA-BRM,FB25,エンジン,２０２１年５月１７日,長距離運転中、コンビニにて休憩中にエンジンルームから白煙が上がり、ボンネットを開けて確認したところ、火が出ていた。
14,2021年06月29日,東京,ﾌﾘｰﾀﾞｲｱﾙ,スバル,レヴォーグ,2021年03月,不明,4BA-VN5,CB18,制動装置,不明,運転支援装置（アイサイト）のプログラムに関わる改善対策の措置を受けた車で、衝突被害軽減ブレーキが不要作動した。
15,2021年06月29日,神奈川,ＨＰ,ＢＭＷ,５２８ｉ,2012年12月,"69,440 Km",DBA-XG28,N20B20A,燃料装置,不明,走行中に「燃料供給低下」、「ドライブトレーン」のエンジン警告灯が点灯してエンジンの振動が発生した。路肩に停車後にエンジンが停止し、再始動不能になった。５分程度経過した後にエンジンスタートボタンを押すと再始動できたが、以後、同様の事象が複数回発生した。
16,2021年06月29日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,フィット,2011年09月,"45,900 Km",DBA-GE6,L13A,エンジン,２０２１年６月２５日,３番シリンダーの点火不良により、高速道路を走行中にエンジン不調が発生した。
17,2021年06月29日,愛知,ＨＰ,ニッサン,セレナ,2014年04月,"34,747 Km",DAA-HC26,MR20-SM23,電気装置,２０２１年６月,エンジンをかけるとオルタネーターから異音がする。走行できるが走行中にエンストすることが数回あった。
18,2021年06月29日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,デミオ,2015年05月,"46,000 Km",LDA-DJ5FS,S5,その他,昨年末あたりから,速度計のデジタル表示が出なくなった。
19,2021年06月29日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,その他,コンクリートポンプ,不明,不明,IC-50B-15L,不明,装置その他,購入から４～６年,コンクリートポンプ車のアームの溶接部分に亀裂が発生する。
20,2021年06月29日,兵庫,ＨＰ,メルセデス・ベンツ,メルセデスＡＭＧ　Ｅ４３　４ＭＡＴＩＣ,2016年11月,"28,288 Km",CBA-213064,276M30,保安灯火,２０１６年１２月２４日,左右前照灯内側に水滴／曇りが発生する。器具を交換しても発生し続けており、夜間照射効率が落ちて暗い。
21,2021年06月29日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,リーフ,2018年02月,"122,000 Km",ZAA-ZE1,EM57,電動機(モーター),２０２１年６月,駆動用リチウムイオンバッテリーの絶縁不良で車が動かなくなった。
22,2021年06月29日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｒｅｂｅｌ　１１００,2021年03月,不明,8BL-SC83,SC83E,エンジン,２０２１年６月,ＩＧコイルの不良により、エンジンを始動後、発進しようとしたところ、カタカタと音がしてエンストをした。
23,2021年06月28日,北海道,ＨＰ,スバル,インプレッサスポーツ,不明,不明,DBA-GJ7,FB20,エンジン,２０２１年４月２６日,センサーからのオイル吸いでエンジン・バルクヘッドハーネスを伝いＥＣＵが故障したため、エンジンを始動から数分後にメーター内の様々な警告灯が点灯した。
24,2021年06月28日,北海道,ＨＰ,ホンダ,ステップワゴン,2010年09月,"162,400 Km",DBA-RK6,R20A,エンジン,２０１９年５月,エンジン始動後の発進時や、信号待ちからの発進時にエンストする。
25,2021年06月28日,宮城,ＨＰ,ホンダ,オデッセイアブソルート,2013年11月,"59,900 Km",DBA-RC1,K24W,エンジン,２０２１年６月２７日,一般道路を走行中にエンジン警告灯が点灯するとともにエンジンが停止し、惰性で路肩に流れ着いた。
26,2021年06月28日,福島,ＨＰ,フォルクスワーゲン,パサートセダン,2015年09月,"25,990 Km",DBA-3CCZE,CZE,かじ取り,２０２１年６月２５日午後５時３０分前後,走行中、当然運転パネルにＡＣＣエラーのメッセージが表示され、同時に蛇行運転、空気圧不足の警告も出て、ハンドル操作が極端に重くなった。
27,2021年06月28日,青森,ＨＰ,ニッサン,ＤＡＹＺ,2021年02月,"4,000 Km",4AA-B48W,BR06-SM21,制動装置,２０２１年６月２０日,見通しの良い片側一車線道路を走行中、障害物や人もいないのに、突然自動ブレーキが作動した。
28,2021年06月28日,長野,ＨＰ,ニッサンディーゼル,消防車（はしご車）,2005年02月,"24,813 Km",FJ552LN試作,RH8,車枠・車体,２０２１年６月１９日（土）８時４０分頃,車両点検を実施していたところ、左前輪のシャシフレームに亀裂が確認された。アウトリガーをジャッキアップするとフレームにゆがみが生じ、亀裂がさらに開くことが確認される。
29,2021年06月28日,石川,ＨＰ,ダイハツ,タント,2019年06月,"15,000 Km",DBA-LA600S,KF,保安灯火,２０２１年６月１４日,電動ドアミラーが開かなくなった。左右同時に発生した。
30,2021年06月28日,神奈川,ＨＰ,トヨタ,ハリアー,2021年02月,"2,009 Km",6AA-AXUH80,A25A-3NM,車枠・車体,２０２１年６月上旬に気がついた,フロントバンパーがフェンダー部でジョイントされているが、５～６ｍｍ程度広がると共に１～２ｍｍ浮いている。この現象が左右のフェンダーでみられる
31,2021年06月28日,神奈川,ＨＰ,トヨタ,ハリアー,2021年02月,"2,009 Km",6AA-AXUH80,A25A-3NM,車枠・車体,２０２１年６月上旬に気がついた,フロントバンパーがフェンダー部でジョイントされているが、５～６ｍｍ程度広がると共に１～２ｍｍ浮いている。この現象が左右のフェンダーでみられる
32,2021年06月28日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,ランドローバー,レンジローバーヴェラール,2021年03月,900 Km,3CA-LY2NCC,204DTY-54737,かじ取り,２０２１年４月２５日,高速道路走行中にレーンキープアシスト機能が働き、ハンドルを左に取られて壁にぶつかりさらに中央分離帯にぶつかった。
33,2021年06月28日,愛知,ＨＰ,ホンダ,Ｎ－ＢＯＸ　　ｃｕｓｔｏｍ,2015年11月,"53,700 Km",DBA-JF1,S07A,エンジン,２０２１年５月頃より,スタートボタンを押してもエンジンがかからない。アイドルストップから復帰しない。
34,2021年06月28日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,Ｃ１８０,2013年05月,"52,000 Km",DBA-204049,271,エンジン,不明,アイドリングストップのプログラム不良で、アイドリングストップ後に再始動しない。
35,2021年06月28日,兵庫,ＨＰ,三菱,デリカＤ５,2017年12月,"48,000 Km",LDA-CV1W,4N14,制動装置,不明,コラムの配線交換リコール工事終了後、帰宅途中の直線路を５０ｋｍ／ｈで走行中、アクティブスタビリティコントロールが不要作動した。整備工場に再点検を依頼した結果、コラム配線交換修理にて、配線交換後のハンドルの起点（センター）の読み込みが出来ていなかったものと診断され、修理された。
36,2021年06月28日,広島,ﾌﾘｰﾀﾞｲｱﾙ,クライスラー,ジープ・ラングラーアンリミテッド,2013年03月,"47,500 Km",ABA-JK36L,G,エンジン,不明,信号待ちでエンストした。
37,2021年06月28日,香川,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ＮＶ３５０キャラバン,2013年09月,"270,000 Km",LDF-VW6E26,YD25,排ｶﾞｽ･騒音,不明,走行中にバックミラーで後ろが見えなくなるほどの白煙を排気した。ディーラーで調べたところ、３番シリンダーのインジェクター部分から燃料漏れしていた。
38,2021年06月28日,佐賀,ＨＰ,トヨタ,クラウンアスリート,2013年06月,"110,000 Km",DAA-AWS210,2AR-1KM,制動装置,２０２１年６月２０日,低速走行中にブレーキが効かなくなり、警告音が鳴った。強くブレーキペダルを踏み衝突を回避した。その間、ギーギーと大きな音がし、警告音はずっとなっていた。
39,2021年06月28日,佐賀,ＨＰ,三菱,ｅＫクロススペース,2020年09月,"5,856 Km",5AA-B37A,BR06,エンジン,納車年の秋頃。,走行中、突然エンジンが停止したり、アイドリングストップから復旧しなかったりする。
40,2021年06月28日,熊本,ＨＰ,ダイハツ,タフト,2020年09月,"4,300 Km",5BA-LA910S,KF,動力伝達,納車後数ヵ月後,走行中に異音がして車体が揺れたため、やむを得ず停車したところ、走行が再開出来ず立ち往生した。
41,2021年06月28日,大分,ＨＰ,ホンダ,Ｎ－ＢＯＸ,2017年10月,"13,201 Km",6BA-JF3,S07B,エンジン,車検を受ける前,走行中に突然エンジン回転が上がり制御不能となった。
42,2021年06月28日,沖縄,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,アトレーワゴン,2012年01月,"78,600 Km",ABA-S321G,KF,制動装置,昨年末,ブレーキが効かない。ペダルを奥まで踏み込んでも制動しない。
43,2021年06月27日,北海道,ＨＰ,ニッサン,セレナ,2011年10月,"93,700 Km",DBA-FNC26,MR20,電気装置,２０１８年１０月頃,エンジン始動時にオルタネーターから異音がするようになった。
44,2021年06月27日,北海道,ＨＰ,ニッサン,セレナ,2011年10月,"93,700 Km",DBA-FNC26,MR20,動力伝達,２０１８年６月頃,ＣＶＴの不良により、一般道路を走行中、突然走行不能となり後続車両もいたため追突されそうになった。
45,2021年06月27日,宮城,ＨＰ,スバル,レガシィツーリングワゴン,2011年07月,"70,000 Km",DBA-BR9,EJ25,制動装置,２０２０年８月頃,数時間から１日以上エンジン始動しないとマスターバック不良により、ブレーキペダルがガチガチに硬くなる。強く踏み込まないとエンジン始動できない。
46,2021年06月27日,神奈川,ＨＰ,マツダ,ＣＸ－３,2017年05月,"81,786 Km",LDA-DK5FW,S5,エンジン,不明,信号待ちでアクセルペダルを踏んでいないにもかかわらず、エンジン回転数が最大４０００回転に達する。
47,2021年06月27日,茨城,ＨＰ,スバル,フォレスター　ＸＴ,2013年03月,"53,200 Km",DBA-SJG,FA20,エンジン,２０２１年４月,バルブスプリングの不良により、一般道路を走行中、ほとんどの警告灯が付き停車するときにガクンガクンガクンとエンジンが止まりそうになった。
48,2021年06月27日,茨城,ＨＰ,スバル,フォレスター　ＸＴ,2013年03月,"53,200 Km",DBA-SJG,FA20,緩衝装置,２０２１年４月,高速道路を運転中、車がガクガクと震え出した。調べたところ、フロントロアアームブッシュが破損していた。
49,2021年06月27日,愛知,ＨＰ,マツダ,ＲＸ－８,2003年08月,"107,800 Km",LA-SE3P,13B,かじ取り,２０２１年６月,エンジンをかけて発進しようとすると勝手にハンドルが回る事が頻発する。ハンドルが非常に重いので壁にぶつかりそうになる。
50,2021年06月27日,静岡,ＨＰ,ボルボ,Ｓ６０,2014年09月,"56,000 Km",DBA-FB4164T,B4164T,乗車装置,２０２１年５月,走行中に運転席側の後部座席のドアのドアロック機能が壊れた。そのため、ドアを閉めた状態で固定できず、走行中にドアが開いた。
51,2021年06月27日,京都,ＨＰ,ルノー,メガーヌＲＳ,2019年02月,"12,079 Km",ABA-BBM5P,M5P,燃料装置,２０２１年６月２３日と２０２０年７月の２,フューエルポンプ不良により、フューズが破断し、走行中にエンジン停止して再始動不能になった。去年も同じ症状があり、ポンプとフューズを交換したが、再発した。
52,2021年06月27日,愛媛,ＨＰ,スズキ,クロスビー,2019年01月,不明,DAA-MN71S,K10C-WA05A,その他,購入３か月後,走行距離が増えているにもかかわらず、燃料計表示が途中で数日動かなくなった後、急に残量表示が下がり、残量警告灯が点灯した。
53,2021年06月27日,愛媛,ＨＰ,スズキ,クロスビー,2019年01月,不明,DAA-MN71S,K10C-WA05A,その他,購入１年後,後退時にバックカメラの映像がぼやけたりブレたりする。
54,2021年06月27日,愛媛,ＨＰ,スズキ,クロスビー,2019年01月,不明,DAA-MN71S,K10C-WA05A,保安灯火,購入半年後,オートライトが外の明暗に合わせて正しく自動点灯／消灯しなくなる。
55,2021年06月26日,東京,ＨＰ,アルファロメオ,ジュリエッタ　べローチェ,2021年02月,30 Km,7BA-94018P,940B2,エンジン,２０２１年２月,急な坂道で停止・発進を繰り返していたら、エンジンが停止した。同年５月には急な坂道で加速できなくなった。６月に坂道で再度エンジンが止まった。
56,2021年06月26日,大阪,ＨＰ,トヨタ,アルファードＳＲ　Ｃ　Ｐａｃｋａｇｅ,2019年09月,不明,DAA-AYH30W,2AR-2JM-2FM,車枠・車体,購入時からすぐ,助手席からカタカタビビり音が発生する。
57,2021年06月26日,大阪,ＨＰ,ニッサン,セレナ,2016年02月,"26,700 Km",DAA-HC26,MR20-SM23,動力伝達,２０２１年６月,高速道路でガタガタした振動、一般道や坂道では回転数と車速のリニアリティーを感じられないといった事象を確認した。
58,2021年06月26日,広島,ＨＰ,ダイハツ,ハイゼット,2020年10月,"14,200 Km",3BD-S510P,KF,エンジン,２０２０年１０月２８日,走行中、エンジンが止まり、走行できなくなってしまった。調査の結果カムシャフトが折れたと説明があった。
59,2021年06月26日,島根,ＨＰ,三菱,ｅＫクロス,2019年10月,"10,900 Km",5AA-B37W,BR06,車枠・車体,納車後数ヶ月,走行中異音と共にパワーが下がり始め、煙が前方より上がったため安全な場所へ停車した所、音を立てて衝撃が有り出火した。
60,2021年06月26日,福岡,ＨＰ,ホンダ,Ｎ－ＷＧＮ,2019年10月,"34,150 Km",6BA-JH3,S07B,動力伝達,納車された秋頃,走行中、ＣＶＴから異音がすると共に車が減速したため、路肩へ車を止めたところ走行できなくなってしまった。ディーラー検査の結果、ＣＶＴのドライブプーリーが折損していたと言われた。
61,2021年06月26日,福岡,ＨＰ,日野,レンジャー,2017年08月,"300,000 Km",TPG-FD7JLAG,J07E,エンジン,２０２１年６月２６日,ターボチャージャーの損傷により、オイルがインタークーラーやマフラーに流れこんだため、オイルチェックランプが点灯後、登り坂で速度が落ち、エンジンが１０００回転以上上がらなくなった。
62,2021年06月26日,宮崎,ＨＰ,トヨタ,エスティマ,2010年01月,"160,000 Km",DBA-ACR50W,2AZ,動力伝達,２０２０年６月,信号等で停車中、青になりブレーキペダルを離してアクセルペダルを踏もうとする最中にトランスミッションから過大なショックが発生する。繋がるタイムラグがひどい場合は車自体が少しロケットスタートするようになる。エアコンを入れた夏場は特にひどく、同乗者でも気付くくらいのショックになる。
63,2021年06月25日,北海道,ＨＰ,マツダ,ＭＡＺＤＡ２,2021年04月,"1,200 Km",6BA-DJLAS,P5,電気装置,２０２１年６月１８日,車速センサーの不良により、メーター内のＡＢＳの他、８種類の警告灯が点灯し、安全装置も働かなくなった。
64,2021年06月25日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,クラウン,不明,不明,AWS210,不明,制動装置,不明,トヨタの汎用部品である「ドライブジョイ」製ブレーキパッドを装着したところ、長時間駐車後の車両が冷えた状態において、走行開始からしばらくの間キーキーと鳴きが発生する。
65,2021年06月25日,宮城,ＨＰ,シトロエン,Ｃ４ピカソ,2019年09月,"15,000 Km",LDA-B7CAH02,AH02,排ｶﾞｽ･騒音,新車から３年目前後,尿素水の圧力低下により、走行中、ＵＲＥＡランプとエンジンチェックランプが点灯した。
66,2021年06月25日,福島,ＨＰ,三菱,ＭＩＮＩＣＡＢ－ＭｉＥＶ,2017年10月,"33,547 Km",ZAB-U68V,Y51,電動機(モーター),２０２１年６月９日,走行中、ＥＶシステム不具合を起こし、電気自動車ランプ消灯し走行不能となった。
67,2021年06月25日,福島,ＨＰ,三菱,ＭＩＮＩＣＡＢ－ＭｉＥＶ,2017年10月,"33,547 Km",ZAB-U68V,Y51,車枠・車体,２０２１年６月９日,車体が歪んでいるため、真っ直ぐ走らない。
68,2021年06月25日,岩手,ＨＰ,ボルボ,ＸＣ６０,2011年05月,"72,400 Km",CBA-DB6304TXC,B6304T,制動装置,２０２１年３月　納車後すぐ,走行時の段差で、右後タイヤ付近から異音が発生したため、確認したところ、ブレーキパイプとホースの取り付け不良と、ロワアームボルトの緩みが確認された。
69,2021年06月25日,東京,ＨＰ,スバル,プレオ,2001年06月,"92,000 Km",TA-RA1,EN07,エンジン,２０２１年６月２５日,走行中にエンジンルームから異音がし、ハンドルが重くなるとともに、ブレーキ、バッテリー警告灯が点灯した。車両を確認したところ、クランクブーリーボルトが破断していた。以前、同ボルトが緩んで走行不能となっており、整備工場で締め付けを行っていた。
70,2021年06月25日,愛知,ＨＰ,ニッサン,セレナ,2014年02月,"87,200 Km",DAA-HC26,MR20-SM23,車枠・車体,２０２１年４月,パールホワイト色塗装の車で、屋根の塗装が剥がれた。
71,2021年06月25日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ＮＶ３５０キャラバン,2014年08月,"130,000 Km",LDF-VW2E26,YD25,動力伝達,中古車購入直後から,デファレンシャルギアから「コーン・・」という異音がする。
72,2021年06月25日,三重,電話,三菱,デリカＤ５,2009年03月,"44,000 Km",DBA-CV5W,4B12,制動装置,不明,ＡＢＳ油圧ポンプユニットの故障により、エンジンをかけたところ、「販売店に連絡してください」のメッセージが表示された。
73,2021年06月25日,三重,ＨＰ,ニッサンＭＴ,マーチ　ニスモＳ,2014年06月,"130,600 Km",DBA-K13改,HR15,その他,２０１９年,エアコンの風の温度が下がりきらない、吹き出し口の切り替えがおかしい、内外気の切り替わり時に異音がする。
74,2021年06月25日,広島,ＨＰ,トヨタ,クラウンアスリートＳ　ＨＶ,2015年04月,"36,000 Km",DAA-AWS210,2AR-1KM,緩衝装置,２０２０年１２月の６か月点検時,６か月点検時に左右リアショックアブソーバからのオイルのにじみを指摘され、交換修理を勧められた。
75,2021年06月25日,広島,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2016年04月,"180,000 Km",不明,4P10,エンジン,不明,走行中にエンジンが止まり、再始動不能になった。
76,2021年06月25日,鳥取,ＨＰ,ホンダ,Ｎ－ＢＯＸ,2019年04月,"42,313 Km",6BA-JF3,S07B,走行装置,２０２１年５月８日,右前輪ホイールハブの強度不足によりハブボルトが折れ、ホイールごとタイヤが脱落した。
77,2021年06月25日,鳥取,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＣＸ－３,2016年01月,"29,100 Km",LDA-DA5FW,S5,乗車装置,不明,左右後席のシートベルトが、伸びたまま戻らない、引っ張っても出てこない症状が出た。
78,2021年06月24日,岩手,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＣＸ－５,2012年02月,"130,000 Km",LDA-KE2AW,SH,エンジン,不明,ススが溜まりやすい。
79,2021年06月24日,岐阜,ﾌﾘｰﾀﾞｲｱﾙ,ヤマハ,ＴＭＡＸ５３０,2012年05月,"17,800 Km",SJ092,J409E,保安灯火,不明,前照灯が白濁する。
80,2021年06月24日,大阪,ＨＰ,ホンダ,ＦＲＥＥＤ,2019年11月,"14,000 Km",6AA-GB7,LEB-H1,その他,２０１９年１２月,バックモニターのカメラが雨が降ると曇って見えない。
81,2021年06月24日,京都,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,センチュリー,2018年12月,260 Km,DAA-UWG60,2UR-1KM,かじ取り,新車購入から,予備検査を受けに行ったところ「タイロッドにガタがあり、締めないと合格しない」と指摘された。
82,2021年06月24日,岡山,ＨＰ,スズキ,ワゴンＲ,2014年06月,"104,000 Km",DBA-MH23S,K6A,車枠・車体,３年前から,カーブや段差などでコトコトと異音がする。
83,2021年06月24日,福岡,ＨＰ,スズキ,スペーシアカスタム,2015年11月,"40,000 Km",DAA-MK42S,R06A-WA04A,エンジン,購入時から現在,停車寸前にアクセルペダルを踏んでないのにエンジンの回転数が２０００ｒｐｍくらいまで上がることがある。
84,2021年06月23日,宮城,ＨＰ,ニッサン,スカイライン,2020年02月,"25,000 Km",5BA-RV37,VR30,エンジン,２０２１年６月２２日,直線道路を定速で走行中、アクセルを踏み足していないにも関わらず車が突然急加速した。
85,2021年06月23日,宮城,ﾌﾘｰﾀﾞｲｱﾙ,スバル,インプレッサ,2014年02月,"36,600 Km",DBA-GP7,FB20,エンジン,２０２１年６月,エンジンのオイルコントロールバルブからオイル漏れが発生した。ディーラーで確認したところ、コンピューターに繋がっているハーネスにオイルがかかっており、交換が必要と診断された。
86,2021年06月23日,石川,電話,ホンダ,Ｎ－ＶＡＮ,2019年06月,不明,HBD-JJ2,S07B,制動装置,不明,衝突被害軽減ブレーキが車道の左側にある電信柱に反応して、誤作動してしまう症状がでた。右の車線に変更しても、左側の電信柱に反応して、同様に誤作動することが度々ある。いずれも１秒半くらい急ブレーキが自動でかかって、その後解除される。その際インストルメントパネルに衝突被害軽減ブレーキが作動したときの警告ランプが点灯し、ピッピッという警告音がなる。ディーラーに２回程フロントバンパーにあるセンサーと全面ガラスにあるカメラを交換してもらったが、同様の症状が出る。
87,2021年06月23日,神奈川,ＨＰ,フォルクスワーゲン,ゴルフヴァリアント,2016年05月,"40,000 Km",DBA-AUCHP,CHP,制動装置,２０２１年５月,車検時に左右リアブレーキキャリパーのピストンハウジングよりブレーキフルード漏れが発見された。
88,2021年06月23日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,パサート,2012年02月,"169,600 Km",DBA-3CCAX,CAX,動力伝達,２０２１年６月,ＤＳＧのリコール措置を済ませた車でギア抜けが発生し、動かせなくなった。
89,2021年06月23日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,レクサス,ＬＳ４６０,2013年01月,"49,900 Km",DBA-USF40,1UR,燃料装置,不明,国３４４８の原動機の燃料配管（デリバリパイプ）のリコール対象範囲外の車両で、デリバリパイプから燃料が漏れた。
90,2021年06月23日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ソリオバンディット,2018年07月,"2,400 Km",DAA-MA46S,K12C-PB05A,エンジン,２０２１年６月１８日,駐車場に止めるため、アイドリングのままアクセルペダルから足を離して、ゆっくりすすみ、ハンドルをゆっくり回したところ、突然エンジンが吹けて急発進し、危うく前の車にぶつかりそうになり急ブレーキで停車した。
91,2021年06月23日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナ,2013年09月,"80,000 Km",DAA-HFC26,MR20-SM23,電気装置,２０２１年６月,オルタネーターから火花が出ている。
92,2021年06月23日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,タント,2013年08月,"30,000 Km",DBA-L375S,KF,動力伝達,２０２１年６月,ＣＶＴの不良により、駐車場から出る際に突然バックできなくなった。
93,2021年06月23日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,その他,ＳＷＡＬＬＯＷ　ＺＥＲＯ９,不明,不明,Z9-001,不明,エンジン,不明,アクセル部品が劣化して折損した。
94,2021年06月23日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうスーパーグレート,2018年09月,"347,700 Km",2PG-FS74HZ,6R20,燃料装置,不明,燃料タンクの溶接部がひび割れし、燃料が漏れた。
95,2021年06月23日,不明,ﾌﾘｰﾀﾞｲｱﾙ,その他,ＴＥＩＮ　ＦＬＥＸ　Ｚ,不明,"3,000 Km",-,不明,装置その他,不明,３０００ｋｍほど使用しただけで前輪のショックアブソーバーから抜けたようなシュコッという異音が出るようになった。
96,2021年06月22日,北海道,ＨＰ,トヨタ,ヴォクシー,2009年05月,"135,000 Km",DBA-ZRR75W,32R,燃料装置,２０２１年６月２０日,フィラーパイプの腐食により、ガソリンを給油した時にタイヤハウス下回りからガソリンが漏れていた。
97,2021年06月22日,東京,ﾌﾘｰﾀﾞｲｱﾙ,アウディ,Ａ７,2018年11月,"9,000 Km",AAA-F2DLZS,DLZ-4449,乗車装置,不明,機械駐車場でトランクが勝手に開いたため、物損事故になった。
98,2021年06月22日,神奈川,ＨＰ,ニッサン,セレナ,2016年06月,"47,790 Km",DAA-HFC26,MR20-SM23,エンジン,２０２１年３月,エンジン回転数が１５００回転前後でノッキングする。
99,2021年06月22日,千葉,ＨＰ,トヨタ,ランドクルーザープラド,2008年06月,"65,000 Km",CBA-TRJ120W,2TR,車枠・車体,２０１８年１０月,洗車時に屋根のルーフ部分の小さな塗装剥がれに気づき、２０２１年６月時点で５箇所以上に増えている。
100,2021年06月22日,栃木,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,シビック,2003年11月,"107,400 Km",LA-EP3,K20A,燃料装置,不明,燃料ポンプに亀裂が生じ、燃料が漏れた。
101,2021年06月22日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ＡＤＶ１５０,不明,不明,2BK-KF38,KF38E,動力伝達,１ヶ月前,ＣＶＴの不具合により、アクセルをひねってもスムーズに発進せずに異音・揺れが発生する。
102,2021年06月22日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2017年09月,"15,000 Km",TPG-FEB80,4P10,動力伝達,不明,減速時、３速で止まることがある。３速から２速に下がるときに大きな変速ショックが発生する。
