番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
15,2019年07月31日,愛媛,ＨＰ,ニッサン,ノートＸ　ＤＩＧ－Ｓ,2014年02月,"64,000 Km",DBA-E12,HR12,エンジン,２０１９年７月２０日,スーパーチャージャーのインテークパイプ本体中央に亀裂が生じて破損したため、加速ができなくなり、駐車場に停車後、アイドリングが酷くなり、走行不能になった。
16,2019年07月31日,熊本,ＨＰ,ニッサン,ムラーノ,2005年06月,"78,000 Km",CBA-TZ50,QR25,乗車装置,２０１９年７月,ある日突然、運転席下部から突き上げるような感じで音がし、危険を感じたため、車両を路肩に止めて車両下部を覗き込んだが異常は目視できず、運転席に再び座ったところ、運転席シートアジャスターの折損により、いきなり座面左下部分が沈み込んだ。
17,2019年07月30日,東京,ＨＰ,アウディ,Ａ５スポーツバック,2010年09月,"30,000 Km",ABA-8TCDNL,CDN,動力伝達,新車購入後走行２万ｋｍ未満から,トランスミッションの基盤不良により、走行中に突然加速が極めて遅くなったり、突然回復して急加速をする。
18,2019年07月30日,神奈川,ＨＰ,アウディ,Ａ４,2010年09月,"62,000 Km",ABA-8KCDH,CDH,保安灯火,不明,ドアミラーの鏡面が脱落した。
19,2019年07月30日,神奈川,ＨＰ,アウディ,Ａ４,2010年09月,"62,000 Km",ABA-8KCDH,CDH,エンジン,２０１７年頃から,エンジンオイルの過剰消費が発生し、現在は約６００ｋｍで１リットルの補充を強いられている。
20,2019年07月30日,千葉,ＨＰ,マツダ,ＣＸ－３,2016年11月,"28,000 Km",LDA-DK5AW,S5,排ｶﾞｽ･騒音,２０１９年７月１３日,ディーゼルエンジンのＤＰＦ警告灯が点滅した。燃料噴射インジェクター交換が必要になった。
21,2019年07月30日,静岡,ＨＰ,ホンダ,ＶＥＺＥＬハイブリッド,2014年08月,"34,700 Km",DAA-RU3,LEB-H1,制動装置,１年ほど前,電子サイドブレーキから異音が発生した。
22,2019年07月30日,岐阜,ＨＰ,トヨタ,アクア,2012年01月,"80,795 Km",DAA-NHP10,1NZ-1LM,保安灯火,２０１９年７月及びそれ以前,気温が高くなると、ドアミラーが開閉しなくなる。
23,2019年07月30日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,アルファード,2010年09月,"91,700 Km",DBA-GGH20W,2GR,車枠・車体,不明,ゴールドパール塗装の車で、天井の塗装が剥がれた。
24,2019年07月30日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,ゴルフトゥーラン,2010年03月,"75,000 Km",ABA-1TCAV,CAV,動力伝達,２０１９年７月２７日,ＤＳＧ（自動変速機）の不良により、高速道路のトンネル内で、突然スピードが出なくなり、左車線に移って停止した。
25,2019年07月30日,京都,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸ,2015年11月,"67,000 Km",DBA-JF1,S07A,エンジン,不明,点火プラグの不良により、走行中にエンジンが停まった。
26,2019年07月30日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,日野,プロフィア,2007年07月,"768,700 Km",BKG-SH1EDXG,E13C,車枠・車体,不明,キャブが右側に傾いている。
27,2019年07月30日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,レクサス,ＩＳ３５０,2007年10月,"50,000 Km",DBA-GSE21,2GR,電気装置,不明,運転席側のスピーカーから煙が出てきた。中の配線が焦げていた。
28,2019年07月30日,長崎,ﾌﾘｰﾀﾞｲｱﾙ,アウディ,Ａ７,2012年01月,"110,000 Km",ABA-4GCGWC,CGW,動力伝達,不明,Ｓトロニック（自動変速機）搭載車で、メカトロニクスの不良により、奇数のギアに入らなくなった。
29,2019年07月29日,北海道,来訪,トヨタ,ハイエース,2018年10月,不明,QDF-GDH206K,1GD,保安灯火,２０１８年１０月頃,ブレーキを踏むと、デファレンシャル付近から「カポン」という音がする。
30,2019年07月29日,北海道,来訪,トヨタ,ハイエース,2018年10月,不明,QDF-GDH206K,1GD,保安灯火,不明,運転席と助手席の窓を上げ下げすると金属をひっかいたような音がする（たまに発生）。ドアが少し開いた状態から閉めると窓ガラスがガタガタと音を立てる。道路のちょっとした段差でも窓ガラスがガタガタと音を立てる。
31,2019年07月29日,北海道,ＨＰ,トヨタ,プリウスα,2014年05月,"315,500 Km",DAA-ZVW41W,2ZR-5JM,制動装置,２０１８年１月２５日,ブレーキブースター＆ブースターポンプの不良により、インジケーター警告が点灯した。
32,2019年07月29日,北海道,ＨＰ,トヨタ,プリウスα,2014年07月,"304,800 Km",DAA-ZVW41W,2ZR-5JM,制動装置,２０１８年８月７日,ブレーキブースター＆ブースターポンプの不良により、インジケーター警告が点灯した。
33,2019年07月29日,北海道,ＨＰ,トヨタ,プリウスα,2015年07月,"198,737 Km",DAA-ZVW41W,2ZR-5JM,制動装置,２０１８年１１月８日,ブレーキブースター＆ブースターポンプの不良により、インジケーター警告が点灯した。
34,2019年07月29日,北海道,ＨＰ,トヨタ,プリウスα,2013年08月,"275,664 Km",DAA-ZVW41W,2ZR-5JM,制動装置,２０１８年８月７日,ブレーキブースター＆ブースターポンプの不良により、インジケーター警告が点灯した。
35,2019年07月29日,北海道,ＨＰ,トヨタ,プリウスα,2014年06月,"278,300 Km",DAA-ZVW41W,2ZR-5JM,制動装置,２０１９年２月９日,ブレーキブースター＆ブースターポンプの不良により、インジケーター警告が点灯した。
36,2019年07月29日,北海道,ＨＰ,トヨタ,プリウスα,2014年05月,"244,600 Km",DAA-ZVW41W,2ZR-5JM,制動装置,２０１７年２月７日,ブレーキブースター＆ブースターポンプの不良により、インジケーター警告が点灯した。
37,2019年07月29日,宮城,ﾌﾘｰﾀﾞｲｱﾙ,ＴＭＵＫ（生産国：イギリス）,アベンシスワゴン,2005年12月,"50,000 Km",CBA-AZT255W,1AZ,燃料装置,不明,燃料タンクの表面がうろこ状に腐食し、燃料が漏れるようになった。
38,2019年07月29日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,パッソ,2019年07月,不明,5BA-M700A,1KR,電気装置,２０１９年７月２２日,コンピューターの通信不良により、走行中にブレーキ、アイドリングストップ等、大量の警告灯が点灯し、ＡＢＳも作動しなくなった。
39,2019年07月29日,静岡,ＨＰ,スズキ,ハヤブサ,2008年08月,"32,500 Km",GX72A,X704,動力伝達,２０１９年５月１日,エンジンを掛けてクラッチレバーを握るとクラッチからカラカラ音がする。
40,2019年07月29日,奈良,ＨＰ,メルセデス・ベンツ,Ｂ１８０,2012年04月,"23,000 Km",DBA-246242,270,エンジン,２０１９年７月２８日,高速走行時に警告灯が表示されてエンジンが吹けなくなり、奇跡的に惰性で路肩へ停車した。エンジン停止後、再始動できなくなった。
41,2019年07月29日,鹿児島,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうファイター,2013年12月,"560,000 Km",TKG-FK61F,6M60,排ｶﾞｽ･騒音,不明,高速道路走行中に、排気システム異常の警告灯点灯、時速４０ｋｍに抑制される。
42,2019年07月29日,鹿児島,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうファイター,2016年04月,"340,000 Km",TKG-FK64F,6M60,排ｶﾞｽ･騒音,不明,高速道路走行中に、排気システム異常の警告灯が点灯し、時速４０ｋｍに抑制される。
43,2019年07月29日,鹿児島,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうファイター,2017年11月,不明,2KG-FK64F,6M60,排ｶﾞｽ･騒音,不明,高速道路走行中に、排気システム異常の警告灯点灯、時速４０ｋｍに抑制される。
44,2019年07月28日,北海道,文書,トヨタ,プリウスα,2013年02月,"142,885 Km",DAA-ZVW41W,2ZR-5JM,制動装置,２０１５年８月２１日,ブレーキブースター＆ブースターポンプの不良により、ブレーキペダルを踏むと異音がする。
45,2019年07月28日,北海道,ＨＰ,トヨタ,プリウスα,2014年10月,"210,000 Km",DAA-ZVW41W,2ZR-5JM,制動装置,２０１８年６月１７日,ブレーキブースター＆ブースターポンプの不良により、インジケーターランプが点灯した。
46,2019年07月28日,北海道,ＨＰ,トヨタ,プリウスα,2014年09月,"283,541 Km",DAA-ZVW41W,2ZR-5JM,制動装置,２０１８年１２月１５日,ブレーキブースター＆ブースターポンプの不良により、インジケーターランプが点灯した。
47,2019年07月28日,北海道,ＨＰ,トヨタ,プリウスα,2013年11月,"336,100 Km",DAA-ZVW41W,2ZR-5JM,制動装置,２０１６年６月１０日,ブレーキブースター＆ブースターポンプの不良により、ブレーキペダルを踏むと異音がする。
48,2019年07月28日,北海道,ＨＰ,トヨタ,プリウスα,2013年06月,不明,DAA-ZVW41W,2ZR-5JM,制動装置,２０１６年６月１５日,ブレーキブースター＆ブースターポンプの不良により、ブレーキペダルを踏むと異音がする。
49,2019年07月28日,北海道,ＨＰ,トヨタ,プリウスα,2015年07月,"263,337 Km",DAA-ZVW41W,2ZR-5JM,制動装置,２０１９年６月２７日,ブレーキブースター＆ブースターポンプの不良により、インジケーターランプが点灯した。
50,2019年07月28日,北海道,ＨＰ,トヨタ,プリウスα,2014年11月,"285,030 Km",DAA-ZVW41W,2ZR-5JM,制動装置,２０１９年７月４日,ブレーキブースター＆ブースターポンプの不良により、ブレーキの利きがおかしくなった。
51,2019年07月28日,北海道,ＨＰ,トヨタ,プリウスα,2013年06月,不明,DAA-ZVW41W,2ZR-5JM,制動装置,２０１６年６月１５日,ブレーキブースター＆ブースターポンプの不良により、ブレーキペダルを踏むと異音がする。
52,2019年07月28日,北海道,ＨＰ,トヨタ,プリウスα,2014年10月,"228,373 Km",DAA-ZVW41W,2ZR-5JM,電気装置,２０１９年２月１６日,ブレーキブースター＆ブースターポンプの不良により、インジケーターランプが点灯した。
53,2019年07月28日,北海道,ＨＰ,トヨタ,プリウスα,2014年11月,"285,030 Km",DAA-ZVW41W,2ZR-5JM,制動装置,２０１９年７月４日,ブレーキブースター＆ブースターポンプの不良により、ブレーキの利きがおかしくなった。
54,2019年07月28日,北海道,ＨＰ,トヨタ,プリウスα,2013年11月,"336,100 Km",DAA-ZVW41W,2ZR-5JM,制動装置,２０１６年６月１０日,ブレーキブースター＆ブースターポンプの不良により、ブレーキペダルを踏むと異音がする。
55,2019年07月28日,北海道,ＨＰ,トヨタ,プリウスα,2013年10月,"305,271 Km",DAA-ZVW41W,2ZR-5JM,制動装置,２０１６年６月１５日,ブレーキブースター＆ブースターポンプの不良により、ブレーキの利きがおかしくなった。
56,2019年07月28日,福島,24時間電話,フォルクスワーゲン,ゴルフヴァリアント,2009年11月,"58,100 Km",ABA-1KCAX,CAX,エンジン,２０１９年７月２４日,信号待ちで停車時に、突然エンジンが停止した。再始動は出来たが、半年前にも同じ症状が有った。
57,2019年07月28日,長野,ＨＰ,マツダ,ＣＸ－５,2012年09月,"56,033 Km",LDA-KE2FW,SH,エンジン,２０１９年５月,高速道路本線合流の際に加速したところ、メーターパネルに警告灯が表示され、モニターのところに車両システム点検の警告灯も表示された。その後、走っていると多少焦げ臭いにおいもした。
58,2019年07月28日,千葉,ＨＰ,メルセデス・ベンツ,Ｅ３５０ｅ,2018年07月,"8,000 Km",DLA-213050C,274-EM0009,制動装置,２０１８年４月,時速２０ｋｍ～６０ｋｍで走行中、センサーの誤作動による急ブレーキ作動が合計３回発生した。
59,2019年07月28日,埼玉,24時間電話,ダイハツ,ムーヴ,2008年03月,"66,000 Km",DBA-L175S,KF,エンジン,不明,エンジンオイル交換後、３０００ｋｍ走行すると、エンジンからカラカラ異音がし、オイルゲージを見るとオイルが付かない。
60,2019年07月28日,京都,ＨＰ,ニッサン,ＮＶ３５０キャラバン,2016年10月,"64,200 Km",LDF-VW2E26,YD25,保安灯火,不明,完成検査リコールを日曜日に受けて翌日陸運事務所で車検を受けたところ、不合格になった。
61,2019年07月28日,兵庫,ＨＰ,トヨタ,エスティマ,2010年06月,"180,000 Km",DBA-ACR50W,2AZ,かじ取り,２０１７年,ハンドルからガタガタ音がし、ハンドルがぶれる。ブレーキをかけると凄い音がする。
62,2019年07月28日,岡山,ＨＰ,ダイハツ,ムーヴ　カスタム　ＲＳ,不明,"50,000 Km",DBA-LA100S,KF,動力伝達,最近,メーター内のＣＶＴ警告灯が点滅とレーダー故障が点灯し、走行時にＣＶＴが滑り、加速不良、減速時に振動が発生した。
63,2019年07月27日,青森,ＨＰ,スズキ,パレット,2008年07月,"67,000 Km",CBA-MK21S,K6A,その他,２０１９年７月２６日,リコール届出番号３１６２対応済の車で、再度エバポレータ故障によりエアコンガスが抜け、冷えなくなった。
64,2019年07月27日,青森,ＨＰ,三菱,ふそうスーパーグレート,2017年06月,"339,250 Km",QKG-FV60VJR改,6R10,動力伝達,２０１９年４月頃から,セミオートマミッションの車両でアイドリングで停車中、ギヤが繋がってエンジンの異常な振れやエンストを起こした。後退にギアを入れた時、前進したこともある。
65,2019年07月27日,新潟,ＨＰ,アウディ,Ａ４アバント,2012年04月,"138,500 Km",DBA-8KCDNF,CDN,エンジン,２０１９年７月,エンジンオイル消費が激しく、オイル交換後２０００ｋｍ程度走行した時点でオイルの不足警告灯が点灯する。点灯頻度が次第に高くなっている。
66,2019年07月27日,石川,ＨＰ,トヨタ,ヴェルファイア,2010年03月,"60,000 Km",DBA20-ANH20W,2AZ,エンジン,４年ほど前,エンジンオイルが異常消費する。
67,2019年07月27日,千葉,ＨＰ,マツダ,ＡＺ－ワゴン,2005年09月,"127,500 Km",CBA-MJ21S,K6A,エンジン,２０１９年７月２１日,停車時にアイドリングが高く、走り出してしまう。
68,2019年07月27日,千葉,ＨＰ,ダイハツ,ウェイク,不明,不明,DBA-LA710S,KF,保安灯火,２０１８年９月ころ,ＬＥＤタイプのヘッドライトにおいて、すれ違い灯の高さが高いため、当該車両が自車の後方につくと眩しい。
69,2019年07月27日,愛知,ＨＰ,ニッサン,ルークス,2011年06月,"92,678 Km",DBA-ML21S,K6A,エンジン,不明,ステアリングロックの不良により、エンジンを切ろうとしても警告音がなり、次にエンジンを始動しても、エンジンがかからなくなった。
70,2019年07月27日,岐阜,ＨＰ,マツダ,デミオ,2015年02月,"56,000 Km",LDA-DJ5FS,S5,エンジン,２０１９年７月２４日,速道路を１００ｋｍ／ｈで走行中、突然エンジンが振動し、速度が落ち、アクセルペダルを踏んでも加速しなくなった。即路側帯に緊急停車させ、エンジンを停止し、再度エンジンをかけたところ、普通にかかったが、黄色いエンジンランプが点灯し、消えなくなった。
71,2019年07月27日,三重,ＨＰ,トヨタ,カローラアクシオ,2012年10月,"40,500 Km",DBA-NZE161,1NZ,制動装置,２０１６年,雨天時、徐行にも拘らず、軽くブレーキペダルを踏むだけで頻繁にＡＢＳが作動する。何度か事故を起こしかけた。
72,2019年07月27日,徳島,ＨＰ,メルセデス・ベンツ,Ｃ２００,2018年09月,不明,5AA-205077C,264-EM0018,エンジン,２０１８年１０月１３日,お店へ買い物のため運転してエンジンを切った。買い物が終わりエンジンをかけようとしたところ、エンジンが起動しなかった。
73,2019年07月27日,宮崎,ＨＰ,スズキ,ワゴンＲ,2010年08月,"188,000 Km",DBA-MH23S,K6A,その他,不明,エアコンが冷えなくなった。
74,2019年07月26日,群馬,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,デイズ,2014年07月,"32,500 Km",DBA-B21A,3B20,保安灯火,不明,前照灯のプロジェクターユニットの不良により、右側前照灯の照度が不足し、車検で不合格になった。
75,2019年07月26日,三重,ＨＰ,ニッサンＭＴ,マーチ　ＮＩＳＭＯ　Ｓ,2014年06月,"90,000 Km",DBA-K13改,HR15,動力伝達,７万ｋｍ前後,クラッチのシリンダー（ＣＳＣ）不良により、半クラッチの高さが変わったり、切れ不良が起こる。
76,2019年07月26日,大阪,ＨＰ,三菱,ふそうファイター,2015年06月,"265,900 Km",TKG-FK61F,6M60,排ｶﾞｽ･騒音,一年に一度,一年に一回ドライヤーリンクがオイルで目詰まりし、警告ランプまたは警告ブザーが鳴る。
77,2019年07月25日,北海道,ＨＰ,ホンダ,ＶＥＺＥＬハイブリッド,2014年07月,"84,000 Km",DAA-RU4,LEB-H1,エンジン,２０１９年７月,スマートキーシステム点検の表示が常時点灯するようになった。
78,2019年07月25日,福島,ＨＰ,三菱,ふそうキャンター,2013年07月,"75,712 Km",TKG-FGA20,4P10,エンジン,２０１８年１２月,排気ブレーキバタフライの作動不良より、エンジン始動時に［ＥＮＧＳＹＳ］警告ランプとエンジンチェックランプが点灯し、エンジン暖気後、数回の再始動で消灯した。
79,2019年07月25日,新潟,ＨＰ,シトロエン,Ｃ３,2019年02月,"6,000 Km",ABA-B6HN01,HN01,保安灯火,納車時点,晴天にもかかわらずオートライトに設定しておいたらライトが点灯する。
80,2019年07月25日,新潟,ＨＰ,シトロエン,Ｃ３,2019年02月,"6,000 Km",ABA-B6HN01,HN01,保安灯火,納車時点,ブラインドスポットモニターが運転席助手席両側とも点灯していない事が多く、特に助手席側はたまに点灯する程度しか反応（点灯）しない。
81,2019年07月25日,東京,ＨＰ,プジョー,４０７,2007年05月,"65,183 Km",GH-D2V,XFV,動力伝達,２０１９年７月２０日,アクセルペダルを踏んでいないのに勝手にエンジン回転数が上がり、暴走しようとする。
82,2019年07月25日,東京,ＨＰ,ボルボ,ＸＣ６０,2013年03月,"63,500 Km",CBA-DB6304TXC,B6304T,車枠・車体,２０１９年７月,フロントガラスのシーリング不良により雨漏りし、助手席の床に水が溜まってしまった。
83,2019年07月25日,東京,ＨＰ,ニッサン,セレナ,2012年06月,"140,000 Km",DBA-C26,MR20,電気装置,２０１９年７月１６日,オルタネータープーリーの脱落により、高速道路を走行中にエンジンが停止しそうになり、近くの料金所を過ぎたところで惰性で路肩に流れ着いた。
84,2019年07月25日,神奈川,電話,三菱,ギャランフォルティス,2019年05月,"20,000 Km",DBA-CY4A,4B11,動力伝達,不明,ＤＣＴ（自動変速機）のミッションコアからオイル漏れた。
85,2019年07月25日,神奈川,ＨＰ,ニッサン,エクストレイル,2011年12月,"36,000 Km",DBA-NT31,MR20,排ｶﾞｽ･騒音,不明,エンジンが温まった走行時、排気装置の触媒からガラガラ音が出て、音の発生とともに加速も悪くなった。
86,2019年07月25日,千葉,ＨＰ,ニッサン,セレナ,2014年01月,"33,900 Km",DAA-HC26,MR20-SM23,エンジン,２０１９年７月２０日,ＩＰＤＭ（分配器）の異常により、メーターパネルに「インテリジェントキー」エラーが表示され、ボタンをプッシュしてもエンジンが始動しなくなった。ロードサービスにて検査をしてもらったところ、「ステロクリレー」のエラーコードが表示が確認され、バッテリー電流積算値をリセットしたところ、エンジンが始動出来た。
87,2019年07月25日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,カトウ,カトウＫＲ‐２２Ｈ型ラフター,2012年09月,"47,300 Km",JDS-KRC005,6M60,走行装置,不明,新車から装着されているタイヤにおいて、４本ともサイドウォールに異常な膨らみが発生し、そのうち１本はバーストした。
88,2019年07月25日,埼玉,ＨＰ,トヨタ,シエンタ,2016年12月,"14,000 Km",DBA-NSP170G,2NR,エンジン,購入後すぐ,信号待ち、右折待ちなどの停車から発車する際、５秒～１０秒ほどアクセルペダルを踏んでも加速せず、１０キロ／ｈ程度の状態が続く。
89,2019年07月25日,群馬,ＨＰ,マツダ,ＣＸ－５,2012年10月,"70,400 Km",LDA-KE2AW,SH,電気装置,２０１９年７月２３日,オルタネーターのプーリーが根元より折れて脱落した。
90,2019年07月25日,群馬,ＨＰ,三菱,アイ,2006年09月,"68,000 Km",CBA-HA1W,3B20,動力伝達,２０１９年７月１０日,改善対策４５０が実施されているが、対策部品の取り付けが間違っていたことから、コントロールバルブＡＳＳＹが破損したため、走行中にいきなり１速にキックダウンが発生した。故障コード　Ｐ１７８２が出力され、ＨＯＬＤランプが点灯した。
91,2019年07月25日,群馬,ＨＰ,マツダ,ＣＸ－５,2012年10月,"70,400 Km",LDA-KE2AW,SH,電気装置,２０１９年７月２３日,オルタネーターのプーリーが根元より折れて脱落した。
92,2019年07月25日,群馬,ＨＰ,ホンダ,Ｎ－ＢＯＸ,2013年01月,"35,000 Km",DBA-JF1,S07A,車枠・車体,２０１７年中旬,運転席サンバイザー角部が裂けて中のスポンジみたいな物がボロボロと落ちてくる。
93,2019年07月25日,栃木,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,パレット,2013年02月,"17,000 Km",DBA-MK21S,K6A,かじ取り,不明,警告灯が点灯し、パワーステアリングが効かなくなった。
94,2019年07月25日,岐阜,電話,スズキ,ワゴンＲ,2009年06月,"130,000 Km",DBA-MH23S,K6A,その他,不明,ステアリングロック警告灯が点灯し、エンジンが始動しない。
95,2019年07月25日,大阪,電話,ニッサン,ＮＶ２００バネット,2011年10月,"90,000 Km",DBA-M20改,HR16,かじ取り,不明,ステアリング内のスパイラルケーブルが損傷し、クラクションが鳴らなくなる時がある。エアバッグ警告灯が点灯し続ける。
96,2019年07月25日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ミライース,2018年03月,"8,000 Km",DBA-LA350S,KF,制動装置,不明,霧雨でスマートアシストのエラー表示「１１Ｅエラー」が出た。
97,2019年07月25日,滋賀,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ワゴンＲ,2011年12月,"80,000 Km",DBA-MH23S,K6A,かじ取り,２０１９年７月２４日,電動ステアリングロックの不良により、エンジンを始動しようとした際に、キーマークが点灯してエンジンがかからなくなった。
98,2019年07月25日,奈良,ＨＰ,フォルクスワーゲン,ゴルフ,2011年09月,"80,000 Km",DBA-1KCAX,CAX,動力伝達,２０１９年７月,ＤＳＧ（自動変速機）のメカトロニクスユニットの不良により、停車した車両からプシューと音がしたあとシフトをＤやＲに入れてもエンジンが空回りするだけで、動かすことができなくなった。メーターのＤマークが点滅していた。
99,2019年07月25日,福岡,電話,レクサス,ＩＳ２５０,2006年08月,"110,900 Km",DBA-GSE20,GR,制動装置,不明,後輪ブレーキのダストブーツ取り付け部とスライドピンが固着する事象について、平成１９年１１月より開始されたサービスキャンペーンにより無償修理を実施してもらったが、再度同様の事象が発生した。
100,2019年07月25日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,スバル,レヴォーグ,2015年06月,"30,000 Km",DBA-VM4,FB16,保安灯火,２０１９年６月、７月,左右の電動ドアミラーが立て続けに動かなくなった。
101,2019年07月25日,不明,ＨＰ,トヨタ,プリウス,1998年06月,不明,HK-NHW10,1NZ-1CM,かじ取り,２０１９年７月２５日,ステアリングラック不良
102,2019年07月24日,長野,ＨＰ,ニッサン,エルグランド,2012年04月,"95,000 Km",DBA-TNE52,QR25,かじ取り,２０１９年６月頃,パワーステアリングのオイル漏れが有り、ディーラーに相談し、部品の用意が出来るまで乗っていて良いとのことで使用をしていたところ、走行中に突然ハンドルが重くなり、曲がれなくなった。
103,2019年07月24日,神奈川,ＨＰ,トヨタ,プリウス,2016年05月,"29,800 Km",DAA-ZVW50,2ZR-1NM,制動装置,２０１９年７月６日,渋滞中の高速道路を４９ｋｍ／ｈ以下で走行中、自動ブレーキもフットブレーキも十分に働かず、前車に追突した。
104,2019年07月24日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,オデッセイ,2014年05月,"12,300 Km",DBA-RC1,K24W,エンジン,２０１９年７月２４日,ラジエーターファンと、コンデンサークーリングファンの作動不良により、冷却水の過熱警告灯が点灯した。
105,2019年07月24日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,オデッセイ,2014年05月,"12,300 Km",DBA-RC1,K24W,エンジン,購入直後から,右折で発進する際などに突然エンジンが一度ストール症状を出すだめ、著しくギクシャクした挙動になってしまう。
106,2019年07月24日,埼玉,ＨＰ,ニッサン,リーフ,2011年11月,"70,000 Km",ZAA-ZE0,EM61,制動装置,２０１９年７月１日,低速走行時に車体後輪ブレーキあたりから異音がし、その後、ブレーキブースター（制動力倍力装置）からの液漏れにより、ブレーキ警告灯などが一斉点灯した。
107,2019年07月24日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,クラウン,2004年11月,"105,000 Km",DBA-GRS182,3GR,燃料装置,不明,燃料タンクとフィラーパイプが接着されている部分から燃料が漏れるようになった。
