番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
18,2022年05月30日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,アルファード,2021年04月,不明,6AA-AYH30W,2AR-2JM-2FM,乗車装置,不明,電動スライドドアを開けようとした際に、子供の頭程度の幅だけ開いたところで停止することがある。
19,2022年05月30日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,アルファード,2021年04月,不明,6AA-AYH30W,2AR-2JM-2FM,その他,不明,フリップダウンモニターが、車の電源を切ったときに閉じないことがある。モニター背面に白いローラーの跡が３個ついている。
20,2022年05月30日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,アルファード,2021年04月,不明,6AA-AYH30W,2AR-2JM-2FM,乗車装置,不明,電動バックドアを閉めている際に、ピーという警報音と共にガガガッと大きな機械音が鳴ってしまっていく現象が出ることがある。
21,2022年05月30日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,アルファード,2021年04月,不明,6AA-AYH30W,2AR-2JM-2FM,乗車装置,不明,助手席のシートヒーターが、電源を入れても３０秒程度で停止してしまい、温かくならない。
22,2022年05月30日,青森,ＨＰ,ニッサン,フーガ,2012年06月,"101,000 Km",DAA-HY51,VQ35-HM34,動力伝達,２０２２年４月,エンジンルームから異音が出るようになった。
23,2022年05月30日,東京,24時間電話,テスラ,Ｍｏｄｅｌ　３,2021年05月,不明,ZAA-3L23,3D3-3D5,その他,不明,停車中に自動運転モードを解除するために右レバーを下げる操作を行うと、ギアがＲに入る仕組みになっており、車室内にはＲに入っている際の信号音が鳴らない仕様であるため、気づかないまま車を発進させようとすると車がバックしてしまう。
24,2022年05月30日,東京,ＨＰ,ドゥカティ,ＸディアベルＳ,2017年06月,"11,950 Km",EBL-GA01,1262VT,動力伝達,２０２２年５月７日,走行中に突然走行不能になった。路肩に停車して確認するとリアスプロケットが空転して、後輪に動力が伝わらない状況だった。ディーラーで確認したところ、リアホイールシャフトにリアスプロケットフランジを固定するナットが緩んでいてガタつきが有り、ガタついたまま走行したのでリアホイールシャフトとリアスプロケットフランジのスプラインが削れ走行不能となったと診断された。
25,2022年05月30日,神奈川,ＨＰ,メルセデス・ベンツ,Ｂ１８０,2013年02月,"32,070 Km",DBA-246242,270,電気装置,２０２２年５月２３日（月）,走行中に警告表示が出て、ブレーキ（ＡＢＳ）が急にかかって、ギアが入らなくなり、パワーステアリングが効かなくなり、走行不能となった。車は、道路上に停車して全く動かなくなってしまった。ディーラーで確認したところ、前輪のスピードセンサーの故障と診断された。
26,2022年05月30日,千葉,ＨＰ,マツダ,ＣＸ－３０,2021年09月,"2,685 Km",5AA-DMFP,HF-MK,エンジン,２０２２年５月９日,アクセルペダルを踏んでも強い振動ばかり感じてエンジンがスムーズに吹き上がらない。降りてみると排気ガスが異常に臭く、黒い液体が排気管から垂れていた。青信号で発進時に突然エンジンおよび車体がカクガクと異常振動を始め、その後に走行不能になった。ディーラーで確認したところ、Ｏ２センサーの不良で４番シリンダーが失火していると診断された。
27,2022年05月30日,埼玉,ＨＰ,ホンダ,Ｎ－ＷＧＮ,2016年03月,"32,000 Km",DBA-JH1,S07A,動力伝達,２０２２年３月以降,走行時、アクセルペダルを踏んでもスムーズに加速せずエンジン回転が不安定になりガクガクする。
28,2022年05月30日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＣＸ－５,2012年01月,"80,000 Km",不明,不明,エンジン,２０２２年４月,駐車場でエンジンオイル警告灯が点灯した。レッカー車に乗せようとしたら交差点の中で止まった。ディーラーで確認したところ、エンジンオイルポンプのチェーンが切損していると診断された。
29,2022年05月30日,愛知,ＨＰ,プジョー,ｅ－２０８,2020年10月,"2,700 Km",ZAA-P21ZK01,ZK01,電気装置,２０２２年５月２５日,走行中に走行システム異常の表示が出て、停止。再発進出来なくなった。ディーラーで確認したところ、エアコンコンプレッサー異常でショートし、走行システムの異常と車両が判断。走行出来ないようにシステムが走行不能にした。と説明された。
30,2022年05月30日,愛知,ＨＰ,プジョー,ｅ－２０８,2020年10月,"2,700 Km",ZAA-P21ZK01,ZK01,その他,２０２２年５月８日,クルーズコントロールを使用して走行中、レーンポジショニングアシストシステムを入れていると、左の白線に乗り上げるようにステアリングを切る。
31,2022年05月30日,愛知,ＨＰ,プジョー,ｅ－２０８,2020年10月,"2,700 Km",ZAA-P21ZK01,ZK01,その他,２０２２年５月９日,エアコン設定が勝手に最大に変わる。
32,2022年05月30日,愛知,ＨＰ,プジョー,ｅ－２０８,2020年10月,"2,700 Km",ZAA-P21ZK01,ZK01,その他,２０２２年５月８日,クルーズコントロールを使用して走行中、レーンポジショニングアシストシステムを入れていると、左の白線に乗り上げるようにステアリングを切る。
33,2022年05月30日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,Ｅ２２０　ＢｌｕｅＴＥＣ,2016年01月,"25,300 Km",LDA-212001C,651,電気装置,不明,「メカニカルエラー」警告灯が点灯した。
34,2022年05月30日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,ＭＩＮＩ,ＭＩＮＩ　Ｃｏｏｐｅｒ　Ｄ,2019年03月,"40,000 Km",LDA-XN15M,B37C15A,車枠・車体,不明,後席ドアの根本のモールが盛り上がっている。
35,2022年05月30日,大阪,ＨＰ,ホンダ,アコード,2016年10月,"22,000 Km",DAA-CR7,LFA-H4,制動装置,２０２２年４月２５日　ｏｒ　４月２６日,青信号で発進後、１０ｍほど走行した所でロックが掛かった様な急ブレーキがかかった。
36,2022年05月30日,島根,ＨＰ,スズキ,スペーシア,2020年12月,"7,760 Km",5AA-MK53S,R06A-WA05A,その他,新車購入当初から,タイヤのナットの外径が１９ｍｍで、備え付けの６角レンチが２１ｍｍで使い物にならない。
37,2022年05月30日,山口,ﾌﾘｰﾀﾞｲｱﾙ,シトロエン,Ｃ４ピカソ,2018年06月,"11,600 Km",ABA-B785G01,5G01,乗車装置,２０２１年中古車購入当初から,ドアが開閉時に引っかかる傾向があり、その後、内側からドアが開けられなくなった。外側から力を入れて操作したところ、開いたが、それ以降も力づくでなければ開かない状態になっている。
38,2022年05月30日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ＶＥＺＥＬ,2017年03月,"37,000 Km",DAA-RU3,LEB-H1,エンジン,２０２２年５月,エンジンが不調になり、ディーラーで確認したところ、２番シリンダーの失火が確認された。
39,2022年05月30日,長崎,電話,ニッサン,エクストレイルハイブリッド,2016年05月,"100,000 Km",DAA-HNT32,MR20-RM31,動力伝達,不明,信号停止中にエンジン付近から異常な振動が発生し、その後エンジン停止した。日産ディーラーでみてもらい、ＣＶＴミッションが故障しているため交換になると説明された。
40,2022年05月30日,宮崎,電話,メルセデス・ベンツ,Ｓ４００ＨＹＢＲＩＤ,2015年09月,"60,900 Km",DAA-222057,276-21227,エンジン,２０２２年５月初め,エンジンがノッキングし、翌日始動できなくなった。
41,2022年05月30日,不明,ＨＰ,ホンダ,フィット,2021年07月,不明,6AA-GR3,LEB-H5,制動装置,不明,車の衝突防止機能が間違ったコードで表示され、運転中に自動ブレーキが表示され続けた。
42,2022年05月29日,富山,ＨＰ,スバル,レヴォーグ,2015年03月,"89,000 Km",DBA-VM4,FB16,車枠・車体,２０２２年３月,エンジンが大きく揺れるようになり、走行中にエンジンシス警告音と共にシステム異常、電動パーキングシステム異常が発生した。エンジン警告灯とアイサイトシステムに関する表示灯がオレンジ色に点灯して、直ちに停止してディーラーに連絡するよう表示された。ディーラーで確認したところ、エンジンハーネス及びＯ２センサーコネクタ部が浸水し、短絡したため、警告灯が点灯したものと診断された。
43,2022年05月29日,千葉,ＨＰ,ニッサン,セレナ,2017年01月,"34,090 Km",DAA-GC27,MR20-SM24,制動装置,２０２２年５月２６日,パーキングブレーキを解除し、バックしてからドライブで進もうとしたが、メーターパネルに警告灯が点灯、パーキングブレーキスイッチも点灯し、パーキングブレーキがロックして走行不能になった。ディーラーで確認したところ、アクチュエータ作動不良が検出された。
44,2022年05月29日,埼玉,ＨＰ,ニッサン,セレナ,2015年07月,"63,565 Km",DAA-HC26,MR20-SM23,動力伝達,２０２２年４月２０日,時速８０ｋｍ前後で、車がカクカクする。アイドリングストップ表示灯が点滅する。ディーラーで確認したところ、ＣＶＴのベルト部分が破損していると説明された。システムを確認したところ、ＡＴ／ＣＶＴの部品番号３１０３６－３ＪＹ１Ｅで油圧センサ／スイッチＡで異常があると伝えられた。
45,2022年05月29日,静岡,ＨＰ,ニッサン,エクストレイル,2015年06月,"77,525 Km",DBA-NT32,MR20,エンジン,２０２２年５月２８日,駐車場にオイル漏れの跡があり、オイルレベルゲージで確認をしたところＬレベルまでオイルが無くなっていたため、車検整備時に確認したところ、エンジンフロントカバーパッキンからオイルが漏れていた。
46,2022年05月29日,静岡,ＨＰ,スバル,フォレスター,2013年07月,"43,500 Km",DBA-SJG,FA20,動力伝達,２０２２年５月２８日,ロックアップコントロールバルブ破損、ロックアップデューソレノイド破損により、メータパネルに警報が表示された。
47,2022年05月29日,京都,ＨＰ,ニッサン,リーフ,2014年10月,"48,588 Km",ZAA-AZE0,EM57,制動装置,２０２２年５月２４日,車に乗り込み、いつものように電源を入れようとすると、車両の前部から異音がした。メーターパネルの警告灯も表示されていた。発進しようとブレーキペダルを踏みながら、ギアをドライブに入れると、変わらず異音がし、ブレーキペダルを踏んでいるのにも関わらず、車両が少しずつ前に進みだした。慌てて強くブレーキペダルを踏むと、ガタガタと強い振動と異音を発しながらようやく止まった。ディーラーで確認したところ、ブレーキの電子制御のモジュールが故障していると診断された。
48,2022年05月29日,山口,ＨＰ,スズキ,スイフト,2014年06月,"96,000 Km",DBA-ZC72S,K12B,動力伝達,ＥＣＵ書き換え後,発進時のもたつきなどの症状があり、ディーラーでＥＣＵを書き換えたところ、発進時のもたつきはなくなったが、燃費が悪化、シフトダウン時のエンジンブレーキ不良、停車時もジャダーと異音、副変速機の変速不良で速度不安定の症状が発生した。
49,2022年05月28日,北海道,ＨＰ,日野,日野レンジャー,2019年07月,"251,985 Km",2KG-FC2ABG,A05C,保安灯火,３か月点検時,ホーンが鳴らない。
50,2022年05月28日,北海道,ＨＰ,日野,日野レンジャー,2019年04月,"195,334 Km",2KG-FC2ABG,A05C,保安灯火,１２か月点検時交換,ホーンが鳴らなくなった。
51,2022年05月28日,北海道,ＨＰ,日野,日野レンジャー,2018年04月,"317,141 Km",2KG-FC2ABG,A05C,保安灯火,１２か月点検時交換,ホーンが鳴らなくなった。
52,2022年05月28日,千葉,ＨＰ,フォルクスワーゲン,ゴルフヴァリアント　１．５／１１０ｋＷ,2021年09月,"4,500 Km",3AA-CDDFYV,DFY-4450,保安灯火,納車時（２０２１年９月３０日）,ＩＱ．ＬＩＧＨＴ（周囲の状況をセンサーが感知し、自動でライトの照射角度、範囲等を調整する機能）にエラーが発生し、エラー音と警告が表示される。
53,2022年05月28日,茨城,24時間電話,スバル,レガシィ,2009年08月,"86,702 Km",DBA-BR9,EJ25,保安灯火,２０２２年５月２２日,２０２０年９月に国４７９３でヘッドライトのバルブ交換を行った車で、２０２２年５月の車検時に左右のヘッドライトの照度が不足している診断され、左右のヘッドライト一式の交換が必要となった。
54,2022年05月28日,茨城,ＨＰ,トヨタ,ノア,2022年04月,700 Km,6AA-ZWR95W,2ZR-1VM-1WM,かじ取り,納車時から,ステアリングスイッチ左側の反応が悪く、スイッチ切り替えが出来ない事がある。クリック感が無いときがある。
55,2022年05月28日,茨城,ＨＰ,トヨタ,ノア,2022年04月,700 Km,6AA-ZWR95W,2ZR-1VM-1WM,乗車装置,納車時から,運転席及び助手席シートベルトアジャスターガーニッシュに遊び（ガタツキ）が大きく、部品が接触し音がする事がある。（アジャスターのスライド側ガーニッシュとＢピラーガーニッシュがぶつかる）
56,2022年05月28日,福井,ＨＰ,スズキ,ソリオ,2012年07月,"73,211 Km",DBA-MA15S,K12B,保安灯火,２０２２年５月２８日,サイドミラーのモーター不良で、開閉せずに音だけがずっと鳴っている。
57,2022年05月27日,長野,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,リーフ,2019年03月,"28,600 Km",ZAA-ZE1,EM57,電動機(モーター),２０２２年５月４日,公道から敷地に入り、車を駐車しようとした際、微速前進しているところで突然車が意図しない急加速をした。ブレーキをかけても止まれず、家の壁に車両の左側面を接触し、さらに前方にあった立木などに衝突して停止した。
58,2022年05月27日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸ,2022年03月,不明,6BA-JF3,S07B,その他,不明,エアコンが作動している状態で、エンジンブレーキ中、エアコンのコンプレッサーが切れるとエンジンブレーキが効かなくなり、車がスッと前に出る挙動になる。
59,2022年05月27日,千葉,ＨＰ,ＭＶ ＡＧＵＳＴＡ（生産国：イタリア）,Ｆ３　８００,2013年11月,"2,976 Km",ZCGF320,F31A,エンジン,不明,アイドリングでエンジンが止まってしまうようになった。
60,2022年05月27日,千葉,ＨＰ,ＭＶ ＡＧＵＳＴＡ（生産国：イタリア）,Ｆ３　８００,2013年11月,"2,976 Km",ZCGF320,F31A,動力伝達,２０１５年から,高速走行時メーターのギア表示が一時おかしくなった。　あまり距離を乗らないので気にしなかったが、最近頻繁にギア表示が狂うようになった。
61,2022年05月27日,栃木,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナ,2014年01月,"61,800 Km",DAA-HFC26,MR20-SM23,動力伝達,２年前くらいから,低速時にノッキングが出ることが有る。整備工場で確認したところ、ＣＶＴの不良と診断された。
62,2022年05月27日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,ＢＭＷ　Ｍ２　Ｃｏｍｐｅｔｉｔｉｏｎ,2020年02月,不明,CBA-2U30,S55B30A,燃料装置,不明,樹脂製燃料フィラーパイプが、サブフレームに接触している。
63,2022年05月27日,山口,ﾌﾘｰﾀﾞｲｱﾙ,ジープ,コンパス,2022年03月,不明,3BA-M624,B,エンジン,納車直後から,エンジンのかかりが悪く、エンジンボタンを押してもすぐにかからない。
64,2022年05月26日,福島,ＨＰ,シトロエン,Ｃ４ピカソ,2017年12月,"67,115 Km",LDA-B787AH01,AH01,車枠・車体,２０２２年５月２５日,ガラスサンルーフの電動シェードが車両後部にもの凄い勢いで引き込まれ、以後はシェードの開閉がまったくできなくなった。
65,2022年05月26日,秋田,ＨＰ,スズキ,ハスラー,2014年06月,"145,000 Km",DBA-MR31S,R06A,エンジン,２０２２年５月,ブレーキをかけて停止していたら、いつの間にか警告灯が全て点灯しエンジンがかからなくなった。
66,2022年05月26日,新潟,ﾌﾘｰﾀﾞｲｱﾙ,ジープ,ラングラー,2019年05月,不明,ABA-JL20L,N,動力伝達,２０２２年,前輪のドライブシャフトブーツが切れて、グリスが飛び散っていた。
67,2022年05月26日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ＮＶ１００クリッパー,2017年04月,"19,400 Km",HBD-DR17V,R06A,動力伝達,２０２２年,国４３５８のリコール作業を済ませた車で、チェックランプが点灯して車が前後に動かせなくなった。ディーラーで確認したところ、リコール届出内容にあるアクチュエーター交換が必要と診断された。
68,2022年05月26日,千葉,ＨＰ,トヨタ,レジアスエース,2016年02月,"119,500 Km",QDF-KDH201V,1KD,排ｶﾞｽ･騒音,不明,メーターパネルに警告表示が出て走行できなくなった。排気ガス浄化装置（触媒）不良と診断され、部品交換を行ったが、その後走行中に黒煙を排気するようになり、車検時には排気ガスが基準の７倍以上と診断された。
69,2022年05月26日,埼玉,ＨＰ,ニッサン,ＮＶ３５０　キャラバン,2015年01月,"112,000 Km",LDF-VW2E26,YD25,エンジン,２０２１年１１月ごろ,始動時にエンジンから変な音がして車がブルブルと震える。信号待ちで止まった時などにエンストする。
70,2022年05月26日,茨城,ＨＰ,ホンダ,Ｎ－ＷＧＮ　Ｃｕｓｔｏｍ,2021年05月,"10,000 Km",6BA-JH3,S07B,乗車装置,２０２２年５月,前方バンパーと前輪あたりに衝突される事故に遭った後、後席のドアがロックが外れるのにラッチがひっかかって開かない状態になっていた。
71,2022年05月26日,島根,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ノートｅ－ＰＯＷＥＲ,不明,不明,DAA-HE12,HR12-EM57,電気装置,２０２２年５月２５日,エアコンのコンプレッサーが故障した際に異常電流が流れて駆動バッテリーのメインヒューズが飛んだため、走行できなくなった。
72,2022年05月25日,富山,ＨＰ,ハーレーダビッドソン,ストリート　７５０,2015年03月,"13,771 Km",EBL-XGB,B,動力伝達,２０２２年４月,走行中、突然ガラガラと異音が発生した。確認したところ、ドライブスプロケットを固定しているボルトが破断しドライブベルトが損傷していた。
73,2022年05月25日,神奈川,ＨＰ,ルノー,カングー,2021年10月,不明,3DA-WKK9K,K9K,動力伝達,２０２１年１１月,１速やバックで発進後、ギヤチェンジのためにクラッチペダルを踏んだ直後、ペダルが戻って来なくなり、ギアチェンジが出来なくなる。この時、ギヤが繋がった状態のため、ニュートラルに戻すこともできない。また、１速やバックに入れた状態で停止中、半クラッチ状態になり、勝手に進んでしまうこともある。
74,2022年05月25日,神奈川,ＨＰ,フォード,エクスプローラー,2015年03月,"72,000 Km",ABA-1FMHK8,8,かじ取り,２０２２年１月頃,ハンドルを右に切るとバキバキと金属疲労の乾いた音がした。ディーラーで確認したところ、ギアボックスの故障と診断された。
75,2022年05月25日,愛知,ＨＰ,シトロエン,Ｃ４スペースツアラー,2018年09月,"12,860 Km",LDA-B787AH01,AH01,排ｶﾞｽ･騒音,２０２２年５月１４日,パネルにアドブルー補充ランプが点灯し、補充しても消えなくなり、エンジン故障、排気システム故障と表示された。整備工場で確認したところ、アドブルータンクの交換が必要と診断された。
76,2022年05月25日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,日野,プロフィア,2007年01月,"1,300,000 Km",ADG-FW1EXYG,E13C,動力伝達,２０２２年５月２０日,４軸低床２デフ車で、走行中に３－４軸間のプロペラシャフトが外れて落下し、後続車両３台が落下したシャフトを轢いてしまう事故になった。
77,2022年05月24日,石川,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ＮＶ１００クリッパー,2018年07月,"20,700 Km",EBD-DR16T,R06A,保安灯火,購入から３年過ぎあたり,右ストップランプが点灯しなくなった。自分で付けなおしをしたところ、点灯するようになったが、後日に左側も点灯しなくなった。
78,2022年05月24日,茨城,ＨＰ,三菱,ふそうキャンター,2016年12月,"382,934 Km",TPG-FEB50,4P10,動力伝達,２０２０年１２月１０日,変速機が故障した。
79,2022年05月24日,茨城,ＨＰ,三菱,ふそうキャンター,2016年10月,"286,234 Km",TPG-FEB50,4P10,動力伝達,２０２０年８月１７日,変速機の不良でシフトできなくなった。
80,2022年05月24日,群馬,ﾌﾘｰﾀﾞｲｱﾙ,フォード,マスタング,2013年01月,不明,不明,不明,動力伝達,２０２２年,走行中に突然１速に入る症状が出た。整備工場に調べてもらったところ、ＡＴ一式の交換が必要だと見積もられた。
81,2022年05月24日,愛知,ＨＰ,ニッサン,ノート,2019年05月,"27,700 Km",DBA-E12,HR12,緩衝装置,１回目車検時に,スタビライザーにへたりがあり、コネクティングロッドを交換した。
82,2022年05月24日,静岡,ＨＰ,アルファロメオ,ジュリエッタ,2015年10月,"23,000 Km",ABA-940181,940B2,エンジン,２０２１年１２月２５日,一般道を走行中、度々エンジン不調になる。
83,2022年05月24日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸ,2021年10月,不明,6BA-JF3,S07B,制動装置,不明,運転を終えて、駐車ブレーキをかけて降車すると、ギギギッと異音が出る。購入店で数回調整や確認をしてもらっているが解消しない。
84,2022年05月24日,三重,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,コースター,2014年03月,"48,000 Km",SDG-XZB50,N04C,エンジン,２０２２年,ターボチャージャの不良により、チェックランプが点灯するとともに、出力制限がかかった。
85,2022年05月24日,大阪,ＨＰ,ニッサン,デイズ　ルークス,2015年10月,"71,500 Km",DBA-B21A,3B20,エンジン,２０２２年４月,タイミングチェーンが伸びたため、突然エンジンが止まった。
86,2022年05月24日,不明,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ノア,不明,不明,DBA-ZRR70G,不明,車枠・車体,２０２２年,パールホワイト塗装の車で、助手席側の雨よけ上部付近の塗装が剥がれた。
87,2022年05月23日,宮城,ＨＰ,スズキ,クロスビー,2018年08月,"70,000 Km",DAA-MN71S,K10C-WA05A,動力伝達,不明,走行中ガタガタと揺れ、何か部品が落ちたかと思ったら縁石にぶつかり停止した。道路の真ん中を走行していたはずが、急に左に向かい、ハンドル操作が効かなかった。調べてみると、ドライブシャフトが抜け落ちており、その近辺が破損していた。
88,2022年05月23日,宮城,ＨＰ,ヤマハ,ＪＯＧ,2013年11月,"32,218 Km",JBH-SA36J,A312E,エンジン,２０２２年４月２３日,エンジン停止後、再始動できなくなった。整備工場でエンジン内部に冷却水が入ってしまっていると説明された。
89,2022年05月23日,福島,ＨＰ,プジョー,５０８,2017年09月,"49,000 Km",LDA-W2WAH02,AH02,排ｶﾞｽ･騒音,２０２２年５月,アドブルータンクの不具合により、走行中にメーター内部にエラー表示と警告音がでた。
90,2022年05月23日,青森,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,スクラムバン,2016年11月,"44,300 Km",HBD-DG17V,R06A,動力伝達,購入間もないころから,１速２速が入りにくい。保証期間中に２度ミッションを交換したが、改善されず、その後に対策品が出た。
91,2022年05月23日,石川,ＨＰ,三菱,ふそうキャンター,2015年11月,"129,400 Km",TKG-FBA60,4P10,エンジン,２０２２年５月２日,エンジンを始動しようとしたが、セルモーターは回るがエンジンがかからなくなった。整備工場で調べたところ、インジェクターヘッド部分のくぼみに水が溜まり、インジェクター部分に水が混入し、インジェクター及び周辺のボルトナットが腐食しているのが確認された。
92,2022年05月23日,東京,ＨＰ,プジョー,ｅ－２０８,2021年04月,"1,000 Km",ZAA-P21ZK01,ZK01,電気装置,２０２２年５月２２日,特に前触れは無く、信号待ちで停まった時に突然電動走行システム故障との警告が出て走行不能になった。ディーラーで確認を受けたところ、エアコンのコンプレッサー故障が原因で車に故障の信号が流れ、車が車自体の故障と判断したようで走行不能となったと説明を受けた。
93,2022年05月23日,埼玉,ＨＰ,ニッサン,セレナ,2016年01月,"52,400 Km",DAA-HC26,MR20-SM23,動力伝達,２０２１年３月１７日,オートランプが点滅し、アクセルペダルを踏んでも加速しなくなり、その後動かなくなった。
94,2022年05月23日,群馬,ＨＰ,ニッサン,セレナ,2012年09月,"230,000 Km",DAA-HFC26,MR20-SM23,電気装置,２０２０年３月,エンジンルームから、キュルキュルとベルトが滑る音が聞こえていたが、ガラガラという音に変わった。同症状が出ている状態で信号停止時にアイドリングストップしたところ、再度発車しようとするとエンジンがかからなかった。同様のことが年に数回発生している。
