番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
32,2020年10月29日,神奈川,ＨＰ,ニッサン,アトラス　ダブルキャブ,2013年04月,"87,300 Km",SQ2F24,QR20,かじ取り,２０２０年１０月２６日,パワーステアリングブラケットが変形して折れる寸前の状態となり、ベルトが外れた。
33,2020年10月29日,千葉,ＨＰ,ボルボ,Ｖ４０,2014年10月,"57,700 Km",DBA-MB4164T,B4164T,動力伝達,２０２０年１０月２９日,コンビニで駐車しようとしたら、バックギアが入らなくなった。
34,2020年10月29日,群馬,ＨＰ,ホンダ,フィットハイブリッド,2014年10月,"58,125 Km",DAA-GP5,LEB-H1,エンジン,２０２０年１０月,ＰＯＷＥＲスイッチの接点不良により、「Ｈｏｎｄａスマートキーシステム点検」が点灯表示される。
35,2020年10月29日,愛知,ＨＰ,トヨタ,シエンタ,2019年09月,不明,DBA-NSP170G,2NR,その他,不明,パーキングセンサー、インテリジェントクリアランスソナーをつけている車両で、運転席のサインがついていてもソナーがならない。
36,2020年10月29日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,リーフ,2018年02月,"27,000 Km",ZAA-ZE1,EM57,その他,購入後１ヶ月くらいから,後部コーナーセンサーが働かなかったため、ポールにぶつかった。
37,2020年10月29日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,ボルボ,Ｖ６０,2013年05月,"74,264 Km",DBA-FB4164T,B4164T,動力伝達,２０１９年１月,発進時、走行中の変速時にギヤ抜けが頻発後、パネルにトランスミッションセイノウテイカの表示が出た。
38,2020年10月29日,兵庫,ＨＰ,トヨタ,ヤリス,2020年09月,不明,6AA-MXPH10,M15A-1NM,エンジン,エンジンの不具合,走行中、速度が落ちて来てエンジンが停止した。
39,2020年10月28日,山形,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＣＸ－８,2020年03月,不明,3DA-KG2P,SH,その他,２０２０年,エアコンのコンプレッサーが動かなくなったため、冷房が効かなくなった。
40,2020年10月28日,東京,ＨＰ,ホンダ,ＣＢ６５０Ｒ,2019年08月,不明,2BL-RH03,RH03E,エンジン,不明,エンジン下部からオイルが漏れた。
41,2020年10月28日,埼玉,ＨＰ,ＢＭＷ,Ｋ１３００ＧＴ,2010年02月,"46,000 Km",K1300GT,134EA,エンジン,２０１７年１０月～,市街地走行中にエンジンストールした。
42,2020年10月28日,栃木,ＨＰ,ホンダ,ＣＢＲ６５０Ｒ,2019年04月,"12,500 Km",2BL-RH03,RH03E,エンジン,不明,ウォーターポンプ部分からエンジンオイルが漏れる。
43,2020年10月28日,愛知,ＨＰ,スバル,レヴォーグ,2015年10月,"42,000 Km",DBA-VM4,FB16,制動装置,２０２０年４月ごろ～,ブレーキブースターの不良により、エンジン始動時にブレーキペダルが重くなる。
44,2020年10月28日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,アルファロメオ,ステルヴィオ,2019年12月,不明,不明,不明,その他,不明,エアコンのコンプレッサーの内部部品が破損し、エアコンが効かなくなった。ディーラーでコンプレッサー交換をしたが、破損した破片から発生した鉄粉がエアコンのユニット全体に回っていたために、交換後のコンプレッサーもすぐに故障するとともに、交換作業に使ったディーラーのエアコン修理機器についても壊れてしまった。
45,2020年10月28日,大阪,ＨＰ,スバル,レヴォーグ,2014年07月,"133,300 Km",DBA-VMG,FA20,制動装置,２０２０年３月１９日,ブレーキブースターが負圧漏れを起こしており、エンジン始動前にブレーキペダルを踏むと硬くなっていた。
46,2020年10月28日,大阪,ＨＰ,スバル,レヴォーグ,2014年07月,"133,000 Km",DBA-VMG,FA20,動力伝達,２０２０年３月１９日,ＣＶＴのオイルポンプのシール不良により、ＣＶＴフルードが漏れ、フロントデフのドレンボルトにフルードの滴が溜まっていた。
47,2020年10月28日,大阪,ＨＰ,スバル,レヴォーグ,2014年07月,不明,DBA-VMG,FA20,車枠・車体,２０１５年８月２９日,リアハッチを支えるダンパーが弱くなり、ハッチが落ちてくる。
48,2020年10月28日,大阪,ＨＰ,スバル,レヴォーグ,2014年07月,不明,DBA-VMG,FA20,エンジン,２０１９年１１月９日,走行中に全ての警告灯が点灯するとともにエンジンが停止し、惰性で路肩に流れ着いた。
49,2020年10月28日,兵庫,ＨＰ,スバル,レヴォーグ,2016年09月,"45,000 Km",DBA-VM4,FB16,車枠・車体,２０１８年１２月,リアハッチの開閉が最上部まで上がらず、頭を打ってしまう。一度交換してもらったが、また同じ症状が起きた。
50,2020年10月28日,滋賀,ＨＰ,マツダ,デミオ,2015年09月,"70,000 Km",LDA-DJ5FS,5S,排ｶﾞｽ･騒音,中古車購入当初より,ＤＰＦ再生サイクルが１００ｋｍ～３０ｋｍに低下している。
51,2020年10月28日,岡山,ﾌﾘｰﾀﾞｲｱﾙ,フィアット,５００Ｓ,2014年05月,"63,000 Km",ABA-31209,312A2,動力伝達,１週間くらいまえ,動かそうとしたところ、ギアが入らなくなっていた。ディーラーで確認をしたところ、レリーズベアリングが破損していた。
52,2020年10月28日,熊本,ﾌﾘｰﾀﾞｲｱﾙ,ハーレーダビッドソン,トライグライドウルトラ,2016年01月,"26,900 Km",EBL-FLN,N,エンジン,不明,ウォーターポンプが１４０００ｋｍ～１５０００ｋｍ毎に故障する。
53,2020年10月28日,熊本,ﾌﾘｰﾀﾞｲｱﾙ,ハーレーダビッドソン,トライグライドウルトラ,2014年03月,"30,000 Km",EBL-TGL,L,エンジン,２０２０年,ウォーターポンプの不良により、高速道路を走行中にオーバーヒートした。
54,2020年10月27日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,３２０ｉ,2019年03月,"20,650 Km",3BA-5F20,B48B20B,その他,２０２０年１０月２６日,エンジンを始動したが、インストルメントパネルとヘッドアップディスプレイが真っ白で見えなくなった。ＢＭＷエマージェンシーから「電源ボタン２回押してください」と指示され、操作してみたが、電源が落ちなかった。
55,2020年10月27日,神奈川,ＨＰ,スズキ,スペーシア,2017年10月,"15,400 Km",DAA-MK42S,R06A-WA04A,その他,２０１７年７月,エアコンが効かない。
56,2020年10月27日,千葉,電話,ニッサン,エルグランド,2018年12月,"2,000 Km",DBA-TE52,QR25,乗車装置,最近,後部座席の１列目にシートベルトをして座っているときにシートベルトをしているのにもかかわらず、運転者が強いブレーキを掛けた際にシートから滑り落ちそうになった。シートベルトを確認するとバックル側がフロアから外れていた。
57,2020年10月27日,千葉,ＨＰ,トヨタ,ヴァンガード,2010年06月,"86,000 Km",DBA-ACA38W,2AZ,車枠・車体,１回目は２０１９年５月　２回目は２０２０,色コード０７０のホワイトパール色塗装の車で、屋根の塗装が剥がれた。
58,2020年10月27日,埼玉,ＨＰ,スズキ,ハスラー,2020年05月,不明,4AA-MR52S,不明,緩衝装置,２０２０年１０月１０日,足回り部品が錆びている。
59,2020年10月27日,埼玉,ＨＰ,ＢＭＷアルピナ,Ｂ３Ｓ,2004年09月,"152,500 Km",GH-3E50,E5,エンジン,２０１８年８月,走行中にエンジンからガラガラという異音が発生した。
60,2020年10月27日,栃木,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＷＧＮ,2014年07月,"40,100 Km",DBA-JH1,S07A,電気装置,不明,国３６３０の点火コイルのリコール対象外の車で、点火コイルの不具合でエンジンがブルブル震えたり、止まりそうになる。
61,2020年10月27日,愛知,ＨＰ,スバル,レヴォーグ,2015年05月,"29,000 Km",DBA-VM4,FB16,制動装置,２０２０年１０月１７日,エンジン始動前にブレーキペダルが非常に固い状態になる。ペダルを思い切り踏んでエンジンを始動すると通常の踏込具合に戻る。
62,2020年10月27日,静岡,ＨＰ,カワサキ,ＺＸ－２５Ｒ,2020年10月,780 Km,2BK-ZX250E,ZX250EE,エンジン,２０２０年１０月１８日,走行後、２０～３０分ほど放置後、セルを回してもエンジンが始動しない。
63,2020年10月27日,静岡,ＨＰ,トヨタ,ランドクルーザープラド,2006年08月,"60,300 Km",CBA-GRJ121W,1GR,車枠・車体,２０２０年１０月,ぶつけてもいないのに天井の１箇所が直径３ｃｍ程の塗装が剥がれた。
64,2020年10月27日,三重,ＨＰ,ホンダ,ＶＥＺＥＬ,2014年03月,"54,500 Km",DAA-RU3,LEB-H1,エンジン,２０２０年１０月２２日午前１１時５０分,道路走行中にアクセルペダルを踏むとエンジンがガクガクし始めて、スピード上がらず、少し走行後、信号を曲がってブレーキを使用し、その後ストップした。
65,2020年10月27日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ＰＣＸ,不明,"30,000 Km",JBK-KF18,KF18E,電気装置,２０２０年２月、１０月,スターターコイルの不具合により、エンジンが始動出来なくなった。
66,2020年10月27日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,プリウス,2016年04月,"56,000 Km",DAA-ZVW50,2ZR-1NM,保安灯火,不明,制動灯や後部灯火のレンズ内側が白スプレーしたようになる。
67,2020年10月27日,福岡,ＨＰ,スバル,エクシーガ,2008年09月,"105,000 Km",CBA-YA5,EJ20,動力伝達,２０２０年１０月２６日,停車後の発進、加速時に後ろから追突されたような強い衝撃と音がし、加速ができない状態になった。また、駐車のためのシフト変更時にエンストした。
68,2020年10月27日,熊本,ＨＰ,ホンダ,ＣＢ６５０Ｒ,2020年05月,"3,200 Km",2BL-RH03,RH03E,エンジン,２０２０年９月,ウォーターポンプ付近からオイルが漏れた。
69,2020年10月26日,北海道,ＨＰ,ホンダ,フィット　ハイブリッド,2015年02月,"55,075 Km",DAA-GP5,LEB-H1,エンジン,不明,スタートスイッチの不良により、スマートキーシステム点検警告表示が点灯した。
70,2020年10月26日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ヴィッツ,不明,不明,不明,不明,動力伝達,購入時から,ＣＶＴからモスキートノイズが出る。
71,2020年10月26日,福島,ﾌﾘｰﾀﾞｲｱﾙ,アウディ,Ａ６,2014年03月,"58,000 Km",DBA-4GCHV,CHV,走行装置,２０２０年,ハブベアリングから異音が出るようになった。
72,2020年10月26日,山形,ＨＰ,ヤマハ,ＸＶＳ９５０ＣＵ　ＢＯＬＴ－Ｒ,2015年06月,"3,900 Km",2BL-VN09J,N609E,かじ取り,購入当初から,走行中ハンドルを握る力を緩めると、左右に激しくハンドルがぶれだす。
73,2020年10月26日,山形,ＨＰ,ジープ,ラングラー,2015年10月,"47,000 Km",ABA-JK36LR,G,エンジン,新車購入５年目車検前,エンジンチェックランプが点灯し、見てもらったところ、圧縮低下によりエンジンヘッド交換と診断された。
74,2020年10月26日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ノートｅ－ＰＯＷＥＲ,2020年03月,不明,DAA-HE12,HR12-EM57,エンジン,２０２０年６月４日,コインパーキングにてバックで駐車をすべく、２０ｍほど下がっていったところ、突然急加速したため、壁に衝突してしまった。
75,2020年10月26日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,デイズ,不明,不明,DBA-B21W,3B20,乗車装置,１年くらい前から,４枚のすべてのドアのロックが立て続けに故障してロックが開閉しなくなった。
76,2020年10月26日,愛知,ＨＰ,スズキ,アルト,2014年06月,"85,274 Km",DBA-HA35S,R06A,動力伝達,２０２０年１０月２４日,ガソリンスタンドで給油し、エンジンを始動したところ、メーターに歯車のランプが点灯し、アクセルペダルを踏んでも進まなくなった。
77,2020年10月26日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ジムニー,2018年01月,"7,600 Km",ABA-JB23W,K6A,エンジン,不明,コンピューターが社外品になっている車両で、有料道路を８０～９０ｋｍ／ｈ位で走行していたところ、エンジンの１気筒が点火しなくなり、失速して停止してしまった。販売店でエンジンを確認したところ、１気筒がだめになっていた。
78,2020年10月26日,三重,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,フィット,2013年11月,"90,000 Km",DAA-GP5,不明,動力伝達,２０２０年１０月２４日,自動車専用道を走行中、アクセルペダルを踏んでもミッションが反応しないような状態になり、惰性で路肩に停車した。その後はＴ／Ｍエラーが出ていて、超低速とバックしかできない状態で、まともに走行は出来なくなっていたことからレッカーで搬送をした。
79,2020年10月26日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,アルトターボＳ,2016年01月,"11,200 Km",DBA-HA36S,R06A,保安灯火,不明,フォグランプにヒビが入った。
80,2020年10月26日,岡山,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,アドレス１２５,2019年06月,不明,2BJ-DT11A,不明,エンジン,購入当初から,走行中エンジンが止まる。加速時には、スロットルをひねってもカブリのような症状でエンジンが吹けなくなることもあり、日を追うごとに症状が悪化している。
81,2020年10月26日,熊本,電話,スズキ,Ｋｅｉ,1999年11月,"55,679 Km",GF-HN21S,K6A,電気装置,２０２０年６月１５日,駐車場に停車していたところ、翌日になって、ＡＢＳコントローラーから発煙、発火した。メーカーで調査が行われた結果、ＡＢＳコントローラーのコネクタに不純物を含む水分が浸入し、ショートにより基盤が過熱して発火に至ったと診断された。
82,2020年10月26日,沖縄,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＲＸ－８,不明,不明,LA-SE3P,不明,燃料装置,不明,中古車購入直後に燃料臭がしていたが、その後車検時に燃料漏れが発覚した。
83,2020年10月25日,宮城,ＨＰ,ホンダ,ＪＡＤＥ,2015年02月,"10,700 Km",DAA-FR4,LEB-H1,動力伝達,２０２０年１０月２４日,山道の渋滞を走行していたところ、トランスミッション高温の警告とＨＶバッテリーのエラーが出て走行不能になった。
84,2020年10月25日,山形,ＨＰ,スバル,エクシーガ,2011年08月,"61,000 Km",DBA-YA5,EJ20,動力伝達,２０２０年９月頃,低速から変速していく際に、ドンという音と強い衝撃の後、突然ギアが繋がる。
85,2020年10月25日,長野,ＨＰ,スバル,フォレスター,2013年09月,"73,000 Km",SJ5,FB20,制動装置,２０２０年９月,ブレーキマスターバッグの腐食による圧漏れのため、エンジン始動時にブレーキペダルが重くなる。
86,2020年10月25日,神奈川,ＨＰ,スバル,レヴォーグ,2016年09月,"42,200 Km",DBA-VM4,FB16,制動装置,２０２０年９月,ブレーキマスターバックの気密不良で負圧が漏れ、エンジン停止から一昼夜経過後の始動時にブレーキペダルが固くなり、踏み代がほとんど無い状態になる。
87,2020年10月25日,埼玉,ＨＰ,ホンダ,ＦＲＥＥＤ,2019年03月,"13,000 Km",DBA-GB5,L15B,動力伝達,２０１９年９月,発進時や速度２０ｋｍ／ｈ位からアクセルペダルをゆっくり踏み込むとジャダー（振動）が発生する時がある、時には車体が激しく揺れる。
88,2020年10月25日,大阪,ＨＰ,スバル,エクシーガ,2015年01月,"25,843 Km",DBA-YAM,FB25,制動装置,２０２０年９月,始動時、ブレーキペダルがかなり固くなり、スタートスイッチを押せない。
89,2020年10月25日,宮崎,ＨＰ,アウディ,ＴＴロードスター,2007年11月,"68,000 Km",ABA-8JBWA,BWA,エンジン,不明,走行中にオイルエンプティランプが点灯し、オイルを１．５リットル程足した。３０００ｋｍごと位に足さなければならない。
90,2020年10月24日,福島,ＨＰ,スバル,レガシィツーリングワゴン,2009年09月,不明,DBA-BR9,EJ25,動力伝達,２０２０年１０月２１日,５ＡＴ搭載車において、タービン回転センサーハーネスＳＵＢ　ＡＳＳＹの故障により、変速ショックが散発する。
91,2020年10月24日,長野,ＨＰ,アルファロメオ,ミト,2009年04月,"125,900 Km",ABA-955141,199A8,かじ取り,２０２０年１０月２４日,走行中に突然メーターパネルにパワーステアリングに関する警告が表示され、警告音も鳴り、車は極度に重いステアリングになり、とても走行を継続できない状態になった。
92,2020年10月24日,東京,ＨＰ,ポルシェ,９１１カレラＳ,1989年09月,"35,000 Km",不明,63,エンジン,２０１９年９月頃,エンジン始動時、カタカタ音発生し、高速道度を走行したところ、エンジンがブローした。
93,2020年10月24日,茨城,ＨＰ,ニッサン,セレナ,2011年10月,"119,000 Km",DBA-FC26,MR20,エンジン,２０２０年１０月,信号待ちでエンスト、その後再始動してもエンストを繰り返し、走行不可能になった。
94,2020年10月24日,静岡,ＨＰ,フォルクスワーゲン,ゴルフ,2009年07月,"70,000 Km",ABA-1KCAX,CAX,保安灯火,２０１７年ごろっだったか？,右にウインカーを出すと最初に左のウインカーが点滅してから右が点滅する。
95,2020年10月23日,北海道,ＨＰ,ホンダ,フィットハブリッド,2013年09月,"78,349 Km",DAA-GP5,LEB-H1,エンジン,２０２０年１０月,スタートスイッチの不良により、スマートキー警告灯が点灯した。
96,2020年10月23日,長野,ＨＰ,ボルボ,Ｖ６０,2012年12月,"120,000 Km",DBA-FB4164T,B4164T,動力伝達,約１週間前と３日前。,「ミッションキノウテイカ」とインパネに表示され、エンジンが空回りしてクルマが動かなくなった。
97,2020年10月23日,東京,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2015年03月,"75,000 Km",TKG-FBA60,4P10,排ｶﾞｽ･騒音,不明,排ガス減少装置（ＤＰＦ）が故障した。
98,2020年10月23日,東京,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2015年03月,"75,000 Km",TKG-FBA60,4P10,エンジン,不明,ターボチャージャーの不良により、走行中に異音が発生した。
99,2020年10月23日,神奈川,ＨＰ,ホンダ,ＧＲＡＣＥ,2014年12月,"28,600 Km",DAA-GM4,LEB-H1,排ｶﾞｽ･騒音,２０２０年１０月２１日,主要道路を走行中にエンジン警告灯が点灯するとともにエンジンが停止し、再始動不能になったため、１車線道路を占有状態になってしまった。
100,2020年10月23日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,クラウンハイブリッド,2018年06月,"10,000 Km",6AA-GWS224,不明,車枠・車体,不明,シーリングの不具合により、後部座席足下に水が浸入し、水たまりが出来ているのを発見した。
101,2020年10月23日,埼玉,電話,三菱,ふそうキャンター,2015年02月,"37,000 Km",TKG-FBA60,4P10,エンジン,２０２０年８月６日,燃料噴射ポンプとインジェクタの不具合により、交差点において赤信号停車中、突然エンジンが停止した。エンジンキーを何度回しても再始動ができず、レッカー移動を依頼し、自動車修理工場へ運び入れた。
102,2020年10月23日,埼玉,ＨＰ,トヨタ,プリウス,2016年08月,"12,200 Km",DAA-ZVW50,2ZR-1NM,保安灯火,正確には不明だが気づいたらなっていた。,テールレンズ内側が白く跡になっていたり、水の乾いた跡がある。４つあるレンズすべてに症状が出ている。
103,2020年10月23日,栃木,ＨＰ,フォルクスワーゲン,シャラン,2014年06月,"59,000 Km",DBA-7NCTH,CTH,その他,不明,リアヒーターバルブ回転軸のねじれにより、冬場　暖房使用時なのにエアコンから冷たい風が出る。
104,2020年10月23日,栃木,ＨＰ,フォルクスワーゲン,シャラン,2014年06月,"59,000 Km",DBA-7NCTH,CTH,電気装置,不明,スピードセンサーの異常により、ディスプレイに６種類のエラー表示が出た。
105,2020年10月23日,愛知,ＨＰ,フォルクスワーゲン,シャラン,2016年03月,"67,000 Km",DBA-7NCZD,7NCZD,その他,２０２０年７月１０日,衝突回避用のレーダー発信部の透明樹脂カバーに無数のひびが入った。
106,2020年10月23日,愛知,ＨＰ,フォルクスワーゲン,シャラン,2016年03月,"67,000 Km",DBA-7NCZD,7NCZD,保安灯火,２０２０年７月１０日,ヘッドライトの透明樹脂カバーに無数のひびが入ったため、ヘッドライトの光が乱反射し、対向車よりパッシングを受ける。
107,2020年10月23日,愛知,ＨＰ,フォルクスワーゲン,シャラン,2016年03月,"67,000 Km",DBA-7NCZD,7NCZD,制動装置,２０２０年７月１０日,走行中、衝突軽減ブレーキが誤作動し、急制動がかかった。
108,2020年10月23日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,ジープ,ラングラーアンリミテッド,2019年09月,"9,500 Km",ABA-JL36L,G,制動装置,２０２０年８月２０日,２車線の右側を走行し、信号で右折待ちの車が止まっていたので左へ車線変更しようとした。右折車がいなくなったので、そのまま右側を走行することにしたところ、突然自動ブレーキがかかり、後続車に追突される事故になった。
