番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
20,2021年08月31日,大分,ＨＰ,三菱,ＭＩＮＩＣＡＢ－ＭｉＥＶ,2020年10月,"31,000 Km",ZAB-U68V,Y51,かじ取り,２０２１年,山道の登りで急カーブを曲がるためハンドルを切ったところ、ハンドル取り付け部から破損音がして取り付け部が壊れ、グラグラした状態となってしまった。
21,2021年08月31日,宮崎,ＨＰ,マツダ,ＣＸ－３,2019年12月,"51,000 Km",3DA-DK8AW,S8-DPTS,排ｶﾞｽ･騒音,昨年秋頃,ディーゼルエンジンの煤が処理されておらず、排気系へ詰まりエンジンがかからなくなった。
22,2021年08月31日,沖縄,ＨＰ,トヨタ,アクア,2014年11月,"41,300 Km",DAA-NHP10,1NZ-1LM,保安灯火,２０１８年～現在,テールランプに水が浸入し、レンズユニット内に水溜まり及び曇りの症状が発生している。
23,2021年08月30日,長野,ＨＰ,ニッサン,ノート,2015年09月,"56,000 Km",DBA-E12,HR12,エンジン,２０２１年８月２９日,走行中に異音、アイドル不調、加速不良が発生した。エンジンルームを見たらインテークパイプが破断していた。
24,2021年08月30日,神奈川,ＨＰ,メルセデス・ベンツ,Ｅ２５０,2014年04月,"45,000 Km",RBA-212036C,274,その他,２０２１年７月,マルチファンクションカメラの故障により、メーター上にプレセーフ機能が制限されています、との警告が出た。
25,2021年08月30日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ノートｅ－ＰＯＷＥＲ,2020年01月,"41,000 Km",DAA-HE12,HR12-EM57,動力伝達,２０２１年８月７日,発進しようとブレーキペダルから足を離したところ、エンジン回転数が上がり、アクセルペダルを踏まなかったにも関わらず急発進で植え込みにぶつかる物損事故になった。過去に後退しようとして急発進で後ろの車に当たる物損事故になったこともある。
26,2021年08月30日,埼玉,ＨＰ,ニッサン,セレナ,2020年09月,"12,000 Km",DAA-HFC27,HR12-EM57,電気装置,２０２１年８月２９日,ｅ－ＰＯＷＥＲシステム故障次回始動できませんとディスプレイにアラームがでてエンジンを停止したらエンジンが起動出来なくなくなった。
27,2021年08月30日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナ,2014年01月,"68,000 Km",DBA-C26,不明,動力伝達,不明,ＣＶＴの不具合により、発進時にガガガと振動する。
28,2021年08月30日,茨城,ＨＰ,フィアット,フィアット５００,2015年12月,"36,800 Km",ABA-31212,169A4,車枠・車体,２０２０年７月,運転席側外部のゴムのような部分が崩れて壊れている。
29,2021年08月30日,茨城,ＨＰ,フィアット,フィアット５００,2015年12月,"36,800 Km",ABA-31212,169A4,車枠・車体,２０２０年７月,助手席側ダッシュボードの上部に亀裂が入った。
30,2021年08月30日,愛知,ＨＰ,フォルクスワーゲン,シャラン,2016年01月,"55,000 Km",DBA-7NCZD,CZD,保安灯火,２０２１年５月,１ヶ月の間に同じヘッドライトが３回切れた。
31,2021年08月30日,愛知,ＨＰ,ニッサン,セレナ,2013年04月,"66,851 Km",DAA-HC26,MR20-SM23,電気装置,２０２１年８月ごろから,アイドリングストップが不良になり警告表示が点灯し、オルタネーターから異音と振動が発生した。そのまま乗っていたら、異常灯が全て点灯するようになり、時間をおくと表示は止まった。
32,2021年08月30日,愛知,ＨＰ,フォルクスワーゲン,シャラン,2016年01月,"55,000 Km",DBA-7NCZD,CZD,保安灯火,２０２１年５月,１ヶ月の間に同じヘッドライトが３回切れた。
33,2021年08月30日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸ,2021年01月,不明,6BA-JF3,不明,制動装置,不明,後退時の衝突警報音がピピピと鳴るが、音が小さいのでよくわからない。
34,2021年08月30日,京都,ＨＰ,メルセデス・ベンツ,Ｃ２００,不明,不明,RBA-205042C,不明,電気装置,２０２１年６月２４日,オルタネーターの焼き付きによりファンベルトが切れ、水温が上昇し、オーバーヒートのような状態になった。
35,2021年08月30日,福岡,24時間電話,トヨタ,ハリアー,2014年02月,"55,526 Km",DBA-ZSU60W,3ZR,動力伝達,２０２１年１月,ＣＶＴから常に異音がするようになった。
36,2021年08月30日,熊本,ＨＰ,マツダ,ＣＸ－５,2012年09月,"128,000 Km",LDA-KE2FW,SH,電気装置,２０２１年８月１日,エンジンルームから金属音で何かが落下するような音がして「充電システム異常」が表示されたため、エンジンルーム内を確認したらオルタネーターのプーリーが脱落していた。
37,2021年08月29日,東京,ＨＰ,メルセデス・ベンツ,Ｃ３５０,2011年09月,"104,500 Km",RBA-204057,276,エンジン,２０２１年８月２３日,盗難防止装置（ＳＬＶ／ＥＺＳ）が故障したため、エンジン、ハンドル、ブレーキ、ギヤチェンジレバーなどがロックされ、エンジン始動不能になった。
38,2021年08月29日,神奈川,ＨＰ,マツダ,デミオ,2014年12月,"69,000 Km",LDA-DJ5AS,S5,エンジン,２０２１年５月,インタークーラー取付ボルトの脱落により、排気が漏れてパワーがあまり出なくなった。
39,2021年08月29日,神奈川,ＨＰ,アバルト,アバルト５９５コンペティツィオーネ,2014年07月,"31,726 Km",ABA-312142,312A3,動力伝達,２０２１年７月２５日,デュアロジックのギアを変えるセレクターシャフトロックピンが折れたため、一般道路を走行中にエンジンが吹け上がらなくなり、ニュートラル状態になり停止してしまった。
40,2021年08月29日,神奈川,ＨＰ,フォルクスワーゲン,パサートヴァリアント１．４／１１０ｋＷ,2016年06月,"37,800 Km",DBA-3CCZE,CZE,動力伝達,２０２１年８月,渋滞時、エンジンがかかった状態でＤに入っていたが、アクセルペダルを踏んでもエンジン回転が上がるだけで発進できなかった。Ｐレンジへ入れ直し、再度Ｄレンジへ入れたところ発進できた。
41,2021年08月29日,埼玉,ＨＰ,アウディ,アウディ　Ａ３ＳＢ,2015年09月,"16,000 Km",DBA-8VCXS,CXS,動力伝達,２０２１年７月,Ｓトロニック（自動変速機）の不良により、ギヤがＲに入らずバックできなくなった。警告灯が点灯した。
42,2021年08月29日,山口,ＨＰ,スバル,レガシィ,2015年02月,"69,636 Km",DBA-BN9,FB25,その他,２０２１年８月２８日,乗車後、ライトのスイッチを消し、エンジンを停止するも、エアコン操作部の照明が消えず、数分経過しても消えず、消灯しない。エンジンを切っていても常時点灯する。
43,2021年08月29日,福岡,ＨＰ,ニッサンＭＴ,キックス,2020年11月,"3,369 Km",6AA-P15,HR12-EM57,動力伝達,２０２１年７月,駐車場の出口で一旦停止しようと徐々に減速していた時、止まり際になって急にエンジンが始動し、急発進した。　当時のドライブモードはＥＣＯモードにしていた。
44,2021年08月28日,青森,ＨＰ,ニッサン,エルグランド,2010年10月,"27,200 Km",DBA-TNE25,QR25,かじ取り,２０２１年７月３０日,パワーステアリングポンプの継目からオイル漏れしたため、交差点左折時にハンドルが重くなり、曲がりきれずに歩道にはみ出た。
45,2021年08月28日,東京,ＨＰ,シトロエン,Ｃ４ピカソ,2017年04月,"28,000 Km",LDA-B787AH01,AH01,排ｶﾞｽ･騒音,２週間前,走行中に排気システム故障の警告灯とアドブルー、エンジン故障の警告灯が点灯し、エンジン停止までの走行距離のカウントダウンが表示された。
46,2021年08月28日,東京,ＨＰ,メルセデス・ベンツ,Ｃ２００ＣＧＩステーションワゴン,2011年04月,"98,300 Km",DBA-204248,271,電気装置,２０２１年８月初頭,走行し始めて時速１７ｋｍ／ｈを超えた位で突然警告音・警告表示と共に「ＥＢＶ、ＡＢＳ、ＥＳＰ故障　取扱説明書を参照」「パワーステアリング故障　取扱説明書を参照」「タイヤ空気圧警告システム故障」の警告が出て、パワーステアリングが効かなくなる症状が発生した。
47,2021年08月28日,千葉,ＨＰ,ニッサン,ノートｅ－ＰＯＷＥＲ,2016年01月,"32,000 Km",DAA-HE12,HR12-EM57,車枠・車体,２０２１年８月中旬,車内に雨水が浸入したため、シート下のリチウムイオン電池バッテリーが使用不能になった。
48,2021年08月28日,千葉,ＨＰ,スズキ,ハスラー,2020年08月,不明,4AA-MR52S,R06A-WA05A,排ｶﾞｽ･騒音,２０２１年８月,排気音が、マフラーが抜けたように低い音が大きくなった。
49,2021年08月28日,埼玉,ＨＰ,ニッサン,セレナ,2014年09月,"32,659 Km",DAA-HFC26,MR20-SM23,エンジン,２０１７年,走行中にガタガタノッキングする。平な道路なのに凸凹道を走ってる様になる。
50,2021年08月28日,静岡,ＨＰ,トヨタ,アクア,2013年04月,"81,100 Km",DAA-NHP10,1NZ-1LM,保安灯火,２０２１年０８月２８日,左電動ミラーが動作しない。
51,2021年08月28日,静岡,ＨＰ,トヨタ,ポルテ,2008年11月,"72,000 Km",CBA-NNP11,1NZ,車枠・車体,２０２０年,ホワイトパール色塗装の車両で、塗装下地はきれいなまま表面塗装のみ剥がれた。
52,2021年08月28日,兵庫,ＨＰ,ニッサン,フェアレディＺ,2010年05月,"55,489 Km",CBA-Z34,VQ37,動力伝達,２０１９年６月１日より前,クラッチペダルが半分程度の位置で引っかかる症状が現れた後、同症状が悪化し、ギアが入らなくなった。
53,2021年08月28日,鹿児島,ＨＰ,ホンダ,レブル２５０,不明,不明,2BK-MC49,不明,動力伝達,２０２１年８月２７日,２速で停止した時に１速に入れようとするがどうやってもニュートラか２速にしか入らない。
54,2021年08月27日,石川,ＨＰ,マツダ,デミオ,2015年03月,"72,000 Km",DBA-DJ3FS,P3,かじ取り,２０１９年頃から,高速走行中、ハンドルのセンター付近に固着感が発生する。高速道路での緩いカーブでは本来ハンドルを僅かに動かす必要があるが、この症状が起きると必要以上に力を入れて動かすこととなって適切なハンドル操作が難しくなり危険を感じる。
55,2021年08月27日,東京,ＨＰ,ＢＭＷ,ＢＭＷ　３２０ｉ　グランツーリスモ,2014年08月,"32,000 Km",DBA-3X20,N20B20B,動力伝達,２０１４年の購入後間もなく,Ｄレンジで信号待ち等で停車中、ギアが勝手にＰに入ってしまう。
56,2021年08月27日,東京,ＨＰ,ニッサン,リーフ,2016年01月,"50,750 Km",ZAA-AZE0,EM61,制動装置,２０２１年６月２６日、７月２３日、８月２,高速を走行中、突然警告ランプが点灯しブレーキペダルが床まで踏み抜け、ブレーキが効かなくなった。その後２回修理したが同じく効かなくなる。
57,2021年08月27日,千葉,24時間電話,トヨタ,ポルテ,2012年10月,"88,000 Km",DBA-NCP141,1NZ,動力伝達,一週間前,アイドリング状態から車を後退させるため、シフトレバーをＲに入れようとすると、シフトレバーがＮとＲの中間に保持されることがある。この際、バックのピー、ピーという信号音は鳴らず、シフトインジケーターにも何も表示されないが、車がバックをする。
58,2021年08月27日,岐阜,ＨＰ,ニッサン,セレナ,2013年11月,"104,800 Km",DAA-HFC26,MR20-SM23,電気装置,２０２１年７月,オルタネーターから異音が出た。
59,2021年08月27日,三重,ＨＰ,ホンダ,オデッセイ,2014年11月,"115,000 Km",DBA-RC1,K24W,エンジン,２０２０年１月,オイル交換後４０００ｋｍ走行でオイルが２リットル位減っている。
60,2021年08月27日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,フィアット,５００Ｃ,2011年06月,"156,000 Km",ABA-31209,312A2,動力伝達,不明,デュアロジック（自動変速機）の不良により、信号停止のためにブレーキをかけた際にピーッと警告音が鳴るとともにギアがニュートラルになり、そのままエンジンが停止した。しばらくうんともすんとも言わない状態であったが、５分くらい経過後に再始動をしたところ、ギアが入るようになったため自走で帰宅した。
61,2021年08月27日,兵庫,来訪,三菱,ふそうエアロスター,2016年02月,"316,493 Km",QKG-MP35FM,6M60,エンジン,不明,停留所手前でエンジンより異音が生じ、停まってしまい再始動しなくなったため、運行不能に陥った。一昨年にも同様の事案があり、対策リコールが発表され、当該車両はリコール対策済みの車両であったが、それでも発生した。
62,2021年08月26日,北海道,ＨＰ,トヨタ,ノア,2006年06月,"125,000 Km",DBR-AZR65G,1AZ,制動装置,２０２０年９月から,急なカーブや高速での走行でないにも関わらずＶＳＣが誤作動し急制動がかかる。
63,2021年08月26日,東京,ＨＰ,フォルクスワーゲン,パサートバリアントＴＤＩ,2018年02月,"36,500 Km",LDA-3CDFC,DFC,その他,２０２１年８月２６日,リバースポジションに入れてもリアビューカメラが純正ナビのモニターに表示されない。
64,2021年08月26日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸ　Ｃｕｓｔｏｍ,2015年05月,"51,000 Km",DBA-JF1,S07A,エンジン,不明,プラグトップコイルの不良により、加速不良になり、警告灯が点灯した。
65,2021年08月26日,東京,ﾌﾘｰﾀﾞｲｱﾙ,スバル,インプレッサ,2013年01月,"115,200 Km",DBA-GP7,FB20,エンジン,不明,バルブスプリングのリコール措置を受けた半年後にエンジンオイルが漏れた。
66,2021年08月26日,埼玉,ＨＰ,スバル,ＸＶ,2013年03月,"43,989 Km",DBA-GP7,FB20,その他,２０２１年８月１５日,コンプレッサーの不良でエアコンから異音が発生し、その後、冷風が出なくなった。
67,2021年08月26日,栃木,ＨＰ,ＢＭＷ,Ｇ３１０ＧＳ,2018年05月,"3,500 Km",2BL-G31AA,A82A03A,エンジン,購入後直ぐから,ウォーターポンプのメカニカルシールの不具合により、液漏れした。
68,2021年08月26日,兵庫,ＨＰ,ニッサン,スカイライン,2017年01月,"22,000 Km",DAA-HV37,VQ35-HM34,制動装置,２０２１年５月,踏切で一旦停止後発進し、踏み切り内へ約３分の１侵入時、警告音が鳴りガチャンと言う機械的な音と同時に車が急停止した。メーターパネル内にエラー表示が出て前進できないため後退したが後続車がいたため再度ドライブに入れると前進し踏切内から脱出出来た。
69,2021年08月26日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,デミオ,2015年03月,"70,000 Km",LDA-DJ5FS,S5,排ｶﾞｽ･騒音,不明,ＤＰＦの不良により、エンジン警告灯が点灯した。
70,2021年08月26日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,デミオ,2015年03月,"70,000 Km",LDA-DJ5FS,S5,その他,不明,エアコンのコンデンサーに関わるサービスキャンペーンの措置を受けた翌日にコンデンサーが故障し、エアコンが効かなくなった。
71,2021年08月26日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ジムニー,2021年07月,不明,3BA-JB74W,K15B,制動装置,不明,ブレーキの中の部品がネジ外れていたため、ガタンと異音がした。
72,2021年08月25日,北海道,ＨＰ,スバル,インプレッサ,2013年10月,"76,800 Km",DAA-GPE,FB20-MA1,制動装置,２０２１年６月５日,通常通り走行し、一定以上の時間（一晩程度）経過すると、ブレーキブースターの負圧が抜けてしまい、エンジンをかけようとブレーキペダルを踏み込むが、かなり力を入れて踏み込まないとエンジンが始動できない。
73,2021年08月25日,北海道,ＨＰ,スバル,インプレッサ,2013年10月,"76,800 Km",DAA-GPE,FB20-MA1,保安灯火,２０２１年６月５日,寒い時期や雨天走行後等、テールレンズ内が結露して水がたまることでブレーキランプ及びテールランプが点灯しなくなる。
74,2021年08月25日,青森,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,エスクード,2015年11月,"48,000 Km",DBA-YE21S,M16A,電気装置,２０２１年８月,純正バッテリーが液補充や充電が出来ないタイプで、管理が出来ない。この影響でバッテリーが痛んでいることが判らず、路上で止まってしまいエンジンが始動できなくなった。
75,2021年08月25日,東京,ＨＰ,アウディ,アウディ　Ｓ４,2020年11月,"5,000 Km",3BA-8WCWGF,CWG,制動装置,２０２０年１１月,３車線道路の真ん中を走行中に前後左右に車がいない状況でａｕｄｉプレゼンスが作動し、コクピットにａｕｄｉプレゼンスのマークが突然表示され、急ブレーキ、シートベルト巻き上げ、ハザード点滅した。
76,2021年08月25日,埼玉,ＨＰ,ランドローバー,レンジローバー４．０ＳＥ,1997年09月,"34,167 Km",E-LP42D,42D,燃料装置,２０２１年８月２０日,ガソリンスタンドで給油中、燃料満タン近くで車体下部側面から燃料が漏れ、地面に燃料が落下した。
77,2021年08月25日,埼玉,ＨＰ,メルセデス・ベンツ,Ｒ３５０　４ＭＡＴＩＣ,2012年03月,"92,000 Km",RBA-251057,276,走行装置,高速・一般道走行中,スピードセンサー故障により、信号待ちから発進時、低速走行時にＡＢＳが作動し、制動による異音が発生する。下り坂走行時に計測エラーが生じると踏み込んでいないのに加速する。
78,2021年08月25日,栃木,ＨＰ,ニッサン,エクストレイル,2014年02月,"94,500 Km",DBA-T32,MR20,動力伝達,２０２１年８月７日,６０ｋｍ／ｈ付近で一定アクセル走行中、エンジン回転数が１０００～２０００ｐｐｍを行ったり来たりして、車両が勝手に加速したり、減速したりする。その後、アイドリングストップ異常というメッセージがメーター内に表示された。
79,2021年08月25日,京都,ＨＰ,ＢＭＷ,３２０ｄ,2015年12月,不明,LDA-3D20,N47D20C,動力伝達,２０２１年７月２５日,信号待ちでアイドルストップ作動し、発進時にブレーキペダルを離すとＰレンジに入る。
80,2021年08月25日,京都,ＨＰ,ＢＭＷ,３２０ｄ,2015年12月,"35,200 Km",LDA-3D20,N47D20C,燃料装置,２０２１年７月２５日,一般道を走行中、車内が燃料の匂いで充満して白煙が上がり、ブレーキに異状が出て、およそ５００ｍで走行不能になった。
81,2021年08月25日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ＶＦＲ１２００Ｘ,2015年04月,"30,400 Km",EBL-SC70,SC70E,動力伝達,２０２１年５月,ＤＣＴの不良により、走行中に突然ニュートラルになり、走行不能になった。
82,2021年08月25日,福岡,ＨＰ,スバル,レヴォーグ　ＳＴＩ　Ｓｐｏｒｔ,2021年01月,"4,594 Km",4BA-VN5,CB18,その他,２０２１年８月１８日,突然メーターパネルに警告表示が出て、運転支援制御装置（アイサイト）使用不可になる。ディーラーで気温（暑さ）でステアリングタッチセンサー故障したことが原因と言われた。
83,2021年08月24日,宮城,ＨＰ,ホンダ,Ｎ－ＢＯＸ　Ｃｕｓｔｏｍ,2014年03月,"70,000 Km",DBA-JF1,S07A,エンジン,２０１９年ごろ,オイル交換でリフトアップの際、エンジンフロントケースよりオイル滲みを発見した。
84,2021年08月24日,新潟,ﾌﾘｰﾀﾞｲｱﾙ,プジョー,３００８,2018年07月,"17,000 Km",LDA-P84AH01,AH01,排ｶﾞｽ･騒音,不明,アドブルータンクの不具合により、エラーコードが出た。
85,2021年08月24日,埼玉,ＨＰ,ニッサン,アトラス,2014年04月,"154,498 Km",CBF-SQ2F24,QR20,かじ取り,２０２１年８月２０日,走行中にパワーステアリングポンプの取付ステーが折損し、Ｖベルトが切れた。
86,2021年08月24日,埼玉,ＨＰ,カワサキ,Ｗ８００　ＳＴＲＥＥＴ,2019年10月,"14,000 Km",2BL-EJ800B,EJ800AE,燃料装置,２０２１年８月２４日,フューエルタンク裏側全体に錆が進行している。フューエルポンプ接続部分は酷く錆びが進行している。
87,2021年08月24日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,プジョー,３０８,2020年01月,"22,000 Km",不明,YH01,エンジン,２０２１年８月２４日,走行中に止まった。警告灯が点灯した。
88,2021年08月24日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,カローラアクシオ,2007年10月,"60,000 Km",DBA-NZE141,1NZ,エンジン,不明,信号停止時、低速走行時、停車中にエンストした。
89,2021年08月24日,栃木,ＨＰ,メルセデス・ベンツ,Ａ１８０,2018年02月,"34,400 Km",DBA-176042,270,走行装置,２０２１年８月１０日,右後輪のスピードセンサーの不良により、高速道路を走行中に突然たくさんの警告灯（ＥＳＰ、ＡＢＳ、空気圧、エンジンなど）が点灯し、パワーステアリングも効かなくなったので、最寄りのＩＣで降りた。
90,2021年08月24日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,スバル,ステラ,2013年12月,"60,000 Km",DBA-LA100F,KF,電気装置,不明,スバル純正バッテリー（パナソニック製）を使っているが、メーカー保証１年半を超えるとすぐディーラーの診断機で要交換と診断され、頻繁に交換となる。
91,2021年08月24日,静岡,ＨＰ,スバル,レヴォーグ,2014年06月,"26,539 Km",DBA-VMG,FA20,制動装置,２０２１年７月,ブレーキマスターバックの不良により、エンジン始動の際にブレーキペダルが硬くなり、強く踏み込まないとエンジンが始動出来ない。
92,2021年08月24日,滋賀,ＨＰ,フォルクスワーゲン,ＶＷゴルフ　１．４／１０３ｋＷ,2014年04月,"58,000 Km",DBA-AUCPT,CPT,走行装置,２０２１年８月,リアのスピードセンサーが両輪とも故障したため、ＡＢＳや横滑り、空気圧センサーなど警告灯が６個程度発生した。
93,2021年08月24日,滋賀,ＨＰ,ニッサン,エルグランド,2010年09月,"66,800 Km",DBA-TE52,QR25,制動装置,２０１９年１２月頃に数回。２０２１年８月,ＡＢＳ警告灯がつき、暫くしたら横滑りや、サイドブレーキ警告も点灯した。
94,2021年08月24日,広島,ＨＰ,フォルクスワーゲン,ＶＷゴルフ　１．４／１０３ｋＷ,2013年08月,"75,000 Km",DBA-AUCPT,CPT,車枠・車体,２０２１年４月,運転中に急に運転席足下より「カチカチ」と振り子時計のような音が発生する。
95,2021年08月24日,福岡,ＨＰ,いすゞ,ギガ,2012年02月,"720,700 Km",LKG-CYJ77A,6UZ1,排ｶﾞｽ･騒音,毎年,アドブルー噴射異常が発生し、部品交換をしても改善されない。
96,2021年08月24日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,シトロエン,Ｃ４,2016年10月,"15,000 Km",ABA-B7HN02,不明,制動装置,不明,２週間ほど乗っていなかったところ、ブレーキパッドが固着した。
97,2021年08月24日,長崎,ＨＰ,トヨタ,プリウス,2016年07月,"44,300 Km",DAA-ZVW50,2ZR-1NM,車枠・車体,いつの間にか,クオーター上部の黒いパネルの塗装が鈑金塗装した覚えがないのに剥がれた。
98,2021年08月24日,宮崎,ＨＰ,三菱,アウトランダー　ＰＨＥＶ,2013年09月,"78,000 Km",DLA-GG2W,4B11-S61-Y61,制動装置,３か月前,始動時、ブレーキペダルを踏んで起動する際にブレーキペダルが固くなっていて奥まで踏めない状態になる。力を入れて踏んで起動するとバキュームポンプから音がして負圧が抜けるような感じになり、ブレーキペダルの固さが正常になる。
