番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
11,2022年02月28日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナ,2012年12月,"70,000 Km",DAA-HC26,MR20-SM23,電気装置,不明,走行中にオルタネータープーリーが脱落し、補機ベルトが外れたため、バッテリーランプや水温異常警告などが色々点灯した。
12,2022年02月28日,大阪,電話,ニッサン,ノートｅ－ＰＯＷＥＲ,2021年03月,"1,000 Km",6AA-E13,HR12-EM47,動力伝達,２０２１年５月、９月、２０２２年２月,２０２１年５月に自宅駐車場からバックで発進させた際、車が急発進した。９月にも同様の急発進が発生した。二回とも販売店には話をして自分でも運転の際に注意をしていたが、２０２２年の２月に自宅の駐車場に止めようとしたところ、アクセルペダルを軽く触れただけなのに車が前方へ急発進し、家屋に衝突してしまった。
13,2022年02月28日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,三菱,アウトランダーＰＨＥＶ,2022年01月,不明,5LA-GN0W,4B12-S91-YA1,その他,２０２２年２月,メーターパネルが速度計、パワーメーターなどを含めて全てブラックアウトし、再起動を繰り返す。
14,2022年02月28日,宮崎,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ＳＨＵＴＴＬＥハイブリッドＺ,不明,不明,DAA-GP7,LEB-H1,動力伝達,２０２２年２月,クラッチ周りの故障により、液晶画面にトランスミッション点検の表示が出た。
15,2022年02月27日,福島,ＨＰ,ホンダ,ＳＨＵＴＴＬＥ,2015年10月,"110,000 Km",DAA-GP7,LEB-H1,動力伝達,２０２２年１月３１日,バイパスを６０ｋｍ／ｈくらいで走行中、ミッション点検ランプが点灯してスピードが出なくなったため、路肩に停車してエンジンを切り再始動してみたが同じ症状のためレッカー移動となった。ディーラーで確認したところ、ＤＤＣ（デュアルドライクラッチ）とアクチュエーターの交換と診断された。
16,2022年02月26日,神奈川,ＨＰ,フォルクスワーゲン,ＶＷ　シャラン１．４　１１０ｋＷ,2014年01月,"87,000 Km",DBA-7NCTH,CTH,乗車装置,２０２２年２月１２日（１７時頃）に発生,買い物から帰って家の駐車場で電動リアゲートを上げ荷物を降ろそうとした。リアゲートが開くときに急にバキバキと異音がして真ん中辺りで止まり、それ以上は開かなくなった。確認したところ、ダンパーがリアゲートのスポイラー（天井部分）を突き破って外に飛び出していた。ディーラーに持込みしたところ、ボルトの抜け落ちにより、ダンパーの伸縮ができず天井を突き破ったと診断された。
17,2022年02月26日,埼玉,ＨＰ,ホンダ,オデッセイ,2014年01月,"68,687 Km",DBA-RC1,K24W,エンジン,２０２０年～２０２１年頃から,エンジン始動後、少し勾配がある坂や交差点などで、Ｄレンジ中低速域から停止直前までブレーキペダルを踏まずに減速する運転の時、アクセルを強く踏み込むとエンジンが引っ張れなくなり、頻繁にエンストするようになった。エンストをしなくても少し引っ張らたような動きをする。ディーラーではミッションオイル交換とエンジンパッキン交換を進められている。
18,2022年02月26日,大阪,ＨＰ,フォルクスワーゲン,ＶＷゴルフヴァリアント　１．２／７７ｋＷ,2014年09月,"45,000 Km",DBA-AUCJZ,CJZ,保安灯火,２０２２年２月２６日に発生,ドアミラー（サイドミラー）のミラー部が剥がれ落ち、ミラーが破損した。
19,2022年02月26日,宮崎,ＨＰ,スズキ,スペーシア,2014年02月,"47,700 Km",DBA-MK32S,R06A,エンジン,２０２１年７月２６日朝,突然エンジンがかからなくなった。ディーラーで確認したところ、ＥＣＭユニットＡＳＳＹの交換になった。
20,2022年02月26日,沖縄,24時間電話,ニッサン,スカイライン,2015年08月,"49,600 Km",DAA-HV37,VQ35-HM34,動力伝達,２０２２年２月１６日１９：３０,信号待ちから発進する際にミッションから異音が出て走行不能になり、翌日にはエンジンもかからなくなった。
21,2022年02月25日,東京,ＨＰ,不明,パルサーＲＳ２００,不明,"8,000 Km",MD2A55,不明,動力伝達,２０２１年１０月３１日,走行中、シフトアップを行おうとしたところ、ギヤが上がらず、シフトレバーの操作感覚も異常を感じた。路肩に寄せて確認したところ、シフトロットとエンジンを繋ぐパーツの破損を確認した。
22,2022年02月25日,静岡,ＨＰ,ＵＤトラックス,コンドル,2013年11月,"140,000 Km",TKG-MK38L,GH5,エンジン,２０２２年２月８日,すすのたまりが早いので、点検入庫したところ、エンジン圧縮不良とのことでエンジンオーバーホールもしくはエンジン乗せ替えが必要との診断になった。
23,2022年02月25日,静岡,ＨＰ,ＵＤトラックス,コンドル,2013年05月,"175,000 Km",TKG-MK38L,GH5,燃料装置,２０２１年１月８日,配達先に到着時、燃料のにおいがしたので確認したところ、キャビン下部より燃料が漏れ、通路等を汚損させてしまっていた。燃料エレメントケースふたの劣化により、燃料漏れしていた。
24,2022年02月25日,岐阜,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,エブリイ,2018年02月,"50,000 Km",HBD-DA17V,R06A,動力伝達,新車納車当時から,クラッチが重く、減速時に２速にしたいときや停車時に１速にしたい時にギアが入らない。
25,2022年02月25日,岐阜,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,エブリイ,2019年04月,不明,EBD-DA17V,R06A,エンジン,不明,エンジンからカタカタ音がすることに気が付き、ディーラーで確認を受けたところ、１・２番のピストンがコーティングが剥離して、ブロックに傷が入っていると判った。
26,2022年02月25日,福井,ＨＰ,ホンダ,ＦＲＥＥＤ,2017年03月,"98,233 Km",DAA-GB8,LEB-H1,乗車装置,２０２２年２月２４日　走行９８２３３ｋｍ,鍵をスマートキーで開けて、ドアを開けて、スマートキーを車内に入れて、ドアを閉めると、次にドアを開けたい時に勝手にインロックしていた。調べると、運転席ドアスイッチの先端が防水ブーツ内で引っかかっており、ドアを開けてもドア開を検出できていなかった。
27,2022年02月25日,大阪,ＨＰ,カワサキ,ＫＬＸ２３０　Ｓ,2022年02月,45 Km,2BK-LX230A,不明,電気装置,２０２２年２月９日,一般道を走行し３０分ほど経過したところでバッテリー警告灯が点灯した。路肩に停車してエンジンを切り、再度エンジンを始動しようとしたところセルモーターが回らずバッテリーが上がっていることに気づいた。購入店で確認したところ、メインハーネスの交換になると説明を受けた。
28,2022年02月25日,兵庫,24時間電話,メルセデス・ベンツ,Ｃ２５０,2015年09月,"65,900 Km",RBA-205045,274,燃料装置,２０２２年２月７日,ガソリン臭が室内に充満するので調べたらエンジンルームの燃料パイプの端部からガソリンが漏れていた。
29,2022年02月25日,兵庫,ＨＰ,ＢＭＷ,ＭＩＮＩ　ＣＲＯＳＳＯＶＥＲ　ＳＤ,2015年06月,"43,735 Km",LDA-ZB20,N47C20A,エンジン,２０２１年８月上旬,走行中にエンジンルームから異音と衝撃が発生したがそのまま走行し帰宅。翌日始動するとメーター内にエンジンのワーニングが点灯した。ディーラーで確認したところ、バイブレーションダンパーの破断が確認された。
30,2022年02月25日,鹿児島,ＨＰ,スバル,エクシーガクロスオーバー７,2015年12月,"71,822 Km",DBA-YAM,FB25,電気装置,２０２２年２月６日　７１８２２ｋｍ,突然、＂ＥｙｅＳｉｇｈｔ＂、＂ＡＴ　ＯＩＬ　ＴＥＭＰ＂、＂ＬＡＮＥ　ＯＦＦ＂、＂Ｐ－ＣＲ　ＯＦＦ＂、＂トラクションＯＦＦ＂の警告灯が表示され、アイサイトが使えなくなった。
31,2022年02月25日,鹿児島,ＨＰ,スバル,エクシーガクロスオーバー７,2015年12月,"71,822 Km",DBA-YAM,FB25,動力伝達,不明,ＡＴコントロールバルブの不良により、マニュアルモードでのギアの変更ができなくなった。
32,2022年02月24日,福島,ＨＰ,フォルクスワーゲン,ＶＷゴルフ　Ｒ　２．０／２０６ｋＷ,2014年06月,"18,500 Km",ABA-AUCJXF,CJX,動力伝達,２０２０年頃から,シフトノブの装飾用アルミ製パーツが 浮き上がり操作する手指がそのエッジ 部分で裂傷した。
33,2022年02月24日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,ヤマハ,ギア　ＢＸ５０Ｓ,不明,不明,JBH-UA07J,不明,制動装置,不明,ブレーキケーブルを仲介しているカム部品を固定しているアンカーピンが破損し、ぐらぐらになってブレーキの効きに支障が出ている。
34,2022年02月24日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2014年08月,"484,104 Km",TKG-FEB80,4P10,エンジン,２０２２年２月８日,突然エンジンが始動しなくなったため、ディーラーで確認したところ、タイミングチェーンの不具合で交換になると診断された。
35,2022年02月24日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2014年08月,"473,951 Km",TKG-FEB80,4P10,エンジン,２０２１年１２月１月,セルモーターの故障により、エンジンが始動できなくなりレッカー搬送をした。
36,2022年02月24日,長崎,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,タント,2021年02月,不明,DBA-LA600S,KF,エンジン,購入直後から,始動時のエンジンの音が大きくなった。
37,2022年02月24日,沖縄,ＦＡＸ,ニッサン,ＮＶ３５０キャラバン,2016年06月,"175,700 Km",LDF-VW2E26,YD25,燃料装置,中古車で購入当初から,走行中アクセルを開けるとカラカラと音が鳴っていた。その三ヶ月後よりエンジン始動時すぐにエンストするようになった。整備工場でしらべてもらったところ、インジェクターの一部が折れていることが判り、交換をして貰ったが、改善しなかった。
38,2022年02月23日,宮城,ＨＰ,ホンダ,フィット,2020年07月,"11,200 Km",6AA-GR3,LEB-H5,動力伝達,２０２０年１２月,３５ｋｍ／ｈから５０ｋｍ／ｈで（１５００回転～２０００回転ぐらい）でＥＶからエンジン走行に移行した際に、ガガガーという音と振動が出て加速が極端に鈍る。
39,2022年02月23日,栃木,ＨＰ,ニッサン,ジューク,2015年11月,"78,787 Km",CBA-NF15,MR16,動力伝達,２０２１年９月１９日,ＣＶＴの不良により、変速しない、駐車場での切り返しでＲ・Ｄに入れてもエンジンのみ空回りするなどの症状が出るようになった。
40,2022年02月22日,宮城,ＨＰ,いすゞ,フォワード,2010年10月,"539,000 Km",PKG-FRR90S2,4HK1,エンジン,２０２２年２月１５日,走行中にエンジンが停止し、再始動不能になったため、レッカーでディーラーに搬送して点検したところ、カムギヤトレーンが破損したことにより、ロッカーアームを複数個所破損したことが判明した。
41,2022年02月22日,福島,ﾌﾘｰﾀﾞｲｱﾙ,三菱,デリカＤ５,2013年01月,"100,000 Km",LDA-CV1W,4N14,保安灯火,不明,前照灯の反射鏡が変質し、照度がでなくなって保安基準を満たせなくなった。
42,2022年02月22日,福島,ﾌﾘｰﾀﾞｲｱﾙ,三菱,デリカＤ５,2013年01月,"100,000 Km",LDA-CV1W,4N14,排ｶﾞｽ･騒音,不明,ＤＰＦの内部が高熱の負荷でグズグズに壊れ、排気ガスが浄化できなくなり保安基準を満たせなくなった。
43,2022年02月22日,秋田,ＨＰ,ニッサン,リーフ,2020年09月,"64,400 Km",ZAA-ZE1,EM57,電気装置,２０２２年１月１０日　６４４００ｋｍ,バッテリーの不良により、スイッチを入れると「ＥＶシステム故障」と表示され走行ができなくなった。
44,2022年02月22日,東京,ＨＰ,メルセデス・ベンツ,Ｅ３５０ＢｌｕｅＴＥＣステーションワゴン,2016年02月,"41,000 Km",LDA-212226C,642,排ｶﾞｽ･騒音,２０２１年９月　４００００ｋｍ,ＮＯｘセンサーの故障により、突然エンジンチェックランプが点灯した。
45,2022年02月22日,三重,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,ＧＬＣ２２０ｂクーペ,2022年01月,不明,3DA-253315,654,保安灯火,新車納車３日後,ＭＢＵＸ（Ｍｅｒｃｅｄｅｓ　Ｂｅｎｚ　Ｕｓｅｒ　Ｅｘｐｅｒｉｅｎｃｅ）が起動しない。ディーラーでリプログラムと、ＨＤＤ本体交換の作業を行ったが、同じ症状が再発した。
46,2022年02月22日,京都,電話,シトロエン,Ｃ４ピカソ,不明,不明,ABA-B585FTP,不明,保安灯火,不明,ワイパーが作動しなくなる、逆に常時作動する、といった不具合が起こる。これは、水滴等により通電不良や逆に通電しっぱなしによって発生していると思われる。
47,2022年02月22日,兵庫,ＨＰ,トヨタ,プリウス,2016年06月,"94,800 Km",DAA-ZVW50,2ZR-1NM,保安灯火,２０２１年１２月　９００００ｋｍ,定期点検時に左右テールランプの曇りを指摘された。
48,2022年02月22日,福岡,電話,スバル,アルシオーネＳＶＸ,1993年09月,"53,400 Km",E-CXW,EG33,乗車装置,２０２１年９月,信号停止中に、車から白煙が出始め、その後ボンッとエアバッグが開いたため、鼻と耳を負傷した。
49,2022年02月22日,大分,ﾌﾘｰﾀﾞｲｱﾙ,ヤマハ,ビーノ,不明,不明,-,不明,エンジン,不明,寒いときや雨天などの悪天候時にエンジンが始動しない。販売店で点火関係の修理をしたことがあるが、しばらくしたら再発した。
50,2022年02月21日,岩手,ＦＡＸ,トヨタ,ポルテ,2015年02月,"83,750 Km",DBA-NCP141,1NZ,保安灯火,２０２０年１月１２日～３回,屋外駐車場に夜間駐車しておいたところ、駐車時に走行車からの飛び石もなく、駐車場付近の自然落下物（建築物・雪・氷）もなく、強風による他方からの飛散落下物もないのに、フロントガラスにひびが入った。
51,2022年02月21日,石川,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,アルファード,2019年03月,不明,DBA-AGH35W,2AR,その他,購入時から,運転中、タコメーターがブランコ状態にユラユラと振れる。
52,2022年02月21日,石川,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,アルファード,2019年03月,不明,DBA-AGH35W,2AR,乗車装置,不明,ドア回りが凍結した際、スライドドアのボタンが押したままで固着し、走行を開始したあとに少し溶けてドアスイッチが作動したことから、走行中に突然ドアランプが点いた。
53,2022年02月21日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,Ｃ１８０ステーションワゴン,2015年02月,"32,200 Km",DBA-205240C,274M16,車枠・車体,不明,センターコンソールの蓋の周りにあるメッキモールが剥がれ、鋭利な状態になっており、触れると負傷する状態になっている。
54,2022年02月21日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,Ｅ２００ステーションワゴン,2018年02月,不明,RBA-213242C,274,車枠・車体,不明,センターコンソールの蓋の周りにあるメッキモールが剥がれ、鋭利な状態になっていたため、手を触れた際に負傷してしまった。
55,2022年02月21日,千葉,ＨＰ,ボルボ,ボルボ　Ｖ４０,2014年06月,"52,000 Km",DBA-MB4164T,B4164T,動力伝達,２０２２年２月１６日,走行中、突然エラーメッセージが出て、ギアが入らなくなり、緊急停止した。エンジンを再始動するとメッセージは消え、回復した。
56,2022年02月21日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2016年07月,"161,600 Km",TPG-FEA50,4P10,エンジン,２０２２年２月７日,エンジン警告灯が点いて、エンジンが止まった。ディーラーでインジェクター不良との診断で交換を行ったが、その後、燃料が大量に漏れ出した。
57,2022年02月21日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,バモス,不明,"60,000 Km",-,不明,かじ取り,中古車購入時,ハンドルが直進方向へ自然に戻らない。
58,2022年02月21日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,ＣＬＡ２５０　４ＭＡＴＩＣ,2019年11月,不明,5BA-118347M,260,車枠・車体,２０２１年２月５日,旅行先でトランクを開けたところ、風にトランクが押されてリヤガラスに接触し、ガラスが破損した。
59,2022年02月21日,栃木,ＨＰ,ニッサン,エクストレイル,2014年10月,"79,000 Km",DBA-NT32,MR20,動力伝達,２０２２年２月２０日,ＣＶＴが動力を伝えなくなり走行不能になった。
60,2022年02月21日,愛知,ＦＡＸ,日野,日野レンジャー,2019年01月,"115,500 Km",2KG-GD2ABG,A05C,制動装置,２０１９年７月８日,エアドライヤーのエア自動排出時に排出弁からオイル分が飛散し、マフラーやタイヤに付着した。
61,2022年02月21日,愛知,ＨＰ,ボルボ,ボルボ　Ｖ４０,2018年07月,"12,300 Km",LDA-MD4204T,D4204T,電気装置,２０２１年６月１２日,高速走行後、エンジンを止めて３０分位経った後でエンジンを始動しようとしたが、かからなかった。ロードサービスの対応でエンジンを始動し、５分くらいアイドリングをしてもバッテリーが充電されず、再始動出来なかったため、レッカーでディーラーに搬送をして確認したところ、バッテリー内部の溶液が凝固してしまい充電できなくなってしまっていると判った。
62,2022年02月21日,大阪,ＦＡＸ,ホンダ,ＶＥＺＥＬ,2020年01月,"41,905 Km",DBA-RU1,L15B,制動装置,２０２２年２月２１日走行距離４１９０５ｋ,電動式パーキングブレーキの作動不良により、警告灯が点灯した。診断機で点検したところパーキングブレーキのスイッチの異常を示す故障コード「８３－１４」と「Ｃ１１２０－１４」が入力していた。新品のスイッチを取り寄せて交換したところ症状は改善しメーター上のチェックランプも消灯した。
63,2022年02月21日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,パサートヴァリアント,2021年12月,不明,3DA-3CDFH,DFH,その他,購入直後から,オンライン・コネクティビティサービス「Ｗｅ　Ｃｏｎｎｅｃｔ」が正しく作動せず、カーナビのＶＩＣＳや工事情報機能他、多数の機能が使えない。
64,2022年02月21日,広島,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸ,2017年01月,"88,800 Km",DBA-JF2,S07A,エンジン,３年前から３回,高速走行中にエンジンがブレだし、８０ｋｍ／ｈから２０ｋｍ／ｈ位まで減速をする。ディーラーでエキゾーストバルブセットの交換が行われたが、１年半ほどして、同じ症状が再発した。
65,2022年02月21日,広島,ﾌﾘｰﾀﾞｲｱﾙ,プジョー,ｅ－２０８,2020年10月,不明,ZAA-P21ZK01,ZK01,電動機(モーター),２０２１年９月、１０月の２回,バイパス走行中に突然警告がでた。走行継続が出来ないと判断し、側道に降りようとしたが、その途中で止まってしまい、ギアが「Ｐ」へ入りロック状態で走行不能になった。いちどディーラーで修理を受け、使用を再開したが、翌月に同じ症状が発生し、また走行不能になった。
66,2022年02月21日,広島,その他,いすゞ,ガーラ,2016年07月,"535,533 Km",QTG-RU1ASCJ,A09C,制動装置,不明,走行中、右後輪のスプリングブレーキチャンバ―のエアー漏れによりブレーキ解除ができなくなった。当該部品はメーカー推奨交換基準で定期交換している。
67,2022年02月20日,福島,ＨＰ,プジョー,３０８,2016年02月,"80,101 Km",ABA-T9HN02,HN02,エンジン,２０２１年１２月１８日,走行中にＳＥＲＶＩＣＥランプ、ＳＴＯＰランプが点灯し、走行不能となった。タイミングベルトのカスがオイル経路が詰まり、油圧が低すぎるために警告となった。タイミングベルトの摩耗原因は不明とのこと。
68,2022年02月20日,神奈川,ＨＰ,フォルクスワーゲン,パサートヴァリアント１．４／１１０ｋＷ,2016年06月,"44,000 Km",DBA-3CCZE,CZE,エンジン,２０２２年０２月０５日,エンジンを掛けた際に冷却水異常を知らせる警報が出た。到着地点で調べると、冷却水が大幅に減少していた。冷却水を補充したところ警報が消えたが、翌日、車の下に冷却水の漏れを発見したため、購入先で確認したところ、ウォーターポンプの劣化による漏れと判明し交換となった。
69,2022年02月19日,神奈川,ＨＰ,ニッサンＭＴ,キックス,2021年07月,不明,6AA-P15,HR12-EM57,制動装置,購入当初から。,走行中にインテリジェントエマージェンシーブレーキ、踏み間違い衝突防止アシスタント警告灯が点灯する。エンジン再始動後もしばらく走行すると再度点灯する。
70,2022年02月19日,栃木,ＨＰ,スズキ,ソリオ,2016年11月,"30,000 Km",DBA-MA26S,K12C,その他,半年～１年位前から,駐車する時に液体が下に漏れている痕跡があり、ディーラーで詳しく見てもらったところ、コンプレッサーの交換が必要と診断された。
71,2022年02月19日,兵庫,ＨＰ,ポルシェ,Ｍａｃａｎ　Ｓ,2014年11月,"45,400 Km",ABA-95BCTM,CTM,その他,常に発生,純正クラリオンナビにオプション設定のＢＯＳＥスピーカーから音量０でも大きめの音でホワイトノイズが常に出ている。
72,2022年02月19日,長崎,ＨＰ,トヨタ,ノア,2020年10月,"10,000 Km",3BA-ZRR80W,3ZR,保安灯火,２０２２年１１月ごろより発生,冬場の 長い下り坂でアクセル操作をしない場合、フューエルカットとなるが、フューエルカット時にエアコンのコンプレッサーが運転しない仕様となっているため、エアコンから湿度の高い空気が吹き出し、フロント及びサイドのガラスが数秒で完全に曇り、視界が０になる。
73,2022年02月18日,新潟,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,デイズ,不明,不明,-,不明,車枠・車体,不明,フロントガラスの下部にあるゴムが下がり、フロントガラスの下部の切り口が見えている。
74,2022年02月18日,富山,ﾌﾘｰﾀﾞｲｱﾙ,いすゞ,フォワード,1995年10月,"65,889 Km",KC-FRR32H2 改,6HE1,制動装置,去年９月に車検を受けたあと,ＡＳＲの不具合により、ブレーキがひきずり発煙した。
75,2022年02月18日,東京,ﾌﾘｰﾀﾞｲｱﾙ,プジョー,５０８,2016年12月,"25,824 Km",LDA-W2WAH02,AH02,排ｶﾞｽ･騒音,２０２２年２月,エンジン警告灯点灯、アドブルー警告が点灯した。アドブルータンクの交換が必要となった。
76,2022年02月18日,神奈川,ＨＰ,いすゞ,エルガ,2020年06月,"55,999 Km",2PG-LV290N3,4HK1,エンジン,２０２１年１１月２７日１０：１５,車両停車中エアゲージ圧０ｋＰａになり、エアーがたまらなくなったため、走行不能になった。
77,2022年02月18日,埼玉,ＨＰ,ニッサン,セレナ,2014年04月,"60,000 Km",DAA-HC26,MR20-SM23,電気装置,２０２１年１２月,オルタネーターの不良により、エンジンルームからウイーンと異音がする。
78,2022年02月18日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ノート,2013年05月,"48,000 Km",DBA-E12,HR12,動力伝達,２０２２年２月８日,ＣＶＴの滑りに関わるサービスキャンペーンの措置を済ませた車で、走行中にエンジン回転が３０００～４０００ｒｐｍあたりでバタつくようになった。その後、２８００ｒｐｍあたりから５０００～６０００ｒｐｍまで吹けて動力が伝わらなくなる症状がでるようになり、高速道路のトンネルを走行中にアクセルペダルを踏んでもエンジン回転が上がらず、加速しなくなったため、路肩に停止した。
79,2022年02月18日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,スバル,ＸＶ,2017年06月,"21,000 Km",DBA-GT7,FB20,エンジン,不明,アイドリング回転が２０００ｒｐｍ維持され、１６ｋｍ／ｈくらいで走行してしまう。
80,2022年02月18日,岐阜,ﾌﾘｰﾀﾞｲｱﾙ,いすゞ,エルフ,2018年03月,不明,TRG-NJS85A,4JJ1,かじ取り,不明,ステアリングシャフトの不良により、ハンドルを切って発進する際にコトコトと異音が出ている。
81,2022年02月18日,沖縄,ＨＰ,スズキ,ジムニー,2021年11月,不明,3BA-JB74W,K15B,動力伝達,新車を購入して運転した直後から,一速でクラッチを繋ぎアクセルを２０００回転あたり以上踏むと、車体の下部からギャギャ－と異音を発する。音の大小はまちまちである。
82,2022年02月17日,栃木,ＨＰ,ニッサン,フェアレディＺ,2013年08月,"30,000 Km",CBA-Z34,VQ37,エンジン,２０２２年１月　約３００００ｋｍ,ステアリングロックの故障により、エンジン始動が出来ない時がある。
83,2022年02月17日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,リーフ,2018年02月,"27,000 Km",ZAA-ZE1,EM57,その他,不明,ヒーターのヒートポンプから異常な振動が発生し、ハンドルに伝わってくることがある。
84,2022年02月17日,兵庫,ＨＰ,ホンダ,Ｎ－ＷＧＮ　ＣＵＳＴＯＭ,2019年02月,"3,686 Km",DBA-JH1,S07A,エンジン,数ヶ月前から,信号待ちの停車中にアイドリングストップがかかり、エンジンが自動停止した後、発進しようとしたらエンジンがかからずエンストしてしまい、立ち往生してしまった。
85,2022年02月17日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,エブリイバン,2019年11月,"85,000 Km",EBD-DA17V,R06A,動力伝達,不明,クラッチのレリーズベアリング　アーム、クラッチ板の不良により、クラッチが早期に重くなり、ギアが入らなくなる。
86,2022年02月17日,愛媛,ﾌﾘｰﾀﾞｲｱﾙ,ヤマハ,ＮＭＡＸ１２５,不明,不明,EBL-SE86J,E3P8E,エンジン,不明,エンジンオイルの消費が多く、１７００ｋｍの走行で４５０ｃｃ減っており、排気管から白煙が出るようになった。
87,2022年02月17日,愛媛,ﾌﾘｰﾀﾞｲｱﾙ,スバル,フォレスター,不明,"44,000 Km",DBA-SJ5,FB20,緩衝装置,不明,ハンドルを右にいっぱいまで切って走り出すと、左前輪が跳ねるような音と挙動をして曲がっていくようになった。右左折時のハンドルの戻りも悪くなったため、整備工場で確認したところ、フロントロアアームの取り付け部のブッシュが欠損していることが判った。
