番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
43,2021年02月24日,千葉,24時間電話,スズキ,アドレスＶ５０,2020年01月,"26,649 Km",CA4BA,不明,エンジン,不明,信号待ちをしているところで突然エンストした。
44,2021年02月24日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,８６,不明,"49,000 Km",DBA-ZN6,FA20,エンジン,不明,タイミングチェーンカバーからオイルが滲むようになった。
45,2021年02月24日,埼玉,ＨＰ,スズキ,レッツ,不明,"3,500 Km",2BH-CA4AA,A409,エンジン,２０１９年１月,道に出るとき、右折待ち時など、アイドリング状態からアクセルを開こうとするとエンストを起こす。暖かい季節になることが多く、６－１０月くらいには週に２回くらいエンストする。
46,2021年02月24日,埼玉,ＨＰ,スズキ,レッツ,不明,"3,500 Km",2BH-CA4AA,A409,電気装置,２０１９年１月,バッテリーがいきなり壊れた。
47,2021年02月24日,埼玉,ＨＰ,スズキ,レッツ,不明,"3,500 Km",2BH-CA4AA,A409,エンジン,２０１９年１月,最高速度が５０ｋｍ／ｈまでしか出ない。しばらく様子を見たところ、約６３ｋｍ／ｈまで出るようになったが、５５ｋｍ／ｈまで低下した。
48,2021年02月24日,茨城,ＨＰ,トヨタ,ライズ,2020年10月,"1,169 Km",5BA-A200A,1KR,制動装置,２０２１年２月２１日ＡＭ１０：３０,約５ｍ四方の自宅駐車場に前方から入庫・駐車する際、停止しようとしていた位置ブレーキペダルを踏んだが止まらずに駐車場奥に隣接する家屋外壁に衝突した。この際、自動ブレーキも作動しなかった。
49,2021年02月24日,愛知,ＨＰ,ニッサン,デイズ,2013年12月,"71,956 Km",DBA-B21W,3B20,エンジン,２０２１年１月２５日,始動装置に対するエンジン制御プログラムのリコール措置を済ませた車両で、エンジンのリングギアの歯が削れたため、始動時にガガガと大きな音がして始動出来なくなった。
50,2021年02月24日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,リーフ,2018年11月,"15,500 Km",ZAA-ZE1,EM57,電気装置,不明,後方のセンサーをフルオプションで装着した車両だが、後退して車庫入れしている際に３回こすった傷がついている。
51,2021年02月24日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＶＡＮ,2020年11月,不明,HBD-JJ1,S07B,その他,不明,夜間、カーナビが左右と後方の室内ガラスに反射して外が見えない。
52,2021年02月24日,広島,ＨＰ,三菱,デリカＤ５,2013年03月,"90,000 Km",LDA-CV1W,4N14,排ｶﾞｽ･騒音,２０２０年秋から冬にかけて現在も,エキゾーストマニホールドの排気漏れにより、早朝・夜間のエンジン始動時、走行始めて間もないエンジンが暖まっていない時にエアコンの吹き出し口から排気ガス臭がする。
53,2021年02月24日,広島,ＨＰ,ホンダ,インテグラ７００ｄ,2012年05月,"49,000 Km",EBL-RC62,RC61E,動力伝達,高速道路追い越し車線,高速道路追い抜きのため５速へシフトダウンし、追い越し車線に出ようとする時、５速ギアが突然抜けたため、バランスを崩しかけ、ギアが入らないまま路肩まで惰性で寄せた。
54,2021年02月24日,香川,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,デイズルークス,2016年01月,"63,000 Km",DBA-B21A,3B20,エンジン,３年前から,エンジンのかかりが悪く何度目かの操作で始動する。
55,2021年02月24日,福岡,ＨＰ,ニッサン,ジューク,2013年03月,"88,000 Km",DBA-YF15,HR15,動力伝達,２０２１年２月２１日,坂道発進時にＣＶＴが急に破損したため、前進出来なくなり、一旦ブレーキをかけ再度アクセルペダルを踏むも加速せず、車両が後退した。ゆっくり後退して平坦地でチェックしたところ、バックは出来るものの前進は一切できない状態であった。
56,2021年02月23日,北海道,ＨＰ,フォルクスワーゲン,ゴルフバリアント,2014年10月,"65,000 Km",DBA-AUCJZ,CJZ,保安灯火,２０２１年２月２２日,運転席側ドアミラーパネルが剥がれ、落下した。
57,2021年02月23日,宮城,ＨＰ,マツダ,ＣＸ－５,2017年09月,"45,451 Km",LDA-KF2P,SH,保安灯火,新車購入後、４年間に４回,毎年冬にフロントガラス下部がひび割れしている。
58,2021年02月23日,神奈川,ＨＰ,フォルクスワーゲン,ゴルフヴァリアント,2015年10月,"44,000 Km",DBA-AUCJZ,CJZ,保安灯火,購入時から,ヘッドライトに無数のヒビがはいっており、光が乱反射、及び光量不足により夜間走行に影響する。
59,2021年02月23日,茨城,ＨＰ,三菱,デリカＤ５,2014年03月,不明,LDA-CV1W,4N14,排ｶﾞｽ･騒音,２０１９年以降,エキゾーストマニホールド亀裂部からの排気漏れにより、車内に排ガス臭が入ってくる。
60,2021年02月23日,群馬,ＨＰ,ホンダ,Ｎ－ＢＯＸ　Ｃｕｓｔｏｍ,2015年06月,"84,600 Km",DBA-JF2,S07A,エンジン,２０２１年１月,アイドリングストップ状態からブレーキペダル踏み込みを解除してもエンジンが再始動しない。
61,2021年02月23日,群馬,ＨＰ,ホンダ,Ｎ－ＢＯＸ　Ｃｕｓｔｏｍ,2015年06月,"84,600 Km",DBA-JF2,S07A,エンジン,２０２１年１月,アイドリングストップ状態からブレーキペダル踏み込みを解除してもエンジンが再始動しない。
62,2021年02月23日,愛知,ＨＰ,ボルボ,Ｖ４０,2013年11月,"67,600 Km",DBA-MB4164T,B4164T,動力伝達,不明,トランスミッション性能低下の警告表示がされるとバックギアに入らなかったり、走行中にギアの加減かエンジンの回転数が異常になった。
63,2021年02月23日,岐阜,ＨＰ,ニッサン,セレナ　Ｓ－ＨＹＢＲＩＤ,2012年12月,"80,000 Km",DAA-HFC26,MR20-SM23,電気装置,２０２０年１２月頃,低速走行時、停車時にエンジンルームからおおきなガラガラという異音が発生するようになった。ディーラーで確認したところオルタネーターからの異音だった。
64,2021年02月23日,高知,ＨＰ,フィアット,５００Ｃ,2014年11月,"79,000 Km",ABA-31209,312A2,車枠・車体,２０２１年２月２３日,助手席のダッシュボードに内蔵されているエアバッグが膨張しており、ダッシュボードもその部分がやや膨らみ少し亀裂が発生している。
65,2021年02月22日,東京,ＨＰ,メルセデス・ベンツ,Ｅ４００,2015年06月,"62,200 Km",MBA-212261C,276,排ｶﾞｽ･騒音,２０２０年１２月,ＮＯｘセンサーの不良により、エンジン警告灯が点灯した。
66,2021年02月22日,東京,ＨＰ,ホンダ,タクトベーシック,2020年05月,不明,A-AF24,不明,保安灯火,購入直後から,方向指示器を右折のためにスライドさせようとしても１０回に１～２回は、引っかかってスライドできない。
67,2021年02月22日,神奈川,ＨＰ,アバルト,５９５,2019年09月,"5,000 Km",ABA-31214T,312B4,動力伝達,２ヶ月,暫く走行してから駐車場に入れるなどでバックした時にポーというような異音がする。
68,2021年02月22日,茨城,ＨＰ,マツダ,ＣＸ－５,2013年03月,"110,000 Km",LDA-KE2AW,SH,エンジン,２０２１年１月,エンジンシステムエラーの警告灯が表示され、アクセルペダルを踏んでも加速しない。排気ガスが臭い。エンジン回転数１５００ｒｐｍ～２０００ｒｐｍでノッキングを起こす。
69,2021年02月22日,群馬,電話,スズキ,スペーシアカスタム,2020年03月,"13,000 Km",DAA-MK53S,R06A-WA05A,燃料装置,２０２０年１１月２日,給油後、燃料計がなかなか反映されない。
70,2021年02月22日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,モビリオスパイク,2008年02月,"114,000 Km",DBA-GK1,L15A,動力伝達,不明,停車からの発進時、急減速した際ガタガタする。
71,2021年02月22日,岐阜,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ランドクルーザープラド,2020年11月,不明,3DA-GDJ150W,1GD,排ｶﾞｽ･騒音,不明,ＤＰＲの再生不十分というメッセージが出たため、手動再生を行ったところ、エンジン故障などの複数のメッセージが表示された。
72,2021年02月22日,福岡,ＨＰ,トヨタ,プリウス,2012年10月,不明,DAA-ZVW30,2ZR-3JM,車枠・車体,２０２１年１月,塗装の補修を行ってもいないのに、洗車後に運転席ドアと後部ドア上部の塗装が剥がれた。
73,2021年02月22日,福岡,ＨＰ,マツダ,ＣＸ－３０,2020年02月,"12,154 Km",5BA-DMEP,PE,電気装置,２０２１年２月２２日,灯火類の消し忘れ等が無いのにバッテリーが上がった。
74,2021年02月22日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸ,2015年01月,"37,800 Km",DBA-JF1,S07A,車枠・車体,２０２１年２月１４日,走行中、左前フォグランプ付近から発火した。後日の検分でバンパーを接触させている痕跡があるので、接触後に修理をしていない事が原因と判断された。
75,2021年02月21日,宮城,ＨＰ,トヨタ,ＲＡＶ４　ＨＹＢＲＩＤ　Ｇ,2019年11月,不明,6AA-AXAH54,A25A-3NM-4NM,車枠・車体,２０２１年２月３日,左Ｃ、Ｄピラーの付け根あたりから広範囲に雨漏りし、その後カビが生えてきた。
76,2021年02月21日,秋田,ＨＰ,ダイハツ,ハイゼットカーゴ,2015年12月,"35,000 Km",EBD-S331V,KF,エンジン,２０２１年２月,エンジンオイルレベルゲージの付け根からオイル漏れが有った。
77,2021年02月21日,秋田,ＨＰ,ダイハツ,ハイゼット　カーゴ,2015年12月,"35,000 Km",EBD-S331V,KF,エンジン,２０１７年頃から,エンジンの異常が出ると力が無く、ちょっとした坂道でもスピードが落ちて登れなくなる。
78,2021年02月21日,千葉,ＨＰ,トヨタ,ハイエース,2015年01月,"99,800 Km",QDF-KDH201V,1KD,車枠・車体,２０２０年１１月,セカンド席、サイドガラスの小窓から雨漏りする。
79,2021年02月21日,埼玉,ＨＰ,ホンダ,Ｎ－ＢＯＸ,2015年11月,"45,084 Km",DBA-JF1,S07A,エンジン,２０２０年１１月～２０２１年１月,アイドリングストップの後、エンストして走行不能になった。
80,2021年02月21日,埼玉,ＨＰ,スバル,レヴォーグ,2020年12月,"3,500 Km",4BA-VN5,CB18,その他,購入時からずっと,アイサイトの車線中央維持機能を利用時、車線左側に寄って走行する。
81,2021年02月21日,埼玉,ＨＰ,スバル,レヴォーグ,2020年12月,"1,500 Km",4BA-VN5,CB18,制動装置,２０２１年１月,一般道を走行中、対向車線のバイクに反応して突然自動ブレーキが作動し、急制動がかかった。
82,2021年02月21日,栃木,ＨＰ,トヨタ,プリウスＰＨＶ,2017年02月,"31,000 Km",DLA-ZVW52,2ZR-1NM-1SM,車枠・車体,２０２０年４月,走行時にリヤハッチがガタガタする。
83,2021年02月21日,栃木,ＨＰ,ホンダ,オデッセイ,2020年12月,"1,300 Km",6BA-RC1,K24W,エンジン,２０２１年２月２１日１５：３０頃,交差点停止後に青信号で発進しようとしたらエンストした。
84,2021年02月21日,栃木,ＨＰ,トヨタ,プリウスＰＨＶ,2017年02月,"31,000 Km",DLA-ZVW52,2ZR-1NM-1SM,制動装置,２０２０年１０月,高速道路の追い越し車線を走行中に走行車線のトラックを感知して突然ブレーキが掛かった。
85,2021年02月21日,愛知,ＨＰ,スバル,インプレッサスポーツ,2015年01月,"38,000 Km",DBA-GP6,FB20,制動装置,２０２０年１１月頃,ブレーキマスターバックの不良により負圧保持ができず、数時間経つと、エンジン始動時にブレーキペダルの踏みごたえが固くなり、強く踏まないとエンジン始動できなくなる。
86,2021年02月21日,兵庫,ＨＰ,スズキ,アルトワークス,2016年04月,"30,000 Km",DBA-HA36S,R06A,車枠・車体,不明,ダッシュボードとピラーの間に隙間があり、気温によって隙間が大きくなったり小さくなったりする。
87,2021年02月21日,高知,ＨＰ,ホンダ,ＧＲＡＣＥハイブリット,2015年02月,"19,000 Km",DAA-GM4,LEB-H1,エンジン,２０２１年２月,ＥＶ走行に切り替わる時、小さな爆発音がする。
88,2021年02月20日,山形,ＨＰ,スバル,フォレスター,2013年02月,"84,900 Km",DBA-SJ5,FB20,エンジン,２０２０年１月から,パーキングにシフトしても、キーが抜けない。
89,2021年02月20日,秋田,ＨＰ,三菱,ｅＫスペースＧ,2020年10月,100 Km,5AA-B37W,BR06-SM21,エンジン,２０２０年１１月２５日,エンジンをかけてバックにギアを入れるとエンジンが停止する。
90,2021年02月20日,秋田,ＨＰ,トヨタ,アクア,2014年03月,"30,100 Km",DAA-NHP10,1NZ-1LM,かじ取り,２０１４年６月頃,パワーステアリングモーターの不良により、ハンドルをわずかに回すとピーピー、ピーピーと異音がする。
91,2021年02月20日,神奈川,ＨＰ,ボルボ,Ｖ６０クロスカントリーＴ,2017年08月,"30,943 Km",DBA-FB420,B420,動力伝達,２０２１年１月,ＲレンジからＤレンジにシフトしたらエンジン回転数の上昇が二回発生した。さらに信号待ち後、Ｄレンジで発進したが１速に切り替わり恐怖を感じた。
92,2021年02月20日,茨城,ＨＰ,アウディ,Ａ５スポーツバック,2011年05月,"125,765 Km",ABA-8TCDNL,CDN,保安灯火,２０２１年１月３１日,夜間の高速道路走行中に助手席側のサイドミラーが自然脱落し、紛失した。
93,2021年02月20日,群馬,ＨＰ,マツダ,デミオ,2016年02月,"137,900 Km",LDA-DJ5AS,S5,保安灯火,２０２１年１月２４日,整備工場で車検を受けたら電動格納ミラーが少ししか動かなくなった。また大きな動作音になった。
94,2021年02月20日,群馬,ＨＰ,マツダ,デミオ,2016年02月,"91,400 Km",LDA-DJ5AS,S5,その他,２０１９年１月,マツダコネクトセンターディスプレイの内側に、ひび割れが発生した。
95,2021年02月20日,兵庫,ＨＰ,ニッサン,セレナ,2015年01月,"170,000 Km",DAA-HFC26,MR20-SM23,電気装置,２０２０年６月中旬,オルタネーターから異音が出るようになった。
96,2021年02月19日,宮城,ﾌﾘｰﾀﾞｲｱﾙ,スバル,インプレッサ,2012年12月,"96,000 Km",DBA-GP7,FB20,エンジン,不明,点検時に、コイルからのオイル漏れと、エンジンのセンサーの配線の不具合が発見された。
97,2021年02月19日,福島,電話,トヨタ,クラウン　ハイブリッド,2011年02月,不明,DAA-GWS204,2GR-1KM,乗車装置,不明,交差点で相手車両が信号無視して突っ込んできて衝突し、肋骨を骨折するような大けがを負ったがエアバッグが展開しなかった。
98,2021年02月19日,山形,ＨＰ,プジョー,３０８ＳＷ,2017年03月,"37,124 Km",LDA-T9WBH01,BH01,排ｶﾞｽ･騒音,不明,アドブルータンクより噴射バルブへの送るポンプの不良により、ユリア警告とエンジンチェックランプが点いた。
99,2021年02月19日,千葉,ＨＰ,スズキ,アルト,2017年02月,"57,800 Km",DBA-HA36S,R06A,動力伝達,不明,トランスミッションオイルの制御圧力系統の不良により、一般道走行中にインパネのトランスミッション系統の異常ランプが点灯した。
100,2021年02月19日,千葉,ＨＰ,ニッサン,セレナ,2013年03月,"76,000 Km",DAA-HC26,MR20-SM23,電気装置,購入から以前、不明,オルタネーターから大きな異音が発生した。エンジンルーム内に金属粉が確認され、アイドリングストップランプが点滅した。
101,2021年02月19日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,ボルボ,Ｖ６０,不明,不明,DBA-FB4164T,B4164T,動力伝達,２０２１年２月１９日,ＤＣＴの不具合により、ギア入らず追突されそうになった。
102,2021年02月19日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,スペーシア,2016年04月,"40,000 Km",DAA-MK42S,R06A-WA04A,エンジン,２０２１年１月１１日,始動不良が発生し、整備工場で調べたところ、ヘッドにカーボンが溜まっており、３気筒とも圧縮が無いことが確認された。
103,2021年02月19日,愛知,ＨＰ,スバル,エクシーガ,2008年04月,"91,000 Km",CBA-YA5,EJ20,動力伝達,２０２１年２月９日,走行中、ギヤがニュートラル状態になり、アクセルペダルを踏んでも進まなくなる。しばらくして衝撃と共に改善する。停車して様子を見ると、Ｄ表示が消えて、何も表示されておらず、カクカクと振動と共にＤ表示がついたり消えたりした。
104,2021年02月19日,兵庫,ＨＰ,トヨタ,カローラツーリング,2020年09月,"3,711 Km",6AA-ZWE214W,2ZR-1NM-1MM,かじ取り,２０２１年１月から,運転中にハンドルを右に切ると、ハンドル下あたりから発泡スチロールを擦るような音（キュッキュッ）と異音が鳴る。
105,2021年02月19日,岡山,ＨＰ,マツダ,ＣＸ－５　ＸＤ　Ｌパッケージ,2013年09月,"90,000 Km",LDA-KE2FW,SH,エンジン,２０２１年２月８日,エンジン内部のオイルチェーンの破断により、走行中、オイルランプとエンジンランプが交互に点滅し、その直後に速度が低下して自走不可能になった。
