番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
24,2021年09月28日,新潟,ＨＰ,ボルボ,Ｖ４０,2018年12月,"23,520 Km",DBA-MB4154T,B4154T,電気装置,２０２１年８月２９日,赤信号で停止したときにアイドリング・ストップがかかり、それと同時にすべての電源が落ちて移動不能になった。
25,2021年09月28日,長野,ﾌﾘｰﾀﾞｲｱﾙ,いすゞ,エルフ,2019年02月,"58,600 Km",TRG-NLS85AR,4JJ1,車枠・車体,２０２１年,高速道路の走行車線を走行中に突然車両のリヤが流れ、ハンドル制御が出来ずに車が横を向いてしまい、ガードレールに衝突する事故になった。
26,2021年09月28日,長野,ﾌﾘｰﾀﾞｲｱﾙ,いすゞ,エルフ,2017年04月,"53,000 Km",TRG-NLS85AR,4JJ1,車枠・車体,３年前,直線の緩やかな上りの道路を走行中、突然車のリヤ側が流れ出し、ハンドル制御が出来ずに左側にぶつかった。
27,2021年09月28日,富山,ﾌﾘｰﾀﾞｲｱﾙ,日野,デュトロ,2007年05月,"187,400 Km",BDG-XZU304X,N04C,制動装置,不明,ブレーキブースターのマスターシリンダー取り付け部が錆びて負圧漏れが発生した。
28,2021年09月28日,千葉,電話,ニッサン,セレナ,2014年01月,"59,400 Km",DAA-HC26,MR20-SM23,動力伝達,２０２１年,ＣＶＴの制御不良で発進時に異常振動が発生する。
29,2021年09月28日,千葉,電話,ニッサン,エクストレイル,2014年02月,"47,900 Km",DBA-NT32,MR20,その他,不明,エアコンの通気不良により、エバポレーターが凍結し、風が出なくなる。
30,2021年09月28日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,スバル,インプレッサ　Ｇ４,2015年11月,"60,000 Km",DBA-GJ6,FB20,保安灯火,２０２１年９月,電動ドアミラーが開閉しなくなった。
31,2021年09月28日,群馬,ﾌﾘｰﾀﾞｲｱﾙ,スバル,レヴォーグ,2020年12月,不明,4BA-VN5,CB18,その他,不明,ハンドル内部のタッチセンサー不良により、アイサイト故障の警告が出て運転支援システム全体が使えない状態になった。
32,2021年09月28日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,ルノー,アルピーヌＡ１１０Ｓ,2021年03月,"2,000 Km",7BA-DFM5P,M5P,燃料装置,２０２１年９月,燃料ポンプ不良で走行中にエンストした。
33,2021年09月28日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,プリウス,2009年06月,"67,300 Km",DAA-ZVW30,2ZR-3JM,車枠・車体,不明,ボンネットの右前、屋根の角部分の塗装が剥がれた。
34,2021年09月28日,沖縄,ＨＰ,ホンダ,ステップワゴン　ハイブリッド,2000年01月,"13,853 Km",6AA-RP5,LFA-H4,制動装置,車を運転中,車に着いている安全装置の点検の表示がでて、ブレーキペダルを踏むとエンジンを切った後にブレーキペダルを踏んだ感じでブレーキが効かなくなった。
35,2021年09月28日,沖縄,ＨＰ,ＵＤトラックス,クオン,2011年08月,"333,200 Km",LKG-GK5XAB,GH11,エンジン,２０２１年９月,走行中に突然エンジン回転数がレッドゾーンまで上がり、キーをオフにしても止まらない状態になった。ギアをニュートラルに入れて、車両を路肩に停止した。オートマチック車のためエンストさせることもできず、そのまま停車を続け、オーバーヒートすることで最終的にエンジンは止まったが、自力走行が不可能となり、レッカーでディーラーへ持ち込むことになった。
36,2021年09月27日,東京,ＨＰ,ＢＭＷ,ミニクーパーＳ,2004年10月,"92,900 Km",GH-RE16,W11B16A,かじ取り,２０２１年９月２６日,高速でカーブや駐車場でハンドルが重くなり、曲がることが困難になる。
37,2021年09月27日,東京,ＨＰ,ホンダ,オデッセイ,2016年01月,"23,106 Km",DBA-RC1,K24W,かじ取り,２０２１年９月１２日,ＥＰＳユニットの故障により、一般道路を走行中に突然パワーステアリングが効かなくなり、ハンドル操作に相当な困難をきたし、メータ－内の全ての警告灯にエラ－メッセージが表示された。
38,2021年09月27日,東京,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ジムニー,2016年05月,"30,000 Km",ABA-JB23W,K6A,保安灯火,不明,ドアミラーの自動開閉不良で右のミラーが格納できない。開いたままでガタガタして止まらない。
39,2021年09月27日,埼玉,ＨＰ,ホンダ,オデッセイ,2019年10月,"11,074 Km",6AA-RC4,LFA-H4,その他,購入後現在に至るまで,ＡＣＣ機能で走行中に隣車線の車両を自車線内車両と認識して急減速する。
40,2021年09月27日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,タント,2008年06月,"140,000 Km",DBA-L375S,KF,乗車装置,不明,右側スライドドアモーター内部のスプリング不良でスライドドアのロック不良が起こり、中途半端なところで止まってしまう。
41,2021年09月27日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうスーパーグレート,2013年11月,"370,000 Km",QKG-FP54VGR,6R10,エンジン,不明,オイルミストセパレータのリコール措置を済ませた車で、オイルミストセパレータの修理が必要になった。
42,2021年09月27日,滋賀,ﾌﾘｰﾀﾞｲｱﾙ,ヤマハ,ＪＯＧ,2018年01月,"10,000 Km",2BH-AY01,不明,エンジン,不明,走行中にエンストした。
43,2021年09月27日,山口,ﾌﾘｰﾀﾞｲｱﾙ,プジョー,３００８,2019年12月,"12,000 Km",LDA-P84AH01,AH01,その他,不明,エアコンが涼しくならない。
44,2021年09月27日,不明,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,ＢＭＷ　２１８ｉＡｃｔｉｖｅＴｏｕｒｅｒ,2018年01月,"15,000 Km",DBA-2A15,B38A15A,燃料装置,不明,燃料ポンプ不具合でエンストした。
45,2021年09月26日,北海道,ＨＰ,三菱,デリカＤ５,2011年03月,"48,000 Km",DBA-CV5W,4B12,エンジン,２０２１年９月２７日,駐車する際にパーキングに入れた途端、オーバーヒート警報、その他点検警告灯が表示後、スピードがでなくなった。
46,2021年09月26日,東京,ＨＰ,メルセデス・ベンツ,Ｅ２５０ステーションワゴン,2014年12月,"38,600 Km",RBA-212236C,274,エンジン,２年前から,イグニッションコイルとＮＯｘセンサーの不良で走行中にエンジンチェックランプ点灯し、エンジン回転数が上がらず安定もせず、停止中にはアイドリング状態で車体が激しく振動する。
47,2021年09月26日,埼玉,ＨＰ,ニッサン,エクストレイル,2015年08月,"64,000 Km",DAA-HNT32,MR20-RM31,動力伝達,不明,走行時、変速機から異音がする。
48,2021年09月26日,埼玉,ＨＰ,スバル,ＸＶ,2019年04月,不明,5AA-GTE,FB20-MA1,電動機(モーター),２０２１年９月,一般道を低速走行中（ＥＶ走行中）にアクセルペダルを踏んでもエンジンが作動せず、エンジン走行に切り替わらなかった。その後、路肩に車両を完全に止め、一度シフトレバーをパーキングにした後ドライブにしてアクセルペダルを踏んでもエンジンが掛からなかった。エンジンを停止→起動したところ復旧し、通常走行できるようになった。
49,2021年09月26日,群馬,ＨＰ,トヨタ,アクア,2014年01月,"701,025 Km",DAA-NHP10,1NZ-1LM,保安灯火,２０２０年７月頃から,左右のドアミラーが開閉しない事がある。気温が下がると正常に作動する。
50,2021年09月26日,山口,ＨＰ,ポルシェ,ボクスター,2006年04月,"44,000 Km",GH-98725,25,燃料装置,７月頃から,燃料タンクの亀裂により、エアコンを入れると車内がガソリン臭くなり運転出来ない。内部循環に切り替えると良い。
51,2021年09月25日,北海道,ＨＰ,スバル,レガシィ,2015年03月,"77,000 Km",DBA-BN9,FB25,制動装置,２０２１年７月頃,エンジン停止後、２日後にエンジンをかけようとするとブレーキペダルが硬く踏み代が無い状態となる。しっかり踏まないとエンジン始動出来ない。
52,2021年09月25日,宮城,ＨＰ,ニッサン,デイズルークス,2016年09月,"34,000 Km",DBA-B21A,3B20,エンジン,２０２０年１２月,プッシュスタートボタンの反応が３年目くらいから悪化し、始動できなくなる。
53,2021年09月25日,宮城,ＨＰ,マツダ,ＣＸ－５,2012年03月,"68,700 Km",LDA-KE2AW,SH,電気装置,２０２１年９月,一般道路で渋滞中、エンジンルームからガコンと何かが落ちる音がしたため、確認したところオルタネーターのプーリーが脱落していた。
54,2021年09月25日,新潟,ＨＰ,カワサキ,Ｎｉｎｊａ　Ｈ２　ＳＸ　ＳＥ＋,2019年05月,"12,200 Km",2BL-ZXT02A,ZXT00NE,動力伝達,２０１９年５月１０日,ミッション５、６速に入らず、更にシフトダウンが４－２、３－１速になった。
55,2021年09月25日,神奈川,ＨＰ,ニッサン,セレナ,2016年03月,"35,900 Km",DAA-HFC26,MR20-SM23,電気装置,２０２１年８月中旬,エンジンルームより異音がし、ディーラーに確認したらオルタネーターの不具合との事
56,2021年09月25日,千葉,ＨＰ,ホンダ,ステップワゴン,2018年06月,"25,000 Km",6AA-RP5,LFA-H4,制動装置,２０２０年４月～現在,ブレーキホールドのｏｎ及びｏｆｆ時に車体下からキーキーと異音がし、段々と大きくなる。
57,2021年09月25日,静岡,ＨＰ,トヨタ,アクア,2013年03月,"87,559 Km",DAA-NHP10,1NZ-1LM,保安灯火,２０２１年９月２５日,テールランプ内部に多量の水が溜まる。
58,2021年09月25日,大阪,ＨＰ,ニッサン,セレナ,2013年09月,"30,000 Km",DAA-HFC26,MR20-SM23,エンジン,購入当初から,時速３０ｋｍに到達する頃にノッキングの様な振動が生じる。
59,2021年09月25日,大阪,ＨＰ,スズキ,ハスラー,2016年09月,"30,000 Km",DAA-MR41S,R06A-WA04A,車枠・車体,２０２１年６月ごろに気づいた,雨が降るとトランク室内が濡れている。
60,2021年09月25日,兵庫,ＨＰ,ホンダ,Ｇｏｌｄ　Ｗｉｎｇ　Ｔｏｕｒ,2019年08月,"10,000 Km",2BL-SC79,SC79E,エンジン,２０２０年１２月,エンジン警告灯が点灯する。アイドリングストップ機能からエンジンがかからず、後続の車に追突される状況になる。
61,2021年09月25日,兵庫,ＨＰ,フォルクスワーゲン,ゴルフ,2015年07月,"35,007 Km",ABA-AUCHH,CHH,動力伝達,２０２０年８月頃,シフトノブのトリムメッキの一部が剥がれ、その前方にある小物入れから物を取出すとき、剥がれたメッキ部に指が触れ、指を負傷した。
62,2021年09月25日,和歌山,ＨＰ,マツダ,アテンザ,2013年11月,"205,700 Km",LDA-GJ2FP,SH,保安灯火,新車購入７年目車検時,純正ヘッドライトのプロジェクター内部リフレクターが焼けにより光度が不足し、車検に通らない。
63,2021年09月25日,愛媛,ＨＰ,三菱,ふそうキャンター,2018年07月,"326,794 Km",TPG-FEB50,4P10,エンジン,２０２１年８月９日２１時３０分頃,一般国道を走行中、突然エンジン付近からカラカラと異音が発生し、アイドリングが安定しなくなった。
64,2021年09月24日,東京,ＨＰ,三菱,ふそうキャンター,2015年02月,"103,211 Km",TKG-FBA60,4P10,動力伝達,不明,クラッチハウジングの固定ボルトにおいて破断、及びゆるみが発生した。
65,2021年09月24日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,日野,デュトロ,2015年03月,"426,500 Km",TDG-XZU730M,N04C,エンジン,不明,エンジンの不調により、高速道路を１２０ｋｍ／ｈで走行中に突然４０ｋｍ／ｈくらいまで失速したり、エンジンが止まる等の症状が頻発している。ディーラーでエンジン交換など、修理を繰り返しているが解消しない。
66,2021年09月24日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,アテンザ,2015年11月,"33,000 Km",LDA-GJ2FP,SH,エンジン,２０２１年７月７日,２年前にエンジンに関わるリコール作業を受けたが、似たような形でエンジンにススが堆積したらしく、路上で突然エンジンが止まった。
67,2021年09月24日,千葉,ＨＰ,トヨタ,アクア,2013年04月,"112,800 Km",DAA-NHP10,1NZ-1LM,保安灯火,２０２１年７月,電動ドアミラーが途中で止まり開かない。
68,2021年09月24日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,プリウスＰＨＶ,2018年04月,"23,200 Km",DLA-ZVW52,2ZR-1NM-1SM,その他,不明,エアコンの吹き出し口の上方向の調整幅が小さく、運転者のおでこ付近に直接風があたる位置が上限になるため、目が乾く。
69,2021年09月24日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,プリウスＰＨＶ,2018年04月,"23,200 Km",DLA-ZVW52,2ZR-1NM-1SM,乗車装置,購入直後,シートバックがくぼみがある形状であることと、ヘッドレストがせり出した形状であるために、長時間運転すると、首や肩が痛くなる。
70,2021年09月24日,山梨,ＨＰ,フィアット,パンダ,2021年04月,不明,7BA-13909,312A2,動力伝達,２０２１年８月２９日,新車納車後４ヶ月、交差点内でクラッチペダルが踏み込んだ状態のまま戻らず走行不能になり、レッカー移動した。
71,2021年09月24日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,タント,2015年03月,"86,300 Km",DBA-LA600S,KF,エンジン,不明,エンジン警告灯やスマートアシスト警告灯等が頻繁に点灯する。ディーラーで何度か修理を受けているが解消しない。
72,2021年09月24日,岐阜,ﾌﾘｰﾀﾞｲｱﾙ,いすゞ,コモ,2008年06月,"155,600 Km",ADF-JVWE25,ZD30,燃料装置,２０２１年３月ごろ,燃料噴射ポンプのリコール作業を行った車で、作業から約６年で同じ場所から燃料が漏れた。
73,2021年09月24日,三重,ＨＰ,ホンダ,ＦＲＥＥＤ,2016年12月,"44,000 Km",DAA-GB7,LEB-H1,保安灯火,不明,３か月の間に両方のドアミラーが開閉できなくなった。
74,2021年09月24日,滋賀,ＨＰ,マツダ,ＣＸ－５,2014年03月,"120,000 Km",LDA-KE2FW,SH,エンジン,２０２１年９月１５日,走行中にＤＰＦ点検の警告灯がつき、停止時からの加速が悪くなった。
75,2021年09月24日,佐賀,ＨＰ,マツダ,ＣＸ－５,2012年09月,"120,000 Km",LDA-KE2FW,SH,エンジン,２０２１年９月,走行時、エンジン点検ランプが点灯した後、エンジン油圧異常の警告ランプが点灯し、加速不能になる。
76,2021年09月24日,鹿児島,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸ,2017年02月,"14,800 Km",DBA-JF1,S07A,乗車装置,２０２１年９月,助手席側スライドドアを開け、子供を乗せた後、荷物を車室内においてドアを閉め、運転席に回ったところ、その間に車両のドアロックが勝手にかかり、インロックになってしまった。
77,2021年09月23日,新潟,ＨＰ,ニッサン,エクストレイル　ハイブリッド,2015年07月,"50,000 Km",DAA-HNT32,MR20-RM31,動力伝達,毎日,ＣＶＴの不良により、停車中にエンジンが停止した。
78,2021年09月23日,富山,ＨＰ,ホンダ,Ｎ－ＢＯＸ,2016年09月,"109,165 Km",DBA-JF2,S07A,動力伝達,不明,トランスミッション内部のベアリング破損により、走行中に異音が発生し、次第にガタガタ音となる。
79,2021年09月23日,神奈川,ＨＰ,ニッサン,スカイライン,2014年06月,"44,752 Km",DBA-ZV37,274930,制動装置,２０２１年９月,信号停止中にブレーキペダルを踏んでいると、ブレーキオイル圧力が抜けるらしく、さらに強く踏まないと車が前進してしまう。
80,2021年09月23日,神奈川,ＨＰ,ニッサン,スカイライン,2014年06月,"44,752 Km",DBA-ZV37,274930,エンジン,２０２１年９月,エンジン始動時に２秒から３秒ぐらいガラガラと音がする。
81,2021年09月23日,三重,ＨＰ,ホンダ,Ｎ－ＢＯＸ,2015年07月,"28,500 Km",DBA-JF1,S07A,エンジン,２０２１年８月、９月,信号待ちでアイドリングストップ後、ブレーキ解除でスターターが動かず、発進できなかったことがある。初期始動時、スターターが回らず発進できなかったこともある。
82,2021年09月23日,滋賀,ＨＰ,ダイハツ,トール,2018年10月,"33,000 Km",DBA-M900S,1KR,その他,２０２１年９月３日,エアコンファンが回ると、キリキリ・キュルキュルなどの異音がエンジンルームから聞こえる。
83,2021年09月23日,和歌山,ＨＰ,ボルボ,Ｖ４０,2015年03月,"81,000 Km",DBA-MB4164T,B4164T,かじ取り,２０２１年９月６日,走行中にパワーステアリングが故障表示が生じ、ハンドルが効かなくなった。エンジン再始動後も動かない。
84,2021年09月23日,島根,ＨＰ,ホンダ,Ｎ－ｏｎｅ,2012年11月,"74,000 Km",DBA-JG2,S07A,動力伝達,２０２１年９月上旬頃,走行中にＣＶＴから異音がしはじめ、その音がだんだん大きくなっていった。メーターパネルには何も警告表示は出ていない。
85,2021年09月23日,福岡,ＨＰ,ニッサン,セレナ,2013年04月,"112,100 Km",DAA-HFC26,MR20-SM23,電気装置,２０２１年９月,エアコンが効かなくなった。エンジンルームから異音が発生した。整備工場で確認したところ、オルタネーター、ウォーターポンプ、電動ファンの故障と診断された。
86,2021年09月22日,東京,ＨＰ,メルセデス・ベンツ,Ｃ１８０カブリオレ,2017年03月,"11,300 Km",DBA-205440C,274M16,エンジン,２０２１年８月２９日　１６時頃,アイドリングストップ機能によりエンジンが停止した後、再度進行しようとしてアクセルペダルを踏んだところ、エンジンが起動しなかった。その後に、何度かセルモータを回してエンジンをかけようとしたものの、起動不可能であった。
87,2021年09月22日,埼玉,ＨＰ,フォルクスワーゲン,ゴルフトゥーラン,2011年05月,"105,383 Km",DBA-1TCAV,CAV,制動装置,２０２１年９月９日,ＡＢＳユニットの基盤故障により、ＡＢＳ、ＥＳＰ、ブレーキの警告灯が点灯した。
88,2021年09月22日,茨城,ＨＰ,ニッサン,セレナ,2014年03月,"89,200 Km",DAA-HC26,MR20-SM23,エンジン,中古で購入での３日後,発進時や低速走行からアクセルペダルを踏んだ時などにガクガクとノッキングを起こしたように振動した。アクセルペダルを離すと治まった。
89,2021年09月22日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,リーフ,不明,不明,ZAA-ZE1,不明,動力伝達,不明,自宅マンションの立体駐車場において急発進し、物損事故になった。
90,2021年09月22日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,ＶＷ　Ｔ－ＣＲＯＳＳ　１．０／８５ｋＷ,2021年01月,不明,3BA-C1DKR,DKR,エンジン,不明,登坂中に突然エンストした。ディーラーに相談したところ、プログラムミスによりエアコンに負荷がかかると不具合が出ると告げられた。
91,2021年09月22日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ウェイク,2014年11月,"70,800 Km",DBA-LA700S,KF,乗車装置,不明,異音がして運転席ドアが内側から開けられなくなった。ディーラーに見せたところ、ドアのワイヤーが切れていた。
92,2021年09月22日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ステップワゴン　スパーダ,2010年01月,"73,000 Km",DBA-RK5,R20A,エンジン,不明,オイルリングのシール不良によりエンジンオイルが減っていた。
93,2021年09月22日,大分,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,デミオ,2005年08月,"230,000 Km",DBA-DY5W,ZY,車枠・車体,不明,助手席床に水が溜まる。
94,2021年09月21日,北海道,ＨＰ,ニッサン,エクストレイル,2016年05月,"81,000 Km",DBA-NT32,MR20,動力伝達,２０２１年８月,ＣＶＴの不良により、ノッキングによりエンジン回転数が不安定で速度調整が難しくなった。
95,2021年09月21日,山形,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ミニキャブ,不明,"111,000 Km",U62T,3G83,かじ取り,不明,走行中にハンドルシャフトを保持している部分が壊れ、ハンドルが脱落状態になり、上下左右に自由に動いてしまう状態になった。
96,2021年09月21日,東京,ＨＰ,ＢＭＷ,ＢＭＷ　Ｘ１,2015年03月,"51,000 Km",DBA-VM20,N20B20A,エンジン,２０２１年５月,オイル漏れにより信号待ち中にボンネット又はグリルから発煙し、焦げ臭い匂いが発生した。
97,2021年09月21日,神奈川,ＨＰ,ボルボ,Ｖ４０,2016年07月,"68,000 Km",LDA-MD4204T,D420T,燃料装置,２０２１年９月５日,燃料タンクに水が入り、水がエンジンに回り、インジェクション、燃料ポンプ他が壊れたため、信号待ちのアイドリングストップ後にエンジンがかからなくなった。
98,2021年09月21日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ＲＯＯＸ,2020年05月,不明,5AA-B44A,BR06-SM21,制動装置,不明,国４９５６のブレーキに関わるリコール措置を済ませた車で、交差点や踏切、駐車時にブレーキが効かなくなる症状が出た。
99,2021年09月21日,茨城,ＨＰ,ボルボ,ＦＨ,2019年02月,"310,000 Km",2DG-KA2TDA1,D13,エンジン,２０２１年７月頃から月に３～４回,走行中にエンジン警告灯が点灯するとともにエンジンの出力が低下し、路上に停車後、走行不能になった。
100,2021年09月21日,群馬,ＨＰ,マツダ,デミオ,2014年11月,"42,500 Km",DBA-DJ3FS,P3,その他,２０２１年９月１７日,マツダコネクトのタッチパネルが触っていないのに触ってるかのような挙動をする。
101,2021年09月21日,栃木,ﾌﾘｰﾀﾞｲｱﾙ,ハーレーダビッドソン,ＸＬ８８３Ｌスポーツスター,2011年02月,"14,100 Km",CR2,CR2,その他,２０１８年６月～,走行中に速度計が結露して、速度が見えなくなる。
102,2021年09月21日,愛知,ＨＰ,スズキ,ワゴンＲスティングレーＴ,2015年10月,"39,000 Km",DAA-MH44S,R06A-WA04A,保安灯火,２０２１年６月１０日,エンジンをかけた時に開くはずのドアミラーが、助手席側だけ開かずモーターが回ったままの状態になり走行中、左後方の安全確認が出来なくなった。
103,2021年09月21日,大阪,ＨＰ,スバル,インプレッサスポーツ,2015年03月,不明,DBA-GP7,FB20,制動装置,２０２１年８月,ブレーキマスターバッグの空気漏れにより、エンジン始動時にブレーキペダルが固くなる。
104,2021年09月21日,兵庫,ＨＰ,ポルシェ,９１１,2020年12月,"1,511 Km",3BA-992L30,DKC,電気装置,２０２１年８月１６日,フロントリフターの修理でＥＣＵ更新のため、当該ＥＣＵおよびＰＣＭプログラムのコーディング作業時に全てのＥＣＵプログラムが機能しなくなった。
