番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
22,2019年06月28日,奈良,ﾌﾘｰﾀﾞｲｱﾙ,三菱,デリカＤ５,2016年06月,"39,400 Km",LDA-CV1W,4N14,乗車装置,不明,自動車専用道路を走っていたところ、突然助手席ドアが半ドアになった。
23,2019年06月27日,千葉,ＨＰ,ＢＭＷ,ｉ８,2015年01月,"29,500 Km",DLA-2Z15,B38K15A-P250,車枠・車体,２０１７年２月,室内の給油蓋開ボタンを押しても燃料タンクの減圧が出来ず、蓋が開かない。
24,2019年06月27日,栃木,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,リーフ,2015年02月,"19,500 Km",ZAA-AZE0,EM57,走行装置,２０１８年１０月１８日,初回車検後の車両を購入したところ、車両より１年前に生産されたタイヤが装着されており、車検が通るとは思えないレベルに著しく磨耗劣化した。
25,2019年06月27日,栃木,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,リーフ,2015年02月,"19,500 Km",ZAA-AZE0,EM57,電動機(モーター),不明,メータ表示の航続距離と、電費ｘ充電量で計算できる航続距離との間に食い違いがある。
26,2019年06月27日,滋賀,ﾌﾘｰﾀﾞｲｱﾙ,ＴＭＵＫ（生産国：イギリス）,アベンシス,2013年10月,"87,000 Km",DBA-ZRT272W,3ZR,エンジン,不明,エンジンオイルの消費が激しく、３０００ｋｍでオイルゲージにオイルが付かなくなる程まで減る。
27,2019年06月27日,奈良,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ワゴンＲ,2019年03月,不明,DAA-MH55S,R06A-WA05A,その他,不明,始動時、エアコンのコンプレッサーから異音がする。しばらくすると消える。
28,2019年06月27日,徳島,電話,スズキ,スイフト,2018年07月,不明,DAA-ZC53S,K12C-WA05A,制動装置,不明,衝突被害軽減ブレーキ装着車で、前方に何の障害物もないのにも関わらず、ブレーキ警告表示と警告音が鳴ると同時に、急ブレーキがかかる。
29,2019年06月27日,愛媛,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,キャリイ,2019年02月,"1,400 Km",EBD-DA16T,R06A,かじ取り,２０１９年３月,朝、始動して大きく左折して家から出るときに、家の中の人間に聞こえるほどの異音がする。
30,2019年06月27日,宮崎,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,アルト,2011年06月,"13,000 Km",DBA-HA25S,K6A,乗車装置,不明,後席シートベルト留め具が左右逆になっていて、右壁から引き出したベルトを左席の留め具で固定する状態になっている。
31,2019年06月27日,鹿児島,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ワゴンＲ,2011年09月,"67,300 Km",DBA-MH23S,K6A,かじ取り,２０１９年６月,電動ステアリングロックの不具合により、エンジンがかからなくなった。
32,2019年06月27日,沖縄,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,エブリイ,2018年01月,不明,HBD-DA17V,R06A,エンジン,購入当初から,信号で止まるための減速中にエンストし、信号から発進加速中にもエンストした。
33,2019年06月26日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,フェアレディＺ,2014年02月,"30,000 Km",CBA-HZ34,VQ37,動力伝達,２０１９年６月２６日,市街地を走行中にクラッチが繋がる位置がだんだん深くなり、突然クラッチペダルが軽くなり切れなくなった。
34,2019年06月26日,秋田,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ＶＥＺＥＬハイブリッド,2014年06月,"38,000 Km",DAA-RU4,LEB-H1,制動装置,不明,電動パーキングブレーキのボタンを押しても解除出来なくなった。
35,2019年06月26日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ムーヴ,2013年07月,"58,000 Km",DBA-LA100S,KF,エンジン,不明,ウォーターポンプから異音がするようになった。
36,2019年06月26日,栃木,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,キューブ,2010年12月,"40,000 Km",DBA-Z12,HR15,エンジン,２０１９年６月２４日,スタートボタンの故障により、エンジンが始動出来なくなった。
37,2019年06月26日,山梨,ﾌﾘｰﾀﾞｲｱﾙ,フィアット,パンダ,2006年07月,"38,000 Km",GH-16912,188A4,燃料装置,２０１９年６月２５日,駐車時、液漏れを発見したため、車両を確認したところ、燃料ポンプ上部のパイプ接続部付近に亀裂があり、燃料が吹き出して前側に漏れていた。
38,2019年06月26日,愛知,ＨＰ,トヨタ,クラウン,2009年11月,"99,000 Km",DBA-GRS200,4GR,制動装置,２０１９年６月２２日,リアブレーキキャリパー固着のためブレーキ時に異音が発生し、制動不足を感じた。
39,2019年06月26日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,スバル,エクシーガ,2009年02月,"107,000 Km",CBA-YA5,EJ20,動力伝達,２０１９年６月２２日,走行中、２速から３速に変わるときに追突されたような衝撃を受けた。
40,2019年06月26日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2007年10月,"140,000 Km",PDG-FE71BD,4M42,エンジン,２０１９年２月１２日,走行中に突然エンジンが吹け上がり、エンジンキーをオフにしようとしても全開状態で回り続けたため、エンジンが焼き付いた。
41,2019年06月26日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,ゴルフトゥーラン,2014年09月,"46,800 Km",DBA-1TCTH,CTH,保安灯火,不明,ライトユニット内部の部品が破損して垂れ下がり、照射範囲が不足して保安基準を満たさなくなった。
42,2019年06月26日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,マークＸ,2016年03月,"34,900 Km",DBA-GRX130,4GR,保安灯火,不明,フロントガラスの合わせ面の接着不良により、縁部において、気泡が出来た。
43,2019年06月26日,兵庫,ＨＰ,マツダ,ＣＸ－３,不明,不明,LDA-DK5FW,不明,排ｶﾞｽ･騒音,運転していると徐々に,ＤＰＦの再生スパンが４０ｋｍ～７０ｋｍの間で起こるようになった。
44,2019年06月26日,兵庫,ＨＰ,マツダ,ＣＸ－３,不明,不明,LDA-DK5FW,不明,その他,エアコン作動時,冷媒ガス抜けにより、エアコンのスイッチをオンにしても冷風が出ない。
45,2019年06月26日,宮崎,ＨＰ,スズキ,ＳＸ４　Ｓクロス,2019年04月,不明,DBA-YB22S,M16A,その他,納車時から,アンテナベースの不良により、アンテナ強度が非常に弱くシーク機能が効かない。ＡＭラジオは殆どの場所でノイズが入る。
46,2019年06月26日,宮崎,ＨＰ,スズキ,ＳＸ４　Ｓクロス,2019年04月,不明,DBA-YB22S,M16A,保安灯火,納車時から,運転席の窓ガラスのパッキンが正しくはまっていなかった。
47,2019年06月25日,東京,24時間電話,ボルボ,Ｖ４０,2014年03月,不明,不明,不明,エンジン,２０１９年５月３１日発生,エンジンがかからない。
48,2019年06月25日,東京,ＨＰ,レクサス,ＬＳ６００ｈ,2014年12月,"28,349 Km",DAA-UVF45,不明,エンジン,２０１９年６月７日,燃料ポンプの故障により、高速走行中に突然エンストした。
49,2019年06月25日,東京,ＨＰ,ニッサン,リーフ,2013年10月,"91,500 Km",ZAA-AZE0,EM57,その他,２０１９年５月～,カーナビのバックモニター画面が真っ黒に映った。リアハッチを強めに閉めたところ、カーナビのモニター画面が写った。
50,2019年06月25日,神奈川,ＨＰ,トヨタ,アルファード,2011年11月,"24,278 Km",DBA-ANH20W,2AZ,保安灯火,２０１９年５月２４日,サンルーフのウェザーストリップの劣化による水漏れにより、ワイヤーハーネス及びジャンクションコネクターに不具合が発生したため、エンジンを切り駐車していた車のバックランプが点いたままになり、エンジンをかけたらシフトがＰレンジに入っているにも関わらずＲが点いたままでプープーとバックする時の音がずっとしている症状が発生した。
51,2019年06月25日,神奈川,ＨＰ,トヨタ,アルファード,2011年11月,"24,278 Km",DBA-ANH20W,2AZ,保安灯火,２０１９年５月２４日,サンルーフのウェザーストリップの劣化による水漏れにより、ワイヤーハーネス及びジャンクションコネクターに不具合が発生したため、エンジンを切り駐車していた車のバックランプが点いたままになり、エンジンをかけたらシフトがＰレンジに入っているにも関わらずＲが点いたままでプープーとバックする時の音がずっとしている症状が発生した。
52,2019年06月25日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ＮＶ３５０キャラバン,2016年09月,"24,000 Km",CBF-VR2E26,QR20,制動装置,購入当初から,下り坂が続くと、ブレーキの効き具合が悪くなり、制動距離が伸びる。エンジンブレーキも効かず、エンジンの回転数が上がるだけになる。
53,2019年06月25日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,レッツ,2018年09月,不明,2BH-CA4AA,不明,エンジン,２０１８年９月から,購入当初から、走行中にエンジンがシューッと止まってしまう。
54,2019年06月25日,福岡,ＨＰ,ダイハツ,ムーヴカスタム,2008年06月,"58,000 Km",DBA-L175S,KF,エンジン,５年前ぐらいから,オイルが消費する。
55,2019年06月25日,熊本,ＨＰ,トヨタ,パッソ,2016年08月,"2,200 Km",DBA-M700A,1KR,エンジン,２０１９年６月２１日,駐車場で停止中にエンジンをかけたところ、小刻みの縦揺れが発生した。走行しても変わらず、アクセルをうまく踏めない状態で、２分もしないうちにメーターパネルにエンジンの警告灯がつき、停止して安全な場所に移動してＪＡＦを呼んだ。
56,2019年06月25日,熊本,ＨＰ,トヨタ,パッソ,2016年08月,"2,200 Km",DBA-M700A,1KR,エンジン,２０１７年６月２８日,始動後、警告灯が点灯し、エンジンを切ろうとしたが切れなかった。
57,2019年06月25日,宮崎,ＨＰ,トヨタ,パッソ,2011年06月,"57,000 Km",DBA-KGC30,1KR,制動装置,２０１９年６月２１日午前９時,一般道路を低速で走行中、急カーブの手前でブレーキペダルが床まで踏み抜け、効かなかった。
58,2019年06月25日,鹿児島,ＨＰ,ヤマハ,ＦＪＲ１３００ＡＳ,2019年01月,"1,200 Km",2BL-RP27J,P518E,かじ取り,新車納車時より現在まで,走行中に特定の速度になると、ハンドルブレと振動が発生する。
59,2019年06月24日,東京,ＨＰ,スバル,フォレスター,2013年04月,"61,000 Km",DBA-SJ5,FB20,緩衝装置,２０１９年６月,右後輪のショックアブソーバーの故障により、車体後部の車高が下がった。
60,2019年06月24日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,クラウン,2008年07月,"35,000 Km",DBA-GRS204,2GR,エンジン,不明,停止中に異音と振動、アイドリング低下でエンジン停止もあった。エンジンを下ろして確認したところ、バルブスプリングが折れていた。
61,2019年06月24日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,アルファード,2010年09月,"89,100 Km",DBA-GGH20W,2GR,車枠・車体,不明,ホワイトパール塗装の車で、塗装が剥がれた。
62,2019年06月24日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,ＡＭＧ　ＧＬＡ４５,2016年11月,不明,CBA-156952,不明,かじ取り,不明,ハンドルを大きく切って発進すると、ガタガタという異常音と、タイヤが跳ねるようなひどい振動が発生する。
63,2019年06月24日,愛知,電話,トヨタ,ポルテ,2009年02月,不明,CBA-NNP11,1NZ,乗車装置,不明,運転席のシートベルトの受け部分（バックル側）が根元から折れた。
64,2019年06月24日,大阪,電話,日野,レンジャー,2017年07月,"20,000 Km",TKG-FC9JCAA,J05E,エンジン,不明,エンジンを始動させ数ｋｍ走行後に一度エンジンを停止させたところ、それ以降再始動しなくなった。
65,2019年06月24日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ムーヴ,2007年10月,"74,400 Km",DBA-L175S,KF,制動装置,２０１９年６月２１日,ブレーキ倍力装置（マスターバック）の故障により、走行中にブレーキペダルを踏んだらエンジンの回転が上がり、車が加速した。この際、ブレーキペダルが固くなっており、効きが悪くなっていた。
66,2019年06月24日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,アウディ,Ａ４　オールロードクワトロ,2011年02月,"45,500 Km",ABA-8KCDNA,CDN,エンジン,２０１７年６月,スタートボタンを覆う金属が指に刺さり怪我をした。そのまま金属が剥がれた。
67,2019年06月24日,兵庫,24時間電話,アウディ,Ａ１スポーツバック,2013年10月,"20,000 Km",DBA-8XCAX,CAX,エンジン,不明,走行中にエンジンが停止し、走行不能になった。
68,2019年06月24日,福岡,ＨＰ,ニッサン,ルークス,2011年10月,"71,000 Km",DBA-ML21S,K6A,かじ取り,２０１９年６月２２日,何の前触れも無くエンジンが停止し、再スタート時、イモビライザー警告が点灯し、プッシュスタートボタンを押しても始動できなくなった。点検の結果、ステアリングロックユニットの不良と判断された。
69,2019年06月24日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ＧＯＬＤ　ＷＩＮＧ,2019年03月,不明,2BL-SC79,SC79E,制動装置,新古車購入直後から,駐車ブレーキが効かない。
70,2019年06月23日,山形,ＨＰ,ニッサン,エクストレイル　２０ＧＴ,2014年02月,"36,000 Km",LDA-DNT31,M9R,排ｶﾞｽ･騒音,６月１７日,メーターパネルにＤＰＦ再生の警告表示されたが、ボタン押しても反応せず、ＤＰＦ手動再生ができない。
71,2019年06月23日,東京,ＨＰ,アルファロメオ,ジュリエッタ,2006年06月,"310,000 Km",ABA-940141,940A2,乗車装置,駐車時,助手席の内側ドアハンドルが折損し、中から開けられなくなった。
72,2019年06月23日,東京,ＨＰ,マツダ,ＲＸ－８,2005年10月,"55,000 Km",ABA-SE3P,13B,保安灯火,２０１５年～,雨が降った後に、運転席側のブレーキ灯室内に水がたまる。
73,2019年06月23日,神奈川,ＨＰ,シトロエン,Ｃ４　ピカソ,2015年10月,"23,451 Km",ABA-B785G01,5G01,エンジン,２０１５年１０月、２０１９年３月、５月,連続するカーブを走行中に燃料が被ったように吹け上らなくなるとともに、エンジンがストールしそうになり警告灯が点灯した。
74,2019年06月23日,埼玉,24時間電話,ニッサン,モコ,2009年08月,"97,900 Km",DBA-MG22S,K6A,エンジン,２０１８年８月,加速すると３０ｋｍ／ｈ位から異音がするようになり、高速道路を降りた後、突然加速しなくなり、車が一度止まった。
75,2019年06月23日,愛知,ＨＰ,マツダ,ＣＸ－５,2013年11月,"64,061 Km",LDA-KE2FW,SH,保安灯火,２０１９年６月２３日,ドアミラーを自動開閉で閉まるように設定したが、左ドアミラーが閉まらず、モーターの異音がするだけになった。
76,2019年06月23日,大阪,ＨＰ,ダイハツ,ムーヴ,2013年07月,"77,480 Km",DBA-LA100S,KF,乗車装置,２０１９年６月２３日,停車しドアを開けようとしたら、バチンという音とともに半ドア状態になった。再度開けようとするが、ドアハンドルに節度感がなく、開かなくなった。
77,2019年06月23日,広島,ＨＰ,トヨタ,ＦＪクルーザー,2011年01月,"19,300 Km",CBA-GSJ15W,1GR,乗車装置,２０１８年６月新品更新したが２０１９年６,シートの高さ調整が徐々に勝手に下がったため、足の距離が遠くなり、ブレーキが遅れ、衝突しそうになった。
78,2019年06月23日,福岡,ＨＰ,マツダ,デミオ,2017年02月,"23,000 Km",LDA-DJ5FS,S5,その他,２０１９年６月２２日,エバポレーターからの冷媒ガス漏れにより、エアコンの効きが極端に悪くなった。
79,2019年06月22日,新潟,ＨＰ,ニッサン,セレナ,2011年06月,"137,000 Km",DBA-FC26,MR20,制動装置,２０１９年６月１６日,走行中にブレーキから異音がする。リア左右のブレーキパットを分解すると４点のパットの中で１点形状の違うパットが装着されていた。
80,2019年06月22日,新潟,ＨＰ,ホンダ,ＶＥＺＥＬハイブリッド,2018年03月,"8,108 Km",DAA-RU4,LEB-H1,動力伝達,２０１９年５月５日,幹線道路を走行中にエンジン警告灯が点灯するとともに徐々にスピードが落ち、走行不能になった。
81,2019年06月22日,長野,ＨＰ,レクサス,ＮＸ２００ｔ,2015年02月,"513,413 Km",DBA-AGZ10,8AR,エンジン,２０１９年４月１５日,燃料ポンプの故障により、高速道路を走行中に突然エンストし、再始動できなくなった。
82,2019年06月22日,東京,ＨＰ,メルセデス・ベンツ,Ｃ２００,2018年11月,不明,DAA-205277,264-EM0018,その他,２０１９年６月１５日,自動運転モードをブレーキで解除した後、突如シフトがニュートラルになった。
83,2019年06月22日,東京,ＨＰ,レクサス,ＮＸ２００ｔ,2014年12月,"35,340 Km",DBA-AGZ10,8AR,エンジン,２０１９年５月１１日,走行中に突然エンスト。再始動できず。燃料ポンプの故障
84,2019年06月22日,大阪,ＨＰ,レクサス,ＮＸ２００ｔ,2014年10月,"16,196 Km",DBA-AGZ10,8AR,エンジン,２０１９年５月１４日,燃料ポンプの故障により、信号待ち中に突然エンストし、再始動できなくなった。
85,2019年06月22日,岡山,ＨＰ,レクサス,ＮＸ２００ｔ,2014年12月,"30,522 Km",DBA-AGZ10,8AR,エンジン,２０１９年５月４日,燃料ポンプの故障により、始動ができなくなった。
86,2019年06月21日,新潟,ﾌﾘｰﾀﾞｲｱﾙ,ニッサンＭＴ,マーチ,2012年07月,"55,260 Km",DBA-NK13,HR12,乗車装置,不明,運転席のシートベルトバックルに繋がっているリマインダー用の配線が、シートレール部で固定しているバンド部分で断線していた。
87,2019年06月21日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,アウディ,Ｓ４アバント,2004年04月,"109,500 Km",GH-8EBBKF,BBK,保安灯火,２００９年,ヘッドライトユニット内部に水滴が入り、内部が曇る。
88,2019年06月21日,山梨,ﾌﾘｰﾀﾞｲｱﾙ,三菱,デリカＤ２,2012年03月,"70,000 Km",DBA-MB15S,K12B,かじ取り,不明,ステアリングロックユニット不良で、イモビライザが働かなくなり、ステアリングロックが解除されず、エンジンがかからなくなる。
89,2019年06月21日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,エスティマ,2010年02月,"183,800 Km",DAA-AHR20W,2AZ-2JM-2FM,制動装置,不明,自宅駐車場で始動時ブレーキが効かずに動いてしまい、自分所有のほかの車に当たった。
90,2019年06月21日,京都,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,フレアワゴン,2017年12月,不明,DAA-MM42S,R06A-WA04A,車枠・車体,不明,ダッシュボードが気温の上下で変形し、メーターパネルのところで大きな隙間が出来る。
91,2019年06月21日,岡山,ＨＰ,ダイハツ,コペン,不明,不明,ABA-L880K,JB,エンジン,２０１８年８月,走行中、臭いにおいがしてきたのでボンネットを開けてみるとラジエター本体から水漏れが発生していた。
92,2019年06月21日,鹿児島,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,タント,2012年06月,"44,600 Km",DBA-L375S,KF,保安灯火,不明,左テールランプのＬＥＤ電球が点かなくなってしまった。
93,2019年06月20日,北海道,ＨＰ,トヨタ,ヴォクシー,2014年03月,"40,000 Km",DBA-ZRR85W,3ZR,エンジン,２０１９年６月２０日,コンティニュアスリバリアブルバルブリフトコントローラの不良により、走行中にエンジン警告灯が点灯するとともに車のスピードが落ち、アクセルペダルを踏んでも走らなくなった。
94,2019年06月20日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,プロボックス,2011年08月,"14,000 Km",NCP51,不明,排ｶﾞｽ･騒音,不明,手動変速機搭載車において、２速、３速のギア比が高く設定されているために、街乗り等の低速走行時におけるエンジン回転が低めになり、エンジンに負荷をかけて走る状態になることから、目が痛くなる排気ガスが出る。
95,2019年06月20日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸ,2018年03月,不明,DBA-JF4,S07B,その他,２０１９年６月,燃料の減りとともに数値が減っていくはずの残走行距離計が途中で停止してしまい、いくら走行しても残走行距離表示が変わらなくなる。
96,2019年06月20日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,日立,ＺＷ８０－５Ｂ,2018年05月,不明,YDN-H80,TD29,車枠・車体,不明,バケットのピン部分が早期摩耗し、バケット部がガタガタになって、アームの作動中に引っかかるようになった。
97,2019年06月20日,山口,ＨＰ,レクサス,ＬＳ４６０,2008年02月,"80,400 Km",DBA-USF40,1UR,制動装置,２～３日前,走行中に突然パーキングブレーキがかかり、走行不能になった。
98,2019年06月20日,香川,ﾌﾘｰﾀﾞｲｱﾙ,アウディ,Ａ３,2017年12月,不明,DBA-8VCXS,CXS,制動装置,購入当初から,駐車する際に、自動ブレーキが誤作動してブレーキがかかる。この時、トランスミッションからガガガと異音がする。
99,2019年06月20日,福岡,ＨＰ,メルセデス・ベンツ,ＳＬＫ２００コンプレッサー,2006年05月,"70,000 Km",CBA-171442,271,エンジン,一年ほど前から,カムシャフトアジャスターセンサーのカプラーからオイル滲みが発生し、エンジン警告灯が点灯した。
100,2019年06月20日,鹿児島,ＨＰ,三菱,パジェロミニ,2012年07月,"66,609 Km",ABA-H53A,4A30,エンジン,２０１９年３月１５日,一般道路を走行中にエンジン警告灯が点灯し、その後エンジンオイルを交換するが、白煙をふきエンジンが停止した。エンジン内部に水漏れが判明した。
101,2019年06月19日,新潟,ＨＰ,マツダ,デミオ,2017年07月,"2,098 Km",DBA-DJ3FS,P3,エンジン,２０１９年４月,往復１．５ｋｍほどの距離を朝晩往復するため使用していた車で、エンジン警告灯が点灯したため点検に出したところ、エンジンオイルにガソリンが大量に混入していた。
102,2019年06月19日,長野,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,Ｒ３５０,2006年04月,"89,600 Km",DBA-251065,272,エンジン,不明,走行中にエンジンチェックランプが点灯し、ワーっという異音がする。路肩に寄せて７回始動するとリセットがかかり警告灯は消えるが、翌日には再度同じ症状が起きる。
103,2019年06月19日,東京,ＨＰ,スバル,レガシィ,2016年07月,"12,885 Km",DBA-BS9,FB25,制動装置,２０１９年,車両の点検に出したところ、サビのためにブレーキのブリーダパイプが緩まず、折れてしまう可能性が高いと指摘された。
104,2019年06月19日,栃木,ＨＰ,ホンダ,オデッセイ,2014年02月,"84,000 Km",DBA-RC1,K24W,エンジン,２０１９年２月～６月,ブレーキ操作により、アイドリングストップが作動するか、しないかのタイミングで発進操作（アクセルＯＮ）すると、エンジンのアイドリングが不安定になり、まれにエンジンが停止する。
105,2019年06月19日,岡山,ﾌﾘｰﾀﾞｲｱﾙ,スバル,インプレッサＳＴＩ,2009年04月,"60,000 Km",CBA-GRF,EJ25,動力伝達,２０１９年６月１８日,ＡＴの不具合で２速から３速に変わる時、大きな変速ショックが発生し、走行不能になった。
