番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
46,2019年05月26日,東京,ＨＰ,スズキ,アドレス１１０,1999年05月,"20,000 Km",BD-CF11A,F129,エンジン,２０１２年５月,クランクシャフトベアリングの不良により、交差点で停止時にエンジンが止まった。
47,2019年05月26日,千葉,ＨＰ,トヨタ,シエンタ,2008年03月,"47,800 Km",DBA-NCP81G,1NZ,動力伝達,購入当初から,ＣＶＴの不具合により、信号や一時停止で停止する直前に後ろから「ドン！」と突き飛ばされるような挙動をする。
48,2019年05月26日,茨城,ＨＰ,レクサス,ＣＴ２００ｈ,2011年09月,"62,100 Km",DAA-ZWA10,2ZR-3JM,かじ取り,２０１７年頃,走行中、ハンドル下あたりからガタガタという大きな異音が鳴る。停止している時にもハンドルを少し動かすとガタガタと異音がする。
49,2019年05月26日,大阪,ＨＰ,ニッサン,デイズルークス,2014年02月,"76,300 Km",DBA-B21A,3B20,保安灯火,２０１９年５月２４日,助手席ドアミラーが閉じたまま開かなくなって、モーター音だけが３０秒ほど鳴り続けている。
50,2019年05月26日,京都,ＨＰ,ニッサン,ＮＶ３５０キャラバン,2012年11月,"223,643 Km",LDF-VW2E26,YD25,エンジン,４年と９ヶ月,４年と９ヶ月（２２３，６４３ｋｍ）で、ターボチャージャーが破損した。
51,2019年05月25日,神奈川,ＨＰ,ポルシェ,９１１,不明,"100,000 Km",GH-997M9701,M9701,排ｶﾞｽ･騒音,購入後すぐ,強度不足によりシリンダー内にキズができ、そこからオイル上がりによって白煙、異音が発生した。
52,2019年05月25日,神奈川,ＨＰ,アウディ,Ａ７,2015年10月,"9,200 Km",ABA-4GCYPC,CYP,その他,２０１９年,走行中にスピードメータの表示が消える。
53,2019年05月25日,千葉,24時間電話,スズキ,パレット,2011年09月,"83,000 Km",DBA-MK21S,K6A,エンジン,不明,バッテリー電圧はあるのに、スターターがまわらなくなった。
54,2019年05月25日,千葉,24時間電話,ニッサン,セレナ,2011年12月,"25,500 Km",DBA-C26,MR20,エンジン,２０１９年５月２４日,エンジンがかからなくなった。
55,2019年05月25日,埼玉,ＨＰ,ニッサン,セレナ,2012年04月,"110,600 Km",DBA-FC26,MR20,その他,２０１９年０５月２５日,エアコンが効かなくなった。風は出るが、冷たくならない。
56,2019年05月25日,埼玉,ＨＰ,ニッサン,シーマ,2012年12月,"134,300 Km",DAA-HGY51,VQ35-HM34,動力伝達,２０１９年５月２４日の晩,走行中、チェックランプが色々と点灯し、その後フェールセーフに移行して、変速ショックが過大になった。ＨＶバッテリーに充電されない。
57,2019年05月25日,茨城,ＨＰ,トヨタ,アクア,2013年07月,"85,000 Km",DAA-NHP10,1NZ-1LM,保安灯火,２０１８年１月,ヘッドライトカバーの内側上部半分くらいに、結露とわれる曇りが発生している。
58,2019年05月25日,福井,ＨＰ,ニッサン,ジューク,2017年03月,"37,068 Km",DBA-YF15,HR15,制動装置,２０１９年４月２２日　ＡＭ１０時ごろ,自分の駐車場から少し走行したところで警告灯が表示され、ブレーキが効かなくなった。
59,2019年05月25日,大阪,ＨＰ,トヨタ,ヴェルファイア,2009年12月,"114,000 Km",DBA-ANH20W,2AZ,エンジン,２０１９年５月,エンジンオイルの異常消費により、前回点検から半年後にＬｏｗを下回った。
60,2019年05月25日,広島,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,ミニ,不明,不明,GH-RA16,不明,かじ取り,不明,走行中にパワーステアリングが効かなくなった。
61,2019年05月24日,北海道,ＨＰ,ＢＭＷ,Ｃ６５０ＧＴ,2016年06月,不明,EBL-C65AA,625EA,エンジン,超低速走行時,車庫内で方向を変えようと超低速で旋回したら、エンジンが勝手に止まった。
62,2019年05月24日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,デミオ,2015年03月,"20,000 Km",LDA-DJ5AS,S5,緩衝装置,購入後４年,後輪左右のダンパーから油漏れしている。
63,2019年05月24日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,ボルボ,ＸＣ９０,2003年12月,"50,100 Km",LA-CB5254AW,B5254,電気装置,２０１９／５,走行中、警告灯点灯後インパネ表示が消えてウインカーなどもつかない。エンジンは動いているので走行は出来るが、発進が重い。
64,2019年05月24日,和歌山,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,フィット,2016年04月,"75,000 Km",DBA-GK3,L13B,エンジン,２０１９年１月～,加速中、２，０００回転４０ｋｍ／ｈ前後でエンジンの方から異音がする。
65,2019年05月24日,鳥取,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,テリオスキッド,2005年05月,"200,000 Km",TA-J111G,EF,電気装置,２０１９年５月３日,駐車時オルタネーターから出火して焼失、隣の車も燃えた。
66,2019年05月24日,香川,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,キューブ,2015年01月,"63,700 Km",DBA-Z12,HR15,動力伝達,不明,ＣＶＴ（無段変速機）の不良により、走行中に異音がする。
67,2019年05月23日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,日野,デュトロ,2012年10月,"30,000 Km",TKG-XZU610T,N04C,制動装置,２０１９年５月,走行中にブレーキブースターの警告音が鳴り、ブレーキの効きが悪くなった。
68,2019年05月23日,長野,ＨＰ,いすゞ,フォワード,2007年04月,"334,900 Km",PB-FRR35G3,6HL1,排ｶﾞｽ･騒音,中古車として購入してからずっと,排ガス装置の不具合により、排ガス警告ランプが点く。ひどいときは１日に３回も警告ランプが点く。燃焼させるためのボタンを押しても機能していなく、１か月に１度修理工場へ燃焼してもらいに通う。
69,2019年05月23日,長野,ＨＰ,いすゞ,フォワード,2007年06月,"348,300 Km",PB-FRR35G3,6HL1,排ｶﾞｽ･騒音,中古車として６年前に購入してからずっと,排ガス装置の不具合により排ガス警告ランプが点く。ひどいときは１日に３回も警告ランプが点く。燃焼させるためのボタンを押しても機能していなく、１か月に１度修理工場へ燃焼してもらいに通う。
70,2019年05月23日,長野,ＨＰ,いすゞ,フォワード,2007年04月,"441,300 Km",PB-FRR35G3,6HL1,排ｶﾞｽ･騒音,中古車として６年前に購入してからずっと,排ガス装置の不具合により、排ガス警告ランプが点く。ひどいときは１日に３回も警告ランプが点く。燃焼させるためのボタンを押しても機能していなく、１か月に１度修理工場へ燃焼してもらいに通う。
71,2019年05月23日,埼玉,ＨＰ,ダイハツ,コペン,2004年05月,"103,800 Km",LA-L880K,JB,制動装置,不明,エンジン始動後一回目のブレーキ時、ブレーキの効きが悪く、思いっきり踏んでも制動距離が伸び、障害物までが近いと衝突しそうになる。
72,2019年05月23日,栃木,ＨＰ,ホンダ,ステップワゴン,2017年10月,"29,200 Km",DBA-RP3,L15B,制動装置,ここ３週間ほど,片側１車線の道路で対向車に対し頻繁にＣＭＢＳ（被害軽減ブレーキ）が作動する。また片側２車線の道では追い越し車両に対して反応する場合がある。
73,2019年05月23日,栃木,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ルークス,2013年03月,"28,900 Km",DBA-ML21S,K6A,かじ取り,２０１９年５月２３日,ステアリングロックの不良により、ハンドルロックがかからなくなり、エンジンも始動が出来なくなった。
74,2019年05月23日,愛知,ＨＰ,フォルクスワーゲン,シャラン,2013年09月,"62,000 Km",DBA-7NCTH,CTH,エンジン,２０１９年４月,平坦道路をほぼ惰性走行中、メーターランプがさまざまに点灯してエンジンの出力が出なくなった。惰性で路肩に退避して再始動を試みるもセルが回らず、エンジンが始動しなかった。
75,2019年05月23日,静岡,ＨＰ,ダイハツ,ハイゼットトラック,2009年04月,"107,000 Km",EBD-S201P,KF,エンジン,中古車購入後すぐ,１０００ｋｍ走行後、エンジンオイルがレベルゲージ下まで減っていた。約１０か月で計６Ｌ以上補充している。
76,2019年05月23日,岐阜,ﾌﾘｰﾀﾞｲｱﾙ,いすゞ,エルフ,2014年02月,"88,000 Km",TKG-NHR85A,4JJ1,排ｶﾞｽ･騒音,購入２年目のころから,ＤＰＤ（粒子状物質除去装置）の不良により、ＤＰＤランプが点灯した際に激しい白煙が出る。
77,2019年05月23日,島根,ＨＰ,ニッサン,ノート,2005年05月,"136,700 Km",DBA-NE11,HR15,緩衝装置,２０１９年５月１９日,左前輪ロアアームのボールジョイントが取れた。そのためにドライブシャフトも壊れた。
78,2019年05月23日,島根,ＨＰ,三菱,デリカＤ５,2013年08月,"75,273 Km",LDA-CV1W,4N14,エンジン,２０１８年１２月１２日,一般国道を走行中に警告灯が点灯とともにエンジンが停止し、惰性で路肩に流れ着いた。
79,2019年05月23日,山口,ﾌﾘｰﾀﾞｲｱﾙ,ＵＤトラックス,クオン,2013年12月,"214,800 Km",QKG-CW5XL,GH11,排ｶﾞｽ･騒音,２０１８年１１月,ＤＰＦ再生スイッチ押すと、冷却水のオーバーヒート警告が表示されて再生をやめてしまう。
80,2019年05月23日,高知,電話,ホンダ,バモス,2005年05月,"100,000 Km",ABA-HM1,E07Z,かじ取り,走行７万ｋｍから,電動パワーステアリングが固くなって動きにくくなる。直進時にセンター付近の遊び（２ｃｍくらい）を超えてハンドルを操作すると引っかかりがあり、力を強くかけないと操舵できない。力を大きくかけると操舵できるが、勢い余って切りすぎとなるので、蛇行運転となってしまう。
81,2019年05月23日,長崎,ﾌﾘｰﾀﾞｲｱﾙ,ＵＤトラックス,クオン,2013年12月,"214,800 Km",QKG-CW5XL,GH11,エンジン,不明,油温が上がると、エンジンの回転数が７００ｒｐｍくらいから下がらなくなる。
82,2019年05月23日,長崎,ﾌﾘｰﾀﾞｲｱﾙ,ＵＤトラックス,クオン,2013年12月,"214,800 Km",QKG-CW5XL,GH11,エンジン,不明,ウォーターポンプの取り付け台に穴が開いて、水漏れした。
83,2019年05月23日,熊本,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,ポロ,2009年10月,"70,100 Km",ABA-6RCGG,CGG,動力伝達,２０１９年５月,ＤＳＧの不具合により、加速しなくなったため、路肩に寄せた。エンジンを再始動したが、アクセルペダルを踏んでも走行しなくなったので、レッカー移動した。
84,2019年05月23日,大分,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,レッツ４,不明,不明,JBH-CA4AA,不明,その他,２０１９年５月,速度計の表示がおかしくなった。
85,2019年05月23日,鹿児島,ﾌﾘｰﾀﾞｲｱﾙ,ルノー,カングー,2008年10月,"48,000 Km",ABA-KCK4M,K4M,動力伝達,２０１９年５月,走行中にＡＴ警告灯が点灯し、３速固定走行状態になったため、衝撃とともに急減速した。
86,2019年05月22日,宮城,ﾌﾘｰﾀﾞｲｱﾙ,スバル,レガシィＢ４,1999年02月,"120,000 Km",GF-BE5,EJ20,乗車装置,２０１９年５月２１日,運転席側シートベルトバックルが座席フレームから取付ボルトごと脱落し、装着センサー用配線のみでの支持となった
87,2019年05月22日,埼玉,電話,トヨタ,ヴェルファイア,2010年02月,"78,000 Km",DBA-ANH20W,2AZ,エンジン,不明,エンジンオイルの消費が激しい。
88,2019年05月22日,栃木,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ティアナ,2015年05月,"63,000 Km",DBA-L33,QR25,動力伝達,２０１９年４月,ＣＶＴのギアチェンジ不良で発進できない。また、急につながるため、大きな変速ショックが発生する。
89,2019年05月22日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,その他,プロリンク　ポータブルナビ,不明,不明,A716Y,不明,装置その他,不明,ダッシュボードにおいて使用中にパンッという音がして爆発し、液晶が剥がれた。
90,2019年05月22日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ラクティス,2005年11月,"111,100 Km",DBA-NCP100,1NZ,制動装置,不明,ブレーキが抜ける感覚があり、強く踏んだら効いた。シリンダーからゼリー状のブレーキフルードが出てきた。
91,2019年05月22日,鳥取,ＨＰ,ＵＤトラックス,クオン,2008年04月,"997,800 Km",ADG-GK4XAB,GE13,排ｶﾞｽ･騒音,２０１９年５月,走行中に左後部から煙が出たため、停止して確認したところ、アドブルータンクの取り付けステーが根元から折れていた。
92,2019年05月22日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,プリウス,2013年02月,"41,400 Km",DAA-ZVW30,2ZR-3JM,保安灯火,不明,浅いカーブで方向指示器を使用すると、通過後にハンドルを直線に戻した時に、方向指示器が戻らない。
93,2019年05月22日,沖縄,ＨＰ,トヨタ,ヴェルファイア,2019年04月,不明,DBA-AGH30W,2AR,乗車装置,不明,車内で休憩中に、パワースライドドアを半開きの状態にして置き、エンジンを切ってから３分程度でピーっと鳴って勝手に閉まろうとするが、数センチ程度動いて、一旦止まる。その状態から約３分起きに、ピーっと鳴って、また数センチ程度動いて止まる。最終的に全部閉まりきるまで、この状態を何度も繰り返すので、車内は煩くて困る。
94,2019年05月21日,福島,電話,トヨタ,クラウン,2008年04月,"41,800 Km",DBA-GRS200,4GR,制動装置,不明,リヤブレーキキャリパのスライドピンが固着した。前回の車検時に整備を行ったが、今回の車検時に再発した。
95,2019年05月21日,岩手,ﾌﾘｰﾀﾞｲｱﾙ,スバル,インプレッサスポーツ,2012年01月,"99,760 Km",DBA-GP7,FB20,かじ取り,２０１９年５月１２日,エンジン始動時、警告表示と共にパワーステアリングが効かなくなった。
96,2019年05月21日,東京,ＨＰ,フォルクスワーゲン,ポロ,2013年04月,"14,500 Km",ABA-6RCAV,CAV,エンジン,２０１９年５月,ウォーターポンプから大きな異音が発生した。
97,2019年05月21日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,Ｘ５,2009年12月,"80,000 Km",ABA-GY44,S63B44A,燃料装置,不明,インジェクターの不良により、エンジンの始動時に燃料臭と発煙をした。
98,2019年05月21日,千葉,ＨＰ,ニッサン,ＮＶ３５０キャラバン,2012年10月,"140,000 Km",LDF-VW2E26,YD25,エンジン,１０万ｋｍと１５万ｋｍ時,インジェクターの不良により、警告表示点灯後、エンジンが吹けなくなった。
99,2019年05月21日,埼玉,ＨＰ,アウディ,Ａ３,2014年08月,"26,600 Km",DBA-8VCXS,CXS,エンジン,初期２０１７年、２０１９年５月,エンジンコンピューターのトラブルが表示された。２年後にはエンジンがかからず修理になり、車両を受け取って２ｍで警告ランプが点灯した。
100,2019年05月21日,栃木,ＨＰ,マツダ,アクセラ,2010年07月,"150,034 Km",DBA-BLEFP,LF,保安灯火,２０１９年４月３０日,運転席側ウィンドウをオート操作で閉めた際、異音と共にガラスが完全脱落した。
101,2019年05月21日,三重,電話,スバル,サンバースーパーチャージャー,不明,"54,000 Km",V-KS4,2N07,エンジン,不明,エンジンのピストンが焼き付き、コンロッドがエンジンブロックから突き抜けた。
102,2019年05月21日,兵庫,ＨＰ,マツダ,ビアンテ,2012年09月,"68,741 Km",DBA-CCEFW,LF,エンジン,２０１９年４月２５日,信号待ちでアイドリングストップ後、エンジンが再始動しなかった。
103,2019年05月21日,滋賀,ＨＰ,スズキ,アルトバン,2017年09月,"16,000 Km",HBD-HA36V,R06A,動力伝達,２０１９年４月３０日,前進のまま駐車中、停止直前にモーターがフル回転したため、車が急発進して民家に激突した。
104,2019年05月20日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,Ｘ５,2013年03月,不明,LDA-ZW30S,N57D30A,排ｶﾞｽ･騒音,２年前,アドブルー異常の警告と、残り７００ｋｍしか走行できなくなるという警告メッセージが出る。
105,2019年05月20日,宮城,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,Ｅ４００,2016年02月,"24,000 Km",MBA-212061C,276,走行装置,２０１９年５月,後輪タイヤが外側はほとんど減っていない状態にも関わらず、内側は内部のワイヤー等が露出するほどまでに減ったことから走行中にバーストした。
