番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
22,2020年02月27日,茨城,24時間電話,ニッサン,セレナ,2009年07月,"120,000 Km",DBA-CC25,MR20,動力伝達,２０１９年２月,停止から発進しようとしてアクセルペダルを踏んでも進まず、バックもしなくなる。ガガガという異音も発生する。
23,2020年02月27日,栃木,ﾌﾘｰﾀﾞｲｱﾙ,レクサス,ＣＴ２００ｈ,2014年03月,"100,000 Km",DAA-ZWA10,2ZR-3JM,制動装置,不明,ブレーキペダルを踏んだが効かず、そのまま前車に追突した。
24,2020年02月26日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,スカイライン,2014年03月,"45,300 Km",DAA-HV37,VQ35-HM34,電気装置,不明,制御基板の不良により、ＶＤＣ、パワステ、ブレーキシステムの警告灯が点灯し、ハンドルが重たくなった。
25,2020年02月26日,群馬,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,Ｅ２００クーペ,2018年08月,不明,RBA-238342C,274,その他,不明,スマートフォンを連動させるメルセデスミーの不良により、インターネットラジオがまともに接続されない。
26,2020年02月26日,愛知,ＨＰ,マツダ,アクセラスポーツ,2014年04月,"106,300 Km",DBA-BMEFS,PE,エンジン,２０１９年２月１２日,アイドリングストップから復帰時に１気筒停止したままになったため、車が大きく振動し、エンジン、スマートブレーキサポート、　レーダークルーズコントロール等の警告灯が一斉に点灯した。数十ｍ走行するとエンジン警告灯が点滅し、アクセルペダルを踏んでもエンジンが吹かせなくなった。
27,2020年02月26日,奈良,ﾌﾘｰﾀﾞｲｱﾙ,ヤマハ,ＸＭＡＸ,不明,不明,2BK-SG42J,G3H5E,エンジン,遠出したときに初出,スマートキーシステムの送受信不良により、始動不良が起こる。
28,2020年02月26日,徳島,ＨＰ,トヨタ,エスティマ,2007年09月,"125,800 Km",DBA-ACR50W,2AZ,制動装置,１ヶ月程前,エンジン停止後、１時間程でブレーキマスターバックの負圧が抜け、ブレーキペダルの踏み応えが固くなる。
29,2020年02月25日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,クリッパーリオ,2014年04月,"240,000 Km",ABA-DR64W,K6A,エンジン,不明,１２万ｋｍ程度使用すると、エンジンの冷却水が著しく消費するようになり、サブタンクからの吹き替えしも発生する。
30,2020年02月25日,宮城,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸ,2012年06月,"160,000 Km",DBA-JF1,S07A,動力伝達,２０１８年２月１９日　夕方,６０ｋｍ／前後で走行中、動力が伝わっていないような状態になり、ギアをローに入れても空回りして、走行不可能な状態になったため、路肩に退避した。
31,2020年02月25日,長野,ＨＰ,スバル,エクシーガ　２．０ｉｓ,2009年10月,"125,000 Km",DBA-YA5,EJ20,動力伝達,２０１９年１２月２７日,一般道路を走行中、突然異音がしてガクガクと動力伝達されなくなり、Ｄモードでの加速出来なくなった。
32,2020年02月25日,神奈川,ＨＰ,スバル,フォレスター,2014年02月,"28,000 Km",DBA-SJG,FA20,制動装置,２０１９年１０月,ブレーキマスターバックの負圧漏れにより、エンジン停止後、１５分程度の短時間で負圧が抜けてしまい、ブレーキペダルが異常に固くなり、エンジン始動時にブレーキペダルを踏み込めなくなる。
33,2020年02月25日,岐阜,ﾌﾘｰﾀﾞｲｱﾙ,クライスラー,イプシロン,2014年03月,不明,ABA-84609,312A2,動力伝達,２０２０年２月,走行中に突然ギアがニュートラルになった。
34,2020年02月25日,大阪,ＨＰ,ホンダ,ＪＡＤＥ,2018年08月,"16,165 Km",DBA-FR5,L15B,保安灯火,新車購入時より,フロントワイパーがびびる。
35,2020年02月25日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,ミニクーパー,2016年09月,"20,604 Km",LDA-XT20,B47C20A,制動装置,不明,後輪のブレーキパッドが摩耗し、摩耗警告灯が点灯した。
36,2020年02月25日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,１１６ｉ,2012年06月,"63,550 Km",DBA-1A16,N13B16A,エンジン,不明,走行中にエンジンからカタカタと異音がしはじめ、停車後もエンジンがブルブルと震える状態になった。
37,2020年02月25日,愛媛,ﾌﾘｰﾀﾞｲｱﾙ,いすゞ,エルフ,2008年09月,"110,000 Km",BJG-NJR85AN,4JJ1-HE11,エンジン,２０２０年２月２０日,上り坂を走行中に突然エンジンの回転が急上昇し、暴走状態になった。過回転の症状が落ち着いた後はエンジンからカランコロンと異常な音がしていたため、走行不能と判断し、レッカー搬送をした。
38,2020年02月25日,高知,来訪,三菱,デリカＤ５,2015年09月,"147,900 Km",LDA-CV1W,4N14,排ｶﾞｽ･騒音,症状発生：２０１８年９月、割れ確認：２０,走行距離が１０万ｋｍ近くなった頃に、排気マニホールドの割れにより、車内にディーゼル排気臭がするようになり、走行中は空調を外気導入にできない状況になった。内規循環にしていても車内に臭いが入ってくる状況であった。
39,2020年02月25日,熊本,ﾌﾘｰﾀﾞｲｱﾙ,レクサス,ＬＣ５００,2018年03月,不明,DAA-GWZ100,不明,その他,購入直後から,純正カーナビにおいて、目的地が国道の右があるのに、左折して遠回りをさせるようなルート構成をする。目的地の５００ｍ以上手前で案内を終了する。現在地が３０ｍ前方にずれる。
40,2020年02月24日,宮城,ＨＰ,ニッサン,ＮＶ２００バネット,2019年09月,800 Km,DBF-VM20,HR16,エンジン,２０２０年１月２５日,エンジンのピストンリング損傷により圧縮が低下し、エンジン警告灯が点灯した。
41,2020年02月24日,山形,ＨＰ,トヨタ,カローラルミオン,2012年07月,"40,000 Km",DBA-ZRE154N,2ZR,車枠・車体,２０２０年２月,パールホワイトの塗装が突然剥がれた。
42,2020年02月24日,秋田,ＨＰ,ホンダ,フィットハイブリッド,2014年10月,"40,000 Km",DAA-GP5,LEB-H1,エンジン,２０２０年２月,エンジンパワーボタンの故障により、スマートキーシステムエラーの警告が表示された。
43,2020年02月24日,東京,ＨＰ,スバル,ステラカスタム,2018年03月,"3,000 Km",DBA-LA160F,KF,エンジン,つい最近、１月から２月上旬頃,エンジンを掛けて走り出して直ぐにエンジン回転の急上昇し、１５００ｒｐｍ前後になって加速した。
44,2020年02月24日,埼玉,ＨＰ,ホンダ,ＧＲＡＣＥハイブリッド,2016年03月,"28,500 Km",DAA-GM4,LEB-H1,エンジン,２０１９年１１月,ＰＯＷＥＲスイッチをＯＮにしたところ、「スマートキーシステム点検」の警告表示が出た。走行に支障は無いが、走行中も警告表示は出ている。
45,2020年02月24日,山梨,ＨＰ,スズキ,スペーシア,2013年08月,"70,000 Km",DBA-MK32S,R06A,排ｶﾞｽ･騒音,新車購入後、２年位から,排気スチフナ（触媒フランジの固定ステー）の破断により、一定速度での走行時にカラカラと異音が出る時が有る。症状の発生条件は限定出来ない。
46,2020年02月24日,愛知,24時間電話,マツダ,ＣＸ－５,2012年09月,"194,500 Km",LDA-KE2AW,SH,電気装置,２０２０年２月,走行中にオルタネータープーリーが脱落した。
47,2020年02月24日,静岡,ＨＰ,トヨタ,アルファード,2004年01月,"91,000 Km",TA-MNH15W,1MZ,エンジン,１ヶ月前,走行中、ブレーキを軽く掛けたときなどに突然キーＯＦＦ状態になりエンストする。惰性で走行しているときは数秒後正常復帰する。
48,2020年02月24日,大阪,ＨＰ,ホンダ,Ｎ－ＢＯＸ,2018年11月,不明,DBA-JF3,S07B,エンジン,２０２０年１月,ある程度のスピードが出た状態のカーブでアクセルペダルを踏み込むとＰＧＭ－ＦＩ警告灯点滅する。点滅の前にガタガタ震えてスピードが落ちる。
49,2020年02月24日,大阪,ＨＰ,ＫＴＭ,７９０ｄｕｋｅ,2019年04月,不明,2BL-790DUKE,635,制動装置,２０１９年８月頃,前輪ブレーキを作動させると異音が発生したため、当該箇所の部品交換を行なったが異音発生の解消とはならなかった。
50,2020年02月24日,兵庫,ＨＰ,ホンダ,フィットハイブリッド,2013年11月,"87,571 Km",DAA-GP5,LEB-H1,エンジン,２０２０年２月１６日,エンジンスタート時、“スマートキーシステム点検”と表示された。
51,2020年02月24日,福岡,ＨＰ,メルセデス・ベンツ,Ｃ１８０ステーションワゴン,2013年03月,"67,000 Km",DBA-204249,271,エンジン,２０２０年２月２３日,外－２８７２のリコール届出と同じ、油圧カムシャフトアジャスタの不良により、エンジンランプが点灯し、エンジンがかかりにくくなった。
52,2020年02月23日,東京,ＨＰ,フィアット,フィアットパンダ４×４,2014年11月,"48,424 Km",ABA-13909,312A2,エンジン,２０１９年１２月１１日,フライホイールのダンパー破損により、エンジン回転数を４０００ｒｐｍほどに上げるとエンジンから激しい振動が発生する。
53,2020年02月23日,静岡,ＨＰ,ダイハツ,ウェイク,2014年11月,"92,610 Km",DBA-LA700S,KF,排ｶﾞｽ･騒音,初回２０１８年頃、２回目２０１９年１０月,走行中にマフラー振動で異音が発生する。
54,2020年02月23日,静岡,ＨＰ,ＢＭＷ,ＢＭＷ　グランツアラー２１８ｄ,不明,"107,000 Km",LDA-2E20,不明,動力伝達,不明,ＡＴロックアップの異常により、ドライブトレーン異常がモニターに出た。走行中、多発する。
55,2020年02月23日,静岡,ＨＰ,ニッサン,セレナ,2012年02月,"43,383 Km",DBA-C26,MR20,電気装置,２０２０年２月２２日,オルタネータープーリーが脱落したため、メーターの警告灯が点灯し、エンジンが停止した。
56,2020年02月23日,京都,ＨＰ,スズキ,スイフト　ハイブリッドＳＬ,2017年07月,"9,500 Km",DAA-ZC43S,K12C-PB05A,動力伝達,２０２０年２月２３日午後１２時,渋滞が起こり、上り坂を止まったり徐行していたりしたところ、異臭がし、ミッション異常を示す警告灯と警告音が出て路肩に止め冷却をしないと収まらない状態になった。
57,2020年02月23日,和歌山,ＨＰ,ホンダ,フィット,2014年11月,"49,000 Km",DBA-GK3,L13B,エンジン,２０１９年冬,アイドリングストップからエンジンが再始動せずに、そのままエンストした。
58,2020年02月22日,宮城,ＨＰ,フォルクスワーゲン,ゴルフオールトラック,2017年09月,"7,000 Km",ABA-AUCJSF,CJS,動力伝達,２０２０年２月１０日,自宅車庫入れ時に突然バックにギアが入らなくなった。
59,2020年02月22日,岐阜,ＨＰ,スズキ,アルトワークス,2017年10月,"28,000 Km",DBA-HA36S,R06A,動力伝達,２０１９年１０月,走行時にアクセルを開けるとクラッチが滑り、エンジン回転だけが上昇して前に進まなくなった。エンジン、ミッションを分離してもらったところ、ミッションインプットシャフトシートよりミッションオイルが漏れ、クラッチディスクにミッションオイルが付着したためにクラッチが滑っている事が判明した。
60,2020年02月22日,長崎,ＨＰ,フォルクスワーゲン,ポロ　ブルーＧＴ,2016年04月,"25,000 Km",DBA-6RCZE,CZE,動力伝達,２０１９年１０月,走行中に「Ｅｒｒｏｒ：　ｓｅｒｖｉｃｅ　ｖｅｈｉｃｌｅ．　Ｏｎｌｙ　ｌｅａｖｅ　ｖｅｈｉｃｌｅ　ｉｎ　Ｐ　ｐｏｓｉｔｉｏｎ」がセンターコンソールに表示される。エンジンを再起動すると消える。
61,2020年02月21日,宮城,ＨＰ,テスラ,モデルＳ,2017年06月,"29,600 Km",不明,L2S-L2S,エンジン,２０２０年２月１７日　２月１８日,高速道路でクルーズコンピュータ使用時、１１５ｋｍ／ｈから突然８０ｋｍ／ｈに減速した。２日間で４回発生した。
62,2020年02月21日,福島,ＨＰ,三菱,デリカＤ：５,2013年02月,"112,000 Km",LDA-CV1W,4N14,排ｶﾞｽ･騒音,２０１９年１月ごろから,エアコンの風と始動直後のエンジンルーム内が排ガス臭い。暖機が終わると気にならないことが多い。
63,2020年02月21日,青森,ＨＰ,ニッサン,ステージア,2005年01月,"205,000 Km",GH-NM35,VQ25,エンジン,不明,７万ｋｍ程度使用すると、ＥＧＲの煤やＶＴＣの調整機能などでチェーンの負担が限界を迎えやすい。
64,2020年02月21日,青森,ＨＰ,マツダ,ＣＸ－５,2012年04月,"109,800 Km",LDA-KE2AW,SH,電気装置,２０２０年２月１４日,オルタネーターのベアリング破損により、エンジン始動時に異音が発生した。
65,2020年02月21日,長野,ＨＰ,ニッサン,サファリ,2006年08月,"123,300 Km",TA-WFGY61,TB48,その他,２０１７年頃,燃料計が本来の燃料残量より多く表示する。燃料計指針が半分くらいで燃料が空になる。
66,2020年02月21日,長野,ＨＰ,メルセデス・ベンツ,Ｅ４００　４マチック　ワゴン,2017年02月,"11,000 Km",RBA-213271,276,排ｶﾞｽ･騒音,２０２０年１月、２月　度々,ＮＯＸセンサーの不良により、フロントメーターパネルにエンジンチェックランプが表示された。
67,2020年02月21日,千葉,ＨＰ,トヨタ,クルーガーハイブリッド,2005年06月,"113,707 Km",DAA-MHU28W,3MZ-1JM-2FM,エンジン,２０２０年１月,ラジエーターのフィン横の、樹脂で出来たケースのひび割れにより冷却水が漏れた。
68,2020年02月21日,埼玉,ＨＰ,ホンダ,Ｎ－ＢＯＸカスタム　ターボＦＦ,2018年09月,"23,000 Km",DBA-JF3,S07B,その他,２０１８年１２月２４日　走行距離４０００,ホンダセンシングの警告灯が点灯した。この点灯が付いてる時にはセンシングが使えなくなる。
69,2020年02月21日,岐阜,ＨＰ,ダイハツ,アトレーワゴン,2013年01月,"85,800 Km",ABA-S331G,KF,エンジン,冬,寒い時期の冷寒時にエンジン内部のガチャガチャ打音が１５分以上続く。
70,2020年02月21日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ＦＲＥＥＤ,2016年09月,"30,300 Km",DBA-GB5,L15B,乗車装置,不明,車庫入れをしていたところ、突然右後席スライドドアが開き、壁にひっかけてしまった。
71,2020年02月21日,兵庫,ＨＰ,トヨタ,ヴィッツ,2018年09月,不明,DBA-NSP130,1NR,その他,不明,暖房の際、エアコンの吹き出し口を足元に切り替えても、主に上半身に送風され、足元には少な目に送風される。
72,2020年02月21日,岡山,ＨＰ,フォルクスワーゲン,ポロ１．２,2012年01月,"22,000 Km",DBA-6RCBZ,CBZ,動力伝達,２０２０年２月１８日,ＤＳＧ（自動変速機）のメカトロニクスの不良により、走行中、軽い上り坂になった際にＳモードにシフトチェンジした途端に、Ｐとスパナのマークが交互に点灯した。
73,2020年02月21日,徳島,ＨＰ,トヨタ,クラウン,2009年06月,"130,000 Km",DBA-GRS204,2GR,エンジン,２０１９年１０月,アイドリングが不安定になり、走行中もノッキングが発生した。ディーラに確認してもらうとバルブスプリングが折れていた。
74,2020年02月21日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,キャリイ,2017年09月,"11,100 Km",EBD-DA16T,R06A,動力伝達,不明,クラッチカバーの不良により、２速に入りづらい。
75,2020年02月20日,新潟,ＨＰ,スバル,インプレッサ,2015年01月,"58,000 Km",DBA-GP7,FB20,制動装置,２０１９年の春頃から（約４年経過時点）,２～３日停止した状態からエンジンを始動する時にブレーキペダルを踏む力が重い。一度エンジン起動した後は、軽くなるが、２～３日経過すると再現する。
76,2020年02月20日,東京,ＨＰ,ニッサン,スカイライン,2016年09月,"19,300 Km",DAA-HV37,VQ35-HM34,電動機(モーター),２０１９年１１月３０日,アイドリングが不安定で、低速走行時に突然の加速、減速時に過度な反応をする。
77,2020年02月20日,埼玉,ＨＰ,ホンダ,Ｎ－ＢＯＸスラッシュ,2015年02月,"27,000 Km",DBA-JF1,S07A,エンジン,２０２０年２月１８日,スタートストップボタンの不具合により、スマートキーシステム警告灯が点灯した。
78,2020年02月20日,茨城,ＨＰ,スズキ,スペーシア　カスタムＸＳターボ,2019年05月,不明,DAA-MK53S,R06A,エンジン,２０１９年１１月,エンジン始動時にセルが回った後、ガス欠みたいにブズブズと２～３回ほどグズついてからエンジンが吹け上がる。（ほぼ毎日の１発目の始動時）
79,2020年02月20日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,ジープ,ラングラー,2019年10月,不明,ABA-JL36L,G,制動装置,２０２０年２月,一般道を４０ｋｍ／ｈで走行中、周囲に危険がないのにも関わらず、被害軽減ブレーキが作動した。
80,2020年02月20日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,タイタン,2013年04月,"200,000 Km",BKG-LHR85A,4JJ1,排ｶﾞｽ･騒音,不明,ＤＰＤの自動再生が一日中かけても完了しない。常に白煙がでる。
81,2020年02月20日,長崎,ＨＰ,三菱,ふそうファイター,2020年02月,700 Km,2KG-FK62FZ,6M60,その他,納車前より,ＥＺＧＯ（坂道発進補助）とレーンキーピングアシストとアクティブブレーキアシストの安全装置が全て使用できない。
82,2020年02月19日,東京,ＨＰ,ＢＭＷ,Ｘ３,2014年10月,"100,000 Km",LDA-WY20,N47D20C,乗車装置,２０１９年９月１８日の車検以後,線路下のトンネル通過中、減速したタイミングでリアゲートが突然開いたため、トンネルにリアゲートが接触して破損した。
83,2020年02月19日,東京,ＨＰ,ジープ,ラングラー,2018年03月,"14,000 Km",ABA-JK36L,G,乗車装置,２０２０年１月,ドライバー側革製シートの側面のフレームが変形して乗降の際に体と接触し、シート表皮が擦れ破れかかっている。
84,2020年02月19日,岐阜,ＨＰ,ニッサン,ノート,2005年09月,"110,000 Km",DBA-E11,HR15,その他,２０２０年２月１０日　月曜日,エアコンのブロワモータが突然止まり、風が出なくなった。
85,2020年02月19日,奈良,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ムーヴ,2005年06月,"63,900 Km",DBA-L150S,EF,乗車装置,３週間くらい前,キーフリーシステムの車で、キーリモコンをカバンに入れて助手席に置いた上で、物を取りに降車し、ドアを閉めたところ、キーリモコンが車内に残っているにも関わらずドアロックが作動し、キーを閉じ込めてしまった。
86,2020年02月19日,香川,ＨＰ,三菱,デリカＤ：５,2015年09月,"58,800 Km",LDA-CV1W,4N14,排ｶﾞｽ･騒音,２０２０年２月１５日,エキゾーストマニホールドの亀裂により、エアコンの設定を外気導入にすると排気ガスの臭いがする。
87,2020年02月19日,愛媛,来訪,スマート,フォーツークーペＥＶ,2013年09月,"100,000 Km",ZAA-451390,EM003,電動機(モーター),２０１９年８月,ヒーターユニット（バッテリの温度を保つもの）の不具合で、メインの電源が落ちる。エンジンＯＮで復帰する。事前の症状の表示警告も出ていなかった。
88,2020年02月19日,鹿児島,電話,ホンダ,ＧＲＡＣＥハイブリッド,2017年09月,"15,000 Km",DAA-GM4,LEB-H1,制動装置,２０１８年１１月以降月に３～５回,交差点等における停止状態から発車する際、３～５秒くらいアクセルペダルの反応が悪く、出だししないため、後続車からクラクションを鳴らされる。
89,2020年02月18日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ミライース,2018年05月,不明,不明,不明,乗車装置,不明,冬季になると、バックドアの表面が波打ったようにゆがむ。
90,2020年02月18日,東京,ＨＰ,三菱,デリカＤ：５,2019年06月,"8,000 Km",3DA-CV1W,4N14,排ｶﾞｽ･騒音,２０２０年２月１７日,ＥＧＲの不良により、走行中にエンジンチェックランプが点灯した。
91,2020年02月18日,東京,ＨＰ,メルセデス・ベンツ,Ｓ６３ＡＭＧ,2015年08月,"11,816 Km",CBA-222178,157,保安灯火,購入当初より３か月後,ヘッドライトの内側全体に水滴が発生してヘッドライトが白く曇り、ヘッドライトが急に消灯したり点灯したりする。
92,2020年02月18日,神奈川,ＨＰ,ダイハツ,ウェイク,2015年02月,"25,300 Km",DBA-LA700S,KF,排ｶﾞｽ･騒音,２０１９年　年末から現在,マフラーを留めているゴムが劣化して硬くなり、マフラーとの隙間ができたため、走行中、車内中に異音が響くようになった。
93,2020年02月18日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,デイズ,2013年06月,"40,000 Km",DBA-B21W,3B20,保安灯火,去年から,左のドアミラーが開閉しなくなった。
94,2020年02月18日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ルーミー,2019年04月,不明,DBA-M900A,1KR,車枠・車体,不明,リヤタイヤハウス内に、４ｃｍ角の砕石が何個も溜まることが出来るくぼみがあり、溜まっていることに気が付かず走行した場合、走行中に石が脱落し、後続車へ飛び石の原因になる。
95,2020年02月18日,埼玉,ＨＰ,三菱,ふそうキャンター,2012年12月,"30,759 Km",TPG-FBA00,4P10,エンジン,２０１９年１２月,一般道路を走行中に異音がし、その後エンジンが停止した。
96,2020年02月18日,愛知,ＨＰ,スズキ,ワゴンＲスティングレー,2019年08月,"2,509 Km",DAA-MH55S,R06A-WA05A,エンジン,２０１９年１２月１０日頃の朝,エンジン回転数が上がるわりに車が走らない。
97,2020年02月18日,岐阜,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ノア,2011年02月,"95,000 Km",DBA-ZRR70G,3ZR,エンジン,不明,バルブリフトコントローラーの不良により、踏切を通行中に突然エンジンチェックランプが点灯するとともに、エンジン出力が低下した。
98,2020年02月18日,京都,ＨＰ,三菱,デリカＤ５,2017年12月,"47,671 Km",LDA-CV1W,4N14,排ｶﾞｽ･騒音,２０１９年１１月ごろから,エンジンを始動直後や停車時のアイドリング中にエアコンの吹き出し口から排ガス臭が入ってくる。
99,2020年02月18日,京都,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,エブリイ,2011年02月,"26,031 Km",ABA-DA64W,K6A,保安灯火,不明,飛び石等を受けていないのにも関わらず、走行中に突然フロントガラスにひびが入った。
100,2020年02月18日,広島,ﾌﾘｰﾀﾞｲｱﾙ,スバル,インプレッサ,2007年11月,"60,000 Km",CBA-GH8,EJ20,エンジン,数年前から,走行中にエンジンが不調になり、エンストすることがある。ディーラーに何度か入庫し、整備を受けているが、その後もエンストが発生している。
101,2020年02月18日,愛媛,来訪,スマート,フォーツークーペＥＶ,2014年09月,"18,000 Km",ZAA-451390,EM0003,電動機(モーター),２０２０年２月,エンジン始動中、ヒーターユニット（バッテリの温度を保つもの）が不良でメイン電源が落ちる。 ヒーターユニットに関する故障に関する事前症状の表示も出なかった。
102,2020年02月18日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,Ｃ２２０ｄ,2015年09月,"30,800 Km",LDA-205204,651,動力伝達,２０２０年１月,変速機本体のアルミ部分の溶接が割れ、オイルが漏れる状態になったため、自宅で駐車しようとした際に突然バックできなくなり、翌日には警告メッセージが出るとともに走行できなくなった。
