番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
11,2022年03月31日,神奈川,ＨＰ,ニッサン,フーガ,2010年11月,"155,000 Km",DAA-HY51,VQ35-HM34,エンジン,１ヶ月ほど前から,走行中にＥＶに切り替わると変速ショックが起き、メーターパネルにハイブリッドシステム警告灯及びブレーキ警告灯が点灯し、その後ＥＶ走行ができない。
12,2022年03月31日,千葉,ＨＰ,ホンダ,Ｎ－ＶＡＮ,不明,不明,HBD-JJ1,S07B,動力伝達,リコール点検作業から一か月程,国５０６９のリコールでＣＶＴに関わる修理を受けたが、その１か月後にＣＶＴが破損し自走出来なくなった。
13,2022年03月31日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,ＧＬＣ２００,2017年04月,"10,100 Km",DBA-253942C,274,制動装置,不明,運転開始から１０分以上経つと、ブレーキが鳴くようになる。販売店で対応を受けているが、修理を受けて１週間程度で再発する。
14,2022年03月31日,埼玉,ＨＰ,アウディ,アウディ　Ｑ３　３５Ｔ,2020年12月,"30,000 Km",3BA-F3DPC,DPC,制動装置,２０２１年１２月２０日,一般道の渋滞でカーナビを操作している時に前方の車に追突したが、この際に追突防止サポートが作動せず、パネルに警告表示や警報音は出なかった。
15,2022年03月31日,埼玉,ＨＰ,ニッサン,エクストレイル,2014年12月,"95,000 Km",DBA-NT32,MR20,動力伝達,２０２１年９月２６日,ＣＶＴの不良により、一般道路を走行中におそらく２速から変わらなくなりエンジン警告灯が点灯、低速走行しか出来ず、超低速ではガクガクして停車しそうになった。
16,2022年03月31日,埼玉,ＨＰ,ニッサン,エクストレイル,2014年12月,"95,000 Km",DBA-NT32,MR20,動力伝達,２０２１年１２月１４日,トランスファーのオイルが空で、ギアがダメになった。
17,2022年03月31日,奈良,ＨＰ,ボルボ,ボルボ　Ｖ６０,2015年07月,"39,600 Km",LDA-FD4204T,D4204T,車枠・車体,２０２２年２月６日,標準スタッドレスタイヤを装着し、速度は３０～４０ｋｍ／ｈで雪道を３０ｋｍ程走行したところ、タイヤハウス上のボディが若干膨らみ、両ドア下のボディが後ろへずれ込んだ。
18,2022年03月31日,鳥取,ＨＰ,ホンダ,Ｎ－ＯＮＥ,不明,不明,6BA-JG3,S07B,車枠・車体,納車から１年ほど,車が真っすぐ走らなくなった。調べるとロアメンバー始め各種フレーム変形し、車体が歪んでいた。
19,2022年03月31日,香川,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ハイゼット,2018年10月,"150,000 Km",EBD-S510P,KF,動力伝達,２０２２年３月に発見,タイヤ交換をした際に、デフオイルが漏れているのを発見した。
20,2022年03月31日,福岡,ＨＰ,ホンダ,Ｎ－ＢＯＸ,不明,不明,6BA-JF3,S07B,制動装置,２０２１年９月,２０２１年９月　高速道路を走行中、前方で何も起きてないにも拘わらず、ホンダセンシングが誤作動して急ブレーキがかかった。
21,2022年03月30日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,タント,2009年12月,"100,000 Km",CBA-L385S,KF,制動装置,不明,エンジン始動後、ギアをＤにした際にブレーキペダルを踏んでいても車が進んでしまう。
22,2022年03月30日,秋田,ﾌﾘｰﾀﾞｲｱﾙ,日野,日野プロフィア,2017年06月,"400,000 Km",QKG-FS1EKDA,E13C,排ｶﾞｽ･騒音,不明,４０万ｋｍ毎にＤＰＲが詰まる。日々のＤＰＲ再生も頻度が多く、毎日手動再生を必要としてしまう。ディーラーでセンサーやＥＧＲクーラー、ＥＧＲバルブ、ＳＣＲとＤＰＲなども交換されているが、再生頻度は解消しない。
23,2022年03月30日,新潟,ＨＰ,ヤンマー,ＣＴ３４０,不明,不明,CT340,不明,動力伝達,２０２２年３月２２日,１年ほど前からエンジンの音が購入時よりコロコロ音に変わったと思っていた。その間、ロータリーの修理も修理工場にお願いしており、特段エンジンがおかしいとは言われていなかったのでそのままにしていた。ところが、今年３月２２日にドライブハローの修理をお願いしたところ、座席下のドライブシャフトが破損寸前だと言われた。
24,2022年03月30日,東京,ＨＰ,スバル,エクシーガ,2008年08月,"31,800 Km",CBA-YA5,EJ20,動力伝達,２０２２年１月１日,一般道を約２時間程度（距離５０ｋｍ程度）運転後、やや登り坂の道路で信号待ちから発進し、２速から３速へのシフトアップ（速度は２０ｋｍ／ｈ程度）した時にニュートラル状態となりギアが空転して直後に後方から追突されたような多大な衝撃が加わりアクセルコントールが不能になった。
25,2022年03月30日,千葉,ＨＰ,ニッサン,ＮＶ３５０　キャラバン,2012年08月,"53,870 Km",CBF-VR2E26,QR20,車枠・車体,２０２１年４月頃,パールホワイト（ＱＡＢ）色塗装の車で、フロントガラス周りの塗装が剥がれ落ちる。
26,2022年03月30日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナ,2007年07月,"87,500 Km",DBA-CC25,MR20,燃料装置,３か月前,国２７５３の燃料揺動抑止板（バッフルプレート）に関わるリコールを済ませた車で、燃料揺動抑止板が外れ異音が出るようになった。
27,2022年03月30日,三重,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ｅＫスペースカスタム,2014年11月,不明,DBA-B11A,3B20,エンジン,３日前,エンジンが始動せず、パワーステアリング異常という警告が出た。
28,2022年03月30日,大阪,ＨＰ,メルセデス・ベンツ,Ｃ２００,2018年03月,"35,497 Km",RBA-205042,274,乗車装置,購入初年から,時速５０ｋｍ以下の定速走行時、左側ドアの前又は後ろが、ドアの開く音がして半ドアとなる。ディーラーで確認したところ、ドアロック交換を勧められた。
29,2022年03月30日,大阪,ＨＰ,スバル,インプレッサ,2017年08月,"24,900 Km",DBA-GT6,FB20,保安灯火,２０２２年１月,左ヘッドランプシステム異常の警告が表示されヘッドライトが点灯しない。ディーラーではヘッドランプ一式の交換と言われている。
30,2022年03月30日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,スペーシア,2014年01月,"61,000 Km",DBA-MK32S,R06A,車枠・車体,２０２２年３月２３日,幹線道路の右車線を走行中にＣＶＴ異常のランプが点灯するとともにギアが抜けた状態でトルクがかからなくなり、走行不能になった。ディーラーで確認したところ、錆により屋根に穴が開き、雨水が浸入して電装系へ水分が入ったことからＣＶＴの制御系統が故障したものと診断された。
31,2022年03月29日,秋田,ＨＰ,日野,日野プロフィア,2014年12月,"500,000 Km",QKG-FS1EKDA,E13C,排ｶﾞｽ･騒音,２０２０年１０月,ＳＣＲ／ＤＰＲ搭載車で、毎日自動でＤＰＲが燃焼できず、手動もたまにで、煤焼きのメーターが１本から１０本に一気に上がって強制燃焼の警告が出る。
32,2022年03月29日,東京,ＨＰ,フォルクスワーゲン,シャラン　１．４／１１０ｋＷ,2017年09月,"35,100 Km",DBA-7NCZD,CZD,電気装置,２０２２年３月１４日,リモコンキーで解錠しようとしたが解錠できず、エンジンがかからない。ルームランプも点灯しなかった。ディーラーで確認したところ、ルームランプの作動指示をするオンボードＥＣＵの接続端子の接圧がおかしいことが原因と診断され、接続端子を交換実施し改善した。
33,2022年03月29日,東京,ＨＰ,スバル,インプレッサ,2015年04月,"62,620 Km",DBA-GP7,FB20,制動装置,２０２１年５月,エンジン始動のため、ブレーキペダルを踏みこむと固くて踏み込めない。ディーラーに相談したところ、ブレーキブースター、バキュームブースターの交換が見積もられた。
34,2022年03月29日,千葉,ＨＰ,ニッサン,ノート,2019年02月,"45,600 Km",DAA-HE12,HR12-EM57,制動装置,納車後から現在まで,納車後から現在まで　急な下り坂でゆっくりと停止する場合、アクセルペダルから足をはなすだけで徐々に減速していくがブレーキペダルを踏んだ瞬間に車が急前進してから停止する時がある。
35,2022年03月29日,千葉,ＨＰ,ホンダ,ＣＲＦ２５０ＲＡＬＬＹ,2022年01月,"1,300 Km",2BK-MD47,MD47E,エンジン,新車時～３００Ｋｍで１０回以の頻度で現在,シフト操作時にエンジンが停止する。状況はＮ→１や３→２などバラバラだがキルスイッチを操作したようにエンジンが停止する。
36,2022年03月29日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ジムニーシエラ,不明,"34,000 Km",ABA-JB43W,不明,かじ取り,不明,６０ｋｍ／ｈ位で走行すると異常な振動とハンドルブレが発生する。販売店でキングピンの交換をしたが改善せず、コントロールロッド等の交換をしてはどうかと見積もられている。
37,2022年03月29日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ライズ,2021年03月,不明,5BA-A210A,1KR,その他,１年前と先日の２回発生,クルーズコントロールを使用して走行していると、突然機能が停止し「ＡＣＣが使用できません」という警告表示が出ることがある。販売店に相談をしているが、故障ではないと言われている。
38,2022年03月29日,大阪,ＨＰ,ニッサン,エクストレイル,2016年02月,"50,000 Km",DAA-HNT32,MR20-RM31,動力伝達,２０２２年３月,ブレーキペダルを踏む際にキューっと音が鳴りながら振動する。停止後、エンストを起こした。エンストを起こさない場合、アクセルペダルを踏むと急発進する。クリープ現象が起きない。ディーラーで確認したところ、ＣＶＴが故障していると診断された。
39,2022年03月29日,兵庫,ＨＰ,マツダ,ＣＸ－３,2016年07月,"56,000 Km",LDA-DK5FW,S5,乗車装置,２０２２年２月,ほとんど使用したことが無い助手席側後部座席のシートベルトを軽く引いたところ、戻る事無く伸びきった状態になった。
40,2022年03月29日,兵庫,ＨＰ,スバル,レヴォーグ,2021年01月,不明,4BA-VN5,CB18,エンジン,２０２０年３月１１日,ＥＧＲセンサーの不良により、エンジンが始動しない。
41,2022年03月29日,兵庫,ＨＰ,スバル,レヴォーグ,2021年01月,不明,4BA-VN5,CB18,エンジン,２０２０年３月１１日,ＥＧＲセンサーの不良により、エンジンが始動しない。
42,2022年03月29日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,スバル,レヴォーグ,2020年12月,不明,-,不明,その他,不明,純正のオーディオの音楽再生機能で、説明書の上ではフォルダ毎に入っている音楽データを連続で再生できるとなっているところ、実際には次のフォルダに自動で進まずに一つのフォルダで再生が停止してしまう。
43,2022年03月29日,広島,ＨＰ,ニッサン,デイズルークス,不明,"40,000 Km",B21A,不明,保安灯火,２０２２年２月,ドアミラーの開閉ができなくなった。ディーラーで確認したところ、ミラーを開閉するモーターの異常だと診断された。
44,2022年03月29日,福岡,ＨＰ,ルノー,ルーテシア,2021年03月,"8,000 Km",3BA-BJAH5H,H5H,その他,２０２２年１月頃,「前方センサー確認」の表示とともにアダプティブクルーズコントロールが突然切れる。
45,2022年03月29日,福岡,ＨＰ,ルノー,ルーテシア,2021年03月,"8,000 Km",3BA-BJAH5H,H5H,制動装置,２０２２年１月頃,前方に障害物のない環境で突然緊急ブレーキが作動することが複数回あった。
46,2022年03月29日,福岡,ＨＰ,ルノー,ルーテシア,2021年03月,"8,000 Km",3BA-BJAH5H,H5H,エンジン,２０２２年１月頃,セルがまわらずエンジンがかからない。
47,2022年03月28日,東京,ＨＰ,メルセデス・ベンツ,Ｃ２００,2015年03月,"13,827 Km",RBA-205042,274,排ｶﾞｽ･騒音,２０２２年３月２２日,エンジンスタート時メーターパネルにエンジン診断の警告灯が点灯し、以降消灯しなくなった。ディーラーで確認したところ、ＮＯｘセンサーの故障と診断された。
48,2022年03月28日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,スバル,フォレスター,不明,不明,-,不明,制動装置,不明,意図しないところで障害物との接近を知らせる警報音が鳴り、衝突被害軽減ブレーキが作動した。
49,2022年03月28日,千葉,ＨＰ,ニッサン,セレナ,2016年08月,"34,000 Km",DAA-GC27,MR20-SM24,その他,２０１７年１１月　買った当初から,プロパイロット機能について、最初は機能していたが、だんだん減速はするが停止はしなくなった。
50,2022年03月28日,千葉,ＨＰ,ニッサン,セレナ,2016年08月,"34,000 Km",DAA-GC27,MR20-SM24,制動装置,２０１７年１１月　買った当初から,エマージェンシーブレーキが全く作動しない。ぶつかる寸前までブレーキペダルを踏まなくても作動しない。
51,2022年03月28日,千葉,ＨＰ,スズキ,スカイウェイブ,2014年03月,"105,000 Km",JBK-CJ46A,J441,かじ取り,２０１６年１２月、２０１８年３月、２０２,ステムベアリングのベアリングレースの不良により、走行中にハンドルが固定されてしまうような症状がでる。
52,2022年03月28日,千葉,ＨＰ,ニッサン,セレナ,2016年08月,"34,000 Km",DAA-GC27,MR20-SM24,制動装置,２０１７年１１月　買った当初から,エマージェンシーブレーキが全く作動しない。ぶつかる寸前までブレーキペダルを踏まなくても作動しない。
53,2022年03月28日,千葉,ＨＰ,ニッサン,セレナ,2016年08月,"34,000 Km",DAA-GC27,MR20-SM24,その他,２０１７年１１月　買った当初から,プロパイロット機能について、最初は機能していたが、だんだん減速はするが停止はしなくなった。
54,2022年03月28日,福井,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,タントカスタム,2019年11月,不明,6BA-LA600S,KF,かじ取り,２０２１年９月,交差点を左折時に突然ハンドルが切れなくなり、前方に停車していた右折待ちの車両と接触してしまった。事故はバンパーを擦った程度のものであったが、車両調査の結果、事故時にハンドルラックが折れたと判断された。
55,2022年03月28日,岡山,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,１１６ｉ,2014年09月,不明,DBA-1A16,N13B16A,エンジン,不明,エンジンオイルの消費が激しく、頻繁に補充を必要とする。また、その影響からか、３番シリンダーが燃焼しなくなりエンジンが不調になる症状繰り返し発生しており、ディーラーでバルブやピストンリングを交換しているが、再発している。
56,2022年03月28日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ルーミー,2017年02月,"41,000 Km",DBA-M900A,1KR,車枠・車体,２０２２年２月７日,陸運支局での継続検査後、整備工場へ戻るまでの道において、信号停止中車両前方から黒い煙が出始め、火災になった。トヨタで検分を行ったところ、エキゾーストパイプに白い付着物がついていて、そこからアンダーカバーをつたって、ひだり前方へ火が回ったものという検分結果となったが、自ら車両を確認した限りではアンダーカバーはそれほど燃えておらずラジエーターの電動ファンカプラー等が強く燃えていた。
57,2022年03月27日,青森,ＨＰ,ニッサン,セレナ,2013年04月,"40,000 Km",DAA-HFC26,MR20-SM23,車枠・車体,２０２１年１１月,ホワイトパール色塗装の車で何もしていないのに塗装が自然に剥がれてしまう。
58,2022年03月27日,長野,ＨＰ,スズキ,クロスビー,2018年08月,"69,100 Km",DAA-MN71S,K10C-WA05A,車枠・車体,新車購入後、４年目,運転席側の内ドア収納ポケットにて、外からかけた水が浸入して溜まる。販売店に確認したところ、ドア内に浸入した水が、排水口に逃げ切る間で配線に伝わってしまい、一部　社内のドアポケットに漏れ出したとのことだった。
59,2022年03月27日,石川,ＨＰ,ホンダ,ＣＲＦ２５０　ＲＡＬＬＹ,不明,"5,000 Km",2BK-MD44,MD38E,エンジン,５０００ｋｍ走行後,速度を下げる時にアクセルを戻してクラッチを切ったらエンジンが停止した。
60,2022年03月27日,埼玉,ＨＰ,トヨタ,プリウス,2009年08月,"39,000 Km",DAA-ZVW30,2ZR-3JM,エンジン,購入直後から現在まで（ほぼ１３年半）,燃費が悪く、１３～１５ｋｍ台／Ｌしか走らない。通勤距離が片道２ｋｍになったら１０ｋｍ／Ｌ前後に悪化した。
61,2022年03月27日,鹿児島,ＨＰ,ニッサン,セレナ,2011年08月,"88,000 Km",DBA-FC26,MR20,電気装置,いつからかは不明。,オルタネーターのリコール（国３１４６）は平成２５年（約１万ｋｍ）に対策済みであるが、半年前の点検でオルタネーターからのうなり音を指摘された。オルタネーター（リビルド品）の交換を勧められた。
62,2022年03月26日,北海道,ＨＰ,ニッサン,ノート　オーラ,2021年12月,"1,100 Km",6AA-FSNE13,HR12-EM47-MM48,保安灯火,納車時からずっと,フロントウィンドのウォッシャーノズルが「拡散式」にも関わらず、拡散しないで液が一本線を描くようしか出てこない。販売店からは「こういう仕様」と説明された。
63,2022年03月26日,神奈川,ＨＰ,ニッサン,エクストレイル,2016年03月,"118,334 Km",DBA-NT32,MR20,緩衝装置,２０２１年９月,走行距離１０万ｋｍ過ぎた時点での定期点検時、左右ロアアームブーツ及び左右サイドロッドの樹脂部のひび割れが指摘された。
64,2022年03月26日,愛知,ＨＰ,スズキ,ジムニー,2020年08月,"7,000 Km",3BA-JB64W,R06A,エンジン,購入直後から,毎日の使用で週に２～３回ほどクランキングに４～５秒ほどかかってからようやくエンジン始動する。
65,2022年03月26日,三重,ＨＰ,スズキ,アルトラパン,2018年02月,"20,000 Km",DBA-HE33S,R06A,エンジン,２０２２年３月２２日,信号待ちで急にエンジンが停止し、電気系統も停止した。
66,2022年03月26日,三重,ＨＰ,スズキ,ジムニー,2021年06月,不明,3BA-JB74W,K15B,動力伝達,新車購入時から,坂道等での発進時（１５００回転あたり）にトランスファーあたりから机を引きずったような異音がする。
67,2022年03月25日,新潟,電話,日野,レンジャー,2017年03月,"470,219 Km",TKG-FD9JPAA 改,J05E,排ｶﾞｽ･騒音,不明,マフラーから大量の煙が出る。ディーラーで燃料添加剤の注入やマフラーの交換などを行っているが、すぐに再発する。
68,2022年03月25日,東京,ＨＰ,三菱,デリカ,2011年07月,"133,323 Km",DBA-CV4W,4B11,保安灯火,３月１３日,運転中に雨が降ってきたので、フロントワイパーを動かそうとしたら、動かなかった。警告灯などは特に何も表示されなかった。　その数日前にリコール対応（コラムスイッチの不具合）の対処を依頼したが、その直後、はじめてワイパーを利用した際に、動かないことに気づいた。ディーラーで確認したところ、ＥＴＡＣＳの故障と診断された。
69,2022年03月25日,福井,ＦＡＸ,ニッサン,セレナ,2013年09月,"102,332 Km",DAA-HFC26,MR20-SM23,電気装置,２月から,オルタネーターの不具合でガラガラとかなり大きな音がする。
70,2022年03月25日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,１１６ｉ,2012年07月,"29,700 Km",DBA-1A16,N13B16A,保安灯火,半年以上前くらいから,前照灯の内部が曇り、水滴が発生している。ディーラーに申告して乾燥作業等をしてもらってきたが改善しない。
71,2022年03月25日,長崎,ＨＰ,三菱,ふそうファイター,2006年01月,"302,800 Km",PA-FK71R,4M50,車枠・車体,２０２１春から,走行時、８０ｋｍ／ｈ程度から車体の異常振動が激しくなりスピードを上げると共振がひどくコントロールを失い車線を逸脱する。
72,2022年03月24日,北海道,ＨＰ,トヨタ,プリウス,2016年06月,"57,000 Km",DAA-ZVW51,2ZR-1NM,車枠・車体,２０２２年３月１０日１２時頃,雪による段差が大きい道を走行した際、かなり徐行して注意して走行したが、車の下側を２回ほど打ってしまった。メーターパネルに変化や、警報音が鳴る事はなく、それ程大きな衝撃ではなかったが、すぐに停車して確認したら、ボンネットの前側が７ｍｍ～１０ｍｍ程浮いていた。ボンネットを開けるレバーは効かない状態だったため、ディーラーで確認を受けたところ、ボンネットの引っかけ部分を受け止める車本体の側が浮き上がってしまっていると説明を受けた。
73,2022年03月24日,宮城,電話,スズキ,ソリオ　バンディット　ＳＶ,2015年11月,"84,700 Km",DAA-MA36S,K12C-WA05A,エンジン,不明,エンジンが始動できなくなるというリコールで去年１度リコール対策を実施して、今年２月の初めに同じリコールの内容で２度目のリコール対策を実施していたところ、本日、走行中に突然エンジンが、「ガガガ」と異音を発生した後にエンジン回転が急上昇（空ぶかし状態）し、エンジンが停止した。その後、再始動を何度か試したところ再始動したが、インパネ上にトランスミッションの警告灯が点灯した。
74,2022年03月24日,石川,ＨＰ,ＢＭＷ,ＢＭＷ　Ｘ５　ｘＤｒｉｖｅ　３５ｄ,2012年11月,"80,000 Km",LDA-ZW30S,N57D30A,排ｶﾞｽ･騒音,２０２１年～,アドブルー警告ランプが頻繁に点灯し、ＮＯｘセンサー等を交換したが、その後も同じアドブルー警告ランプが点灯した。
75,2022年03月24日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,ニッサンＭＴ,キックスｅ－ＰＯＷＥＲ,2021年06月,不明,6AA-P15,HR12-EM57,その他,不明,リヤカメラや前方のソナーなどのセンサー類が誤作動し不要な警告が出る。
76,2022年03月24日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,ニッサンＭＴ,キックスｅ－ＰＯＷＥＲ,2021年06月,不明,6AA-P15,HR12-EM57,その他,不明,後続可能距離の表示が給油後に回復しない。
77,2022年03月24日,茨城,ＨＰ,プジョー,３０８,2015年05月,"60,000 Km",ABA-T9HN02,HN02,制動装置,２０２２年３月,エンジンを起動させ電子ブレーキを解除しようとしたが解除せず、ブレーキペダルを強く踏み込んでどうにか解除したが、その後はブレーキがきかず車は前進した。どうにか強く踏み込み車を停車した。ディーラーで確認したところ、バキュームポンプの故障と診断された。
78,2022年03月24日,愛知,ＨＰ,ＫＴＭ,７９０　Ａｄｖｅｎｔｕｒｅ　Ｒ．,2019年09月,"9,500 Km",790ADVTR347,635,エンジン,２０２１年５月,始動後エンジンから少しするとＬＬＣの臭いがしていた。フロントから覗き込むとシリンダヘッドなどに何かが漏れている跡があった。冷却水もＭｉｎレベルを切るまで減っていた。ディーラーで確認したところ、ラジエータアッパーホースから漏れていた。
79,2022年03月24日,香川,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,デミオ,2006年12月,"53,400 Km",DBA-DY3W,ZJ,かじ取り,６年前から,ハンドルを切った際にカックンと違和感のある挙動が出る。販売店に相談したところ、ステアリングラックやステアリングシャフトの交換が見積もられているが、原因は特定されていない。
80,2022年03月24日,福岡,ＨＰ,フィアット,５００,2013年12月,"55,100 Km",ABA-31212,169A4,動力伝達,２０２２年２月と３月,赤信号で減速時に急に警告音と共にギア抜けし、勝手にニュートラルになった。完全に停止後再度イグニッションＯＮでエンジンかかりギアも入ったので事なきを得たが、全く同じ現象が２月に２回起こった。
81,2022年03月23日,岩手,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,プリウス,不明,不明,-,不明,その他,２０２２年２月,パナソニック製のトヨタ純正ナビ（ＮＳＤＮＷ５９）において、バッテリーが上がるだけでＩＣチップが壊れ、使用不能になる。
82,2022年03月23日,神奈川,ＨＰ,ＢＭＷ,ＢＭＷ　３２０ｉ,2020年11月,不明,3BA-5F20,B48B20A,制動装置,２０２０年１２月,ドライバーアシスタンスのエラー表示と機能停止、それに伴い、ウィンカー音等の警告音、案内音声の作動停止。ドアの自動開閉の不都合、モニター表示やドアミラポジションの始動時のメモリーの設定の変更、ドライブレコーダー機能の停止などが発生した。コンピューター、メーター、リモートキーの交換を行ったが３度にわたる修理にもかかわらず再発している。
83,2022年03月23日,神奈川,ＨＰ,アルファロメオ,ジュリエッタ,2012年02月,"92,400 Km",ABA-94014,940A2,エンジン,２０２１年１２月,冷間時にエンジンを始動すると、車体が振動し、マフラーから白煙が上がる。エンジン警告灯が点滅し吹き上がらなくなる。整備工場に相談したところ、イグニッションコイルを交換しても失火したので、エンジンのマルチエアユニットアッセンブリでの交換を提案された。
84,2022年03月23日,群馬,ＨＰ,ホンダ,ＶＥＺＥＬ,2017年09月,"28,000 Km",DBA-RU1,L15B,制動装置,２０２１年１５０００ｋｍを超した辺りから,サイドブレーキスイッチをＯＮにすると「キュキュッ」と大きな音がする。
85,2022年03月23日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸ,2021年06月,"2,000 Km",6BA-JF3,S07B,エンジン,新車購入当初から,カタログより燃費が悪く、ＪＣ０８　２５．６ｋｍ／Ｌ、ＷＬＴＣ　２０．２ｋｍ／Ｌをうたっているが実際は１２ｋｍ／Ｌくらいである。
86,2022年03月23日,静岡,ＨＰ,プジョー,３０８,2017年09月,"19,200 Km",LDA-T9BH01,BH01,排ｶﾞｽ･騒音,今月,「Ｅｎｇｉｎｅ　ｆａｕｌｔ　Ｒｅｐａｉｒ　ｎｅｅｄｅｄ」と「Ａｄ　Ｂｌｕｅ」ランプがつき、「Ｅｍｉｓｓｉｏｎ　ｃｏｎｔｒｏｌ　ｆａｕｌｔ」のエラーメッセージと警告音が突然発生した。ディーラーで確認したところ、アドブルーを吸い上げるポンプに不具合があり、交換が必要と診断された。
87,2022年03月23日,長崎,ＨＰ,ホンダ,フィット,2022年01月,"1,028 Km",6AA-GR3,LEB-H5,車枠・車体,新車購入当初から,エンジン起動時にナビディスプレイ奥からカタカタ異音がする。ディーラーの説明では、この異音はエキゾーストカムシャフトが振動し、カムホルダーと干渉して生じる作動音がウォーターホースを伝わって車内に聞こえてくる音で異常音ではないという説明で、吸音材を巻きつけたが異音は全く解消されていない。
88,2022年03月22日,福島,ＨＰ,トヨタ,アイシス,2009年03月,"64,100 Km",DBA-ANM10W,1AZ,燃料装置,中古車で購入当初から,ガソリンが漏れている臭いが車内に充満してしまう。
89,2022年03月22日,東京,ＨＰ,ＫＴＭ,７９０ＤＵＫＥ,2018年08月,"140,000 Km",VBKTU,635,動力伝達,２０２１年１０月５日　６時半ごろ,走行中にシフトアップした時にタイヤロックによりエンジンが停止し、クラッチを切ってもロック状態が続いた。ロードサービスで購入店へ搬送して確認したところ、トランスミッションのギアが歯元から折れていた。
