番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
11,2019年02月28日,不明,電話,マツダ,ＣＸ－５,2014年08月,不明,LDA-KE2FW,不明,保安灯火,２０１８年６月,飛び石により小さなヒビが入り、そのまま使用しているとヒビが拡大していく。
12,2019年02月27日,長野,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,クラウン,2011年01月,不明,DBA-GRS202,3GR,車枠・車体,２０１８年１２月１８日,峠道を下り走行中、異臭と共にエンジンルームから発煙した。停車してボンネットを開けたところ、炎が出たため、消防を要請して鎮火してもらったが、エンジンルームは全焼した。
13,2019年02月27日,東京,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,ゴルフ,不明,不明,不明,不明,制動装置,不明,一般道を走行中、前方に何の障害も無いのにも関わらず、突然被害軽減ブレーキが作動して急ブレーキがかかったため、運転手がムチウチになった。
14,2019年02月27日,神奈川,ＨＰ,マツダ,アテンザ,2013年02月,"43,100 Km",LDA-GJ2FP,SH,制動装置,２０１９年２月２３日,ｉ－ｓｔｏｐ異常、ＡＢＳ、及びＤＳＣ警告灯が点灯した。
15,2019年02月27日,神奈川,ＨＰ,ニッサン,サファリ,2003年09月,"110,000 Km",TA-WFGY61,TB48,その他,２０１８年１２月,燃料が減っても針が１／２程度までしか下がらないため、残量がわからない。
16,2019年02月27日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,スペーシアカスタム,2018年03月,不明,DAA-MK53S,R06A-WA05A,動力伝達,不明,発進時にブレーキペダルから足を離した途端にドンッと飛び出す症状と、走行中に突然失速・減速をする症状が出る。
17,2019年02月27日,栃木,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,クラウン,2008年02月,"94,200 Km",DBA-GRS184,2GR,緩衝装置,不明,前後輪のショックアブソーバーからオイル漏れしている。
18,2019年02月27日,愛知,ＨＰ,三菱,デリカＤ５,2006年08月,"91,083 Km",CBA-MNE51,4B12,エンジン,２０１９年２月,バランサーとオイルポンプユニット駆動チェーンが折損した。
19,2019年02月27日,愛知,ＨＰ,ホンダ,アコード,2012年08月,"37,000 Km",DBA-CU1,R20A,かじ取り,２０１９年２月２４日午前８時半頃,運転中に急に、ＥＰＳ警告灯が表示されハンドルが重くなり、通常の運転ができなくなった。危険だと思い、安全な場所まで移動してＪＡＦを呼んだ。
20,2019年02月27日,大阪,ＨＰ,ニッサン,エルグランドライダー,2006年08月,"73,794 Km",CBA-MNE51,VQ25,エンジン,２０１８年９月,カムシャフトポジションセンサーの不良により、駐車場に駐車後、エンジンが突然停止してエンジン警告灯が点灯し、エンジンがかからなくなった。数分後エンジンはかかった。
21,2019年02月27日,滋賀,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,アトレーワゴン,2010年09月,"70,800 Km",ABA-S321G改,KF,車枠・車体,不明,フロントグリルが傷んだため、交換のため新品を注文したところ、届いた部品のメッキ塗装が浮いていた。
22,2019年02月27日,愛媛,ＨＰ,三菱,ふそうキャンター,2012年12月,"85,000 Km",TPG-FBA00,4P10,動力伝達,２０１９年１月２９日,信号が変わり発進しようとしたが、ブレーキペダルから足を離しても発進せず、インジケーターは“２”で点滅、その後、赤く警告灯が付き、修理依頼した。
23,2019年02月27日,長崎,電話,トヨタ,エスティマ,2006年03月,"131,600 Km",DBA-ACR50W,2AZ,エンジン,不明,半年５０００ｋｍごとにオイル交換しているにもかかわらずオイルの減りが早い。
24,2019年02月27日,宮崎,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ムーヴ,2015年05月,"28,200 Km",DBA-LA150S,KF,その他,２０１７年８月に発見,気温が３０℃を越えている時にエアコンを２８℃設定の前面吹き出しモードで使用すると、４０℃越えの温風になり、１度エアコンを切って、温度を変えて再度オンにしない限り、温風が出続ける。
25,2019年02月26日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,スバル,ＸＶ,2017年12月,不明,DBA-GT3,FB16,エンジン,不明,エンジンのクランクシャフトクリアランスの不良により、異音が出るようになった。
26,2019年02月26日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,スバル,レガシィ,2006年09月,"75,000 Km",CBA-BP5,EJ20,エンジン,不明,イグニッションスイッチ周りの不良により、ラジオ、ワイパー、ヒーターなどが正常に作動しなくなった。
27,2019年02月26日,青森,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,エルグランド,2011年07月,"75,500 Km",DBA-TNE52,QR25,かじ取り,２０１８年５～６月頃,パワーステリングユニットからオイルが漏れ、パワーステアリングのアシストが効かなくなった。
28,2019年02月26日,青森,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,エルグランド,2011年07月,"75,500 Km",DBA-TNE52,QR25,保安灯火,不明,運転席側のＨＩＤ前照灯が点いたり点かなかったりする。
29,2019年02月26日,青森,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,エルグランド,2011年07月,"75,500 Km",DBA-TNE52,QR25,車枠・車体,２か月前,ダッシュボードの助手席前方付近に１～２ｃｍの亀裂が入っていた。
30,2019年02月26日,群馬,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸカスタム,2018年11月,不明,DBA-JF3,S07B,乗車装置,２０１９年１月、２月,エンジン始動時や、ギアをＰに入れた際に、勝手に助手席スライドドアが開く。
31,2019年02月26日,愛知,ＨＰ,マツダ,フレア　クロスオーバー,2018年05月,"15,000 Km",DAA-MS41S,R06A-WA04A,エンジン,２０１８年１０月１４日と２０１９年１月２,駐車場にいれるためにバックしていたところ、車が急加速し、金網フェンス（１回目）と駐車車両（２回目）に激突した。
32,2019年02月26日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,ポルシェ,マカンＧＴＳ,2016年06月,不明,ABA-J1H2,DCN,かじ取り,購入初年度から,ステアリングコラムシャフトの異音により、キューキュ―と異音が出る。
33,2019年02月26日,岐阜,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,ザ・ビートル,2015年03月,"36,800 Km",DBA-16CBZ,CBZ,保安灯火,２０１８年助手席、２０１９年運転席,窓を開けようとしたところ、ガリガリと異音がするとともに窓ガラスが落ち、それ以降、全く上下出来なくなった。
34,2019年02月26日,大阪,ＨＰ,スバル,フォレスター,2016年06月,不明,DBA-SJ5,FB20,車枠・車体,２０１９年２月２６日,高速道路のつなぎ目の衝撃で、ボンネットの主ロックが外れた。その後、風圧でガタガタしていつ外れてもおかしくない状況となった。
35,2019年02月26日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,アウディ,Ａ４,2013年12月,"90,000 Km",DBA-8KCDN,CDN,エンジン,２０１８年９月,クーラントポンプと、クーラントホースの不良により、冷却水が漏れた。
36,2019年02月26日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,アウディ,Ａ４,2013年12月,"90,000 Km",DBA-8KCDN,CDN,燃料装置,２０１９年２月２６日,燃料ポンプの不良により、エンジン始動時、エキゾースト警告灯が点灯した。
37,2019年02月26日,滋賀,ＨＰ,スバル,フォレスター,2018年11月,不明,5AA-SKE,FB20-MA1,動力伝達,２０１８年１２月２７日,交差点にて信号待ちしたのち、発進しようとしたらアクセルペダルを踏んでも車が進まず、販売店に連絡する旨のアラートが表示された。
38,2019年02月26日,島根,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ノートメダリスト,2014年09月,"68,900 Km",DBA-E12,HR12,その他,不明,アラウンドビューモニター装着車であるが、ソナーの搭載が無いため、車両周囲の動かない物体の検知がされない。
39,2019年02月26日,岡山,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ノートｅ－ＰＯＷＥＲ,2019年02月,不明,DAA-HE12,HR12-EM57,その他,２０１９年２月１３日,駐車場に低速で進入し、ブレーキのつもりでペダルを踏み込んだところ、車が止まらず、ブロック塀に衝突してしまった。この際、衝突防止、踏み間違い防止等の機能は何も作動しなかった。
40,2019年02月26日,福岡,ＨＰ,トヨタ,ヴェルファイアハイブリッド,2012年02月,"80,300 Km",DAA-ATH20W,2AZ-2JM-2FM,車枠・車体,２０１９年２月２３日,走行中に天井部の塗装がめくれて飛んで行った。
41,2019年02月26日,熊本,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,ポロ,不明,"30,000 Km",DBA-6RCBZ,CBZ,動力伝達,２０１９年２月２２日,変速機の不具合により、走行中に突然失速し、そのままギアが入らなくなって走行不能になった。
42,2019年02月25日,北海道,ＨＰ,ニッサン,エルグランド,2010年09月,"56,600 Km",DBA-TNE52,QR25,車枠・車体,不明,助手席のダッシュボード（エアバックが入っている所）に亀裂が入った。
43,2019年02月25日,北海道,ＨＰ,フォルクスワーゲン,ゴルフトゥーラン,2007年11月,"65,000 Km",ABA-1TBLG,BLG,車枠・車体,不明,荒れた路面、車が捻じれるような時に、室内左側からキュルキュルと擦れる音が出る。
44,2019年02月25日,新潟,ＨＰ,ボルボ,Ｓ６０,2012年12月,"68,000 Km",DBA-FB4164T,B4164T,動力伝達,２０１８年１１月,変速機のバルブボディ内のセンサー故障により、発進時、走行中に一時的に動力が伝わらなくなり、タコメーターの回転数が上がって、進まなくなったり、走行中速度が落ちたりする。
45,2019年02月25日,東京,ＨＰ,スズキ,Ｋｅｉ,不明,"26,000 Km",GF-HN11S,F6A,エンジン,２０１９年２月,オルタネーターのベルトを交換後、ベルトの削り粉が飛び散るようになり、バッテリーが充電されなくなった。
46,2019年02月25日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ＶＦＲ８００Ｘ,2016年09月,"24,000 Km",EBL-RC80,RC79E,エンジン,２０１９年２月２３日,エンジンのカウンターシャフトのスプラインが磨滅したため、動力が伝わらなくなり、走行不能になった。
47,2019年02月25日,群馬,ﾌﾘｰﾀﾞｲｱﾙ,ルノー,トゥインゴ,2018年11月,不明,DBA-AHH4B,H4B,保安灯火,２０１８年１２月,標準装着されているＨ４型前照灯バルブ以外のＬＥＤ電球を装着すると、例えルノー純正ＬＥＤヘッドライトバルブでもロービームの光軸が大幅に左向きにずれ、光軸調整せずにポン付けするだけでは、保安基準に適合しない。また、光軸調整をして、ロービームを保安基準に適合させたところ、ハイビームの光軸が右向きになってしまった。
48,2019年02月25日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,ＵＤトラックス,クオン,2011年12月,"259,400 Km",LDG-CW5XL,GH11,エンジン,２０１９年１月７日,速度センサーやコンピューターの不良により、低速で走行しているにも関わらず、速度計の指針が１４０ｋｍ／ｈまで振り切れたり、戻ったりを繰り返し、実際の車両はリミッターが作動したかのような状態で２０ｋｍ／ｈしか出なくなる。
49,2019年02月25日,兵庫,ＨＰ,フォルクスワーゲン,ゴルフヴァリアント,2008年12月,"134,000 Km",ABA-1KCAV,CAV,動力伝達,不明,赤信号で停車時、変速機の位置表示「ＰＲ１２３４５６７」が点滅し、走行不能になった。
50,2019年02月25日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,ヤマハ,ジョグ,2015年06月,"4,000 Km",JBH-SA36J,A312E,エンジン,去年末あたりから,バッテリー等に問題が無いのにも関わらず、セルスイッチを押してもエンジンがかからないことが有る。
51,2019年02月24日,北海道,ＨＰ,トヨタ,アルファード,2016年06月,"100,000 Km",DBA-ANH25W,2AZ,車枠・車体,２０１８年１２月,ボンネットの塗装が剥がれた。
52,2019年02月24日,福島,ＨＰ,アウディ,ＴＴ,2012年10月,"45,400 Km",ABA-8JCDA,CDA,車枠・車体,２０１６年頃,フロントガラスのシール不良により、洗車中に大量の水をフロントガラスにかけたところ、室内（メータパネルの上部あたり）に水が浸入した。
53,2019年02月24日,東京,ＨＰ,三菱,ふそうエアロスター,2011年10月,"288,700 Km",LKG-MP37F,6M60,エンジン,２０１９年２月２３日,走行中、エアドライヤドレンバルブからエア漏れが発生のため、エア圧力が低下し、運行ができなくなった。
54,2019年02月24日,東京,ＨＰ,フォルクスワーゲン,ゴルフ,2009年05月,"60,000 Km",ABA-1KCAV,CAV,動力伝達,２０１９年１月２９日,自動変速機のメカトロニクスユニットの不良により、一般道の上り坂交差点で停止し、発進しようとしたら警告表示が出るとともに発進できなくなった。
55,2019年02月24日,東京,ＨＰ,ＢＭＷ,５２３ツーリング,2012年01月,"43,300 Km",DBA-MT25,N52B25A,車枠・車体,２０１８年１２月,左ハンドル用に開けられているバルクヘッドの樹脂製の蓋にクラックが入り、そこから室内へ雨が入ったため、左助手席の下を伝わって左リアシート床面に水が溜まり、フロアカーペットが水浸しになった。
56,2019年02月24日,東京,ＨＰ,三菱,ふそうエアロスター,2010年12月,"339,590 Km",LKG-MP37F,6M60,エンジン,２０１８年１２月２４日,走行中、エアドライヤドレンバルブからエア漏れが発生のため、エア圧力が低下し、運行ができなくなった。
57,2019年02月24日,東京,ＨＰ,三菱,ふそうエアロスター,2011年02月,"287,800 Km",LKG-MP37F,6M60,エンジン,２０１８年１２月２６日,走行中、エアドライヤドレンバルブからエア漏れが発生のため、エア圧力が低下し、運行ができなくなった。
58,2019年02月24日,東京,ＨＰ,三菱,ふそうエアロスター,2011年08月,"244,400 Km",LKG-MP37F,6M60,エンジン,２０１８年９月２７日,エアコンプレッサーからのオイル上がりがエアチャージクーラーに堆積し閉塞したため、走行中にエアホースに亀裂が生じ、エア圧力が低下して運行ができなくなった。
59,2019年02月24日,東京,ＨＰ,三菱,ふそうエアロスター,2012年01月,"247,000 Km",LKG-MP37F,6M60,エンジン,２０１８年９月３０日、１１月７日、１１月,エアコンプレッサーおよびエアチャージクーラーに堆積した異物がエアコンプレッサーのドレンバルブに固着したため、エアコンプレッサーとエアドライヤ間のエアホース亀裂、エアドライヤドレンバルブよりエア漏れした。また、エアコンプレッサーからのオイル上がりがエアチャージクーラーに堆積したため、エアコンプレッサーとエアドライヤ間のエアチャージクーラーが閉塞し、エア圧力が低下して運行できなくなった。
60,2019年02月24日,東京,ＨＰ,三菱,ふそうエアロスター,2011年09月,"272,800 Km",LKG-MP37F,6M60,エンジン,２０１９年１月２０日,走行中、エアドライヤドレンバルブからエア漏れが発生のため、エア圧力が低下し、運行ができなくなった。
61,2019年02月24日,東京,ＨＰ,三菱,ふそうエアロスター,2010年12月,"339,590 Km",LKG-MP37F,6M60,エンジン,２０１８年１２月２４日,走行中、エアドライヤドレンバルブからエア漏れが発生のため、エア圧力が低下し、運行ができなくなった。
62,2019年02月24日,群馬,ＨＰ,トヨタ,アルファード,2013年12月,"53,000 Km",DBA-ANH25W,2AZ,車枠・車体,２０１９年２月２４日,洗車機で洗車後、水滴を拭き取っていたら屋根の塗装が剥がれた。
63,2019年02月24日,兵庫,ＨＰ,メルセデス・ベンツ,Ｅ２５０,2013年06月,"28,900 Km",RBA-212236C,274,制動装置,２０１９年１月,車を駐車した際、パーキングブレーキを掛けようとしたが、効かなかった。
64,2019年02月24日,岡山,ＨＰ,フォルクスワーゲン,ゴルフ,2010年07月,"68,000 Km",DBA-1KCAX,CAX,動力伝達,２０１９年２月２２日　午後３時４５分頃,信号が青になり右折発進、穏やかに加速を始めたところ、エンジンに違和感があり、回転が２０００回転より上がらないことに気づくとともに、速度が落ちた。
65,2019年02月24日,福岡,ＨＰ,ニッサン,セレナｅ－ＰＯＷＥＲ,2018年03月,"10,800 Km",DAA-HFC27,HR12-EM57,エンジン,２０１８年１２月,エンジンオイルが乳白色化する。
66,2019年02月23日,岩手,ＨＰ,アウディ,Ａ５カブリオレ,2011年03月,"80,600 Km",ABA-8FCALF,CDN,エンジン,車購入時,エンジンオイルの消費が激しく、１０００ｋｍ前後走行すると、毎回オイル補充警告が鳴る。
67,2019年02月23日,神奈川,24時間電話,ヤマハ,ＮＭＡＸ１２５,2017年07月,"6,000 Km",EBL-SE86J,E3P8E,エンジン,２０１９年２月２２日,信号待ちのアイドリングからの発進時、スロットルを少しずつ開けたところエンストした。
68,2019年02月23日,埼玉,ＨＰ,アルファロメオ,４Ｃ,2015年12月,"13,000 Km",ABA-96018,960A1,制動装置,２０１９年２月１５日午後１時２０分,富士スピードウェイを推定時速２３５ｋｍ／ｈで走行中にブレーキが全く効かなくなり、スピンしながらタイヤバリアに激突した。
69,2019年02月23日,愛知,ＨＰ,マツダ,アテンザワゴン,2013年08月,"122,000 Km",LDA-GJ2FW,SH,電気装置,２０１９年２月１５日,走行中、突然異音が発生し、確認すると、オルタネーターの軸にあるプーリーがズレ、隣のプラスチック部品に当たって異音が発生していた。
70,2019年02月22日,新潟,ＨＰ,ダイハツ,ミラカスタム,2007年03月,"60,000 Km",CBA-L285S,KF,車枠・車体,一昨日,助手席ドアモールのコーキング硬化により雨が浸入し、結果足元に取り付けてある電装品がショートしたため、ドアロック不動からはじまり、最終的にエンジン始動不能となった。
71,2019年02月22日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,日野,レンジャー,2018年04月,"80,000 Km",TKG-FD7JLAG,J07E,動力伝達,不明,クラッチが繋がっている状態で、カタカタと異音がする。
72,2019年02月22日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,ジープ,ラングラー,2015年07月,"34,000 Km",ABA-JK36L,G,エンジン,不明,２番シリンダーの圧縮低下と失火により、エンジン警告灯が点灯した。
73,2019年02月22日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,日野,レンジャー,2018年04月,"80,000 Km",TKG-FD7JLAG,J07E,エンジン,不明,エアドライヤからオイルが噴き出す。
74,2019年02月22日,静岡,ＨＰ,ＭＶ ＡＧＵＳＴＡ（生産国：イタリア）,Ｆ４,2015年10月,"8,000 Km",ZCGF630,F61B,動力伝達,２０１９年１月,クラッチが完全に切れなくなって修理に出したところ、クラッチ本体のクラッチハブのクラッチスプリング取付部が根元で断裂していた。
75,2019年02月22日,京都,24時間電話,トヨタ,プリウスＰＨＶ,2018年12月,5 Km,DLA-ZVW52,2ZR-1NM-1SM,その他,不明,カーナビゲーションの「お疲れ様」の音声が選択制ではなく、オフとされている。
76,2019年02月22日,滋賀,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ノート,2012年02月,"60,000 Km",DBA-E11,HR15,動力伝達,５８０００ｋｍくらいから,ＣＶＴ（無段変速機）の内部不良により、走行中に異音が出るようになった。
77,2019年02月21日,福島,ＨＰ,ボルボ,Ｖ６０クロスカントリー,2016年03月,"23,000 Km",LDA-FD4204T,D4204T,排ｶﾞｽ･騒音,購入直後,Ｏ２センサーと、ＥＧＲバルブの不良により、エンジンチェックランプが点灯する。
78,2019年02月21日,埼玉,ＨＰ,ニッサン,フェアレディＺ,2010年08月,"49,500 Km",CBA-Z34,VQ37,かじ取り,２０１９年２月２０日,ステアリングロックの故障により　エンジンをかけようとした際エンジンがかからずイグニッションにすら入らなくなった。メーターパネルにはキー警告灯が点灯していた。
79,2019年02月21日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,キューブ,2012年01月,"19,600 Km",DBA-Z12,HR15,かじ取り,２０１９年２月,ステアリングロック不良により、エンジンが始動しなくなった。
80,2019年02月21日,静岡,ＨＰ,ニッサン,サファリ,2005年07月,"72,505 Km",TA-WFGY61,TB48DE,その他,２０１８年７月、中古購入時より,燃料計の指示値が走行中に上昇してしまい、正しい残量が表示されない。
81,2019年02月21日,香川,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ワゴンＲ,2009年07月,不明,DBA-MH23S,K6A,保安灯火,不明,ブレーキランプの接触不良により、２～３年毎にランプが点灯しなくなる。
82,2019年02月20日,北海道,ＨＰ,トヨタ,アルファードハイブリッド,2002年03月,"85,000 Km",DAA-ATH20W,2AZ-2JM-2FM,車枠・車体,２０１８年１０月頃,ホワイトパール塗装の車で、ボンネット等の塗装が剥がれた。
83,2019年02月20日,福島,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ハイゼットジャンボ,2018年05月,"10,000 Km",EBD-S500P,KF,動力伝達,不明,信号停止時や、バックにギアを入れた際に、ドンという衝撃が発生することがある。
84,2019年02月20日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナ,2013年03月,"45,200 Km",DAA-HC26,MR20-SM23,制動装置,１週間前,左後輪の外側のブレーキパッドだけが極端に早期摩耗し、ローターと接触して傷がついてしまった。
85,2019年02月20日,千葉,ＨＰ,ホンダ,Ｎ－ＢＯＸ,2017年09月,"6,922 Km",DBA-JF3,S07B,制動装置,２０１８年９月頃から２０１９年１月にかけ,踏切で一時停止からの発進時、前車がいない状況で追突防止が作動し急停止した。
86,2019年02月20日,群馬,ﾌﾘｰﾀﾞｲｱﾙ,日野,プロフィア,2018年02月,不明,2PG-FS1AHG,A09C,保安灯火,２０１８年１１月３０日,左後写鏡の湾曲角度が浅いため、左隣の車線で死角が出来、車線変更時に並走していた車両が見えず、巻き込み事故になった。
87,2019年02月20日,愛知,ＨＰ,ダイハツ,タントカスタム,2011年05月,不明,DBA-375S,KF,エンジン,不明,エンジンオイルの消費が著しく、３か月に一度位オイル交換をしているが、突然オイル警告灯が点灯する。
88,2019年02月19日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,プリウス,2009年05月,"104,800 Km",DAA-ZVW30,2ZR-3JM,制動装置,不明,高速道路を走行中、突然ブレーキ系統の警告灯が４つ点灯してブレーキの踏み応えが著しく悪くなった。ブレーキペダルを奥まで踏み込んでみると、ＡＢＳが無いフルロックのような急ブレーキがかかる状態になったため、ディーラーで調べてもらうと、タイヤハウス内のシールドが外れたことで、雪が過剰に溜まり、ＡＢＳセンサーを断線させたものと診断された。
89,2019年02月19日,富山,ＨＰ,ホンダ,オデッセイ,2004年10月,"102,800 Km",DBA-RB1,K24A,かじ取り,不明,パワーステアリングポンプから異音がし、突然ステアリングホイールが異常に重たくなった。
90,2019年02月19日,富山,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,リーフ,2012年09月,"15,000 Km",ZAA-ZE0,EM61,電動機(モーター),不明,１５０００ｋｍの走行で、バッテリーの容量計が２セグメント減った。駆動バッテリーの充電時間が、通常は３０分のところ、冬季になると１時間かかるようになり、走行可能距離は８割充電で１００ｋｍ程度しか走らず、暖房やデフロスタを使うとさらに短縮する。
91,2019年02月19日,埼玉,ＨＰ,ニッサン,サファリ,2005年03月,"230,000 Km",TA-WFGY61,TB48,その他,２０１８年８月頃,燃料計の針が実際の燃料残量よりも多く表示し、なかなか下がらなくなった。
92,2019年02月19日,愛知,ＨＰ,トヨタ,アルファード,2018年09月,不明,DBA-AGH30W,2AR,車枠・車体,２０１８年１２月,悪路走行中に天井ルーフイルミネーション辺りからカタカタ、パキパキと異音がする。
93,2019年02月19日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,エスティマ,2006年05月,"83,300 Km",DBA-GSR50W,2GR,かじ取り,２０１９年２月１８日,エンジンを始動するため、スタートボタンを押したところ、パワーステアリング警告灯が点灯し、パワーステアリングが効かなくなった。
94,2019年02月19日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ソリオ,2013年03月,"51,300 Km",DBA-MA15S,K12B,かじ取り,不明,ステアリングロックユニットの不良でエンジンがかからなくなった。
95,2019年02月19日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,フェアレディＺ,2010年12月,"38,000 Km",CBA-Z34,VQ37,かじ取り,不明,ステアリングロックの不良により、給油後に突然エンジンがかからなくなった。
96,2019年02月19日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,プリウスα,2011年08月,"47,600 Km",DAA-ZVW41W,2ZR-5JM,エンジン,２０１８年１２月２９日,駐車場から道路上に出ようとした時にぶおーっと言う音とともに、勝手に３０～４０ｋｍ／ｈで走り出して　ブレーキが効かずに花壇に衝突してしまった。
97,2019年02月19日,兵庫,ＨＰ,ホンダ,Ｎ－ＷＧＮ,2014年08月,"45,800 Km",DBA-JH1,S07A,エンジン,２０１９年１月,アイドリングストップ警告灯が消えない。バッテリー、バッテリーセンサーの交換をし、ＥＣＵアップデートも行っているが、不具合が治らない。
98,2019年02月19日,福岡,ＨＰ,トヨタ,アルファード,2010年01月,"154,200 Km",DBA-GGH20W,2GR,車枠・車体,２０１９年１月頃,洗車時、天井の塗装が剥がれていた。
99,2019年02月18日,岩手,ＨＰ,スバル,ステラ,2009年12月,"119,600 Km",DBA-RN2,EN07,エンジン,２０１８年１２月３１日９時,走行中にエンジンルームから異音がしたためボンネットを開けたところ、オイルが噴き出ており、走行できなくなった。
100,2019年02月18日,秋田,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＣＸ－５,2017年03月,不明,LDA-KF2P,SH,車枠・車体,不明,雪道を走行時、カーブで車体が著しく流された。
101,2019年02月18日,長野,ＨＰ,ニッサン,エルグランド,2004年04月,"182,000 Km",UA-E51,VQ35,エンジン,２０１７年から間欠的（季節要因無し）,イグニッションスイッチを回してもセルが回らない。この状態の時、リモートエンジンスターターのヒューズ切れが頻発する。
