番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
39,2021年03月29日,東京,ＨＰ,メルセデス・ベンツ,Ｖ２２０ｄ,不明,不明,LDA-447811,不明,車枠・車体,購入後３０ヶ月から,外装パネル接合部において、シールと塗装の接着が悪く、経年的に塗装が剥がれる。
40,2021年03月29日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,マーチ,不明,不明,DBA-K13,HR12,動力伝達,不明,発進しようとすると、ガタガタして速度が出ない。
41,2021年03月29日,埼玉,ＨＰ,メルセデス・ベンツ,Ｃ２００ステーションワゴン,2014年12月,"29,600 Km",RBA-205242C,274,燃料装置,２０２１年２月頃,燃料ポンプ低圧ラインからガソリンが漏れた。
42,2021年03月29日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,ボルボ,ＦＨ,2019年02月,"245,800 Km",2DG-KA2TDA1,D13,車枠・車体,不明,フロントガラスの上部中央あたりから車室内に雨漏りする。
43,2021年03月29日,栃木,ＨＰ,三菱,デリカＤ５,2014年08月,"106,000 Km",LDA-CV1W,4N14,排ｶﾞｽ･騒音,不明,エキゾーストマニホールドのフランジ溶接部から排気漏れが発生した。
44,2021年03月29日,愛知,ＨＰ,アルファロメオ,ステルヴィオ,2020年10月,"5,600 Km",3DA-94922,55284529,動力伝達,新車納車時から,平坦路を約４０ｋｍ／ｈで走行中、アクセルペダルを離しブレーキを踏んだ途端にエンジン回転数が約７００ｒｐｍ上昇し加速ショックが発生する。
45,2021年03月29日,愛知,ＨＰ,フォルクスワーゲン,パサート,2014年03月,"60,000 Km",DBA-3CCAX,CAX,乗車装置,７年目の車検時,シートベルトバックルの配線切れにより、シートベルトの警告灯が点灯しなくなった。
46,2021年03月29日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,ミニクラブマン,2016年06月,"52,400 Km",LDA-LR20,B47C20A,乗車装置,不明,ドア開閉ボタンを押していないのにリヤドア（観音ドア）が勝手に開く。
47,2021年03月29日,大阪,電話,トヨタ,ルーミー,2020年08月,不明,DBA-M900A,1KR,制動装置,新車購入直後,リアドラムブレーキ付近より「ギュッギュッ」との異音が発生する。
48,2021年03月29日,兵庫,ＨＰ,三菱,パジェロイオ,2000年04月,"149,400 Km",GF-H66W,4G93,保安灯火,２０２１年３月２０日,右側ヘッドランプのｌｏｗビームが点灯しなかったので、バルブか配線か確認のため、左右のバルブを入れ換えてようとしたが、左側のソケットが外せなかった、よく見るとソケットが溶けていた。
49,2021年03月29日,鹿児島,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,アルト,不明,不明,DBA-HA36S,R06A,エンジン,２年前,信号待ちなどでブレーキペダルを踏み込んでいると、エンジンの回転が上がっていき、車が押し出されそうな挙動が発生する。
50,2021年03月28日,富山,ＨＰ,スズキ,スイフトスポーツ,2018年04月,不明,CBA-ZC33S,K14C,制動装置,２０２１年３月２５日,ブレーキからキーと異音がし、走りが重く燃費悪化と通常走行後にリヤディスクだけが熱くなる症状があり、タイヤ交換時にブレーキを確認したところ、リヤパッドが斜めに偏摩耗しているのを発見した。
51,2021年03月28日,神奈川,ＨＰ,フォルクスワーゲン,ゴルフオールトラック,2017年08月,"18,777 Km",ABA-AUCJSF,CJS,エンジン,２０２１年１月１１日,ボンネットを開け、日常点検を行っていたところ、ボンネット裏にあるインシュレータの爪が熱で縮み垂れ下がってきていた。購入後２回目であり、１回目の交換は、２０１９年９月に同様事象で交換してもらっている。
52,2021年03月28日,神奈川,ＨＰ,スバル,インプレッサＧ４　２．０,2012年03月,"55,000 Km",DBA-GJ6,FB20,エンジン,２０２１年３月,ディーラーでの車検時、冷却水にエンジンオイルが混入しているため、エンジン修理の必要が連絡あると指摘された。
53,2021年03月28日,神奈川,ＨＰ,フォルクスワーゲン,ゴルフオールトラック,2017年08月,"16,500 Km",ABA-AUCJSF,CJS,エンジン,２０２０年６月２７日,車検検査でサーモスタットハウジングからの冷却水漏れが発見された。
54,2021年03月28日,神奈川,ＨＰ,フォルクスワーゲン,ゴルフオールトラック,2017年08月,"16,500 Km",ABA-AUCJSF,CJS,保安灯火,２０２０年９月１４日,エンジンを始動したら、メータパネルにウィンカーランプ切れの警告が表示された。車を降りて、ランプを確認したが切れておらず、ディーラーに持ち込み検査したところ、ドアミラーオープン回路故障の履歴が確認され、ターンシグナルレンズ交換となった。
55,2021年03月28日,愛知,ＨＰ,スズキ,パレット,2009年01月,"103,646 Km",DBA-MK21S,K6A,エンジン,不明,高速道路を走行中、突然エンジンが白煙を上げて停止した。車の制御が不可能となった。ディーラーで確認したところ、エンジンオイルがなくなり、エンジンに穴が開いていた。
56,2021年03月28日,京都,ＨＰ,ニッサン,セレナ,2019年11月,"7,000 Km",DAA-HC27,HR12-EM57,保安灯火,２０２１年１月頃に気付いた,アダプティブＬＥＤヘッドライト搭載車で、対向車が来ると減光されるが、すれ違いが完了する直前（約５ｍ）にハイビームになり、対向車の運転手の顔を照らしてしまう。また、このハイビーム照射を防止するためにロービームに切り替えようとしても対向車を感知してロービームになっている状態でライトレバーを手前に操作するとパッシングになってしまう。
57,2021年03月28日,宮崎,ＨＰ,トヨタ,プリウス,2017年02月,"20,700 Km",DAA-ZVW51,2ZR-1NM,保安灯火,２０２１年３月,左右テールランプレンズの内側一部分が白くなった。
58,2021年03月28日,沖縄,24時間電話,トヨタ,プリウス,2010年06月,"52,146 Km",DAA-ZVW30,2ZR-3JM,電動機(モーター),不明,ハイブリッドシステムチェックのエラーの表示が出て消えなくなり、エンジンがかかりっぱなしになった。
59,2021年03月27日,北海道,ＨＰ,トヨタ,ＭＲ－Ｓ,2007年06月,"96,000 Km",TA-ZZW30,1ZZ,動力伝達,２０２１年３月中頃から。,変速をすると突然トランスミッション警告灯、エンジンチェックランプが点灯し、エンストしてしまった。その際にピーピーと警告音が鳴った。キーをオフにし、もう一度エンジンをかけようとしてもエンジンがかからず、その場で５分以上停車してしまった。
60,2021年03月27日,東京,ＨＰ,マツダ,アクセラ,2019年02月,"12,000 Km",LDA-BMLFS,S5,その他,２０１９年３月,カーナビゲーションが適切なルート選択をしないときがある。また、不必要な路地等をループで一巡迂回するルートを表示する。
61,2021年03月27日,千葉,ＨＰ,ホンダ,Ｎ－ＢＯＸカスタムダーボ,2018年05月,"11,800 Km",DBA-JF3,S07b,エンジン,２０２１年３月１５日,走行中アクセルＯＦＦでエンジン回転数が落ちずに加速し続ける。違うタイミングでは極端にエンジンブレーキがかかり車速がグン！と下がり体が前のめりになる時もある。
62,2021年03月27日,千葉,ＨＰ,ＢＭＷ,Ｘ１,2016年10月,"31,830 Km",LDA-HT20,B47C20A,動力伝達,２０２０年３月２日,パーキングブレーキをかけると、コントロールディスプレイに「トランスミッションの警告」と「停車時にはパーキングブレーキをかけてください」のメッセージが、メーターパネルにはＰマークが出ているのに「車両動き出し注意」のメッセージが出る。車の動きには全くおかしいところはない。
63,2021年03月27日,福井,ＨＰ,プジョー,５００８,2015年03月,"45,000 Km",ABA-T875F02,5F02,エンジン,２０２１年１月１日,エンジンのピストンに煤が溜まっていたため、国道を約６０ｋｍ／ｈでオートクルーズ走行していたところ、エンジンの警告灯点灯とともにエンジン出力がダウンし、走行不能になった。
64,2021年03月27日,福井,ＨＰ,プジョー,５００８,2015年03月,"45,000 Km",ABA-T875F02,5F02,エンジン,２０２１年１月３１日,タイミングチェーンの破損により、エンジン始動時にガラガラとディーゼルエンジンのような異音が発生した。
65,2021年03月27日,福井,ＨＰ,プジョー,５００８,2015年03月,"45,000 Km",ABA-T875F02,5F02,制動装置,２０２１年３月１１日,ブレーキブースターの故障により、走行中にブレーキが突然効かなくなり、止まらなくなった。
66,2021年03月27日,愛媛,ＨＰ,ダイハツ,タント,2015年08月,"26,700 Km",DBA-LA600S,KF,乗車装置,２０２１年,フロント左右ドアインナーハンドルのワイヤーが切れ、内側からのドアが開けられなくなった。
67,2021年03月27日,鹿児島,ＨＰ,ニッサン,ノート,2019年07月,"12,000 Km",DAA-HE12,HR12-EM57,走行装置,２０２１年３月,左後輪のハブベアリング不良により、走行中「ゴー」という大きな異音が発生した。
68,2021年03月26日,北海道,ＨＰ,トヨタ,ライズ,2020年06月,不明,5BA-A210A,1KR,エンジン,２０２１年１月,エンジン始動時、クランキング時間が長い。
69,2021年03月26日,宮城,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ハスラー,不明,"130,000 Km",DAA-MR41S,R06A-WA04A,エンジン,２０２０年１１月,プーリーの錆びでベルトがすぐ切れる。
70,2021年03月26日,東京,ＨＰ,シトロエン,Ｃ３　ＳＨＩＮＥ,2020年02月,"9,800 Km",3BA-B6HN05,HN05,かじ取り,２０２０年２月２７日,低速時（時速約４０ｋｍまで）ハンドルが左に５０度ほど傾き（右も時々あり）その方向に車が曲がってしまう。
71,2021年03月26日,神奈川,ＨＰ,ＢＭＷ,５２３ｄ,2018年06月,"25,000 Km",LDA-JC20,B47D20A,走行装置,１回目２０２０年１２月、２回目２０２１年,高速道路走行中にタイヤから何か剥がれる音がしたため、停車して確認したところ、トレッド面が３０㎜角で厚さ２ｍｍ程度で剥がれていた。
72,2021年03月26日,神奈川,ＨＰ,マツダ,ＭＡＺＤＡ３,2020年02月,"9,600 Km",3AA-BPEP,HF-MK,電気装置,２０２０年３月２０日,エンジンを停止して数時間洗車後、エンジンをかけようとすると、全ての警告灯が点滅をはじめてエンジンがかからない。バッテリーを充電しても復旧することはなく、バッテリーごと交換すると何故かエンジンが起動できる。
73,2021年03月26日,高知,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,レッツ,2018年01月,不明,2BH-CA4AA,A409,保安灯火,購入から１年後,方向指示器左折時のみスイッチが入りにくくなった。
74,2021年03月26日,熊本,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ノート,2014年12月,"120,000 Km",DBA-E12,HR12,その他,中古車で購入当初から,冷房・暖房が効きにくい。
75,2021年03月25日,東京,ＨＰ,三菱,ふそうスーパーグレート,2017年09月,"310,000 Km",QPG-FV60VX,6R10,エンジン,２０２０年１２月５日,オイルパンにヒビが入りオイルが漏れ出した。
76,2021年03月25日,東京,ＨＰ,三菱,ふそうスーパーグレート,2017年09月,"310,000 Km",QPG-FV60VX,6R10,エンジン,２０２１年３月,水温計が上がってしまいエンジン音がうるさくなった。
77,2021年03月25日,埼玉,ＨＰ,ボルボ,ＸＣ６０　Ｂ５,2021年02月,33 Km,5AA-UB420TXCM,B420T2-3330,制動装置,２０２１年３月１２日,ブレーキペダルを踏んでドライブレンジに入れてパーキングブレーキを解除したら、ブレーキペダルを踏んでいるのに車が前にズルズルと進んで行った。
78,2021年03月25日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸ,2016年09月,"50,000 Km",DBA-JF1,S07A,エンジン,不明,エンジンがかからなくなったり、道路の真ん中で止まったりする。
79,2021年03月25日,栃木,ＨＰ,ホンダ,ＣＲ－Ｖ,2020年03月,不明,DBA-RW1,L15B,電気装置,今年２月,車載レーダーが雨により機能が使用不能になる。
80,2021年03月25日,栃木,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,２１８ｉ,不明,不明,DBA-2D15,B38A15A,エンジン,不明,車検から戻った直後にエンジンマウントの損傷で油漏れが発生した。
81,2021年03月25日,愛知,ＨＰ,ハーレーダビッドソン,ＦＬＦＢＳ,2018年05月,"13,000 Km",2BL-STK,K,制動装置,８０００ｋｍ走行位,リヤディスクローターが手で回すと、カタカタ音がするほどのガタが発生した。
82,2021年03月25日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ＮＶ３５０キャラバン,2013年03月,不明,LDF-VW6E26,YD25,車枠・車体,不明,天井の塗装が剥がれ、錆が発生している。
83,2021年03月25日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,スペーシアＨＶ,2021年03月,不明,DAA-MK53S,R06A-WA05A,エンジン,不明,ショッピングモールの駐車場から発進時に突然エンジンが止まってしまいそのまま走行不能になった。
84,2021年03月25日,大阪,ＨＰ,ニッサン,セレナ,2014年12月,"108,387 Km",DAA-HFC26,MR20-SM23,電気装置,２０２０年夏頃から,エンジンをかけると異音（ウィーン音やカラカラ音）が発生したため、整備工場で診てもらうと、オルタネータから発生していると診断された。
85,2021年03月25日,大阪,ＨＰ,アウディ,Ａ４,2011年06月,"78,000 Km",DBA-8KCDN,CDN,保安灯火,２０２１年３月２４日,走行中に左ミラーの鏡面が落ちた。
86,2021年03月25日,広島,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ビアンテ,2008年08月,"100,000 Km",DBA-CC3FW,L3,エンジン,最近,エンジンオイルの消費が激しく、５０００ｋｍ走るころにはオイルゲージの下限を下回ってしまう。
87,2021年03月25日,広島,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ビアンテ,2011年04月,"73,000 Km",DBA-CCEFW,LF,エンジン,５万ｋｍ～,エンジンオイルの消費が激しく、５０００ｋｍ走るころにはオイルゲージの下限を下回ってしまう。
88,2021年03月25日,宮崎,ＨＰ,ＢＭＷ,Ｒ１２００ＧＳ,2018年10月,不明,2BL-R12NA,122EN,その他,２０２０年１２月,純正ナビゲーション（モトラッドナビゲーター６）が異常な動作を繰り返す。
89,2021年03月25日,不明,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,シエンタ,不明,不明,DBA-NSP170G,2NR,乗車装置,購入当時から,スライドドアの作動が不安定で、開けたいときに開かない、不要な時に勝手に開く症状が散発する。
90,2021年03月24日,宮城,ＨＰ,ホンダ,バモス,2010年11月,"104,800 Km",ABA-HM2,E07Z,エンジン,２０２０年５月と１０月,中古で購入して直ぐ５月にエンジン警告灯が点き、１０月には水温警告灯、オーバーヒートの警告が連続して点いた。
91,2021年03月24日,宮城,ＨＰ,トヨタ,クラウンマジェスタ,2009年07月,"122,400 Km",DBA-URS206,1UR,制動装置,２０２１年３月,冷間時、ＰからＤへミッションを切り返した際、ブレーキの効きが弱いため、ペダルの踏み込みが浅いと車両自体が動く。
92,2021年03月24日,富山,電話,いすゞ,ギガ,2020年03月,"107,800 Km",2PG-EXD52CE,6WG1,緩衝装置,不明,後軸リーフスプリングのセンターボルトが規定トルクで締め付けてあるのに走行していると次第に緩んでくる。
93,2021年03月24日,東京,ＨＰ,ボルボ,ＸＣ４０,2020年12月,"1,300 Km",5AA-XB420TXCM,B420T6-3330,制動装置,２０２０年１２月,ブレーキのオートホールド機能（Ａ）動作と同時にパーキングブレーキ（Ｐ）がかかる動作が頻繁に発生した。ＡとＰ同時動作後、Ｐが勝手に解除され、車が動いた。
94,2021年03月24日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ソリオ,2021年01月,200 Km,5AA-MA37S,K12C-WA05A,動力伝達,不明,駐車後退時、急発進して庭の木にぶつかる物損事故になった。
95,2021年03月24日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,ボルボ,Ｖ６０,2012年03月,"65,000 Km",DBA-FB4164T,B4164T,動力伝達,２０２１年３月２４日,警告灯が点灯しギアが２速に上がっていかない。
96,2021年03月24日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,カワサキ,ＺＸ２５０Ｒ,不明,不明,2BK-ZX250E,ZX250EE,エンジン,不明,原動機ＥＣＵについてのサービスキャンペーンの措置を済ませた車両で、暖機後の再始動が２０秒以上かかる。
97,2021年03月24日,愛知,ＨＰ,マツダ,ＣＸ－５,2012年06月,"112,000 Km",LDA-KE2FW,SH,電気装置,２０２１年３月８日,走行中に何かが落下するような音がして「充電システム異常」が表示されたため、エンジンルーム内を確認したらオルタネーターのプーリが脱落していた。
98,2021年03月24日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,パサートヴァリアント,2011年07月,"61,000 Km",DBA-3CCAX,CAX,動力伝達,不明,走行中にエンジン吹けず、加速出来なくなった。
99,2021年03月23日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,アルトラパン,2020年10月,不明,5BA-HE33S,R06A,保安灯火,不明,ドラミラーの鏡面がゆがんでいるため、景色がモヤモヤとひずんでいる。
100,2021年03月23日,栃木,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,Ｅ３５０,2012年06月,"38,100 Km",RBA-212059C,276,電気装置,不明,カムポジションセンサー、アングルセンサー、オイルレベルセンサーの配線にエンジンオイルが染み込み、Ｏ２センサーのコネクターや、ＥＣＵのコネクターへオイルが回ることで故障に至る。
101,2021年03月23日,大阪,ＨＰ,ホンダ,オデッセイ,2012年05月,"50,700 Km",DBA-RB3,K24A,かじ取り,２０２１年３月４日,パワーステアリングの故障により、交差点を左折中にハンドルが動かなくなり、交差点に停車中の対向車に衝突寸前でブレーキにて停車した。
102,2021年03月23日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,１１６ｉ,2011年11月,不明,DBA-1A16,不明,エンジン,昨年の春ごろ,ドライブトレーンの警告表示が出る。昨年の春ごろに一度警告表示が出て、しばらくして消えたため、様子を見ていたのだが、２０２０年１１月ごろに再発をした。
