番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
11,2019年11月29日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナ,2015年12月,"50,000 Km",DAA-HC26,MR20-SM23,動力伝達,不明,ＣＶＴの不具合により、アクセルを開けても車が加速しなくなり、路肩に停車したところ、そのまま走行不能になった。
12,2019年11月29日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ノート,2015年10月,"26,200 Km",DBA-E12,HR12,エンジン,２０１９年１１月１３日,コンピューターの不良により、エンジンがかからなくなった。
13,2019年11月29日,和歌山,ＨＰ,日野,プロフィア,2018年02月,"295,000 Km",2PG-FW1AHG,A09C,制動装置,２０１９年１１月２７日,４軸低床車で、走行中左２軸がパンク（ほぼバースト）したら、フットブレーキ＆サイドブレーキがまったく効かずにリターダーと軽い上り坂で何とか停止できた。
14,2019年11月29日,福岡,来訪,トヨタ,アクシオ,2011年03月,"51,500 Km",DBA-NZE141,1NZ,制動装置,不明,時速２０ｋｍ／ｈで走行中、交差点でブレーキペダルを踏んだが、ペダルが固くて踏めなかった。もしかしたら間違いと思ってアクセルペダルを踏んだら加速したので踏み間違いではないと思った。その後、オートマチックのレンジをニュートラルにしてブレーキペダルを踏んだらブレーキが効いた。当時エンストはしていなかった。
15,2019年11月28日,北海道,ＨＰ,ホンダ,ＦＲＥＥＤハイブリッド,2017年06月,"51,060 Km",DAA-GB8,LEB-H1,動力伝達,２０１９年１１月２２日,車輪がロックを繰り返し、ノッキングする状況で大きなガキン・ガキンと音を繰り返す。
16,2019年11月28日,福島,ﾌﾘｰﾀﾞｲｱﾙ,アウディ,Ａ１,2012年03月,"149,500 Km",DBA-8XCAX,CAX,保安灯火,不明,フロントガラスの左右上端部の接着が剥がれ、ドアを閉めると浮き上がり、異音がするようになった。
17,2019年11月28日,東京,ＨＰ,ポルシェ,ケイマン,2012年03月,"36,000 Km",ABA-987MA120,MA120C,動力伝達,２０１９年１１月,走行中にシフトケーブルが破断し、３速固定のままギアチェンジ不能となった。
18,2019年11月28日,愛知,ＨＰ,スズキ,ソリオバンディット　ＭＶ,2019年03月,"6,500 Km",DAA-MA36S,K12C-WA05A,保安灯火,不明,前照灯のオートレベリング機能の作動が過大で、大人４人乗車時に光軸が大きく下がり、照射距離が約２０ｍ以下になる。
19,2019年11月28日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,スバル,インプレッサスポーツ,2016年02月,"20,000 Km",DBA-GP2,FB16,動力伝達,２日前から,シフトロックソレノイドユニットの故障により、シフトをＰレンジに入れているのにも関わらず、イグニッションをオフに出来ず、鍵が抜けなくなった。
20,2019年11月28日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ワゴンＲ,2013年03月,"55,600 Km",DBA-MH34S,R06A,エンジン,購入時から,アイドリング中にブレーキペダルを踏み込むと、エンジン回転が１５００ｒｐｍ程まで上昇し、車が進もうとしてしまう。
21,2019年11月28日,和歌山,ＨＰ,マツダ,ＣＸ－５,2013年06月,"91,000 Km",LDA-KE2FW,SH,エンジン,２０１９年１０月末,高水温警告灯が点灯しないのにオーバーヒートを起こし、エンジンが故障した。
22,2019年11月27日,長野,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,オーリスハイブリッド,2016年06月,不明,DAA-ZWE186H,不明,走行装置,不明,車体に貼付されているタイヤ空気圧ラベルに、当該車両に装着出来ないタイヤサイズが記載されている。
23,2019年11月27日,東京,ＨＰ,テスラ,モデル３,2019年11月,199 Km,ZAA-3L13,3D1,保安灯火,２０１９年１１月１８日,ガラスのすりキズ及びドアガラスの欠けを確認した。
24,2019年11月27日,東京,ﾌﾘｰﾀﾞｲｱﾙ,スバル,ＢＲＺ,2012年12月,"33,300 Km",DBA-ZC6,FA20,エンジン,不明,バルブスプリングのリコール作業を受けた車で、冷却水が噴き出した。
25,2019年11月27日,東京,ﾌﾘｰﾀﾞｲｱﾙ,三菱,アウトランダーＰＨＥＶ,2019年09月,不明,5LA-GG3W,4B12-S61-Y61,保安灯火,購入直後から,オートライト、オートワイパーの感度が過敏なため、あまり暗くなくても前照灯が点いたり、雨が降っていないのにワイパーが全開作動する。
26,2019年11月27日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,プリウス,2014年07月,不明,DAA-ZVW30,2ZR-3JM,その他,不明,カーナビ本体から異常電流が流れたため、左後席ドアスピーカーから発火した。後日の調査では、カーナビ本体に何らかの液体がこぼれた形跡が発見され、外的要因とされた。
27,2019年11月26日,福島,ﾌﾘｰﾀﾞｲｱﾙ,いすゞ,エルフ,2012年08月,不明,SKG-NKR85YN,4JJ1,燃料装置,２０１９年１１月,コモンレールから燃料が漏れ、アクセルを開けると燃料が噴霧される状態になった。
28,2019年11月26日,東京,ＨＰ,スバル,エクシーガ,2009年09月,"72,000 Km",CBA-YA5,EJ20,動力伝達,２０１９年１０月３１日、１１月１１日、１,発進加速で速度が上がらず、その後大きな音と衝撃を伴って突然加速を始める。
29,2019年11月26日,三重,ＨＰ,メルセデス・ベンツ,Ｃ１８０　クーペ,2012年03月,"25,351 Km",DBA-204349,271,エンジン,２０１８年１２月頃から現在に至るまで,エンジンが冷えている時に、エンジンを掛けると、キィィィィィンーと大きな音がする。
30,2019年11月26日,京都,ＨＰ,トヨタ,マークＸジオ,2008年06月,"110,500 Km",DBA-ANA10,2AZ,エンジン,２０１９年１１月２２日,エンジンを始動させたら警告音が鳴り、メーターパネルに「エンジン油圧低下」の表示が出た。
31,2019年11月26日,兵庫,ＨＰ,M C C,スマートクーペ,2003年02月,"60,000 Km",GH-MC01M,13,エンジン,４車線道路交差点内でいきなりエンジン停止,交差点内でいきなりエンジンが停止し、その後、エンジンかからなくなった。警察に交通整理をしてもらい、自力で押して路肩に寄せた。
32,2019年11月26日,不明,電話,トヨタ,カローラ・スプリンター,不明,不明,不明,不明,動力伝達,不明,Ｎレンジにしているのに車両が勝手に前進した。
33,2019年11月25日,東京,ＨＰ,ジープ,ラングラーアンリミテッド,2019年09月,"1,000 Km",ABA-JL20L,不明,制動装置,２０１９年１０月（新車購入後すぐ）,高速道路の架線下や、屋内駐車場等を走行中に突然緊急ブレーキとメーター内ディスプレイに表示が出て、大音量のブザーと共に突如急ブレーキがかかる。
34,2019年11月25日,埼玉,ＨＰ,マツダ,デミオ,2015年06月,"100,000 Km",LDA-DJ5FS,S5,排ｶﾞｽ･騒音,１万ｋｍ走行毎に,ＤＰＦのＰＭの燃焼を行うことが頻繁になり、燃費の悪化と併せて加速不良を起こす。リコールを受けたが完全には改善しない。
35,2019年11月25日,埼玉,ＨＰ,ドゥカティ,パニガーレ　Ｖ４ｓ,2019年09月,"2,000 Km",2BL-DA00J,1100W4,動力伝達,２０１９年１１月２４日,高速道路を一時間ほど運転し、渋滞が始まって減速しようとクラッチを操作してシフトダウンをした際、シフトダウンできない。
36,2019年11月25日,茨城,電話,スズキ,アルト,2019年01月,不明,DBA-HA36S,R06A,制動装置,不明,低速で衝突被害軽減ブレーキ作動する際、警報音がないまま突然ブレーキがかかる。
37,2019年11月25日,愛知,ＨＰ,ダイハツ,タント,2019年08月,"1,761 Km",6BA-LA650S,KF,エンジン,２０１９年１１月,エンジンを始動しようと始動ボタンを押したところクランキングはするものの全くエンジンはかからない、何度繰り返してもかからない。
38,2019年11月25日,熊本,ＨＰ,フォルクスワーゲン,ゴルフカブリオレ,2012年12月,"84,000 Km",DBA-1KCAVK,CAV,動力伝達,２０１９年１１月２３日,一般道路を走行中に衝撃が発生し、ギアポジション表示部にスパナマークが点灯、アクセルペダルを踏んでも動力が伝わらず、変速不能・走行不可になった。
39,2019年11月25日,鹿児島,ＨＰ,アウディ,Ａ１,2013年06月,"83,800 Km",DBA-8XCAX,CAX,動力伝達,２０１９年１１月２２日,ＤＳＧメカトロニクスの故障により、ギアのメーターに警告灯が点灯し、その後ギアが入らなくなり動けなくなった。
40,2019年11月24日,北海道,ＨＰ,トヨタ,ノア,2010年01月,"92,800 Km",DBA-ZRR75W,3ZR,エンジン,２０１８年１２月,バルブリフトコントローラー故障により、エンジンチェックランプ点灯し異常警告灯が、ほぼ全灯した。
41,2019年11月24日,石川,ＨＰ,ホンダ,ＶＥＺＥＬハイブリッド,2015年01月,"135,747 Km",DAA-RU4,LEB-H1,動力伝達,２０１９年１１月１２日午後１０時,高速道路を走行中に突然クラッチに異常が起き、エンジンの回転数が上がるが自走不能状態になり、惰性でインターチェンジの料金所手前に流れ着いた。
42,2019年11月24日,埼玉,ＨＰ,ニッサン,セレナ,2016年09月,"48,300 Km",DAAｰGC27,MR20-SM24,電気装置,２０１９年９月２０日,故障警告灯が点灯したが、原因不明との回答があり、エンジン周りを分解して調べた結果、ハーネスカプラーの接圧不良と判明した。
43,2019年11月24日,埼玉,ＨＰ,スズキ,スペーシア　カスタム,2018年06月,"4,500 Km",DAA-MK53S,R06A-WA05A,制動装置,不明,サイドブレーキランプが点きっぱなしになった。
44,2019年11月24日,静岡,ＨＰ,ニッサン,デイズルークス,2016年03月,"61,000 Km",DBA-B21A,3B20,保安灯火,２０１９年１１月,左ドアミラーが格納しなくなり、モーターの空回る音が鳴る。
45,2019年11月23日,宮城,ＨＰ,ダイハツ,タントカスタム,2009年07月,"110,000 Km",CBA-L375S,KF,エンジン,２０１９年１１月,エンジンオイルが交換後３０００ｋｍの走行で約１Ｌ消費している。冷間時にエンジンから異音が出る。
46,2019年11月23日,福島,ＨＰ,ホンダ,フィットハイブリッド,2016年03月,"100,829 Km",DAA-GP5,LEB-H1,エンジン,２０１９年１１月１９日,警告灯が点灯し、「Ｈｏｎｄａスマートキーシステム点検」と表示される。
47,2019年11月23日,青森,ＨＰ,スバル,レガシィ,2006年09月,"10,300 Km",CBA-BP5,EJ20,緩衝装置,２０１９年１１月２２日,左前輪ストラットのアッパーマウント固定ボルトが破断した。
48,2019年11月23日,神奈川,ＨＰ,アルファロメオ,ジュリア　クアドリフォリオ,2018年03月,"8,500 Km",ABA-95229,670050436,電気装置,納車半年～１年,エンジンが始動できなくなり、バッテリーを点検したところ、バッテリーが破損し、バッテリー液がトランク内に多量に漏れていた。
49,2019年11月23日,神奈川,ＨＰ,アルファロメオ,ジュリア　クアドリフォリオ,2018年03月,"8,500 Km",ABA-95229,670050436,その他,納車半年～１年,セパレートエアコンの助手席側の温度管理できなくなり、コンプレッサーを止めると温風になる。
50,2019年11月23日,神奈川,ＨＰ,アルファロメオ,ジュリア　クアドリフォリオ,2018年03月,"8,500 Km",ABA-95229,670050436,車枠・車体,納車半年～１年,車内に水が溜まり、異臭がする。
51,2019年11月23日,神奈川,ＨＰ,アルファロメオ,ジュリア　クアドリフォリオ,2018年03月,"8,500 Km",ABA-95229,670050436,車枠・車体,納車半年～１年,車内に水が溜まり、異臭がする。
52,2019年11月23日,神奈川,ＨＰ,アルファロメオ,ジュリア　クアドリフォリオ,2018年03月,"8,500 Km",ABA-95229,670050436,電気装置,納車半年～１年,エンジンが始動できなくなり、バッテリーを点検したところ、バッテリーが破損し、バッテリー液がトランク内に多量に漏れていた。
53,2019年11月23日,神奈川,ＨＰ,アルファロメオ,ジュリア　クアドリフォリオ,2018年03月,"8,500 Km",ABA-95229,670050436,その他,納車半年～１年,セパレートエアコンの助手席側の温度管理できなくなり、コンプレッサーを止めると温風になる。
54,2019年11月23日,神奈川,ＨＰ,アルファロメオ,ジュリア　クアドリフォリオ,2018年03月,"8,500 Km",ABA-95229,670050436,乗車装置,不明,助手席側のシートベルトのロックが、狭く深いのでロックしずらい、外れる時もある。
55,2019年11月23日,千葉,ＨＰ,ホンダ,ＦＲＥＥＤハイブリッド,2017年09月,"20,500 Km",DAA-GB7,LEB-H1,その他,２０１９年９月以降,運転支援システム・ホンダセンシング搭載車で、対向車とのすれ違い時にＣＭＢＳが誤作動して急停止した。ＡＣＣ使用時、適正距離にて一度前車を認識したにも関わらず、接近すると認識せず、その後さらに接近にて認識し、急ブレーキがかかる。
56,2019年11月23日,静岡,ＨＰ,ニッサン,エルグランド,2006年11月,"160,000 Km",CBA-NE51,VQ35,エンジン,２０１９年１１月１５日,走行中にエンジンが止まる。
57,2019年11月23日,山口,ＨＰ,ＭＶ ＡＧＵＳＴＡ（生産国：イタリア）,Ｆ３,2013年09月,"12,800 Km",F310A,F3,エンジン,２０１６年,スターターギアのクラッチ不良により、セルスターターを廻してもエンジンがかからなくなった。
58,2019年11月22日,石川,ﾌﾘｰﾀﾞｲｱﾙ,スバル,サンバー,2007年06月,"49,191 Km",LE-TT2,EN07,その他,４～５か月前から,メーターパネルの基盤不良により、エンジンを切ってもトリップメーターが点いたままになったり、照明が点かない症状が出るようになった。
59,2019年11月22日,神奈川,ＨＰ,スバル,インプレッサスポーツ,2013年10月,"38,000 Km",DBA-GP7,FB20,制動装置,２０１８年１２月,マスターバックの故障により、駐車後、時間をあけるとブレーキペダルが重くなり、エンジン始動時に踏み込めなくなる。
60,2019年11月22日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,アクア,2018年10月,不明,DAA-NHP10,1NZ-1LM,制動装置,不明,前方に何も支障がないのにも関わらず、被害軽減ブレーキの警報が鳴る。
61,2019年11月22日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,エクストレイル,2014年07月,"83,100 Km",DBA-NT32,MR20,電気装置,不明,発電機の不良により、始動時に大きな異音が発生した。
62,2019年11月22日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ルークス,2013年03月,"13,900 Km",DBA-ML21S,K6A,エンジン,２０１９年１１月１８日,一般道を走行し、一度停車をしたところ、突然エンストし、再始動不能になってしまった。ディーラーに搬送したが、その後症状が消えてしまい、調査が出来なくなってしまった。
63,2019年11月22日,福岡,ＨＰ,ジープ,ラングラーアンリミテッド,2019年07月,"5,000 Km",ABA-JL36L,G,制動装置,納車当初から,前方衝突回避システムが誤作動し、警報が鳴ったり急ブレーキがかかる。
64,2019年11月22日,長崎,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ＮＶ３５０キャラバン,2012年10月,"70,900 Km",CBA-KS2E26,QR25,乗車装置,半年くらい前から,走行中、停止中を問わず、ドアロックが勝手に開閉することが有る。
65,2019年11月22日,沖縄,ＨＰ,スバル,レガシィ,2008年07月,"110,606 Km",CBA-BP5,EJ20,動力伝達,２０１９年１０月２６日,変速がされるべきどころで、変速されず、上り坂でギヤが下りず、坂道を上ることができずに停車した。警告の点灯に関わらず、変速ショックが大きいことがある。複数の警告灯が点灯する時としない場合が有る。
66,2019年11月21日,東京,ＨＰ,メルセデス・ベンツ,Ｃ６３,2009年01月,"78,000 Km",CBA-204077,156,エンジン,２０１９年１１月,カムシャフトの磨耗により、バルブタペットとの間にクリアランスが生じ、異音が発生するようになった。
67,2019年11月21日,東京,ＨＰ,ニッサン,フェアレディＺ,2015年10月,"16,500 Km",CBA-Z34,VQ37,車枠・車体,不明,リアハッチ部パッキンの不良で雨漏りし、シートベルトやフロアが水浸しになる。
68,2019年11月21日,東京,ＨＰ,三菱,ふそうキャンター,2015年09月,"205,536 Km",TKG-FEB50,4P10,排ｶﾞｽ･騒音,２０１９年１１月,ＤＰＦのつまり、およびその蓄積により、チェックエンジン等の警告表示で走行速度が上がらなくなり、走行不能になった。
69,2019年11月21日,神奈川,ＨＰ,ジープ,ＪＬラングラーアンリミテッド,不明,250 Km,ABA-JL36L,G,制動装置,購入後すぐ,デパート等の立体式駐車場を走行すると前後左右の障害物がないのに警告音がなり、そのまま走行していると、たまに急ブレーキが作動します。
70,2019年11月21日,茨城,ＨＰ,クライスラー,ジープラングラーアンリミテッド,2014年03月,"81,000 Km",ABA-JK36L,G,エンジン,新規登録から５年半　　８１０００ｋｍ走行,５０００ｋｍ毎のオイル交換の３週間後、車庫にオイル漏れの後があった。下回りを見るとギアボックスから後輪デフ辺りまでオイルが飛び散っていた。
71,2019年11月21日,静岡,ＨＰ,ＢＭＷ,１２０ｉ　Ｍスポーツ,2017年03月,"24,000 Km",DBA-1A16,N13B16A,制動装置,２０１９年１１月２０日,運転中交差点を通過後、前方に障害物が何もない状態で衝突防止のセンサーが作動し、急ブレーキが自動的にかかった。
72,2019年11月21日,岐阜,ＨＰ,ニッサン,サファリ,2004年09月,"142,000 Km",TA-WFGY61,TB48,その他,２０１６年１２月末頃から,燃料メーターが上がったり下がったり、動かなくなったり、突然エンプティーになったりと不安定かつ不正確になる。
73,2019年11月21日,大阪,ＨＰ,トヨタ,セリカ,1991年11月,"204,000 Km",E-ST185H,3S,かじ取り,２０１８年８月あたりから,鉄板の強度不足によりステアリングラックが脱落しかけている。
74,2019年11月21日,兵庫,ＨＰ,ボルボ,Ｓ６０,2013年06月,"39,800 Km",DBA-FB4164T,B4164T,電気装置,２０１９年９月２３日,高速道路を走行中、すべての警告灯が点滅し、ハンドル操作ができなくなると同時に、停止してもエンジンが切れずその他、一部ドアやトランク・窓など開かない状態になった。
75,2019年11月21日,愛媛,ＨＰ,ＢＭＷ,１１６ｉ,2015年03月,"20,600 Km",DBA-1A16,N13B16A,燃料装置,２０１９年１１月１４日,走行中にパネルにドライブトレーン、エンジンは走行可能ですが最大出力は出ませんというエラーメッセージがでてエンジンが停止、その後エンジンがかからななくなった。
76,2019年11月21日,高知,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ｅＫワゴン,2019年09月,不明,5BA-B33W,BR06,車枠・車体,不明,２０～４０ｋｍ／ｈで加減速をするとガタガタとなる。
77,2019年11月21日,不明,電話,スズキ,ワゴンＲ,不明,不明,MH23S,不明,燃料装置,不明,給油口の排水性が悪く、給油口周辺が錆びている。
78,2019年11月21日,不明,電話,スズキ,ソリオバンディット,不明,不明,DAA-MA36S,不明,その他,不明,新車で購入したのに燃費がカタログ値の約半分しか出ない。
79,2019年11月20日,長野,ＨＰ,スズキ,ワゴンＲ,2011年03月,"46,635 Km",DBA-MH23S,K6A,緩衝装置,２０１９年１０月１３日修理入庫,走行中車両の左側から道路のくぼみに入るたびにゴトゴトという異音が発生した。車両を点検したところ、左前輪のコイルスプリングが折れていた。
80,2019年11月20日,長野,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,プリウス,2016年02月,"39,000 Km",DAA-ZVW55,2ZR-1NM-1MM,制動装置,２０１９年１０月,ブレーキから異音がするようになった。パッドの内側が激しく摩耗、錆び、黒く腐食していた。
81,2019年11月20日,東京,ＨＰ,トヨタ,ハイエース,2011年12月,"50,000 Km",CBF-TRH221K,2TR,車枠・車体,２０１６年１月,ルーフの塗装があちこちから剥がれる。
82,2019年11月20日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,シエンタ,2019年10月,不明,DBA-NCP175G,1NZ,車枠・車体,購入当初から,部品の長さ・車体の高さが左右で異なる。
83,2019年11月20日,大阪,ＨＰ,フォルクスワーゲン,ゴルフトゥーラン,2007年09月,"33,600 Km",ABA-1TBLG,BLG,エンジン,２０１９年１０月,スーパーチャージャーのベアリングの破損とタイミングチェーンの異常な伸びにより、エンジンルームから異音がし、チェックランプが点灯した。
84,2019年11月20日,不明,電話,トヨタ,プリウス,2010年01月,"90,000 Km",DAA-ZVW30,2ZR-3JM,電気装置,不明,パネル内にバッテリーの警告灯（エンジンチェックランプ）が点灯するようになった。
85,2019年11月19日,新潟,ＨＰ,ホンダ,スーパーカブ１１０プロ,不明,不明,JA42,不明,保安灯火,２０１９年８月,尾灯（ライセンスランプ）が接触不良で何度修理しても点灯しなくなる。
86,2019年11月19日,埼玉,ＨＰ,キャデラック,ＡＴＳ,2015年09月,"29,000 Km",ABA-A1SL,1D,その他,２０１９年７月,エアコン、ナビ等をコントロールするユーザーインターフェースのタッチパネルが反応せず、エアコン、車両設定、ナビゲーション等の操作が出来なくなる。
87,2019年11月19日,群馬,ＨＰ,スバル,ディアスワゴン,2019年03月,"7,300 Km",ABA-S331N,KF,車枠・車体,２０１９年７月、購入から４ヶ月ぐらい,リアゲートを開けても保持せず下がってくる。最初はゆっくり下がってきたが、すぐに落ちるようになり頭部を打った。
88,2019年11月19日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナ,不明,"60,000 Km",C25,不明,動力伝達,２０１９年１１月１７日,ＣＶＴの内部から異音が出るようになった。
89,2019年11月19日,兵庫,ＨＰ,トヨタ,クラウンロイヤルサルーン,2013年11月,"50,000 Km",DAA-AWS210,2AR-1KM,緩衝装置,２０１９年１１月検査時,検査時、右後方リヤショックアブソーバからオイル漏れが発見された。
90,2019年11月19日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2017年12月,"70,000 Km",TPG-FEA50,4P10,動力伝達,不明,自動変速機搭載車で、ギアが入らなくなった。
91,2019年11月19日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2017年12月,"70,000 Km",TPG-FEA50,4P10,動力伝達,不明,自動変速機搭載車で、ギアが入らなくなった。
92,2019年11月19日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2016年03月,"152,200 Km",TKG-FEB50,4P10,制動装置,新車から１年半,ブレーキパッドが磨滅し、脱落した。
93,2019年11月19日,福岡,ＨＰ,マツダ,ＲＸ－８,2003年12月,"86,500 Km",LA-SE3P,13B,かじ取り,２０１４年頃,長時間駐車中、エンジンをかけるとハンドルが勝手に左右にガクガクと動く。１秒～１．５秒程度でおさまるが、握った手が持っていかれるくらいに動く。
94,2019年11月18日,北海道,ＨＰ,ダイハツ,ハイゼット,2010年05月,"123,030 Km",EBD-S211P,KF,エンジン,春夏秋冬問わず,エンジンチェーンカバーよりオイル滲みが発生した。
95,2019年11月18日,長野,ＨＰ,マツダ,ＣＸ－５,2015年03月,"58,000 Km",LDA-KE2AW,SH,保安灯火,２０１８年９月、２０１９年１１月,ヘッドライト警告灯が点灯し、アダプティブＬＥＤヘッドライト（ＡＬＨ）が作動せず、ハイビームになったままの状態となる。
96,2019年11月18日,東京,ＨＰ,メルセデス・ベンツ,ＭＬ３５０ブルーテック,2013年12月,"35,400 Km",LDA-166024,642,排ｶﾞｽ･騒音,２０１９年１０月２８日,走行中エンジン警告灯が点灯し、時折り排気に白煙が出て酸っぱいような異臭を感じた。正規ディーラー点検後、良くあるアドブルーヒーター不良と診断された。
97,2019年11月18日,神奈川,ＨＰ,ホンダ,ＳＨＵＴＴＬＥハイブリッド,2015年09月,"28,000 Km",DAA-GP7,LEB-H1,その他,２０１９年１１月,７速ＤＣＴ型自動変速機のサービスキャペーンを受けて戻った直後、インジケーターにスマートキーシステム点検中の表示が点きっぱなしになった。
98,2019年11月18日,千葉,ＨＰ,トヨタ,プリウス,2013年12月,"86,000 Km",DAA-ZVW30,2ZR-3JM,緩衝装置,２０１９年１１月１日,ブレーキペダルを踏み、減速中に軋むような音がする。
99,2019年11月18日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,モコ,2013年03月,"60,000 Km",DAB-MH33S,R06A,かじ取り,１週間まえ,電動ステアリングロックの不良により、出先でエンジンがかからなくなった。
100,2019年11月18日,群馬,ＨＰ,ＢＭＷ,１１６ｉ　ＳＰＯＲＴ,2013年03月,"90,969 Km",DBA-1A16,N13B16A,燃料装置,２０１９年１０月,走行中エンジンが異常振動し、ドライブトレーン異常警告が点灯した。＃３インジェクター不具合で、その後の調査でオイルパンから鉄粉の塊が出てきた。
101,2019年11月18日,愛知,ＨＰ,マセラテイ,ギブリ　３．０ベース,2015年12月,"13,000 Km",ABA-MG30B,M156C,エンジン,２０１９年７月４日,高速道路を走行中、突然エンジンから振動を感じ、異音が発生した。その後、直ぐに振動が大きくなり、全く走行できなくなった。
102,2019年11月18日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ＮＶ３５０キャラバン,2012年11月,"80,000 Km",LDF-VW2E26,YD25,燃料装置,２０１９年１１月,インジェクターのメタルパッキンの破損と、インジェクションの先端が溶損したため、走行中に突然警告灯が点灯するとともに速度が低下した。
103,2019年11月18日,福井,ＨＰ,ホンダ,スーパーカブ１１０,2018年10月,"13,393 Km",2BJ-JA44,JA10E,保安灯火,２０１９年１０月２５日以降,走行中、テールバルブの端子が折れ、ポジション灯が消灯した。
104,2019年11月18日,兵庫,ＨＰ,マツダ,ＣＸ－５,2013年12月,"158,800 Km",LDA-KE2AW,SH,エンジン,２０１９年１０月,警報無くラジエター液が吹き出した。ディーラー整備工場にて確認を受けたところ、オーバーヒートによりアルミ部品の変形が認められ、エンジン交換と言われた。
