番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
11,2020年04月29日,山梨,ＨＰ,ホンダ,フリード,2013年04月,"27,900 Km",DAA-GP3,LEA-MF6,保安灯火,駐車中,フロントガラスの端から６０センチメートルものヒビが入った。
12,2020年04月29日,愛知,ＨＰ,ボルボ,Ｖ６０,2011年12月,"57,600 Km",DBA-FB4164T,B4164T,動力伝達,２０２０年２月頃から,「トランスミッションセイノウテイカ」のエラーメッセージが最近、よく表示され、１～３速のときにギア抜けした状態になる。バックギアが入らなくなる。
13,2020年04月29日,愛知,ＨＰ,ジープ,ラングラー　サハラ,2020年01月,"1,000 Km",ABA-JL36L,G,制動装置,購入から１ヶ月で既に２回発生,何も障害物の無い一般道路の走行中に、自動の緊急ブレーキが無意味にかかる。
14,2020年04月29日,広島,ＨＰ,ボルボ,Ｓ６０,2012年10月,"63,000 Km",DBA-FB4164T,B4164T,動力伝達,２０２０年３月,自動車専用道の降り口を走行中に「ミッション性能低下」のアラートがでて、アクセルペダルを踏んでもギア抜け（空回り）の状態で走行不能になった。
15,2020年04月29日,岡山,ＨＰ,ホンダ,フィット,2014年12月,"71,276 Km",DBA-GK3,L13B,エンジン,２０２０年４月２６日,エンジンスタート＆ストップスイッチの不良により、メータパネルにチェックランプが点灯した。
16,2020年04月29日,岡山,ＨＰ,スバル,レガシィツーリングワゴン,2013年05月,"34,500 Km",DBA-BRM,FB25,制動装置,２０１９年,ブレーキマスターバックの負圧が保持不良により、エンジン始動時にブレーキペダルの踏み応えが硬い。
17,2020年04月28日,兵庫,ＨＰ,マツダ,ＣＸ－５　ＸＤ－Ｌ,2012年07月,"113,500 Km",LDA-KE2FW,SH-VPTS,電気装置,２０２０年４月２８日,走行中、オルタネーターのプーリーが捩じ切れたため、突然にエンジンから異音が発生した。ボコッとエンジンルーム内からの音で通常のエンジン音になるも、充電システム異常が発報し、２０ｋｍ走行後、自走不能になった。
18,2020年04月28日,沖縄,ＨＰ,ホンダ,オッデセイ,不明,不明,DBA-RC1,不明,エンジン,２０２０年４月,エンジンをかけたらガタガタし、異音がした。
19,2020年04月27日,新潟,ＨＰ,トヨタ,アクア,2012年07月,"138,600 Km",DAA-NHP10,1NZ-1LM,保安灯火,２０２０年３月,テールランプに水が溜まる。
20,2020年04月27日,埼玉,ＨＰ,アウディ,Ａ４セダン,2013年01月,"90,000 Km",DBA-8KCDNF,CDN,保安灯火,２０２０年４月,高速走行中にバックミラーがガタガタ揺れて脱落しそうになる。手で触ると直ぐミラーが外れる。
21,2020年04月27日,愛知,ＨＰ,ニッサン,ＮＶ３５０キャラバン,2018年01月,"33,000 Km",LDF-VW6E26,YD25,エンジン,走行２、３千ｋｍ毎,冷却水リザーブタンクの水が早期に減る。
22,2020年04月27日,愛知,ＨＰ,ドゥカティ,ＸディアベルＳ,2016年08月,"12,000 Km",EBL-GA1,1262VT,車枠・車体,２０２０年４月２４日　午後１２時３０分頃,サイドスタンドを固定するスクリュが緩んだため、亀裂が入り、車体が傾き倒れたのと、サイドスタンドのスプリングが外れエンジンが停止した。
23,2020年04月27日,岐阜,ＨＰ,フォルクスワーゲン,ゴルフ,2019年07月,不明,DBA-AUCJZ,CJZ,制動装置,新車購入後１ヶ月,「オートホールドエラー」警告表示がでて、ハンドブレーキ操作が出来なくなる。
24,2020年04月27日,大阪,ＨＰ,ホンダ,フィットハイブリッド,2013年12月,"62,680 Km",DAA-GP5,LEB-H1,エンジン,エンジン始動時から走行中（温まるまで）,エンジンが冷えている状況でキーキーと音がする、走行を続けている間に音は小さくなっていく。
25,2020年04月27日,大阪,ＨＰ,トヨタ,ハイエース　ＤＸ,2014年03月,"67,000 Km",CBF-TRH200V,1TR,車枠・車体,不明,スライドドアの窓付近からの雨漏りする。
26,2020年04月27日,滋賀,ＨＰ,マツダ,フレアカスタムスタイル,2013年09月,"82,000 Km",DBA-MJ34S,R06A,エンジン,２０２０年４月２４日,一般道路走行中、突然ガガガッという異音とともにエンジンがストールし、再始動不可になった。クランクプーリーが破損しており、ボルトが折損していた。
27,2020年04月27日,和歌山,ＨＰ,ポルシェ,ボクスタースパイダー,2011年06月,"25,000 Km",ABA-987MA121C,MA121C,動力伝達,２０１５年１１月と２０１８年８月,ミッション側ベルクランク接続部でミッションケーブルが断線し、シフト不能になった。同じ箇所で断線が二度発生している。
28,2020年04月27日,福岡,ＨＰ,ホンダ,アクティ,2012年05月,"170,000 Km",EBD-HH5,E07Z,エンジン,２０１９年７月,イグニッションが戻らず、アクセサリーオフのまま走行が可能となり、エンジンが焼き付き故障する。
29,2020年04月26日,東京,ＨＰ,スバル,インプレッサＷＲＸ　ＳＴＩ,2009年10月,"57,000 Km",CBA-GRF,EJ25,動力伝達,２０２０年４月２４日,信号待ちから発進後、ＡＴのシフトチェンジのショックが異常に大きい。
30,2020年04月26日,神奈川,ＨＰ,トヨタ,ランドクルーザープラド,2006年10月,"159,100 Km",CBA-TRJ120W,2TR,車枠・車体,２０２０年１月,ホワイトパール塗装の車で、ドアの塗装が浮き上がり剥離した。
31,2020年04月26日,埼玉,ＨＰ,フォルクスワーゲン,ポロ,2011年06月,"123,600 Km",DBA-6RCBZ,CBZ,動力伝達,２０１９年５月頃,エンジン始動後、セレクターをＤに入れてブレーキをリリースしても発進しない。
32,2020年04月26日,埼玉,ＨＰ,フォルクスワーゲン,ポロ,2011年06月,"123,600 Km",DBA-6RCBZ,CBZ,エンジン,２０１９年１月頃,タイミングチェーンの伸びにより、エンジン始動時にガラガラと異音がする。
33,2020年04月26日,栃木,ＨＰ,トヨタ,プリウスＰＨＶ,2017年02月,"22,800 Km",DLA-ZVW52,2ZR-1NM-1SM,エンジン,２０２０年４月２２日,納車前の車検整備は、問題なしだったが、ハイブリッドスマートｉチェックで、コンピューターシステム”ＮＧ”の表示のまま納車された。
34,2020年04月26日,静岡,ＨＰ,ホンダ,Ｎ－ＢＯＸカスタムターボ,2014年03月,"42,700 Km",DBA-JF1,S07A,エンジン,２０２０年４月２５日,上り坂を走行中、ハンドルがガタガタと揺れだし、エンジンが引っかかったように回らなくなり、ＰＧＭ－ＦＩ警告灯の点滅が２０秒ほど続いた。
35,2020年04月26日,広島,ＨＰ,マツダ,ロードスター,2006年05月,"37,000 Km",CBA-NCEC,LF,車枠・車体,４年前ディーラーで購入時から,運転中にサンバイザーが勝手に下がってくるため視界が狭くなる。サンバイザーの根本が割れてくる。
36,2020年04月25日,富山,ＨＰ,スバル,フォレスター,2018年08月,"16,000 Km",5BA-SK9,FB25,動力伝達,購入から半年後,低速時からの再加速、低速へ減速時にアクセルオンオフすると、ガックンやギクシャクする感じで衝撃を感じる。
37,2020年04月25日,石川,ＨＰ,三菱,ふそうファイター,2014年09月,"508,056 Km",TKG-FK64F,6M60,エンジン,２０２０年４月２０日　運行前点検時,運行前点検時に冷却水が異常に減少する事を確認した。
38,2020年04月25日,神奈川,ＨＰ,トヨタ,アクア,2013年07月,"38,000 Km",DAA-NHP10,1NZ-1LM,エンジン,２０２０年４月２２日,自宅駐車場で、位置を整えようとして一度２～３メートル前進し整え、バックギアを入れたところエンジンが吹き上がり、自宅壁に激突し、ドライブに入れたところ吹き上がりが続き暴走し、６メートル道路を横切り、住宅地の塀に激突し止まった。
39,2020年04月25日,愛知,ＨＰ,フォルクスワーゲン,ゴルフトゥーラン,2014年08月,"51,200 Km",DBA-1TCTH,CTH,電気装置,２０２０年３月,プラグの点火不良により、ＥＰＣ警告灯と触媒コンバーター警告灯が点灯し、車の挙動がガクガクなり近くに停車した。
40,2020年04月25日,愛知,ＨＰ,フォルクスワーゲン,ゴルフトゥーラン,2014年08月,"51,200 Km",DBA-1TCTH,CTH,その他,２０１９年１０月,純正ナビがフリーズして操作を受け付けない。
41,2020年04月25日,岐阜,ＨＰ,メルセデス・ベンツ,Ｅ２５０ステーションワゴン,2013年06月,"58,000 Km",RBA-212236C,274,エンジン,２０１９年８月,エンジン始動時に異音がし、スムーズにかからない。症状から数日後、エンジンチェックランプが点灯した。
42,2020年04月25日,兵庫,ＨＰ,ボルボ,Ｖ５０,2012年07月,"75,000 Km",CBA-MB4204S,B4204S,動力伝達,２０１９年９月,走行中に「トランスミッションセイノウテイカ」の表示がでると、ギアが１→３→５　或いは１速固定になる。Ｒギアに入れても動かない。
43,2020年04月25日,岡山,ＨＰ,三菱,ｅＫカスタム,不明,不明,DBA-B11W,不明,その他,２０２０年４月,エアコンコンプレッサーが故障した。
44,2020年04月24日,宮城,ＨＰ,プジョー,３０８ＳＷ,2017年04月,"27,500 Km",ABA-T9WHN02,HN02,車枠・車体,購入直後等何回か,ガラスルーフ部分のボディに錆びが発生した。
45,2020年04月24日,宮城,ＨＰ,プジョー,３０８ＳＷ,2017年04月,"27,500 Km",ABA-T9WHN02,HN02,その他,購入直後等何回か,ナビ、バック時のブザー等の音が出ない。
46,2020年04月24日,岩手,ＨＰ,三菱,デリカＤ５,2014年03月,"99,060 Km",LDA-CV1W,4N14,排ｶﾞｽ･騒音,２０２０年４月２４日,エキゾーストマニホールドが割れたため、室内に排気ガスの臭いがする。
47,2020年04月24日,岩手,ＨＰ,ホンダ,ＶＦＲ８００Ｘ,2019年08月,"6,500 Km",2BL-RC80,RC79E,保安灯火,２０１９年８月３１日,前照灯の配光が悪く、夜間、照明のない道路で左カーブに差し掛かってバイクの車体を左側に傾けたとき、視線を送る左前方のコーナー付近がライトで照らされずに闇の中に突っ込んで行く感覚に陥り、あわてて減速せざるを得ない。右カーブでも同様。速度は４０～５０ｋｍ／ｈ。路側帯もない道では左側に人が立っていても見えない。
48,2020年04月24日,東京,24時間電話,ヤマハ,ＮＭＡＸ１２５,不明,"10,100 Km",2BJ-SED6J,E31AE,エンジン,不明,現在まで、１０００ｋｍ、４０００ｋｍ、７０００ｋｍ、１００００ｋｍ時の４回オイル交換をしているが、１０００ｋｍの時以外の３回とも、オイルが半量に減っている。
49,2020年04月24日,東京,ＨＰ,フォルクスワーゲン,ポロＧＴＩ,2013年04月,"11,900 Km",ABA-6RCAV,CAV,動力伝達,２０１９年初頭から,交差点など、ゆっくり進みながらギアが２速に入ってから、ジャダーが出る。
50,2020年04月24日,千葉,ＨＰ,スズキ,スイフト,2018年02月,"51,700 Km",DBA-ZC83S,K12C,エンジン,２０１７年１月以降から現在まで,冷間・温間を問わず始動不良が頻発する。この個体ではエンジンスタートボタンを押してから長いと１０秒近くクランキングしてやっとエンジンが始動する。また、冷却水を異常に消費する。
51,2020年04月24日,兵庫,ＨＰ,トヨタ,エスティマハイブリッド,2007年08月,"140,000 Km",DAA-AHR20W,2AZ-2JM-2FM,制動装置,２０２０年３月,走行中に警告灯・警告音とともにブレーキのアシストが無くなり、ブレーキがほとんど効かなくなった。
52,2020年04月23日,宮城,ＨＰ,ドゥカティ,１１９９パニガーレ,2014年07月,"53,000 Km",ZDMH802JAEB,ZDM1198WE,制動装置,２０１８年７月ごろ,走行中にリアブレーキがスカスカになった。
53,2020年04月23日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうファイター,2005年10月,"78,500 Km",PA-FK71DC,4M50,制動装置,２０２０年４月２１日,駐車ブレーキのワイヤーがスパっと切損した。
54,2020年04月23日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,スバル,レガシィツーリングワゴン,2010年12月,"122,600 Km",DBA-BR9,EJ25,動力伝達,不明,変速ショックが大きく、恐怖を感じるような危険な飛び出し方をする。
55,2020年04月23日,鹿児島,ﾌﾘｰﾀﾞｲｱﾙ,ボルボ,Ｖ４０,2013年09月,"60,000 Km",DBA-MB4164T,B4164T,エンジン,２０２０年４月２１日,アイドリングストップから再始動しない。
56,2020年04月22日,東京,ＨＰ,フォルクスワーゲン,ゴルフヴァリアント,2019年01月,"8,300 Km",DBA-AUCJZ,CJZ,エンジン,２０２０年４月１７日,駐車場にいれるためにバックしていたところ、アクセル操作をしていないのに車が急加速し、車止めを乗り越えて、壁に激突した。
57,2020年04月22日,栃木,ＨＰ,ドゥカティ,モンスター１２００,2014年11月,"9,800 Km",ZDMM603JABE,ZDM1198WH,エンジン,２０２０年４月３日,走行中にシフトダウンしたら、突然エンジンが停止した。
58,2020年04月22日,愛知,ＨＰ,フォルクスワーゲン,パサートセダン,2012年10月,"43,426 Km",DBA-3CCAX,CAXA,乗車装置,２０２０年２月,助手席エアバッグオフ用キースイッチの不良により、走行中にアラームが鳴り、メーター中央部にＥｒｒｏｒ：Ａｉｒｂａｇと表示され黄色の警告灯が点灯する。
59,2020年04月21日,宮城,ＨＰ,ニッサン,エルグランド,2010年11月,"95,500 Km",DBA-PNE52,VQ35,緩衝装置,２０２０年３月,リアサスペンションメンバーが腐食し、溶接部分が１／３ほど割れたため、走行中に右後部から異音が出るようになった。
60,2020年04月21日,秋田,ＨＰ,メルセデス・ベンツ,Ｅ３５０ブルーテック,2011年05月,"64,721 Km",LDA-201024C,642,排ｶﾞｽ･騒音,２０２０年４月４日,ＮＯｘセンサーの不良により、走行中、スピードメーター内に「アドブルーを点検して下さい」のメッセージが表示されて、間もなくエンジンチェックランプが点灯した。
61,2020年04月21日,神奈川,ＨＰ,スバル,ＢＲＺ,2013年03月,"51,000 Km",DBA-ZC6,FA20,エンジン,不明,バルブスプリング交換のリコール後、カムキャリアからオイルが漏れるようになった。
62,2020年04月21日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,デイズルークス,2019年03月,"10,000 Km",DBA-B21A,3B20,制動装置,不明,自動ブレーキが作動時に「ギッ」という異音がする。畑の轍や高速道路のちょっとした段差でも、車体が揺れると自動ブレーキがかかる。
63,2020年04月21日,愛媛,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＣＸ－５,2018年12月,"20,000 Km",3DA-KF2P,SH,排ｶﾞｽ･騒音,２０２０年４月１４日,ＥＧＲ装置の作動不良により、エンストする。
64,2020年04月21日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ルークス,2011年05月,"56,000 Km",DBA-ML21S,K6A,エンジン,２０２０年４月,ステアリングロックの不良により、エンジンが始動できなくなった。
65,2020年04月20日,北海道,ＨＰ,トヨタ,シエンタ,2018年11月,"28,000 Km",DBA-NCP175G,1NZ,車枠・車体,２０１９年４月～,カウルルーバーの防水が不十分であるため、エンジンルーム内に水が浸入し、オルタネーターが故障して走行不能となった。
66,2020年04月20日,北海道,ＨＰ,マツダ,ＣＸ－５,2015年06月,"38,600 Km",LDA-KE2AW,SH,制動装置,２０１９年夏頃,サイドブレーキスイッチが固着し、操作できなくなる。
67,2020年04月20日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,スーパーキャリイ,2018年10月,不明,EBD-DA16T,R06A,車枠・車体,不明,厳寒期に、タイヤハウスの車室内側が凍結する。
68,2020年04月20日,岩手,ＨＰ,トヨタ,クラウン　ロイヤルサルーン,2008年06月,"63,000 Km",DBA-GRS202,3GR,制動装置,２０２０年４月,右後輪のブレーキキャリパースライドピンが固着した。
69,2020年04月20日,長野,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,ＧＬＣ２２０ｄ,2018年03月,不明,LDA-253305C,651,かじ取り,購入当初から,ハンドルを８～９割くらい切り込むと、タイヤに過剰な負荷がかかり、ゴゴゴッという異音が発生する。また、この影響で、前輪タイヤが６０００ｋｍ程の使用で車検に通らなくなるほどに異常摩耗する。
70,2020年04月20日,埼玉,ＨＰ,ホンダ,Ｎ－ＢＯＸカスタムターボ,2020年03月,150 Km,6BA-JF3,不明,車枠・車体,２０２０年３月,走行中、左側スライドドア開閉レバー付近からカタカタ音が出る。（ギャップのある路面は特に発生する）
71,2020年04月20日,滋賀,ﾌﾘｰﾀﾞｲｱﾙ,ヤマハ,ＸＶＳ９５０ＣＵ　ＢＯＬＴ,2016年12月,"12,900 Km",EBL-VN04J,N605E,車枠・車体,不明,８０ｋｍ／ｈくらいで走行中、バックミラーが激しく揺れるほどの異常な振動する。
72,2020年04月20日,岡山,24時間電話,トヨタ,アクア,2012年05月,"80,000 Km",DAA-NHP10,1NZ-1LM,保安灯火,２０２０年１月ごろ,左右のテールレンズ内に雨水が入り、テールレンズの３分の１くらいが水に浸っている。
73,2020年04月20日,福岡,ＨＰ,ホンダ,ライフ,不明,不明,DBA-JB5,不明,かじ取り,不明,ハンドルを切った後、手を放しても直進状態に戻らない。
74,2020年04月20日,長崎,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ハリアー,2016年03月,"23,840 Km",DBA-ZSU60W,3ZR,エンジン,去年２月頃,走行中に突然エンストをした。
75,2020年04月19日,大阪,ＨＰ,ニッサン,ノートｅＰＯＷＥＲ－Ｓ　ニスモ,2020年02月,"1,924 Km",DAA-HE12,HR12-EM57,車枠・車体,納車直後,一般道を走るとハンドルが左に取られ、高速道路では、ハンドルを右に切ってないと左へ大きく曲がっていく。
76,2020年04月19日,岡山,ＨＰ,トヨタ,プリウス,2009年11月,"150,315 Km",DAA-ZVW30,2ZR-3JM,かじ取り,２０２０年４月１７日,点検で入庫時、ステアリングインタミシャフトの不良によるハンドルのガタが指摘された。
77,2020年04月18日,群馬,ＨＰ,ＢＭＷ,ミニクーパーＳ,2005年11月,"117,000 Km",GH-RE16,W11B16A,動力伝達,２０２０年２月２８日,エンジン始動から１０分程度後の走行中、オートマチックのシフトアップやシフトダウンの時に「ガツン」や「ゴクン」の激しい衝撃ショックを受ける。アクセルペダル踏み込み一定にした状態で２速から３速、３速から４速に変わるときに「グワーン」とエンジン回転が勝手に吹け上がる。右折時、停止からアクセル踏み込んでもクラッチが滑っているような車両が走行しない。シフトレバーをＮからＤやＲに入れた時に「ガツン」と衝撃が起こる。
78,2020年04月18日,兵庫,ＨＰ,フォルクスワーゲン,ジェッタ,2010年03月,"66,350 Km",ABA-1KCAV,CAV,制動装置,２０２０年３月,ＡＢＳハイドロリックポンプモーター回路の故障により、ＡＢＳ、ＥＳＣが点灯し、サイドブレーキランプが点滅した。
79,2020年04月18日,兵庫,ＨＰ,ＢＭＷ,Ａｃｔｉｖｅ　ｈｙｂｒｉｄ　３,2012年12月,"60,000 Km",DAA-3F30,N55B30A,電動機(モーター),２０１７年１１月ごろと２０２０年２月,走行中に「ドライブトレーン」がメーターパネルに表示され、ハイブリッドシステムが停止する。走行の継続は可能だが、アクセルの反応が制限され、キックダウンなどは出来なくなり急な登り坂で加速、速度維持が困難になった。
80,2020年04月18日,熊本,ＨＰ,ニッサン,デイズ,2015年03月,"28,500 Km",DBA-B21W,3B20,保安灯火,２０２０年３月３０日,助手席側ドアミラーが電動で格納、開放しなくなった。
81,2020年04月17日,北海道,ＨＰ,フォルクスワーゲン,ポロ,2005年02月,"21,900 Km",GH-9NBKY,BKY,エンジン,２０１８年,走行中に突然車が止まろうとし、警告灯が光ったり、音が鳴る。
82,2020年04月17日,東京,ＨＰ,ボルボ,Ｓ６０,2011年07月,"116,200 Km",DBA-FB4164T,B4164T,動力伝達,２０２０年４月１７日,走行時にトランスミッションセイノウテイカの警告が表示され、ミッション抜けが発生し、走行不能になった。
83,2020年04月17日,埼玉,ＨＰ,フォルクスワーゲン,ポロ,2011年02月,"50,000 Km",DBA-6RCBZ,CBZ,エンジン,２０１８年ころ,タイミングチェーンの伸びにより、エンジン始動時にガラガラ音がする。
84,2020年04月17日,愛知,ＨＰ,三菱,パジェロミニ,2008年09月,"111,330 Km",ARA-H58A,4A30,動力伝達,２０２０年３月２０日,高速道料金所を出たところで何の前ぶれもなくエンジンが空転状態になり、走行不能となった。
85,2020年04月17日,静岡,ＨＰ,ボルボ,ＸＣ６０,2012年11月,"75,276 Km",CBA-DB4204TXC,B4204T,動力伝達,２０２０年２月から,走行中にギア抜けのようなショックがあり、その後１，３速に変速出来なくなった。
86,2020年04月17日,静岡,ＨＰ,スバル,ＸＶ,2012年12月,"79,700 Km",DPA-GP7,FB20,動力伝達,２０２０年２月１２日,シフトセレクターの接点不良により、鍵が抜けなくなった。
87,2020年04月17日,三重,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,エブリイ,2016年02月,"11,800 Km",EBD-DA17V,R06A,車枠・車体,購入して４～５年で発生する,後部ドアのハイルーフのつなぎ目の溶接部にサビが発生した。
88,2020年04月17日,兵庫,ＨＰ,トヨタ,ハイエース　ウェルキャブ,2019年09月,"9,000 Km",CBF-TRH200K改,1TR,車枠・車体,２０２０年４月８日,介護車両で、車室内において、アルコール消毒液を噴射したところ、ダッシュボード（エアコン裏）から煙が出て、直後に発火した。
89,2020年04月17日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,ヤマハ,ジョグ,2018年07月,不明,JBH-SA55J,A329E,保安灯火,購入から１年後。および２０２０年４月,前照灯が１年ごとに切れる。
90,2020年04月17日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,ミニ,2015年06月,"17,000 Km",LDA-ZB20,N47C20A,動力伝達,２０２０年４月１６日,シフトレバー前方の指をかけるレバー部分が取れて変速できなくなった。
91,2020年04月17日,岡山,ＨＰ,ニッサン,エクストレイル,2013年09月,"43,000 Km",LDA-DNT31,M9R,排ｶﾞｽ･騒音,２０２０年３月３０日,ＤＰＦ再生の警告表示されたが、ボタンを押しても反応せず、ＤＰＦ手動再生ができない。
92,2020年04月17日,福岡,24時間電話,ニッサン,デイズ,2013年10月,"35,000 Km",DBA-B21W,3B20,保安灯火,２０１９年１０月ごろから,左ドアミラーが、モーター音がガリガリと鳴るだけで、収納されない。
93,2020年04月17日,熊本,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ミラ,2008年06月,"74,800 Km",DBA-L275S,KF,緩衝装置,２０２０年４月１７日,走行中、ナックルの付け根が折れて走行不能になった。
94,2020年04月17日,宮崎,ＨＰ,スズキ,アルトワークス,2016年04月,"101,900 Km",DBA-HA36S,R06A,エンジン,走行距離８００００ｋｍ頃,停止時から加速する際に、カラカラカラと金属音のような異音が発生し、加速しない症状が出ていた。他の件の修理時にスラストメタルの脱落により、クランク類にガタが出ていることに気が付いた。
95,2020年04月16日,北海道,電話,スバル,サンバー,2016年09月,"71,700 Km",EBD-S510J,KF,電気装置,２０２０年２月２９日,駐車場にてエンジンを止めて洗車をしていたところ、運転席後部のバッテリー付近が燃えていた。
96,2020年04月16日,長野,ＨＰ,ボルボ,ＸＣ６０,2018年06月,"97,438 Km",DBA-UB420XCA,B420,乗車装置,２０２０年４月１４日,ドアをロックするとテールゲートが開いてしまう。車へ戻ってきてドアロックを解除するとテールゲートが開いてしまう等の症状が続いている。
97,2020年04月16日,長野,ＨＰ,ボルボ,ＸＣ６０,2018年06月,"97,438 Km",DBA-UB420XCA,B420,制動装置,２０２０年４月１４日,国道の直線道路を約４０ｋｍ／ｈの速度で走行中、対面側は渋滞でノロノロ運転。急ブレーキがかかり、シートベルトが巻き上がった。画面中央には自動介入、ｃｉｔｙｓａｆｅｔｙ　のメッセージが出た。１００メートル先のコンビニへ入り、停車したらメッセージは消えた。
98,2020年04月16日,富山,ﾌﾘｰﾀﾞｲｱﾙ,スバル,サンバー,2015年08月,不明,EBD-S510J,KF,エンジン,２０２０年４月,エンジン警告灯が点灯して消えなくなった。
99,2020年04月16日,埼玉,ＨＰ,トヨタ,ライズ,2020年02月,不明,5BA-A200A,1KR,保安灯火,夕方や豪雨走行時,夕暮れ時や豪雨（日光が少ない時）になるとオートライトが頻繁に付いたり消えたり過剰に反応する。
100,2020年04月16日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,スバル,レヴォーグ,2017年09月,不明,DBA-VMG,FA20,車枠・車体,２０２０年３月１３日,走行中にエンジンが不調になり、停車させたところ、エンジンから出火し、車両が全焼した。
101,2020年04月16日,奈良,ＨＰ,三菱,デリカＤ５,2013年02月,不明,LDA-CV1W,4N14,排ｶﾞｽ･騒音,２０２０年４月１５日,エンジンをかけた直後やアイドリングでしばらく停車している際にエアコンの吹き出し口から排気ガス臭がし、気分が悪くなった。
102,2020年04月16日,広島,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＣＸ－５,2012年08月,"96,000 Km",LDA-KE2AW,SH,エンジン,不明,ラジエータークーラントホースのジョイント部から、冷却水が漏れるようになった。
