番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
11,2020年12月28日,東京,ＨＰ,ニッサン,デイズ,2013年10月,"30,061 Km",DBA-B21W,3B20,保安灯火,２０２０年１２月２８日,助手席ドアミラーがモーター音はしているが開かない。
12,2020年12月28日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,ボルボ,Ｖ６０,2013年09月,"44,600 Km",DBA-FB4164T,B4164T,エンジン,不明,冷却装置のサービスキャンペーンを受けていなかった車両で、エンジンがオーバーヒートし、内部が破損した。
13,2020年12月28日,静岡,ＨＰ,スバル,エクシーガ,2011年05月,"83,000 Km",DBA-YA5,EJ20,動力伝達,２０２０年春ごろから月に２、３回,低速走行で２速から３速のギアアップ時に、エンジンが空転した後、強い衝撃が発生してギアが繋がる。
14,2020年12月28日,岐阜,ＨＰ,スバル,レガシィＢ４,2013年11月,"25,300 Km",DBA-BMM,FB25,制動装置,２０２０年９月,長時間（８時間程度）駐車後、エンジンを始動する際に、ブレーキペダルが重くなる。
15,2020年12月28日,岐阜,ﾌﾘｰﾀﾞｲｱﾙ,その他,ジャッキスタンド　３ｔ,不明,不明,不明,不明,装置その他,不明,ジャッキスタンド（ウマ）の鋳鉄製台座部分が折れたため、乗せていた車が落ちた。
16,2020年12月28日,大阪,電話,トヨタ,カローラ,2019年12月,"5,000 Km",6AA-ZWE211W,2ZR-1NM,制動装置,新車購入後以降,信号待ち等停車時において、作動させておいたブレーキホールドが勝手に解除される。
17,2020年12月28日,大分,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ＶＥＺＥＬ,2014年04月,"200,000 Km",DBA-RU1,不明,エンジン,新車購入２，３年目から,ＶＴＣ（可変バルブタイミング装置）アクチュエーターの不具合により、エンジン始動時にガラガラと異音が発生した。
18,2020年12月27日,東京,ＨＰ,ニッサン,ノート,2013年10月,"78,500 Km",DBA-E12,HR12,エンジン,２０２０年１２月２６日,一般道で加速中、エンジンのインレットパイプが破損したため、突然異音がして、エンジンの回転が上がらなくなった。交差点でドライブに入れて停止しているとエンジンが停止し、再度エンジンをかけたが、なかなか回転が上がらず、エンストを繰り返した。
19,2020年12月27日,神奈川,ＨＰ,ニッサン,フェアレディＺロードスター,2011年05月,"28,322 Km",CBA-HZ34,VQ37,エンジン,２０２０年１２月２７日,ステアリングロックの不良により、キーマークの警告灯が点灯し、エンジンがかからなくなった。
20,2020年12月27日,三重,ＨＰ,ニッサン,エルグランド,2010年08月,"179,500 Km",DBA-PNE52,VQ35,かじ取り,２０２０年１２月,パワーステアリングポンプの不具合により、ブレーキをかけて左折しようとしたところ、ハンドルが直進のままロック状態になり、ハンドル操作が出来なくなった。その後、ブレーキを緩めたところハンドルを切ることができた。
21,2020年12月27日,福井,24時間電話,ダイハツ,ミラ,2006年11月,"98,000 Km",TA-L260S,EF,エンジン,２０２０年１２月２７日１１：３０,エンジンがかからなくなった。
22,2020年12月27日,福井,ＨＰ,ニッサン,エルグランド,2014年09月,"95,000 Km",DBA-PNE52,VQ35,動力伝達,２０１９年１月,ＣＶＴの不調で、停止時からアクセルペダルを踏んでも発進しなくなった。
23,2020年12月27日,福岡,ＨＰ,フォルクスワーゲン,ゴルフ　ＣＬ,2009年12月,"90,200 Km",ABA-1KCAX,CAX,動力伝達,２０２０年１２月１０日,フライホイールの不良により、走行中に車体から異音と振動が発生した。
24,2020年12月27日,鹿児島,ＨＰ,ニッサン,セレナ,2014年01月,"73,000 Km",DAA-HFC26,MR20-SM23,電気装置,２０２０年１１月,オルタネーターの不良により、エンジンルームから異音が発生した。
25,2020年12月26日,神奈川,ＨＰ,ＢＭＷ,３２０ｉ　Ｔｕｒｉｎｇ,2007年06月,"38,000 Km",ABA-VR20,N46B20B,エンジン,２０２０年１２月２６日,走行中に突然ハンドルが重くなり、エンジンが止まった。再始動の操作をしたところ正常にエンジンがかかり、症状が消えた。
26,2020年12月26日,神奈川,ＨＰ,マツダ,アクセラ,2012年02月,"59,400 Km",DBA-BL3FW,L3,車枠・車体,２０２０年１１月,インストルメントパネル上部のカバーが変形し、液晶パネル等から剥がれて隙間ができている。
27,2020年12月26日,静岡,ＨＰ,スズキ,ＧＳＲ７５０,2013年06月,"34,086 Km",EBL-GR7NA,R751,エンジン,２０２０年１２月１０日,ステータコイルの故障により、一般国道走行中にＡＢＳ警告灯が点灯後、メーター表示が消灯してエンジンが停止したため、路肩に停車した。再始動不能になった。
28,2020年12月25日,岩手,ＨＰ,トヨタ,ランドクルーザープラド,2006年04月,"110,000 Km",CBA-TRJ120W,2TR,車枠・車体,２０２０年１２月,ダッシュボードの複数個所がひび割れた。
29,2020年12月25日,岩手,ＨＰ,トヨタ,ランドクルーザープラド,2006年04月,"110,000 Km",CBA-TRJ120W,2TR,車枠・車体,２０２０年１２月,ホワイトパール色塗装の車で、ルーフ及びサッシ廻り並びにその他複数箇所の塗装が剥がれた。
30,2020年12月25日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ハイゼット,2008年09月,"36,600 Km",EBD-S211P,KF,エンジン,不明,エンジンオイルの消費が激しい。
31,2020年12月25日,千葉,ＨＰ,トヨタ,ウィッシュ,2012年05月,"80,000 Km",DBA-ZGE20G,2ZR,エンジン,２０２０年１２月２４日,コンティニュアスリバリアブルバルブリフトコントローラの不良により、走行中にエンジン警告灯が点灯するとともにエンジン回転数が上がらず、スピードも出なくなり路肩に停車した。
32,2020年12月25日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ＣＲ－Ｖ,2020年07月,不明,6AA-RT5,LFB-H4,保安灯火,不明,オートハイビーム装着車で、対向車を検知してロービームに切り替わるのが遅いため、対向車にハイビームを浴びせてしまいやすい。
33,2020年12月25日,栃木,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,クリッパー,2015年07月,"105,500 Km",HBD-DR17V,R06A,かじ取り,２０２０年１０月２３日,高速道路で突然ハンドルが切れなくなったため、中央分離帯に接触する事故になった。
34,2020年12月25日,大阪,ＨＰ,トヨタ,ヤリス,不明,不明,6AA-MXPH10,M15A,エンジン,２０２０年１０月１１日,ハイブリッドシステムの遮断で突然車がまったく動かなくなり、横から来ていた車にぶつけられた。
35,2020年12月25日,滋賀,ＨＰ,ニッサン,セレナ,2014年03月,"69,000 Km",DAA-HFC26,MR20-SM23,電気装置,１週間くらい前から,オルタネーターの不良により、異音が出るようになった。
36,2020年12月25日,長崎,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,スイフト,2019年12月,不明,DBA-ZC83S,K12C,保安灯火,購入時から,フロントガラスの一部にひずみがあり、前方の景色がゆがむ。
37,2020年12月25日,宮崎,ＨＰ,三菱,デリカＤ５,2016年03月,"88,000 Km",LDA-CV1W,4N14,排ｶﾞｽ･騒音,不明,アイドリング中、外気導入エアコンから排気の臭いがし、頭痛になり通院した。
38,2020年12月24日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,エクストレイル,不明,不明,5BA-NT32,不明,保安灯火,不明,ハイビームが上すぎて道路を照らさない。
39,2020年12月24日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,フィアット,５００,2015年12月,"53,700 Km",ABA-31212,169A4,動力伝達,不明,デュアルロジックＡＴの不具合により、走行中にギアがニュートラルになり、走行不能になった。
40,2020年12月24日,宮城,ＨＰ,ホンダ,フィットハイブリッド,2020年07月,"11,200 Km",6AA-GR3,LEB-H5,動力伝達,不明,３５ｋｍ／ｈから５０ｋｍ／ｈで（１５００回転？２０００回転ぐらい）でＥＶからエンジン走行に移行した際に、ガガガーという音と振動が出て加速が極端に鈍る。
41,2020年12月24日,福島,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ヴォクシー,2014年04月,"98,000 Km",DBA-ZRR85W,3ZR,動力伝達,不明,ＣＶＴのベアリングが破損した。
42,2020年12月24日,青森,電話,三菱,アウトランダー,2011年01月,"150,000 Km",DBA-CW4W,4B11,保安灯火,２０２０年１２月２１日,ワイパーが停止しなくなった。
43,2020年12月24日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナ,2015年08月,"36,000 Km",DAA-HC26,MR20-SM23,動力伝達,２０２０年１２月上旬,ＣＶＴの不具合により、変速ショックが出る。
44,2020年12月24日,東京,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,カローラスポーツ,2019年08月,"1,000 Km",6AA-ZWE211H,2ZR-1NM,車枠・車体,不明,運転席上部の屋根に、直径２，３ｃｍの２～３か所のへこみが出来ていた。
45,2020年12月24日,埼玉,文書,スズキ,パレット,2012年03月,"148,200 Km",DBA-MK21S,K6A,エンジン,不明,トランスミッション側のエンジンマウントのボルト３本のうち一本がねじ切れたため、マウントが折れ、エンジンが傾き、ミッションまで破損した。
46,2020年12月24日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナ,2013年08月,"70,000 Km",DAA-HFC26,MR20-SM23,車枠・車体,不明,パールホワイト塗装色の車で、Ａピラーの塗装不良があった。
47,2020年12月24日,茨城,ＨＰ,三菱,ふそうキャンター,2016年12月,"325,900 Km",TPG-FEB50,4P10,制動装置,２０２０年１０月２６日,配送途中でＴ／Ｍ　ＳＹＳとＡＢＳランプが点灯し、ギアが自動変速しなくなったため、手動でシフトを動かして対応した。
48,2020年12月24日,茨城,ＨＰ,三菱,ふそうキャンター,2016年12月,"247,000 Km",TPG-FEB50,4P10,動力伝達,２０２０年１０月２日,発進時（２速）異音がし、エンストもする様になった。Ａ／Ｔの初期化をするよう言われて実施し、一時的に良くなった様だったが、その後再発した。
49,2020年12月24日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ヴォクシー,2014年11月,"59,300 Km",DBA-ZRR80G,3ZR,動力伝達,不明,ＣＶＴ（無段変速機）の油圧異常により、交差点で突然変速機からガガガという異音が発生するとともに走行不能になった。
50,2020年12月24日,大阪,ＨＰ,シトロエン,グランドＣ４ピカソ,2016年03月,"25,000 Km",ABA-B7875G01,5G01,車枠・車体,２０２０年,サンシェードを止めている樹脂パーツが劣化して破損したため、サンシェードが開きっぱなしの状態になり、閉められなくなった。
51,2020年12月24日,京都,電話,ホンダ,Ｎ－ＶＡＮ,2018年10月,"170,000 Km",HBD-JJ2,S07B,動力伝達,２０２０年１２月１４日,走行中に、エンジン、ミッションの警告ランプが点灯し、走行不能となった。
52,2020年12月24日,広島,ＨＰ,ニッサン,ノート,2020年12月,50 Km,DBA-E12,HR12,制動装置,納車翌々日,エンジン自動始動時にパネルに「ブレーキ踏み込みがなされていない」マーク表示が出て、ブレーキペダルを踏んでも重くて踏み込めず始動できない。壊れそうな力でペタルを踏んだところ、なんとかエンジン自動始動出来た。
53,2020年12月24日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,キャンバス,不明,"4,000 Km",5BA-LA800S,不明,電気装置,不明,突然バッテリーが上がり、始動不能になった。
54,2020年12月23日,北海道,ＨＰ,メルセデス・ベンツ,Ｅ３５０　ブルーテック,2014年02月,"62,000 Km",LDA-212226C,642,排ｶﾞｽ･騒音,２０２０年１１月,アドブル―ヒーター、及びＮＯｘセンサーの故障により、チェックランプが点灯した。
55,2020年12月23日,福島,ＨＰ,トヨタ,ダイナ,2020年11月,500 Km,2RG-XZU722,N04C,保安灯火,不明,走行中、後ろの窓が電子インナーミラーに映り込んで、後方確認の映像の認識ができない。
56,2020年12月23日,青森,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ワゴンＲ,2012年03月,"55,600 Km",DBA-MH23S,K6A,保安灯火,不明,ハイマウントストップランプの電球のいくつかが点かなくなった。
57,2020年12月23日,東京,ＨＰ,トヨタ,ハイラックスサーフ,2007年01月,"134,287 Km",CBA-TRN215W,2TR,車枠・車体,２０２０年１２月,パールホワイト色塗装の車両で、ルーフ、給油口周りを中心にグレーの下地から上の塗装がパリパリと剥離してきている。
58,2020年12月23日,千葉,ＨＰ,レクサス,ＨＳ２５０ｈ　ＶｅｒｓｉｏｎＬ,2009年10月,"59,700 Km",DAA-ANF10,2AZ-2JM,制動装置,２０２０年１２月６日、お昼ごろ,バックで駐車中に、ブレーキペダルの踏みごたえがなくなり、スカスカになって減速できなくなったため、駐車ブレーキで停車した。その後、エンジンを再始動したところ症状が消えた。
59,2020年12月23日,栃木,ＨＰ,トヨタ,プリウス,2017年02月,"50,000 Km",DAA-ZVW50,不明,保安灯火,２０２０年１１月,テールランプ内が曇って白くなり、反射板が見えなくなっている。
60,2020年12月23日,岐阜,ＨＰ,トヨタ,プリウスＰＨＶ,2017年02月,"64,200 Km",DLA-ZVW52,2ZR-1NM-1SM,電気装置,外気温が５℃程度になったとき,メーターパネルにカメラの汚れを示すエラーメッセージが表示され、アクティブハイビームがずっとハイビームになる。
61,2020年12月23日,三重,ＨＰ,ホンダ,Ｎ－ＢＯＸ,2020年07月,不明,6BA-JF3,S07B,制動装置,２０２０年１２月１９日（以前にも数回出た,直進走行中に対向車とすれ違う時や、前方に車線変更等で入られた時などに自動ブレーキが不要作動し、ピピピピピ！とう警報音とメーターパネルの「！」が出るとともに、フルブレーキがかかる。
62,2020年12月23日,三重,ＨＰ,ボルボ,Ｖ４０　Ｔ３,2015年12月,"36,600 Km",DBA-MB4154T,B4154T,動力伝達,２０２０年１１月２１日,高速道路を走行中、メーターパネルにトランスミッション機能の低下の警告表示が出た。
63,2020年12月23日,三重,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,レッツ４,不明,"1,000 Km",BA-CA41A,不明,エンジン,不明,使用中にＦＩランプが点滅する。
64,2020年12月23日,大阪,ＨＰ,スバル,レヴォーグ,2014年12月,"35,683 Km",DBA-VMG,FA20,制動装置,２０２０年８月頃から,マスターバッグの不良により、エンジンをかけようとした際にフットブレーキペダルの踏みごたえが固い。
65,2020年12月23日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,Ｅ４００,2015年06月,"122,000 Km",MBA-212061C,276,排ｶﾞｽ･騒音,不明,ＮＯｘセンサーの不良で、エンジン警告灯が点灯した。
66,2020年12月23日,京都,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,メルセデスＡＭＧ　ＳＬ６３,2013年04月,"20,000 Km",CBA-231474,157,かじ取り,不明,ステアリングのオートチルト機能が故障し、ハンドルが高い位置のままで降りて来なくなる。
67,2020年12月23日,奈良,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ＧＴ－Ｒ,2007年12月,"58,600 Km",CBA-R35,VR38,動力伝達,不明,自動変速機のフロントドライブギアにかかるＣリングが破損し、走行不能になった。
68,2020年12月23日,福岡,電話,メルセデス・ベンツ,ＡＭＧ　Ｃ４３,2020年01月,"3,000 Km",CBA-205064,276M30,エンジン,不明,エンジン始動後、走行開始時にエンジンからガタガタと異常な音がする。
69,2020年12月22日,新潟,ＨＰ,ニッサン,デイズルークス,不明,"35,000 Km",DBA-B21A,不明,保安灯火,２０２０年１２月,左側ドアミラーがモーター音はするが開かなくなった。
70,2020年12月22日,栃木,ＨＰ,コマツ,フォークリフト,不明,不明,FE30-1,不明,保安灯火,２０２０年１２月２２日,走行中の振動でフロントガラスが破裂した。（今回が２回目）
71,2020年12月22日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ミライース,2013年05月,"90,000 Km",DBA-LA300S,KF,緩衝装置,購入当初から,左側のブーツから油漏れが繰り返し起きている。
72,2020年12月22日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナ,2014年06月,"50,000 Km",DAA-HFC26,MR20-SM23,動力伝達,不明,信号待ちからアクセルペダルを踏むと、エンジンは回転するが１９ｋｍ／ｈしかでなかった。
73,2020年12月22日,福岡,ＨＰ,マツダ,ＣＸ－５,2012年06月,"73,000 Km",LDA-KE2FW,SH,保安灯火,２０２０年１２月１４日昼頃,助手席側ドアミラーの開閉出来なくなった。ドアミラーを開いて走行していると風圧でドアミラーが閉まってしまう。
74,2020年12月21日,北海道,ＨＰ,ホンダ,Ｎ－ＢＯＸ,2015年09月,"43,000 Km",DBA-JF2,S07A,その他,不明,エアコン使用時に風量がなく寒い。
75,2020年12月21日,福島,ＨＰ,トヨタ,プリウス,2016年07月,"29,022 Km",DAA-ZVW55,2ZR-1NM-1MM,保安灯火,正確には不明だが、気づいたらなっていた。,リアランプのレンズ内に白いスプレーのような曇りと水滴が発生した。
76,2020年12月21日,東京,ＨＰ,スバル,フォレスター　ＸＴ,2013年05月,"61,433 Km",DBA-SJG,FA20,動力伝達,駐車中,ＣＶＴオイルパン付近からオイルが漏れた。
77,2020年12月21日,東京,ＨＰ,フォルクスワーゲン,ゴルフ,2014年01月,"36,691 Km",DBA-AUCPT,CPT,動力伝達,２０２０年１２月１１日から１２月１４日,エンジンを始動した際、トランスミッションエラーが表示され。車が動かなかった。エンジンを再始動したところ、表示が消え、車が動くようになった。
78,2020年12月21日,神奈川,ＨＰ,スズキ,ＧＳＸ－Ｒ１２５,2019年07月,350 Km,2BJ-DL33B,CFA1,エンジン,２０２０年１２月,ニュートラルからローギアに入れた後、発進する際にエンジン停止することがある。走行距離１５０ｋｍの間に５回程発生している。
79,2020年12月21日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,ボルボ,ＸＣ６０,2011年12月,"71,000 Km",CBA-DB4204TXC,B4204T,動力伝達,不明,変速機の不良により、一定速度で走行していてもエンジン回転が安定せず、低速時にガコガコと異常な挙動をしたり、バックギアに入れてもすぐに発進しないなどの症状が出る。
80,2020年12月21日,千葉,ＨＰ,スバル,レヴォーグ,2015年01月,"33,000 Km",DBA-VM4,FB16,制動装置,２０２０年１２月,エンジン始動時、ブレーキペダルが重く、エンジンスタートボタンが緑色に点灯せず、エンジンかけられない。強くペダルを踏むと何とかエンジンかかった。
81,2020年12月21日,埼玉,ＨＰ,ＢＭＷ,Ｘ３,2014年11月,"39,000 Km",LDA-WY20,N47D20C,動力伝達,２０２０年９月、１２月,メカトロニックの不具合により、信号待ちで停止したところ、アイドリングストップとなり、Ｄ（ドライブ）から勝手にＰ（パーキング）またはＮ（ニュートラル）になってしまう事が３回あった。その後、ナビにドライブトレーン異常の警告が出た。
82,2020年12月21日,愛知,ＨＰ,スズキ,ジムニー,2001年07月,"100,000 Km",ABA-JB23W,不明,動力伝達,２０２０年１１月１９日,クラッチの不具合により、低速ギア（１から４）の切り替えを速度が出ているときにやろうとすると、シフトが固く、切り替えに大変な力を要してしまう。
83,2020年12月21日,兵庫,ＨＰ,三菱,デリカＤ５,2015年01月,"66,223 Km",LDA-CV1W,4N14,排ｶﾞｽ･騒音,２０２０年１２月ごろから,冷間始動時、空調を外気取込みで送風していると、排気ガス臭とキンキン音がエンジンよりしだした。
84,2020年12月20日,北海道,ＨＰ,ホンダ,フィットハイブリッド,2020年08月,不明,6AA-GR3,LEB-H5,動力伝達,２０２０年９月,走行中、アクセルペダルを踏んだ状態でエンジンがかかる際、その直前に「キー」という異音がする。
85,2020年12月20日,愛知,ＨＰ,フィアット,パンダ,2015年04月,"70,000 Km",ABA-13909,312A2,エンジン,２０１９年９月,フライホイールのデュアルマスダンパーのトラブルにより、ミッション周辺より激しい異音が発生した。
86,2020年12月20日,岐阜,ＨＰ,トヨタ,ラクティス,2010年06月,"76,000 Km",DBA-NCP100 改,1NZ,保安灯火,２０２０年１２月１９日,ヘッドライトを固定するステーが根元から破損した。
87,2020年12月20日,兵庫,ＨＰ,ニッサン,ノートｅ－ＰＯＷＥＲ,2020年05月,"26,218 Km",DAA-HE12,HR12-EM57,制動装置,２０２０年１２月１９日,帰宅し、ガレージに前から入庫したが少しバックしようとブレーキペダルを踏んだ状態でＲレンジに切り替えたとたん、凄いパワーでバックした。強くブレーキペダルを踏んだが５メートルくらい暴走して止まった。
88,2020年12月20日,香川,ＨＰ,ニッサン,セレナ,2017年03月,"29,060 Km",DBA-C27,MR20,電気装置,２０２０年１２月,一般道路を走行中エンジンオイルの警告灯が点灯し、アクセルペダルを踏んでも加速しなくなった。
89,2020年12月19日,北海道,ＨＰ,いすゞ,エルフ,2015年07月,"100,000 Km",TPG-NKS85AN,4JJ1,走行装置,２０２０年１２月１０日,ハブベアリングの破損により、走行中にフロントハブ付近から振動と異音が発生した。
90,2020年12月19日,福島,ＨＰ,トヨタ,プリウス,2011年01月,"163,000 Km",DAA-ZVW30,2ZR-3JM,車枠・車体,２０２０年１２月１５日,カラーナンバー０７０のホワイトパール色塗装の車で、ボンネットの塗装が剥がれた。
91,2020年12月19日,長野,ＨＰ,マツダ,ＣＸ－３０,2020年01月,不明,3DA-DM8P,S8,エンジン,２０２０年８月,発進直後、アクセルペダルを踏んでもエンジンの回転が上がらない時がある。
92,2020年12月19日,神奈川,ＨＰ,トヨタ,カローラフィールダーハイブリッド,2013年10月,"68,000 Km",DAA-NKE165G,1NZ-1LM,エンジン,２０２０年１０月１５日,車検前の点検で、チェーンカバーからオイル漏れが発覚した。
93,2020年12月19日,愛知,24時間電話,スズキ,スイフトハイブリッド,2020年12月,140 Km,5AA-ZC53S,不明,非装置,２０２０年１２月１８日１１：００,スタートスイッチを押す時間が短く、エンジンが始動していないことに気が付かないまま、シフト操作や駐車ブレーキ操作を行うと、ブレーキを踏みながらエンジンをかけるようにアラートは出るものの、クリープより早い速度で車が動いてしまう。また、この現象が出た際にブレーキペダルを踏もうとすると、ロックされたような固い感触となり、ブレーキが効かず、駐車ブレーキを使わないと車を止められない。
94,2020年12月19日,愛知,ＨＰ,ＢＭＷ,ミニクーパー　クロスオーバー,2012年07月,"41,200 Km",DBA-ZC16,N18B16A,動力伝達,２０２０年１２月３日,走行中にクラッチペダルが突然踏み込めなくなり、シフトチェンジができなくなったため、惰性で路肩に停車した。
95,2020年12月19日,岐阜,ＨＰ,トヨタ,ラクティス,2009年12月,"89,000 Km",DBA-NCP100 改,1NZ,保安灯火,２０２０年１１月７日,ヘッドライトを固定するステーが左右とも破損した。
96,2020年12月19日,大阪,ＨＰ,ニッサン,アトラス,2017年10月,"84,600 Km",TRG-FBA5W,4P10,保安灯火,３週間に１回位の頻繁に発生,ストップランプが１か月以内に必ず球切れする。メーターには「ＳＡＭ」表示が出る。
97,2020年12月18日,岩手,ＨＰ,トヨタ,カムリ,2013年06月,"136,000 Km",DAA-AVV50,2AR-2JM,制動装置,２０２０年１２月１８日,信号待ち停車中、ドライブレンジに入れたままブレーキペダルを踏んでいたところ、車がゆっくりと動き出し前方車両に近づいて行った。警告灯等は何もなかった。もうすぐ追突しそうなところで、信号が青になり前車が発進して接触とはならなかった。ブレーキペダルを踏みこんでも感触がなく、パーキングレンジに入れたが、すごくゆっくり前進していった。その後は普通に戻った。
98,2020年12月18日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ランドローバー,レンジローバーヴォーグ,2015年05月,"80,000 Km",ABA-LG3SB,306PS,エンジン,不明,トランスミッションモジュール交換作業後、バルブクラッシュした。
99,2020年12月18日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,３２０ｉ,2016年06月,"35,000 Km",DBA-3X20,N20B20B,乗車装置,不明,タワーパーキング内において、テールゲートが勝手に開いていたため、車体とタワーパーキング双方に傷をつける物損事故になった。
100,2020年12月18日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ランドローバー,レンジローバーヴォーグ,2015年05月,"80,000 Km",ABA-LG3SB,306PS,エンジン,不明,冷却水のパッキンが破損した。
101,2020年12月18日,神奈川,ＨＰ,トヨタ,プリウス,2011年04月,"100,900 Km",DAA-ZVW30,2ZR-3JM,車枠・車体,２０２０年７月頃から,カラーナンバー０７０ホワイトパール色塗装の車で、運転席側フロントピラー部分の塗装が浮いてひび割れてきており、走行中５ｃｍ位剥がれた。
102,2020年12月18日,埼玉,ＨＰ,スバル,ＸＶハイブリッド,2014年01月,"55,000 Km",DAA-GPE,FB20-MA1,制動装置,２０２０年８月,ブレーキマスターバッグの不良により、エンジンをかける際にブレーキペダルを強く踏み込まないとスタートできない。
103,2020年12月18日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＣＸ－８,2018年02月,"116,000 Km",3DA-KG2P,SH,制動装置,２０２０年１２月,右駐車ブレーキの戻り不良により、ブレーキパッドが焼けた。
104,2020年12月18日,茨城,ＨＰ,ボルボ,Ｖ４０　Ｔ４,2013年08月,"95,000 Km",DBA-MB4164T,B4164T,動力伝達,２０２０年１０月２７日　２０２０年１１月,国道を走行中にトランスミッションエラーという表示が運転席のパネルに表示された。
105,2020年12月18日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,その他,ｃａｏｓ,不明,不明,不明,不明,装置その他,不明,放置するとバッテリーが落ちる。ジャンパーで復旧後は普通に使えるようになる。
106,2020年12月18日,岐阜,ＨＰ,スバル,レガシィツーリングワゴン,2007年07月,"62,000 Km",CBA-BP5,EJ20,制動装置,２０２０年１２月,倍力装置の不良により、エンジン始動時にブレーキべダルが固まって始動しにくくなる。
