番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
12,"2007年12月28日","東京都","ＨＰ","フォード","2006/08","ABA-LFAAJ","エスケープ","21,211 Km","AJ","走行装置","２００７年１２月２８日","タイヤ交換時にスタッドボルトが折れた。"
13,"2007年12月28日","京都府","ＨＰ","スマート","2003/09","450335","スマートＫ","32,000 Km","","制動装置","２００７年１２月中旬頃","ステアリングポジションセンサーの故障により、ＡＢＳやＥＳＰ、坂道発進補助装置が作動しなくなった。"
14,"2007年12月28日","滋賀県","ＨＰ","マツダ","2003/05","LA-SE3P","ＲＸ－８","116,000 Km","13B","かじ取り","２００７年１２月","走行中にパワーステアリングが効かなくなった。"
15,"2007年12月27日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","ボルボ","1994/12","E-8B5254W","８５０ＧＬＴ","65,000 Km","B5254","保安灯火","","ウインカーレバーが根元から折れた。"
16,"2007年12月27日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","ボルボ","2006/06","CBA-CB5254AW","ＸＣ９０","","B5254","エンジン","","車載コンピュータの故障により、走行中にすべてのシステムがダウンして走行不能になった。"
17,"2007年12月27日","広島県","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","2001/07","GH-AL19","３１８ｉ","60,000 Km","19 4E","保安灯火","","ウインドウレギュレーターの不具合で窓ガラスが動かなくなってしまうことが頻発する。"
18,"2007年12月27日","群馬県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2006/09","CBA-HN22S","Ｋｅｉ","7,000 Km","K6A","動力伝達","","マフラーとプロペラシャフトの間に詰まった雪が凍結しており、運転時に異音が発生する。"
19,"2007年12月27日","東京都","ＨＰ","トヨタ","2005/07","DAA-MHU38W","ハリアーハイブリッド","30,000 Km","3MZ-FE","かじ取り","２００７年１２月２４日","ハンドルが異常に重くなり、力を入れても回らない状態になった。"
20,"2007年12月27日","埼玉県","ＨＰ","スズキ","2000/12","GF-MC21S","ワゴンＲ","58,000 Km","K6A","動力伝達","","自動変速機の不良によりギアがシフトアップしない。また、シフトをＲに入れると突然つながり急発進する。"
21,"2007年12月27日","福岡県","ＨＰ","スズキ","2004/01","UA-MH21S","ワゴンＲ","78,000 Km","K6A","エンジン","２００７年１２月２５日","エンジンが冷えた状態から始動する際に、アイドリングが安定せず、すぐに停まってしまう。"
22,"2007年12月27日","沖縄県","ＨＰ","スズキ","","TD54W","エスクード","","","エンジン","２００７年１２月","加速時にアクセルペダルを深く踏みこんだ際、エンジン回転が上がったままになった。"
23,"2007年12月27日","宮城県","電話","フォルクスワーゲン","2006/11","GH-1KAXX","ゴルフ","","BWA","エンジン","","電動ファンのコネクタが接触不良であったため、走行中、水温計が上昇し警告ブザーが作動した。"
24,"2007年12月27日","神奈川県","電話","ダイハツ","2001/11","GF-L900S","ムーヴ","","EF","排ｶﾞｽ･騒音","２００７年１２月","Ｏ２センサーの不良により、エンジンチェックランプが点灯した。"
25,"2007年12月27日","三重県","電話","ニッサンディーゼル","","U-DG2S41","コンドル","","","車枠・車体","","フレームが前輪タイヤ上部付近から折れていた。"
26,"2007年12月27日","宮崎県","来訪","三菱","","V-H32V","ミニカ","149,000 Km","3G83","保安灯火","２００７年１１月","スイッチの接点不良により、前照灯を点灯した状態において、方向指示器（左）を作動させると前照灯が消灯してしまう。"
27,"2007年12月26日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","","GH-L900S","ムーヴ","37,000 Km","EF","かじ取り","","アイドリング中にハンドルが異常に振動する。"
28,"2007年12月26日","埼玉県","電話","マツダ","2003/02","","ＡＺ－ワゴン","","","排ｶﾞｽ･騒音","","Ｏ２センサーが故障した。"
29,"2007年12月26日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","アウディ","2007/06","GH-4EBPKF","Ａ８","1,000 Km","BPK","保安灯火","","ワイパーが全自動式のため、超低速時等において作動せず、視界が確保できない。"
30,"2007年12月26日","福島県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","","GF-H42A","トッポＢＪ","113,000 Km","","車枠・車体","２００７年１２月","走行中にエンジンルームから発火し、車両が燃えた。"
31,"2007年12月26日","岐阜県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2007/06","ABA-JB23W","ジムニー","1,400 Km","K6A","制動装置","","ブレーキペダルを踏むと異音がする。"
32,"2007年12月26日","宮城県","24時間電話","スズキ","","BA-CJ43A","スカイウェイブ","","J436","エンジン","２００７年１２月２４日　朝","エンジンが始動できない。"
33,"2007年12月26日","千葉県","ＨＰ","フォード","2001/06","WFOEDD","フォーカス","78,341 Km","-","走行装置","２００７年１２月","リアハブベアリングの破損により、異音がするようになった。"
34,"2007年12月26日","埼玉県","ＨＰ","スバル","2003/01","XM182","トラヴィック","61,000 Km","Z18","エンジン","２００７年９月","冷却水漏れが発生した。"
35,"2007年12月26日","栃木県","ＨＰ","ＢＭＷ","2002/10","GH-RE16","ミニ","","","かじ取り","２００６年頃から","走行中にパワステが効かなくなった。"
36,"2007年12月25日","新潟県","電話","ルノー","2007/05","ABA-MK4MN","メガーヌ","1,100 Km","4KN","エンジン","","４速から２速へギアチェンジした場合にエンストする。また２速でコーナリングするときにもエンストする。"
37,"2007年12月25日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2006/09","AF56","スマートディオ","7,636 Km","-","保安灯火","","前照灯レンズの中心部が溶けたように白濁した。"
38,"2007年12月25日","東京都","24時間電話","スバル","","E-KK3","ヴィヴィオ","60,000 Km","EN07","かじ取り","","パワーステアリングフルードが容器の下のほうからオイル漏れした。"
39,"2007年12月25日","神奈川県","ＨＰ","マツダ","2002/07","LA-GY3W","アテンザ","45,000 Km","L3","走行装置","２００６年","前進、後退時に前車輪から異音が発生した。"
40,"2007年12月25日","神奈川県","ＨＰ","マツダ","2002/07","LA-GY3W","アテンザワゴン","45,000 Km","L3","乗車装置","２００６年","運転席側ドアの開閉時に異音がする"
41,"2007年12月25日","愛知県","ＨＰ","オペル","2006/10","GH-AH05Z22","ザフィーラ","8,000 Km","Z22","車枠・車体","２００６年１０月、２００７年５月、９月","グローブボックスが閉まらないことから照明ランプが点灯したままになるため、ランプ周りが熔けた。"
42,"2007年12月25日","三重県","ＨＰ","ニッサン","1999/11","AET50","エルグランド","12 Km","","燃料装置","２００７年１０月","燃料噴射ポンプの不良により、エンジン警告灯が点灯し、アイドリングが不調になった。"
43,"2007年12月25日","福岡県","電話","ＢＭＷ","2003/11","F650CS","Ｆ６５０ＣＳ","9,100 Km","651EA","その他","２００７年１１月","スピードメータの基板の不良により、走行中スピードメータとタコメータが異常値を示した直後エンストした。"
44,"2007年12月23日","福井県","ＨＰ","トヨタ","2007/01","KDH205","ハイエース","35,000 Km","2KD","エンジン","２００７年１２月","停車時に突然エンストした。"
45,"2007年12月23日","宮城県","ＨＰ","スバル","2004/10","SG9","フォレスター","21,000 Km","EJ25","制動装置","","ブレーキ部分に水が侵入すると、通常の踏力では制動できなくなる。"
46,"2007年12月23日","熊本県","ＨＰ","ホンダ","","DBA-GE6","フィット","200 Km","TA-L13A","エンジン","２００７年１２月１８日","駐車時にシフトレバーをＰレンジにしてもイグニッションキーが抜けない。"
47,"2007年12月21日","群馬県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","1997/12","KC-FV512HR","","360,000 Km","","その他","","スピードメーターの指針がおかしい（走行中にゼロを指す）。"
48,"2007年12月21日","不明","ﾌﾘｰﾀﾞｲｱﾙ","三菱","","FK61HG","ふそうキャンター","","","乗車装置","２００５年頃","シートベルトの受け側バックルの根元の配線が断線し、ベルト警告等が作動しなくなった。"
49,"2007年12月21日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","スバル","1995/12","V-KW4","サンバー","63,355 Km","EN07","保安灯火","","方向指示器と、車幅灯のバルブソケットが溶けていた。"
50,"2007年12月21日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2004/09","CBA-NZE121G","カローラフィールダー","","1NZ","車枠・車体","３年間で３回","リヤゲートダンパーの不良により、リヤゲートが開けた状態で保持できない。"
51,"2007年12月21日","茨城県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2002/09","UA-NE51","エルグランド","51,212 Km","VQ35","走行装置","","ホイールベアリングの不良により走行中に異音が発生した。"
52,"2007年12月20日","山形県","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2002/04","GF-1JAPK","ゴルフ","71,000 Km","APK","緩衝装置","","前輪右側サスペンションの破損により、走行中に異音が発生した。"
53,"2007年12月20日","北海道","電話","フォード","2006/02","","エクスプローラ","10,000 Km","","動力伝達","","停車時にノッキングが発生し、前へ飛び出すことがある。"
54,"2007年12月20日","神奈川県","電話","フォルクスワーゲン","","","ポロ","","","保安灯火","２００７年７月１日","右の窓ガラスを開けようとスイッチを押すと、左が開く。"
55,"2007年12月20日","高知県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2007/02","DBA-NZE141G","カローラフィールダー","100 Km","1NZ","動力伝達","","冷間時、自動変速機の変速タイミングが遅い。ブレーキを踏み始めた時、エンジンが吹け上がる事がある。"
56,"2007年12月20日","秋田県","ＨＰ","ニッサン","2002/09","UA-BNK12","マーチ","25,877 Km","CR14","エンジン","２００７年１１月２５日","タイミングチェーンが伸びたことにより、エンジン警告ランプが点灯した。"
57,"2007年12月20日","埼玉県","ＨＰ","スズキ","","LA-DA32W","エブリイランディ","","G13B","保安灯火","","球切れでもないのに、ブレーキランプが点灯しなくなる。"
58,"2007年12月20日","岐阜県","ＨＰ","ニッサン","1993/05","PBY32","グロリア","85,000 Km","VG30DET","燃料装置","２００４年頃から","燃料ホース付け根よりガソリン漏れが起きる。"
59,"2007年12月20日","静岡県","ＨＰ","ニッサン","2003/08","UA-BNZ11","キューブキュービック","40,000 Km","CR14DE","制動装置","２００６年８月","ブレーキの利き方が安定しないことがある。"
60,"2007年12月20日","広島県","ＨＰ","ホンダ","","GF-JB1","ライフ","71,686 Km","E07Z","エンジン","","気温が低いとエンジンが始動しにくい上、始動操作をやり直すとセルモーターが空回りする。"
61,"2007年12月19日","北海道","電話","三菱","2002/09","KK-FG82EE","ふそうキャンター","200,000 Km","","走行装置","２００７年８月２４日頃","走行中に左前輪が外れかけたため、走行不能になった。"
62,"2007年12月19日","岩手県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","","ABA-L360S","タント","30,000 Km","EF","エンジン","２００７年１２月１９日","アクセルケーブルの取り回しの不良により、アクセルが異常に重く発進が、急発進になる。"
63,"2007年12月19日","北海道","ＨＰ","ホンダ","2002/09","LA-RF4","ステップワゴン","50,000 Km","K20A","緩衝装置","２００７年７月～８月頃","走行中ハンドルを切ると、サスペンション付近から異音がする。"
64,"2007年12月19日","山梨県","ＨＰ","クライスラー","2001/01","GF-PT2K20","ＰＴクルーザー","60,000 Km","T","かじ取り","２００７年１２月１６日","走行中に突然ステアリングが利かなくなった。"
65,"2007年12月19日","愛知県","ＨＰ","トヨタ","2006/03","PB-XZB50","コースター","9,400 Km","N04C","制動装置","","ブレーキパッドの減りが早い。"
66,"2007年12月19日","宮崎県","ＨＰ","プジョー","2002/10","GF-Z8","６０７","41,000 Km","XFX","電気装置","２００７年１１月、２００７年１２月","イグニッションコイルが故障した。"
67,"2007年12月19日","新潟県","電話","メルセデス・ベンツ","1999/06","GF-210065","Ｅ３２０","86,996 Km","112","かじ取り","２００７年１２月１９日","走行中、ステアリングシャフト室内側のジョイント部分が破損していたため、ハンドルが利かなくなった。"
68,"2007年12月19日","大阪府","電話","スズキ","","GF-MC21S","ワゴンＲ","","K6A","かじ取り","","走行中ハンドルが左に取られる。"
69,"2007年12月18日","不明","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2007/11","DBA-KSP90","ヴィッツ","","1KR","車枠・車体","","後席の窓ガラスを開けて６０ｋｍ／ｈ以上の速度を出すと、風圧の影響で耳が痛くなる。"
70,"2007年12月18日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","メルセデス・ベンツ","2007/04","DBA-169032","Ａ１７０","","266","エンジン","","走行中にエンストする。タイヤの空気圧警告灯が誤作動した。"
71,"2007年12月18日","茨城県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","","CBA-E51","エルグランド","","VQ35","エンジン","","エンジンのインレットマニホールド内のバルブが破損していたため、エンスト及びアイドリング不調が発生した。"
72,"2007年12月18日","岐阜県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2000/07","GH-MCR40W","エスティマ","150,000 Km","1MZ-FE","エンジン","","走行中、突然に異音がして急減速し、走行できなくなった。"
73,"2007年12月18日","広島県","ＨＰ","フォード","","E-WF0NNG","モンデオワゴン","","","車枠・車体","２００７年１２月","リアバンパーが真ん中から割れた。"
74,"2007年12月18日","滋賀県","ＨＰ","ダイハツ","1996/11","E-G313G","パイザー","36,737 Km","HE","乗車装置","","シートベルト（運転席・助手席とも）のバックルが外れやすい。"
75,"2007年12月18日","北海道","24時間電話","ニッサン","","-","キューブ","","","電気装置","","バッテリーが上がった。"
76,"2007年12月17日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2007/09","BDG-FU54JZ","ふそうスーパーグレート","","6M70","その他","２００７年１１月７日","エア・コンプレッサーにが亀裂が発生し、オイルが漏れした。"
77,"2007年12月17日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2006/12","DAA-FD3","シビックハイブリッド","5,000 Km","LDA-MF5","エンジン","","ＩＭＡ（ハイブリッドシステム異常）表示灯が点灯し、エンストした。"
78,"2007年12月17日","新潟県","電話","ニッサンディーゼル","2004/08","PB-MK36A","コンドル","170,000 Km","JO7E","かじ取り","２００７年１２月１５日","パワーステアリングポンプの不具合により、かじ取りが重くなった。"
79,"2007年12月17日","静岡県","ＨＰ","アウディ","","AUQ","ＴＴ","45,000 Km","","その他","２００７年に入ってから","燃料計・水温計の表示が実際と大きく誤差がある。"
80,"2007年12月17日","広島県","ＨＰ","トヨタ","","DBA-ZRR70W","ノア","","3ZR-FE","乗車装置","","２列目　中央席のシートベルトが装着しづらい。"
81,"2007年12月17日","茨城県","ＨＰ","メルセデス・ベンツ","2003/05","GH-220067","Ｓ３５０","63,000 Km","112M37","排ｶﾞｽ･騒音","２００７年１２月１日","触媒が破損し、走行中に異音がするようになった。"
82,"2007年12月17日","福岡県","ＨＰ","ダイハツ","","E-L200S","ミラ","","EF-HL","かじ取り","２００７年１２月","急なカーブを低速で走行した時に突然ハンドルが重くなった。"
83,"2007年12月17日","北海道","ＨＰ","ＢＭＷ","1988/11","E-CH19","Ｚ３","83,000 Km","","排ｶﾞｽ･騒音","２００７年６月","触媒の不良によりマフラーより異音と、出力の低下が起きた。"
84,"2007年12月17日","広島県","ＨＰ","フォード","1997/05","E-WFONSE","モンデオ","72,000 Km","SE","排ｶﾞｽ･騒音","２００７年９月２０日","マフラーの太鼓から出ているパイプが腐食により脱落した。"
85,"2007年12月17日","三重県","来訪","ニッサンディーゼル","1999/06","KC-CG45Cww","","","PF6","制動装置","","駐車ブレーキを作動させた状態であるのに車両が動いた。"
86,"2007年12月16日","千葉県","ＨＰ","フォルクスワーゲン","2001/03","1J2393-4RA","ボーラ","57,000 Km","","制動装置","２００７年１２月２日","ブレーキバキュームパイプの亀裂により、ブレーキが利かなくなった。"
87,"2007年12月16日","宮城県","ＨＰ","ホンダ","1999/04","GF-GA4","キャパ","55,000 Km","D15B","乗車装置","２００７年１０月頃から","走行中にキーレス装置が誤作動する。運転席ドアを開けてもルームランプが点かない。"
88,"2007年12月15日","岐阜県","ＨＰ","ホンダ","2002/04","L-GD1","フィット","45,000 Km","L13A","制動装置","２００７年８月ごろ","ブレーキディスクロータが早期磨耗した。"
89,"2007年12月15日","新潟県","ＨＰ","三菱","2003/03","LA-H81W","ｅＫスポーツ","41,022 Km","3G83","保安灯火","２００７年１２月","ディスチャージヘッドライトの灯色がピンク色に変色した後、点灯しなくなった。"
90,"2007年12月14日","神奈川県","電話","トヨタ","2007/08","DBA-ZRR70G","ノア","4,136 Km","3ZR-FE","かじ取り","２００７年１１月２６日","ステアリングを固定しているボルトが脱落した。"
91,"2007年12月14日","大分県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2001/11","LA-RD5","ＣＲ－Ｖ","50,974 Km","K20A","動力伝達","","変速機の不良により、走行中にタイヤがロックし、走行不能になった。"
92,"2007年12月14日","愛媛県","電話","フォード","1989/10","不明","リンカーン","140,400 Km","","制動装置","","ブレーキの調子が悪いことからパッド、キャリパーを交換した。その後、火災が発生した。"
93,"2007年12月14日","長野県","ＨＰ","ニッサン","1999/04","GF-ENR34","スカイライン","9,700 Km","RB26DETT","エンジン","２００４年","タービンのブレードが破損した。"
94,"2007年12月14日","青森県","ＨＰ","ホンダ","","JB4","ライフ","80,000 Km","E07Z","エンジン","２００７年６月","ピストンが欠けていたことにより、アイドリング状態でエンジンが停止する。"
95,"2007年12月14日","石川県","ＨＰ","ダイハツ","2004/03","UA-L150S","ムーヴ","23,000 Km","EF","車枠・車体","","加速時、エンジンの振動がボディに伝わりガタガタ揺れる。発進時時、アクセルが重く急発進してしまう。"
96,"2007年12月14日","宮城県","電話","三菱","2003/09","UA-H81W","ｅＫワゴン","19,800 Km","3G83","緩衝装置","","フロント右コイルスプリングが折損して、走行中に異音が発生した。"
97,"2007年12月14日","熊本県","電話","日野","1988/09","P-RU638BB改","セレガ","9,800,000 Km","EF750","緩衝装置","","トルクロッドの支持部が破損した為、車両後部から異音が発生した。"
98,"2007年12月13日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","シトロエン","2003/05","GH-A8KFV","Ｃ３","38,000 Km","KFV","燃料装置","","燃料ポンプから燃料漏れが発生した。"
99,"2007年12月13日","山口県","ＨＰ","ダイハツ","","CBA-L350S","タント","","EF","その他","","鍵を抜いて駐車している車両のオーディオがひとりでに鳴っていた。"
100,"2007年12月13日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","いすゞ","","KK-NPR71LB改","エルフＣＮＧ","234,157 Km","","エンジン","","ラジエータの不具合により、冷蔵冷凍車のエンジンが焼き付きを起こした。"
101,"2007年12月13日","高知県","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","","GH-GL36","７３５ｉ","37,000 Km","N62B36A","制動装置","","ブレーキオイル漏れにより、ブレーキの利きが悪くなった。"
102,"2007年12月13日","愛知県","24時間電話","トヨタ","","E-JZS160","アリスト","170,000 Km","2JZ","緩衝装置","","走行中に前輪がハブごと外れた。"
103,"2007年12月13日","静岡県","24時間電話","スズキ","","V-DF51V","エブリイ","94,000 Km","F6A","エンジン","","タイミングベルト付近やディストリビューター付近からオイル漏れが発生した。"
104,"2007年12月13日","東京都","ＨＰ","ランボルギーニ","2005/12","GH-JFGE12","ガヤルド","8,000 Km","","エンジン","","低速走行中にエンストし、再始動もできなくなる。"
105,"2007年12月13日","山形県","ＨＰ","ボルボ","","E-8B5254W","８５０","","B5254","制動装置","２００７年４月頃から","ＡＢＳコントロールコンピューターの不良により、ＡＢＳ警告灯、ＴＲＡＣＳＯＦＦが点灯し、ブレーキが異常作動した。"
106,"2007年12月13日","岡山県","ＨＰ","ニッサン","2000/03","KH-VNC24","セレナ","40,000 Km","YD25","エンジン","２００７年１２月１２日","走行中突然エンストし、それ以後エンジンが始動できなくなった。"
107,"2007年12月12日","石川県","電話","トヨタ","2004/01","ACA21W","ＲＡＶ４","19,000 Km","1AZ-FSE","エンジン","","走行中ブレーキを踏む度にエンストする（過去４回）。後退時にブレーキを踏むとエンストする。"
108,"2007年12月12日","広島県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","1999/03","KC-FB501B","ふそうキャンターガッツ","190,000 Km","","緩衝装置","","リヤショックアブソーバーが破損して下半分欠損していた。排気ブレーキが故障しており、全く利かない。"
109,"2007年12月12日","山形県","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2000/09","GF-9CAQY","ニュービートル","45,000 Km","AQY","動力伝達","","変速機の不良により、シフトレバーを操作してもギアが入らず、走れない。"
110,"2007年12月12日","北海道","電話","フォード","2006/02","","エクスプローラ","","","動力伝達","","減速して、停止の直前になると車が急に前に出るような状態になる。エンジンをかけた状態でドアを閉めていると、ロックされてしまう。"
111,"2007年12月11日","不明","電話","ホンダ","","E-PP1","ビート","","E07A","エンジン","","エンジンコンピュータのコンデンサから液漏れが発生している。"
112,"2007年12月11日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","オペル","2003/08","TA-Z02Z32","ベクトラ","82,000 Km","-","かじ取り","","ステアリングギアのガタにより、ハンドル操作時に引っかかりを生じた。"
113,"2007年12月11日","東京都","ＨＰ","ニッサン","1989/09","E-GCZ32","フェアレディＺ","93,515 Km","VG30","エンジン","２００７年７月","エンジン始動時アイドリングがしばらく安定しない。"
114,"2007年12月11日","兵庫県","ＨＰ","フォルクスワーゲン","","1J12N3","ゴルフ","","","その他","２００６年　気温が低い時期","走行距離計のディジタル表示がされないことがある。"
115,"2007年12月10日","埼玉県","電話","トヨタ","2005/03","","エスティマ","50,000 Km","","動力伝達","","走行中アクセルを一定にしていても、４０ｋｍ／ｈから１２０ｋｍ／ｈ位に上がってしまう。"
116,"2007年12月10日","長野県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2007/03","DBA-ANM10G","アイシス","","1AZ-FSE","保安灯火","","エンジン稼働中に車外からキーレスリモコンを操作すると、ドアロックの作動と共に、ブレーキランプが点灯することがある。"
117,"2007年12月10日","不明","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2001/07","GF-VZJ95W","ランドクルーザープラド","98,000 Km","5VZ-FE","エンジン","","アクセルを踏んでも回転が吹けあがらず、スピードが出ない。"
118,"2007年12月10日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","","LA-H81W","ｅＫワゴン","","3G83","エンジン","","駐車上で徐行中、勝手にエンジン回転数が吹け上がった。"
119,"2007年12月10日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","2001/08","GF-GG35","７３５ｉ","89,000 Km","35 8S","かじ取り","２００７年１１月２６日","走行中、ハンドルがロック状態となり操作不能になった。"
120,"2007年12月10日","不明","電話","ニッサン","","不明","エルグランド","","","動力伝達","","バックで坂路を上がり一旦停止すると、エンストする。"
121,"2007年12月10日","埼玉県","電話","スズキ","1996/12","E-GC21W","カルタスワゴン","100,000 Km","G15A","エンジン","２００７年１２月１０日","アクセルを軽く踏んだにも関わらず急発進した。"
122,"2007年12月10日","山形県","ＨＰ","スバル","1998/03","E-BG3","レガシィ","63,800 Km","EJ18","エンジン","２００５年８月","走行中エンジンから甲高い異音が発生する。"
123,"2007年12月10日","東京都","ＨＰ","プジョー","","GH-Z8XFX","６０７","","","電気装置","","イグニッションコイルが頻繁に断線する"
124,"2007年12月10日","秋田県","ＦＡＸ","日野","1994/12","U-RR3HJAA","レインボー","500,000 Km","H07D","エンジン","","変速機をＤレンジにしてサイドブレーキを解除したところ、回転数が急上昇し前進した。"
125,"2007年12月10日","大阪府","電話","いすゞ","1999/11","KK-NPR71LR","エルフ","385,000 Km","4HG1","その他","","走行中にスペアタイヤが脱落した。"
126,"2007年12月10日","福岡県","来訪","スズキ","2007/05","BA-NJ4AA","ＳＴ２５０","12,201 Km","J438","動力伝達","２００７年１２月７日","チェーンが外れて走行不能になった。"
127,"2007年12月09日","三重県","ＨＰ","ニッサン","2003/03","UA-RM12","リバティ","47,000 Km","QR20DE","保安灯火","２００５年","電動スライドドアのガラスが開ききった後もなお動いている。"
128,"2007年12月09日","兵庫県","ＨＰ","ルノー","2003/11","GH-EL7X","アヴァンタイム","49,000 Km","L7X","電気装置","２００６年１０月、２００７年１０月、１２","イグニッションコイルの不具合により、走行中にノッキングやエンストが発生する。"
129,"2007年12月09日","東京都","ＨＰ","ホンダ","1999/09","HG-TA3","アヴァンシア","89,000 Km","J30A","保安灯火","２００７年１２月９日","後部座席のパワーウィンドウが上がらなくなった。"
130,"2007年12月08日","東京都","ＨＰ","メルセデス・ベンツ","1999/12","GF-170447","ＳＬＫ２３０","33,433 Km","1117","燃料装置","２００７年１２月","燃料ホースの劣化で燃料ポンプ付近からガソリンが大量に漏れた。"
131,"2007年12月08日","新潟県","ＨＰ","ホンダ","2003/02","LA-GD2","フィット","56,000 Km","L13A","保安灯火","２００７年１１月頃","前照灯のレンズが結露している。"
132,"2007年12月08日","東京都","ＨＰ","ピアッジオ　","2007/08","ZAPM47201","ＭＰ３－２５０ＲＬ","3,400 Km","M472M","動力伝達","２００７年１１月２３日","クラッチ滑りにより発進が困難となり、走行中でも駆動系から異音が発生する。"
133,"2007年12月07日","福岡県","24時間電話","オペル","","GF-XM181","ザフィーラ","105,000 Km","Z18","かじ取り","","パワーステアリングの異常により、ハンドルが突然ロック状態になった。"
134,"2007年12月07日","山形県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","","E-H31A","ミニカトッポ","100,000 Km","4A30","緩衝装置","","サスペンションのボールジョイントが外れて走行不能になった。"
135,"2007年12月07日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2003/05","TA-LW3W","ＭＰＶ","75,000 Km","L3","乗車装置","","スライドドアが勝手に開放することがある。"
