番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
16,2022年06月30日,滋賀,ＨＰ,ホンダ,Ｎ－ＢＯＸ　Ｃｕｓｔｏｍ,2018年06月,"55,000 Km",DBA-JF3,S07B,保安灯火,２０２２年５月末,右リアドアウィンドウガラスを開閉時に、ガコガコという鈍い音がする。ガラスと一体となっている部品が２つ付いており、片方が割れており、部品だけの交換ができないからガラスごと交換が必要と説明された。
17,2022年06月30日,和歌山,ＨＰ,スズキ,パレット,2012年08月,"40,300 Km",DBA-MK21S,K6A,その他,２０２２年６月３０日,エアコンが効かなくなり異音がする。エンストしそうになる。
18,2022年06月30日,広島,ＨＰ,トヨタ,ヴォクシー,2022年03月,不明,6AA-ZWR95W,2ZR-1VM-1WM,保安灯火,２０２２年６月４日,ナビが立ち上がらない、走行中画面が消える、バック時モニター画像が切れる等々全く機能しない。
19,2022年06月30日,広島,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ＣＲＦ２５０Ｌ,2022年03月,不明,2BK-MD47,MD47E,エンジン,不明,走行中にエンストする。整備店に相談したところ、クラッチレバーやスイッチ交換することになった。
20,2022年06月30日,山口,ＨＰ,マツダ,ＣＸ－８,2021年02月,"8,600 Km",5BA-KG5P,PY,エンジン,２０２２年３月１８日,走行中にオイルランプの異常を示すランプが点灯した。
21,2022年06月30日,山口,ＨＰ,トヨタ,プリウス,2011年01月,"91,500 Km",DAA-ZVW30,2ZR-3JM,車枠・車体,２０２２年６月３０日,ホワイトパール色塗装の車で、洗車のためホースで水を掛けた際、純正塗装がパリパリと剥がれて飛んで行った。
22,2022年06月30日,福岡,ＨＰ,ニッサン,セレナ,2013年12月,"87,000 Km",DAA-HFC26,MR20-SM23,保安灯火,２０２２年６月,ぶつけていないのにハイマウントストップランプが中央からきれいに真っ二つに割れていた。
23,2022年06月29日,青森,ＨＰ,マツダ,ＣＸ－５,2014年03月,"61,400 Km",LDA-KE2AW,SH,エンジン,不明,発進から４０ｋｍ／ｈほどまでの加速に時間がかかり、４０ｋｍ／ｈ過ぎからは、急加速して制御が難しくなり、ブレーキアシストも十分な制御が難しい状態になる。ディーラーで確認したところ、低速タービンの故障により交換が必要と診断された。
24,2022年06月29日,長野,ＨＰ,スズキ,アルト,2015年07月,"150,000 Km",DBA-HA36S,R06A,緩衝装置,２０２２年６月,車検時に前輪のコイルスプリングが下から１巻き半のところで破断していることが確認された。
25,2022年06月29日,埼玉,ＨＰ,ホンダ,Ｎ－ＢＯＸ,2013年03月,"75,000 Km",DBA-JF1,S07A,動力伝達,２０２２年５月,走行中にエンジンルームの方から、「ガッ、ガッ」と何かが擦れる様な音がする様になった。ディーラーによる確認で、トランスミッション内部から発生しており交換が必要と診断された。
26,2022年06月29日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸ,2017年07月,"35,600 Km",DBA-JF1,S07A,制動装置,２０２２年６月２７日,運転を終え、車を止めたところ、駐車ブレーキランプ、ブレーキ警告、ＣＴＢＡ警告が点いたままになった。整備工場で見てもらったところ、運転席の下部にブレーキの関係部品が脱落しているのが発見された。
27,2022年06月29日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸ,2017年07月,"35,600 Km",DBA-JF1,S07A,保安灯火,不明,ワイパーがキーキー鳴く。
28,2022年06月29日,愛知,ＨＰ,スズキ,ワゴンＲ,2014年11月,"18,500 Km",DBA-MH34S,R06A,動力伝達,１７０００ｋｍあたりから,発進して速度を４０ｋｍ／ｈでホールドした時に、ノッキングのようになる。変速がおかしい。ひどい時には走行できないほどのノッキングを起こし車体が揺れる。
29,2022年06月29日,愛知,ＨＰ,フォルクスワーゲン,ＶＷゴルフ　１．２／７７ｋＷ,2014年03月,"50,000 Km",DBA-AUCJZ,CJZ,保安灯火,２０２２年６月１１日,ドライバー側のドアミラーのミラーが走行中に脱落した。
30,2022年06月29日,奈良,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ミライース,2022年06月,400 Km,5BA-LA350S,KF,その他,不明,コーナーセンサーの警報音の音色が高く、音量が小さいため、聞こえない。
31,2022年06月29日,広島,ＨＰ,スバル,ＷＲＸ,2015年06月,"93,000 Km",DBA-VAG,FA20,電気装置,２０２２年６月４日,メーターパネルにエンジン警告表示がされ、アイサイトが使用不可となった。ディーラーで確認したところ、エンジンハーネス、Ｏ２センサーの不具合と診断された。
32,2022年06月29日,福岡,ＨＰ,ホンダ,ズーマーＸ,不明,不明,EBJ-JF52,不明,保安灯火,新車から約５年,ウインカー根元部分のゴムがボロボロになって折れ、ウインカーが配線で、ぶら下がった状態になった。
33,2022年06月29日,福岡,ＨＰ,スバル,レヴォーグ,2017年03月,"32,000 Km",DBA-VM4,FB16,緩衝装置,２０２２年６月,停止時からの発進時および停止直前に左フロントの足回りからコトコトと異音がする。
34,2022年06月28日,埼玉,ＨＰ,スズキ,ワゴンＲスティングレー,2009年06月,"57,800 Km",DBA-MH23S,K6A,かじ取り,不明,ステアリングのシャフトが折れた。
35,2022年06月28日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナ,2012年07月,"67,500 Km",DAA-HFC26,MR20-SM23,エンジン,２０２２年６月２５日,エンジン周りからガラガラと異音が発生し、エンジンが停止する。
36,2022年06月28日,静岡,ＨＰ,シトロエン,グランドＣ４スペースツアラー,2020年05月,"9,980 Km",3DA-B787AH01,AH01,排ｶﾞｽ･騒音,２０２１年６月２４日,一般道路走行中、「エンジン故障要修理」「アドブルー排気システム故障」の警告が出た。ディーラーで確認したところ、チェッカーでアドブルー噴射圧低下のエラーを確認。アドブルータンクユニット交換が必要と診断された。
37,2022年06月28日,大阪,ＨＰ,シトロエン,グランドＣ４スペースツアラー,2018年09月,"28,000 Km",LDA-B787AH01,AH01,車枠・車体,購入後３年　約２５０００ｋｍ,自動開閉式のサンルーフカーテンを閉めた数秒後に部品が破損し、カーテンがものすごい勢いで天井後部へ巻き取られ、樹脂部品が後部座席へ飛んできた。
38,2022年06月28日,広島,ＨＰ,ＢＭＷ,ＢＭＷ　ＡｃｔｉｖｅＨｙｂｒｉｄ　５,2014年07月,"22,000 Km",DAA-FZ35,N55B30A-M230,保安灯火,２０２２年４月,購入し４か月の間に、助手席側アダプティブＬＥＤヘッドライト内部に結露が生じヘッドライトが点灯しなくなった。ディーラーにて３度部品を交換しているが、再発している。
39,2022年06月28日,大分,ＨＰ,プジョー,３０８アリュールブルーＨＤｉ,2018年11月,"44,000 Km",LDA-T9BH01,BH01,排ｶﾞｽ･騒音,新車から３年半程度,アドブルー噴射異常検知にてアドブルー警告灯が点灯後にエンジンチェックランプ警告灯が点灯した。この不具合により、ＵＲＥＡ走行可能距離警告表示が出た。
40,2022年06月27日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,アテンザ,2012年11月,"111,100 Km",LDA-GJ2FP,SH,制動装置,２０２２年６月,国４２４２の措置でターボチャージャーの検査のみを済ませた車で、届出に記載してあるものと同様の不具合が出た。
41,2022年06月27日,埼玉,ＨＰ,ニッサン,セレナ,2014年01月,"77,788 Km",DAA-HFC26,MR20-SM23,その他,２０２２年５月,塗装が剥がれてきた。
42,2022年06月27日,山梨,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,キャリイ,2008年12月,"80,000 Km",EBD-DA63T,K6A,動力伝達,２０２２年,４速ギアで３５ｋｍ／ｈ、３速ギアで２０ｋｍ／ｈ近辺で、ギャーっと異音が出る。
43,2022年06月27日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸ,2019年06月,不明,DBA-JF3,S07B,電気装置,２０２２年,エンジンを始動したところ、パネル状にホンダセンシング関係の機能が停止している警告が出た。購入店で確認したところ、コンピューター不良であり、交換修理が必要であると診断された。
44,2022年06月27日,兵庫,ＨＰ,トヨタ,カムリ,2015年03月,"270,000 Km",DAA-AVV50,2AR-2JM,制動装置,２０２２年６月１７日,走行中（時速６０ｋｍ程度）ＡＢＳ＆ブレーキアシスト警告灯・ブレーキ警告灯などが点灯し、十数秒後に警告音が鳴りブレーキが効かなくなった。
45,2022年06月27日,奈良,電話,三菱,ｅＫ,2014年06月,"83,100 Km",DBA-B11W,3B20,エンジン,中古車で購入当時から,エンジン始動時に異音が出る。
46,2022年06月27日,広島,ＨＰ,ニッサン,セレナ,2017年02月,"63,763 Km",DAA-GFC27,MR20-SM24,燃料装置,２０２２年６月２７日,アイドリングストップ異常がよく出るようになり、エンジン警告灯も点灯した。ディーラーにて検査した結果インジェクションの異常と診断された。
47,2022年06月27日,広島,ＨＰ,マセラテイ,クアトロポルテ,2015年12月,"36,926 Km",ABA-MQP30A,M156B,その他,２０２２年２月１０日,エンジン始動アイドリング時にエンジンルーム内で爆発が発生し、ボンネットが爆風で大きく歪んだ。ディーラーで確認の結果エキスパンションタンクの気圧調整キャップが作動せず、内部気圧が上昇して破裂を引き起こしたと診断された。
48,2022年06月27日,山口,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,エクストレイル,2016年01月,"110,000 Km",DBA-T32,MR20,動力伝達,２０２２年６月２０日,信号待ちでガタガタ揺れて加速せず、警告灯が点灯した。
49,2022年06月27日,愛媛,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,セレナ,2012年09月,"190,000 Km",DAA-HFC26,MR20-SM23,動力伝達,最近,国４７７０のリコールでコンピューターのリプログラミングを受けた車で、エンジン始動時に変速ショック、カーブ走行時にジャダー、走行中の不必要なギアアップ、ギアダウンなどの症状が出るようになった。
50,2022年06月27日,福岡,ＨＰ,ニッサン,デイズ,2016年02月,"41,000 Km",DBA-B21W,3B20,車枠・車体,２０２２年１月,ルーフの塗装がパラパラ剥がれてきた。
51,2022年06月26日,山形,ＨＰ,ニッサン,セレナ　Ｓハイブリッド,2014年02月,"134,000 Km",DAA-HC26,MR20-SM23,動力伝達,２０２２年６月１８日,ＣＶＴの不良により、青信号で右折レーンからの発進時、アクセルペダルを踏むとエンジン回転数は上がるが、微々たる速度しか出ず車が進まないため、対向車線直進車と衝突しそうになった。
52,2022年06月26日,石川,ＨＰ,ポルシェ,９１１カレラ４Ｓ,2022年01月,不明,3BA-992NA2,DKK,電気装置,２０２２年２月,エンジン始動時に「イグニッションロックエラー」表示され「要整備」とも表示される。ディーラーで配線関係のチェック、イグニッションユニット交換２回。コントロ－ルユニット交換１回。設定を出荷時にリセット等を行っているが、改善していない。
53,2022年06月26日,東京,ＨＰ,スズキ,アルト,2017年06月,"9,726 Km",DBA-HA36S,R06A,その他,２０２２年５月,エアコンを入れたらぬるい風が出ると同時に異音がした。ディーラーで診断したところ、エアコンコンプレッサーの本体とその上部の配管からのガス漏れが確認された。
54,2022年06月26日,東京,ＨＰ,ニッサン,セレナ　ｅ－ＰＯＷＥＲ,2019年09月,"16,500 Km",DAA-HFC27,HR12-EM57,その他,概ね２０２１年下旬より、納車当初からの可,発電用エンジンが微細なアクセル操作に連動して始動や停止、空吹かしが起きる。
55,2022年06月26日,埼玉,ＨＰ,三菱,ｅＫクロススペース,2021年03月,不明,4AA-B35A,BR06,その他,２０２２年６月２６日,エアコンを使用するとエンジンブレーキが４０ｋｍ／ｈ以下で効かなくなる。この症状が発生時に、アクセル・ブレーキ等を一切操作していないと、クルーズコントロールＯＮの時の様な挙動で減速しない。フットブレーキの効きが非常に悪くなり、かなり強めにペダル踏み込まないと減速しない。
56,2022年06月26日,栃木,ＨＰ,ホンダ,Ｎ－ＢＯＸ,2013年10月,"75,000 Km",DBA-JF1,S07A,動力伝達,２０２２年６月,シフトレバーのボタンが破損してＰレンジに入れることができなくなり、車両を安全に停止することができなくなった。
57,2022年06月26日,愛知,ＨＰ,ＭＩＮＩ,クーパーＤ,2020年11月,"15,000 Km",LDA-XN15A,B37C15A,保安灯火,２０２１年９月,新車購入後一年未満でヘッドライトアウターレンズに無数のヒビ割れを確認した。
58,2022年06月26日,愛知,ＨＰ,スバル,レヴォーグ,2015年09月,"39,913 Km",DBA-VMG,FA20,動力伝達,２０２２年６月２５日,ＣＶＴから油がもれており、片側２車線の追い越し車線側へ変更する際、全く加速せず３、４秒後にＣＶＴより衝撃が発生した。
59,2022年06月26日,岐阜,ＨＰ,ホンダ,Ｎ－ＢＯＸ,2019年01月,"38,000 Km",DBA-JF3,S07B,燃料装置,６月２５日,走行中、突然エンストのような症状が出て車が停止した。ディーラーで確認したところ、燃料ポンプ内の樹脂製の羽根（インペラ）に不具合があり、ポンプの交換が必要と診断された。（リコール対象の製造番号に近いが対象ではないとのこと）
60,2022年06月25日,東京,ＨＰ,スズキ,エブリイ,2016年01月,"125,000 Km",EBD-DA17V,R06A,動力伝達,２０２２年６月２０日,クラッチ交換後異音、クラッチペダルが重い、ギアが入りにくい。対策品の部品に変えても改善しない。
61,2022年06月25日,千葉,ＨＰ,ニッサン,セレナ,2016年12月,"80,000 Km",DAA-GFC27,MR20-SM24,制動装置,２０２２年６月６日,電動パーキングブレーキを解除して発車するとパーキングブレーキを解除してくださいと警告が出て警告灯が消えなくなる。パーキングブレーキを触っても点滅し続けてエラーが解除できない。日産に持ち込みをして解除したが再発している。
62,2022年06月25日,千葉,ＨＰ,メルセデス・ベンツ,Ｃ２２０ｄ,2022年03月,"4,000 Km",3CA-206004C,654M-EM0023,制動装置,２０２２年４月２２日、６月２４日,走行中に突然システム異常が発生した。ディーラーでＰＣ部品の交換を行ったが、その後、前方に車が無いのに緊急停止装置が誤作動し、追突されそうだった。
63,2022年06月25日,千葉,ＨＰ,三菱,ふそうキャンター,2014年09月,"335,134 Km",TKG-FEB80,4P10,エンジン,２０２２年６月初旬,一般道路を走行中、エンジンチェックランプが点灯してすぐにエンジン停止。その後何をやってもエンジン掛からなくなった。ディーラーで確認したところ、エンジン内部のタイミングチェーンがずれたためエンジン全損と診断された。
64,2022年06月25日,埼玉,ＨＰ,ＢＭＷ,５２３ｄツーリングラジュアリー,2018年03月,"84,000 Km",LDA-JM20,B47D20,動力伝達,２０２２年３月,走行時下回りからゴーと異音が発生した。ディーラーで確認した結果デファレンシャルギアの交換が必要と診断された。
65,2022年06月25日,静岡,ＨＰ,ホンダ,オデッセイ　ハイブリッド,2016年06月,"78,000 Km",DAA-RC4,LFA-H4,緩衝装置,２０２１年６月ごろ,初め車庫から出すときにフロントサスペンションからバキンっという音がし始めて、だんだん走行中にもギコギコと気持ち悪い音がしだした。ディーラーで、フロントダンパーユニットなどの交換が必要だと診断された。
66,2022年06月25日,大阪,ＨＰ,ハーレーダビッドソン,ソフテイルクラシック,2020年10月,"13,434 Km",2BL-STK,K,その他,２０２１年２月,スピードメーター内に水滴を生じ、全く表示が見えない。
67,2022年06月25日,兵庫,ＨＰ,スズキ,エブリイ,2017年10月,"55,600 Km",HBD-DA17V,R06A,動力伝達,はっきり覚えてないが１年以上前,１速、２速、バックへのギア入りが悪い。
68,2022年06月25日,兵庫,ＨＰ,ホンダ,ＣＲＦ２５０ＲＡＬＬＹ,2021年09月,"3,000 Km",2BK-MD47,MD47E,エンジン,発進時及び走行時,クラッチ合わせ時にアクセルを少し開けるとエンジンが止まる。一般道走行中、シフトダウンのためクラッチレバーを握りギヤを入れた瞬間エンジンが止まり、リヤタイヤがロックする。
69,2022年06月24日,東京,ＨＰ,ニッサン,セレナ,2012年12月,"57,909 Km",DAA-HFC26,MR20-SM23,電気装置,２０２２年６月１９日,加速した際にエンジンルームから時折「カラカラ」と微かな音が発生する。異常を感じディーラーへ向かう途中、次第に音が大きくなる。その後「パン」という金属音と共に、異音が消え、充電警告灯、水温警告灯、エンジン警告灯が順次点灯、アイドリングストップ表示灯が点滅するようになる。ディーラーで確認したところ、オルタネータープーリーが脱落していた。
70,2022年06月24日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ボルボ,ＸＣ６０　Ｂ５　ＡＷＤインスクリプション,不明,不明,-,不明,電動機(モーター),新車購入１か月,走行中に突然加速しなくなる症状がでるとともに緊急のメッセージで車両を止めるように指示がでた。レッカーでディーラーへ入庫して確認を受けたところ、ハイブリッドバッテリーの切り替えスイッチの不良と診断され、交換になった。
71,2022年06月24日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ボルボ,ＸＣ６０　Ｂ５　ＡＷＤインスクリプション,不明,不明,-,不明,電動機(モーター),新車購入１か月,走行中に突然加速しなくなる症状がでるとともに緊急のメッセージで車両を止めるように指示がでた。レッカーでディーラーへ入庫して確認を受けたところ、ハイブリッドバッテリーの切り替えスイッチの不良と診断され、交換になった。
72,2022年06月24日,千葉,ＨＰ,ニッサン,セレナ　Ｓ－ＨＹＢＲＩＤ,2016年06月,"43,000 Km",DAA-HFC26,MR20-SM23,電気装置,２０２２年６月２０日頃,オルタネーターから走行中にヒューン音が出るようになった。
73,2022年06月24日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,ルノー,カングー,2017年05月,"61,800 Km",ABA-KWH5F,H5F,保安灯火,不明,左右のドアミラーが故障して開閉できなくなる。ディーラーで交換作業を行っているが、何度も再発する。
74,2022年06月24日,群馬,ＨＰ,ニッサン,セレナ,2012年08月,"114,500 Km",DAA-HFC26,MR20-SM23,動力伝達,２０２２年６月１日,時速３０ｋｍ位から大型ファンが回っている様な音が聞こえ始め、時速５８ｋｍ位になるとしっかり聞こえるようになる。時速８０ｋｍ位になるとペダルに若干振動が伝わって来る。ディーラーへ持込み点検してもらったところ、ＣＶＴからタイヤへ繋がっているシャフトのギア部分のクリアランスが広がってしまい異音が出ていると診断された。
75,2022年06月24日,山梨,ﾌﾘｰﾀﾞｲｱﾙ,スバル,フォレスター,2017年10月,"25,500 Km",DBA-SJ5,FB20,その他,２０２１年１２月,走行中に異音と焼けるような異臭がし、急ブレーキ状態で車が減速をした。ディーラーで確認したところ、エアコンのコンプレッサーがロックしたことで急ブレーキ症状が発生し、コンプレッサープーリーがロックによる発熱で塗料が焼けたことから異臭と発煙に至ったと診断された。
76,2022年06月24日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,Ｓ５００,2022年03月,"1,000 Km",不明,不明,制動装置,不明,走行中に突然ブレーキが勝手にかかり、ロックしたかのような状態で止まる。これまでに２回発生している。【未修理】
77,2022年06月24日,三重,ＨＰ,トヨタ,エスティマハイブリッド,2011年10月,"177,761 Km",DAA-AHR20W,2AZ-2JM-2FM,制動装置,２０２２年５月３０日　６：５０,一般道を走行中ＶＳＣチェック、ブレーキ警告（赤と黄）ＡＢＳなどの警告灯が点灯し、慌ててブレーキをかけたが、ブレーキペダルが底まで踏み抜け、まったく効かなかった。その結果前車に追突した。
78,2022年06月24日,大阪,ＨＰ,スズキ,スイフト,2020年09月,"98,900 Km",5BA-ZC83S,K12C,保安灯火,２０２２年６月１７日,電動格納ミラーが動かない。作動時力がない感じで途中で止まる。
79,2022年06月24日,大阪,ＨＰ,ニッサン,ＡＤバン,2019年02月,"79,132 Km",DBF-VY12,HR15,制動装置,２０２２年６月,ＶＤＣ、ＡＢＳの警告灯が運転中、常に点灯した。整備工場でホイール裏のセンサーの固着物が要因との見解が出た。
80,2022年06月24日,滋賀,ＨＰ,スバル,ＸＶ,2016年08月,"52,000 Km",DBA-GP7,FB20,制動装置,２０２２年６月２２日,エンジン始動時ブレーキペダルの踏み込みが硬い。
81,2022年06月24日,岡山,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,タントカスタム,不明,不明,不明,不明,乗車装置,不明,シートヒーターを使用するとシートの座るところにシワができる。
82,2022年06月24日,山口,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ミライース,2018年03月,"102,200 Km",DBA-LA350S,KF,保安灯火,新車購入当初から,ディーラーオプション前照灯ＬＥＤホワイトバルブの寿命が短く、ほぼ１年ごとに球切れになる。
83,2022年06月23日,埼玉,ＨＰ,ルノー,ルーテシア,2015年08月,"84,000 Km",ABA-RH5F,H5F,エンジン,２０２２年５月,高速道路を走行中にエンジン警告灯が点灯するとともにエンジンの出力が低下した。
84,2022年06月23日,山梨,ＨＰ,トヨタ,ヴィッツ,2011年04月,"81,800 Km",DBA-NSP130,1NR,車枠・車体,２０２１年くらいから,屋根の塗装が剥がれはじめた。最初は気にならない程度の大きさだったが、最近は５００円玉の大きさで剥がれ、箇所も日に日に多くなってきている。
85,2022年06月23日,愛知,ＨＰ,ドゥカティ,モンスター１２００,2015年05月,"6,300 Km",ZDMM603JAEB,ZDM1198WH,エンジン,２０１５年購入後頻繁,ギアを１速から２速に変えながら交差点で右折中にエンストし倒れそうになった。
86,2022年06月23日,愛知,ＨＰ,ドゥカティ,モンスター１２００,2015年05月,"6,300 Km",ZDMM603JAEB,ZDM1198WH,制動装置,２０１５年購入後頻繁,リアブレーキが全く効かなくなる。エア抜きをすると直るがしばらく乗らない期間があるとまた効かなくなっている。
87,2022年06月23日,不明,電話,アウディ,Ａ３,2021年11月,"5,900 Km",3AA-GYDLA,DLA-4450,その他,不明,高速で追越し時に勝手にブレーキが掛かり減速する。調整したら一般道で追い越し時にブレーキが掛かり、横断歩道を横切るとき等にハンドルを取られるようになった。またエンジンがかからなくなることもあった。先月に駐車場に入る際にはパーキングブレーキ警告灯が表示されディーラーに引き渡した。
88,2022年06月23日,不明,ﾌﾘｰﾀﾞｲｱﾙ,アウディ,Ｓ７,不明,"70,000 Km",不明,TEU,エンジン,２０２２年６月１５日,高速道路を走行後、サービスエリアの駐車場で車を止めた際に勝手にエンジンが止まっていた。３０分後に再始動は出来たが、信号で止まる時などにエンストする等の症状が続いた。ディーラーへ相談したところ、タービンブローの可能性を指摘された。
89,2022年06月22日,東京,ＨＰ,ニッサン,ＮＶ２００バネットバン,2020年07月,"22,000 Km",DBF-VM20,HR16,車枠・車体,２０２０年９月ころ,空車状態から車体が右下がりに傾いている。段差を超えた際などの挙動、カーブを曲がっているときの挙動が、右側だけ大きく動き、収まりが悪い。また、後方から車軸を見ると、左右で見える位置が異なる。車軸の傾き方（キャンバー角？）が左右で異なる。左に寄せて荷物を載せても平坦にならず、左側だけではなく右側もさらに下がってしまう。
90,2022年06月22日,神奈川,ＨＰ,ニッサン,セレナ,2014年11月,"60,000 Km",DAA-HFC26,MR20-SM23,電気装置,６月に入ってから,オルタネーターから異音がするようになり、徐々に音が大きくなってきて、最近では、振動が室内にひびく。アイドリングストップ時にエンジンが停止したことがある。
91,2022年06月22日,埼玉,ＨＰ,アプリリア,ＲＳ６６０,2022年04月,不明,ZD4KS,M581M,エンジン,２０２２年５月,渋滞時に水温計が上がり、発進する際にエンジンが停止してしまう。
92,2022年06月22日,愛知,ＨＰ,スバル,ステラ,2016年11月,"13,000 Km",DBA-LA150F,KF,エンジン,２０２２年６月２１日,約３０分間走行、４０ｋｍ／ｈで走行中にエンジンの回転数落ちてきて、アクセルペダルを数回踏み込むも、エンジンが停止した。エンジン始動を試みたが、エンジンがかからない。３０分ほど経過して、再度エンジン始動したら、エンジンがかかった。
