番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
11,2022年04月28日,岐阜,ＨＰ,メルセデス・ベンツ,Ｃ２００,2015年03月,"73,800 Km",RBA-205242,274,排ｶﾞｽ･騒音,２０２２年４月２０日,ＮＯＸセンサー異常により、エンジンチェックランプが点灯した。
12,2022年04月28日,広島,ＨＰ,メルセデス・ベンツ,Ｖ２２０ｄ,2016年11月,"32,600 Km",LDA-447811,651,緩衝装置,２０２２年２月,車の挙動が、あまりにもふらつくため、リアショックを見たところ、完全にショックが抜けていた。
13,2022年04月28日,島根,来訪,スズキ,ハスラー,2015年03月,"56,000 Km",DBA-MR31S,R06A,緩衝装置,２０２１年９月、２０２２年４月,フロントのコイルスプリングが折損した。（左側は２０２１年９月、右側が２０２２年４月）
14,2022年04月28日,愛媛,電話,ニッサン,セレナ,2019年03月,"40,200 Km",DAA-GFC27,MR20-SM24,制動装置,２０２２年,高速道路をプロパイロット機能を使用して走行中、前車と接近してもブレーキが効かずに車間が詰まり、過度に接近したことによって緊急ブレーキが作動して５０ｋｍ／ｈ位に減速してジワジワ加速するという挙動が出た。ディーラーで確認したところ、ＡＢＳのエア封入作業に不備がある可能性があると診断され、フラッシングが行われた。
15,2022年04月28日,熊本,ＨＰ,三菱,ｉ－ＭｉＥＶ,2011年12月,"32,500 Km",ZAA-HA3W,Y4F1,電気装置,不明,走行中にパワーユニット警告灯の点灯と亀マークが表示された。その後普通充電エラーになりやすくなった。ディーラーで駆動バッテリー内のモジュール１と２の不具合と診断され、バッテリー交換が必要と診断された。
16,2022年04月27日,石川,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,フィット,2003年01月,"120,000 Km",DBA-GD1,L13A,動力伝達,４年３万ｋｍの時点から,発進時にジャダーが発生する。
17,2022年04月27日,東京,ＨＰ,メルセデス・ベンツ,Ｃ２００,2015年05月,"35,000 Km",RBA-205042,274,排ｶﾞｽ･騒音,２０２２年２月,ＮＯｘセンサーの異常でエンジン警告灯が点灯した。
18,2022年04月27日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,フィット,2004年02月,"130,000 Km",DBA-GD1,L13A,車枠・車体,２０２２年４月２６日,降雨時に後部座席がビチョビチョになっていることに気が付き、車両全体を確認したところ、荷室のスペアタイヤ格納スペースに水が溜まっており、上部のルーフ部分に亀裂があるのを発見した。
19,2022年04月27日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,カワサキ,ＺＲＸ１２００ＤＡＥＧ,2010年02月,"53,600 Km",EBL-ZRT20D,ZRT20AE,保安灯火,２０２２年,ヘッドライトのリフレクタが折れた。
20,2022年04月27日,山梨,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＡＺ－ワゴン,2010年12月,"105,000 Km",DBA-MJ23S,K6A,その他,不明,エアコンが故障し、風が出ず、冷房も効かない。
21,2022年04月27日,愛知,ＨＰ,ホンダ,Ｎ－ＢＯＸ　Ｃｕｓｔｏｍ,2020年08月,"11,000 Km",6BA-JF3,S07B,エンジン,２０２２年４月２７日,信号待ち中のアイドリングストップしている状態で、ブレーキペダルから足を放した瞬間エンジンストップした。
22,2022年04月27日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－Ｂ０ＸカスタムＬターボ,2021年03月,不明,6BA-JF3,S07B,エンジン,２０２２年４月,コンビニの駐車場でエンジンをかけたまま駐車しておき、用事が済んだので車に乗り込んでバックしようとしたところ、ブレーキが効かなくなっていて、車がするすると下がって行ってしまった。ブレーキペダルを思い切り踏みこんでも止まり切れず、エンジンストップボタンを押したところ、ようやく停車出来た。エンジンを再始動したところ、正常に動作したため、ディーラーに入庫して確認を受けた結果、駐車時にエンジンが止まっていたものと診断された。
23,2022年04月27日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,Ａ１８０,2016年11月,"40,000 Km",DBA-176042,270,動力伝達,２０２２年４月９日,ガソリンスタンドで給油後、突然前後に全く動かせなくなった。レッカーでディーラーに搬送をして確認を受けたところ、トランスミッションのコンピューターシステム異常と診断された。
24,2022年04月27日,岡山,ＨＰ,トヨタ,ＲＡＶ４,2019年07月,"36,000 Km",6AA-AXAH54,A25A-3NM-4NM,車枠・車体,２０２２年４月,ルーフレールからの雨漏りし、昨年ディーラーにて修理してもらったが１年あまりで再発した。
25,2022年04月27日,岡山,ＨＰ,トヨタ,ヤリス,2020年03月,不明,6AA-MXPH10,M15A-1NM,動力伝達,買った時から,サイドブレーキを下ろしても車が前に出ず、アクセルペダルを踏み込むといきなり出る。
26,2022年04月26日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ハーレーダビッドソン,ＸＬ１２００ＮＳ,2021年06月,不明,2BL-XL3,3,電気装置,購入当日,走行中、ＡＢＳランプ、オイルのランプが常時点灯してメーターの電源が切れて速度計なども動かなくなり、再起動をしては、また落ちると言う症状が繰り返し発生した。この際に左右のウインカーも反応しなくなった。
27,2022年04月26日,埼玉,電話,フォルクスワーゲン,Ｔ５,不明,"10,000 Km",不明,不明,乗車装置,不明,走行中にスライドドアが開いた。油が固着していたせいで拭いたら直ったとのことだった。
28,2022年04月26日,埼玉,ＨＰ,スズキ,ジムニー,2021年12月,"7,200 Km",3BA-JB64W,R06A,エンジン,最初から,エンジン始動に時間がかかる時がある。クランキングが５～７秒と長い時がある。
29,2022年04月26日,愛知,ＨＰ,ニッサン,エクストレイル,不明,不明,T32,MR20,制動装置,１年前,ブレーキリザーバータンクが白濁してブレーキフルード量の確認が困難になった。
30,2022年04月26日,福井,ＨＰ,プジョー,ｅ－２０８,2021年03月,"21,977 Km",ZAA-P21ZKO1,ZK01,電気装置,２０２２年４月２０日ＰＭ,走行中に「電動走行システム故障」の警告灯が点灯し、電動パーキングが入り急停止して操縦不能になった。ディーラーで診断したところ、エアコンコンプレーサーの故障により漏電してショートしたため駆動システムが停止された可能性が高いと診断された。
31,2022年04月26日,島根,ＨＰ,三菱,ふそうスーパーグレート,2016年09月,"650,000 Km",QPG-FU64VZ,6R10,エンジン,５０万～６０万ｋｍ走行,オイル漏れが発生し、オーバーホール修理することになった。
32,2022年04月26日,愛媛,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸ,2019年04月,不明,DBA-JF3,S07B,エンジン,不明,走行中に突然エンストをした。販売店で確認したが、症状が再現せず、原因不明という事で予測の整備としてボディコントロールモジュールとエンジンスイッチの交換になった。
33,2022年04月25日,東京,ﾌﾘｰﾀﾞｲｱﾙ,マセラテイ,レバンテ　グランスポーツ,2021年05月,"4,000 Km",FBA-MLE30A,M16164D,排ｶﾞｽ･騒音,２０２２年,ＤＰＦの警告が点灯し、ディーラーで修理を受けたが、その後、５００ｋｍの走行でＤＰＦが７５％堆積していると診断された。ディーラーへ再度確認を依頼したところ、試運転が行われ、その結果１８％まで堆積が減ったので異常がないと言われている。
34,2022年04月25日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＣＸ－５,2016年01月,"58,600 Km",LDA-KE2FW,SH,乗車装置,２０２２年,助手席パワーシートが前後方向の移動時にモーターから異音がする。ディーラーで確認したところ、モーターの先にあるブラケットを交換すれば直るのではないかと推定された。
35,2022年04月25日,埼玉,ＨＰ,日野,日野ブルーリボンハイブリッド,2022年02月,"5,109 Km",2SG-HL2ANBP,A05C-K1,燃料装置,新車購入２ヶ月,走行中にエンジンが停止し、再始動出来なくなった。
36,2022年04月25日,岐阜,ＨＰ,ニッサン,リーフ,2019年06月,"30,000 Km",ZAA-ZE1,EM57,制動装置,２０２２年４月,突然警告灯の点灯と共にＡＢＳが動作するまでブレーキペダルを踏みこんでも完全停止が出来なくなった。ディーラーで確認したところ、ブレーキを制御させるコンピュータが瞬間的に落ちたと診断され、該当部品を交換した。
37,2022年04月25日,山口,ＨＰ,ニッサン,セレナ,2012年10月,"95,000 Km",DAA-HC26,MR20-SM23,エンジン,２０２２年４月,エンジンルームのファンモーターが作動しなくなった。
38,2022年04月24日,愛知,ＨＰ,プジョー,３０８,2017年11月,"61,871 Km",LDA-T9WBH01,BH014,排ｶﾞｽ･騒音,２０２２年４月１３日,一般道を走行中にアドブルーチェックランプが点灯した。その後しばらくしてエンジンチェックランプが点灯した。ディーラーにて診断してもらった結果、アドブルータンクの故障が原因と判った。
39,2022年04月24日,岐阜,ＨＰ,ホンダ,Ｎ－ＯＮＥ,2013年04月,"125,000 Km",DBA-JG1,S07A,電気装置,２０２２年４月,ヘッドランプのバルブを交換しようとしたら、ケーブルが劣化してむき出しになっており、ショート寸前であった。
40,2022年04月24日,京都,ＨＰ,ボルボ,ボルボ　Ｃ７０,2007年09月,"63,700 Km",DBA-MB5254,B5254,緩衝装置,２０２１年９月,路面が悪い時などに左前方から薄い金属板が震えるような異音がしていた。ブレーキをかけた時や路面が悪く左側が急に下がっている時など強く左にハンドルが取られる時があった。整備工場で確認したところ、スタビライザーを保持する鞍型形状のブッシュを保持する金具を止めるボルトが緩んでおり、そこが負荷によって動いたり無負荷時には振動していたようだと判った。
41,2022年04月24日,広島,ＨＰ,ＢＭＷ,ＢＭＷ　ＡｃｔｉｖｅＨｙｂｒｉｄ　５,2014年07月,"19,000 Km",DAA-FZ35,N55B30A-M230,保安灯火,２０２２年３月,納車前にヘッドライトの警告が点いていたので、助手席側ヘッドライトユニットを交換したと聞いた。その後、納車前に販売店の好意で洗車をして頂いたところ、その帰りに助手席側ヘッドライト内部に結露が発生し、まずは助手席側ヘッドライトが点灯しなくなり、アダプティブヘッドライト異常、左フロントライト装置異常、右フロントライト装置異常、ヘッドライト光軸調節異常のチェックコントロールが表示され、その後、全てのヘッドライトが点灯しなくなった。
42,2022年04月23日,秋田,ＨＰ,ニッサン,セレナ,2013年04月,"77,500 Km",DBA-NC26,MR20,車枠・車体,５、６年前より随時,パールホワイトの塗装がパリパリと突然剥がれた。
43,2022年04月23日,秋田,ＨＰ,ニッサン,セレナ,2013年04月,"77,500 Km",DBA-NC26,MR20,電気装置,２０２０年春先,エンジンから、カラカラとか、ザーッという音がするようになった。整備工場で確認したところオルタネーターの不良と診断された。
44,2022年04月23日,新潟,ＨＰ,トヨタ,ヴォクシー,2016年02月,"59,500 Km",DBA-ZRR85W,3ZR,エンジン,２０２２年４月１８日,走行中、突然エンジン警告灯他色々点灯しエンジンがふけなくなり１０ｋｍ／ｈ程度しか出なくなった。ディーラーでコンティニュアスリバリアブルバルブリフトコントローラーＡＳＳＹの不良と診断された。
45,2022年04月23日,東京,ＨＰ,スズキ,アルト,2016年06月,"26,000 Km",DBA-HA36S,R06A,動力伝達,新車から,冬季など気温が下がっている時、停車時からの発進でガタガタいって、全く発進出来ない。
46,2022年04月23日,東京,ＨＰ,スバル,レヴォーグ,2020年12月,不明,4BA-VN5,CB18,エンジン,２０２２年４月１９日,エンジン圧力センサーの不良により突然警告灯が出て、エンジンはかかるもののアイサイト関連全て使えなくなった。
47,2022年04月23日,埼玉,ＨＰ,マツダ,ＣＸ－３,2016年11月,"66,390 Km",LDA-DK5FW,S5,乗車装置,２０２１年１２月,後部座席右側のシートベルトが使用していないのも関わらず、戻らなくなった。
48,2022年04月23日,埼玉,ＨＰ,スバル,フォレスター,2018年12月,"20,300 Km",5AA-SKE,FB20-MA1,動力伝達,２０２２年４月,走行中に４０ｋｍ／ｈ以上の速度が出なくなった。不審に感じ、右折のため一時停止したところ、そのまま加速不能となった。同時に、ブレーキペダルの踏み込みもできなくなった。エンジンはかかっていた。メーターには異常警告が表示されていた。以前にも停止時からの発進ができなくなったことがあったが、その際はエンジン再起動にて解消した。ディーラーで確認をしたところ、モーターからエンジンへの切り替えプログラム不具合との説明された。
49,2022年04月23日,埼玉,ＨＰ,ホンダ,フィット,2014年01月,"103,000 Km",DBA-GK5,L15B,排ｶﾞｽ･騒音,２０１９年６月～２０２２年４月,運転中に３つの警告灯（ＰＧＭ－ＦＬ　ＥＰＳ　ＶＳＡ）が点灯した。
50,2022年04月23日,埼玉,ＨＰ,ＢＭＷ,ＭＩＮＩ　Ｃｏｏｐｅｒ　Ｓ,2015年03月,"28,900 Km",DBA-XM20,B48A20A,保安灯火,毎日,危険な時にクラクションを鳴らしたいが、ボタンが 硬くて簡単に鳴らすことができない。
51,2022年04月23日,埼玉,ＨＰ,ホンダ,フィット,2014年01月,"103,000 Km",DBA-GK5,L15B,排ｶﾞｽ･騒音,２０１９年６月～２０２２年４月,運転中に３つの警告灯（ＰＧＭ－ＦＬ　ＥＰＳ　ＶＳＡ）が点灯した。
52,2022年04月23日,京都,ＨＰ,ニッサン,ノート,2021年08月,"21,100 Km",6AA-E13,HR12-EM47,動力伝達,２０２２年４月２２日　１２：２０,アクセルペダルを離して徐行での前進駐車中に突然モーター回転数が上昇して急加速した。ブレーキペダルを踏んだが車止めを越え、先にあった植込縁石も乗り越えて停車した。
53,2022年04月23日,岡山,ＨＰ,ニッサン,セレナ,2016年10月,"46,994 Km",DAA-GFC27,MR20-SM24,制動装置,不明,発進時パーキングブレーキを解除したが走行しているとパーキングブレーキがかかってしまう。オートホールドが使えない。ビックリマークの警告灯が点灯した。
54,2022年04月22日,東京,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,バーグマン２００,不明,"1,300 Km",2BK-CH41A,H405,エンジン,２０２２年４月１４日,高速道路を走行中にエンストした。すぐに再始動は出来ず、路側帯に退避し、１０～２０分くらい後に再始動を試したところ、始動が出来たため高速出口までは自走できたが、一般道の降りた先の交差点でまたエンストした。
55,2022年04月22日,茨城,ＨＰ,ホンダ,Ｎ－ＯＮＥ,2013年03月,"83,700 Km",DBA-JG1,S07A,動力伝達,２０２２年３月,ブレーキをかけるとエンジンブレーキがかかる。アクセルペダルの踏み始めや低速時にガラガラ音や、うなり異音が発生する。ディーラーで確認したところ、無段変速機ドリブンプーリーベアリングの故障と診断された。
56,2022年04月22日,群馬,ＨＰ,ホンダ,Ｎ－ＢＯＸ,2015年09月,"28,000 Km",DBA-JF1,S07A,エンジン,以前からあったが２０２２年から頻発,ブレーキペダルを踏んでスタートボタンを押すと、電源は入るがセルモーターが回らず、エンジンがかからない。メーターは電源が入っており、警告灯を含め全点灯している。エンジンが冷間時でも暖まっていても発生する。
57,2022年04月22日,群馬,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,パッソ,2013年07月,"80,000 Km",DBA-KGC30,1KR,エンジン,２０２２年４月２０日,スロットルの空気穴の詰まりにより、信号や踏切停止などでエンジン回転数が下がりすぎてエンストする。
58,2022年04月22日,栃木,ＨＰ,ニッサン,スカイライン,不明,不明,DBA-YV37,274A,その他,２０２２年４月３日,運転席・助手席側のエアコンの設定を操作した際に助手席の温度設定が効かなくなっていた。整備工場で確認したところ、エアコンのアクチュエーターが二つあり、その一個が故障していると診断された。
59,2022年04月22日,兵庫,ＨＰ,マツダ,ＣＸ－５,2012年07月,"110,000 Km",LDA-KE2AW,SH,エンジン,２０２２年３月,ボンネットを開けると、サブタンク内不凍液がエンジンルーム全体に飛散していた。ディーラーで診断の結果、エンジンヘッドガスケットの不具合で、エンジン載せ替えが必要と診断された。
60,2022年04月22日,広島,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＣＸ－５,2013年12月,"102,600 Km",LDA-KE2FW,SH,エンジン,１週間くらい前,一般道を走行中に突然エンジンが止まった。惰性で横に止めて停車後、レッカーでディーラーに入れて確認をしたところ、エンジンの交換が必要と診断された。
61,2022年04月21日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ヴェルファイア,2015年03月,"54,000 Km",DBA-AGH35W,2AR,エンジン,車検の点検時,点検時にエンジンリヤオイルシールからのオイル漏れが発見された。
62,2022年04月21日,岩手,ＨＰ,ＢＭＷ,ＢＭＷ　１２０ｉ,2015年10月,"70,900 Km",DBA-1A16,N13B16A,燃料装置,２０２２年３月,交差点で停止時に突然エンストした。ドライブトレーンというエラーが表示された。翌日から数回に渡り同じような症状が出た。ディーラーで確認したところ、ハイプレッシャーポンプの故障と診断された。
63,2022年04月21日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,プジョー,３００８,2021年06月,不明,5BA-P845G06,5G06,かじ取り,不明,高速道路をクルーズコントロールで走行中、インターチェンジの降り口車線の太い白線に反応して不必要にハンドルが左に切られることがある。
64,2022年04月21日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,プジョー,３００８,2021年06月,不明,5BA-P845G06,5G06,エンジン,購入して間もない時から,アイドリングストップが作動後、次の発進時にエンジンが始動するタイミングに時差があり、円滑に走り出せない。
65,2022年04月21日,兵庫,ＨＰ,スズキ,ソリオ,2011年01月,"48,123 Km",DBA-MA15S,K12B,保安灯火,２０２２年４月,右ドアミラーが突然格納できなくなり、モーター音が鳴りやまなくなった。
66,2022年04月20日,秋田,ＨＰ,スバル,レガシィ,2011年11月,"86,400 Km",DBA-BR9,EJ25,制動装置,２０２２年４月から,朝、エンジンかけるときにブレーキペダルが踏みこめない。
67,2022年04月20日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,ヤマハ,マジェスティ２５０,不明,"52,000 Km",JBK-SG20J,G359E,電気装置,不明,変速モーターシステムに給電しているリレーを接続しているコネクターが腐食し、給電不良を起こしたため、走行中に突然変速しなくなった。
68,2022年04月20日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,プレマシー,2013年09月,不明,-,不明,エンジン,２０２２年４月１７日,片側１車線道路を３０ｋｍ／ｈくらいで走行中に突然エンストした。再始動を試したが、すぐ再発する状況で、バッテリー、エンジンの警告が点いていたためレッカーでディーラーに搬送した。ディーラーで確認したところ、エンジンの空気を測るセンサーの一つが悪いため、交換が必要と診断された。
69,2022年04月20日,群馬,ＨＰ,スズキ,スペーシア,2017年09月,"53,234 Km",DAA-MK42S,R06A-WA04A,動力伝達,不明,エンジン冷間時の始動直後、シフトレバーをＤレンジ又はＲレンジにするとエンジン回転数が急上昇して急発進をする。
70,2022年04月20日,愛知,ＨＰ,ＢＭＷ,ＢＭＷ　１１６ｉ,2015年12月,"33,000 Km",DBA-1A16,不明,保安灯火,２０２２年２月,雨天後に駐車中のヘッドランプを見たら内部がびしょびしょに濡れていた。
71,2022年04月20日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,スバル,ＸＶ,1991年05月,不明,5AA-GTE,FB20-MA1,かじ取り,不明,高速道路の追い越し車線を１１０ｋｍ／ｈ位で走行し、走行車線に車線変更をしようとすると、周囲に何も問題がないのに車体が元の車線に押し戻されそうな挙動をし、「ハンドル操作を行ってください、ピピピ―」と警告が出る。この挙動が出ていると車が宙に浮いたかのようなノーコントロール状態になる。
72,2022年04月20日,岐阜,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうローザ,2012年03月,"300,000 Km",SKG-BE640G,4P10,エンジン,２０２２年,タイミングチェーンが伸びてエンジン内部が損傷した。
73,2022年04月20日,兵庫,ＨＰ,スズキ,スイフト,2009年07月,"52,804 Km",DBA-ZC71S,K12B,走行装置,２０２２年４月９日午後５時半頃,一般道よりスーパーマーケットの駐車場に入ろうと右にハンドルを切ったところ　左前輪タイヤがドライブシャフトから外れ動かなくなった。詳しくは覚えていないが、２３か月前より、停車中にハンドルをいっぱいに切ると、かくかくと言う様な変な音がしていて、おかしいなとは感じていた。
74,2022年04月20日,福岡,ＨＰ,ニッサン,ノート,2014年01月,"77,000 Km",DBA-E12,HR12,車枠・車体,２０１６年５月,バックにシフトしたとたんに非常に大きな音と振動が発生した。エンジンルームか床の下付近と感じて車両下確認するが何もなく、エンジン付近と判断した。これが２日間同様に連続して発生した。警告等は出なかった。
75,2022年04月20日,福岡,ＨＰ,スズキ,ハスラー,2014年10月,"30,000 Km",DBA-MR31S,R06A,車枠・車体,２０２２年３月,洗車を行いリアウィンドウを確認すると内側に水滴が付着していた。
76,2022年04月19日,神奈川,ＨＰ,アウディ,アウディ　Ａ４　３５ＴＤＩ,2021年02月,"15,000 Km",3CA-8WDEZ,DEZ-4413,動力伝達,２０２１年２月末の納車後すぐ。,減速時の変速ショックが大きく、クラッチを急接した時のような衝撃がある。特に３速から２速にシフトチェンジするときは運転者も同乗者も首が動いてしまうほどショックが大きい。
77,2022年04月19日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ポルテ,2015年01月,"31,900 Km",DBA-NCP141,1NZ,車枠・車体,半年前,スライドドアのウェザーストリップ部分から雨漏りした水が、パワーウインドウスイッチに垂れてくる。
78,2022年04月19日,大阪,ＨＰ,ＢＭＷ,ＢＭＷ　１１８ｉ,2015年05月,"47,700 Km",DBA-1A16,N13B16A,エンジン,２０２２年３月１０日,高速道路を走行中にエンジン警告灯ドライブトレーンが点灯するとともに、エンジンの回転数が上がらなくなりハンドル・車体が激しく振動した。ディーラーで確認したところ、エンジン第３シリンダーの排気弁が欠損していてエンジン全交換が必要と診断された。
79,2022年04月19日,兵庫,ＨＰ,ホンダ,Ｎ－ＷＧＮ,2019年02月,"46,335 Km",DBA-JH1,S07A,動力伝達,２０２２年４月１７日,走行中にエンジンルームからゴゴゴゴと大きい音がして走行できなくなった。ディーラーで点検したところミッション内部破損ということが分かった。
80,2022年04月19日,高知,ＨＰ,ホンダ,Ｎ－ＢＯＸ　Ｃｕｓｔｏｍ,2012年01月,"108,552 Km",DBAｰJF1,S07A,保安灯火,２０２２年４月１４日,運転席側の窓をスイッチで下げたら「ガガガ」と音を立てながら窓が下がり、以降スイッチを上下してもモーターは回るが窓が動かなくなった。中身を見たところ、ワイヤーはピンと張っているがモーターから外れたような状態になっておりモーターが空回りを起こしていた。
81,2022年04月18日,山形,ＨＰ,プジョー,３０８,2016年02月,"150,000 Km",ABA-T9WHN02,HN02,エンジン,２０２２年４月１７日,走行中エンジン回転が不安定になりエンジンが停止した。停止前警告表示等はなく、スタートボタンを押してもセルは回るが始動せず、何度か始動を試みたところエンジンがブスブスと始動した。安全な場所まで移動するために走行したが加速が鈍く、まともに走行できなかった。その後エンジン回転が不安定ではあるものの走行できるほどに回復した。２年程前から登下坂路走行時やガソリン満タン給油後しばらくの間、回転が不安定になり警告灯の点灯や加速出来ず走行できなくなることが何度かあった。
82,2022年04月18日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ミラージュ,不明,"50,000 Km",DBA-A05A,不明,エンジン,２０２２年２月頃,エンジンから異音がするようになった。ディーラーで確認したところエンジン交換を提案された。
83,2022年04月18日,大阪,ＨＰ,ニッサン,アトラス,2018年07月,"23,200 Km",TKG-SZ2F24,ZD30,乗車装置,２０２０年１１月１８日,走行中に正面衝突の事故に遭い、相手車はエアバッグが開いていたが、自車はエアバッグが開かなかった。
84,2022年04月18日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,アウディ,Ａ７　ＳＢ,2021年05月,不明,3AA-F2DKNS,DKN-4413,乗車装置,購入直後から,シートメモリーが正しく機能せず、何回か一回ずれていることがある。
85,2022年04月18日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,アウディ,Ａ７　ＳＢ,2021年05月,不明,3AA-F2DKNS,DKN-4413,保安灯火,購入直後から,窓がキーキーと異音がする。ディーラーに毎月のように修理・調整入庫を強いられているが、すぐに再発してしまう。
86,2022年04月18日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,アウディ,Ａ７　ＳＢ,2021年05月,不明,3AA-F2DKNS,DKN-4413,その他,購入直後から,テレビが起動せず、読み込み画面から全く動かなかったり、黒い画面のままとなる症状が頻発する。ディーラーは実力レベルとのコメントで開き直られている。
87,2022年04月18日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,アウディ,Ａ７　ＳＢ,2021年05月,不明,3AA-F2DKNS,DKN-4413,その他,購入直後から,ＭＭＩのカーナビにおいて、ルート案内を設定すると、ルートの表示は行うが案内をしないことがある。これにより高速で降り口を過ぎてしまったり、交差点で間違いに気が付き、急ハンドルを切らなければならなくなるなど、危ない目に遭ったこともある。
88,2022年04月18日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,アウディ,Ａ７　ＳＢ,2021年05月,不明,3AA-F2DKNS,DKN-4413,その他,購入直後から,アウディコネクト（コンシェルジュサービス）が接続できず、使えない。
89,2022年04月18日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,アウディ,Ａ７　ＳＢ,2021年05月,不明,3AA-F2DKNS,DKN-4413,その他,購入直後から,センサーが一部使えない、バルブを交換してください　など警告表示が頻繁に出る。
