番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
66,2022年07月25日,静岡,ＨＰ,ニッサン,サファリ,2006年02月,"92,800 Km",TA-WFGY61,TB48,その他,２０２２年７月２３日,燃料の残量がタンクの半分を下回ると燃料計が動かなくなる不具合により、タンクに入っている実際の燃料残量と燃料計の指示値が異なり、それに気付かず燃料切れになり道路上でエンストした。
67,2022年07月25日,三重,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうスーパーグレート,2018年06月,"580,300 Km",2PG-FU75GZ,6S10,排ｶﾞｽ･騒音,不明,エキゾーストマニホールドのボルトが折れる。
68,2022年07月25日,広島,ﾌﾘｰﾀﾞｲｱﾙ,スバル,ＷＲＸ　ＳＴＩ,2018年06月,"10,000 Km",CBA-VAB,EJ20,保安灯火,不明,車庫保管で雨天未走行にて管理をしている車であるにもかかわらず、前照灯レンズの下部が曇った。
69,2022年07月25日,島根,ＨＰ,三菱,ふそうキャンター,2017年09月,"340,000 Km",TPG-FEA20,4P10,緩衝装置,２０２２年３月,一般道を走行中、エンジンの回転が不安定になり、突然エンジンストールした。ディーラーで確認したところ、排気バルブ・ロッカーアームが脱落・破損していると判り、エンジン載せ替えの見積もりが出た。
70,2022年07月25日,不明,電話,ベントレー,コンチネンタル　フライングスパー,2007年04月,不明,ABA-BSBWR,不明,エンジン,不明,点火異常により、走行中にエンジンチェックランプが点灯した。
71,2022年07月25日,不明,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,ゴルフ,2021年03月,不明,3AA-CDDFYV,不明,動力伝達,不明,マイルドハイブリッドシステムの制御プログラムに関わるサービスキャンペーンを受けた車で、減速時の変速がスムーズでなくなったり、ナビゲーションやＥＴＣなどの誤動作が頻発するようになった。
72,2022年07月24日,東京,ＨＰ,トヨタ,ウィッシュ,2014年01月,"80,793 Km",DBA-ZGE20W,2ZR,動力伝達,２０２２年７月１６日,走行中、青信号でスタート後、５～６秒後にエンジンが突然停止した。ディーラーで確認の結果オルタネーターの不具合が原因と診断された。
73,2022年07月24日,神奈川,ＨＰ,フォルクスワーゲン,ＶＷゴルフ　１．４／１０３ｋＷ,2015年04月,"47,300 Km",DBA-AUCPT,CPT,保安灯火,２０２２年７月,フロントガラス上部（特に両サイド）が剥がれてきて、そこにゴミが溜まったり、気泡が入り込んでいて、見た目も気持ち悪くなっている。
74,2022年07月24日,埼玉,ＨＰ,トヨタ,プリウス,2008年12月,"181,256 Km",DAA-NHW20,1NZ-3CM,エンジン,２０２２年７月９日,一般道運転中に警告灯点灯などなく、５０ｋｍ／ｈ程度の速度で運転中に電源を喪失した。側道へ安全確保、停止後にボンネットから白い煙とこげた異臭がしたため、車から離脱した。数分後、ボンネットを開けたところ助手席側から異臭を感じた。ディーラーで、ハイブリッドのウォーターポンプが壊れていると診断された。
75,2022年07月24日,埼玉,ＨＰ,ニッサン,セレナ,2014年06月,"49,576 Km",DAA-HFC26,MR20-SM23,動力伝達,２０２２年７月,加速時・走行時にノッキング、車体振動が発生する。ディーラーで確認したところ、ＣＶＴ異常で交換が必要と診断された。
76,2022年07月24日,愛知,ＨＰ,アウディ,アウディＡ６アバント　２．８ｑ,2014年01月,"58,700 Km",DBA-4GCHVS,CHV,燃料装置,２０２２年３月,一般道を通常通り走行していたところ何の警告もなく突然エンジンが停止した。路肩に停車後、再始動を試みたが再始動できなかったため、レッカーでディーラーに持ち込んだ。ディーラーからは、燃料ゲージセンサー故障のエラーコードなので部品交換が必要と言われた。
77,2022年07月24日,島根,ＨＰ,ホンダ,Ｎ－ＷＧＮ　Ｃｕｓｔｏｍ,2021年03月,"20,000 Km",6BA-JH3,S07B,制動装置,２０２２年７月２１日,直進道路を走行中障害物もないのに緊急停止ブレーキが作動し、６０ｋｍ／ｈから２０ｋｍ／ｈ位まで減速した。
78,2022年07月23日,長野,24時間電話,ニッサン,セレナ,2011年06月,"72,000 Km",DBA-FC26,MR20,保安灯火,２０２２年６月２９日,サイドミラーベース表面のグラスファイバーがむき出しになっていて清掃時に指に刺さり負傷した。
79,2022年07月23日,富山,ＨＰ,メルセデス・ベンツ,Ｃ２５０　クーペ,2011年12月,"82,000 Km",DBA-204347,271,電気装置,２０２２年７月２２日,メーターパネルにストップランプ・ウインカーの警告灯が出たため、確認したところ、テールランプのコネクターが溶けて外れていた。
80,2022年07月23日,神奈川,ＨＰ,ＢＭＷ,ＢＭＷ　Ｘ５　ｘＤｒｉｖｅ　３５ｄ,2012年03月,"115,000 Km",LDA-ZW30S,N57D30A,排ｶﾞｽ･騒音,不明,走行中にアドブルーシステムの故障警告が出て、残走行距離約７００ｋｍと表示された。
81,2022年07月23日,愛知,ＨＰ,ダイハツ,ソニカ,2009年02月,"131,600 Km",CBA-L405S,KF,動力伝達,２０２２年７月１４日,エンジン始動時に毎回、ＡＢＳとサイドブレーキのインジケータが点灯するようになり、そのままアイドリング状態で放置しておくとシフトインジケータのＰとＤのランプも交互に点灯するようになる。
82,2022年07月23日,岐阜,ＨＰ,ホンダ,Ｎ－ＷＧＮ,2017年11月,"82,000 Km",DBA-JH1,S07A,保安灯火,２０２２年７月,左右テールランプのクリアカバーの内側から線が入りだし、亀裂が広がった。
83,2022年07月23日,福井,ＨＰ,ホンダ,ＦＲＥＥＤ,2017年03月,"103,552 Km",DAA-GB8,LEB-H1,制動装置,２０２２年７月２３日,運転席足元のフロアマットにオイルが滴下していたため、整備工場で確認したところ、ブレーキペダルの先にあるブレーキマスターシリンダー（ペダルフィールシミュレーター）よりオイル漏れがあった。
84,2022年07月23日,大阪,ＨＰ,アウディ,アウディ　ＲＳ５,2011年05月,"48,200 Km",ABA-8TCFSF,CFS,動力伝達,２０２２年６月１７日,市街地走行中、突然メーター内に警告音と色々な警告ランプが点灯し、ミッションが２速と４速しか入らない状態になった。ディーラーで確認したところ、ギアトレーンバルブ３に電気的故障入力があり、メカトロニクス内部不良で交換が必要と診断された。
85,2022年07月23日,岡山,ＨＰ,ニッサン,セレナ,2015年12月,"89,000 Km",DAA-HFC26,MR20-SM23,電気装置,２０２２年６月末頃,エンジンをかけた時やアクセルを踏み込んだ時エンジンからうなり音が発生した。整備工場で確認したところ、オルタネーターの不具合であるため、交換を要すると診断された。
86,2022年07月23日,熊本,ＨＰ,アルファロメオ,ステルヴィオ,2021年10月,"4,500 Km",3DA-94922,55284529,動力伝達,購入当初から,アクセルＯＦＦもしくはブレーキングで減速中に３５ｋｍ／ｈ付近でギア切り替わったと思われるタイミングで加速してしまう。
87,2022年07月22日,北海道,ＨＰ,シトロエン,Ｃ４スペースツアラー,2020年03月,"14,500 Km",3DA-B787AH01,AH01,排ｶﾞｽ･騒音,２０２２年４月,走行中、メーターパネルに「エンジン故障　要修理」「ＡｄＢｌｕｅ　警告ランプ点灯」「排気システム　故障」「排気システム故障エンジン停止まであと１０５０ｋｍ」の警告表示が出た。
88,2022年07月22日,北海道,ＨＰ,スバル,インプレッサ,2013年10月,"43,000 Km",DBA-G13,FB16,エンジン,２０２２年７月,オイルコントロールバルブ３か所からオイル漏れがあった。
